Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Pat Kelly,Jena Dianne Kieren,Rory MacLeod,Shahnaz Munir,David Robinson,Catriona Wright,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 69","Calgary",80,28,9,35,0,2,1,155,514
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 70","Calgary",Merged with No./Fusionné avec le n°15,,,,,,,,230
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 71","Calgary",79,34,4,42,0,0,0,159,546
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 72","Calgary",58,31,6,32,0,2,0,129,373
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 73","Calgary",48,26,3,38,0,0,0,115,417
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 74","Calgary",65,29,4,49,2,2,0,151,423
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 75","Calgary",97,34,13,59,2,0,0,205,525
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 76","Calgary",147,54,9,78,3,2,0,293,775
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 77","Calgary",Merged with No./Fusionné avec le n°78,,,,,,,,40
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 78","Calgary",118,35,7,49,3,1,4,217,472
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 79","Calgary",70,18,6,32,2,1,4,133,449
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 80","Calgary",78,31,2,68,2,3,1,185,492
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 81","Calgary",75,29,8,37,0,5,2,156,469
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 82","Calgary",94,26,14,29,1,3,0,167,509
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 83","Calgary",101,33,6,45,0,4,1,190,431
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 84","Calgary",64,9,4,45,1,3,0,126,403
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 85","Calgary",56,16,8,37,2,1,0,120,390
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 86","Calgary",99,56,12,34,3,1,2,207,490
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 87","Calgary",78,37,10,45,1,2,0,173,428
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 88","Calgary",107,45,10,53,4,3,2,224,527
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 89","Calgary",100,42,7,59,1,2,0,211,447
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 90","Calgary",99,34,6,50,2,1,0,192,493
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 91","Calgary",93,46,11,59,0,3,0,212,505
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 92","Calgary",123,32,9,43,4,2,0,213,441
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 93","Calgary",89,38,17,52,5,5,2,208,481
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 94","Calgary",94,40,12,48,1,2,1,198,478
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 95","Calgary",85,26,11,52,0,5,2,181,426
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 96","Calgary",101,41,5,37,0,2,0,186,505
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 97","Calgary",116,37,2,42,0,1,0,198,479
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 98","Calgary",79,44,12,37,0,2,0,174,443
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 99","Calgary",82,28,4,35,3,4,0,156,460
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 100","Calgary",115,54,5,47,3,9,0,233,572
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 101","Calgary",81,32,9,28,3,6,1,160,413
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 102","Calgary",63,39,1,35,0,6,0,144,371
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 103","Calgary",88,26,6,31,0,0,0,151,450
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 104","Calgary",66,53,3,26,2,1,0,151,436
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 105","Calgary",92,48,6,25,0,0,1,172,476
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 106","Calgary",79,32,16,36,0,3,0,166,532
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 107","Calgary",79,30,10,34,0,4,0,157,461
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 108","Calgary",82,27,3,27,3,5,0,147,456
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 109","Calgary",138,39,16,70,1,5,1,270,391
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 110","Calgary",64,26,14,25,7,3,3,142,402
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 111","Calgary",Merged with No./Fusionné avec le n°109,,,,,,,,344
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 112","Calgary",78,21,16,27,0,5,0,147,389
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 113","Calgary",71,56,5,37,2,4,0,175,412
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 114","Calgary",93,28,14,56,4,2,1,198,498
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 115","Calgary",94,53,8,36,1,5,0,197,490
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 116","Calgary",67,23,6,38,0,1,1,136,474
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 117","Calgary",55,32,8,23,0,2,0,120,372
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 118","Calgary",73,27,13,33,0,2,0,148,509
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 119","Calgary",123,40,11,46,0,4,0,224,482
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 120","Calgary",Merged with No./Fusionné avec le n°121,,,,,,,,283
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 121","Calgary",123,47,11,63,1,3,0,248,292
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 122","Calgary",93,24,8,43,0,0,1,169,389
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 123","Calgary",92,34,9,64,2,4,1,206,462
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 124","Calgary",100,25,12,32,0,3,1,173,434
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 125","Calgary",106,12,6,31,0,5,0,160,520
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 126","Calgary",64,25,8,32,1,5,0,135,406
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 127","Calgary",72,13,1,19,0,1,2,108,414
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 128","Calgary",81,43,9,41,1,4,0,179,539
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 129","Calgary",110,24,5,42,2,2,2,187,475
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 130","Calgary",122,58,15,43,0,1,2,241,584
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 131","Calgary",59,26,6,31,0,1,1,124,393
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 132","Calgary",84,38,8,48,1,3,0,182,514
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 133","Calgary",79,23,4,29,1,4,0,140,463
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 134","Calgary",92,24,2,29,2,4,1,154,461
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 135","Calgary",106,26,6,40,2,2,0,182,455
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 136","Calgary",108,27,4,18,2,2,0,161,557
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 137","Calgary",94,19,7,16,1,0,0,137,463
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 138","Calgary",76,31,2,17,0,3,0,129,489
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 139","Calgary",59,17,6,27,1,4,0,114,456
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 140","Calgary",102,50,3,30,2,4,1,192,508
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 141","Calgary",97,11,4,20,2,2,0,136,431
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 142","Calgary",53,13,6,28,4,2,0,106,349
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 143","Calgary",62,24,11,45,0,1,0,143,389
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 144","Calgary",111,29,14,27,0,3,0,184,488
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 145","Calgary",96,25,10,36,3,3,0,173,432
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 146","Calgary",77,28,8,37,3,2,1,156,412
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 147","Calgary",202,27,14,26,5,0,1,275,484
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 148","Calgary",78,48,11,24,1,3,1,166,437
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 149","Calgary",74,34,3,47,2,9,0,169,424
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 150","Calgary",73,37,7,39,1,1,2,160,489
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 151","Calgary",73,23,9,37,0,4,1,147,415
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 152","Calgary",65,30,9,37,5,2,0,148,448
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 153","Calgary",79,22,9,17,2,1,0,130,437
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 154","Calgary",71,39,24,42,0,4,0,180,421
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 155","Calgary",69,28,7,40,0,1,0,145,431
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 156","Calgary",64,21,3,23,1,1,1,114,431
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 157","Calgary",75,10,10,26,2,2,0,125,345
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 158","Calgary",116,25,15,36,1,4,3,200,497
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 159","Calgary",55,34,9,26,1,2,1,128,429
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 160A","Calgary",59,26,1,39,1,7,0,133,442
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 160B","Mobile poll/Bureau itinérant",43,4,2,9,0,0,0,58,64
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 161","Calgary",72,23,7,25,0,5,0,132,445
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 162","Calgary",72,21,6,43,3,5,0,150,441
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 163","Calgary",Merged with No./Fusionné avec le n°164,,,,,,,,345
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 164","Calgary",111,31,21,42,0,3,2,210,392
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 165","Calgary",62,41,8,38,0,3,1,153,434
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 166","Calgary",89,29,6,30,0,1,0,155,423
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 167","Calgary",63,49,12,45,7,0,1,177,426
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 168","Calgary",63,33,22,37,0,6,2,163,459
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 169","Calgary",54,55,21,35,1,5,0,171,429
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 170","Calgary",87,38,7,26,3,4,1,166,363
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 171","Calgary",61,28,8,30,1,8,0,136,410
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 172","Calgary",98,27,13,37,1,6,4,186,465
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 173","Calgary",97,28,4,29,2,5,2,167,466
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 174","Calgary",120,42,14,53,4,0,1,234,531
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 175","Calgary",128,39,7,38,1,9,0,222,566
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 176","Calgary",81,42,8,37,2,5,2,177,426
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 177","Calgary",70,16,11,23,1,1,1,123,436
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 178","Calgary",53,26,3,21,1,4,2,110,366
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 179","Calgary",92,37,27,54,1,3,2,216,421
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 180","Calgary",75,17,10,35,0,2,1,140,409
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 181","Calgary",82,26,1,28,0,3,0,140,435
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 182","Calgary",75,42,5,29,1,5,0,157,463
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 183","Calgary",63,29,9,28,0,5,1,135,358
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 184","Calgary",103,32,15,63,2,5,0,220,474
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 185","Calgary",98,32,13,19,4,4,0,170,413
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 186","Calgary",83,39,8,37,0,3,2,172,389
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 187","Calgary",96,30,26,20,2,4,0,178,416
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 188","Calgary",80,38,4,40,2,5,0,169,369
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 189","Calgary",86,42,11,25,3,5,0,172,422
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 190","Calgary",117,21,20,33,1,7,0,199,404
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 191","Calgary",114,27,4,42,1,8,1,197,430
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 192","Calgary",109,42,13,39,1,3,1,208,455
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 193","Calgary",Merged with No./Fusionné avec le n°197,,,,,,,,348
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 194","Calgary",66,45,15,50,5,6,1,188,425
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 195","Calgary",60,40,7,38,0,4,1,150,367
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 196","Calgary",81,63,15,44,4,4,1,212,505
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 197","Calgary",132,76,28,78,0,9,1,324,377
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 198","Calgary",82,16,5,18,0,0,0,121,406
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 199","Calgary",81,15,6,19,0,1,0,122,416
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 200","Calgary",69,14,5,20,1,2,0,111,419
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 201","Calgary",65,32,5,32,1,3,1,139,401
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 202","Calgary",91,38,7,29,5,9,3,182,417
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 203","Calgary",94,48,8,32,1,6,0,189,396
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 204","Calgary",102,34,12,40,0,0,0,188,489
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 205","Calgary",145,72,21,60,5,8,2,313,359
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 206","Calgary",Merged with No./Fusionné avec le n°205,,,,,,,,351
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 207","Calgary",145,74,23,65,2,10,3,322,357
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 208","Calgary",Merged with No./Fusionné avec le n°207,,,,,,,,250
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 209","Calgary",147,43,12,25,2,2,1,232,466
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 210","Calgary",114,52,23,34,1,6,1,231,506
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 400","Calgary",149,12,7,29,3,2,3,205,304
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 401","Mobile poll/Bureau itinérant",42,2,3,13,0,1,0,61,135
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 500","Mobile poll/Bureau itinérant",54,4,0,5,0,3,1,67,97
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 501","Mobile poll/Bureau itinérant",66,4,2,12,2,3,1,90,104
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 502","Mobile poll/Bureau itinérant",52,6,3,14,0,1,1,77,110
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 503","Mobile poll/Bureau itinérant",24,3,2,8,1,2,1,41,63
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 504","Mobile poll/Bureau itinérant",15,3,1,7,0,0,0,26,62
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 505","Mobile poll/Bureau itinérant",18,6,0,9,0,0,2,35,57
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 506","Mobile poll/Bureau itinérant",43,9,1,7,0,0,3,63,73
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 600","Calgary",1000,172,46,237,16,26,3,1500,
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 601","Calgary",985,149,56,243,16,19,4,1472,
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 602","Calgary",713,187,58,190,19,26,3,1196,
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 603","Calgary",1212,215,52,299,15,29,6,1828,
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 604","Calgary",910,174,54,198,12,26,4,1378,
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 605","Calgary",842,202,53,294,14,21,4,1430,
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 606","Calgary",870,161,50,282,18,12,1,1394,
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 607","Calgary",894,189,59,330,8,19,4,1503,
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 608","Calgary",721,116,53,251,12,19,5,1177,
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 609","Calgary",584,191,50,184,16,16,6,1047,
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 610","Calgary",968,156,61,237,14,19,6,1461,
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 611","Calgary",708,160,73,256,13,30,4,1244,
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 612","Calgary",807,178,54,302,8,19,2,1370,
