Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Grace Adamu,Gord Elliott,Peter Fonseca,Dagmar Sullivan,Tom Takacs,Joseph Westover,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 42","Mississauga",55,2,81,0,12,11,0,161,324
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 43","Mississauga",67,0,85,0,7,12,0,171,453
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 44","Mississauga",61,3,157,1,56,18,3,299,738
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 45","Mississauga",50,0,159,0,36,8,1,254,717
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 46","Mississauga",45,1,129,1,23,12,2,213,534
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 47","Mississauga",66,1,104,0,23,10,1,205,540
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 48","Mississauga",45,0,66,0,24,12,0,147,420
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 49","Mississauga",55,2,59,0,21,8,1,146,400
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 50","Mississauga",51,0,51,0,10,12,0,124,372
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 51","Mississauga",55,1,39,0,7,10,2,114,390
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 52","Mississauga",54,1,47,0,10,4,3,119,420
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 53","Mississauga",35,2,58,0,8,11,2,116,524
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 54","Mississauga",34,2,51,0,13,5,1,106,450
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 55","Mississauga",37,2,41,0,6,5,0,91,336
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 56","Mississauga",37,1,44,0,4,18,0,104,420
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 57","Mississauga",80,1,70,0,13,3,3,170,498
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 58","Mississauga",54,1,49,0,7,7,0,118,434
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 59","Mississauga",56,2,46,0,8,3,0,115,430
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 60","Mississauga",31,1,34,0,6,13,1,86,296
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 61","Mississauga",54,0,69,0,10,10,0,143,416
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 62","Mississauga",33,3,59,1,28,11,3,138,382
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 63","Mississauga",44,1,92,0,12,10,0,159,493
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 64","Mississauga",90,4,118,2,31,16,0,261,514
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 65","Mississauga",79,1,67,4,12,11,2,176,363
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 66","Mississauga",109,1,97,1,21,17,1,247,500
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 67","Mississauga",64,3,109,0,32,14,1,223,564
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 68","Mississauga",33,0,61,0,24,4,1,123,386
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 69","Mississauga",66,1,77,0,16,7,6,173,404
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 70","Mississauga",53,0,81,1,4,11,0,150,383
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 71","Mississauga",41,0,52,0,9,8,1,111,367
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 72","Mississauga",39,0,54,0,10,22,1,126,616
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 73","Mississauga",27,1,50,0,13,1,0,92,288
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 74","Mississauga",40,3,52,0,12,12,1,120,402
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 75","Mississauga",46,3,63,0,14,7,0,133,473
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 76","Mississauga",33,0,74,3,17,7,0,134,421
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 77","Mississauga",52,1,71,1,18,18,0,161,495
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 78","Mississauga",30,2,102,1,12,13,0,160,321
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 79","Mississauga",51,0,68,0,13,17,1,150,371
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 80","Mississauga",41,2,55,0,13,9,0,120,353
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 81","Mississauga",69,1,78,0,12,20,0,180,436
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 82","Mississauga",62,0,59,0,3,9,0,133,341
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 83","Mississauga",22,2,51,0,9,10,0,94,296
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 84","Mississauga",70,4,70,1,16,18,0,179,485
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 85","Mississauga",56,1,59,2,24,17,1,160,442
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 86","Mississauga",60,0,64,0,10,11,0,145,425
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 87","Mississauga",59,0,68,0,15,12,2,156,467
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 88","Mississauga",69,2,29,2,11,7,0,120,425
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 89","Mississauga",63,1,64,2,11,0,0,141,458
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 90","Mississauga",61,0,63,0,15,9,0,148,451
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 91","Mississauga",22,0,40,0,18,3,2,85,270
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 92","Mississauga",35,2,86,0,29,12,2,166,396
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 93","Mississauga",89,2,126,0,57,27,3,304,686
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 94","Mississauga",39,0,44,0,17,5,2,107,287
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 95","Mississauga",37,0,39,0,18,13,0,107,420
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 96","Mississauga",51,0,51,0,14,12,1,129,517
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 97","Mississauga",44,1,45,0,13,5,1,109,363
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 98","Mississauga",47,1,57,1,9,23,1,139,426
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 99","Mississauga",39,3,38,0,16,11,3,110,337
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 100","Mississauga",34,2,60,0,15,9,0,120,529
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 101","Mississauga",46,0,47,0,13,9,1,116,425
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 102","Mississauga",57,2,105,0,18,7,1,190,423
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 103","Mississauga",75,0,98,0,13,17,0,203,434
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 104","Mississauga",83,1,64,0,12,24,1,185,371
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 105","Mississauga",65,1,84,1,26,12,0,189,408
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 106","Mississauga",92,0,139,0,25,4,2,262,547
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 107","Mississauga",93,3,89,1,25,20,2,233,490
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 108","Mississauga",65,1,82,0,33,20,0,201,489
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 109","Mississauga",70,1,76,0,25,9,0,181,450
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 110","Mississauga",55,0,100,0,28,18,0,201,528
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 111","Mississauga",62,1,47,0,6,10,0,126,374
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 112","Mississauga",82,0,85,0,26,17,0,210,549
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 113","Mississauga",33,3,79,0,36,13,1,165,500
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 114","Mississauga",58,0,55,0,15,11,1,140,287
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 115","Mississauga",54,0,102,0,14,15,0,185,397
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 116","Mississauga",80,2,102,0,26,15,2,227,550
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 117","Mississauga",52,0,132,1,27,10,0,222,444
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 118","Mississauga",56,1,91,1,25,24,0,198,611
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 119","Mississauga",60,1,84,1,31,13,0,190,543
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 120","Mississauga",22,0,102,0,16,9,1,150,517
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 121","Mississauga",30,1,38,0,10,0,0,79,364
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 122","Mississauga",49,1,59,0,11,9,0,129,392
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 123","Mississauga",38,2,76,0,19,4,0,139,446
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 124","Mississauga",60,1,52,0,16,10,0,139,366
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 125","Mississauga",59,0,65,0,8,9,0,141,390
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 126","Mississauga",67,0,74,1,13,11,1,167,430
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 127","Mississauga",40,0,48,0,5,4,0,97,350
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 128","Mississauga",74,0,74,1,30,31,2,212,751
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 129","Mississauga",Void/Supprimé,,,,,,,,
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 130","Mississauga",17,0,42,0,15,5,0,79,389
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 131","Mississauga",29,1,44,2,15,8,0,99,467
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 132","Mississauga",31,0,57,0,8,6,0,102,513
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 133","Mississauga",16,0,45,0,11,6,0,78,326
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 134","Mississauga",38,0,69,1,13,1,1,123,394
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 135","Mississauga",14,0,95,0,11,4,0,124,370
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 136","Mississauga",49,0,69,0,15,2,0,135,328
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 137","Mississauga",36,0,74,1,20,4,0,135,361
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 138","Mississauga",45,2,106,0,14,7,1,175,391
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 139","Mississauga",66,5,100,0,24,8,3,206,473
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 140","Mississauga",42,3,74,1,14,4,0,138,294
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 141","Mississauga",14,1,96,1,15,6,3,136,427
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 142","Mississauga",53,2,125,1,20,9,0,210,594
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 143","Mississauga",45,2,129,1,24,9,5,215,506
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 144","Mississauga",46,1,107,2,20,11,2,189,497
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 145","Mississauga",43,0,83,0,16,13,3,158,480
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 146","Mississauga",40,1,116,0,18,11,2,188,441
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 147","Mississauga",39,0,36,0,5,0,0,80,333
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 148","Mississauga",31,2,58,0,16,8,0,115,415
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 149","Mississauga",43,0,50,0,10,2,0,105,446
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 150","Mississauga",34,0,65,0,22,6,0,127,390
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 151","Mississauga",27,0,63,0,6,8,2,106,382
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 152","Mississauga",48,1,63,0,17,7,1,137,431
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 153","Mississauga",21,0,39,0,9,7,0,76,332
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 154","Mississauga",43,0,71,0,29,11,1,155,349
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 155","Mississauga",53,1,66,0,9,21,2,152,428
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 156","Mississauga",59,2,98,0,26,16,0,201,455
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 157","Mississauga",42,0,71,0,18,15,0,146,351
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 158","Mississauga",70,0,111,0,21,5,0,207,376
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 159","Mississauga",59,3,159,0,24,15,0,260,473
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 160","Mississauga",20,1,86,0,8,4,0,119,440
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 161","Mississauga",54,0,62,1,16,20,3,156,614
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 162","Mississauga",18,1,47,0,8,5,4,83,425
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 163","Mississauga",26,1,61,0,14,8,0,110,411
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 164","Mississauga",21,0,55,0,4,6,2,88,322
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 165","Mississauga",55,0,58,0,21,19,1,154,450
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 166","Mississauga",39,0,70,2,15,6,1,133,351
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 167","Mississauga",69,2,60,1,14,7,2,155,525
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 168","Mississauga",29,2,59,0,29,7,0,126,433
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 169","Mississauga",36,0,74,0,15,10,0,135,412
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 170","Mississauga",52,1,86,1,29,7,2,178,428
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 171","Mississauga",69,0,95,0,30,14,3,211,424
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 172","Mississauga",62,0,76,1,26,17,1,183,354
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 173","Mississauga",56,2,82,0,8,14,2,164,378
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 174","Mississauga",52,2,89,0,17,11,3,174,347
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 175","Mississauga",46,0,52,0,16,7,0,121,394
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 176","Mississauga",38,2,59,0,13,3,0,115,360
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 177","Mississauga",46,0,40,0,6,12,0,104,342
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 178","Mississauga",23,1,49,0,8,6,2,89,337
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 400","Mississauga",28,2,57,1,29,7,1,125,203
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 401","Mississauga",37,0,98,0,28,11,2,176,285
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 402","Mississauga",9,0,16,0,4,5,2,36,176
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 403","Mississauga",12,0,12,0,2,2,0,28,140
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 404","Mississauga",13,4,95,1,15,9,1,138,230
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 405","Mississauga",18,0,71,0,10,2,2,103,221
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 406","Mississauga",102,4,220,0,37,21,1,385,639
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 407","Mississauga",89,2,162,0,19,9,2,283,415
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 408","Mississauga",52,8,69,2,8,2,3,144,211
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 409","Mississauga",54,2,74,1,28,15,2,176,358
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 410","Mississauga",40,0,126,1,28,7,0,202,352
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 411","Mississauga",28,1,93,0,19,2,1,144,518
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 412","Mississauga",19,0,30,0,3,8,2,62,149
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 413","Mississauga",79,0,87,0,18,10,5,199,338
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 414","Mississauga",38,1,149,0,24,8,1,221,434
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 415","Mississauga",62,2,81,0,19,10,4,178,302
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 416","Mississauga",55,3,156,0,27,5,2,248,413
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 417","Mississauga",35,0,162,0,24,0,1,222,469
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 418","Mississauga",52,3,151,0,35,12,2,255,452
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 419","Mississauga",17,0,70,1,0,8,5,101,168
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 420","Mississauga",5,0,10,0,3,0,0,18,128
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 421","Mississauga",20,2,53,0,7,1,3,86,166
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 500","Mobile poll/Bureau itinérant",16,1,38,0,7,0,0,62,101
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 501","Mobile poll/Bureau itinérant",3,0,5,0,0,0,0,8,23
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 502","Mobile poll/Bureau itinérant",3,1,12,0,2,1,0,19,26
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 503","Mobile poll/Bureau itinérant",2,4,18,0,3,0,0,27,76
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 504","Mobile poll/Bureau itinérant",8,0,15,0,0,0,3,26,71
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 505","Mobile poll/Bureau itinérant",7,1,11,0,2,1,1,23,27
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 506","Mobile poll/Bureau itinérant",11,2,19,2,2,0,4,40,55
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 507","Mobile poll/Bureau itinérant",9,1,26,0,1,3,2,42,72
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 508","Mobile poll/Bureau itinérant",6,0,16,1,1,0,0,24,47
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 509","Mobile poll/Bureau itinérant",6,2,14,2,3,1,1,29,98
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 600","Mississauga",300,3,323,1,63,62,9,761,
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 601","Mississauga",120,5,329,0,63,33,2,552,
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 602","Mississauga",274,4,404,1,49,61,4,797,
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 603","Mississauga",331,3,453,2,60,53,5,907,
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 604","Mississauga",394,4,546,3,76,77,9,1109,
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 605","Mississauga",355,10,570,7,93,50,4,1089,
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 606","Mississauga",361,5,701,2,113,73,11,1266,
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 607","Mississauga",309,1,396,1,73,68,8,856,
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 608","Mississauga",338,2,394,0,72,79,3,888,
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 609","Mississauga",208,4,482,1,76,37,6,814,
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 610","Mississauga",271,1,383,1,69,57,4,786,
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 611","Mississauga",137,3,262,0,53,41,12,508,
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 612","Mississauga",236,5,471,1,81,44,8,846,
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 613","Mississauga",239,0,357,2,70,51,3,722,
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 614","Mississauga",230,3,409,2,50,31,5,730,
35059,"Mississauga East--Cooksville/Mississauga-Est--Cooksville",,Group 1/Groupe 1, 85,2,152,0,49,12,9,309,188
