Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Harrison Andruschak,Kelly Block,Micheal Bohach,Shannon O'Toole,Diane Pastoor,Cherese Reemaul,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 60","Cudworth",15,85,19,19,6,0,1,145,236
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 61","Cudworth",10,130,15,19,4,3,0,181,318
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 62","Three Lakes No. 400",0,16,6,1,1,1,0,25,73
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 63","Middle Lake",0,37,3,10,2,0,0,52,225
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 64","Middle Lake",2,55,6,3,5,0,0,71,188
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 65","Warman",7,181,27,39,2,1,0,257,698
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 66","Warman",19,192,22,21,4,0,0,258,730
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 67","Warman",12,151,22,36,1,0,0,222,619
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 68","Warman",10,158,11,31,7,0,1,218,643
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 69","Warman",9,133,15,24,3,2,1,187,547
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 70","Warman",1,83,6,20,0,0,0,110,380
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 71","Warman",6,128,12,28,3,1,0,178,563
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 72","Warman",11,129,10,27,2,4,0,183,591
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 73","Warman",5,88,4,23,4,0,0,124,399
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 74","Warman",11,94,16,19,3,1,0,144,489
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 75","Warman",11,80,11,24,0,1,0,127,491
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 76","Warman",8,68,21,13,1,0,0,111,361
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 77","Warman",7,42,17,23,1,1,0,91,334
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 78","Warman",6,136,19,26,1,0,0,188,568
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 79","Warman",4,78,16,20,2,0,0,120,384
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 80","Warman",5,128,21,45,3,3,0,205,625
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 81","Warman--Cathedral Bluffs",4,93,12,18,3,0,0,130,281
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 82","Martensville",9,113,21,40,6,3,1,193,556
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 83","Martensville",17,133,17,33,2,2,1,205,552
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 84","Martensville",11,84,16,35,0,1,0,147,443
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 85","Martensville",4,112,25,18,9,0,0,168,467
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 86","Martensville",4,110,10,26,4,2,1,157,490
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 87","Martensville",8,125,13,36,2,2,0,186,584
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 88","Martensville",14,165,24,59,0,4,1,267,843
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 89","Martensville",7,83,13,29,3,1,0,136,446
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 90","Martensville",9,79,5,20,2,3,0,118,424
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 91","Martensville",12,99,12,40,2,1,0,166,511
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 92","Martensville",8,86,20,32,3,1,3,153,438
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 93","Martensville",4,114,8,32,1,1,1,161,392
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 94","Martensville",12,144,12,45,2,2,0,217,575
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 95","Martensville",11,102,18,33,0,1,1,166,524
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 96","Martensville",7,86,9,18,2,1,0,123,484
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 97","Saskatoon",8,96,8,15,4,0,0,131,358
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 98","Prud'homme",5,88,11,13,6,3,1,127,204
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 99","Monarchvale",1,86,7,23,2,0,0,119,360
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 100","Biggar",6,70,6,19,3,1,0,105,376
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 101","Biggar",4,64,5,17,0,1,1,92,315
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 102","Biggar",6,76,7,14,0,2,0,105,356
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 103","Springwater",2,60,1,18,1,0,1,83,304
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 104","Biggar",11,92,3,21,5,1,0,133,391
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 105","Aberdeen",11,150,20,32,2,1,0,216,469
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 106","Aberdeen",7,125,14,34,1,2,0,183,417
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 107","Bergheim",16,218,28,54,4,5,1,326,727
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 108","Asquith",14,136,27,41,3,2,0,223,370
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 109","Grandora",5,101,5,30,7,0,0,148,342
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 110","Asquith",12,203,22,55,1,2,1,296,523
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 111","Dunfermline",6,124,22,31,4,3,0,190,355
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 112","Grandora",4,75,6,25,2,2,1,115,301
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 113","Fulda",3,75,11,5,3,1,1,99,168
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 114","Kinley",6,129,25,33,4,2,3,202,356
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 115","Kinley--Perdue",4,156,10,20,3,1,0,194,404
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 116","Vonda",9,101,30,32,5,4,1,182,505
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 117","Lake Lenore",4,144,13,19,4,1,1,186,274
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 118","Dana",6,148,9,12,4,1,0,180,314
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 119","Bruno",12,111,19,13,1,4,2,162,255
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 120","Bruno",6,72,19,15,3,0,1,116,201
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 121","Peterson",1,76,5,8,2,0,0,92,162
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 122","Annaheim",7,179,17,16,5,0,0,224,296
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 123","Cedar Villa Estates",6,65,8,25,1,4,2,111,428
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 124","Vanscoy",16,115,10,36,3,2,0,182,410
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 125","Vanscoy No. 345",6,107,13,33,2,1,1,163,335
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 126","Vade",5,100,16,14,5,2,1,143,405
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 127","Delisle",6,101,7,23,0,0,1,138,475
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 128","Delisle",5,64,10,22,1,1,1,104,341
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 129","Dixon",3,95,4,11,2,1,0,116,255
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 130","Humboldt",5,69,5,18,1,3,4,105,415
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 131","Humboldt",7,77,5,13,4,2,1,109,394
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 132","Humboldt",5,94,15,7,3,3,0,127,451
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 133","Humboldt",15,110,8,22,12,2,0,169,524
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 134","Herschel",3,87,8,12,7,1,0,118,273
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 135","Humboldt",10,136,6,26,4,0,0,182,610
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 136","Humboldt",12,113,8,22,4,2,0,161,512
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 137","Humboldt",10,121,11,16,1,2,1,162,488
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 138","Humboldt",11,160,20,27,5,3,1,227,708
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 139","Muenster",16,164,6,22,3,2,0,213,466
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 140","Humboldt",6,83,13,24,1,0,0,127,436
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 141","St. Gregor",1,118,8,10,3,0,0,140,189
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 142","Englefeld",13,150,9,16,5,2,0,195,266
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 143","Harris",10,126,4,34,8,7,2,191,364
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 144","Pike Lake",9,89,15,24,4,3,0,144,254
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 145","Pike Lake",20,178,23,69,9,1,0,300,504
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 146","Donavon",9,77,10,8,1,0,0,105,256
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 147","Marriott",2,66,8,6,6,1,0,89,258
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 148","Rosetown",4,86,6,8,5,0,0,109,296
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 149","Rosetown",2,70,12,20,0,1,0,105,308
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 150","Rosetown",5,67,8,15,1,1,0,97,319
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 151","Rosetown",3,118,9,15,5,1,0,151,409
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 152","Rosetown",2,52,11,17,1,2,0,85,305
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 153","McGee",1,109,6,10,4,2,0,132,334
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 154","Sovereign",4,84,16,8,5,1,0,118,335
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 155","Milden",9,106,30,12,10,3,0,170,326
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 156","Conquest",3,113,31,27,1,1,0,176,284
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 157","Dinsmore",8,94,4,13,3,0,0,122,338
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 158","Macrorie",4,107,15,15,4,2,0,147,254
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 500","Mobile poll/Bureau itinérant",2,4,1,2,1,0,0,10,27
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 501","Mobile poll/Bureau itinérant",3,7,0,3,2,0,1,16,24
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 502","Mobile poll/Bureau itinérant",4,5,0,1,0,0,0,10,20
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 503","Rosthern",Merged with No./Fusionné avec le n°26,,,,,,,,24
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 504","Mobile poll/Bureau itinérant",12,33,4,7,1,0,0,57,124
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 505","Mobile poll/Bureau itinérant",2,7,1,1,0,0,0,11,24
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 506","Mobile poll/Bureau itinérant",6,21,0,1,2,0,0,30,52
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 507","Mobile poll/Bureau itinérant",4,43,5,4,2,2,0,60,134
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 508","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°33,,,,,,,,57
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 509","Mobile poll/Bureau itinérant",1,7,0,1,0,0,0,9,12
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 510","Mobile poll/Bureau itinérant",2,6,1,2,0,1,4,16,32
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 511","Mobile poll/Bureau itinérant",7,19,0,5,0,3,0,34,50
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 512","Mobile poll/Bureau itinérant",5,7,1,8,1,0,1,23,83
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 513","Mobile poll/Bureau itinérant",6,11,1,6,0,0,0,24,47
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 514","Mobile poll/Bureau itinérant",1,8,1,1,0,0,0,11,18
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 515","Mobile poll/Bureau itinérant",1,13,1,5,1,0,0,21,29
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 516","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°157,,,,,,,,12
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 517","Mobile poll/Bureau itinérant",11,19,0,11,1,1,0,43,55
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 600","Blaine Lake",23,342,44,39,21,5,2,476,
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 601","Rosthern",53,589,135,110,19,11,2,919,
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 602","Wakaw",27,328,19,58,20,2,2,456,
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 603","Middle Lake",7,274,27,30,17,4,1,360,
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 604","Humboldt",102,1256,79,165,40,11,7,1660,
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 605","Aberdeen",23,394,69,77,10,7,1,581,
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 606","Warman",37,968,165,145,37,9,3,1364,
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 607","Warman",50,993,118,169,29,9,2,1370,
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 608","Martensville",61,840,109,162,34,6,5,1217,
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 609","Martensville",56,850,148,186,28,8,5,1281,
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 610","Dalmeny",37,688,100,118,45,8,2,998,
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 611","Hafford",29,233,34,27,10,6,0,339,
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 612","Biggar",45,609,59,110,14,9,3,849,
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 613","Corman Park No. 344",31,408,38,104,23,9,3,616,
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 614","Delisle",29,727,78,137,22,12,1,1006,
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 615","Rosetown",22,709,42,72,34,10,1,890,
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek"," 616","Dinsmore",12,131,23,11,12,2,0,191,
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek",,Group 1/Groupe 1, 28,213,25,51,6,2,28,353,60
47004,"Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek",,Group 2/Groupe 2, 137,1237,108,357,41,16,42,1938,
