Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Cade Desjarlais,Tracy Gray,Tim Krupa,Brian Rogers,Imre Szeman,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 92","Kelowna",43,49,39,13,6,0,150,495
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 93","Kelowna",26,69,42,5,3,0,145,501
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 94","Kelowna",38,72,57,3,5,1,176,508
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 95","Kelowna",51,71,64,11,6,0,203,593
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 96","Kelowna",18,78,50,4,8,0,158,492
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 97","Kelowna",34,80,46,11,9,0,180,615
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 98","Kelowna",Merged with No./Fusionné avec le n°83,,,,,,,473
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 99","Kelowna",68,40,71,10,10,1,200,455
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 100","Kelowna",61,76,74,12,10,3,236,494
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 101","Kelowna",Merged with No./Fusionné avec le n°68,,,,,,,390
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 102","Kelowna",43,36,29,16,7,0,131,553
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 103","Kelowna",38,64,49,10,5,0,166,555
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 104","Kelowna",32,52,42,9,5,1,141,567
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 105","Kelowna",24,49,25,15,6,0,119,538
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 106","Kelowna",56,53,53,9,1,0,172,560
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 107","Kelowna",41,57,27,19,7,1,152,553
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 108","Kelowna",43,76,51,8,3,0,181,550
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 109","Kelowna",42,48,25,6,2,1,124,491
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 110","Kelowna",39,58,40,12,4,0,153,481
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 111","Kelowna",28,53,25,13,4,0,123,560
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 112","Kelowna",44,80,51,8,9,0,192,528
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 113","Kelowna",47,51,40,20,2,2,162,510
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 114","Kelowna",41,38,41,13,2,0,135,483
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 115","Kelowna",32,47,13,11,4,1,108,534
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 116","Kelowna",35,24,27,11,2,1,100,532
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 117","Kelowna",56,64,46,11,5,0,182,563
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 118","Kelowna",28,32,32,5,6,0,103,467
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 119","Kelowna",30,37,25,9,5,1,107,441
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 120","Kelowna",36,39,17,17,5,1,115,533
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 121","Kelowna",Merged with No./Fusionné avec le n°100,,,,,,,429
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 122","Kelowna",41,37,36,9,7,0,130,494
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 123","Kelowna",53,44,30,11,1,1,140,547
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 124","Kelowna",28,34,17,17,7,0,103,448
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 125","Kelowna",32,35,43,9,1,0,120,452
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 126","Kelowna",20,37,30,8,5,0,100,446
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 127","Kelowna",31,49,35,7,2,0,124,378
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 128","Kelowna",13,28,29,7,2,0,79,364
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 129","Kelowna",34,70,31,9,3,0,147,447
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 130","Kelowna",53,70,53,13,3,0,192,546
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 131","Kelowna",42,53,49,22,4,0,170,516
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 132","Kelowna",43,63,27,11,4,0,148,458
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 133","Kelowna",26,52,19,23,5,0,125,448
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 134","Kelowna",25,34,23,15,6,0,103,453
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 135","Kelowna",32,56,32,11,6,0,137,474
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 136","Kelowna",77,73,31,14,8,0,203,547
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 137","Kelowna",29,59,24,10,4,0,126,452
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 138","Kelowna",42,75,33,12,8,1,171,456
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 139","Kelowna",40,52,35,10,7,2,146,395
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 140","Kelowna",41,71,41,3,2,3,161,469
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 141","Kelowna",41,66,24,16,10,0,157,382
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 142","Kelowna",37,90,70,14,4,1,216,635
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 143","Kelowna",41,62,29,16,8,0,156,452
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 144","Kelowna",33,67,39,19,6,0,164,472
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 145","Kelowna",67,62,56,12,8,1,206,552
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 146","Kelowna",49,47,31,9,2,0,138,455
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 147","Kelowna",48,55,23,16,5,3,150,457
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 148","Kelowna",31,55,38,13,1,0,138,408
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 149","Kelowna",28,52,44,8,2,0,134,531
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 150","Kelowna",36,60,36,18,7,0,157,454
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 151","Kelowna",29,68,31,9,5,2,144,428
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 152","Kelowna",38,94,64,9,6,1,212,563
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 153","Kelowna",27,82,69,15,8,0,201,549
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 154","Kelowna",47,95,91,8,7,0,248,521
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 155","Kelowna",23,71,40,10,5,1,150,448
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 156","Kelowna",37,86,72,19,6,1,221,489
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 157","Kelowna",33,98,61,11,8,0,211,512
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 158","Kelowna",37,83,55,15,9,0,199,597
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 159","Kelowna",30,67,54,9,10,3,173,622
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 160","Kelowna",32,73,43,7,5,0,160,428
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 161","Kelowna",33,93,54,7,7,0,194,610
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 162","Kelowna",22,81,42,7,1,0,153,472
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 163","Kelowna",29,64,51,12,3,0,159,442
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 164","Kelowna",21,58,58,1,7,0,145,430
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 165","Kelowna",29,81,69,5,7,0,191,608
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 166","Kelowna",33,87,55,7,10,0,192,567
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 167","Kelowna",43,135,82,8,9,0,277,800
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 168","Kelowna",34,103,74,5,9,0,225,587
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 169","Kelowna",45,87,60,9,11,1,213,603
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 170","Kelowna",42,87,80,11,8,2,230,532
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 171","Kelowna",36,108,83,13,8,1,249,626
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 172","Kelowna",31,85,57,8,6,0,187,482
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 173","Kelowna",12,61,30,5,1,1,110,357
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 174","Kelowna",41,115,58,5,1,2,222,597
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 175","Kelowna",34,78,48,5,11,1,177,484
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 176","Kelowna",43,101,57,8,7,3,219,586
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 177","Kelowna",30,96,52,4,2,0,184,535
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 178","Kelowna",42,77,61,8,7,0,195,631
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 179","Kelowna",42,77,49,12,2,1,183,531
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 180","Kelowna",44,88,45,18,4,0,199,532
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 181","Kelowna",29,55,23,0,5,1,113,456
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 182","Kelowna",49,84,38,11,1,0,183,522
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 183","Kelowna",29,66,31,20,10,0,156,470
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 184","Kelowna",19,119,46,26,4,0,214,584
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 185","Kelowna",32,144,102,9,18,1,306,479
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 186","Kelowna",Merged with No./Fusionné avec le n°185,,,,,,,411
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 187","Kelowna",28,81,57,4,5,0,175,503
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 188","Kelowna",31,76,74,6,6,0,193,526
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 189","Kelowna",19,108,78,8,8,0,221,676
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 190","Kelowna",20,60,53,11,4,0,148,460
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 191","Kelowna",33,86,33,9,7,0,168,530
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 192","Kelowna",36,148,69,4,5,1,263,750
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 193","Central Okanagan",11,81,33,5,3,0,133,425
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 194","Kelowna",21,95,56,4,4,0,180,370
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 195","Kelowna",40,67,42,13,3,0,165,541
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 196","Kelowna",17,126,63,6,4,0,216,573
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 197","Kelowna",24,103,77,4,0,0,208,491
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 198","Kelowna",19,81,30,5,1,0,136,482
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 400","Mobile poll/Bureau itinérant",15,66,58,1,5,1,146,165
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 401","Mobile poll/Bureau itinérant",9,49,28,0,3,4,93,142
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 500","Mobile poll/Bureau itinérant",7,24,6,4,0,0,41,53
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 501","Mobile poll/Bureau itinérant",2,6,2,0,0,0,10,17
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 502","Mobile poll/Bureau itinérant",5,24,16,2,1,1,49,59
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 503","Mobile poll/Bureau itinérant",2,8,6,1,0,1,18,27
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 504","Mobile poll/Bureau itinérant",2,14,10,1,1,2,30,36
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 505","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 506","Kelowna",Merged with No./Fusionné avec le n°74,,,,,,,30
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 507","Mobile poll/Bureau itinérant",13,37,30,5,6,2,93,130
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 508","Mobile poll/Bureau itinérant",25,22,26,7,3,0,83,141
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 509","Mobile poll/Bureau itinérant",3,8,10,2,2,2,27,47
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 510","Mobile poll/Bureau itinérant",3,27,34,1,2,1,68,84
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 511","Kelowna",Merged with No./Fusionné avec le n°125,,,,,,,53
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 512","Mobile poll/Bureau itinérant",12,41,33,0,0,1,87,129
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 513","Kelowna",Merged with No./Fusionné avec le n°139,,,,,,,78
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 514","Kelowna",Merged with No./Fusionné avec le n°153,,,,,,,89
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 515","Mobile poll/Bureau itinérant",4,21,11,0,0,1,37,56
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 600","Lake Country",169,1036,411,149,62,5,1832,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 601","Lake Country",94,403,134,104,39,0,774,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 602","Lake Country--Duck Lake 7",278,974,350,165,39,4,1810,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 603","Kelowna",85,528,195,75,18,0,901,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 604","Kelowna",146,441,266,106,19,2,980,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 605","Kelowna",184,616,339,97,31,1,1268,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 606","Kelowna",259,575,353,93,36,0,1316,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 607","Kelowna",205,326,285,142,38,0,996,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 608","Kelowna",220,611,402,73,28,6,1340,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 609","Kelowna",159,620,342,77,29,2,1229,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 610","Kelowna",229,431,234,142,40,12,1088,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 611","Kelowna",153,441,202,82,26,2,906,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 612","Kelowna",133,329,156,95,15,2,730,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 613","Kelowna",229,533,270,151,28,6,1217,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 614","Kelowna",222,625,285,131,32,11,1306,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 615","Central Okanagan",65,454,157,89,15,4,784,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 616","Kelowna",163,687,248,142,20,0,1260,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 617","Kelowna",147,671,365,106,48,4,1341,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 618","Kelowna",136,727,406,81,51,3,1404,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 619","Kelowna",132,815,346,120,35,1,1449,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 620","Kelowna",108,960,407,65,25,6,1571,
59014,"Kelowna--Lake Country/Kelowna--Lake Country",,Group 1/Groupe 1, 115,351,193,41,24,31,755,239
59014,"Kelowna--Lake Country/Kelowna--Lake Country",,Group 2/Groupe 2, 909,2426,1688,276,140,130,5569,
