Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Alex Boykowich,Blake Desjarlais,Kerry Diotte,Mary Joyce,Heather Lau,Thomas Matty,Habiba Mohamud,Morgan Watson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48015,"Edmonton Griesbach/Edmonton Griesbach"," 74","Edmonton",0,42,38,0,1,7,16,2,1,107,318
48015,"Edmonton Griesbach/Edmonton Griesbach"," 75","Edmonton",0,51,46,2,2,10,10,0,1,122,330
48015,"Edmonton Griesbach/Edmonton Griesbach"," 76","Edmonton",0,21,27,0,0,3,15,0,2,68,314
48015,"Edmonton Griesbach/Edmonton Griesbach"," 77","Edmonton",0,62,44,0,2,13,23,0,0,144,371
48015,"Edmonton Griesbach/Edmonton Griesbach"," 78","Edmonton",0,55,49,0,2,7,15,0,0,128,433
48015,"Edmonton Griesbach/Edmonton Griesbach"," 79","Edmonton",1,95,104,0,2,20,28,2,2,254,333
48015,"Edmonton Griesbach/Edmonton Griesbach"," 80","Edmonton",0,31,36,0,0,6,14,0,0,87,460
48015,"Edmonton Griesbach/Edmonton Griesbach"," 81","Edmonton",0,93,126,2,3,17,31,1,2,275,370
48015,"Edmonton Griesbach/Edmonton Griesbach"," 82","Edmonton",1,92,106,0,1,13,38,1,2,254,385
48015,"Edmonton Griesbach/Edmonton Griesbach"," 83","Edmonton",0,41,40,0,1,7,3,1,0,93,377
48015,"Edmonton Griesbach/Edmonton Griesbach"," 84","Edmonton",0,24,23,0,1,9,10,1,1,69,427
48015,"Edmonton Griesbach/Edmonton Griesbach"," 85","Edmonton",0,29,36,0,1,2,7,0,0,75,384
48015,"Edmonton Griesbach/Edmonton Griesbach"," 86","Edmonton",0,32,45,0,0,4,17,0,0,98,375
48015,"Edmonton Griesbach/Edmonton Griesbach"," 87","Edmonton",1,26,30,1,1,11,19,0,0,89,333
48015,"Edmonton Griesbach/Edmonton Griesbach"," 88","Edmonton",0,38,59,0,1,8,9,0,0,115,348
48015,"Edmonton Griesbach/Edmonton Griesbach"," 89","Edmonton",0,44,42,0,1,12,22,1,2,124,388
48015,"Edmonton Griesbach/Edmonton Griesbach"," 90","Edmonton",0,25,38,1,0,3,14,0,0,81,412
48015,"Edmonton Griesbach/Edmonton Griesbach"," 91","Edmonton",0,42,44,0,3,15,11,1,0,116,472
48015,"Edmonton Griesbach/Edmonton Griesbach"," 92","Edmonton",0,31,47,0,1,6,10,1,0,96,336
48015,"Edmonton Griesbach/Edmonton Griesbach"," 93","Edmonton",0,26,37,1,0,3,12,0,2,81,374
48015,"Edmonton Griesbach/Edmonton Griesbach"," 94","Edmonton",1,24,24,0,3,11,46,1,1,111,449
48015,"Edmonton Griesbach/Edmonton Griesbach"," 95","Edmonton",2,57,81,3,3,11,31,0,3,191,482
48015,"Edmonton Griesbach/Edmonton Griesbach"," 96","Edmonton",0,55,50,0,1,15,17,1,2,141,430
48015,"Edmonton Griesbach/Edmonton Griesbach"," 97","Edmonton",1,65,34,1,0,14,11,0,1,127,429
48015,"Edmonton Griesbach/Edmonton Griesbach"," 98","Edmonton",0,69,36,1,4,13,24,2,0,149,479
48015,"Edmonton Griesbach/Edmonton Griesbach"," 99","Edmonton",1,75,46,0,4,11,20,0,2,159,434
48015,"Edmonton Griesbach/Edmonton Griesbach"," 100","Edmonton",0,71,37,0,3,8,33,2,1,155,462
48015,"Edmonton Griesbach/Edmonton Griesbach"," 101","Edmonton",2,57,17,1,2,6,22,3,0,110,368
48015,"Edmonton Griesbach/Edmonton Griesbach"," 102A","Edmonton",1,42,18,0,2,11,8,1,0,83,394
48015,"Edmonton Griesbach/Edmonton Griesbach"," 102B","Mobile poll/Bureau itinérant",0,3,10,0,2,1,3,0,2,21,51
48015,"Edmonton Griesbach/Edmonton Griesbach"," 103","Edmonton",2,103,32,0,0,3,17,2,1,160,432
48015,"Edmonton Griesbach/Edmonton Griesbach"," 104","Edmonton",5,62,25,1,2,11,10,1,2,119,390
48015,"Edmonton Griesbach/Edmonton Griesbach"," 105","Edmonton",0,61,49,2,3,15,15,2,1,148,384
48015,"Edmonton Griesbach/Edmonton Griesbach"," 106","Edmonton",0,22,27,0,0,7,19,0,0,75,328
48015,"Edmonton Griesbach/Edmonton Griesbach"," 107A","Edmonton",0,73,31,2,2,6,16,1,1,132,397
48015,"Edmonton Griesbach/Edmonton Griesbach"," 107B","Mobile poll/Bureau itinérant",0,3,1,0,0,0,0,0,0,4,20
48015,"Edmonton Griesbach/Edmonton Griesbach"," 108","Edmonton",1,45,44,0,2,5,18,1,0,116,398
48015,"Edmonton Griesbach/Edmonton Griesbach"," 109","Edmonton",0,55,60,0,6,12,20,0,0,153,431
48015,"Edmonton Griesbach/Edmonton Griesbach"," 110","Edmonton",0,77,47,0,2,10,25,2,1,164,455
48015,"Edmonton Griesbach/Edmonton Griesbach"," 111","Edmonton",0,41,31,0,0,12,10,3,2,99,469
48015,"Edmonton Griesbach/Edmonton Griesbach"," 112","Edmonton",1,51,34,0,4,11,27,2,0,130,477
48015,"Edmonton Griesbach/Edmonton Griesbach"," 113","Edmonton",1,46,32,0,0,12,36,1,2,130,484
48015,"Edmonton Griesbach/Edmonton Griesbach"," 114","Edmonton",0,49,38,0,3,11,24,0,1,126,566
48015,"Edmonton Griesbach/Edmonton Griesbach"," 115","Edmonton",0,82,49,2,5,14,26,2,1,181,541
48015,"Edmonton Griesbach/Edmonton Griesbach"," 116","Edmonton",2,67,59,1,1,17,23,3,1,174,415
48015,"Edmonton Griesbach/Edmonton Griesbach"," 117","Edmonton",0,36,26,0,1,5,7,1,0,76,342
48015,"Edmonton Griesbach/Edmonton Griesbach"," 118","Edmonton",0,45,32,0,0,2,4,0,0,83,420
48015,"Edmonton Griesbach/Edmonton Griesbach"," 119","Edmonton",3,74,47,1,1,16,17,2,1,162,348
48015,"Edmonton Griesbach/Edmonton Griesbach"," 120A","Edmonton",0,62,40,0,0,12,16,1,0,131,346
48015,"Edmonton Griesbach/Edmonton Griesbach"," 120B","Mobile poll/Bureau itinérant",0,11,18,0,2,4,10,0,1,46,65
48015,"Edmonton Griesbach/Edmonton Griesbach"," 121","Edmonton",0,80,53,1,3,16,16,2,1,172,418
48015,"Edmonton Griesbach/Edmonton Griesbach"," 122","Edmonton",0,100,30,0,4,3,30,0,4,171,524
48015,"Edmonton Griesbach/Edmonton Griesbach"," 123","Edmonton",1,66,22,0,2,6,13,0,4,114,443
48015,"Edmonton Griesbach/Edmonton Griesbach"," 124","Edmonton",0,72,37,0,1,13,21,0,0,144,494
48015,"Edmonton Griesbach/Edmonton Griesbach"," 125","Edmonton",1,78,36,0,2,10,35,2,1,165,438
48015,"Edmonton Griesbach/Edmonton Griesbach"," 126","Edmonton",1,85,29,0,0,9,17,1,2,144,465
48015,"Edmonton Griesbach/Edmonton Griesbach"," 127","Edmonton",1,63,25,0,3,8,14,3,0,117,398
48015,"Edmonton Griesbach/Edmonton Griesbach"," 128","Edmonton",3,62,85,0,2,8,21,1,3,185,331
48015,"Edmonton Griesbach/Edmonton Griesbach"," 129","Edmonton",1,60,69,0,1,22,12,1,3,169,344
48015,"Edmonton Griesbach/Edmonton Griesbach"," 130","Edmonton",0,79,90,1,2,18,16,0,1,207,432
48015,"Edmonton Griesbach/Edmonton Griesbach"," 131","Edmonton",0,91,87,0,1,24,18,1,2,224,427
48015,"Edmonton Griesbach/Edmonton Griesbach"," 132","Edmonton",0,77,59,1,2,26,13,1,0,179,400
48015,"Edmonton Griesbach/Edmonton Griesbach"," 133","Edmonton",1,72,49,0,2,11,19,1,1,156,436
48015,"Edmonton Griesbach/Edmonton Griesbach"," 134","Edmonton",0,75,97,1,3,10,12,0,2,200,384
48015,"Edmonton Griesbach/Edmonton Griesbach"," 135","Edmonton",0,69,105,0,2,10,18,2,1,207,388
48015,"Edmonton Griesbach/Edmonton Griesbach"," 136","Edmonton",0,74,68,1,4,6,30,0,2,185,415
48015,"Edmonton Griesbach/Edmonton Griesbach"," 137","Edmonton",1,50,75,1,2,22,14,3,0,168,364
48015,"Edmonton Griesbach/Edmonton Griesbach"," 138","Edmonton",0,56,104,0,2,12,29,2,3,208,412
48015,"Edmonton Griesbach/Edmonton Griesbach"," 139","Edmonton",1,69,97,1,3,15,20,2,1,209,415
48015,"Edmonton Griesbach/Edmonton Griesbach"," 140","Edmonton",1,61,113,0,4,20,22,0,3,224,460
48015,"Edmonton Griesbach/Edmonton Griesbach"," 141","Edmonton",0,77,83,0,0,10,11,2,4,187,358
48015,"Edmonton Griesbach/Edmonton Griesbach"," 142","Edmonton",0,53,44,2,2,8,30,2,0,141,440
48015,"Edmonton Griesbach/Edmonton Griesbach"," 143","Edmonton",0,77,76,1,4,17,21,1,0,197,464
48015,"Edmonton Griesbach/Edmonton Griesbach"," 144","Edmonton",0,58,37,1,6,10,54,1,1,168,563
48015,"Edmonton Griesbach/Edmonton Griesbach"," 145","Edmonton",0,71,28,0,1,7,34,2,0,143,446
48015,"Edmonton Griesbach/Edmonton Griesbach"," 146A","Edmonton",0,76,19,1,2,7,19,0,1,125,403
48015,"Edmonton Griesbach/Edmonton Griesbach"," 146B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°514,,,,,,,,,,19
48015,"Edmonton Griesbach/Edmonton Griesbach"," 147","Edmonton",1,64,33,0,3,6,39,2,1,149,428
48015,"Edmonton Griesbach/Edmonton Griesbach"," 148A","Edmonton",0,55,33,1,3,9,15,1,2,119,459
48015,"Edmonton Griesbach/Edmonton Griesbach"," 148B","Mobile poll/Bureau itinérant",0,0,2,0,0,0,6,0,0,8,41
48015,"Edmonton Griesbach/Edmonton Griesbach"," 149","Edmonton",1,34,20,0,3,6,18,0,1,83,402
48015,"Edmonton Griesbach/Edmonton Griesbach"," 150","Edmonton",0,8,10,0,1,3,15,0,0,37,195
48015,"Edmonton Griesbach/Edmonton Griesbach"," 151","Edmonton",0,54,28,0,2,4,2,0,0,90,318
48015,"Edmonton Griesbach/Edmonton Griesbach"," 152","Edmonton",2,97,40,0,9,13,17,0,0,178,398
48015,"Edmonton Griesbach/Edmonton Griesbach"," 153","Edmonton",0,100,39,0,1,10,11,1,0,162,403
48015,"Edmonton Griesbach/Edmonton Griesbach"," 154","Edmonton",0,93,57,0,4,5,16,0,0,175,397
48015,"Edmonton Griesbach/Edmonton Griesbach"," 155","Edmonton",0,107,44,0,2,11,15,0,1,180,358
48015,"Edmonton Griesbach/Edmonton Griesbach"," 156","Edmonton",0,61,51,1,1,10,9,0,0,133,333
48015,"Edmonton Griesbach/Edmonton Griesbach"," 157","Edmonton",0,105,61,0,3,5,13,0,0,187,410
48015,"Edmonton Griesbach/Edmonton Griesbach"," 158","Edmonton",0,80,38,2,4,7,17,1,3,152,490
48015,"Edmonton Griesbach/Edmonton Griesbach"," 159","Edmonton",0,55,30,1,4,9,21,3,0,123,404
48015,"Edmonton Griesbach/Edmonton Griesbach"," 160","Edmonton",1,61,33,1,0,11,29,1,0,137,472
48015,"Edmonton Griesbach/Edmonton Griesbach"," 161","Edmonton",0,62,36,0,0,6,14,2,2,122,334
48015,"Edmonton Griesbach/Edmonton Griesbach"," 162","Edmonton",0,81,38,0,1,6,13,0,0,139,304
48015,"Edmonton Griesbach/Edmonton Griesbach"," 163","Edmonton",Void/Supprimé,,,,,,,,,,
48015,"Edmonton Griesbach/Edmonton Griesbach"," 164","Edmonton",0,33,22,1,2,8,34,1,1,102,508
48015,"Edmonton Griesbach/Edmonton Griesbach"," 165","Edmonton",0,111,70,1,4,8,55,1,2,252,806
48015,"Edmonton Griesbach/Edmonton Griesbach"," 166","Edmonton",1,48,38,0,2,3,23,0,1,116,358
48015,"Edmonton Griesbach/Edmonton Griesbach"," 167","Edmonton",0,70,39,0,1,7,26,3,2,148,478
48015,"Edmonton Griesbach/Edmonton Griesbach"," 168","Edmonton",0,66,42,1,4,13,43,1,1,171,398
48015,"Edmonton Griesbach/Edmonton Griesbach"," 169","Edmonton",0,71,60,1,3,11,54,1,0,201,660
48015,"Edmonton Griesbach/Edmonton Griesbach"," 170","Edmonton",0,62,35,0,3,9,27,1,0,137,423
48015,"Edmonton Griesbach/Edmonton Griesbach"," 171","Edmonton",0,79,52,0,4,8,10,0,1,154,400
48015,"Edmonton Griesbach/Edmonton Griesbach"," 172","Edmonton",1,80,60,0,1,7,16,0,0,165,393
48015,"Edmonton Griesbach/Edmonton Griesbach"," 173","Edmonton",0,80,83,0,1,11,13,2,0,190,364
48015,"Edmonton Griesbach/Edmonton Griesbach"," 174","Edmonton",0,115,66,0,2,14,12,1,2,212,363
48015,"Edmonton Griesbach/Edmonton Griesbach"," 175","Edmonton",1,85,108,0,6,13,19,0,0,232,452
48015,"Edmonton Griesbach/Edmonton Griesbach"," 176A","Edmonton",0,55,78,0,2,15,13,2,2,167,439
48015,"Edmonton Griesbach/Edmonton Griesbach"," 176B","Mobile poll/Bureau itinérant",0,3,4,0,0,0,3,0,1,11,22
48015,"Edmonton Griesbach/Edmonton Griesbach"," 177","Edmonton",1,60,49,0,0,11,44,3,5,173,574
48015,"Edmonton Griesbach/Edmonton Griesbach"," 178","Edmonton",0,29,24,0,2,13,18,0,1,87,393
48015,"Edmonton Griesbach/Edmonton Griesbach"," 179","Edmonton",0,39,9,0,2,1,9,0,0,60,356
48015,"Edmonton Griesbach/Edmonton Griesbach"," 180","Edmonton",0,20,15,0,3,3,13,1,2,57,470
48015,"Edmonton Griesbach/Edmonton Griesbach"," 181","Edmonton",0,49,8,0,0,6,12,0,0,75,414
48015,"Edmonton Griesbach/Edmonton Griesbach"," 182","Edmonton",1,102,87,0,3,21,21,0,2,237,444
48015,"Edmonton Griesbach/Edmonton Griesbach"," 183","Edmonton",1,73,114,0,3,9,17,2,0,219,381
48015,"Edmonton Griesbach/Edmonton Griesbach"," 184","Edmonton",2,84,81,0,4,12,10,1,1,195,377
48015,"Edmonton Griesbach/Edmonton Griesbach"," 185","Edmonton",0,73,76,0,8,7,20,2,0,186,356
48015,"Edmonton Griesbach/Edmonton Griesbach"," 186","Edmonton",0,65,98,1,2,12,17,0,0,195,371
48015,"Edmonton Griesbach/Edmonton Griesbach"," 400","Mobile poll/Bureau itinérant",1,16,41,2,2,0,18,1,0,81,171
48015,"Edmonton Griesbach/Edmonton Griesbach"," 401","Edmonton",0,54,11,4,3,5,17,4,7,105,518
48015,"Edmonton Griesbach/Edmonton Griesbach"," 500","Mobile poll/Bureau itinérant",1,6,11,0,2,0,12,2,1,35,108
48015,"Edmonton Griesbach/Edmonton Griesbach"," 501","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°37,,,,,,,,,,59
48015,"Edmonton Griesbach/Edmonton Griesbach"," 502","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°37,,,,,,,,,,82
48015,"Edmonton Griesbach/Edmonton Griesbach"," 503","Mobile poll/Bureau itinérant",0,11,48,3,0,1,24,1,6,94,109
48015,"Edmonton Griesbach/Edmonton Griesbach"," 504","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,,,,,47
48015,"Edmonton Griesbach/Edmonton Griesbach"," 505","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,,,,,60
48015,"Edmonton Griesbach/Edmonton Griesbach"," 506","Mobile poll/Bureau itinérant",2,3,19,2,0,1,3,2,3,35,41
48015,"Edmonton Griesbach/Edmonton Griesbach"," 507","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°506,,,,,,,,,,16
48015,"Edmonton Griesbach/Edmonton Griesbach"," 508","Mobile poll/Bureau itinérant",0,3,10,0,0,0,9,0,0,22,47
48015,"Edmonton Griesbach/Edmonton Griesbach"," 509","Mobile poll/Bureau itinérant",0,10,37,2,1,0,14,1,1,66,116
48015,"Edmonton Griesbach/Edmonton Griesbach"," 510","Mobile poll/Bureau itinérant",3,4,10,0,0,1,7,1,0,26,60
48015,"Edmonton Griesbach/Edmonton Griesbach"," 511","Mobile poll/Bureau itinérant",1,0,8,2,0,0,4,0,0,15,28
48015,"Edmonton Griesbach/Edmonton Griesbach"," 512","Mobile poll/Bureau itinérant",0,3,7,0,1,1,1,0,0,13,34
48015,"Edmonton Griesbach/Edmonton Griesbach"," 513","Mobile poll/Bureau itinérant",0,0,3,0,1,0,2,1,0,7,15
48015,"Edmonton Griesbach/Edmonton Griesbach"," 514","Mobile poll/Bureau itinérant",1,6,1,0,0,1,4,1,0,14,19
48015,"Edmonton Griesbach/Edmonton Griesbach"," 515","Mobile poll/Bureau itinérant",5,7,22,0,3,1,16,3,5,62,107
48015,"Edmonton Griesbach/Edmonton Griesbach"," 516","Mobile poll/Bureau itinérant",0,7,9,0,0,0,5,1,1,23,52
48015,"Edmonton Griesbach/Edmonton Griesbach"," 517","Mobile poll/Bureau itinérant",0,6,10,1,0,0,0,0,1,18,293
48015,"Edmonton Griesbach/Edmonton Griesbach"," 518","Mobile poll/Bureau itinérant",2,19,7,1,0,2,8,0,0,39,94
48015,"Edmonton Griesbach/Edmonton Griesbach"," 519","Mobile poll/Bureau itinérant",1,10,14,3,3,0,16,2,3,52,157
48015,"Edmonton Griesbach/Edmonton Griesbach"," 520","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°181,,,,,,,,,,20
48015,"Edmonton Griesbach/Edmonton Griesbach"," 521","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°180,,,,,,,,,,35
48015,"Edmonton Griesbach/Edmonton Griesbach"," 522","Mobile poll/Bureau itinérant",12,12,18,3,4,4,17,2,7,79,65
48015,"Edmonton Griesbach/Edmonton Griesbach"," 523","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°522,,,,,,,,,,85
48015,"Edmonton Griesbach/Edmonton Griesbach"," 524","Mobile poll/Bureau itinérant",0,40,8,0,2,1,9,0,0,60,77
48015,"Edmonton Griesbach/Edmonton Griesbach"," 525","Mobile poll/Bureau itinérant",0,5,6,0,0,0,2,0,0,13,26
48015,"Edmonton Griesbach/Edmonton Griesbach"," 526","Edmonton",Merged with No./Fusionné avec le n°120A,,,,,,,,,,14
48015,"Edmonton Griesbach/Edmonton Griesbach"," 527","Mobile poll/Bureau itinérant",0,7,16,0,0,2,5,1,1,32,67
