Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Daniel Brisbin,Jeff Golka,John Irwin,Damien Kurek,Leah Diane McLeod,Tonya Ratushniak,Dennis Trepanier,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 61","Bawlf",0,17,1,151,12,29,16,0,226,399
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 62","Viking",1,0,0,112,1,9,19,2,144,399
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 63","Viking",1,2,0,63,6,16,3,1,92,281
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 64","Viking",0,2,0,85,4,8,8,0,107,352
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 65","Viking",0,1,0,102,3,3,8,0,117,313
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 66","Kinsella",1,7,1,86,1,5,6,0,107,194
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 67","Daysland",0,13,1,186,4,19,17,4,244,372
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 68","Daysland",0,9,0,218,12,36,26,1,302,466
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 69","Ferintosh",7,4,0,180,14,29,40,2,276,580
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 70","Kelsey",3,7,1,132,6,20,15,0,184,350
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 71","Edberg",3,10,0,173,6,17,29,0,238,414
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 72","Rosalind",1,19,0,161,6,18,19,0,224,341
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 73","Strome",1,10,0,91,3,10,19,0,134,258
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 74","Strome",0,9,0,99,0,4,4,3,119,213
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 75","Jarrow",1,2,0,122,1,1,32,0,159,303
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 76","Irma",1,7,1,176,2,9,28,0,224,329
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 77","Irma",2,8,2,150,6,8,18,0,194,298
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 78","Bashaw",0,3,0,148,13,16,14,2,196,375
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 79","Meeting Creek",1,9,1,205,10,15,33,0,274,422
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 80","Meeting Creek",5,10,0,233,20,32,38,0,338,479
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 81","Killam",1,4,0,81,1,8,12,0,107,338
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 82","Killam",2,12,1,136,4,17,14,1,187,336
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 83","Killam",0,4,0,94,1,9,14,1,123,332
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 84","Sedgewick",1,6,0,171,5,15,20,0,218,369
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 85","Sedgewick",0,9,1,140,4,17,12,1,184,378
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 86","Heisler",1,8,1,170,7,19,11,0,217,331
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 87","Lougheed",0,15,0,149,11,12,18,0,205,399
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 88","Donalda",2,9,1,108,5,5,15,1,146,307
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 89","Donalda",2,9,0,90,1,5,7,0,114,216
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 90","Rochon Sands",3,5,0,140,4,9,12,2,175,320
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 91","Gilt Edge",1,3,2,153,3,7,7,0,176,499
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 92","Wainwright",0,7,1,98,6,15,7,0,134,357
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 93","Wainwright",1,2,2,87,8,24,11,3,138,316
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 94","Wainwright",1,4,0,82,10,33,15,1,146,389
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 95","Wainwright",2,3,0,92,4,25,13,1,140,355
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 96","Fabyan",6,4,2,197,12,37,26,0,284,683
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 97","Greenshields",2,11,0,196,9,10,14,0,242,539
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 98","Wainwright",6,2,0,103,14,23,3,0,151,389
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 99","Wainwright",2,1,0,139,11,19,3,2,177,459
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 100","Wainwright",2,3,0,106,12,30,13,0,166,451
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 101","Wainwright",2,4,1,93,9,31,11,2,153,399
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 102","Wainwright",0,9,0,106,11,19,14,0,159,335
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 103","Wainwright",3,8,0,178,22,37,16,2,266,678
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 104","Wainwright",2,3,2,95,19,19,12,1,153,371
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 105","Forestburg",0,13,1,151,9,32,11,0,217,335
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 106","Forestburg",1,11,1,122,17,16,16,0,184,303
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 107","Forestburg",1,8,1,156,16,28,3,0,213,296
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 108","Red Willow",0,2,0,127,4,6,21,0,160,315
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 109","Hardisty",0,27,1,179,3,13,16,0,239,366
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 110","Hardisty",4,18,2,191,2,19,10,0,246,364
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 111","Galahad",2,2,0,96,4,16,9,0,129,233
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 112","Erskine",2,11,2,219,2,18,47,0,301,534
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 113","Erskine",1,10,0,164,3,9,14,4,205,401
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 114","Bellshill",1,11,1,105,2,3,10,1,134,280
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 115","Edgerton",1,23,0,240,3,17,15,1,300,436
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 116","Edgerton",4,15,0,185,8,13,7,0,232,391
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 117","Stettler",1,5,0,138,9,16,18,0,187,500
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 118A","Stettler",0,5,0,118,7,26,19,1,176,455
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 118B","Mobile poll/Bureau itinérant",Electors voted by special ballot in Group 2./Les électeurs ont voté par bulletin de vote spécial dans le Groupe 2.,,,,,,,,,47
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 119","Stettler",1,5,1,104,13,16,14,0,154,423
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 120","Stettler",1,5,1,159,7,18,16,0,207,513
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 121","Stettler",2,5,1,132,11,22,27,2,202,511
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 122","Stettler",3,3,1,128,4,20,26,0,185,459
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 123","Stettler--Warden",0,3,0,142,4,9,29,0,187,464
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 124","Stettler",2,7,4,115,13,18,32,1,192,538
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 125","Stettler",1,6,0,100,4,22,10,1,144,339
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 126","Stettler",1,5,0,108,12,25,31,0,182,472
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 127","Stettler--Sabine",2,2,0,153,8,13,22,2,202,449
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 128","Alliance",2,12,2,130,10,5,20,1,182,355
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 129","Chauvin",2,37,2,274,11,19,14,2,361,480
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 130","Botha",2,9,1,168,5,13,26,1,225,403
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 131","Gadsby",2,7,0,142,7,2,15,1,176,410
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 132","Halkirk",3,14,0,168,10,7,22,1,225,402
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 133","Hughenden",2,12,1,164,6,22,32,1,240,342
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 134","Amisk",0,12,1,165,3,6,32,1,220,376
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 135","Wimborne",2,3,0,122,7,14,24,0,172,239
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 136","Castor",0,11,0,167,1,8,32,0,219,277
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 137","Castor",0,6,0,188,12,27,28,0,261,356
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 138","Castor",0,11,2,191,7,11,21,0,243,386
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 139","Metiskow",0,10,0,94,0,2,8,0,114,156
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 140","Czar",0,10,1,198,4,11,19,1,244,339
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 141","Big Valley",2,4,0,178,5,9,23,2,223,364
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 142","Big Valley",1,9,0,139,3,8,36,0,196,305
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 143","Brownfield",0,12,0,181,4,10,27,0,234,412
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 144","Huxley",2,6,0,129,4,9,28,0,178,307
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 145","Trochu",2,9,0,214,3,16,15,1,260,412
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 146","Trochu",7,7,1,135,10,22,15,0,197,322
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 147","Trochu",0,4,0,144,1,4,28,0,181,287
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 148","Torrington",1,8,2,148,7,23,42,3,234,462
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 149","Cadogan",1,11,0,126,1,1,11,0,151,251
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 150","Endiang",0,30,1,120,0,7,9,1,168,272
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 151","Green Glade",1,12,0,107,3,7,6,0,136,297
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 152","Provost",0,2,0,86,7,13,4,0,112,281
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 153","Provost",1,7,0,97,2,6,2,0,115,342
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 154","Provost",1,5,1,83,3,4,9,0,106,335
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 155","Provost",1,1,0,108,5,9,10,0,134,351
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 156","Hayter",0,13,0,155,3,1,6,1,179,388
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 157","Rowley",0,13,0,199,2,7,11,0,232,408
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 158","Coronation",0,2,0,76,1,9,15,0,103,327
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 159","Coronation",0,5,0,96,5,3,11,2,122,366
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 160","Coronation",0,4,0,119,7,5,8,0,143,346
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 161","Three Hills",1,3,2,89,5,16,49,0,165,355
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 162","Three Hills",0,7,0,82,3,8,21,0,121,312
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 163","Three Hills",1,1,0,83,6,8,28,0,127,324
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 164","Three Hills",2,3,0,159,11,10,47,2,234,561
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 165","Three Hills",0,0,1,67,4,4,25,0,101,254
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 166","Three Hills",3,2,1,111,2,9,22,0,150,371
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 167","Three Hills--Ghost Pine Creek",4,7,1,157,4,14,46,1,234,480
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 168","Morrin",5,4,0,153,3,11,25,1,202,312
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 169","Delia",1,14,0,182,15,11,25,0,248,456
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 170","Veteran",0,2,0,95,2,1,4,0,104,216
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 171","Veteran",1,3,0,114,1,7,4,0,130,225
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 172","Consort",0,1,0,171,4,9,11,3,199,299
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 173","Monitor",0,13,0,136,0,0,11,0,160,211
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 174","Consort",1,6,1,320,6,11,12,0,357,452
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 175","Munson",0,7,0,155,9,20,7,0,198,331
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 176","Hanna",2,23,0,205,1,8,22,0,261,611
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 177","Hanna",2,23,0,138,8,14,11,3,199,473
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 178","Hanna",1,10,0,98,5,8,7,0,129,294
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 179","Hanna",3,11,2,100,6,11,11,1,145,412
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 180","Hanna",2,11,1,95,12,14,15,0,150,358
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 181","Hanna",0,15,0,94,9,13,13,0,144,379
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 182","Craigmyle",4,14,1,110,7,14,21,0,171,310
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 183","Drumheller",4,3,0,100,8,20,11,0,146,335
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 184","Drumheller",6,5,1,76,11,22,12,0,133,350
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 185","Drumheller",1,2,0,106,3,19,8,0,139,393
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 186","Drumheller",3,1,0,101,4,26,19,2,156,449
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 187","Drumheller",1,3,0,84,7,21,18,1,135,369
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 188","Drumheller",3,3,0,104,12,32,10,0,164,492
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 189","Drumheller",3,7,0,110,19,36,16,0,191,524
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 190","Drumheller",2,7,1,144,12,20,24,2,212,450
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 191","Drumheller",2,10,0,138,9,18,28,0,205,461
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 192","Drumheller",1,8,2,96,7,27,18,1,160,383
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 193","Drumheller",1,2,1,110,11,25,7,1,158,369
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 194","Drumheller",2,5,2,104,14,15,7,1,150,379
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 195","Altario",0,12,0,95,0,2,10,1,120,152
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 196","Drumheller",0,5,1,81,10,21,21,0,139,328
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 197","Drumheller",6,5,1,140,5,18,19,0,194,342
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 198","New Brigden",0,2,0,129,2,6,9,0,148,225
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 199","Youngstown",2,10,0,168,2,7,27,0,216,367
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 200","Sunnynook",1,6,0,78,2,5,15,0,107,173
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 201","Cereal",0,10,0,82,0,6,9,1,108,201
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 202","Oyen",1,10,2,110,5,4,11,0,143,376
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 203","Oyen",0,5,1,120,2,2,8,1,139,248
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 204","Oyen",0,7,0,73,0,2,9,0,91,251
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 205","Cessford",1,1,1,123,1,3,10,0,140,195
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 206","Cappon",Merged with No./Fusionné avec le n°203,,,,,,,,,176
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 207","Acadia",2,6,0,160,1,8,11,0,188,362
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 208","Buffalo",1,4,0,86,4,1,8,0,104,208
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 209","Empress",2,1,0,99,4,6,8,1,121,190
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 500","Tofield",Merged with No./Fusionné avec le n°10,,,,,,,,,35
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 501","Mobile poll/Bureau itinérant",0,0,0,25,3,2,1,0,31,53
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 502","Mobile poll/Bureau itinérant",0,0,0,17,3,2,2,2,26,3
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 503","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°20,,,,,,,,,12
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 504","Mobile poll/Bureau itinérant",Electors voted by special ballot in Group 2./Les électeurs ont voté par bulletin de vote spécial dans le Groupe 2.,,,,,,,,,61
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 505","Mobile poll/Bureau itinérant",1,3,0,13,3,2,3,3,28,9
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 506","Mobile poll/Bureau itinérant",0,0,1,32,5,4,2,1,45,86
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 507","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°35,,,,,,,,,17
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 508","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°32,,,,,,,,,33
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 509","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°42,,,,,,,,,38
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 510","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°54,,,,,,,,,20
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 511","Mobile poll/Bureau itinérant",0,0,1,51,5,3,0,0,60,110
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 512","Mobile poll/Bureau itinérant",2,1,0,34,3,3,0,2,45,69
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 513","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°42,,,,,,,,,61
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 514","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°78,,,,,,,,,43
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 515","Mobile poll/Bureau itinérant",0,0,2,35,7,0,1,4,49,73
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 516","Killam",Merged with No./Fusionné avec le n°82,,,,,,,,,20
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 517","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,
48002,"Battle River--Crowfoot/Battle River--Crowfoot"," 518","Mobile poll/Bureau itinérant",0,2,0,9,1,2,1,0,15,26
