Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Andréane Simone Chénier,Craig Gravelle,David Hobbs,Charles Humphrey,Marc G. Serré,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35069,"Nickel Belt/Nickel Belt"," 60","Val Therese",59,1,18,36,43,3,160,418
35069,"Nickel Belt/Nickel Belt"," 61","Val Therese",62,2,11,35,58,0,168,440
35069,"Nickel Belt/Nickel Belt"," 62","Val Therese",32,0,4,18,38,2,94,229
35069,"Nickel Belt/Nickel Belt"," 63","Val Therese",44,2,9,56,55,0,166,413
35069,"Nickel Belt/Nickel Belt"," 64","Val Therese",58,2,19,106,74,0,259,533
35069,"Nickel Belt/Nickel Belt"," 65","Val Therese",47,3,12,41,49,0,152,381
35069,"Nickel Belt/Nickel Belt"," 66","Levack",88,9,39,62,47,1,246,552
35069,"Nickel Belt/Nickel Belt"," 67","Levack",80,3,41,66,44,0,234,533
35069,"Nickel Belt/Nickel Belt"," 68","Falconbridge",122,6,29,51,75,0,283,547
35069,"Nickel Belt/Nickel Belt"," 69","Garson",60,5,32,81,56,0,234,708
35069,"Nickel Belt/Nickel Belt"," 70","Garson",60,4,14,32,56,3,169,525
35069,"Nickel Belt/Nickel Belt"," 71","Garson",56,0,6,41,54,0,157,429
35069,"Nickel Belt/Nickel Belt"," 72","Garson",63,2,12,40,83,0,200,507
35069,"Nickel Belt/Nickel Belt"," 73","Garson",56,3,10,65,49,1,184,561
35069,"Nickel Belt/Nickel Belt"," 74","Garson",40,0,8,72,56,0,176,492
35069,"Nickel Belt/Nickel Belt"," 75","Garson",66,3,12,38,46,1,166,421
35069,"Nickel Belt/Nickel Belt"," 76","Garson",63,2,16,24,46,0,151,410
35069,"Nickel Belt/Nickel Belt"," 77","Garson",48,4,12,33,48,0,145,452
35069,"Nickel Belt/Nickel Belt"," 78","Crystal Falls",27,2,13,38,48,1,129,349
35069,"Nickel Belt/Nickel Belt"," 79","Sturgeon Falls",27,1,15,30,49,2,124,357
35069,"Nickel Belt/Nickel Belt"," 80","Sturgeon Falls",9,3,5,13,39,0,69,231
35069,"Nickel Belt/Nickel Belt"," 81","Sturgeon Falls",26,3,11,24,62,0,126,534
35069,"Nickel Belt/Nickel Belt"," 82","Sturgeon Falls",9,1,2,4,27,0,43,130
35069,"Nickel Belt/Nickel Belt"," 83","Sturgeon Falls",24,5,5,24,27,0,85,357
35069,"Nickel Belt/Nickel Belt"," 84","Sturgeon Falls",30,2,13,16,38,0,99,267
35069,"Nickel Belt/Nickel Belt"," 85","Sturgeon Falls",42,3,17,33,65,1,161,516
35069,"Nickel Belt/Nickel Belt"," 86","Sturgeon Falls",33,2,11,29,50,3,128,451
35069,"Nickel Belt/Nickel Belt"," 87","Sturgeon Falls",23,4,10,50,67,2,156,389
35069,"Nickel Belt/Nickel Belt"," 88","Blezard Valley",60,2,19,57,54,2,194,527
35069,"Nickel Belt/Nickel Belt"," 89","Blezard Valley",60,1,18,61,60,0,200,574
35069,"Nickel Belt/Nickel Belt"," 90","Blezard",68,6,24,54,82,0,234,687
35069,"Nickel Belt/Nickel Belt"," 91","Chelmsford",31,5,26,37,35,0,134,437
35069,"Nickel Belt/Nickel Belt"," 92","Chelmsford",41,0,13,47,47,4,152,467
35069,"Nickel Belt/Nickel Belt"," 93","Chelmsford",57,1,14,43,42,1,158,412
35069,"Nickel Belt/Nickel Belt"," 94","Chelmsford",38,4,16,38,45,1,142,461
35069,"Nickel Belt/Nickel Belt"," 95","Chelmsford",52,1,21,31,51,0,156,491
35069,"Nickel Belt/Nickel Belt"," 96","Chelmsford",31,0,16,30,31,0,108,376
35069,"Nickel Belt/Nickel Belt"," 97","Chelmsford",45,2,13,44,58,1,163,439
35069,"Nickel Belt/Nickel Belt"," 98","Chelmsford",39,2,9,32,37,2,121,465
35069,"Nickel Belt/Nickel Belt"," 99","Chelmsford",45,3,21,54,72,3,198,565
35069,"Nickel Belt/Nickel Belt"," 100","Chelmsford",50,2,22,35,59,2,170,493
35069,"Nickel Belt/Nickel Belt"," 101","Chelmsford",39,3,17,45,36,1,141,376
35069,"Nickel Belt/Nickel Belt"," 102","Chelmsford",38,1,19,57,53,1,169,454
35069,"Nickel Belt/Nickel Belt"," 103","Warren",13,0,23,40,19,1,96,360
35069,"Nickel Belt/Nickel Belt"," 104A","Warren",Merged with No./Fusionné avec le n°103,,,,,,,67
35069,"Nickel Belt/Nickel Belt"," 104B","Warren",31,3,14,55,61,2,166,226
35069,"Nickel Belt/Nickel Belt"," 104C","Warren",Merged with No./Fusionné avec le n°105,,,,,,,65
35069,"Nickel Belt/Nickel Belt"," 105","Warren",32,5,18,32,46,0,133,344
35069,"Nickel Belt/Nickel Belt"," 106","Chelmsford",33,3,20,37,28,1,122,442
35069,"Nickel Belt/Nickel Belt"," 107","Chelmsford",44,2,29,33,35,1,144,481
35069,"Nickel Belt/Nickel Belt"," 108","Chelmsford",47,8,16,31,45,0,147,440
35069,"Nickel Belt/Nickel Belt"," 109","Chelmsford",66,2,17,31,31,1,148,547
35069,"Nickel Belt/Nickel Belt"," 110","Garson",59,2,10,31,48,0,150,492
35069,"Nickel Belt/Nickel Belt"," 111","Garson",49,1,13,33,40,2,138,463
35069,"Nickel Belt/Nickel Belt"," 112","Garson",76,1,15,56,58,3,209,593
35069,"Nickel Belt/Nickel Belt"," 113","Garson",25,4,11,64,26,0,130,372
35069,"Nickel Belt/Nickel Belt"," 114","Azilda",36,3,18,40,38,1,136,345
35069,"Nickel Belt/Nickel Belt"," 115","Azilda",23,3,11,17,19,0,73,258
35069,"Nickel Belt/Nickel Belt"," 116","Azilda",58,1,20,64,50,0,193,519
35069,"Nickel Belt/Nickel Belt"," 117","Azilda",64,4,16,38,55,0,177,481
35069,"Nickel Belt/Nickel Belt"," 118","Azilda",55,3,16,33,69,1,177,461
35069,"Nickel Belt/Nickel Belt"," 119","Azilda",45,2,13,52,41,1,154,494
35069,"Nickel Belt/Nickel Belt"," 120","Azilda",49,4,10,45,49,1,158,530
35069,"Nickel Belt/Nickel Belt"," 121","Azilda",59,3,17,51,64,0,194,482
35069,"Nickel Belt/Nickel Belt"," 122","Azilda",60,2,16,64,53,0,195,571
35069,"Nickel Belt/Nickel Belt"," 123","Azilda",63,3,10,75,62,0,213,584
35069,"Nickel Belt/Nickel Belt"," 124","Azilda",57,3,26,50,71,2,209,523
35069,"Nickel Belt/Nickel Belt"," 125","Markstay",51,5,11,71,47,0,185,338
35069,"Nickel Belt/Nickel Belt"," 126","Markstay",54,6,33,58,45,1,197,412
35069,"Nickel Belt/Nickel Belt"," 127","Sturgeon Falls",38,2,18,35,58,1,152,463
35069,"Nickel Belt/Nickel Belt"," 128","Sturgeon Falls",34,1,6,42,34,2,119,398
35069,"Nickel Belt/Nickel Belt"," 129","Sturgeon Falls",27,3,7,16,40,1,94,341
35069,"Nickel Belt/Nickel Belt"," 130","Sturgeon Falls",12,0,6,9,41,0,68,377
35069,"Nickel Belt/Nickel Belt"," 131","Sturgeon Falls",31,4,8,25,44,0,112,369
35069,"Nickel Belt/Nickel Belt"," 132","Sturgeon Falls",25,1,7,20,41,1,95,325
35069,"Nickel Belt/Nickel Belt"," 133","Sturgeon Falls",14,3,4,24,22,0,67,212
35069,"Nickel Belt/Nickel Belt"," 134","Sturgeon Falls",38,0,13,14,26,2,93,336
35069,"Nickel Belt/Nickel Belt"," 135","Sturgeon Falls",28,3,5,34,47,0,117,401
35069,"Nickel Belt/Nickel Belt"," 136","Sturgeon Falls",51,3,23,34,73,1,185,530
35069,"Nickel Belt/Nickel Belt"," 137","Sturgeon Falls",23,0,12,28,39,3,105,322
35069,"Nickel Belt/Nickel Belt"," 138","Sturgeon Falls",33,5,11,58,71,0,178,484
35069,"Nickel Belt/Nickel Belt"," 139","Dowling",75,5,17,65,25,0,187,420
35069,"Nickel Belt/Nickel Belt"," 140","Dowling",65,5,15,60,35,1,181,454
35069,"Nickel Belt/Nickel Belt"," 141","Dowling",72,2,30,63,19,1,187,469
35069,"Nickel Belt/Nickel Belt"," 142","Dowling",64,6,13,65,48,0,196,467
35069,"Nickel Belt/Nickel Belt"," 143","Dowling",58,6,26,70,60,2,222,538
35069,"Nickel Belt/Nickel Belt"," 144","Onaping",54,0,26,44,32,0,156,354
35069,"Nickel Belt/Nickel Belt"," 145","Onaping Falls",67,4,23,41,48,0,183,442
35069,"Nickel Belt/Nickel Belt"," 146","Sturgeon Falls",4,2,1,7,25,2,41,227
35069,"Nickel Belt/Nickel Belt"," 147","Coniston",73,4,30,37,85,1,230,453
35069,"Nickel Belt/Nickel Belt"," 148","Coniston",62,2,9,36,94,0,203,438
35069,"Nickel Belt/Nickel Belt"," 149","Coniston",99,3,16,48,69,0,235,528
35069,"Nickel Belt/Nickel Belt"," 150","Coniston",43,10,12,56,58,0,179,402
35069,"Nickel Belt/Nickel Belt"," 151","Verner",24,0,9,23,26,1,83,231
35069,"Nickel Belt/Nickel Belt"," 152","Verner",29,2,21,48,58,1,159,438
35069,"Nickel Belt/Nickel Belt"," 153","Verner",17,0,8,15,57,1,98,307
35069,"Nickel Belt/Nickel Belt"," 154","Verner",27,3,9,33,42,0,114,351
35069,"Nickel Belt/Nickel Belt"," 155","Cache Bay",28,4,16,36,54,0,138,310
35069,"Nickel Belt/Nickel Belt"," 156","Cache Bay",42,1,11,44,63,0,161,317
35069,"Nickel Belt/Nickel Belt"," 157","Greater Sudbury / Grand Sudbury",44,5,7,74,61,1,192,515
35069,"Nickel Belt/Nickel Belt"," 158","Greater Sudbury / Grand Sudbury",32,8,8,55,50,1,154,426
35069,"Nickel Belt/Nickel Belt"," 159","Greater Sudbury / Grand Sudbury",45,4,14,75,61,0,199,517
35069,"Nickel Belt/Nickel Belt"," 160","Greater Sudbury / Grand Sudbury",38,6,7,78,51,0,180,443
35069,"Nickel Belt/Nickel Belt"," 161","Greater Sudbury / Grand Sudbury",32,4,10,74,67,2,189,520
35069,"Nickel Belt/Nickel Belt"," 162","Lavigne",59,8,34,69,107,1,278,487
35069,"Nickel Belt/Nickel Belt"," 163","Greater Sudbury / Grand Sudbury",55,3,9,57,75,0,199,528
35069,"Nickel Belt/Nickel Belt"," 164","Greater Sudbury / Grand Sudbury",42,5,2,50,79,3,181,454
35069,"Nickel Belt/Nickel Belt"," 165","Greater Sudbury / Grand Sudbury",39,7,8,64,76,0,194,491
35069,"Nickel Belt/Nickel Belt"," 166","Greater Sudbury / Grand Sudbury",27,1,8,76,69,1,182,486
35069,"Nickel Belt/Nickel Belt"," 167","Greater Sudbury / Grand Sudbury",43,5,10,65,68,0,191,560
35069,"Nickel Belt/Nickel Belt"," 168","St. Charles",47,5,26,68,87,8,241,459
35069,"Nickel Belt/Nickel Belt"," 169","St. Charles",39,1,21,44,59,0,164,369
35069,"Nickel Belt/Nickel Belt"," 170","St. Charles",39,9,19,57,88,0,212,447
35069,"Nickel Belt/Nickel Belt"," 171","Greater Sudbury / Grand Sudbury",45,3,13,49,46,2,158,381
35069,"Nickel Belt/Nickel Belt"," 172","Greater Sudbury / Grand Sudbury",31,3,14,53,75,0,176,470
35069,"Nickel Belt/Nickel Belt"," 173","Greater Sudbury / Grand Sudbury",50,7,12,101,64,0,234,524
35069,"Nickel Belt/Nickel Belt"," 174","Estaire/Wanup",66,1,25,80,67,1,240,453
35069,"Nickel Belt/Nickel Belt"," 175A","Estaire",49,1,19,55,61,0,185,329
35069,"Nickel Belt/Nickel Belt"," 175B","Estaire",48,2,10,51,58,0,169,341
35069,"Nickel Belt/Nickel Belt"," 176","Monetville",23,4,16,54,52,1,150,436
35069,"Nickel Belt/Nickel Belt"," 177","Whitefish Lake 6",67,2,10,9,46,0,134,330
35069,"Nickel Belt/Nickel Belt"," 178","Noëlville",36,5,12,40,69,0,162,442
35069,"Nickel Belt/Nickel Belt"," 179","Noëlville",49,4,26,43,47,1,170,416
35069,"Nickel Belt/Nickel Belt"," 180","Noëlville",14,9,21,38,47,0,129,375
35069,"Nickel Belt/Nickel Belt"," 181","Alban",47,5,14,41,87,1,195,344
35069,"Nickel Belt/Nickel Belt"," 182","Alban",38,4,9,46,74,1,172,340
35069,"Nickel Belt/Nickel Belt"," 183","Key Junction",41,2,27,65,69,0,204,350
35069,"Nickel Belt/Nickel Belt"," 184","Killarney",33,2,10,32,101,1,179,272
35069,"Nickel Belt/Nickel Belt"," 400","Greater Sudbury / Grand Sudbury",3,0,2,5,24,0,34,129
35069,"Nickel Belt/Nickel Belt"," 401","Chelmsford",5,4,3,6,21,2,41,103
35069,"Nickel Belt/Nickel Belt"," 402","West Nipissing / Nipissing Ouest",2,2,0,11,38,4,57,152
35069,"Nickel Belt/Nickel Belt"," 600","Gogama",33,4,9,16,48,1,111,
35069,"Nickel Belt/Nickel Belt"," 601","Dowling",265,13,108,295,212,4,897,
35069,"Nickel Belt/Nickel Belt"," 602","Chelmsford",260,14,97,200,337,5,913,
35069,"Nickel Belt/Nickel Belt"," 603","Chelmsford",212,9,91,224,381,10,927,
35069,"Nickel Belt/Nickel Belt"," 604","Azilda",350,27,114,397,664,12,1564,
35069,"Nickel Belt/Nickel Belt"," 605","Val Caron",274,10,106,257,457,5,1109,
35069,"Nickel Belt/Nickel Belt"," 606","Val Caron",239,15,91,265,399,7,1016,
35069,"Nickel Belt/Nickel Belt"," 607","Val Therese",362,18,111,307,510,0,1308,
35069,"Nickel Belt/Nickel Belt"," 608","Hanmer",337,15,126,255,390,2,1125,
35069,"Nickel Belt/Nickel Belt"," 609","Capreol",270,22,75,284,213,6,870,
35069,"Nickel Belt/Nickel Belt"," 610","Garson",245,10,57,238,264,3,817,
35069,"Nickel Belt/Nickel Belt"," 611","Garson",230,10,54,265,364,7,930,
35069,"Nickel Belt/Nickel Belt"," 612","Wahnapitae",262,23,117,242,409,10,1063,
35069,"Nickel Belt/Nickel Belt"," 613","Sudbury",Merged with no. 614/Fusionné avec le n° 614,,,,,,,
35069,"Nickel Belt/Nickel Belt"," 614","Sudbury",348,27,78,629,758,9,1849,
35069,"Nickel Belt/Nickel Belt"," 615","Noëlville",112,4,51,153,210,6,536,
35069,"Nickel Belt/Nickel Belt"," 616","Warren",86,5,73,156,182,0,502,
35069,"Nickel Belt/Nickel Belt"," 617","Verner",73,6,42,115,248,4,488,
35069,"Nickel Belt/Nickel Belt"," 618","Springer",169,11,78,254,444,4,960,
35069,"Nickel Belt/Nickel Belt"," 619","Sturgeon Falls",135,19,77,255,572,16,1074,
35069,"Nickel Belt/Nickel Belt",,Group 1/Groupe 1, 104,4,25,76,118,25,352,81
35069,"Nickel Belt/Nickel Belt",,Group 2/Groupe 2, 362,24,86,366,873,67,1778,
