Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Erin Hidlebaugh,Michael Kram,Victor Lau,Sean McEachern,Mario Milanovski,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
47009,"Regina--Wascana/Regina--Wascana"," 45","Regina",42,46,5,34,5,2,134,427
47009,"Regina--Wascana/Regina--Wascana"," 46","Regina",42,42,0,35,5,1,125,405
47009,"Regina--Wascana/Regina--Wascana"," 47A","Regina",43,44,3,58,2,1,151,479
47009,"Regina--Wascana/Regina--Wascana"," 47B","Mobile poll/Bureau itinérant",12,40,2,28,0,5,87,131
47009,"Regina--Wascana/Regina--Wascana"," 48","Regina",Void/Supprimé,,,,,,,
47009,"Regina--Wascana/Regina--Wascana"," 49","Regina",Void/Supprimé,,,,,,,
47009,"Regina--Wascana/Regina--Wascana"," 50A","Regina",18,49,2,19,8,1,97,310
47009,"Regina--Wascana/Regina--Wascana"," 50B","Regina",27,47,0,18,3,1,96,475
47009,"Regina--Wascana/Regina--Wascana"," 51","Regina",23,42,3,20,3,1,92,461
47009,"Regina--Wascana/Regina--Wascana"," 52","Regina",51,56,5,29,8,2,151,625
47009,"Regina--Wascana/Regina--Wascana"," 53","Regina",68,77,7,47,8,2,209,634
47009,"Regina--Wascana/Regina--Wascana"," 54","Regina",27,30,7,28,6,0,98,430
47009,"Regina--Wascana/Regina--Wascana"," 55","Regina",43,34,3,21,2,0,103,345
47009,"Regina--Wascana/Regina--Wascana"," 56","Regina",32,59,5,42,3,2,143,497
47009,"Regina--Wascana/Regina--Wascana"," 57","Regina",11,52,1,25,6,0,95,340
47009,"Regina--Wascana/Regina--Wascana"," 58","Regina",20,46,1,43,0,0,110,376
47009,"Regina--Wascana/Regina--Wascana"," 59A","Regina",14,54,2,36,4,0,110,341
47009,"Regina--Wascana/Regina--Wascana"," 59B","Regina",24,28,1,27,3,0,83,314
47009,"Regina--Wascana/Regina--Wascana"," 60","Regina",23,57,0,28,3,0,111,322
47009,"Regina--Wascana/Regina--Wascana"," 61A","Regina",23,45,3,15,5,0,91,330
47009,"Regina--Wascana/Regina--Wascana"," 61B","Regina",18,49,2,25,1,1,96,325
47009,"Regina--Wascana/Regina--Wascana"," 62","Regina",17,65,0,26,2,0,110,497
47009,"Regina--Wascana/Regina--Wascana"," 63A","Regina",7,33,1,18,5,0,64,324
47009,"Regina--Wascana/Regina--Wascana"," 63B","Regina",12,41,0,10,1,1,65,331
47009,"Regina--Wascana/Regina--Wascana"," 64","Regina",17,58,0,43,4,0,122,400
47009,"Regina--Wascana/Regina--Wascana"," 65","Regina",21,35,2,32,2,1,93,379
47009,"Regina--Wascana/Regina--Wascana"," 66","Regina",15,50,4,39,3,0,111,346
47009,"Regina--Wascana/Regina--Wascana"," 67","Regina",20,61,6,52,2,0,141,503
47009,"Regina--Wascana/Regina--Wascana"," 68A","Regina",36,62,2,51,8,0,159,429
47009,"Regina--Wascana/Regina--Wascana"," 68B","Regina",35,79,4,64,3,0,185,430
47009,"Regina--Wascana/Regina--Wascana"," 69","Regina",Void/Supprimé,,,,,,,
47009,"Regina--Wascana/Regina--Wascana"," 70","Regina",45,65,6,25,5,0,146,451
47009,"Regina--Wascana/Regina--Wascana"," 71","Regina",34,51,4,28,6,1,124,317
47009,"Regina--Wascana/Regina--Wascana"," 72","Regina",48,76,5,49,6,0,184,483
47009,"Regina--Wascana/Regina--Wascana"," 73","Regina",24,71,4,30,6,0,135,352
47009,"Regina--Wascana/Regina--Wascana"," 74","Regina",24,52,3,21,3,0,103,415
47009,"Regina--Wascana/Regina--Wascana"," 75","Regina",47,67,3,34,5,0,156,484
47009,"Regina--Wascana/Regina--Wascana"," 76","Regina",34,116,1,43,3,3,200,576
47009,"Regina--Wascana/Regina--Wascana"," 77","Regina",26,117,2,49,7,5,206,595
47009,"Regina--Wascana/Regina--Wascana"," 78","Regina",27,105,2,40,6,0,180,565
47009,"Regina--Wascana/Regina--Wascana"," 79","Regina",22,56,5,27,2,0,112,341
47009,"Regina--Wascana/Regina--Wascana"," 80A","Regina",24,52,5,29,1,3,114,433
47009,"Regina--Wascana/Regina--Wascana"," 80B","Regina",22,54,3,27,6,0,112,429
47009,"Regina--Wascana/Regina--Wascana"," 81","Regina",22,56,7,43,9,0,137,388
47009,"Regina--Wascana/Regina--Wascana"," 82","Regina",Void/Supprimé,,,,,,,
47009,"Regina--Wascana/Regina--Wascana"," 83","Regina",30,88,3,56,9,0,186,655
47009,"Regina--Wascana/Regina--Wascana"," 84","Regina",Void/Supprimé,,,,,,,
47009,"Regina--Wascana/Regina--Wascana"," 85","Regina",Void/Supprimé,,,,,,,
47009,"Regina--Wascana/Regina--Wascana"," 86","Regina",54,121,5,66,11,3,260,811
47009,"Regina--Wascana/Regina--Wascana"," 87","Regina",11,51,1,17,6,0,86,351
47009,"Regina--Wascana/Regina--Wascana"," 88","Regina",7,53,1,42,1,0,104,368
47009,"Regina--Wascana/Regina--Wascana"," 89","Regina",13,52,2,34,4,0,105,389
47009,"Regina--Wascana/Regina--Wascana"," 90","Regina",14,67,2,33,4,1,121,465
47009,"Regina--Wascana/Regina--Wascana"," 91","Regina",Void/Supprimé,,,,,,,
47009,"Regina--Wascana/Regina--Wascana"," 92A","Regina",30,69,5,62,13,1,180,446
47009,"Regina--Wascana/Regina--Wascana"," 92B","Regina",33,82,3,74,7,0,199,495
47009,"Regina--Wascana/Regina--Wascana"," 93","Regina",25,98,2,68,4,6,203,455
47009,"Regina--Wascana/Regina--Wascana"," 94","Regina",23,102,3,26,3,0,157,565
47009,"Regina--Wascana/Regina--Wascana"," 95","Regina",23,52,1,26,2,0,104,391
47009,"Regina--Wascana/Regina--Wascana"," 96","Regina",18,72,1,37,2,1,131,445
47009,"Regina--Wascana/Regina--Wascana"," 97","Regina",26,104,3,54,4,0,191,455
47009,"Regina--Wascana/Regina--Wascana"," 98","Regina",20,64,2,25,5,0,116,334
47009,"Regina--Wascana/Regina--Wascana"," 99","Regina",18,61,1,47,4,0,131,365
47009,"Regina--Wascana/Regina--Wascana"," 100","Regina",18,71,4,33,4,0,130,382
47009,"Regina--Wascana/Regina--Wascana"," 101","Regina",26,73,4,34,4,0,141,401
47009,"Regina--Wascana/Regina--Wascana"," 102","Regina",26,68,2,66,9,3,174,412
47009,"Regina--Wascana/Regina--Wascana"," 103","Regina",48,62,6,56,5,0,177,574
47009,"Regina--Wascana/Regina--Wascana"," 104","Regina",44,60,2,56,9,1,172,501
47009,"Regina--Wascana/Regina--Wascana"," 105","Regina",23,68,3,64,6,0,164,474
47009,"Regina--Wascana/Regina--Wascana"," 106","Regina",20,63,1,35,3,0,122,377
47009,"Regina--Wascana/Regina--Wascana"," 107","Regina",34,76,5,63,5,0,183,475
47009,"Regina--Wascana/Regina--Wascana"," 108","Regina",16,90,0,36,0,1,143,474
47009,"Regina--Wascana/Regina--Wascana"," 109","Regina",21,83,2,48,6,0,160,495
47009,"Regina--Wascana/Regina--Wascana"," 110","Regina",30,56,3,48,4,0,141,441
47009,"Regina--Wascana/Regina--Wascana"," 111","Regina",11,77,0,41,5,0,134,473
47009,"Regina--Wascana/Regina--Wascana"," 112","Regina",23,68,2,61,5,0,159,488
47009,"Regina--Wascana/Regina--Wascana"," 113","Regina",25,76,2,44,2,0,149,475
47009,"Regina--Wascana/Regina--Wascana"," 114","Regina",62,48,2,34,11,0,157,420
47009,"Regina--Wascana/Regina--Wascana"," 115A","Regina",29,66,1,24,5,0,125,405
47009,"Regina--Wascana/Regina--Wascana"," 115B","Regina",45,89,3,31,7,0,175,440
47009,"Regina--Wascana/Regina--Wascana"," 115C","Regina",24,80,4,37,2,2,149,458
47009,"Regina--Wascana/Regina--Wascana"," 116","Regina",Void/Supprimé,,,,,,,
47009,"Regina--Wascana/Regina--Wascana"," 117A","Regina",35,77,2,41,5,1,161,500
47009,"Regina--Wascana/Regina--Wascana"," 117B","Regina",28,99,1,26,3,1,158,530
47009,"Regina--Wascana/Regina--Wascana"," 118","Regina",33,106,1,52,3,1,196,555
47009,"Regina--Wascana/Regina--Wascana"," 119A","Regina",23,65,1,37,2,1,129,441
47009,"Regina--Wascana/Regina--Wascana"," 119B","Regina",23,60,1,34,3,1,122,450
47009,"Regina--Wascana/Regina--Wascana"," 119C","Regina",39,69,0,38,6,0,152,451
47009,"Regina--Wascana/Regina--Wascana"," 120","Regina",20,104,0,43,1,1,169,576
47009,"Regina--Wascana/Regina--Wascana"," 121A","Sherwood No.159",13,40,2,31,1,0,87,315
47009,"Regina--Wascana/Regina--Wascana"," 121B","Sherwood No.159",12,70,0,21,1,1,105,324
47009,"Regina--Wascana/Regina--Wascana"," 122","Regina",32,64,1,47,14,0,158,391
47009,"Regina--Wascana/Regina--Wascana"," 123","Regina",32,86,3,47,9,0,177,448
47009,"Regina--Wascana/Regina--Wascana"," 124","Regina",39,67,1,48,2,0,157,359
47009,"Regina--Wascana/Regina--Wascana"," 125","Regina",28,86,0,57,7,1,179,438
47009,"Regina--Wascana/Regina--Wascana"," 126","Regina",38,90,3,53,3,0,187,425
47009,"Regina--Wascana/Regina--Wascana"," 127A","Regina",35,57,4,45,9,0,150,371
47009,"Regina--Wascana/Regina--Wascana"," 127B","Regina",30,79,1,44,5,0,159,379
47009,"Regina--Wascana/Regina--Wascana"," 400","Regina",17,21,0,19,6,0,63,88
47009,"Regina--Wascana/Regina--Wascana"," 401","Regina",12,51,1,36,4,6,110,136
47009,"Regina--Wascana/Regina--Wascana"," 402","Regina",12,68,1,34,1,4,120,153
47009,"Regina--Wascana/Regina--Wascana"," 403","Regina",19,50,0,18,0,2,89,85
47009,"Regina--Wascana/Regina--Wascana"," 404","Regina",28,19,8,26,4,2,87,223
47009,"Regina--Wascana/Regina--Wascana"," 500","Mobile poll/Bureau itinérant",7,22,2,19,3,3,56,120
47009,"Regina--Wascana/Regina--Wascana"," 501","Regina",Merged with No./Fusionné avec le n°12,,,,,,,92
47009,"Regina--Wascana/Regina--Wascana"," 502","Mobile poll/Bureau itinérant",10,20,2,9,0,0,41,122
47009,"Regina--Wascana/Regina--Wascana"," 503","Mobile poll/Bureau itinérant",9,23,0,19,1,1,53,82
47009,"Regina--Wascana/Regina--Wascana"," 504","Mobile poll/Bureau itinérant",9,10,0,7,3,3,32,83
47009,"Regina--Wascana/Regina--Wascana"," 505","Mobile poll/Bureau itinérant",12,24,1,16,3,0,56,93
47009,"Regina--Wascana/Regina--Wascana"," 506","Regina",Merged with No./Fusionné avec le n°33,,,,,,,117
47009,"Regina--Wascana/Regina--Wascana"," 507","Mobile poll/Bureau itinérant",10,22,3,11,0,4,50,108
47009,"Regina--Wascana/Regina--Wascana"," 508","Mobile poll/Bureau itinérant",1,2,0,3,0,0,6,29
47009,"Regina--Wascana/Regina--Wascana"," 509","Mobile poll/Bureau itinérant",1,15,0,7,3,1,27,49
47009,"Regina--Wascana/Regina--Wascana"," 510","Mobile poll/Bureau itinérant",4,27,1,7,1,0,40,68
47009,"Regina--Wascana/Regina--Wascana"," 511","Mobile poll/Bureau itinérant",11,17,3,9,0,0,40,90
47009,"Regina--Wascana/Regina--Wascana"," 512","Mobile poll/Bureau itinérant",12,15,0,13,1,2,43,51
47009,"Regina--Wascana/Regina--Wascana"," 513","Mobile poll/Bureau itinérant",9,14,3,15,1,0,42,113
47009,"Regina--Wascana/Regina--Wascana"," 514","Mobile poll/Bureau itinérant",8,28,0,14,2,1,53,72
47009,"Regina--Wascana/Regina--Wascana"," 515","Mobile poll/Bureau itinérant",4,24,0,8,2,0,38,55
47009,"Regina--Wascana/Regina--Wascana"," 516","Mobile poll/Bureau itinérant",4,18,2,4,1,2,31,39
47009,"Regina--Wascana/Regina--Wascana"," 517","Mobile poll/Bureau itinérant",3,13,1,7,1,2,27,73
47009,"Regina--Wascana/Regina--Wascana"," 518","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°61A,,,,,,,35
47009,"Regina--Wascana/Regina--Wascana"," 519","Regina",Merged with No./Fusionné avec le n°93,,,,,,,44
47009,"Regina--Wascana/Regina--Wascana"," 520","Mobile poll/Bureau itinérant",12,21,0,16,2,1,52,76
47009,"Regina--Wascana/Regina--Wascana"," 521","Mobile poll/Bureau itinérant",1,31,0,1,3,0,36,58
47009,"Regina--Wascana/Regina--Wascana"," 522","Mobile poll/Bureau itinérant",9,87,0,33,1,4,134,164
47009,"Regina--Wascana/Regina--Wascana"," 523","Mobile poll/Bureau itinérant",2,7,0,6,0,0,15,21
47009,"Regina--Wascana/Regina--Wascana"," 524","Regina",Merged with No./Fusionné avec le n°104,,,,,,,1
47009,"Regina--Wascana/Regina--Wascana"," 525","Regina",Merged with No./Fusionné avec le n°99,,,,,,,9
47009,"Regina--Wascana/Regina--Wascana"," 526","Regina",Merged with No./Fusionné avec le n°59A,,,,,,,2
47009,"Regina--Wascana/Regina--Wascana"," 527","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°59A,,,,,,,5
47009,"Regina--Wascana/Regina--Wascana"," 528","Regina",Merged with No./Fusionné avec le n°59A,,,,,,,4
47009,"Regina--Wascana/Regina--Wascana"," 529","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°50B,,,,,,,6
47009,"Regina--Wascana/Regina--Wascana"," 530","Mobile poll/Bureau itinérant",1,4,0,3,0,0,8,6
47009,"Regina--Wascana/Regina--Wascana"," 531","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,
47009,"Regina--Wascana/Regina--Wascana"," 532","Regina",Merged with No./Fusionné avec le n°23,,,,,,,2
47009,"Regina--Wascana/Regina--Wascana"," 533","Mobile poll/Bureau itinérant",11,9,1,13,1,0,35,82
47009,"Regina--Wascana/Regina--Wascana"," 600","Regina",222,908,13,254,59,2,1458,
47009,"Regina--Wascana/Regina--Wascana"," 601","Regina",251,761,15,223,68,1,1319,
47009,"Regina--Wascana/Regina--Wascana"," 602","Regina",159,449,14,161,34,4,821,
47009,"Regina--Wascana/Regina--Wascana"," 603","Regina",106,155,15,187,20,4,487,
47009,"Regina--Wascana/Regina--Wascana"," 604","Regina",183,480,18,364,34,3,1082,
47009,"Regina--Wascana/Regina--Wascana"," 605","Regina",264,512,35,426,68,8,1313,
47009,"Regina--Wascana/Regina--Wascana"," 606","Regina",264,1187,21,513,68,4,2057,
47009,"Regina--Wascana/Regina--Wascana"," 607","Regina",259,1467,26,548,53,6,2359,
47009,"Regina--Wascana/Regina--Wascana"," 608","Regina",243,1458,20,513,74,8,2316,
47009,"Regina--Wascana/Regina--Wascana"," 609","Regina",166,861,10,444,42,8,1531,
47009,"Regina--Wascana/Regina--Wascana"," 610","Regina",228,612,21,496,40,6,1403,
47009,"Regina--Wascana/Regina--Wascana",,Group 1/Groupe 1, 114,184,9,138,12,28,485,199
47009,"Regina--Wascana/Regina--Wascana",,Group 2/Groupe 2, 525,1155,40,1122,40,77,2959,
