Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Alupa Clarke,Dalila Elhak,Camille Esther Garon,Ann Gingras,Claude Moreau,Lyne Verret,Julie Vignola,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24008,"Beauport--Limoilou/Beauport--Limoilou"," 28","Québec",55,0,8,33,0,3,56,2,157,496
24008,"Beauport--Limoilou/Beauport--Limoilou"," 29","Québec",54,3,20,38,0,4,59,7,185,469
24008,"Beauport--Limoilou/Beauport--Limoilou"," 30","Québec",72,3,16,44,0,3,32,3,173,446
24008,"Beauport--Limoilou/Beauport--Limoilou"," 31","Québec",74,3,13,46,0,1,39,3,179,435
24008,"Beauport--Limoilou/Beauport--Limoilou"," 32","Québec",76,5,16,35,1,0,44,5,182,545
24008,"Beauport--Limoilou/Beauport--Limoilou"," 33","Québec",64,0,15,42,0,1,51,5,178,451
24008,"Beauport--Limoilou/Beauport--Limoilou"," 34","Québec",89,3,14,50,0,1,62,2,221,524
24008,"Beauport--Limoilou/Beauport--Limoilou"," 35","Québec",90,1,9,35,0,0,49,4,188,427
24008,"Beauport--Limoilou/Beauport--Limoilou"," 36","Québec",73,0,7,32,0,1,38,3,154,364
24008,"Beauport--Limoilou/Beauport--Limoilou"," 37","Québec",76,2,16,27,0,1,58,2,182,419
24008,"Beauport--Limoilou/Beauport--Limoilou"," 38","Québec",89,3,13,34,0,3,38,1,181,423
24008,"Beauport--Limoilou/Beauport--Limoilou"," 39","Québec",108,1,9,40,0,3,68,6,235,484
24008,"Beauport--Limoilou/Beauport--Limoilou"," 40A","Québec",56,3,10,30,0,1,35,0,135,452
24008,"Beauport--Limoilou/Beauport--Limoilou"," 40B","Québec",58,0,5,32,0,0,31,2,128,424
24008,"Beauport--Limoilou/Beauport--Limoilou"," 41","Québec",69,3,19,38,0,2,48,4,183,508
24008,"Beauport--Limoilou/Beauport--Limoilou"," 42A","Québec",24,0,3,22,1,1,32,6,89,323
24008,"Beauport--Limoilou/Beauport--Limoilou"," 42B","Québec",26,2,7,21,0,0,18,1,75,318
24008,"Beauport--Limoilou/Beauport--Limoilou"," 43","Québec",39,3,11,37,0,7,31,2,130,455
24008,"Beauport--Limoilou/Beauport--Limoilou"," 44","Québec",46,9,23,52,0,1,50,5,186,425
24008,"Beauport--Limoilou/Beauport--Limoilou"," 45","Québec",39,1,13,48,1,7,48,2,159,386
24008,"Beauport--Limoilou/Beauport--Limoilou"," 46","Québec",44,6,23,44,1,5,71,3,197,475
24008,"Beauport--Limoilou/Beauport--Limoilou"," 47","Québec",65,4,13,39,1,2,54,3,181,422
24008,"Beauport--Limoilou/Beauport--Limoilou"," 48","Québec",44,9,21,42,1,4,47,4,172,420
24008,"Beauport--Limoilou/Beauport--Limoilou"," 49","Québec",49,2,19,37,2,1,53,3,166,415
24008,"Beauport--Limoilou/Beauport--Limoilou"," 50","Québec",44,2,8,26,1,1,21,2,105,299
24008,"Beauport--Limoilou/Beauport--Limoilou"," 51","Québec",32,8,18,26,0,1,41,5,131,476
24008,"Beauport--Limoilou/Beauport--Limoilou"," 52","Québec",42,4,23,55,1,5,49,4,183,556
24008,"Beauport--Limoilou/Beauport--Limoilou"," 53","Québec",43,1,10,51,0,4,51,3,163,439
24008,"Beauport--Limoilou/Beauport--Limoilou"," 54","Québec",56,3,18,41,0,6,61,7,192,592
24008,"Beauport--Limoilou/Beauport--Limoilou"," 55","Québec",37,0,9,39,0,2,37,3,127,418
24008,"Beauport--Limoilou/Beauport--Limoilou"," 56","Québec",95,2,31,66,1,2,92,9,298,786
24008,"Beauport--Limoilou/Beauport--Limoilou"," 57","Québec",38,4,10,34,0,4,44,6,140,340
24008,"Beauport--Limoilou/Beauport--Limoilou"," 58","Québec",39,1,17,19,0,7,44,1,128,367
24008,"Beauport--Limoilou/Beauport--Limoilou"," 59","Québec",56,7,23,49,0,1,34,2,172,566
24008,"Beauport--Limoilou/Beauport--Limoilou"," 60","Québec",35,2,33,47,0,2,46,9,174,470
24008,"Beauport--Limoilou/Beauport--Limoilou"," 61","Québec",74,4,19,56,0,8,89,8,258,616
24008,"Beauport--Limoilou/Beauport--Limoilou"," 62","Québec",54,1,10,58,0,0,58,7,188,477
24008,"Beauport--Limoilou/Beauport--Limoilou"," 63","Québec",36,2,20,33,0,5,45,2,143,421
24008,"Beauport--Limoilou/Beauport--Limoilou"," 64","Québec",58,6,16,48,0,4,60,2,194,425
24008,"Beauport--Limoilou/Beauport--Limoilou"," 65","Québec",36,3,6,49,0,1,55,3,153,383
24008,"Beauport--Limoilou/Beauport--Limoilou"," 66","Québec",55,2,15,30,0,2,51,3,158,423
24008,"Beauport--Limoilou/Beauport--Limoilou"," 67","Québec",55,8,18,38,0,2,46,1,168,350
24008,"Beauport--Limoilou/Beauport--Limoilou"," 68","Québec",54,6,24,60,0,2,61,6,213,483
24008,"Beauport--Limoilou/Beauport--Limoilou"," 69","Québec",60,5,12,44,1,2,49,3,176,373
24008,"Beauport--Limoilou/Beauport--Limoilou"," 70A","Québec",31,3,9,27,0,0,21,2,93,435
24008,"Beauport--Limoilou/Beauport--Limoilou"," 70B","Québec",45,4,3,38,0,1,43,3,137,230
24008,"Beauport--Limoilou/Beauport--Limoilou"," 71","Québec",43,3,6,24,0,2,33,2,113,547
24008,"Beauport--Limoilou/Beauport--Limoilou"," 72","Québec",56,1,9,27,0,3,40,5,141,432
24008,"Beauport--Limoilou/Beauport--Limoilou"," 73","Québec",70,0,10,39,1,2,65,4,191,514
24008,"Beauport--Limoilou/Beauport--Limoilou"," 74","Québec",29,1,14,14,0,1,21,6,86,381
24008,"Beauport--Limoilou/Beauport--Limoilou"," 75","Québec",79,2,8,30,0,6,55,4,184,453
24008,"Beauport--Limoilou/Beauport--Limoilou"," 76","Québec",55,5,8,32,0,0,40,0,140,391
24008,"Beauport--Limoilou/Beauport--Limoilou"," 77","Québec",49,3,5,36,1,5,46,0,145,459
24008,"Beauport--Limoilou/Beauport--Limoilou"," 78","Québec",14,3,3,37,0,1,28,7,93,344
24008,"Beauport--Limoilou/Beauport--Limoilou"," 79","Québec",58,7,14,55,0,3,68,13,218,417
24008,"Beauport--Limoilou/Beauport--Limoilou"," 80","Québec",34,3,10,21,0,4,27,4,103,384
24008,"Beauport--Limoilou/Beauport--Limoilou"," 81","Québec",36,2,10,42,0,0,18,1,109,446
24008,"Beauport--Limoilou/Beauport--Limoilou"," 82","Québec",47,2,18,40,0,2,22,6,137,440
24008,"Beauport--Limoilou/Beauport--Limoilou"," 83","Québec",42,3,22,33,1,7,49,4,161,419
24008,"Beauport--Limoilou/Beauport--Limoilou"," 84","Québec",23,5,13,29,0,1,48,6,125,430
24008,"Beauport--Limoilou/Beauport--Limoilou"," 85","Québec",52,6,15,56,2,8,63,5,207,554
24008,"Beauport--Limoilou/Beauport--Limoilou"," 86","Québec",48,3,25,48,0,3,50,1,178,482
24008,"Beauport--Limoilou/Beauport--Limoilou"," 87","Québec",21,4,8,28,0,0,26,4,91,477
24008,"Beauport--Limoilou/Beauport--Limoilou"," 88","Québec",37,5,11,49,0,2,48,2,154,598
24008,"Beauport--Limoilou/Beauport--Limoilou"," 89","Québec",25,4,28,57,0,7,25,5,151,500
24008,"Beauport--Limoilou/Beauport--Limoilou"," 90","Québec",42,3,25,37,0,3,36,3,149,499
24008,"Beauport--Limoilou/Beauport--Limoilou"," 91","Québec",25,3,31,43,1,2,40,2,147,412
24008,"Beauport--Limoilou/Beauport--Limoilou"," 92","Québec",20,2,18,20,0,4,41,1,106,319
24008,"Beauport--Limoilou/Beauport--Limoilou"," 93","Québec",45,3,27,33,0,0,51,2,161,437
24008,"Beauport--Limoilou/Beauport--Limoilou"," 94","Québec",34,9,20,27,0,0,40,9,139,427
24008,"Beauport--Limoilou/Beauport--Limoilou"," 95","Québec",33,7,50,33,1,2,42,2,170,415
24008,"Beauport--Limoilou/Beauport--Limoilou"," 96","Québec",24,11,27,40,4,4,50,2,162,495
24008,"Beauport--Limoilou/Beauport--Limoilou"," 97","Québec",37,5,29,33,0,2,50,3,159,464
24008,"Beauport--Limoilou/Beauport--Limoilou"," 98","Québec",21,0,22,41,0,2,43,7,136,399
24008,"Beauport--Limoilou/Beauport--Limoilou"," 99","Québec",30,4,35,31,1,6,80,6,193,546
24008,"Beauport--Limoilou/Beauport--Limoilou"," 100","Québec",19,4,12,20,1,2,25,3,86,359
24008,"Beauport--Limoilou/Beauport--Limoilou"," 101","Québec",25,1,28,25,1,4,39,2,125,430
24008,"Beauport--Limoilou/Beauport--Limoilou"," 102","Québec",25,5,32,26,0,1,40,4,133,426
24008,"Beauport--Limoilou/Beauport--Limoilou"," 103","Québec",17,1,18,30,0,1,30,2,99,411
24008,"Beauport--Limoilou/Beauport--Limoilou"," 104","Québec",20,3,25,28,1,4,39,5,125,401
24008,"Beauport--Limoilou/Beauport--Limoilou"," 105","Québec",21,7,25,26,0,1,57,4,141,407
24008,"Beauport--Limoilou/Beauport--Limoilou"," 106","Québec",19,1,28,30,0,5,41,11,135,393
24008,"Beauport--Limoilou/Beauport--Limoilou"," 107","Québec",14,1,34,44,0,4,43,1,141,456
24008,"Beauport--Limoilou/Beauport--Limoilou"," 108","Québec",12,3,31,28,0,2,51,0,127,365
24008,"Beauport--Limoilou/Beauport--Limoilou"," 109","Québec",22,2,18,22,0,3,38,4,109,329
24008,"Beauport--Limoilou/Beauport--Limoilou"," 110","Québec",40,5,17,33,0,2,63,7,167,590
24008,"Beauport--Limoilou/Beauport--Limoilou"," 111","Québec",20,5,17,27,0,2,23,3,97,329
24008,"Beauport--Limoilou/Beauport--Limoilou"," 112","Québec",34,2,18,26,0,5,49,1,135,337
24008,"Beauport--Limoilou/Beauport--Limoilou"," 113","Québec",22,3,19,32,0,1,35,5,117,380
24008,"Beauport--Limoilou/Beauport--Limoilou"," 114","Québec",26,6,23,37,0,0,42,6,140,360
24008,"Beauport--Limoilou/Beauport--Limoilou"," 115","Québec",32,11,38,23,0,2,38,5,149,410
24008,"Beauport--Limoilou/Beauport--Limoilou"," 116","Québec",29,8,38,40,2,4,59,4,184,451
24008,"Beauport--Limoilou/Beauport--Limoilou"," 117","Québec",38,2,10,28,0,3,63,2,146,385
24008,"Beauport--Limoilou/Beauport--Limoilou"," 118","Québec",23,5,17,30,1,6,33,5,120,425
24008,"Beauport--Limoilou/Beauport--Limoilou"," 119","Québec",19,3,18,30,2,3,35,4,114,313
24008,"Beauport--Limoilou/Beauport--Limoilou"," 120","Québec",17,4,21,28,2,7,44,5,128,410
24008,"Beauport--Limoilou/Beauport--Limoilou"," 121","Québec",41,8,45,53,0,2,80,3,232,531
24008,"Beauport--Limoilou/Beauport--Limoilou"," 122","Québec",24,8,21,66,0,2,69,2,192,448
24008,"Beauport--Limoilou/Beauport--Limoilou"," 123","Québec",24,9,36,40,0,10,50,7,176,447
24008,"Beauport--Limoilou/Beauport--Limoilou"," 124","Québec",27,6,63,49,2,2,71,5,225,417
24008,"Beauport--Limoilou/Beauport--Limoilou"," 125","Québec",20,7,63,57,1,5,72,4,229,482
24008,"Beauport--Limoilou/Beauport--Limoilou"," 126","Québec",22,6,40,41,0,1,57,1,168,363
24008,"Beauport--Limoilou/Beauport--Limoilou"," 127","Québec",22,7,33,37,1,1,38,1,140,384
24008,"Beauport--Limoilou/Beauport--Limoilou"," 128","Québec",43,1,30,40,0,2,48,9,173,415
24008,"Beauport--Limoilou/Beauport--Limoilou"," 129","Québec",17,10,28,39,0,2,32,0,128,411
24008,"Beauport--Limoilou/Beauport--Limoilou"," 130","Québec",26,11,29,34,0,3,56,6,165,418
24008,"Beauport--Limoilou/Beauport--Limoilou"," 131","Québec",18,5,46,45,1,1,88,1,205,475
24008,"Beauport--Limoilou/Beauport--Limoilou"," 132","Québec",29,10,36,45,1,3,70,5,199,481
24008,"Beauport--Limoilou/Beauport--Limoilou"," 133","Québec",30,5,23,31,1,3,32,6,131,551
24008,"Beauport--Limoilou/Beauport--Limoilou"," 134","Québec",21,3,29,29,1,4,45,4,136,512
24008,"Beauport--Limoilou/Beauport--Limoilou"," 135","Québec",13,5,21,34,0,3,32,3,111,317
24008,"Beauport--Limoilou/Beauport--Limoilou"," 136","Québec",35,5,79,50,0,3,70,7,249,481
24008,"Beauport--Limoilou/Beauport--Limoilou"," 137","Québec",22,9,37,40,1,3,61,2,175,389
24008,"Beauport--Limoilou/Beauport--Limoilou"," 138","Québec",23,8,45,24,1,2,59,6,168,389
24008,"Beauport--Limoilou/Beauport--Limoilou"," 139","Québec",11,12,62,43,1,1,77,2,209,427
24008,"Beauport--Limoilou/Beauport--Limoilou"," 140","Québec",22,6,39,46,0,0,67,6,186,421
24008,"Beauport--Limoilou/Beauport--Limoilou"," 141","Québec",16,5,28,29,0,4,52,5,139,368
24008,"Beauport--Limoilou/Beauport--Limoilou"," 142","Québec",30,6,49,57,1,5,63,4,215,509
24008,"Beauport--Limoilou/Beauport--Limoilou"," 143","Québec",20,9,54,50,0,4,66,7,210,476
24008,"Beauport--Limoilou/Beauport--Limoilou"," 144","Québec",15,3,39,35,0,1,30,4,127,328
24008,"Beauport--Limoilou/Beauport--Limoilou"," 145","Québec",22,6,49,68,1,3,69,2,220,443
24008,"Beauport--Limoilou/Beauport--Limoilou"," 146","Québec",15,9,63,62,1,5,94,4,253,469
24008,"Beauport--Limoilou/Beauport--Limoilou"," 147","Québec",23,5,64,45,0,1,77,9,224,426
24008,"Beauport--Limoilou/Beauport--Limoilou"," 148","Québec",46,3,23,34,0,6,32,6,150,409
24008,"Beauport--Limoilou/Beauport--Limoilou"," 149","Québec",26,3,24,38,1,2,36,2,132,377
24008,"Beauport--Limoilou/Beauport--Limoilou"," 150","Québec",9,5,17,13,0,7,31,5,87,410
24008,"Beauport--Limoilou/Beauport--Limoilou"," 151","Québec",22,2,13,30,0,1,19,0,87,412
24008,"Beauport--Limoilou/Beauport--Limoilou"," 152","Québec",26,7,24,31,1,2,29,3,123,403
24008,"Beauport--Limoilou/Beauport--Limoilou"," 153","Québec",23,4,15,22,0,1,18,3,86,416
24008,"Beauport--Limoilou/Beauport--Limoilou"," 154","Québec",29,5,23,34,3,4,18,1,117,410
24008,"Beauport--Limoilou/Beauport--Limoilou"," 155","Québec",23,10,18,36,0,4,37,5,133,382
24008,"Beauport--Limoilou/Beauport--Limoilou"," 156","Québec",19,4,38,22,0,0,39,8,130,393
24008,"Beauport--Limoilou/Beauport--Limoilou"," 157","Québec",16,7,46,42,2,4,64,4,185,413
24008,"Beauport--Limoilou/Beauport--Limoilou"," 158","Québec",27,6,52,52,1,4,59,0,201,490
24008,"Beauport--Limoilou/Beauport--Limoilou"," 159","Québec",17,10,55,40,2,2,72,3,201,412
24008,"Beauport--Limoilou/Beauport--Limoilou"," 160","Québec",27,5,19,28,0,3,38,6,126,396
24008,"Beauport--Limoilou/Beauport--Limoilou"," 161","Québec",24,19,65,75,1,2,96,4,286,564
24008,"Beauport--Limoilou/Beauport--Limoilou"," 162","Québec",22,2,34,47,1,5,57,7,175,436
24008,"Beauport--Limoilou/Beauport--Limoilou"," 163","Québec",35,5,32,38,1,4,53,5,173,505
24008,"Beauport--Limoilou/Beauport--Limoilou"," 164","Québec",43,9,24,36,0,8,35,6,161,481
24008,"Beauport--Limoilou/Beauport--Limoilou"," 165","Québec",27,11,23,27,1,2,39,7,137,433
24008,"Beauport--Limoilou/Beauport--Limoilou"," 400","Québec",33,0,3,29,0,1,23,0,89,202
24008,"Beauport--Limoilou/Beauport--Limoilou"," 401","Québec",97,2,5,63,1,3,68,6,245,423
24008,"Beauport--Limoilou/Beauport--Limoilou"," 402","Québec",Merged with No./Fusionné avec le n°76,,,,,,,,,278
24008,"Beauport--Limoilou/Beauport--Limoilou"," 403","Québec",26,0,1,40,1,3,10,3,84,162
24008,"Beauport--Limoilou/Beauport--Limoilou"," 404","Québec",42,2,4,213,0,4,43,13,321,431
24008,"Beauport--Limoilou/Beauport--Limoilou"," 405","Québec",11,0,0,45,0,2,21,3,82,120
24008,"Beauport--Limoilou/Beauport--Limoilou"," 406","Québec",38,0,3,87,0,2,24,23,177,228
24008,"Beauport--Limoilou/Beauport--Limoilou"," 407","Québec",14,0,4,42,0,1,36,11,108,134
24008,"Beauport--Limoilou/Beauport--Limoilou"," 500","Mobile poll/Bureau itinérant",2,0,0,6,0,2,3,3,16,28
24008,"Beauport--Limoilou/Beauport--Limoilou"," 501","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°9,,,,,,,,,40
24008,"Beauport--Limoilou/Beauport--Limoilou"," 502","Mobile poll/Bureau itinérant",3,2,1,7,0,2,11,3,29,46
24008,"Beauport--Limoilou/Beauport--Limoilou"," 503","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°55,,,,,,,,,32
24008,"Beauport--Limoilou/Beauport--Limoilou"," 504","Mobile poll/Bureau itinérant",0,0,1,14,0,0,2,0,17,38
24008,"Beauport--Limoilou/Beauport--Limoilou"," 505","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°49,,,,,,,,,30
24008,"Beauport--Limoilou/Beauport--Limoilou"," 506","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°72,,,,,,,,,21
24008,"Beauport--Limoilou/Beauport--Limoilou"," 507","Mobile poll/Bureau itinérant",5,0,0,20,0,0,3,3,31,70
24008,"Beauport--Limoilou/Beauport--Limoilou"," 508","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°65,,,,,,,,,20
24008,"Beauport--Limoilou/Beauport--Limoilou"," 509","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°66,,,,,,,,,58
24008,"Beauport--Limoilou/Beauport--Limoilou"," 510","Mobile poll/Bureau itinérant",5,1,0,10,0,1,2,3,22,41
24008,"Beauport--Limoilou/Beauport--Limoilou"," 511","Mobile poll/Bureau itinérant",1,0,1,13,0,0,6,3,24,35
24008,"Beauport--Limoilou/Beauport--Limoilou"," 512","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°69,,,,,,,,,32
24008,"Beauport--Limoilou/Beauport--Limoilou"," 513","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°84,,,,,,,,,10
24008,"Beauport--Limoilou/Beauport--Limoilou"," 514","Mobile poll/Bureau itinérant",7,0,1,30,0,2,4,2,46,88
24008,"Beauport--Limoilou/Beauport--Limoilou"," 515","Mobile poll/Bureau itinérant",12,0,1,29,0,2,18,9,71,137
24008,"Beauport--Limoilou/Beauport--Limoilou"," 516","Mobile poll/Bureau itinérant",6,1,2,15,1,1,6,0,32,110
24008,"Beauport--Limoilou/Beauport--Limoilou"," 517","Mobile poll/Bureau itinérant",3,0,0,14,0,0,5,4,26,55
24008,"Beauport--Limoilou/Beauport--Limoilou"," 518","Mobile poll/Bureau itinérant",3,0,0,16,0,3,8,1,31,75
24008,"Beauport--Limoilou/Beauport--Limoilou"," 519","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°157,,,,,,,,,17
24008,"Beauport--Limoilou/Beauport--Limoilou"," 520","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°132,,,,,,,,,30
24008,"Beauport--Limoilou/Beauport--Limoilou"," 521","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°132,,,,,,,,,35
24008,"Beauport--Limoilou/Beauport--Limoilou"," 522","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°126,,,,,,,,,13
24008,"Beauport--Limoilou/Beauport--Limoilou"," 523","Mobile poll/Bureau itinérant",3,1,0,11,2,0,2,2,21,51
24008,"Beauport--Limoilou/Beauport--Limoilou"," 524","Mobile poll/Bureau itinérant",8,0,0,26,1,1,6,6,48,76
24008,"Beauport--Limoilou/Beauport--Limoilou"," 525","Mobile poll/Bureau itinérant",5,1,1,3,0,0,6,0,16,37
24008,"Beauport--Limoilou/Beauport--Limoilou"," 526","Mobile poll/Bureau itinérant",9,1,0,27,0,1,11,3,52,78
24008,"Beauport--Limoilou/Beauport--Limoilou"," 527","Mobile poll/Bureau itinérant",2,0,0,6,0,0,2,3,13,26
24008,"Beauport--Limoilou/Beauport--Limoilou"," 600","Québec",783,13,57,343,1,19,505,20,1741,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 601","Québec",731,13,61,295,0,10,439,16,1565,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 602","Québec",634,14,56,317,4,8,453,20,1506,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 603","Québec",552,12,73,369,2,22,502,18,1550,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 604","Québec",486,24,46,316,1,14,372,18,1277,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 605","Québec",763,27,35,542,5,33,647,33,2085,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 606","Québec",332,4,34,246,2,15,326,16,975,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 607","Québec",181,17,87,227,2,14,285,21,834,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 608","Québec",318,13,54,180,1,15,257,8,846,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 609","Québec",188,23,69,231,1,15,356,14,897,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 610","Québec",275,18,90,312,3,19,385,8,1110,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 611","Québec",324,13,79,383,7,23,408,37,1274,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 612","Québec",232,24,114,253,2,15,348,26,1014,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 613","Québec",192,18,139,273,1,16,448,14,1101,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 614","Québec",147,27,176,248,3,8,373,16,998,
24008,"Beauport--Limoilou/Beauport--Limoilou",,Group 1/Groupe 1, 118,13,38,88,0,3,91,25,376,88
24008,"Beauport--Limoilou/Beauport--Limoilou",,Group 2/Groupe 2, 436,16,98,649,4,9,525,83,1820,
