Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Alexandre Bellemare,Ruth Ellen Brosseau,Denis Brown,Steven Lamirande,Yves Perron,Laurence Requilé,Geneviève Sénécal,Léo Soulières,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 45","Saint-Paulin",21,65,1,1,30,4,3,18,1,144,439
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 46","Saint-Paulin",12,62,1,0,41,2,4,6,0,128,365
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 47","Saint-Sévère",14,69,1,0,39,2,3,8,2,138,235
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 48","Trois-Rivières",25,81,0,1,48,1,6,36,0,198,411
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 49","Trois-Rivières",24,44,2,0,39,1,3,23,2,138,361
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 50","Trois-Rivières",15,73,0,0,49,2,3,44,4,190,438
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 51","Trois-Rivières",41,88,2,2,55,0,4,51,3,246,566
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 52","Trois-Rivières",34,67,0,1,35,1,3,37,1,179,457
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 53","Trois-Rivières",44,103,0,0,57,5,8,41,4,262,695
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 54","Trois-Rivières",28,60,0,0,42,1,0,41,2,174,379
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 55","Trois-Rivières",23,74,0,0,48,2,2,40,3,192,428
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 56","Trois-Rivières",19,51,0,0,28,2,2,33,1,136,324
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 57","Mandeville",30,43,1,2,113,2,12,15,2,220,527
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 58","Mandeville",27,41,3,0,76,0,7,19,6,179,410
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 59","Mandeville",38,32,4,2,112,0,7,16,9,220,401
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 60","Mandeville",30,51,1,0,75,0,8,15,9,189,393
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 61","Mandeville",19,28,5,1,77,1,5,27,3,166,373
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 62","Trois-Rivières",17,70,1,1,44,1,10,16,2,162,419
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 63","Trois-Rivières",26,62,0,0,48,3,6,37,3,185,450
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 64","Trois-Rivières",19,46,0,0,27,0,1,18,0,111,398
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 65","Trois-Rivières",18,56,0,0,26,4,1,13,6,124,340
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 66","Trois-Rivières",40,49,2,0,59,2,1,29,1,183,614
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 67","Trois-Rivières",32,53,0,0,39,0,1,19,2,146,440
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 68","Trois-Rivières",30,74,0,1,38,1,8,42,3,197,493
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 69","Trois-Rivières",25,45,1,0,50,1,7,29,3,161,470
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 70","Sainte-Angèle-de-Prémont",11,66,1,1,28,4,4,23,1,139,288
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 71","Sainte-Angèle-de-Prémont",11,46,0,0,41,0,6,9,2,115,260
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 72","Saint-Léon-le-Grand",19,132,1,0,35,3,0,28,6,224,388
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 73","Saint-Léon-le-Grand",19,100,6,0,54,0,5,14,2,200,379
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 74","Yamachiche",13,87,1,1,32,2,0,5,1,142,346
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 75","Yamachiche",18,58,0,0,35,2,1,5,1,120,386
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 76","Yamachiche",14,76,1,0,24,2,3,12,1,133,370
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 77","Yamachiche",17,92,1,1,24,1,3,14,3,156,404
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 78","Yamachiche",6,72,1,1,23,0,4,19,0,126,318
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 79","Yamachiche",5,61,1,0,20,0,3,10,2,102,352
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 80","Saint-Didace",25,37,2,4,58,6,10,6,5,153,327
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 81","Saint-Didace",18,35,6,1,59,2,5,12,1,139,277
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 82","Saint-Édouard-de-Maskinongé",23,90,0,1,64,1,6,20,4,209,383
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 83","Saint-Édouard-de-Maskinongé",21,70,2,1,55,1,13,17,2,182,352
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 84","Sainte-Ursule",16,76,0,1,31,3,1,13,0,141,283
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 85","Sainte-Ursule",16,60,4,0,25,1,3,5,3,117,231
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 86","Sainte-Ursule",21,84,0,3,42,1,3,18,1,173,297
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 87","Sainte-Ursule",11,74,0,1,20,1,2,9,2,120,233
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 88","Louiseville",9,66,0,0,36,0,1,13,0,125,350
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 89","Louiseville",16,47,1,0,21,0,8,13,0,106,391
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 90","Louiseville",18,54,0,1,35,0,7,15,3,133,393
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 91","Louiseville",19,65,2,1,18,0,0,12,4,121,381
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 92","Louiseville",14,31,0,0,16,2,4,2,5,74,312
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 93","Louiseville",17,53,0,0,17,0,1,11,1,100,286
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 94","Louiseville",9,39,0,0,22,1,5,11,0,87,349
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 95","Louiseville",19,56,0,0,26,0,1,11,3,116,391
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 96","Saint-Damien",22,33,5,2,73,0,10,8,1,154,339
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 97","Saint-Damien",33,21,4,1,81,2,5,17,5,169,427
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 98","Saint-Damien",23,31,2,3,86,4,3,16,0,168,395
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 99","Saint-Damien",25,20,0,0,55,1,7,10,4,122,348
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 100","Saint-Damien",32,48,4,0,77,4,5,8,3,181,428
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 101","Louiseville",22,45,0,0,18,1,2,15,2,105,386
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 102","Louiseville",14,38,0,0,18,0,2,4,1,77,283
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 103","Louiseville",22,85,0,0,32,0,1,9,1,150,349
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 104","Louiseville",18,71,0,0,35,2,4,15,1,146,359
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 105","Louiseville",19,95,2,1,39,0,3,12,2,173,439
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 106","Louiseville",19,97,0,1,27,3,5,18,1,171,434
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 107","Louiseville",14,65,0,0,37,3,0,19,1,139,382
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 108","Louiseville",12,50,2,0,30,2,2,10,1,109,298
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 109","Saint-Justin",20,51,2,3,33,6,3,9,5,132,254
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 110","Saint-Justin",13,95,1,1,39,1,4,14,3,171,328
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 111","Saint-Justin",20,54,4,0,32,1,3,12,2,128,265
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 112","Saint-Gabriel-de-Brandon",11,28,2,1,36,1,0,2,1,82,240
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 113","Saint-Gabriel",9,23,1,2,22,0,3,8,5,73,265
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 114","Saint-Gabriel-de-Brandon",15,27,1,1,28,3,2,8,1,86,257
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 115","Saint-Gabriel",14,32,1,1,53,0,12,6,5,124,374
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 116","Saint-Gabriel",16,31,3,0,50,2,9,14,1,126,422
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 117","Saint-Gabriel",11,21,1,1,26,3,8,8,4,83,280
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 118","Saint-Gabriel",20,30,4,2,32,2,9,6,0,105,364
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 119","Saint-Gabriel-de-Brandon",21,30,1,1,50,0,6,15,1,125,378
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 120","Saint-Gabriel-de-Brandon",11,41,1,0,50,2,4,25,0,134,398
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 121","Saint-Gabriel",19,23,0,0,73,1,3,9,5,133,336
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 122","Saint-Gabriel-de-Brandon",30,44,3,1,80,2,2,18,0,180,453
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 123","Saint-Gabriel-de-Brandon",23,30,0,1,66,2,5,24,7,158,402
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 124","Saint-Gabriel-de-Brandon",12,38,1,0,50,3,6,22,0,132,328
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 125","Maskinongé",26,74,1,1,29,0,5,10,2,148,407
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 126","Maskinongé",20,64,0,0,32,2,3,11,4,136,370
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 127","Maskinongé",26,43,0,0,18,0,4,12,3,106,295
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 128","Maskinongé",21,107,2,0,27,1,1,14,2,175,421
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 129","Maskinongé",20,67,3,1,43,1,5,16,1,157,378
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 130","Saint-Barthélemy",26,24,0,1,33,6,4,6,2,102,259
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 131","Saint-Barthélemy",22,47,5,2,33,0,3,12,1,125,278
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 132","Saint-Barthélemy",11,44,0,2,45,1,4,17,1,125,254
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 133","Saint-Barthélemy",24,71,1,2,37,0,6,13,3,157,285
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 134","Saint-Barthélemy",16,76,1,2,43,1,2,10,4,155,295
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 135","Saint-Barthélemy",16,42,1,0,35,0,2,12,2,110,254
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 136","Saint-Cléophas-de-Brandon",7,41,5,3,73,5,14,16,1,165,299
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 137","Saint-Cuthbert",14,47,3,0,42,2,7,15,2,132,368
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 138","Saint-Cuthbert",12,52,0,0,20,1,2,8,2,97,230
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 139","Saint-Cuthbert",14,51,2,1,32,1,11,9,2,123,283
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 140","Saint-Cuthbert",9,68,1,0,49,0,4,9,2,142,297
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 141","Saint-Cuthbert",12,53,1,0,19,3,7,10,6,111,365
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 142","Saint-Jean-de-Matha",36,23,2,0,75,3,1,13,1,154,429
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 143","Saint-Jean-de-Matha",25,21,2,0,60,2,7,12,4,133,347
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 144","Saint-Jean-de-Matha",26,11,2,0,69,3,9,13,0,133,442
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 145","Saint-Jean-de-Matha",26,23,2,2,85,0,8,7,2,155,414
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 146","Saint-Jean-de-Matha",28,28,0,1,58,2,7,13,5,142,331
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 147","Saint-Jean-de-Matha",29,27,5,1,84,3,6,10,3,168,363
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 148","Saint-Jean-de-Matha",23,21,1,0,77,1,2,18,0,143,376
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 149","Saint-Jean-de-Matha",13,12,1,1,34,0,4,4,1,70,266
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 150","Saint-Jean-de-Matha",22,21,3,1,37,3,5,9,0,101,250
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 151","Saint-Jean-de-Matha",13,24,1,0,77,1,9,8,0,133,404
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 152","Saint-Jean-de-Matha",22,8,0,1,59,2,4,10,0,106,331
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 153","Saint-Norbert",20,40,5,1,43,3,3,10,1,126,222
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 154","Saint-Norbert",17,40,3,0,70,2,7,7,5,151,286
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 155","Saint-Norbert",16,65,4,0,64,0,8,22,1,180,359
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 156","Saint-Ignace-de-Loyola",29,57,0,3,60,2,4,15,4,174,405
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 157","La Visitation-de-l'Île-Dupas",6,23,0,0,20,3,1,9,1,63,249
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 158","Saint-Ignace-de-Loyola",15,60,1,0,41,2,12,19,3,153,368
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 159","Saint-Ignace-de-Loyola",17,71,2,0,55,2,5,11,2,165,369
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 160","La Visitation-de-l'Île-Dupas",9,37,0,0,51,1,7,13,4,122,328
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 161","Saint-Ignace-de-Loyola",20,37,1,1,44,3,2,9,2,119,360
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 162","Saint-Ignace-de-Loyola",15,57,0,1,61,1,1,8,2,146,299
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 163","Saint-Félix-de-Valois",30,32,6,0,60,3,3,10,5,149,375
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 164","Saint-Félix-de-Valois",16,21,0,1,83,2,6,19,4,152,323
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 165","Saint-Félix-de-Valois",15,20,5,1,47,0,8,16,2,114,327
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 166","Saint-Félix-de-Valois",7,12,1,2,48,1,8,7,2,88,263
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 167","Saint-Félix-de-Valois",11,16,0,0,50,0,3,7,3,90,273
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 168","Saint-Félix-de-Valois",18,23,3,0,91,1,4,20,3,163,419
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 169","Saint-Félix-de-Valois",26,14,0,0,49,0,1,8,5,103,378
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 170","Saint-Félix-de-Valois",8,13,1,0,32,0,3,3,0,60,235
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 171","Saint-Félix-de-Valois",17,17,3,2,44,0,6,16,1,106,301
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 172","Saint-Félix-de-Valois",21,21,3,1,58,3,7,11,1,126,271
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 173","Saint-Félix-de-Valois",10,29,3,0,53,1,5,23,2,126,269
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 174","Saint-Félix-de-Valois",20,20,0,1,50,0,2,14,1,108,273
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 175","Saint-Félix-de-Valois",42,34,4,2,110,10,10,23,9,244,734
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 176","Saint-Félix-de-Valois",19,21,0,1,77,2,0,14,2,136,355
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 177","Saint-Félix-de-Valois",22,11,1,1,64,0,7,13,3,122,353
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 178","Saint-Félix-de-Valois",18,24,2,1,92,3,8,17,3,168,458
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 179","Sainte-Geneviève-de-Berthier",17,30,1,2,33,0,2,20,1,106,343
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 180","Sainte-Geneviève-de-Berthier",10,55,2,0,44,5,4,22,1,143,343
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 181","Berthierville",9,44,0,0,35,1,7,12,1,109,322
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 182","Berthierville",20,27,2,0,40,1,7,20,4,121,410
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 183","Berthierville",11,17,1,0,15,1,5,13,1,64,259
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 184","Berthierville",22,28,0,1,19,2,9,6,2,89,266
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 185","Berthierville",24,46,1,0,35,1,2,12,4,125,365
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 186","Sainte-Élisabeth",16,57,2,1,51,1,4,12,7,151,290
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 187","Sainte-Élisabeth",21,45,0,0,47,1,7,17,4,142,254
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 188","Sainte-Élisabeth",18,35,1,2,47,2,5,19,8,137,286
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 189","Sainte-Élisabeth",26,68,4,1,72,1,3,21,2,198,341
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 190","Sainte-Geneviève-de-Berthier",16,62,1,1,36,1,6,22,2,147,322
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 191","Sainte-Geneviève-de-Berthier",21,70,0,2,45,7,7,20,6,178,337
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 192","Berthierville",19,34,1,0,37,0,1,10,0,102,255
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 193","Berthierville",18,30,0,1,48,1,6,11,0,115,324
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 194","Berthierville",22,56,0,0,44,0,7,20,0,149,445
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 195","Berthierville",13,27,0,0,23,1,3,8,3,78,287
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 196","Berthierville",12,45,0,1,36,0,3,13,7,117,346
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 197","Sainte-Geneviève-de-Berthier",15,45,1,0,35,2,3,10,1,112,327
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 198","Sainte-Geneviève-de-Berthier",19,34,0,0,70,2,4,18,5,152,391
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 199","Lanoraie",33,46,2,1,55,3,2,12,2,156,357
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 200","Lanoraie",29,48,3,0,64,0,6,5,3,158,395
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 201","Lanoraie",19,24,0,0,46,0,5,3,3,100,277
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 202","Lanoraie",7,24,1,4,52,3,7,10,3,111,305
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 203","Lanoraie",16,22,1,0,48,1,4,13,0,105,321
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 204","Lanoraie",18,22,1,0,26,4,4,8,2,85,309
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 205","Lanoraie",24,41,2,0,67,1,4,18,3,160,405
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 206","Lanoraie",31,48,1,0,83,2,5,18,6,194,461
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 207","Lanoraie",20,43,0,1,42,3,8,16,4,137,300
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 208","Lanoraie",22,48,3,0,73,1,8,29,5,189,521
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 209","Lanoraie",26,54,2,1,77,2,2,18,1,183,401
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 210","Lavaltrie",35,34,3,1,124,3,14,14,11,239,475
