Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Yavar Hameed,Jennifer Jennekens,Sean Mulligan,David Stibbe,Anita Vandenbeld,David Yeo,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 87","Ottawa",38,89,2,4,88,11,3,235,431
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 88","Ottawa",35,50,1,5,67,10,5,173,365
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 89","Ottawa",28,56,1,4,72,9,1,171,390
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 90","Ottawa",19,60,3,9,59,9,0,159,403
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 91","Ottawa",31,55,1,1,57,9,2,156,425
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 92","Ottawa",62,52,1,7,70,12,0,204,472
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 93","Ottawa",61,25,0,2,93,6,0,187,389
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 94","Ottawa",76,103,3,12,115,10,0,319,337
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 95","Ottawa",Merged with No./Fusionné avec le n°94,,,,,,,,311
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 96","Ottawa",52,58,0,7,89,5,0,211,408
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 97","Ottawa",45,70,2,4,72,5,0,198,349
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 98","Ottawa",28,43,1,4,78,8,1,163,453
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 99","Ottawa",Merged with No./Fusionné avec le n°76A,,,,,,,,302
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 100","Ottawa",33,36,0,0,51,5,1,126,392
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 101","Ottawa",44,20,0,1,46,6,1,118,376
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 102","Ottawa",60,47,2,6,123,8,5,251,508
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 103","Ottawa",48,36,0,1,75,11,0,171,451
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 104","Ottawa",25,30,0,3,51,2,0,111,372
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 105","Ottawa",43,29,3,6,34,2,1,118,372
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 106","Ottawa",30,44,1,6,38,10,1,130,386
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 107","Ottawa",46,41,0,5,37,6,1,136,419
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 108","Ottawa",54,25,0,5,43,6,1,134,318
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 109","Ottawa",41,51,1,8,100,8,1,210,553
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 110","Ottawa",39,46,0,6,56,6,0,153,435
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 111","Ottawa",36,46,0,6,57,5,1,151,463
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 112","Ottawa",55,38,2,7,89,7,0,198,463
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 113","Ottawa",30,53,1,2,93,7,3,189,413
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 114","Ottawa",22,77,7,2,88,8,0,204,457
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 115","Ottawa",29,50,0,0,59,13,1,152,367
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 116","Ottawa",38,102,2,7,72,9,4,234,565
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 117","Ottawa",23,82,0,1,66,15,1,188,462
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 118","Ottawa",45,71,0,7,76,10,0,209,461
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 119","Ottawa",127,38,0,4,50,8,0,227,566
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 120","Ottawa",Merged with No./Fusionné avec le n°122,,,,,,,,254
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 121","Ottawa",54,56,0,4,69,2,1,186,480
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 122","Ottawa",74,41,1,6,85,4,1,212,389
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 123","Ottawa",36,70,2,6,108,7,1,230,350
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 124","Ottawa",32,97,0,9,117,6,1,262,397
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 125","Ottawa",23,78,0,1,69,2,1,174,407
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 126","Ottawa",Merged with No./Fusionné avec le n°124,,,,,,,,277
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 127","Ottawa",35,28,1,6,71,8,1,150,432
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 128","Ottawa",30,53,0,1,106,6,3,199,354
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 129A","Ottawa",22,18,1,4,82,1,3,131,405
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 129B","Ottawa",20,25,0,2,52,4,3,106,417
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 130","Ottawa",Merged with No./Fusionné avec le n°128,,,,,,,,138
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 131","Ottawa",41,37,2,6,78,10,2,176,457
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 132","Ottawa",47,75,1,10,116,13,2,264,494
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 133","Ottawa",21,66,0,13,61,11,0,172,411
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 134","Ottawa",54,100,1,16,143,9,0,323,445
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 135","Ottawa",Merged with No./Fusionné avec le n°137,,,,,,,,394
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 136","Ottawa",Merged with No./Fusionné avec le n°132,,,,,,,,428
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 137","Ottawa",46,74,0,11,96,14,2,243,432
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 138","Ottawa",Merged with No./Fusionné avec le n°134,,,,,,,,393
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 139","Ottawa",55,52,2,2,76,3,1,191,533
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 140","Ottawa",Merged with No./Fusionné avec le n°123,,,,,,,,347
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 141","Ottawa",38,57,0,5,82,7,0,189,414
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 142","Ottawa",57,40,1,3,54,5,0,160,358
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 143","Ottawa",41,48,0,9,115,8,7,228,530
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 144","Nepean ",Void/Supprimé,,,,,,,,
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 145","Ottawa",62,55,2,4,127,6,4,260,571
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 146","Ottawa",27,37,2,2,84,3,0,155,456
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 147","Ottawa",60,39,0,7,124,8,0,238,270
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 148A","Ottawa",45,25,0,4,86,5,0,165,361
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 148B","Ottawa",46,28,1,2,83,4,2,166,377
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 149","Ottawa",58,43,2,11,149,5,5,273,566
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 150","Ottawa",52,72,1,8,117,4,1,255,677
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 151","Ottawa",22,42,1,5,77,8,1,156,426
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 152","Ottawa",51,95,1,7,102,14,2,272,377
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 153","Ottawa",23,57,0,4,82,5,1,172,524
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 154","Ottawa",Merged with No./Fusionné avec le n°152,,,,,,,,311
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 155","Ottawa",28,94,1,10,99,11,1,244,423
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 156","Ottawa",24,77,0,8,91,4,1,205,368
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 157","Ottawa",28,48,1,9,81,9,0,176,351
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 158","Ottawa",49,47,4,11,71,15,3,200,488
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 159","Ottawa",35,42,1,7,47,9,0,141,445
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 160","Ottawa",48,28,1,5,100,18,0,200,459
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 161","Ottawa",57,90,1,11,145,5,0,309,583
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 162","Ottawa",63,99,0,12,165,8,0,347,628
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 163","Ottawa",34,69,0,9,90,5,0,207,432
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 164","Ottawa",18,68,1,9,107,0,1,204,429
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 165","Ottawa",60,51,0,6,80,10,2,209,424
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 166","Ottawa",52,45,2,5,87,8,2,201,387
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 167","Ottawa",47,57,3,5,130,12,0,254,489
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 168","Ottawa",64,65,1,8,130,11,0,279,363
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 169","Ottawa",26,46,1,4,79,1,1,158,483
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 170","Ottawa",Merged with No./Fusionné avec le n°168,,,,,,,,251
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 400","Ottawa",Merged with No./Fusionné avec le n°20,,,,,,,,186
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 401","Ottawa",Merged with No./Fusionné avec le n°60B,,,,,,,,121
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 402","Ottawa",34,36,2,1,55,12,2,142,248
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 403","Ottawa",25,71,2,10,89,6,0,203,303
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 404","Ottawa",52,42,2,4,62,5,1,168,288
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 405","Ottawa",42,36,1,4,70,7,1,161,287
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 406","Ottawa",41,37,6,2,74,3,2,165,253
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 407","Ottawa",27,37,1,4,74,3,0,146,218
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 408","Ottawa",43,55,2,2,78,14,1,195,256
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 409","Ottawa",19,57,0,6,80,6,3,171,253
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 410","Ottawa",Merged with No./Fusionné avec le n°411,,,,,,,,212
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 411","Ottawa",58,104,3,7,119,3,5,299,276
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 412","Ottawa",15,74,1,2,76,1,5,174,256
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 413","Ottawa",33,59,1,6,69,3,2,173,258
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 414","Ottawa",26,19,1,3,46,8,0,103,226
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 415","Ottawa",Merged with No./Fusionné avec le n°414,,,,,,,,212
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 416","Ottawa",Merged with No./Fusionné avec le n°52,,,,,,,,209
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 417","Ottawa",27,56,1,8,69,0,1,162,283
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 418","Ottawa",22,46,3,6,87,0,0,164,282
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 419","Ottawa",45,60,1,6,64,9,0,185,307
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 420","Ottawa",37,16,0,5,32,1,1,92,160
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 421","Ottawa",61,20,1,5,64,4,0,155,271
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 422","Ottawa",33,46,0,8,87,6,2,182,310
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 423","Ottawa",15,87,5,1,79,2,2,191,284
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 424","Ottawa",Merged with No./Fusionné avec le n°76B,,,,,,,,136
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 425","Ottawa",37,72,1,8,80,9,4,211,296
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 426","Ottawa",25,49,1,2,94,3,1,175,314
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 427","Ottawa",Merged with No./Fusionné avec le n°118,,,,,,,,46
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 428","Ottawa",55,39,0,4,63,5,1,167,306
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 429","Ottawa",36,70,0,9,119,5,2,241,387
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 430","Ottawa",40,44,0,3,78,6,3,174,272
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 431","Ottawa",21,11,0,3,27,4,2,68,181
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 432","Ottawa",43,67,1,7,71,10,3,202,369
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 433","Ottawa",Merged with No./Fusionné avec le n°147,,,,,,,,270
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 434","Ottawa",47,27,1,3,58,6,0,142,236
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 435","Mobile poll/Bureau itinérant",11,54,1,2,68,1,8,145,175
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 500","Mobile poll/Bureau itinérant",4,9,1,0,13,0,0,27,70
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 501","Mobile poll/Bureau itinérant",4,4,0,0,14,0,0,22,56
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 502","Mobile poll/Bureau itinérant",4,27,0,2,47,0,0,80,136
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 503","Mobile poll/Bureau itinérant",5,10,0,0,10,0,2,27,101
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 504","Mobile poll/Bureau itinérant",4,6,0,2,23,2,0,37,84
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 505","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°506,,,,,,,,86
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 506","Mobile poll/Bureau itinérant",8,18,2,1,36,1,2,68,82
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 507","Mobile poll/Bureau itinérant",8,16,3,7,30,0,2,66,150
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 508","Mobile poll/Bureau itinérant",10,16,2,2,43,2,1,76,149
