Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Denis Blanchette,Ali Dahan,Marc Dean,Gilles Lépine,Joël Lightbound,Hamid Nadji,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24044,"Louis-Hébert/Louis-Hébert"," 53A","Québec",3,3,24,14,40,8,1,93,249
24044,"Louis-Hébert/Louis-Hébert"," 53B","Québec",4,2,38,55,64,18,2,183,468
24044,"Louis-Hébert/Louis-Hébert"," 54","Québec",2,1,33,29,53,9,5,132,505
24044,"Louis-Hébert/Louis-Hébert"," 55","Québec",5,2,31,28,52,27,1,146,400
24044,"Louis-Hébert/Louis-Hébert"," 56","Québec",5,2,27,24,50,16,2,126,326
24044,"Louis-Hébert/Louis-Hébert"," 57","Québec",6,0,27,26,34,19,3,115,398
24044,"Louis-Hébert/Louis-Hébert"," 58","Québec",12,2,41,25,42,30,1,153,432
24044,"Louis-Hébert/Louis-Hébert"," 59","Québec",6,1,51,48,51,10,0,167,406
24044,"Louis-Hébert/Louis-Hébert"," 60","Québec",8,2,66,30,62,24,2,194,402
24044,"Louis-Hébert/Louis-Hébert"," 61","Québec",8,2,46,27,57,16,5,161,337
24044,"Louis-Hébert/Louis-Hébert"," 62","Québec",9,3,36,35,50,19,1,153,391
24044,"Louis-Hébert/Louis-Hébert"," 63","Québec",3,1,46,32,64,17,0,163,412
24044,"Louis-Hébert/Louis-Hébert"," 64","Québec",9,1,26,22,46,27,4,135,338
24044,"Louis-Hébert/Louis-Hébert"," 65","Québec",10,2,43,42,49,37,1,184,512
24044,"Louis-Hébert/Louis-Hébert"," 66","Québec",6,5,38,52,57,41,4,203,517
24044,"Louis-Hébert/Louis-Hébert"," 67","Québec",1,3,35,38,44,31,6,158,344
24044,"Louis-Hébert/Louis-Hébert"," 68A","Québec",3,1,42,10,62,17,1,136,359
24044,"Louis-Hébert/Louis-Hébert"," 68B","Québec",20,1,36,18,42,22,1,140,401
24044,"Louis-Hébert/Louis-Hébert"," 69","Québec",4,2,28,27,58,16,3,138,321
24044,"Louis-Hébert/Louis-Hébert"," 70","Québec",4,4,37,19,50,11,2,127,372
24044,"Louis-Hébert/Louis-Hébert"," 71","Québec",6,2,35,39,79,10,0,171,336
24044,"Louis-Hébert/Louis-Hébert"," 72","Québec",1,1,19,26,35,2,0,84,194
24044,"Louis-Hébert/Louis-Hébert"," 73","Québec",7,0,41,33,62,14,3,160,372
24044,"Louis-Hébert/Louis-Hébert"," 74A","Québec",4,0,44,24,56,12,6,146,313
24044,"Louis-Hébert/Louis-Hébert"," 74B","Québec",5,5,43,30,62,17,2,164,294
24044,"Louis-Hébert/Louis-Hébert"," 75","Québec",4,4,63,28,68,12,1,180,398
24044,"Louis-Hébert/Louis-Hébert"," 76","Québec",5,0,39,21,65,23,5,158,384
24044,"Louis-Hébert/Louis-Hébert"," 77","Québec",4,0,23,49,13,7,0,96,285
24044,"Louis-Hébert/Louis-Hébert"," 78","Québec",4,0,38,53,20,9,9,133,389
24044,"Louis-Hébert/Louis-Hébert"," 79","Québec",5,1,22,56,33,3,2,122,307
24044,"Louis-Hébert/Louis-Hébert"," 80","Québec",4,1,39,83,66,8,3,204,446
24044,"Louis-Hébert/Louis-Hébert"," 81","Québec",3,4,47,67,65,16,4,206,500
24044,"Louis-Hébert/Louis-Hébert"," 82","Québec",4,0,44,72,72,13,0,205,377
24044,"Louis-Hébert/Louis-Hébert"," 83A","Québec",6,0,13,32,24,8,2,85,263
24044,"Louis-Hébert/Louis-Hébert"," 83B","Mobile poll/Bureau itinérant",Results combined with no. 514A/Résultats combinés au n° 514A,,,,,,,,38
24044,"Louis-Hébert/Louis-Hébert"," 84","Québec",3,0,64,89,102,11,2,271,524
24044,"Louis-Hébert/Louis-Hébert"," 85","Québec",3,0,44,70,57,8,0,182,387
24044,"Louis-Hébert/Louis-Hébert"," 86","Québec",7,0,61,86,92,22,2,270,485
24044,"Louis-Hébert/Louis-Hébert"," 87","Québec",4,0,95,43,106,17,4,269,522
24044,"Louis-Hébert/Louis-Hébert"," 88","Québec",8,2,64,51,80,21,3,229,539
24044,"Louis-Hébert/Louis-Hébert"," 89A","Québec",1,0,30,28,42,3,0,104,209
24044,"Louis-Hébert/Louis-Hébert"," 89B","Mobile poll/Bureau itinérant",Results combined with no. 506/Résultats combinés au n° 506,,,,,,,,162
24044,"Louis-Hébert/Louis-Hébert"," 90","Québec",5,1,60,35,71,21,3,196,436
24044,"Louis-Hébert/Louis-Hébert"," 91","Québec",7,1,54,65,83,19,3,232,501
24044,"Louis-Hébert/Louis-Hébert"," 92","Québec",4,1,22,20,61,31,1,140,284
24044,"Louis-Hébert/Louis-Hébert"," 93","Québec",6,2,21,17,51,20,1,118,265
24044,"Louis-Hébert/Louis-Hébert"," 94","Québec",5,3,23,17,31,20,0,99,339
24044,"Louis-Hébert/Louis-Hébert"," 95","Québec",2,0,38,19,43,15,4,121,353
24044,"Louis-Hébert/Louis-Hébert"," 96","Québec",3,0,51,44,64,15,5,182,440
24044,"Louis-Hébert/Louis-Hébert"," 97","Québec",3,3,36,39,80,22,1,184,345
24044,"Louis-Hébert/Louis-Hébert"," 98","Québec",6,4,76,54,90,26,3,259,536
24044,"Louis-Hébert/Louis-Hébert"," 99","Québec",8,2,50,41,108,23,6,238,592
24044,"Louis-Hébert/Louis-Hébert"," 100","Québec",0,1,16,13,33,4,0,67,208
24044,"Louis-Hébert/Louis-Hébert"," 101","Québec",3,1,46,37,102,32,2,223,533
24044,"Louis-Hébert/Louis-Hébert"," 102","Québec",7,4,31,29,43,16,4,134,374
24044,"Louis-Hébert/Louis-Hébert"," 103","Québec",2,0,15,19,29,21,3,89,241
24044,"Louis-Hébert/Louis-Hébert"," 104","Québec",7,2,40,28,82,12,2,173,490
24044,"Louis-Hébert/Louis-Hébert"," 105","Québec",6,2,37,47,76,18,4,190,343
24044,"Louis-Hébert/Louis-Hébert"," 106","Québec",2,1,58,44,104,16,0,225,422
24044,"Louis-Hébert/Louis-Hébert"," 107","Québec",8,0,61,52,86,15,7,229,375
24044,"Louis-Hébert/Louis-Hébert"," 108","Québec",2,2,58,43,70,17,5,197,354
24044,"Louis-Hébert/Louis-Hébert"," 109","Québec",10,1,36,29,77,16,4,173,338
24044,"Louis-Hébert/Louis-Hébert"," 110","Québec",6,3,38,43,79,19,3,191,341
24044,"Louis-Hébert/Louis-Hébert"," 111","Québec",5,2,75,47,85,19,5,238,491
24044,"Louis-Hébert/Louis-Hébert"," 112","Québec",4,1,42,20,53,16,0,136,343
24044,"Louis-Hébert/Louis-Hébert"," 113","Québec",4,0,39,33,56,10,2,144,453
24044,"Louis-Hébert/Louis-Hébert"," 114A","Québec",2,1,42,28,34,3,1,111,383
24044,"Louis-Hébert/Louis-Hébert"," 114B","Québec",Merged with No./Fusionné avec le n°406,,,,,,,,85
24044,"Louis-Hébert/Louis-Hébert"," 115","Québec",7,0,32,28,77,14,3,161,330
24044,"Louis-Hébert/Louis-Hébert"," 116","Québec",7,1,46,48,78,10,3,193,413
24044,"Louis-Hébert/Louis-Hébert"," 117","Québec",5,0,30,13,53,9,0,110,316
24044,"Louis-Hébert/Louis-Hébert"," 118A","Québec",3,0,50,31,68,12,3,167,330
24044,"Louis-Hébert/Louis-Hébert"," 118B","Mobile poll/Bureau itinérant",Results combined with no. 512/Résultats combinés au n° 512,,,,,,,,129
24044,"Louis-Hébert/Louis-Hébert"," 119","Québec",5,2,53,32,104,15,0,211,420
24044,"Louis-Hébert/Louis-Hébert"," 120","Québec",5,6,50,67,73,10,0,211,485
24044,"Louis-Hébert/Louis-Hébert"," 121","Québec",8,3,60,29,108,19,3,230,483
24044,"Louis-Hébert/Louis-Hébert"," 122","Québec",9,1,29,28,71,33,3,174,402
24044,"Louis-Hébert/Louis-Hébert"," 123","Québec",6,3,55,61,101,14,3,243,520
24044,"Louis-Hébert/Louis-Hébert"," 124","Québec",5,2,22,22,50,13,0,114,365
24044,"Louis-Hébert/Louis-Hébert"," 125","Québec",11,0,44,54,92,11,1,213,442
24044,"Louis-Hébert/Louis-Hébert"," 126","Québec",2,0,31,22,51,10,0,116,276
24044,"Louis-Hébert/Louis-Hébert"," 127","Québec",4,0,37,32,61,18,2,154,430
24044,"Louis-Hébert/Louis-Hébert"," 128","Québec",3,0,30,82,36,6,1,158,438
24044,"Louis-Hébert/Louis-Hébert"," 129","Québec",8,1,40,71,53,16,4,193,458
24044,"Louis-Hébert/Louis-Hébert"," 130","Québec",2,1,35,55,35,2,3,133,408
24044,"Louis-Hébert/Louis-Hébert"," 131","Québec",5,1,34,56,39,7,7,149,359
24044,"Louis-Hébert/Louis-Hébert"," 132","Québec",6,0,45,62,54,12,4,183,399
24044,"Louis-Hébert/Louis-Hébert"," 133","Québec",10,1,53,77,47,7,1,196,458
24044,"Louis-Hébert/Louis-Hébert"," 134","Québec",3,0,50,70,43,10,3,179,457
24044,"Louis-Hébert/Louis-Hébert"," 135","Québec",2,0,48,22,74,7,0,153,376
24044,"Louis-Hébert/Louis-Hébert"," 136","Québec",4,1,26,27,34,6,3,101,404
24044,"Louis-Hébert/Louis-Hébert"," 137","Québec",1,2,48,34,69,8,1,163,524
24044,"Louis-Hébert/Louis-Hébert"," 138","Québec",3,4,59,37,95,9,4,211,575
24044,"Louis-Hébert/Louis-Hébert"," 139","Québec",Void/Supprimé,,,,,,,,
24044,"Louis-Hébert/Louis-Hébert"," 140","Québec",5,1,58,30,63,8,3,168,316
24044,"Louis-Hébert/Louis-Hébert"," 141","Québec",4,1,35,46,51,10,2,149,321
24044,"Louis-Hébert/Louis-Hébert"," 142","Québec",6,1,53,69,43,25,1,198,414
24044,"Louis-Hébert/Louis-Hébert"," 143","Québec",5,1,46,63,49,6,2,172,384
24044,"Louis-Hébert/Louis-Hébert"," 144","Québec",5,0,46,84,51,20,6,212,579
24044,"Louis-Hébert/Louis-Hébert"," 145","Québec",2,1,38,45,48,9,1,144,355
24044,"Louis-Hébert/Louis-Hébert"," 146","Québec",4,1,57,47,65,10,2,186,419
24044,"Louis-Hébert/Louis-Hébert"," 147","Québec",5,1,31,51,64,13,3,168,391
24044,"Louis-Hébert/Louis-Hébert"," 148","Québec",5,0,50,106,71,15,4,251,464
24044,"Louis-Hébert/Louis-Hébert"," 149","Québec",2,4,38,87,71,15,3,220,383
24044,"Louis-Hébert/Louis-Hébert"," 150","Québec",2,0,49,52,56,8,5,172,351
24044,"Louis-Hébert/Louis-Hébert"," 151","Québec",4,0,50,31,60,13,6,164,406
24044,"Louis-Hébert/Louis-Hébert"," 152","Québec",13,0,62,63,53,11,2,204,402
24044,"Louis-Hébert/Louis-Hébert"," 153","Québec",7,3,31,20,58,20,1,140,388
24044,"Louis-Hébert/Louis-Hébert"," 154","Québec",6,2,50,13,51,18,0,140,330
24044,"Louis-Hébert/Louis-Hébert"," 155","Québec",6,1,27,14,57,17,0,122,300
24044,"Louis-Hébert/Louis-Hébert"," 156","Québec",6,0,56,59,96,13,3,233,412
24044,"Louis-Hébert/Louis-Hébert"," 157","Québec",4,1,34,24,62,25,4,154,329
24044,"Louis-Hébert/Louis-Hébert"," 158","Québec",3,3,52,38,78,15,3,192,323
24044,"Louis-Hébert/Louis-Hébert"," 159","Québec",2,2,58,35,75,14,6,192,323
24044,"Louis-Hébert/Louis-Hébert"," 160","Québec",5,1,55,36,69,20,5,191,388
24044,"Louis-Hébert/Louis-Hébert"," 161","Québec",3,3,60,69,101,9,1,246,421
24044,"Louis-Hébert/Louis-Hébert"," 162","Québec",1,0,55,29,55,4,1,145,512
24044,"Louis-Hébert/Louis-Hébert"," 163","Québec",4,2,42,43,90,16,2,199,361
24044,"Louis-Hébert/Louis-Hébert"," 164","Québec",3,2,28,20,62,4,0,119,253
24044,"Louis-Hébert/Louis-Hébert"," 165","Québec",7,3,64,43,76,9,2,204,444
24044,"Louis-Hébert/Louis-Hébert"," 166","Québec",1,0,41,20,53,7,2,124,422
24044,"Louis-Hébert/Louis-Hébert"," 167","Québec",6,2,35,35,71,13,0,162,425
24044,"Louis-Hébert/Louis-Hébert"," 168","Québec",5,1,83,50,98,11,2,250,519
24044,"Louis-Hébert/Louis-Hébert"," 169","Québec",2,1,19,21,41,8,0,92,258
24044,"Louis-Hébert/Louis-Hébert"," 170","Québec",9,0,30,34,50,12,1,136,353
24044,"Louis-Hébert/Louis-Hébert"," 171","Québec",4,1,51,38,78,16,1,189,410
24044,"Louis-Hébert/Louis-Hébert"," 172","Québec",8,2,23,42,51,13,2,141,330
24044,"Louis-Hébert/Louis-Hébert"," 173","Québec",7,1,50,33,79,14,4,188,443
24044,"Louis-Hébert/Louis-Hébert"," 174","Québec",3,3,72,56,67,19,1,221,553
24044,"Louis-Hébert/Louis-Hébert"," 175","Québec",2,2,39,35,53,10,0,141,360
24044,"Louis-Hébert/Louis-Hébert"," 176","Québec",4,0,42,68,74,8,2,198,387
24044,"Louis-Hébert/Louis-Hébert"," 177A","Québec",5,0,41,41,43,12,3,145,343
24044,"Louis-Hébert/Louis-Hébert"," 177B","Mobile poll/Bureau itinérant",Results combined with no. 514A/Résultats combinés au n° 514A,,,,,,,,29
24044,"Louis-Hébert/Louis-Hébert"," 177C","Mobile poll/Bureau itinérant",Results combined with no. 514A/Résultats combinés au n° 514A,,,,,,,,273
24044,"Louis-Hébert/Louis-Hébert"," 178","Québec",6,0,42,28,52,21,2,151,391
24044,"Louis-Hébert/Louis-Hébert"," 179","Québec",9,1,65,47,71,19,3,215,478
24044,"Louis-Hébert/Louis-Hébert"," 180","Québec",6,1,42,49,69,13,0,180,416
24044,"Louis-Hébert/Louis-Hébert"," 181","Québec",6,0,50,62,56,23,6,203,483
24044,"Louis-Hébert/Louis-Hébert"," 182","Québec",7,0,63,34,46,9,2,161,332
24044,"Louis-Hébert/Louis-Hébert"," 183","Québec",4,0,40,36,77,14,0,171,373
24044,"Louis-Hébert/Louis-Hébert"," 184A","Québec",7,2,32,35,46,12,2,136,321
24044,"Louis-Hébert/Louis-Hébert"," 184B","Québec",4,1,27,35,51,17,4,139,323
24044,"Louis-Hébert/Louis-Hébert"," 185","Québec",5,2,39,58,82,24,3,213,433
24044,"Louis-Hébert/Louis-Hébert"," 186","Québec",2,1,55,86,81,17,0,242,501
24044,"Louis-Hébert/Louis-Hébert"," 187","Québec",11,2,46,62,82,22,2,227,491
24044,"Louis-Hébert/Louis-Hébert"," 188","Québec",3,0,55,58,83,7,1,207,430
24044,"Louis-Hébert/Louis-Hébert"," 189","Québec",3,0,28,54,57,5,3,150,411
24044,"Louis-Hébert/Louis-Hébert"," 190","Québec",4,1,38,59,66,14,1,183,375
24044,"Louis-Hébert/Louis-Hébert"," 191","Québec",6,0,36,43,66,16,0,167,451
24044,"Louis-Hébert/Louis-Hébert"," 400","Québec",0,0,0,0,0,0,0,0,361
24044,"Louis-Hébert/Louis-Hébert"," 401","Québec",8,0,48,36,46,10,1,149,195
24044,"Louis-Hébert/Louis-Hébert"," 402A","Québec",4,0,98,62,175,8,6,353,230
24044,"Louis-Hébert/Louis-Hébert"," 402B","Québec",0,0,0,0,0,0,0,0,227
24044,"Louis-Hébert/Louis-Hébert"," 403A","Québec",11,0,87,75,223,3,13,412,262
24044,"Louis-Hébert/Louis-Hébert"," 403B","Québec",0,0,0,0,0,0,0,0,261
24044,"Louis-Hébert/Louis-Hébert"," 404","Québec",Void/Supprimé,,,,,,,,
24044,"Louis-Hébert/Louis-Hébert"," 405","Québec",2,0,32,48,68,10,2,162,218
24044,"Louis-Hébert/Louis-Hébert"," 406","Québec",4,1,64,43,77,6,6,201,278
24044,"Louis-Hébert/Louis-Hébert"," 407","Québec",0,0,0,0,0,0,0,0,159
24044,"Louis-Hébert/Louis-Hébert"," 500","Mobile poll/Bureau itinérant",0,0,0,0,0,0,0,0,41
24044,"Louis-Hébert/Louis-Hébert"," 501","Mobile poll/Bureau itinérant",0,0,0,0,0,0,0,0,121
24044,"Louis-Hébert/Louis-Hébert"," 502","Mobile poll/Bureau itinérant",0,0,0,0,0,0,0,0,51
24044,"Louis-Hébert/Louis-Hébert"," 503","Québec",Merged with No./Fusionné avec le n°40,,,,,,,,14
24044,"Louis-Hébert/Louis-Hébert"," 504","Mobile poll/Bureau itinérant",0,0,0,0,0,0,0,0,103
24044,"Louis-Hébert/Louis-Hébert"," 505","Mobile poll/Bureau itinérant",0,0,0,0,0,0,0,0,153
24044,"Louis-Hébert/Louis-Hébert"," 506","Mobile poll/Bureau itinérant",15,4,48,55,193,9,14,338,123
24044,"Louis-Hébert/Louis-Hébert"," 507","Mobile poll/Bureau itinérant",0,0,0,0,0,0,0,0,53
24044,"Louis-Hébert/Louis-Hébert"," 508","Mobile poll/Bureau itinérant",0,0,0,0,0,0,0,0,24
24044,"Louis-Hébert/Louis-Hébert"," 509","Mobile poll/Bureau itinérant",0,0,0,0,0,0,0,0,76
24044,"Louis-Hébert/Louis-Hébert"," 510","Mobile poll/Bureau itinérant",0,0,0,0,0,0,0,0,58
24044,"Louis-Hébert/Louis-Hébert"," 511","Mobile poll/Bureau itinérant",0,0,0,0,0,0,0,0,81
24044,"Louis-Hébert/Louis-Hébert"," 512","Mobile poll/Bureau itinérant",21,2,73,60,244,11,9,420,74
24044,"Louis-Hébert/Louis-Hébert"," 513","Mobile poll/Bureau itinérant",10,2,81,54,242,3,28,420,117
24044,"Louis-Hébert/Louis-Hébert"," 514A","Mobile poll/Bureau itinérant",12,1,86,61,202,4,10,376,55
24044,"Louis-Hébert/Louis-Hébert"," 514B","Québec",Merged with No./Fusionné avec le n°161,,,,,,,,78
24044,"Louis-Hébert/Louis-Hébert"," 515","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°158,,,,,,,,59
24044,"Louis-Hébert/Louis-Hébert"," 600","Québec",23,9,527,330,718,50,19,1676,
24044,"Louis-Hébert/Louis-Hébert"," 601","Québec",18,0,340,265,471,40,4,1138,
24044,"Louis-Hébert/Louis-Hébert"," 602","Québec",30,7,361,200,432,45,9,1084,
24044,"Louis-Hébert/Louis-Hébert"," 603","Québec",19,1,175,98,179,84,10,566,
24044,"Louis-Hébert/Louis-Hébert"," 604","Québec",18,4,365,221,473,39,5,1125,
24044,"Louis-Hébert/Louis-Hébert"," 605","Québec",24,11,345,286,479,48,15,1208,
24044,"Louis-Hébert/Louis-Hébert"," 606","Québec",25,4,282,240,423,45,11,1030,
24044,"Louis-Hébert/Louis-Hébert"," 607","Québec",19,9,373,299,532,39,7,1278,
24044,"Louis-Hébert/Louis-Hébert"," 608","Québec",12,3,245,203,285,42,1,791,
24044,"Louis-Hébert/Louis-Hébert"," 609","Québec",36,10,315,264,484,72,11,1192,
24044,"Louis-Hébert/Louis-Hébert"," 610","Québec",26,4,263,222,335,56,7,913,
24044,"Louis-Hébert/Louis-Hébert"," 611","Québec",23,4,349,317,432,57,25,1207,
24044,"Louis-Hébert/Louis-Hébert"," 612","Québec",3,1,247,192,292,18,3,756,
24044,"Louis-Hébert/Louis-Hébert"," 613","Québec",23,7,594,446,668,68,15,1821,
24044,"Louis-Hébert/Louis-Hébert"," 614","Québec",28,6,491,399,571,51,21,1567,
24044,"Louis-Hébert/Louis-Hébert"," 615","Québec",20,3,388,490,387,49,10,1347,
24044,"Louis-Hébert/Louis-Hébert"," 616","Québec",24,4,304,507,290,43,25,1197,
24044,"Louis-Hébert/Louis-Hébert"," 617","Québec",31,14,391,504,392,44,23,1399,
24044,"Louis-Hébert/Louis-Hébert",,Group 1/Groupe 1, 18,1,139,121,202,56,30,567,174
24044,"Louis-Hébert/Louis-Hébert",,Group 2/Groupe 2, 64,10,909,569,1324,94,52,3022,
