Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Barbara Dunlop,Brendan Hanley,Lenore Morris,Jonas Jacot Smith,Lisa Vollans-Leduc,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
60001,"Yukon/Yukon"," 41F","Whitehorse",55,97,12,25,76,1,266,106
60001,"Yukon/Yukon"," 41G","Whitehorse",25,67,4,12,44,1,153,56
60001,"Yukon/Yukon"," 42A","Whitehorse",Merged with No./Fusionné avec le n°41A,,,,,,,59
60001,"Yukon/Yukon"," 42B","Whitehorse",Merged with No./Fusionné avec le n°41B,,,,,,,52
60001,"Yukon/Yukon"," 42C","Whitehorse",Merged with No./Fusionné avec le n°41C,,,,,,,52
60001,"Yukon/Yukon"," 42D","Whitehorse",Merged with No./Fusionné avec le n°41D,,,,,,,63
60001,"Yukon/Yukon"," 42E","Whitehorse",Merged with No./Fusionné avec le n°41E,,,,,,,56
60001,"Yukon/Yukon"," 42F","Whitehorse",Merged with No./Fusionné avec le n°41F,,,,,,,89
60001,"Yukon/Yukon"," 42G","Whitehorse",Merged with No./Fusionné avec le n°41G,,,,,,,43
60001,"Yukon/Yukon"," 43A","Whitehorse",Merged with No./Fusionné avec le n°41A,,,,,,,73
60001,"Yukon/Yukon"," 43B","Whitehorse",Merged with No./Fusionné avec le n°41B,,,,,,,43
60001,"Yukon/Yukon"," 43C","Whitehorse",Merged with No./Fusionné avec le n°41C,,,,,,,64
60001,"Yukon/Yukon"," 43D","Whitehorse",Merged with No./Fusionné avec le n°41D,,,,,,,49
60001,"Yukon/Yukon"," 43E","Whitehorse",Merged with No./Fusionné avec le n°41E,,,,,,,56
60001,"Yukon/Yukon"," 43F","Whitehorse",Merged with No./Fusionné avec le n°41F,,,,,,,90
60001,"Yukon/Yukon"," 43G","Whitehorse",Merged with No./Fusionné avec le n°41G,,,,,,,51
60001,"Yukon/Yukon"," 44A","Whitehorse",Merged with No./Fusionné avec le n°41A,,,,,,,72
60001,"Yukon/Yukon"," 44B","Whitehorse",Merged with No./Fusionné avec le n°41B,,,,,,,56
60001,"Yukon/Yukon"," 44C","Whitehorse",Merged with No./Fusionné avec le n°41C,,,,,,,72
60001,"Yukon/Yukon"," 44D","Whitehorse",Merged with No./Fusionné avec le n°41D,,,,,,,75
60001,"Yukon/Yukon"," 44E","Whitehorse",Merged with No./Fusionné avec le n°41E,,,,,,,62
60001,"Yukon/Yukon"," 44F","Whitehorse",Merged with No./Fusionné avec le n°41F,,,,,,,98
60001,"Yukon/Yukon"," 44G","Whitehorse",Merged with No./Fusionné avec le n°41G,,,,,,,44
60001,"Yukon/Yukon"," 45A","Whitehorse",Merged with No./Fusionné avec le n°41A,,,,,,,59
60001,"Yukon/Yukon"," 45B","Whitehorse",Merged with No./Fusionné avec le n°41B,,,,,,,50
60001,"Yukon/Yukon"," 45C","Whitehorse",Merged with No./Fusionné avec le n°41C,,,,,,,71
60001,"Yukon/Yukon"," 45D","Whitehorse",Merged with No./Fusionné avec le n°41D,,,,,,,54
60001,"Yukon/Yukon"," 45E","Whitehorse",Merged with No./Fusionné avec le n°41E,,,,,,,52
60001,"Yukon/Yukon"," 45F","Whitehorse",Merged with No./Fusionné avec le n°41F,,,,,,,91
60001,"Yukon/Yukon"," 45G","Whitehorse",Merged with No./Fusionné avec le n°41G,,,,,,,38
60001,"Yukon/Yukon"," 46A","Whitehorse",Merged with No./Fusionné avec le n°41A,,,,,,,48
60001,"Yukon/Yukon"," 46B","Whitehorse",Merged with No./Fusionné avec le n°41B,,,,,,,55
60001,"Yukon/Yukon"," 46C","Whitehorse",Merged with No./Fusionné avec le n°41C,,,,,,,61
60001,"Yukon/Yukon"," 46D","Whitehorse",Merged with No./Fusionné avec le n°41D,,,,,,,42
60001,"Yukon/Yukon"," 46E","Whitehorse",Merged with No./Fusionné avec le n°41E,,,,,,,40
60001,"Yukon/Yukon"," 46F","Whitehorse",Merged with No./Fusionné avec le n°41F,,,,,,,62
60001,"Yukon/Yukon"," 46G","Whitehorse",Merged with No./Fusionné avec le n°41G,,,,,,,54
60001,"Yukon/Yukon"," 47A","Whitehorse",Merged with No./Fusionné avec le n°41A,,,,,,,54
60001,"Yukon/Yukon"," 47B","Whitehorse",Merged with No./Fusionné avec le n°41B,,,,,,,47
60001,"Yukon/Yukon"," 47C","Whitehorse",Merged with No./Fusionné avec le n°41C,,,,,,,53
60001,"Yukon/Yukon"," 47D","Whitehorse",Merged with No./Fusionné avec le n°41D,,,,,,,52
