Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Clarence Baarda,Carol Hughes,Harry Jaaskelainen,Duke Peltier,John Sagman,Stephen Zimmermann,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 103","Sylvan Valley",0,50,6,32,89,6,1,184,313
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 104","Echo Bay",3,61,11,23,109,2,0,209,390
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 105","Echo Bay",2,111,21,50,152,10,1,347,638
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 106","Espanola",0,62,5,35,65,0,0,167,464
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 107","Espanola",0,79,15,20,37,0,0,151,451
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 108","Espanola",2,70,10,32,37,1,0,152,435
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 109","Espanola",4,63,20,42,29,2,1,161,484
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 110","Espanola",0,71,11,31,45,2,2,162,478
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 111","Espanola",1,64,12,23,35,2,0,137,431
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 112","Espanola",1,83,11,30,64,1,2,192,593
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 113","Anderson Lake",7,74,13,41,43,3,0,181,508
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 114","Espanola",3,45,9,20,33,1,1,112,460
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 115","Bar River",0,98,12,16,112,5,1,244,406
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 116","Walford",0,42,7,30,79,2,2,162,327
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 117","Lee Valley",1,29,7,11,20,2,0,70,211
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 118","Serpent River",0,17,0,9,18,1,0,45,92
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 119","Bruce Station",2,77,56,41,143,7,0,326,635
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 120","Gordon Lake",1,26,8,10,24,0,1,70,209
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 121","Desbarats",0,50,10,14,51,0,0,125,327
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 122","Spanish",1,82,6,41,49,2,0,181,336
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 123","Spanish",0,63,4,29,40,3,1,140,301
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 124","Whitefish Falls",0,43,4,25,53,5,0,130,260
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 125","Spragge",0,25,0,8,19,1,0,53,114
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 126","Laird",2,65,21,46,118,0,2,254,471
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 127","Serpent River 7",0,89,3,39,6,4,0,141,297
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 128","MacLennan",0,63,8,34,104,2,9,220,379
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 129","Blind River",0,54,13,36,52,2,1,158,471
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 130","Blind River",1,32,1,26,21,3,1,85,308
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 131","Blind River",1,29,5,16,15,3,1,70,274
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 132","Blind River",2,50,7,27,33,4,3,126,473
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 133","Blind River",1,19,3,14,16,2,0,55,279
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 134","Blind River",0,37,8,13,18,5,0,81,312
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 135","Blind River",0,27,7,10,9,1,1,55,195
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 136","Blind River",1,23,8,26,55,4,0,117,334
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 137","Blind River",0,44,6,23,23,2,0,98,331
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 138","Algoma Mills",1,37,9,42,64,3,0,156,280
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 139","Bruce Mines",0,72,10,24,39,1,0,146,284
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 140","Bruce Mines",0,55,3,29,54,3,3,147,250
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 141","Mississagi River 8",0,79,2,23,4,2,3,113,275
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 142","Thessalon",1,47,4,22,46,4,0,124,440
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 143","Thessalon",0,36,8,9,40,2,1,96,263
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 144","Thessalon",0,55,8,19,44,1,0,127,358
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 145","Sagamok",0,159,2,71,6,1,1,240,617
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 146","Richards Landing",2,102,15,38,100,5,0,262,467
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 147","Richards Landing",1,89,17,48,100,11,2,268,454
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 148","Birch Island--Whitefish River 4",1,119,6,58,16,4,0,204,368
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 149","Sowerby",0,67,6,41,64,7,0,185,387
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 150","Hilton",1,99,30,60,101,10,0,301,528
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 151","Little Current",0,43,3,19,32,0,0,97,310
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 152","Little Current",0,29,5,23,31,2,0,90,316
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 153","Little Current",0,35,1,7,28,0,0,71,183
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 154","Little Current",0,53,7,18,25,2,0,105,412
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 155","Howland",0,67,0,29,40,1,1,138,381
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 156","St. Joseph--Jocelyn",3,101,22,42,86,2,1,257,469
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 157","Sucker Creek 23",0,48,3,51,5,1,1,109,288
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 158","Kagawong",0,138,11,44,79,7,3,282,533
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 159A","Wikwemikong Unceded",1,79,4,86,2,5,0,177,522
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 159B","Wikwemikong Unceded",1,5,1,16,1,0,0,24,38
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 160","Sheguiandah",1,87,18,51,44,5,0,206,501
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 161","Gordon/Barrie Island",1,82,7,29,72,2,0,193,464
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 162","Gore Bay",1,47,6,26,26,1,1,108,318
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 163","Gore Bay",0,49,13,27,42,1,0,132,398
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 164","Honora--Rockville",0,46,4,22,61,3,0,136,312
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 165","Sheshegwaning",0,22,8,22,2,0,1,55,96
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 166","Zhiibaahaasing 19A",0,20,0,6,2,0,0,28,36
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 167","Wikwemikong Unceded",0,73,0,101,1,0,1,176,507
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 168","Wikwemikong Unceded",1,84,1,90,3,2,3,184,323
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 169","M'Chigeeng 22",0,68,2,39,5,2,0,116,268
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 170","M'Chigeeng 22",0,112,4,62,13,1,1,193,546
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 171","Manitowaning",1,116,4,29,40,4,0,194,361
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 172","Assiginack",2,85,15,42,63,9,2,218,440
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 173","Meldrum Bay",1,8,2,0,12,0,2,25,56
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 174","Big Lake--Sandfield",3,43,4,24,29,1,0,104,287
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 175","Mindemoya",0,43,11,28,38,1,0,121,380
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 176","Mindemoya",1,71,11,27,45,3,0,158,427
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 177","Silver Water",0,43,4,15,11,0,0,73,119
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 178","Kaboni--Wikwemikong Unceded",0,76,3,77,3,4,0,163,594
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 179","Spring Bay",2,90,15,48,89,9,2,255,460
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 180","Burpee and Mills",0,68,6,13,59,4,0,150,290
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 181","Providence Bay",1,74,9,30,59,6,0,179,365
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 182","Tehkummah",1,106,18,55,72,7,0,259,448
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 400","Elliot Lake",1,8,2,6,10,0,0,27,26
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 500","Mobile poll/Bureau itinérant",0,2,1,9,2,0,0,14,23
