Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Leona Alleslev,Janice Hagan,Serge Korovitsyn,Anthony Siskos,Leah Taylor Roy,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 174B","Richmond Hill",Merged with No./Fusionné avec le n°173B,,,,,,,191
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 175A","Richmond Hill",77,10,2,2,86,0,177,289
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 175B","Richmond Hill",Merged with No./Fusionné avec le n°173B,,,,,,,247
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 400","Mobile poll/Bureau itinérant",42,13,5,4,76,4,144,123
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 401","Richmond Hill",Void/Supprimé,,,,,,,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 402","Richmond Hill",7,27,2,4,183,0,223,438
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 403","Richmond Hill",34,7,3,0,43,1,88,218
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 404","Richmond Hill",8,8,0,3,109,7,135,247
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 500","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°8,,,,,,,65
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 501","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°159C,,,,,,,60
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 502","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°400,,,,,,,75
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 503","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°504,,,,,,,59
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 504","Mobile poll/Bureau itinérant",48,12,3,4,60,1,128,192
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 505","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°400,,,,,,,100
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 506A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°105A,,,,,,,18
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 506B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°105B,,,,,,,14
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 507","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°159C,,,,,,,43
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 508","Mobile poll/Bureau itinérant",71,6,6,2,159,7,251,487
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 600","Aurora",515,100,4,61,590,7,1277,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 601","Aurora",498,55,6,34,482,9,1084,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 602","Aurora",466,95,7,54,538,2,1162,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 603","Aurora",562,80,5,35,451,3,1136,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 604","Richmond Hill",539,55,7,61,497,7,1166,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 605","Richmond Hill",501,55,13,53,468,5,1095,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 606","Richmond Hill",478,63,13,35,496,6,1091,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 607","Richmond Hill",428,77,8,48,428,11,1000,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 608","Richmond Hill",584,46,11,74,502,9,1226,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 609","Richmond Hill",419,30,12,35,402,1,899,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 610","Richmond Hill",409,66,10,24,469,4,982,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 611","Richmond Hill",432,58,8,40,460,5,1003,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 612","Richmond Hill",546,74,4,40,469,6,1139,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 613","Richmond Hill",608,82,13,61,559,9,1332,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 614","Richmond Hill",282,55,7,16,438,3,801,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 615","Richmond Hill",489,76,18,26,550,8,1167,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 616","Richmond Hill",413,105,11,25,527,2,1083,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill",,Group 1/Groupe 1, 154,87,4,20,224,43,532,233
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill",,Group 2/Groupe 2, 929,202,10,62,1266,110,2579,
