Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ryan Abbott,Sonia Andhi,Tina Bains,Joe Kennedy,Felix Kongyuy,Kevin Pielak,Randeep Sarai,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59032,"Surrey Centre/Surrey-Centre"," 47","Surrey",Merged with No./Fusionné avec le n°46,,,,,,,,,408
59032,"Surrey Centre/Surrey-Centre"," 48","Surrey",1,58,50,7,6,2,49,1,174,627
59032,"Surrey Centre/Surrey-Centre"," 49","Surrey",2,46,35,14,4,2,72,1,176,437
59032,"Surrey Centre/Surrey-Centre"," 50","Surrey",1,66,38,7,3,1,77,3,196,527
59032,"Surrey Centre/Surrey-Centre"," 51","Surrey",0,29,26,5,3,1,46,1,111,542
59032,"Surrey Centre/Surrey-Centre"," 52","Surrey",1,42,31,6,4,1,61,0,146,473
59032,"Surrey Centre/Surrey-Centre"," 53","Surrey",1,81,40,10,5,3,87,4,231,698
59032,"Surrey Centre/Surrey-Centre"," 54","Surrey",0,51,58,15,4,4,63,0,195,332
59032,"Surrey Centre/Surrey-Centre"," 55","Surrey",Merged with No./Fusionné avec le n°54,,,,,,,,,370
59032,"Surrey Centre/Surrey-Centre"," 56","Surrey",0,48,27,3,5,4,73,0,160,440
59032,"Surrey Centre/Surrey-Centre"," 57","Surrey",0,56,34,7,0,0,62,3,162,455
59032,"Surrey Centre/Surrey-Centre"," 58","Surrey",0,43,23,5,3,3,46,0,123,411
59032,"Surrey Centre/Surrey-Centre"," 59","Surrey",1,90,65,21,9,0,74,1,261,1205
59032,"Surrey Centre/Surrey-Centre"," 60","Surrey",0,69,39,7,8,4,98,4,229,409
59032,"Surrey Centre/Surrey-Centre"," 61","Surrey",Merged with No./Fusionné avec le n°60,,,,,,,,,465
59032,"Surrey Centre/Surrey-Centre"," 62","Surrey",0,30,40,4,3,0,56,0,133,504
59032,"Surrey Centre/Surrey-Centre"," 63","Surrey",1,62,46,5,3,2,111,5,235,434
59032,"Surrey Centre/Surrey-Centre"," 64","Surrey",0,35,16,3,1,1,96,0,152,440
59032,"Surrey Centre/Surrey-Centre"," 65","Surrey",0,43,22,2,1,0,92,3,163,496
59032,"Surrey Centre/Surrey-Centre"," 66","Surrey",2,36,21,4,2,1,106,3,175,428
59032,"Surrey Centre/Surrey-Centre"," 67","Surrey",0,36,22,3,3,0,77,1,142,421
59032,"Surrey Centre/Surrey-Centre"," 68","Surrey",1,48,30,12,3,1,59,1,155,462
59032,"Surrey Centre/Surrey-Centre"," 69","Surrey",0,37,21,6,1,1,109,2,177,484
59032,"Surrey Centre/Surrey-Centre"," 70","Surrey",Merged with No./Fusionné avec le n°63,,,,,,,,,429
59032,"Surrey Centre/Surrey-Centre"," 71","Surrey",0,70,61,5,4,1,72,1,214,529
59032,"Surrey Centre/Surrey-Centre"," 72","Surrey",1,54,48,7,7,0,45,0,162,412
59032,"Surrey Centre/Surrey-Centre"," 73","Surrey",0,43,57,4,3,2,53,1,163,471
59032,"Surrey Centre/Surrey-Centre"," 74","Surrey",0,35,32,5,3,1,35,0,111,299
59032,"Surrey Centre/Surrey-Centre"," 75","Surrey",1,69,33,13,1,3,27,2,149,652
59032,"Surrey Centre/Surrey-Centre"," 76","Surrey",0,38,45,14,8,2,63,1,171,534
59032,"Surrey Centre/Surrey-Centre"," 77","Surrey",0,38,46,12,4,1,59,1,161,565
59032,"Surrey Centre/Surrey-Centre"," 78","Surrey",0,65,58,9,4,2,78,2,218,430
59032,"Surrey Centre/Surrey-Centre"," 79","Surrey",Merged with No./Fusionné avec le n°78,,,,,,,,,419
59032,"Surrey Centre/Surrey-Centre"," 80","Surrey",1,43,27,13,9,1,60,1,155,515
59032,"Surrey Centre/Surrey-Centre"," 81","Surrey",0,53,47,4,7,0,66,0,177,618
59032,"Surrey Centre/Surrey-Centre"," 82","Surrey",4,58,38,7,3,7,60,0,177,597
59032,"Surrey Centre/Surrey-Centre"," 83","Surrey",0,58,37,3,1,0,73,0,172,507
59032,"Surrey Centre/Surrey-Centre"," 84","Surrey",0,19,25,3,1,3,33,1,85,379
59032,"Surrey Centre/Surrey-Centre"," 85","Surrey",2,71,52,18,3,2,85,3,236,579
59032,"Surrey Centre/Surrey-Centre"," 86","Surrey",Merged with No./Fusionné avec le n°85,,,,,,,,,461
59032,"Surrey Centre/Surrey-Centre"," 87","Surrey",1,42,51,8,2,6,49,8,167,601
59032,"Surrey Centre/Surrey-Centre"," 88","Surrey",0,21,14,10,0,0,39,4,88,454
59032,"Surrey Centre/Surrey-Centre"," 89","Surrey",0,49,23,1,1,1,100,0,175,629
59032,"Surrey Centre/Surrey-Centre"," 90","Surrey",0,60,18,3,3,0,108,1,193,254
59032,"Surrey Centre/Surrey-Centre"," 91","Surrey",Merged with No./Fusionné avec le n°90,,,,,,,,,303
59032,"Surrey Centre/Surrey-Centre"," 92","Surrey",0,44,25,3,2,1,67,0,142,407
59032,"Surrey Centre/Surrey-Centre"," 93","Surrey",0,45,38,12,6,1,61,4,167,340
59032,"Surrey Centre/Surrey-Centre"," 94","Surrey",0,51,39,3,4,0,84,0,181,578
59032,"Surrey Centre/Surrey-Centre"," 95","Surrey",Merged with No./Fusionné avec le n°93,,,,,,,,,259
59032,"Surrey Centre/Surrey-Centre"," 96","Surrey",1,50,11,3,6,1,108,7,187,500
59032,"Surrey Centre/Surrey-Centre"," 97","Surrey",0,55,36,0,2,0,157,4,254,366
59032,"Surrey Centre/Surrey-Centre"," 98","Surrey",Merged with No./Fusionné avec le n°97,,,,,,,,,330
59032,"Surrey Centre/Surrey-Centre"," 99","Surrey",2,68,48,9,2,1,97,4,231,389
59032,"Surrey Centre/Surrey-Centre"," 100","Surrey",Merged with No./Fusionné avec le n°99,,,,,,,,,455
59032,"Surrey Centre/Surrey-Centre"," 101","Surrey",0,61,32,6,6,5,67,1,178,450
59032,"Surrey Centre/Surrey-Centre"," 102","Surrey",0,41,39,4,2,1,40,1,128,478
59032,"Surrey Centre/Surrey-Centre"," 103","Surrey",Merged with No./Fusionné avec le n°101,,,,,,,,,335
59032,"Surrey Centre/Surrey-Centre"," 104","Surrey",1,36,45,9,5,1,57,0,154,393
59032,"Surrey Centre/Surrey-Centre"," 105","Surrey",Merged with No./Fusionné avec le n°104,,,,,,,,,300
59032,"Surrey Centre/Surrey-Centre"," 106","Surrey",4,68,36,9,2,3,117,0,239,468
59032,"Surrey Centre/Surrey-Centre"," 107","Surrey",Merged with No./Fusionné avec le n°106,,,,,,,,,318
59032,"Surrey Centre/Surrey-Centre"," 108","Surrey",0,41,33,8,4,4,70,0,160,586
59032,"Surrey Centre/Surrey-Centre"," 109","Surrey",2,72,33,6,4,2,64,1,184,708
59032,"Surrey Centre/Surrey-Centre"," 110","Surrey",1,34,27,5,3,1,70,6,147,453
59032,"Surrey Centre/Surrey-Centre"," 111","Surrey",0,32,19,7,1,1,62,1,123,382
59032,"Surrey Centre/Surrey-Centre"," 112","Surrey",0,39,30,6,4,0,46,2,127,609
59032,"Surrey Centre/Surrey-Centre"," 113","Surrey",1,56,30,5,5,2,61,0,160,536
59032,"Surrey Centre/Surrey-Centre"," 114","Surrey",1,27,29,2,4,1,91,5,160,409
59032,"Surrey Centre/Surrey-Centre"," 115","Surrey",1,59,43,1,2,5,89,0,200,494
59032,"Surrey Centre/Surrey-Centre"," 116","Surrey",Merged with No./Fusionné avec le n°118,,,,,,,,,286
59032,"Surrey Centre/Surrey-Centre"," 117","Surrey",0,58,36,8,5,2,62,5,176,585
59032,"Surrey Centre/Surrey-Centre"," 118","Surrey",0,52,30,10,1,0,70,1,164,487
59032,"Surrey Centre/Surrey-Centre"," 119","Surrey",1,38,29,2,3,1,108,3,185,511
59032,"Surrey Centre/Surrey-Centre"," 120","Surrey",0,46,23,0,0,0,66,5,140,347
59032,"Surrey Centre/Surrey-Centre"," 121","Surrey",0,66,30,5,7,0,88,2,198,432
59032,"Surrey Centre/Surrey-Centre"," 122","Surrey",Merged with No./Fusionné avec le n°121,,,,,,,,,364
59032,"Surrey Centre/Surrey-Centre"," 123","Surrey",0,39,9,0,4,0,70,6,128,419
59032,"Surrey Centre/Surrey-Centre"," 124","Surrey",0,44,17,2,1,0,90,4,158,391
59032,"Surrey Centre/Surrey-Centre"," 125","Surrey",0,36,16,3,3,1,98,0,157,449
59032,"Surrey Centre/Surrey-Centre"," 126","Surrey",1,26,30,4,3,0,95,8,167,503
59032,"Surrey Centre/Surrey-Centre"," 127","Surrey",0,36,26,1,1,0,69,1,134,566
59032,"Surrey Centre/Surrey-Centre"," 128","Surrey",2,75,43,10,2,1,116,6,255,497
59032,"Surrey Centre/Surrey-Centre"," 129","Surrey",Merged with No./Fusionné avec le n°128,,,,,,,,,497
59032,"Surrey Centre/Surrey-Centre"," 130","Surrey",1,45,37,3,4,0,94,2,186,504
59032,"Surrey Centre/Surrey-Centre"," 131","Surrey",0,55,59,4,4,1,154,0,277,411
59032,"Surrey Centre/Surrey-Centre"," 132","Surrey",Merged with No./Fusionné avec le n°131,,,,,,,,,466
59032,"Surrey Centre/Surrey-Centre"," 133","Surrey",1,29,23,1,4,0,120,0,178,366
59032,"Surrey Centre/Surrey-Centre"," 134","Surrey",1,27,24,1,3,0,73,2,131,395
59032,"Surrey Centre/Surrey-Centre"," 135","Surrey",0,28,31,5,2,0,74,0,140,397
59032,"Surrey Centre/Surrey-Centre"," 136","Surrey",Merged with No./Fusionné avec le n°133,,,,,,,,,326
59032,"Surrey Centre/Surrey-Centre"," 137","Surrey",2,58,27,7,6,1,74,5,180,583
59032,"Surrey Centre/Surrey-Centre"," 138","Surrey",0,18,21,5,3,0,27,1,75,368
59032,"Surrey Centre/Surrey-Centre"," 139","Surrey",2,29,39,4,1,2,30,6,113,416
59032,"Surrey Centre/Surrey-Centre"," 140","Surrey",1,26,23,6,1,3,36,3,99,456
59032,"Surrey Centre/Surrey-Centre"," 141","Surrey",1,38,35,8,2,2,59,2,147,712
59032,"Surrey Centre/Surrey-Centre"," 142","Surrey",0,21,24,3,1,1,50,0,100,448
59032,"Surrey Centre/Surrey-Centre"," 143","Surrey",1,57,40,9,2,1,74,1,185,665
59032,"Surrey Centre/Surrey-Centre"," 144","Surrey",0,33,38,3,8,0,37,1,120,402
59032,"Surrey Centre/Surrey-Centre"," 145","Surrey",0,31,20,5,0,1,45,2,104,450
59032,"Surrey Centre/Surrey-Centre"," 146","Surrey",1,24,13,1,3,0,53,3,98,414
59032,"Surrey Centre/Surrey-Centre"," 147","Surrey",1,38,12,2,1,0,100,1,155,414
59032,"Surrey Centre/Surrey-Centre"," 148","Surrey",Merged with No./Fusionné avec le n°150,,,,,,,,,293
59032,"Surrey Centre/Surrey-Centre"," 149","Surrey",0,51,15,2,1,0,124,8,201,449
59032,"Surrey Centre/Surrey-Centre"," 150","Surrey",1,51,25,2,2,0,97,5,183,255
59032,"Surrey Centre/Surrey-Centre"," 151","Surrey",1,38,32,1,4,0,89,4,169,490
59032,"Surrey Centre/Surrey-Centre"," 152","Surrey",0,51,35,3,3,1,121,7,221,556
59032,"Surrey Centre/Surrey-Centre"," 153","Surrey",3,50,28,5,0,1,85,3,175,576
59032,"Surrey Centre/Surrey-Centre"," 154","Surrey",2,35,34,2,2,0,74,5,154,321
59032,"Surrey Centre/Surrey-Centre"," 155","Surrey",Merged with No./Fusionné avec le n°154,,,,,,,,,431
59032,"Surrey Centre/Surrey-Centre"," 156","Surrey",1,74,40,3,3,0,191,16,328,505
59032,"Surrey Centre/Surrey-Centre"," 157","Surrey",Merged with No./Fusionné avec le n°156,,,,,,,,,342
59032,"Surrey Centre/Surrey-Centre"," 158","Surrey",0,26,36,7,0,0,84,3,156,400
59032,"Surrey Centre/Surrey-Centre"," 159","Surrey",1,42,43,4,5,0,71,2,168,419
59032,"Surrey Centre/Surrey-Centre"," 160","Surrey",0,101,47,6,2,0,154,12,322,374
59032,"Surrey Centre/Surrey-Centre"," 161","Surrey",Merged with No./Fusionné avec le n°160,,,,,,,,,388
59032,"Surrey Centre/Surrey-Centre"," 162","Surrey",1,58,26,2,1,1,117,2,208,490
59032,"Surrey Centre/Surrey-Centre"," 400","Surrey",1,10,13,1,1,0,12,1,39,186
59032,"Surrey Centre/Surrey-Centre"," 401","Surrey",0,20,19,4,2,1,28,0,74,244
59032,"Surrey Centre/Surrey-Centre"," 402","Surrey",0,26,21,1,3,1,26,1,79,283
59032,"Surrey Centre/Surrey-Centre"," 500","Mobile poll/Bureau itinérant",0,7,4,1,2,0,14,0,28,68
59032,"Surrey Centre/Surrey-Centre"," 501","Mobile poll/Bureau itinérant",0,6,8,1,1,2,23,0,41,66
59032,"Surrey Centre/Surrey-Centre"," 502","Mobile poll/Bureau itinérant",3,24,20,2,1,1,24,1,76,114
59032,"Surrey Centre/Surrey-Centre"," 503","Mobile poll/Bureau itinérant",1,14,10,0,4,1,9,0,39,65
59032,"Surrey Centre/Surrey-Centre"," 504","Mobile poll/Bureau itinérant",0,5,3,0,0,0,9,0,17,29
59032,"Surrey Centre/Surrey-Centre"," 505","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°142,,,,,,,,,89
59032,"Surrey Centre/Surrey-Centre"," 506","Mobile poll/Bureau itinérant",0,6,10,0,2,0,36,1,55,70
59032,"Surrey Centre/Surrey-Centre"," 507","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°54,,,,,,,,,69
59032,"Surrey Centre/Surrey-Centre"," 508","Mobile poll/Bureau itinérant",1,2,4,0,3,1,6,0,17,49
59032,"Surrey Centre/Surrey-Centre"," 600","Surrey",1,92,106,22,10,0,195,1,427,
59032,"Surrey Centre/Surrey-Centre"," 601","Surrey",1,212,178,47,24,3,258,3,726,
59032,"Surrey Centre/Surrey-Centre"," 602","Surrey",10,247,294,52,23,11,328,2,967,
59032,"Surrey Centre/Surrey-Centre"," 603","Surrey",2,260,240,62,21,8,319,9,921,
59032,"Surrey Centre/Surrey-Centre"," 604","Surrey",2,314,310,60,18,12,433,5,1154,
59032,"Surrey Centre/Surrey-Centre"," 605","Surrey",3,259,229,60,30,15,471,0,1067,
59032,"Surrey Centre/Surrey-Centre"," 606","Surrey",3,197,143,34,16,6,259,2,660,
59032,"Surrey Centre/Surrey-Centre"," 607","Surrey",2,237,187,43,21,1,363,3,857,
59032,"Surrey Centre/Surrey-Centre"," 608","Surrey",4,171,150,30,9,2,333,2,701,
59032,"Surrey Centre/Surrey-Centre"," 609","Surrey",0,108,79,7,9,2,245,2,452,
59032,"Surrey Centre/Surrey-Centre"," 610","Surrey",1,248,185,21,17,4,640,7,1123,
59032,"Surrey Centre/Surrey-Centre"," 611","Surrey",1,232,166,16,9,3,431,8,866,
59032,"Surrey Centre/Surrey-Centre"," 612","Surrey",3,286,313,45,24,9,338,6,1024,
59032,"Surrey Centre/Surrey-Centre"," 613","Surrey",3,131,108,10,10,2,318,3,585,
59032,"Surrey Centre/Surrey-Centre"," 614","Surrey",0,83,87,16,6,0,321,0,513,
59032,"Surrey Centre/Surrey-Centre"," 615","Surrey",1,144,112,33,11,5,223,6,535,
59032,"Surrey Centre/Surrey-Centre",,Group 1/Groupe 1, 3,88,47,4,10,2,113,23,290,137
59032,"Surrey Centre/Surrey-Centre",,Group 2/Groupe 2, 9,834,453,64,79,10,1099,141,2689,
