Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Guy Bernatchez,Diane Lebouthillier,Monique Leduc,Lisa Phung,Jean-Pierre Pigeon,Christian Rioux,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 20","Gaspé",43,64,0,7,13,3,1,131,366
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 21","Gaspé",45,35,0,3,3,2,2,90,249
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 22","Saint-Maxime-du-Mont-Louis",53,14,1,4,2,1,0,75,313
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 23","Saint-Maxime-du-Mont-Louis",58,17,2,7,2,2,3,91,299
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 24","Gaspé",42,39,3,12,3,4,4,107,347
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 25","Gaspé",63,38,1,20,8,4,4,138,405
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 26","Gaspé",45,41,2,9,9,3,3,112,429
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 27","Gaspé",45,44,2,13,7,0,1,112,413
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 28","Gaspé",48,67,0,12,10,3,0,140,351
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 29","Gaspé",46,58,1,7,4,5,5,126,381
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 30","Gaspé",65,80,1,14,12,1,3,176,539
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 31","Gaspé",59,68,0,8,9,1,7,152,390
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 32","Gaspé",53,41,3,5,13,2,1,118,326
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 33","Mont-Saint-Pierre",46,39,1,3,4,0,1,94,159
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 34","Gaspé",65,63,0,4,21,0,2,155,345
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 35","Gaspé",91,132,0,19,15,2,3,262,645
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 36","Saint-Maxime-du-Mont-Louis",49,70,2,1,4,4,2,132,335
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 37","Gaspé",32,59,0,22,18,6,3,140,310
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 38","Gaspé",73,99,2,24,16,3,7,224,511
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 39","Rivière-à-Claude",30,34,3,1,2,4,3,77,134
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 40","Saint-Georges-de-Malbaie",47,135,3,6,16,3,1,211,418
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 41","Grosse-Île",2,128,1,4,46,14,0,195,382
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 42","Murdochville",48,25,1,4,7,0,1,86,250
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 43","Murdochville",37,23,0,4,4,0,2,70,239
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 44","Bougainville",12,101,1,14,20,4,0,152,316
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 45","Cap-au-Renard",45,28,0,12,1,4,4,94,196
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 46","Bridgeville",28,54,0,5,8,2,3,100,223
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 47","Gaspé",31,34,0,6,4,1,1,77,295
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 48","Gaspé",19,29,0,4,6,0,0,58,301
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 49","York",27,61,0,5,11,3,4,111,415
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 50","Percé",31,41,1,11,12,1,1,98,330
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 51","Percé",31,65,0,6,5,1,3,111,315
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 52","Marsoui",81,45,3,1,4,1,0,135,240
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 53","Sainte-Anne-des-Monts",42,39,0,3,8,2,6,100,376
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 54","Sainte-Anne-des-Monts",32,41,1,9,3,0,3,89,392
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 55","Sainte-Anne-des-Monts",41,39,1,3,10,3,4,101,371
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 56","Sainte-Anne-des-Monts",36,25,0,1,6,3,2,73,335
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 57","Sainte-Anne-des-Monts",32,27,1,3,8,3,3,77,359
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 58","Val-d'Espoir",64,96,1,2,5,8,1,177,446
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 59","Grande-Rivière",54,49,2,7,6,6,3,127,472
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 60","Grande-Rivière",35,59,0,0,6,1,1,102,370
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 61","Grande-Rivière",30,38,0,2,2,1,1,74,335
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 62","Grande-Entrée",50,188,2,4,15,0,1,260,444
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 63","Cap-d'Espoir",66,80,0,2,8,5,0,161,358
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 64","Cap-d'Espoir",55,65,0,9,5,0,8,142,363
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 65","Cap-Seize",16,25,0,2,3,5,3,54,114
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 66","Sainte-Thérèse-de-Gaspé",55,68,1,1,3,4,4,136,291
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 67","Sainte-Thérèse-de-Gaspé",52,57,0,1,7,1,1,119,261
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 68","Sainte-Thérèse-de-Gaspé",65,72,2,0,8,2,0,149,338
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 69","Pointe-aux-Loups",24,21,0,5,5,2,1,58,108
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 70","Sainte-Anne-des-Monts",31,48,1,6,14,7,1,108,342
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 71","Sainte-Anne-des-Monts",47,43,2,3,9,7,4,115,408
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 72","Sainte-Anne-des-Monts",32,46,0,3,10,1,3,95,349
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 73","Cap-Chat",20,18,0,4,5,2,1,50,243
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 74","Cap-Chat",28,21,4,3,11,1,3,71,265
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 75","Cap-Chat",32,18,0,3,8,1,0,62,270
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 76","Cap-Chat",44,28,5,5,5,1,3,91,419
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 77","Cap-Chat",34,19,0,4,6,3,1,67,316
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 78","Cap-Chat",50,22,2,4,11,2,2,93,418
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 79","Grande-Rivière",29,57,1,2,3,2,1,95,360
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 80","Grande-Rivière",68,61,1,1,10,1,0,142,525
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 81","Grande-Rivière",41,57,0,1,5,2,2,108,476
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 82","Grande-Rivière",36,45,1,3,9,1,1,96,340
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 83","Cap-Chat",31,16,0,1,10,4,3,65,198
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 84","Chandler",60,79,0,4,5,3,1,152,415
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 85","Chandler",47,50,0,1,3,0,2,103,346
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 86","Chandler",82,84,0,7,6,1,1,181,439
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 87","Chandler",41,69,0,1,2,3,1,117,414
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 88","Newport",87,128,0,7,9,2,2,235,550
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 89","Newport-Ouest",85,178,0,4,10,4,0,281,716
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 90","Havre-aux-Maisons",97,111,0,15,11,2,0,236,526
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 91","Havre-aux-Maisons",107,71,1,4,6,2,0,191,378
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 92","Havre-aux-Maisons",76,83,0,4,2,2,0,167,357
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 93","Havre-aux-Maisons",106,91,1,7,8,2,0,215,425
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 94","Sainte-Anne-des-Monts",31,30,1,6,11,3,2,84,348
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 95","Sainte-Anne-des-Monts",48,36,0,2,8,5,1,100,389
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 96","Sainte-Anne-des-Monts",45,32,1,4,11,6,2,101,404
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 97","Sainte-Anne-des-Monts",75,41,3,1,15,0,1,136,477
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 98","Sainte-Anne-des-Monts",42,35,4,6,8,5,4,104,428
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 99","Sainte-Anne-des-Monts",50,24,1,4,13,0,0,92,325
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 100","Chandler",34,38,0,1,10,3,1,87,361
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 101","Chandler",29,46,1,1,4,2,1,84,353
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 102","Chandler",29,45,0,2,1,0,0,77,337
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 103","Chandler",48,58,0,4,5,4,1,120,396
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 104","Chandler",33,54,2,2,5,4,1,101,408
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 105","Chandler",45,55,1,0,4,2,1,108,367
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 106","Chandler",44,73,1,1,10,3,4,136,460
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 107","Fatima",64,110,1,6,9,7,7,204,425
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 108","Fatima",57,113,2,4,15,4,5,200,416
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 109","Fatima",57,87,2,12,12,3,6,179,394
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 110","Fatima",61,78,1,5,13,4,5,167,353
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 111","Fatima",74,111,1,4,11,2,7,210,478
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 112","Fatima",49,88,2,3,12,2,2,158,369
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 113","Chandler",37,54,0,2,7,3,0,103,299
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 114","Chandler",55,64,0,6,1,3,2,131,310
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 115","Chandler",40,61,0,2,2,0,2,107,295
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 116A","Cap-aux-Meules",45,77,2,3,8,0,4,139,340
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 116B","Mobile poll/Bureau itinérant",11,48,1,0,4,0,1,65,81
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 117","Cap-aux-Meules",41,86,1,7,7,0,10,152,334
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 118","Cap-aux-Meules",48,119,1,6,10,1,5,190,448
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 119","Cap-aux-Meules",28,66,1,2,6,1,2,106,261
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 120","L'Île-d'Entrée",2,36,0,2,2,1,0,43,73
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 121","L'Étang-du-Nord",66,139,5,4,16,2,12,244,559
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 122","L'Étang-du-Nord",51,120,1,8,6,1,3,190,352
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 123","L'Étang-du-Nord",62,69,3,3,4,1,3,145,329
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 124","L'Étang-du-Nord",65,118,0,4,10,5,8,210,463
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 125","L'Étang-du-Nord",51,72,0,3,10,1,6,143,290
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 126","L'Étang-du-Nord",38,101,3,7,13,0,3,165,320
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 127","L'Étang-du-Nord",52,55,3,5,6,1,1,123,295
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 128","L'Étang-du-Nord",33,78,1,9,7,3,4,135,279
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 129","Havre-Aubert",75,124,1,10,5,2,3,220,471
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 130","Havre-Aubert",42,92,5,5,3,3,4,154,284
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 131","Saint-Elzéar",98,56,1,8,15,3,3,184,381
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 132","L'Ancienne-Cale-de-l'Étang-des-Caps",47,62,2,9,7,0,3,130,271
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 133","Bassin",55,82,0,9,6,0,9,161,313
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 134","Bassin",46,77,2,4,12,0,2,143,284
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 135","Gascons-Ouest",67,46,0,2,6,1,2,124,306
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 136","Gascons-Est",27,35,1,0,3,0,0,66,218
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 137","Gascons-Ouest",52,45,1,2,3,1,0,104,282
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 138","Port-Daniel-Est",45,33,0,3,1,3,4,89,338
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 139","Port-Daniel",42,40,1,2,13,3,3,104,412
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 140","Port-Daniel-Est",40,15,0,1,2,1,0,59,221
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 141","Port-Daniel-Ouest",14,40,0,1,11,1,2,69,251
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 142","Chaleurs",38,33,0,11,11,2,6,101,290
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 143","Saint-Edgar",32,29,0,10,21,1,5,98,293
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 144","New Richmond",31,30,0,9,10,1,0,81,258
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 145","New Richmond",43,50,1,12,16,1,4,127,427
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 146","New Richmond",50,30,0,7,10,1,2,100,365
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 147","New Richmond Centre",30,39,0,8,12,2,1,92,373
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 148","New Richmond",60,50,3,8,12,1,4,138,397
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 149","New Richmond",29,31,0,5,6,1,3,75,328
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 150","New Richmond",41,56,0,13,12,1,3,126,360
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 151","Shigawake",23,79,0,13,17,1,1,134,291
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 152","Cascapédia--Saint-Jules",24,83,3,16,28,7,1,162,331
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 153","Cascapédia--Saint-Jules",32,65,2,21,43,10,3,176,311
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 154","Hope",36,46,0,6,19,2,1,110,310
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 155","Hope",41,24,2,0,8,5,5,85,209
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 156","Saint-Godefroi",50,82,1,1,13,4,8,159,319
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 157","Hope Town",28,80,0,9,27,3,3,150,292
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 158","Saint-Alphonse",64,44,3,5,21,1,8,146,301
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 159","Saint-Alphonse",69,67,3,3,21,3,5,171,290
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 160","Paspébiac",46,25,0,1,21,3,0,96,367
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 161","Paspébiac-Ouest",16,36,0,5,8,1,2,68,261
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 162","Paspébiac",29,22,0,2,10,2,1,66,321
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 163","Paspébiac",41,32,0,3,9,2,3,90,408
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 164","Paspébiac",23,10,0,2,6,3,0,44,248
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 165","Paspébiac",39,34,0,2,13,3,2,93,445
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 166","Paspébiac",34,44,0,2,6,4,2,92,388
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 167","Paspébiac",24,30,1,2,6,0,2,65,270
