Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Julie Bouchard,Jean Duplain,Yves Laporte,Richard Martel,Ismaël Raymond,Jimmy Voyer,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 34","Saguenay",63,47,4,49,10,4,8,185,535
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 35","Saguenay",62,22,1,90,15,8,2,200,431
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 36","Saguenay",103,47,3,95,19,3,4,274,348
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 37","Saguenay",Merged with No./Fusionné avec le n°36,,,,,,,,347
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 38","Saguenay",115,51,2,148,12,2,6,336,333
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 39","Saguenay",Merged with No./Fusionné avec le n°41,,,,,,,,313
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 40","Saguenay",Merged with No./Fusionné avec le n°38,,,,,,,,331
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 41","Saguenay",92,45,4,176,25,9,8,359,407
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 42","Saguenay",Merged with No./Fusionné avec le n°43,,,,,,,,321
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 43","Saguenay",101,64,3,118,19,2,4,311,342
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 44","Saguenay",Merged with No./Fusionné avec le n°45,,,,,,,,313
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 45","Saguenay",95,52,6,103,20,9,7,292,356
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 46","Saguenay",89,14,1,57,18,4,5,188,370
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 47","Saguenay",89,54,4,89,22,2,7,267,350
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 48","Saguenay",Merged with No./Fusionné avec le n°47,,,,,,,,336
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 49","Saguenay",64,14,2,49,11,1,4,145,380
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 50","Saguenay",38,17,5,88,8,1,2,159,479
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 51","Saguenay",56,24,1,108,6,0,2,197,435
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 52","Saguenay",43,24,2,46,7,7,4,133,359
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 53","Saguenay",30,23,2,44,8,4,2,113,355
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 54","Saguenay",35,21,1,50,9,4,2,122,380
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 55","Saguenay",42,25,3,17,12,0,6,105,434
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 56","Saguenay",Merged with No./Fusionné avec le n°62,,,,,,,,313
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 57","Saguenay",79,41,3,64,20,3,3,213,463
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 58","Saguenay",67,90,1,54,2,0,2,216,320
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 59","Saguenay",55,24,3,37,20,5,2,146,386
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 60","Saguenay",57,23,2,28,14,1,5,130,383
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 61","Saguenay",49,20,3,24,19,5,2,122,357
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 62","Saguenay",71,25,5,42,27,5,0,175,321
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 63","Saguenay",63,19,1,43,10,1,4,141,414
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 64","Saguenay",42,28,3,37,10,4,1,125,308
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 65","Saguenay",34,19,2,40,20,1,2,118,315
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 66","Saguenay",61,28,0,56,11,3,0,159,373
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 67","Saguenay",33,21,3,40,9,3,3,112,327
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 68","Saguenay",26,22,3,36,8,2,2,99,328
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 69","Saguenay",45,18,3,36,10,3,2,117,338
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 70","Saguenay",36,29,5,39,13,3,6,131,380
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 71","Saguenay",46,20,4,41,13,2,1,127,355
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 72","Saguenay",65,43,7,65,21,7,1,209,481
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 73","Saguenay",Merged with No./Fusionné avec le n°74,,,,,,,,334
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 74","Saguenay",165,84,4,106,25,5,7,396,404
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 75","Saguenay",69,50,7,84,24,4,8,246,396
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 76","Saguenay",Merged with No./Fusionné avec le n°75,,,,,,,,312
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 77","Saguenay",62,30,1,51,8,4,4,160,376
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 78","Saguenay",66,30,9,54,13,1,3,176,416
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 79","Saguenay",72,28,3,74,13,8,3,201,335
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 80","Saguenay",Merged with No./Fusionné avec le n°114,,,,,,,,310
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 81","Saguenay",Merged with No./Fusionné avec le n°79,,,,,,,,278
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 82","Saguenay",50,39,1,59,5,7,4,165,426
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 83","Saguenay",95,38,4,128,18,3,6,292,505
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 84","Saguenay",68,29,2,83,15,9,3,209,435
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 85","Saguenay",74,41,5,99,12,1,6,238,442
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 86","Saguenay",75,23,0,80,7,2,6,193,397
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 87","Saguenay",76,40,0,90,9,5,8,228,483
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 88","Saguenay",79,47,2,143,11,4,3,289,518
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 89","Saguenay",Merged with No./Fusionné avec le n°125,,,,,,,,329
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 90","Saguenay",Merged with No./Fusionné avec le n°124,,,,,,,,326
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 91","Saguenay",64,24,2,104,13,0,6,213,499
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 92","Saguenay",61,22,3,80,10,0,3,179,436
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 93","Saguenay",40,21,1,68,6,1,2,139,375
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 94","Saguenay",Merged with No./Fusionné avec le n°96,,,,,,,,349
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 95","Saguenay",79,21,1,65,13,0,3,182,419
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 96","Saguenay",63,39,2,133,17,1,11,266,355
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 97","Saguenay",Merged with No./Fusionné avec le n°98,,,,,,,,330
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 98","Saguenay",76,42,1,111,11,4,5,250,372
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 99","Saguenay",50,18,0,66,12,2,8,156,422
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 100","Petit-Saguenay",43,24,2,62,10,0,2,143,275
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 101","Petit-Saguenay",46,33,2,53,10,2,7,153,256
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 102","L'Anse-Saint-Jean",51,26,1,47,11,1,0,137,305
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 103","L'Anse-Saint-Jean",32,17,2,26,10,2,3,92,295
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 104","L'Anse-Saint-Jean",45,28,6,52,6,2,1,140,391
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 105","Saguenay",58,29,2,48,1,3,5,146,411
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 106","Saguenay",47,44,4,48,8,1,7,159,456
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 107","Saguenay",62,28,0,32,5,1,4,132,417
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 108","Saguenay",60,43,4,70,15,7,10,209,463
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 109","Saguenay",Merged with No./Fusionné avec le n°113,,,,,,,,342
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 110","Saguenay",119,61,5,112,14,4,3,318,377
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 111","Saguenay",Merged with No./Fusionné avec le n°110,,,,,,,,307
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 112","Saguenay",78,45,4,52,12,2,2,195,460
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 113","Saguenay",103,53,2,82,19,3,6,268,342
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 114","Saguenay",78,55,3,99,15,7,1,258,327
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 115","Saguenay",Merged with No./Fusionné avec le n°116,,,,,,,,375
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 116","Saguenay",106,70,9,100,21,2,2,310,389
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 117","Saguenay",74,19,3,69,9,0,5,179,447
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 118","Saint-Félix-d'Otis",82,32,2,73,5,2,2,198,466
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 119","Saint-Félix-d'Otis",60,27,0,99,7,0,0,193,491
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 120","Saguenay",61,27,2,52,9,1,2,154,449
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 121","Saguenay",75,48,0,68,12,1,5,209,540
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 122","Saguenay",53,34,2,58,5,0,3,155,451
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 123","Saguenay",59,41,2,78,1,3,5,189,496
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 124","Saguenay",69,38,5,106,15,5,13,251,410
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 125","Saguenay",101,43,3,94,11,5,4,261,353
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 126","Saguenay",46,28,2,64,7,4,6,157,436
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 127","Saguenay",74,27,3,80,5,3,1,193,446
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 128","Saguenay",48,18,4,77,13,7,4,171,442
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 129","Saguenay",79,34,1,146,7,4,2,273,611
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 130","Saguenay",72,50,2,114,16,8,1,263,426
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 131","Saguenay",113,58,6,131,11,6,5,330,307
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 132","Saguenay",Merged with No./Fusionné avec le n°131,,,,,,,,283
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 133","Saguenay",27,25,0,106,5,6,0,169,338
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 134","Saguenay",66,42,2,78,9,0,0,197,400
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 135","Saguenay",49,59,2,72,10,1,0,193,405
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 136","Saguenay",78,37,2,61,7,0,3,188,430
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 137","Saguenay",111,49,2,119,21,5,4,311,397
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 138","Saguenay",45,27,0,86,6,2,3,169,416
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 139","Saguenay",Merged with No./Fusionné avec le n°137,,,,,,,,370
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 140","Saguenay",79,31,1,86,11,0,3,211,427
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 141","Saguenay",69,54,5,112,11,9,5,265,623
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 142","Saguenay",98,56,3,106,11,2,9,285,366
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 143","Saguenay",40,26,2,60,12,5,5,150,402
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 144","Saguenay",Merged with No./Fusionné avec le n°142,,,,,,,,364
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 145","Saguenay",41,34,2,49,13,1,4,144,390
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 146","Saguenay",45,23,2,53,2,1,3,129,367
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 147","Saguenay",64,25,2,79,17,4,2,193,449
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 148","Saguenay",116,42,4,102,23,3,2,292,371
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 149","Saguenay",58,12,3,74,10,7,5,169,479
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 150","Saguenay",Merged with No./Fusionné avec le n°148,,,,,,,,366
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 151","Saguenay",60,45,2,138,9,8,3,265,399
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 152","Saguenay",49,25,3,87,6,1,0,171,404
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 153","Saguenay",72,31,3,103,12,4,9,234,557
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 154","Saguenay",Merged with No./Fusionné avec le n°151,,,,,,,,339
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 155","Saguenay",25,20,0,52,6,6,1,110,352
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 156","Saguenay",28,12,4,113,24,15,4,200,513
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 157","Saguenay",35,16,0,91,3,6,3,154,407
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 158","Saguenay",49,20,1,53,3,0,5,131,372
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 159","Saguenay",44,26,0,61,4,6,0,141,381
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 160","Saguenay",36,28,3,46,7,2,3,125,341
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 161","Saguenay",55,28,1,98,13,2,3,200,411
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 162","Saguenay",51,15,0,103,5,3,3,180,375
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 163","Saguenay",54,19,0,130,6,4,4,217,474
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 164","Rivière-Éternité",33,37,5,113,6,3,0,197,390
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 165","Ferland-et-Boilleau",45,37,1,170,8,11,5,277,474
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 400","Saguenay",21,26,2,16,0,1,9,75,98
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 401","Saguenay",16,27,1,19,1,0,11,75,98
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 402","Saguenay",29,91,1,53,0,1,2,177,228
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 403","Saguenay",21,49,1,23,1,2,8,105,139
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 500","Mobile poll/Bureau itinérant",5,3,0,1,0,1,0,10,66
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 501","Mobile poll/Bureau itinérant",0,4,0,3,0,0,0,7,33
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 502","Mobile poll/Bureau itinérant",1,1,0,2,0,0,0,4,30
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 503","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°149,,,,,,,,0
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 504","Mobile poll/Bureau itinérant",1,1,0,0,0,0,0,2,28
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 600","Saguenay",381,136,6,460,11,12,16,1022,
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 601","Saguenay",300,131,9,321,13,14,7,795,
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 602","Saguenay",318,211,7,410,35,10,9,1000,
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 603","Saguenay",330,173,11,227,42,14,21,818,
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 604","Saguenay",357,192,5,398,22,16,7,997,
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 605","Saguenay",367,258,12,406,33,16,18,1110,
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 606","Saguenay",549,407,21,595,18,12,29,1631,
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 607","Saguenay",459,256,7,545,26,12,28,1333,
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 608","Saguenay",320,200,9,398,21,10,16,974,
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 609","Saguenay",312,162,3,404,28,6,10,925,
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 610","Saguenay",371,215,8,529,17,8,13,1161,
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 611","Saguenay",311,192,3,349,19,10,13,897,
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 612","Saint-Félix-d'Otis",97,32,3,101,6,3,0,242,
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 613","L'Anse-Saint-Jean--Petit-Saguenay",89,72,7,149,19,3,5,344,
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord",,Group 1/Groupe 1, 91,66,13,269,38,15,18,510,68
24022,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord",,Group 2/Groupe 2, 347,262,6,487,36,16,24,1178,
