Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Stefanie Bunko,Brian Everaert,Marilyn Gladu,Adam Kilner,Tom Laird,Lois Nantais,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35091,"Sarnia--Lambton/Sarnia--Lambton"," 44","Sarnia",2,18,72,45,0,48,3,188,442
35091,"Sarnia--Lambton/Sarnia--Lambton"," 45","Sarnia",5,24,112,70,0,67,3,281,358
35091,"Sarnia--Lambton/Sarnia--Lambton"," 46","Sarnia",2,14,85,58,2,68,1,230,431
35091,"Sarnia--Lambton/Sarnia--Lambton"," 47","Sarnia",5,25,215,69,0,92,4,410,873
35091,"Sarnia--Lambton/Sarnia--Lambton"," 48","Sarnia",7,31,191,97,1,129,0,456,1009
35091,"Sarnia--Lambton/Sarnia--Lambton"," 49","Sarnia",Merged with No./Fusionné avec le n°43,,,,,,,,279
35091,"Sarnia--Lambton/Sarnia--Lambton"," 50","Sarnia",14,42,139,109,6,93,4,407,454
35091,"Sarnia--Lambton/Sarnia--Lambton"," 51","Sarnia",Merged with No./Fusionné avec le n°50,,,,,,,,396
35091,"Sarnia--Lambton/Sarnia--Lambton"," 52","Sarnia",7,44,142,95,0,110,4,402,546
35091,"Sarnia--Lambton/Sarnia--Lambton"," 53","Sarnia",4,40,146,84,2,76,1,353,423
35091,"Sarnia--Lambton/Sarnia--Lambton"," 54","Sarnia",Merged with No./Fusionné avec le n°53,,,,,,,,397
35091,"Sarnia--Lambton/Sarnia--Lambton"," 55","Point Edward",6,32,130,66,1,46,1,282,346
35091,"Sarnia--Lambton/Sarnia--Lambton"," 56","Point Edward",3,21,64,45,2,46,0,181,362
35091,"Sarnia--Lambton/Sarnia--Lambton"," 57","Point Edward",6,24,83,78,3,58,0,252,435
35091,"Sarnia--Lambton/Sarnia--Lambton"," 58","Point Edward",Merged with No./Fusionné avec le n°55,,,,,,,,265
35091,"Sarnia--Lambton/Sarnia--Lambton"," 59","Sarnia",2,41,89,83,0,55,1,271,467
35091,"Sarnia--Lambton/Sarnia--Lambton"," 60","Sarnia",1,14,71,36,5,33,2,162,436
35091,"Sarnia--Lambton/Sarnia--Lambton"," 61","Sarnia",2,12,72,65,2,45,0,198,445
35091,"Sarnia--Lambton/Sarnia--Lambton"," 62","Sarnia",2,12,33,16,2,9,1,75,168
35091,"Sarnia--Lambton/Sarnia--Lambton"," 63","Plympton-Wyoming",5,24,143,25,8,28,0,233,438
35091,"Sarnia--Lambton/Sarnia--Lambton"," 64","Plympton-Wyoming",3,15,120,29,9,27,1,204,425
35091,"Sarnia--Lambton/Sarnia--Lambton"," 65","Plympton-Wyoming",6,37,129,21,14,26,1,234,534
35091,"Sarnia--Lambton/Sarnia--Lambton"," 66","Plympton-Wyoming",5,23,115,38,11,18,3,213,458
35091,"Sarnia--Lambton/Sarnia--Lambton"," 67","Plympton-Wyoming",3,25,96,40,12,28,0,204,426
35091,"Sarnia--Lambton/Sarnia--Lambton"," 68","Plympton-Wyoming",2,25,118,27,15,21,0,208,454
35091,"Sarnia--Lambton/Sarnia--Lambton"," 69","Sarnia",Merged with No./Fusionné avec le n°52,,,,,,,,386
35091,"Sarnia--Lambton/Sarnia--Lambton"," 70","Sarnia",5,21,93,53,0,33,0,205,419
35091,"Sarnia--Lambton/Sarnia--Lambton"," 71","Sarnia",5,28,120,79,1,47,1,281,491
35091,"Sarnia--Lambton/Sarnia--Lambton"," 72","Sarnia",5,28,78,44,5,40,4,204,498
35091,"Sarnia--Lambton/Sarnia--Lambton"," 73","Sarnia",4,32,65,63,3,35,5,207,425
35091,"Sarnia--Lambton/Sarnia--Lambton"," 74","Sarnia",2,25,95,58,13,40,4,237,438
35091,"Sarnia--Lambton/Sarnia--Lambton"," 75","Sarnia",0,30,43,66,2,24,3,168,428
35091,"Sarnia--Lambton/Sarnia--Lambton"," 76","Sarnia",1,8,27,31,0,38,0,105,278
35091,"Sarnia--Lambton/Sarnia--Lambton"," 77","Sarnia",1,19,131,37,3,45,1,237,470
35091,"Sarnia--Lambton/Sarnia--Lambton"," 78","Sarnia",Merged with No./Fusionné avec le n°77,,,,,,,,135
35091,"Sarnia--Lambton/Sarnia--Lambton"," 79","Sarnia",9,20,160,65,4,49,0,307,304
35091,"Sarnia--Lambton/Sarnia--Lambton"," 80","Sarnia",0,19,51,42,1,33,2,148,397
35091,"Sarnia--Lambton/Sarnia--Lambton"," 81","Sarnia",0,7,10,23,0,13,3,56,170
35091,"Sarnia--Lambton/Sarnia--Lambton"," 82","Sarnia",10,28,45,49,3,28,0,163,412
35091,"Sarnia--Lambton/Sarnia--Lambton"," 83","Point Edward",1,4,47,12,0,25,0,89,301
35091,"Sarnia--Lambton/Sarnia--Lambton"," 84","Sarnia",Merged with No./Fusionné avec le n°93,,,,,,,,294
35091,"Sarnia--Lambton/Sarnia--Lambton"," 85","Sarnia",Merged with No./Fusionné avec le n°98,,,,,,,,380
35091,"Sarnia--Lambton/Sarnia--Lambton"," 86","Sarnia",Merged with No./Fusionné avec le n°147,,,,,,,,316
35091,"Sarnia--Lambton/Sarnia--Lambton"," 87","Sarnia",12,47,78,93,1,58,2,291,470
35091,"Sarnia--Lambton/Sarnia--Lambton"," 88","Sarnia",Merged with No./Fusionné avec le n°151,,,,,,,,308
35091,"Sarnia--Lambton/Sarnia--Lambton"," 89","Sarnia",1,21,36,38,2,36,0,134,422
35091,"Sarnia--Lambton/Sarnia--Lambton"," 90","Sarnia",Merged with No./Fusionné avec le n°92,,,,,,,,346
35091,"Sarnia--Lambton/Sarnia--Lambton"," 91","Sarnia",5,33,83,63,4,41,3,232,465
35091,"Sarnia--Lambton/Sarnia--Lambton"," 92","Sarnia",5,30,94,59,0,42,4,234,420
35091,"Sarnia--Lambton/Sarnia--Lambton"," 93","Sarnia",8,43,133,108,1,76,1,370,504
35091,"Sarnia--Lambton/Sarnia--Lambton"," 94","Sarnia",6,35,81,93,0,51,3,269,400
35091,"Sarnia--Lambton/Sarnia--Lambton"," 95","Sarnia",Merged with No./Fusionné avec le n°94,,,,,,,,364
35091,"Sarnia--Lambton/Sarnia--Lambton"," 96","Sarnia",2,21,62,64,0,30,2,181,440
35091,"Sarnia--Lambton/Sarnia--Lambton"," 97","Sarnia",0,8,17,21,1,18,1,66,212
35091,"Sarnia--Lambton/Sarnia--Lambton"," 98","Sarnia",5,49,90,104,2,54,1,305,415
35091,"Sarnia--Lambton/Sarnia--Lambton"," 99","Sarnia",0,10,47,22,0,32,1,112,169
35091,"Sarnia--Lambton/Sarnia--Lambton"," 100","Sarnia",3,27,127,60,1,56,0,274,405
35091,"Sarnia--Lambton/Sarnia--Lambton"," 101","Sarnia",6,26,135,47,3,56,3,276,387
35091,"Sarnia--Lambton/Sarnia--Lambton"," 102","Sarnia",Merged with No./Fusionné avec le n°101,,,,,,,,337
35091,"Sarnia--Lambton/Sarnia--Lambton"," 103","Sarnia",Merged with No./Fusionné avec le n°100,,,,,,,,242
35091,"Sarnia--Lambton/Sarnia--Lambton"," 104","Sarnia",2,25,113,74,1,64,0,279,455
35091,"Sarnia--Lambton/Sarnia--Lambton"," 105","Sarnia",Merged with No./Fusionné avec le n°120,,,,,,,,163
35091,"Sarnia--Lambton/Sarnia--Lambton"," 106","Sarnia",2,31,75,57,1,43,0,209,531
35091,"Sarnia--Lambton/Sarnia--Lambton"," 107","Sarnia",6,53,75,65,3,43,2,247,539
35091,"Sarnia--Lambton/Sarnia--Lambton"," 108","Sarnia",Merged with No./Fusionné avec le n°93,,,,,,,,304
35091,"Sarnia--Lambton/Sarnia--Lambton"," 109","Sarnia",Merged with No./Fusionné avec le n°111,,,,,,,,356
35091,"Sarnia--Lambton/Sarnia--Lambton"," 110","Sarnia",1,22,61,50,0,31,0,165,409
35091,"Sarnia--Lambton/Sarnia--Lambton"," 111","Sarnia",8,17,116,71,2,49,7,270,392
35091,"Sarnia--Lambton/Sarnia--Lambton"," 112","Sarnia",1,28,54,62,2,31,5,183,467
35091,"Sarnia--Lambton/Sarnia--Lambton"," 113","Sarnia",4,16,45,47,2,34,4,152,472
35091,"Sarnia--Lambton/Sarnia--Lambton"," 114","Sarnia",9,57,110,112,2,39,0,329,444
35091,"Sarnia--Lambton/Sarnia--Lambton"," 115","Sarnia",Merged with No./Fusionné avec le n°114,,,,,,,,420
35091,"Sarnia--Lambton/Sarnia--Lambton"," 116","Sarnia",Merged with No./Fusionné avec le n°104,,,,,,,,186
35091,"Sarnia--Lambton/Sarnia--Lambton"," 117","Sarnia",3,26,71,55,3,19,1,178,446
35091,"Sarnia--Lambton/Sarnia--Lambton"," 118","Sarnia",2,23,77,59,2,17,0,180,496
35091,"Sarnia--Lambton/Sarnia--Lambton"," 119","Sarnia",1,26,43,36,2,7,0,115,406
35091,"Sarnia--Lambton/Sarnia--Lambton"," 120","Sarnia",2,24,67,52,1,27,0,173,385
35091,"Sarnia--Lambton/Sarnia--Lambton"," 121","Sarnia",Merged with No./Fusionné avec le n°122,,,,,,,,333
35091,"Sarnia--Lambton/Sarnia--Lambton"," 122","Sarnia",6,22,111,66,1,51,2,259,387
35091,"Sarnia--Lambton/Sarnia--Lambton"," 123","Sarnia",3,53,104,88,4,38,1,291,419
35091,"Sarnia--Lambton/Sarnia--Lambton"," 124","Sarnia",Merged with No./Fusionné avec le n°125,,,,,,,,241
35091,"Sarnia--Lambton/Sarnia--Lambton"," 125","Sarnia",4,28,107,78,1,51,2,271,437
35091,"Sarnia--Lambton/Sarnia--Lambton"," 126","Sarnia",2,29,61,41,1,35,1,170,401
35091,"Sarnia--Lambton/Sarnia--Lambton"," 127","Sarnia",Merged with No./Fusionné avec le n°123,,,,,,,,299
35091,"Sarnia--Lambton/Sarnia--Lambton"," 128","Sarnia",3,20,44,43,0,29,0,139,405
35091,"Sarnia--Lambton/Sarnia--Lambton"," 129","Sarnia",3,18,68,54,2,29,0,174,450
35091,"Sarnia--Lambton/Sarnia--Lambton"," 130","Sarnia",4,18,53,32,0,27,1,135,433
35091,"Sarnia--Lambton/Sarnia--Lambton"," 131","Sarnia",2,25,86,46,0,20,2,181,481
35091,"Sarnia--Lambton/Sarnia--Lambton"," 132","Sarnia",Merged with No./Fusionné avec le n°104,,,,,,,,167
35091,"Sarnia--Lambton/Sarnia--Lambton"," 133","Sarnia",1,22,66,51,1,30,0,171,458
35091,"Sarnia--Lambton/Sarnia--Lambton"," 134","Sarnia",3,37,65,56,0,20,0,181,351
35091,"Sarnia--Lambton/Sarnia--Lambton"," 135","Sarnia",2,43,83,56,1,34,1,220,392
35091,"Sarnia--Lambton/Sarnia--Lambton"," 136","Sarnia",3,31,58,42,1,23,1,159,432
35091,"Sarnia--Lambton/Sarnia--Lambton"," 137","Sarnia",0,30,58,54,2,20,1,165,583
35091,"Sarnia--Lambton/Sarnia--Lambton"," 138","Sarnia",3,20,56,62,0,25,0,166,434
35091,"Sarnia--Lambton/Sarnia--Lambton"," 139","Sarnia",Merged with No./Fusionné avec le n°142,,,,,,,,381
35091,"Sarnia--Lambton/Sarnia--Lambton"," 140","Sarnia",4,27,56,44,0,15,3,149,449
35091,"Sarnia--Lambton/Sarnia--Lambton"," 141","Sarnia",0,36,73,45,2,32,0,188,538
35091,"Sarnia--Lambton/Sarnia--Lambton"," 142","Sarnia",3,47,89,78,0,39,3,259,389
35091,"Sarnia--Lambton/Sarnia--Lambton"," 143","Sarnia",5,14,123,38,3,51,1,235,612
35091,"Sarnia--Lambton/Sarnia--Lambton"," 144","Sarnia",Merged with No./Fusionné avec le n°79,,,,,,,,429
35091,"Sarnia--Lambton/Sarnia--Lambton"," 145","Sarnia",1,20,67,30,9,18,1,146,317
35091,"Sarnia--Lambton/Sarnia--Lambton"," 146","Sarnia",1,25,87,17,4,17,0,151,356
35091,"Sarnia--Lambton/Sarnia--Lambton"," 147","Sarnia",8,39,81,71,2,36,2,239,413
35091,"Sarnia--Lambton/Sarnia--Lambton"," 148","Sarnia",Merged with No./Fusionné avec le n°87,,,,,,,,416
35091,"Sarnia--Lambton/Sarnia--Lambton"," 149","Sarnia",4,28,70,69,3,46,0,220,546
35091,"Sarnia--Lambton/Sarnia--Lambton"," 150","Sarnia",6,24,48,54,0,18,1,151,458
35091,"Sarnia--Lambton/Sarnia--Lambton"," 151","Sarnia",8,24,67,85,0,28,1,213,431
35091,"Sarnia--Lambton/Sarnia--Lambton"," 152","Enniskillen",Merged with No./Fusionné avec le n°156,,,,,,,,388
35091,"Sarnia--Lambton/Sarnia--Lambton"," 153","Sarnia 45",3,28,37,105,1,45,2,221,633
35091,"Sarnia--Lambton/Sarnia--Lambton"," 154","Petrolia",2,34,91,47,1,21,1,197,506
35091,"Sarnia--Lambton/Sarnia--Lambton"," 155","Petrolia",8,31,89,53,2,37,2,222,489
35091,"Sarnia--Lambton/Sarnia--Lambton"," 156","Petrolia",2,34,207,61,6,69,2,381,476
35091,"Sarnia--Lambton/Sarnia--Lambton"," 157","Enniskillen",6,42,135,50,4,19,0,256,322
35091,"Sarnia--Lambton/Sarnia--Lambton"," 158","Petrolia",4,38,116,65,0,32,1,256,620
35091,"Sarnia--Lambton/Sarnia--Lambton"," 159","Enniskillen",Merged with No./Fusionné avec le n°161,,,,,,,,274
35091,"Sarnia--Lambton/Sarnia--Lambton"," 160","Petrolia",4,18,118,70,1,34,3,248,514
35091,"Sarnia--Lambton/Sarnia--Lambton"," 161","Petrolia",3,45,129,63,2,50,4,296,450
35091,"Sarnia--Lambton/Sarnia--Lambton"," 162","Enniskillen",Merged with No./Fusionné avec le n°157,,,,,,,,280
35091,"Sarnia--Lambton/Sarnia--Lambton"," 163","Petrolia",4,26,128,59,1,29,1,248,530
35091,"Sarnia--Lambton/Sarnia--Lambton"," 164","Petrolia",1,24,104,38,0,27,2,196,415
35091,"Sarnia--Lambton/Sarnia--Lambton"," 165","Petrolia",7,17,107,43,1,44,3,222,489
35091,"Sarnia--Lambton/Sarnia--Lambton"," 166","St. Clair",2,12,79,38,1,28,0,160,355
35091,"Sarnia--Lambton/Sarnia--Lambton"," 167","St. Clair",4,21,44,26,1,16,0,112,300
35091,"Sarnia--Lambton/Sarnia--Lambton"," 168","St. Clair",4,37,78,68,0,37,1,225,505
35091,"Sarnia--Lambton/Sarnia--Lambton"," 169","St. Clair",3,26,85,46,2,28,0,190,430
35091,"Sarnia--Lambton/Sarnia--Lambton"," 170","St. Clair",1,26,79,42,1,22,0,171,416
35091,"Sarnia--Lambton/Sarnia--Lambton"," 171","St. Clair",1,44,116,63,1,41,0,266,307
35091,"Sarnia--Lambton/Sarnia--Lambton"," 172","St. Clair",Merged with No./Fusionné avec le n°171,,,,,,,,306
35091,"Sarnia--Lambton/Sarnia--Lambton"," 173","St. Clair",2,10,100,41,0,36,1,190,462
35091,"Sarnia--Lambton/Sarnia--Lambton"," 174","St. Clair",4,17,79,22,0,8,2,132,303
35091,"Sarnia--Lambton/Sarnia--Lambton"," 175","St. Clair",0,18,55,28,0,28,0,129,351
35091,"Sarnia--Lambton/Sarnia--Lambton"," 176","St. Clair",1,25,57,30,0,15,1,129,356
35091,"Sarnia--Lambton/Sarnia--Lambton"," 177","St. Clair",0,31,77,34,0,22,0,164,430
35091,"Sarnia--Lambton/Sarnia--Lambton"," 178","St. Clair",2,16,106,36,1,22,2,185,388
35091,"Sarnia--Lambton/Sarnia--Lambton"," 179","St. Clair",1,34,235,69,0,55,1,395,901
35091,"Sarnia--Lambton/Sarnia--Lambton"," 180","Mooretown",1,16,65,16,0,15,0,113,265
35091,"Sarnia--Lambton/Sarnia--Lambton"," 181","Osborne",2,27,151,43,2,22,1,248,429
35091,"Sarnia--Lambton/Sarnia--Lambton"," 182","Moore",1,31,118,36,2,23,0,211,403
35091,"Sarnia--Lambton/Sarnia--Lambton"," 183","Brigden",3,33,134,22,1,26,2,221,403
35091,"Sarnia--Lambton/Sarnia--Lambton"," 184","Enniskillen",0,30,111,28,0,18,1,188,384
35091,"Sarnia--Lambton/Sarnia--Lambton"," 185","Enniskillen",1,19,95,24,0,16,0,155,290
35091,"Sarnia--Lambton/Sarnia--Lambton"," 186","Oil Springs",1,34,123,23,0,20,0,201,333
35091,"Sarnia--Lambton/Sarnia--Lambton"," 187","Enniskillen",4,28,120,22,0,19,2,195,342
35091,"Sarnia--Lambton/Sarnia--Lambton"," 188","Mooretown",1,43,115,34,0,25,0,218,383
35091,"Sarnia--Lambton/Sarnia--Lambton"," 189","Courtright",2,43,127,58,0,11,3,244,432
35091,"Sarnia--Lambton/Sarnia--Lambton"," 190","Ladysmith",2,48,128,43,0,23,0,244,448
35091,"Sarnia--Lambton/Sarnia--Lambton"," 191","Bradshaw",0,18,88,16,2,8,0,132,304
35091,"Sarnia--Lambton/Sarnia--Lambton"," 192","Wilkesport",1,32,72,16,0,9,1,131,358
35091,"Sarnia--Lambton/Sarnia--Lambton"," 193","Sombra",4,29,98,32,0,35,0,198,333
35091,"Sarnia--Lambton/Sarnia--Lambton"," 194","Sombra",0,37,117,18,0,28,1,201,352
35091,"Sarnia--Lambton/Sarnia--Lambton"," 195","Thornyhurst",1,68,180,34,0,53,0,336,325
35091,"Sarnia--Lambton/Sarnia--Lambton"," 196","Becher",2,53,139,49,3,32,2,280,348
35091,"Sarnia--Lambton/Sarnia--Lambton"," 197","Port Lambton",Merged with No./Fusionné avec le n°195,,,,,,,,329
35091,"Sarnia--Lambton/Sarnia--Lambton"," 198","Babys Point",Merged with No./Fusionné avec le n°196,,,,,,,,310
35091,"Sarnia--Lambton/Sarnia--Lambton"," 199","Babys Point",0,41,142,16,0,31,2,232,392
35091,"Sarnia--Lambton/Sarnia--Lambton"," 400","Sarnia",2,1,71,18,1,51,2,146,252
35091,"Sarnia--Lambton/Sarnia--Lambton"," 401","Sarnia",Merged with No./Fusionné avec le n°57,,,,,,,,92
35091,"Sarnia--Lambton/Sarnia--Lambton"," 402","Sarnia",Merged with No./Fusionné avec le n°56,,,,,,,,152
35091,"Sarnia--Lambton/Sarnia--Lambton"," 403","Sarnia",Merged with No./Fusionné avec le n°57,,,,,,,,128
35091,"Sarnia--Lambton/Sarnia--Lambton"," 404","Sarnia",3,7,154,58,3,86,1,312,643
35091,"Sarnia--Lambton/Sarnia--Lambton"," 405","Sarnia",Merged with No./Fusionné avec le n°99,,,,,,,,121
35091,"Sarnia--Lambton/Sarnia--Lambton"," 406","Sarnia",4,9,19,39,0,22,0,93,211
35091,"Sarnia--Lambton/Sarnia--Lambton"," 407","Sarnia",Merged with No./Fusionné avec le n°149,,,,,,,,135
35091,"Sarnia--Lambton/Sarnia--Lambton"," 408","Sarnia",1,4,55,18,2,25,0,105,154
35091,"Sarnia--Lambton/Sarnia--Lambton"," 500","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°513,,,,,,,,36
35091,"Sarnia--Lambton/Sarnia--Lambton"," 501","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°515,,,,,,,,61
35091,"Sarnia--Lambton/Sarnia--Lambton"," 502","Mobile poll/Bureau itinérant",1,3,74,21,3,51,9,162,105
35091,"Sarnia--Lambton/Sarnia--Lambton"," 503","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°505,,,,,,,,126
35091,"Sarnia--Lambton/Sarnia--Lambton"," 504","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,,52
35091,"Sarnia--Lambton/Sarnia--Lambton"," 505","Mobile poll/Bureau itinérant",3,3,86,20,7,38,10,167,82
35091,"Sarnia--Lambton/Sarnia--Lambton"," 506","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°505,,,,,,,,83
35091,"Sarnia--Lambton/Sarnia--Lambton"," 507","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,,115
35091,"Sarnia--Lambton/Sarnia--Lambton"," 508","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°505,,,,,,,,59
35091,"Sarnia--Lambton/Sarnia--Lambton"," 509","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°505,,,,,,,,34
35091,"Sarnia--Lambton/Sarnia--Lambton"," 510","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
35091,"Sarnia--Lambton/Sarnia--Lambton"," 511","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°112,,,,,,,,15
35091,"Sarnia--Lambton/Sarnia--Lambton"," 512","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°513,,,,,,,,30
35091,"Sarnia--Lambton/Sarnia--Lambton"," 513","Mobile poll/Bureau itinérant",5,2,73,10,8,30,3,131,133
35091,"Sarnia--Lambton/Sarnia--Lambton"," 514","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,,99
35091,"Sarnia--Lambton/Sarnia--Lambton"," 515","Mobile poll/Bureau itinérant",3,8,89,16,2,46,1,165,91
35091,"Sarnia--Lambton/Sarnia--Lambton"," 516","Petrolia",Merged with No./Fusionné avec le n°160,,,,,,,,47
35091,"Sarnia--Lambton/Sarnia--Lambton"," 517","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,,88
35091,"Sarnia--Lambton/Sarnia--Lambton"," 518","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°513,,,,,,,,48
35091,"Sarnia--Lambton/Sarnia--Lambton"," 519","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
35091,"Sarnia--Lambton/Sarnia--Lambton"," 520","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°515,,,,,,,,128
35091,"Sarnia--Lambton/Sarnia--Lambton"," 600","Plympton-Wyoming",17,125,726,106,33,164,5,1176,
35091,"Sarnia--Lambton/Sarnia--Lambton"," 601","Sarnia",28,125,1012,279,8,486,3,1941,
35091,"Sarnia--Lambton/Sarnia--Lambton"," 602","Sarnia",12,46,399,112,2,177,2,750,
35091,"Sarnia--Lambton/Sarnia--Lambton"," 603","Sarnia",16,79,382,180,1,250,2,910,
35091,"Sarnia--Lambton/Sarnia--Lambton"," 604","Sarnia",16,98,647,281,7,368,2,1419,
35091,"Sarnia--Lambton/Sarnia--Lambton"," 605","Sarnia",10,71,425,175,4,220,2,907,
35091,"Sarnia--Lambton/Sarnia--Lambton"," 606","Sarnia",10,97,319,180,6,178,5,795,
