Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Shafqat Ali,Jim McDowell,Ronni Shino,Jagdeep Singh,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35008,"Brampton Centre/Brampton-Centre"," 40","Brampton",84,18,1,50,3,156,467
35008,"Brampton Centre/Brampton-Centre"," 41","Brampton",75,18,4,40,1,138,468
35008,"Brampton Centre/Brampton-Centre"," 42","Brampton",96,32,5,30,5,168,537
35008,"Brampton Centre/Brampton-Centre"," 43","Brampton",124,15,3,33,1,176,464
35008,"Brampton Centre/Brampton-Centre"," 44","Brampton",67,33,3,42,0,145,404
35008,"Brampton Centre/Brampton-Centre"," 45","Brampton",35,30,1,35,1,102,301
35008,"Brampton Centre/Brampton-Centre"," 46","Brampton",70,43,0,70,3,186,491
35008,"Brampton Centre/Brampton-Centre"," 47","Brampton",64,15,1,38,6,124,317
35008,"Brampton Centre/Brampton-Centre"," 48","Brampton",97,29,8,31,2,167,446
35008,"Brampton Centre/Brampton-Centre"," 49","Brampton",55,24,4,34,3,120,352
35008,"Brampton Centre/Brampton-Centre"," 50","Brampton",59,31,3,61,4,158,340
35008,"Brampton Centre/Brampton-Centre"," 51","Brampton",59,19,5,25,0,108,323
35008,"Brampton Centre/Brampton-Centre"," 52","Brampton",28,29,0,52,1,110,375
35008,"Brampton Centre/Brampton-Centre"," 53","Brampton",45,38,4,49,2,138,315
35008,"Brampton Centre/Brampton-Centre"," 54","Brampton",40,27,2,40,1,110,333
35008,"Brampton Centre/Brampton-Centre"," 55","Brampton",70,14,2,36,0,122,310
35008,"Brampton Centre/Brampton-Centre"," 56","Brampton",85,27,5,70,0,187,528
35008,"Brampton Centre/Brampton-Centre"," 57","Brampton",73,27,2,50,1,153,381
35008,"Brampton Centre/Brampton-Centre"," 58","Brampton",74,21,8,52,1,156,356
35008,"Brampton Centre/Brampton-Centre"," 59","Brampton",89,34,4,74,4,205,463
35008,"Brampton Centre/Brampton-Centre"," 60","Brampton",65,44,3,61,0,173,430
35008,"Brampton Centre/Brampton-Centre"," 61","Brampton",60,31,0,36,0,127,414
35008,"Brampton Centre/Brampton-Centre"," 62","Brampton",41,21,3,44,2,111,447
35008,"Brampton Centre/Brampton-Centre"," 63","Brampton",53,33,3,27,1,117,395
35008,"Brampton Centre/Brampton-Centre"," 64","Brampton",69,23,2,59,4,157,486
35008,"Brampton Centre/Brampton-Centre"," 65","Brampton",71,21,1,51,3,147,425
35008,"Brampton Centre/Brampton-Centre"," 66","Brampton",47,23,1,45,2,118,403
35008,"Brampton Centre/Brampton-Centre"," 67","Brampton",70,20,3,30,0,123,425
35008,"Brampton Centre/Brampton-Centre"," 68","Brampton",44,18,5,25,0,92,414
35008,"Brampton Centre/Brampton-Centre"," 69","Brampton",56,15,1,39,3,114,461
35008,"Brampton Centre/Brampton-Centre"," 70","Brampton",51,24,2,43,4,124,303
35008,"Brampton Centre/Brampton-Centre"," 71","Brampton",80,41,4,78,2,205,479
35008,"Brampton Centre/Brampton-Centre"," 72","Brampton",59,32,2,64,2,159,394
35008,"Brampton Centre/Brampton-Centre"," 73","Brampton",50,17,0,38,1,106,466
35008,"Brampton Centre/Brampton-Centre"," 74A","Brampton",41,13,2,41,0,97,306
35008,"Brampton Centre/Brampton-Centre"," 74B","Brampton",34,7,0,47,0,88,261
35008,"Brampton Centre/Brampton-Centre"," 75","Brampton",67,34,2,41,3,147,407
35008,"Brampton Centre/Brampton-Centre"," 76","Brampton",64,48,2,54,3,171,446
35008,"Brampton Centre/Brampton-Centre"," 77","Brampton",66,27,3,50,0,146,364
35008,"Brampton Centre/Brampton-Centre"," 78","Brampton",59,28,5,46,1,139,359
35008,"Brampton Centre/Brampton-Centre"," 79","Brampton",74,30,3,38,1,146,395
35008,"Brampton Centre/Brampton-Centre"," 80","Brampton",62,41,5,54,3,165,461
35008,"Brampton Centre/Brampton-Centre"," 81","Brampton",55,22,4,61,4,146,395
35008,"Brampton Centre/Brampton-Centre"," 82","Brampton",72,16,1,55,3,147,364
35008,"Brampton Centre/Brampton-Centre"," 83","Brampton",73,20,4,58,2,157,392
35008,"Brampton Centre/Brampton-Centre"," 84","Brampton",86,24,3,56,0,169,422
35008,"Brampton Centre/Brampton-Centre"," 85","Brampton",70,27,1,24,1,123,319
35008,"Brampton Centre/Brampton-Centre"," 86","Brampton",82,23,4,40,5,154,361
35008,"Brampton Centre/Brampton-Centre"," 87","Brampton",75,25,1,31,1,133,385
35008,"Brampton Centre/Brampton-Centre"," 88","Brampton",35,20,1,34,1,91,372
35008,"Brampton Centre/Brampton-Centre"," 89","Brampton",31,42,3,37,1,114,391
35008,"Brampton Centre/Brampton-Centre"," 90","Brampton",22,13,1,32,1,69,266
35008,"Brampton Centre/Brampton-Centre"," 91","Brampton",37,17,1,42,0,97,294
35008,"Brampton Centre/Brampton-Centre"," 92","Brampton",57,33,1,29,3,123,446
35008,"Brampton Centre/Brampton-Centre"," 93","Brampton",49,27,0,39,2,117,374
35008,"Brampton Centre/Brampton-Centre"," 94","Brampton",35,22,5,19,0,81,285
35008,"Brampton Centre/Brampton-Centre"," 95","Brampton",37,10,3,34,2,86,329
35008,"Brampton Centre/Brampton-Centre"," 96","Brampton",38,24,6,33,1,102,317
35008,"Brampton Centre/Brampton-Centre"," 97","Brampton",44,18,3,35,0,100,326
35008,"Brampton Centre/Brampton-Centre"," 98","Brampton",76,26,0,30,4,136,483
35008,"Brampton Centre/Brampton-Centre"," 99","Brampton",66,25,3,35,1,130,447
35008,"Brampton Centre/Brampton-Centre"," 100","Brampton",63,30,7,59,3,162,496
35008,"Brampton Centre/Brampton-Centre"," 101","Brampton",61,33,1,31,2,128,354
35008,"Brampton Centre/Brampton-Centre"," 102","Brampton",52,33,5,46,5,141,309
35008,"Brampton Centre/Brampton-Centre"," 103","Brampton",60,33,2,35,1,131,324
35008,"Brampton Centre/Brampton-Centre"," 104","Brampton",67,31,7,75,4,184,452
35008,"Brampton Centre/Brampton-Centre"," 105","Brampton",47,18,4,46,0,115,466
35008,"Brampton Centre/Brampton-Centre"," 106","Brampton",84,34,4,56,1,179,419
35008,"Brampton Centre/Brampton-Centre"," 107","Brampton",51,24,3,50,4,132,352
35008,"Brampton Centre/Brampton-Centre"," 108","Brampton",64,32,4,50,0,150,355
35008,"Brampton Centre/Brampton-Centre"," 109","Brampton",45,23,3,22,3,96,336
35008,"Brampton Centre/Brampton-Centre"," 110","Brampton",67,22,2,28,2,121,370
35008,"Brampton Centre/Brampton-Centre"," 111","Brampton",64,19,4,30,2,119,476
35008,"Brampton Centre/Brampton-Centre"," 112","Brampton",40,25,5,45,1,116,435
35008,"Brampton Centre/Brampton-Centre"," 113","Brampton",36,14,2,23,1,76,343
35008,"Brampton Centre/Brampton-Centre"," 114","Brampton",31,26,4,30,0,91,364
35008,"Brampton Centre/Brampton-Centre"," 115","Brampton",99,33,3,57,1,193,433
35008,"Brampton Centre/Brampton-Centre"," 116","Brampton",55,21,2,36,2,116,342
35008,"Brampton Centre/Brampton-Centre"," 117","Brampton",91,20,6,70,3,190,451
35008,"Brampton Centre/Brampton-Centre"," 118","Brampton",77,13,7,35,3,135,279
35008,"Brampton Centre/Brampton-Centre"," 119","Brampton",130,39,3,32,0,204,464
35008,"Brampton Centre/Brampton-Centre"," 120","Brampton",56,23,1,23,3,106,358
35008,"Brampton Centre/Brampton-Centre"," 121","Brampton",36,23,3,23,2,87,354
35008,"Brampton Centre/Brampton-Centre"," 122","Brampton",87,29,2,50,0,168,545
35008,"Brampton Centre/Brampton-Centre"," 123","Brampton",32,22,4,20,0,78,266
35008,"Brampton Centre/Brampton-Centre"," 124","Brampton",63,40,4,44,2,153,484
35008,"Brampton Centre/Brampton-Centre"," 125","Brampton",43,19,4,44,1,111,329
35008,"Brampton Centre/Brampton-Centre"," 126","Brampton",36,21,3,28,0,88,222
35008,"Brampton Centre/Brampton-Centre"," 127","Brampton",45,19,5,34,0,103,340
35008,"Brampton Centre/Brampton-Centre"," 128A","Brampton",41,19,0,33,1,94,223
35008,"Brampton Centre/Brampton-Centre"," 128B","Brampton",61,24,4,28,1,118,407
35008,"Brampton Centre/Brampton-Centre"," 129","Brampton",36,12,1,26,1,76,341
35008,"Brampton Centre/Brampton-Centre"," 130","Brampton",23,7,1,22,0,53,313
35008,"Brampton Centre/Brampton-Centre"," 131","Brampton",57,11,6,26,0,100,388
35008,"Brampton Centre/Brampton-Centre"," 132","Brampton",39,22,4,26,1,92,477
35008,"Brampton Centre/Brampton-Centre"," 133A","Brampton",51,21,7,54,0,133,503
35008,"Brampton Centre/Brampton-Centre"," 133B","Brampton",47,9,2,21,2,81,306
35008,"Brampton Centre/Brampton-Centre"," 134","Brampton",103,26,2,46,2,179,382
35008,"Brampton Centre/Brampton-Centre"," 135","Brampton",68,17,1,24,1,111,369
35008,"Brampton Centre/Brampton-Centre"," 136","Brampton",58,23,2,76,4,163,414
35008,"Brampton Centre/Brampton-Centre"," 137","Brampton",79,27,5,52,4,167,527
35008,"Brampton Centre/Brampton-Centre"," 138","Brampton",89,12,0,29,2,132,367
35008,"Brampton Centre/Brampton-Centre"," 139","Brampton",75,28,2,33,2,140,393
35008,"Brampton Centre/Brampton-Centre"," 140","Brampton",54,16,2,49,2,123,321
35008,"Brampton Centre/Brampton-Centre"," 141","Brampton",68,18,0,33,1,120,370
35008,"Brampton Centre/Brampton-Centre"," 142","Brampton",87,51,19,1,2,160,435
35008,"Brampton Centre/Brampton-Centre"," 143","Brampton",65,20,2,26,2,115,335
35008,"Brampton Centre/Brampton-Centre"," 400","Brampton",63,14,2,27,1,107,376
35008,"Brampton Centre/Brampton-Centre"," 401","Brampton",69,24,3,26,3,125,421
35008,"Brampton Centre/Brampton-Centre"," 402","Brampton",73,14,3,20,1,111,369
35008,"Brampton Centre/Brampton-Centre"," 403","Brampton",44,15,4,31,2,96,326
35008,"Brampton Centre/Brampton-Centre"," 404","Brampton",56,8,3,40,0,107,295
35008,"Brampton Centre/Brampton-Centre"," 405","Brampton",41,10,1,20,1,73,305
35008,"Brampton Centre/Brampton-Centre"," 406","Brampton",44,4,0,12,1,61,253
35008,"Brampton Centre/Brampton-Centre"," 407","Brampton",56,15,3,24,3,101,293
35008,"Brampton Centre/Brampton-Centre"," 408","Brampton",53,11,2,23,1,90,251
35008,"Brampton Centre/Brampton-Centre"," 409","Brampton",91,34,5,30,1,161,438
35008,"Brampton Centre/Brampton-Centre"," 410","Brampton",43,22,3,27,0,95,303
35008,"Brampton Centre/Brampton-Centre"," 411","Brampton",44,22,2,16,0,84,276
35008,"Brampton Centre/Brampton-Centre"," 412","Brampton",53,12,3,19,3,90,214
35008,"Brampton Centre/Brampton-Centre"," 413","Brampton",54,17,5,19,0,95,286
35008,"Brampton Centre/Brampton-Centre"," 414","Brampton",52,11,1,22,1,87,316
35008,"Brampton Centre/Brampton-Centre"," 415","Brampton",52,8,0,7,1,68,222
35008,"Brampton Centre/Brampton-Centre"," 416","Brampton",34,6,3,15,1,59,218
35008,"Brampton Centre/Brampton-Centre"," 417","Brampton",37,7,0,13,0,57,218
35008,"Brampton Centre/Brampton-Centre"," 418","Brampton",25,11,2,18,1,57,262
35008,"Brampton Centre/Brampton-Centre"," 419","Brampton",51,18,4,14,0,87,319
35008,"Brampton Centre/Brampton-Centre"," 420","Brampton",35,8,0,19,5,67,299
35008,"Brampton Centre/Brampton-Centre"," 421","Brampton",53,13,3,16,1,86,271
35008,"Brampton Centre/Brampton-Centre"," 422","Brampton",49,17,0,41,1,108,190
35008,"Brampton Centre/Brampton-Centre"," 423","Brampton",31,25,4,36,0,96,184
35008,"Brampton Centre/Brampton-Centre"," 424","Brampton",43,9,2,24,2,80,127
35008,"Brampton Centre/Brampton-Centre"," 425","Brampton",29,10,1,11,5,56,81
35008,"Brampton Centre/Brampton-Centre"," 426","Brampton",63,18,6,22,0,109,280
35008,"Brampton Centre/Brampton-Centre"," 600","Brampton",325,125,25,356,9,840,
35008,"Brampton Centre/Brampton-Centre"," 601","Brampton",446,124,19,314,3,906,
35008,"Brampton Centre/Brampton-Centre"," 602","Brampton",481,151,26,306,18,982,
35008,"Brampton Centre/Brampton-Centre"," 603","Brampton",429,126,16,259,11,841,
35008,"Brampton Centre/Brampton-Centre"," 604","Brampton",501,158,24,429,11,1123,
35008,"Brampton Centre/Brampton-Centre"," 605","Brampton",241,78,26,192,7,544,
35008,"Brampton Centre/Brampton-Centre"," 606","Brampton",356,116,8,216,11,707,
35008,"Brampton Centre/Brampton-Centre"," 607","Brampton",459,133,14,299,15,920,
35008,"Brampton Centre/Brampton-Centre"," 608","Brampton",500,147,21,429,7,1104,
35008,"Brampton Centre/Brampton-Centre"," 609","Brampton",355,107,16,218,3,699,
35008,"Brampton Centre/Brampton-Centre"," 610","Brampton",359,90,10,206,10,675,
35008,"Brampton Centre/Brampton-Centre"," 611","Brampton",415,106,14,200,10,745,
35008,"Brampton Centre/Brampton-Centre"," 612","Brampton",271,91,20,289,5,676,
35008,"Brampton Centre/Brampton-Centre"," 613","Brampton",457,111,9,272,4,853,
35008,"Brampton Centre/Brampton-Centre",,Group 1/Groupe 1, 139,50,7,98,31,325,121
35008,"Brampton Centre/Brampton-Centre",,Group 2/Groupe 2, 467,167,12,283,67,996,
