Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Catherine Dickins,Greg Fergus,Eric Fleury,Samuel Gendron,Simon Gnocchini-Messier,Josée Lafleur,Mike LeBlanc,Sandrine Perion,Simon Provost,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24030,"Hull--Aylmer/Hull--Aylmer"," 30","Gatineau",1,40,4,8,1,0,3,13,26,1,97,326
24030,"Hull--Aylmer/Hull--Aylmer"," 31","Gatineau",0,82,6,28,4,3,0,19,31,3,176,471
24030,"Hull--Aylmer/Hull--Aylmer"," 32","Gatineau",0,43,4,18,5,0,1,9,22,3,105,342
24030,"Hull--Aylmer/Hull--Aylmer"," 33","Gatineau",2,46,10,13,3,2,0,10,12,4,102,370
24030,"Hull--Aylmer/Hull--Aylmer"," 34","Gatineau",0,75,17,16,1,2,3,14,14,4,146,373
24030,"Hull--Aylmer/Hull--Aylmer"," 35","Gatineau",0,85,7,26,5,2,3,11,19,0,158,481
24030,"Hull--Aylmer/Hull--Aylmer"," 36","Gatineau",0,63,5,21,7,0,0,19,28,1,144,300
24030,"Hull--Aylmer/Hull--Aylmer"," 37","Gatineau",0,99,8,18,4,1,0,11,34,4,179,395
24030,"Hull--Aylmer/Hull--Aylmer"," 38","Gatineau",1,63,2,28,3,2,0,18,20,1,138,379
24030,"Hull--Aylmer/Hull--Aylmer"," 39","Gatineau",1,72,12,26,8,0,1,11,34,0,165,360
24030,"Hull--Aylmer/Hull--Aylmer"," 40","Gatineau",0,102,7,29,7,1,0,14,40,0,200,414
24030,"Hull--Aylmer/Hull--Aylmer"," 41","Gatineau",0,63,7,22,5,0,0,19,34,2,152,339
24030,"Hull--Aylmer/Hull--Aylmer"," 42","Gatineau",0,70,3,14,5,0,0,21,36,4,153,344
24030,"Hull--Aylmer/Hull--Aylmer"," 43","Gatineau",0,57,2,16,3,1,1,12,16,2,110,354
24030,"Hull--Aylmer/Hull--Aylmer"," 44","Gatineau",0,78,8,31,9,0,1,13,27,2,169,400
24030,"Hull--Aylmer/Hull--Aylmer"," 45","Gatineau",0,57,9,6,3,1,0,14,11,1,102,403
24030,"Hull--Aylmer/Hull--Aylmer"," 46","Gatineau",0,45,3,14,2,0,0,10,18,3,95,392
24030,"Hull--Aylmer/Hull--Aylmer"," 47","Gatineau",0,66,6,19,1,2,0,13,26,3,136,433
24030,"Hull--Aylmer/Hull--Aylmer"," 48","Gatineau",0,40,2,23,3,3,0,4,22,1,98,370
24030,"Hull--Aylmer/Hull--Aylmer"," 49","Gatineau",0,77,5,11,7,0,0,9,25,0,134,369
24030,"Hull--Aylmer/Hull--Aylmer"," 50","Gatineau",0,48,10,12,2,1,1,10,26,4,114,394
24030,"Hull--Aylmer/Hull--Aylmer"," 51","Gatineau",Merged with No./Fusionné avec le n°52,,,,,,,,,,,345
24030,"Hull--Aylmer/Hull--Aylmer"," 52","Gatineau",0,148,14,23,18,1,2,25,32,5,268,454
24030,"Hull--Aylmer/Hull--Aylmer"," 53","Gatineau",0,53,0,18,0,1,1,8,14,1,96,354
24030,"Hull--Aylmer/Hull--Aylmer"," 54","Gatineau",1,39,3,33,3,0,2,13,24,1,119,383
24030,"Hull--Aylmer/Hull--Aylmer"," 55","Gatineau",0,75,6,20,2,2,1,13,11,5,135,403
24030,"Hull--Aylmer/Hull--Aylmer"," 56","Gatineau",1,38,2,18,3,0,1,8,15,3,89,362
24030,"Hull--Aylmer/Hull--Aylmer"," 57","Gatineau",0,60,8,32,5,0,0,9,14,2,130,375
24030,"Hull--Aylmer/Hull--Aylmer"," 58","Gatineau",0,52,13,21,2,3,1,7,14,1,114,337
24030,"Hull--Aylmer/Hull--Aylmer"," 59","Gatineau",0,50,5,18,2,0,0,9,13,2,99,334
24030,"Hull--Aylmer/Hull--Aylmer"," 60","Gatineau",1,54,8,38,4,0,0,12,17,3,137,470
24030,"Hull--Aylmer/Hull--Aylmer"," 61","Gatineau",0,49,2,9,3,0,0,8,20,0,91,316
24030,"Hull--Aylmer/Hull--Aylmer"," 62","Gatineau",Merged with No./Fusionné avec le n°63,,,,,,,,,,,387
24030,"Hull--Aylmer/Hull--Aylmer"," 63","Gatineau",1,138,23,51,12,5,0,32,56,5,323,398
24030,"Hull--Aylmer/Hull--Aylmer"," 64","Gatineau",0,55,3,19,4,1,0,19,24,3,128,382
24030,"Hull--Aylmer/Hull--Aylmer"," 65","Gatineau",0,60,4,17,1,1,1,8,23,1,116,379
24030,"Hull--Aylmer/Hull--Aylmer"," 66","Gatineau",0,77,9,18,5,2,1,17,28,2,159,386
24030,"Hull--Aylmer/Hull--Aylmer"," 67","Gatineau",0,83,8,22,10,0,1,15,32,2,173,406
24030,"Hull--Aylmer/Hull--Aylmer"," 68","Gatineau",0,52,4,18,3,2,2,14,25,0,120,413
24030,"Hull--Aylmer/Hull--Aylmer"," 69","Gatineau",1,66,4,23,3,3,2,5,54,2,163,392
24030,"Hull--Aylmer/Hull--Aylmer"," 70","Gatineau",0,41,8,21,6,0,1,9,22,3,111,359
24030,"Hull--Aylmer/Hull--Aylmer"," 71","Gatineau",0,45,1,13,7,0,0,12,16,1,95,337
24030,"Hull--Aylmer/Hull--Aylmer"," 72","Gatineau",0,69,4,25,5,1,2,12,28,3,149,361
24030,"Hull--Aylmer/Hull--Aylmer"," 73","Gatineau",1,82,5,31,9,3,2,19,53,3,208,403
24030,"Hull--Aylmer/Hull--Aylmer"," 74","Gatineau",0,53,11,27,13,0,0,13,25,2,144,353
24030,"Hull--Aylmer/Hull--Aylmer"," 75","Gatineau",1,80,9,32,8,0,2,10,45,1,188,359
24030,"Hull--Aylmer/Hull--Aylmer"," 76","Gatineau",0,71,7,27,11,3,1,14,28,5,167,362
24030,"Hull--Aylmer/Hull--Aylmer"," 77","Gatineau",1,50,10,20,2,2,0,14,25,1,125,334
24030,"Hull--Aylmer/Hull--Aylmer"," 78","Gatineau",0,96,10,19,5,0,0,17,41,1,189,448
24030,"Hull--Aylmer/Hull--Aylmer"," 79","Gatineau",0,42,10,5,5,1,0,27,32,0,122,331
24030,"Hull--Aylmer/Hull--Aylmer"," 80","Gatineau",1,102,2,27,7,1,0,10,29,1,180,452
24030,"Hull--Aylmer/Hull--Aylmer"," 81","Gatineau",0,106,12,21,8,1,1,22,33,4,208,484
24030,"Hull--Aylmer/Hull--Aylmer"," 82","Gatineau",0,93,10,27,5,0,0,25,35,4,199,452
24030,"Hull--Aylmer/Hull--Aylmer"," 83","Gatineau",0,96,8,28,11,1,1,24,37,1,207,507
24030,"Hull--Aylmer/Hull--Aylmer"," 84","Gatineau",0,113,3,21,6,0,0,15,35,1,194,545
24030,"Hull--Aylmer/Hull--Aylmer"," 85","Gatineau",1,83,15,24,6,1,1,11,12,3,157,499
24030,"Hull--Aylmer/Hull--Aylmer"," 86","Gatineau",1,35,5,29,4,1,1,18,13,1,108,315
24030,"Hull--Aylmer/Hull--Aylmer"," 87","Gatineau",0,71,14,31,8,3,0,16,20,2,165,514
24030,"Hull--Aylmer/Hull--Aylmer"," 88","Gatineau",0,44,5,30,5,2,1,3,11,2,103,347
24030,"Hull--Aylmer/Hull--Aylmer"," 89","Gatineau",1,63,5,39,4,1,1,7,17,1,139,429
24030,"Hull--Aylmer/Hull--Aylmer"," 90","Gatineau",0,43,1,36,4,0,1,10,7,1,103,361
24030,"Hull--Aylmer/Hull--Aylmer"," 91","Gatineau",0,66,3,24,5,1,0,13,18,3,133,369
24030,"Hull--Aylmer/Hull--Aylmer"," 92","Gatineau",1,50,11,27,12,0,0,11,17,2,131,371
24030,"Hull--Aylmer/Hull--Aylmer"," 93","Gatineau",2,54,5,2,1,2,0,7,8,0,81,321
24030,"Hull--Aylmer/Hull--Aylmer"," 94","Gatineau",1,39,4,19,6,2,0,8,15,2,96,337
24030,"Hull--Aylmer/Hull--Aylmer"," 95","Gatineau",2,61,8,34,3,1,0,24,28,3,164,352
24030,"Hull--Aylmer/Hull--Aylmer"," 96","Gatineau",2,130,10,46,12,0,3,26,42,1,272,451
24030,"Hull--Aylmer/Hull--Aylmer"," 97","Gatineau",Merged with No./Fusionné avec le n°96,,,,,,,,,,,431
24030,"Hull--Aylmer/Hull--Aylmer"," 98","Gatineau",0,65,2,17,4,2,0,16,22,0,128,547
24030,"Hull--Aylmer/Hull--Aylmer"," 99","Gatineau",2,99,11,25,8,1,0,17,33,0,196,572
24030,"Hull--Aylmer/Hull--Aylmer"," 100","Gatineau",0,83,1,12,4,0,0,22,12,1,135,337
24030,"Hull--Aylmer/Hull--Aylmer"," 101","Gatineau",0,126,2,18,5,1,1,18,31,1,203,359
24030,"Hull--Aylmer/Hull--Aylmer"," 102","Gatineau",0,40,4,19,7,1,0,8,14,3,96,297
24030,"Hull--Aylmer/Hull--Aylmer"," 103","Gatineau",0,54,4,24,9,0,3,4,18,2,118,420
24030,"Hull--Aylmer/Hull--Aylmer"," 104","Gatineau",2,81,5,20,1,1,1,13,29,0,153,413
24030,"Hull--Aylmer/Hull--Aylmer"," 105","Gatineau",0,51,2,19,2,3,1,14,39,0,131,425
24030,"Hull--Aylmer/Hull--Aylmer"," 106","Gatineau",1,52,4,43,6,1,1,12,24,0,144,445
24030,"Hull--Aylmer/Hull--Aylmer"," 107","Gatineau",0,42,9,37,4,0,4,6,24,3,129,358
24030,"Hull--Aylmer/Hull--Aylmer"," 108","Gatineau",2,97,3,34,10,3,1,17,47,4,218,436
24030,"Hull--Aylmer/Hull--Aylmer"," 109","Gatineau",1,76,6,23,4,3,2,10,40,1,166,339
24030,"Hull--Aylmer/Hull--Aylmer"," 110","Gatineau",1,86,8,40,4,0,4,16,34,5,198,443
24030,"Hull--Aylmer/Hull--Aylmer"," 111","Gatineau",0,72,13,46,4,3,0,13,49,4,204,414
24030,"Hull--Aylmer/Hull--Aylmer"," 112","Gatineau",1,177,7,44,10,3,2,28,42,9,323,376
24030,"Hull--Aylmer/Hull--Aylmer"," 113","Gatineau",Merged with No./Fusionné avec le n°112,,,,,,,,,,,486
24030,"Hull--Aylmer/Hull--Aylmer"," 114","Gatineau",0,110,13,17,9,2,0,30,17,0,198,491
24030,"Hull--Aylmer/Hull--Aylmer"," 115","Gatineau",1,104,10,28,6,0,1,27,18,2,197,465
24030,"Hull--Aylmer/Hull--Aylmer"," 116","Gatineau",0,98,16,20,9,1,0,35,18,1,198,506
24030,"Hull--Aylmer/Hull--Aylmer"," 117","Gatineau",0,110,3,19,4,0,1,35,32,0,204,445
24030,"Hull--Aylmer/Hull--Aylmer"," 118","Gatineau",1,104,5,16,2,0,1,13,18,2,162,431
24030,"Hull--Aylmer/Hull--Aylmer"," 119","Gatineau",0,88,4,21,3,0,0,25,15,3,159,545
24030,"Hull--Aylmer/Hull--Aylmer"," 120","Gatineau",0,96,8,17,5,0,1,23,28,0,178,431
24030,"Hull--Aylmer/Hull--Aylmer"," 121","Gatineau",0,185,4,53,4,0,1,45,30,0,322,752
24030,"Hull--Aylmer/Hull--Aylmer"," 122","Gatineau",0,107,9,34,5,0,0,26,12,1,194,536
24030,"Hull--Aylmer/Hull--Aylmer"," 123","Gatineau",1,135,10,23,4,0,0,22,19,1,215,478
24030,"Hull--Aylmer/Hull--Aylmer"," 124","Gatineau",0,97,6,19,6,4,0,18,16,1,167,431
24030,"Hull--Aylmer/Hull--Aylmer"," 125","Gatineau",0,136,10,24,9,3,0,34,21,1,238,495
24030,"Hull--Aylmer/Hull--Aylmer"," 126","Gatineau",1,146,4,23,5,1,1,35,22,1,239,419
24030,"Hull--Aylmer/Hull--Aylmer"," 127","Gatineau",1,190,19,48,25,1,0,57,42,0,383,504
24030,"Hull--Aylmer/Hull--Aylmer"," 128","Gatineau",Merged with No./Fusionné avec le n°127,,,,,,,,,,,421
24030,"Hull--Aylmer/Hull--Aylmer"," 129","Gatineau",Merged with No./Fusionné avec le n°130,,,,,,,,,,,474
24030,"Hull--Aylmer/Hull--Aylmer"," 130","Gatineau",1,209,10,47,18,2,1,58,58,4,408,444
24030,"Hull--Aylmer/Hull--Aylmer"," 131","Gatineau",1,80,3,20,4,0,0,23,9,2,142,399
24030,"Hull--Aylmer/Hull--Aylmer"," 132","Gatineau",0,94,10,26,8,1,0,20,18,0,177,425
24030,"Hull--Aylmer/Hull--Aylmer"," 133","Gatineau",1,106,7,22,7,2,1,18,24,2,190,465
24030,"Hull--Aylmer/Hull--Aylmer"," 134","Gatineau",0,106,2,17,6,1,0,14,36,0,182,447
24030,"Hull--Aylmer/Hull--Aylmer"," 135","Gatineau",1,69,15,31,8,1,0,20,29,1,175,447
24030,"Hull--Aylmer/Hull--Aylmer"," 136","Gatineau",0,75,3,26,6,0,0,20,31,1,162,437
24030,"Hull--Aylmer/Hull--Aylmer"," 137","Gatineau",0,100,14,34,3,3,3,22,25,4,208,485
24030,"Hull--Aylmer/Hull--Aylmer"," 138","Gatineau",2,50,16,21,3,2,0,15,16,3,128,470
24030,"Hull--Aylmer/Hull--Aylmer"," 139","Gatineau",2,66,7,13,3,1,0,11,17,1,121,444
24030,"Hull--Aylmer/Hull--Aylmer"," 140","Gatineau",1,68,8,32,12,2,0,17,13,6,159,389
24030,"Hull--Aylmer/Hull--Aylmer"," 141","Gatineau",1,163,19,65,8,3,2,41,40,8,350,419
24030,"Hull--Aylmer/Hull--Aylmer"," 142","Gatineau",Merged with No./Fusionné avec le n°141,,,,,,,,,,,436
24030,"Hull--Aylmer/Hull--Aylmer"," 143","Gatineau",0,76,16,22,3,1,2,18,23,1,162,398
24030,"Hull--Aylmer/Hull--Aylmer"," 144","Gatineau",0,77,8,18,5,0,0,26,12,1,147,429
24030,"Hull--Aylmer/Hull--Aylmer"," 145","Gatineau",0,51,7,19,7,2,1,23,7,1,118,300
24030,"Hull--Aylmer/Hull--Aylmer"," 146","Gatineau",1,94,11,31,6,1,1,25,20,3,193,482
24030,"Hull--Aylmer/Hull--Aylmer"," 147","Gatineau",1,65,12,35,3,1,0,29,16,3,165,434
24030,"Hull--Aylmer/Hull--Aylmer"," 148","Gatineau",1,70,6,23,4,1,0,8,12,1,126,342
24030,"Hull--Aylmer/Hull--Aylmer"," 149","Gatineau",1,76,8,27,3,1,2,19,15,8,160,436
24030,"Hull--Aylmer/Hull--Aylmer"," 150","Gatineau",1,107,5,31,6,7,0,21,22,3,203,472
24030,"Hull--Aylmer/Hull--Aylmer"," 151","Gatineau",0,102,8,27,11,1,0,28,16,2,195,519
24030,"Hull--Aylmer/Hull--Aylmer"," 152","Gatineau",1,54,8,21,5,0,1,17,7,2,116,427
24030,"Hull--Aylmer/Hull--Aylmer"," 153","Gatineau",Merged with No./Fusionné avec le n°157,,,,,,,,,,,415
24030,"Hull--Aylmer/Hull--Aylmer"," 154","Gatineau",1,84,7,27,1,0,2,22,10,4,158,380
24030,"Hull--Aylmer/Hull--Aylmer"," 155","Gatineau",0,217,16,53,11,3,1,61,38,6,406,489
24030,"Hull--Aylmer/Hull--Aylmer"," 156","Gatineau",Merged with No./Fusionné avec le n°155,,,,,,,,,,,494
24030,"Hull--Aylmer/Hull--Aylmer"," 157","Gatineau",2,212,13,30,7,0,0,63,38,0,365,584
24030,"Hull--Aylmer/Hull--Aylmer"," 158","Gatineau",Merged with No./Fusionné avec le n°159,,,,,,,,,,,455
24030,"Hull--Aylmer/Hull--Aylmer"," 159","Gatineau",1,152,11,44,7,4,2,25,40,2,288,424
24030,"Hull--Aylmer/Hull--Aylmer"," 160","Gatineau",1,65,5,16,6,1,2,18,11,0,125,412
24030,"Hull--Aylmer/Hull--Aylmer"," 161","Gatineau",2,70,12,35,6,3,1,17,16,2,164,443
24030,"Hull--Aylmer/Hull--Aylmer"," 162","Gatineau",1,41,3,29,3,0,0,17,17,1,112,306
24030,"Hull--Aylmer/Hull--Aylmer"," 163","Gatineau",0,60,10,29,2,21,1,13,10,1,147,381
24030,"Hull--Aylmer/Hull--Aylmer"," 164","Gatineau",0,56,0,13,7,0,0,12,16,1,105,383
24030,"Hull--Aylmer/Hull--Aylmer"," 165","Gatineau",0,85,12,22,2,1,0,24,5,1,152,402
24030,"Hull--Aylmer/Hull--Aylmer"," 166","Gatineau",3,97,11,32,6,3,0,19,18,1,190,447
24030,"Hull--Aylmer/Hull--Aylmer"," 167","Gatineau",0,65,7,22,4,1,0,30,20,1,150,461
24030,"Hull--Aylmer/Hull--Aylmer"," 168","Gatineau",2,80,9,24,4,1,1,19,12,5,157,478
24030,"Hull--Aylmer/Hull--Aylmer"," 169","Gatineau",Merged with No./Fusionné avec le n°170,,,,,,,,,,,479
24030,"Hull--Aylmer/Hull--Aylmer"," 170","Gatineau",0,67,12,24,6,1,0,8,6,3,127,399
24030,"Hull--Aylmer/Hull--Aylmer"," 171","Gatineau",0,48,10,19,2,1,0,6,7,0,93,352
24030,"Hull--Aylmer/Hull--Aylmer"," 172","Gatineau",1,111,21,28,7,1,2,35,32,7,245,399
24030,"Hull--Aylmer/Hull--Aylmer"," 173","Gatineau",1,69,6,17,6,0,0,14,17,0,130,370
24030,"Hull--Aylmer/Hull--Aylmer"," 174","Gatineau",0,149,16,63,18,3,1,65,35,0,350,390
24030,"Hull--Aylmer/Hull--Aylmer"," 175","Gatineau",0,58,12,25,14,0,1,14,20,1,145,405
24030,"Hull--Aylmer/Hull--Aylmer"," 176","Gatineau",Merged with No./Fusionné avec le n°175,,,,,,,,,,,395
24030,"Hull--Aylmer/Hull--Aylmer"," 177","Gatineau",0,69,12,25,6,1,0,7,8,1,129,353
24030,"Hull--Aylmer/Hull--Aylmer"," 178","Gatineau",0,89,0,21,2,0,1,20,10,2,145,423
24030,"Hull--Aylmer/Hull--Aylmer"," 179","Gatineau",0,106,7,31,8,2,0,24,26,1,205,514
24030,"Hull--Aylmer/Hull--Aylmer"," 180","Gatineau",0,95,2,27,5,0,0,30,17,0,176,516
24030,"Hull--Aylmer/Hull--Aylmer"," 181","Gatineau",1,77,4,16,6,1,0,16,22,1,144,380
24030,"Hull--Aylmer/Hull--Aylmer"," 182","Gatineau",0,78,13,18,13,0,1,15,19,2,159,397
24030,"Hull--Aylmer/Hull--Aylmer"," 400","Gatineau",1,47,5,24,3,1,0,11,12,1,105,212
24030,"Hull--Aylmer/Hull--Aylmer"," 401","Gatineau",0,131,1,1,0,0,0,11,21,5,170,223
24030,"Hull--Aylmer/Hull--Aylmer"," 402","Gatineau",0,201,1,9,3,1,0,23,40,7,285,385
24030,"Hull--Aylmer/Hull--Aylmer"," 403","Gatineau",0,78,2,6,1,0,0,10,4,9,110,178
24030,"Hull--Aylmer/Hull--Aylmer"," 500","Mobile poll/Bureau itinérant",Results combined with the results of an advance poll/Résultats combinés avec les résultats d'un bureau par anticipation,,,,,,,,,,,178
24030,"Hull--Aylmer/Hull--Aylmer"," 501","Mobile poll/Bureau itinérant",Results combined with the results of an advance poll/Résultats combinés avec les résultats d'un bureau par anticipation,,,,,,,,,,,134
24030,"Hull--Aylmer/Hull--Aylmer"," 502","Mobile poll/Bureau itinérant",Results combined with the results of an advance poll/Résultats combinés avec les résultats d'un bureau par anticipation,,,,,,,,,,,142
24030,"Hull--Aylmer/Hull--Aylmer"," 503","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°504,,,,,,,,,,,57
24030,"Hull--Aylmer/Hull--Aylmer"," 504","Mobile poll/Bureau itinérant",Results combined with the results of an advance poll/Résultats combinés avec les résultats d'un bureau par anticipation,,,,,,,,,,,97
24030,"Hull--Aylmer/Hull--Aylmer"," 505","Mobile poll/Bureau itinérant",Results combined with the results of an advance poll/Résultats combinés avec les résultats d'un bureau par anticipation,,,,,,,,,,,103
24030,"Hull--Aylmer/Hull--Aylmer"," 506","Mobile poll/Bureau itinérant",Results combined with the results of an advance poll/Résultats combinés avec les résultats d'un bureau par anticipation,,,,,,,,,,,12
24030,"Hull--Aylmer/Hull--Aylmer"," 507","Mobile poll/Bureau itinérant",Results combined with the results of an advance poll/Résultats combinés avec les résultats d'un bureau par anticipation,,,,,,,,,,,91
24030,"Hull--Aylmer/Hull--Aylmer"," 508","Mobile poll/Bureau itinérant",Results combined with the results of an advance poll/Résultats combinés avec les résultats d'un bureau par anticipation,,,,,,,,,,,101
24030,"Hull--Aylmer/Hull--Aylmer"," 509","Mobile poll/Bureau itinérant",Results combined with the results of an advance poll/Résultats combinés avec les résultats d'un bureau par anticipation,,,,,,,,,,,70
24030,"Hull--Aylmer/Hull--Aylmer"," 510","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°511,,,,,,,,,,,88
24030,"Hull--Aylmer/Hull--Aylmer"," 511","Mobile poll/Bureau itinérant",Results combined with the results of an advance poll/Résultats combinés avec les résultats d'un bureau par anticipation,,,,,,,,,,,11
24030,"Hull--Aylmer/Hull--Aylmer"," 512","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°511,,,,,,,,,,,58
24030,"Hull--Aylmer/Hull--Aylmer"," 513","Mobile poll/Bureau itinérant",Results combined with the results of an advance poll/Résultats combinés avec les résultats d'un bureau par anticipation,,,,,,,,,,,135
24030,"Hull--Aylmer/Hull--Aylmer"," 514","Mobile poll/Bureau itinérant",Results combined with the results of an advance poll/Résultats combinés avec les résultats d'un bureau par anticipation,,,,,,,,,,,138
24030,"Hull--Aylmer/Hull--Aylmer"," 515","Mobile poll/Bureau itinérant",Results combined with the results of an advance poll/Résultats combinés avec les résultats d'un bureau par anticipation,,,,,,,,,,,29
24030,"Hull--Aylmer/Hull--Aylmer"," 516","Mobile poll/Bureau itinérant",Results combined with the results of an advance poll/Résultats combinés avec les résultats d'un bureau par anticipation,,,,,,,,,,,188
24030,"Hull--Aylmer/Hull--Aylmer"," 517","Mobile poll/Bureau itinérant",Results combined with the results of an advance poll/Résultats combinés avec les résultats d'un bureau par anticipation,,,,,,,,,,,66
24030,"Hull--Aylmer/Hull--Aylmer"," 518","Mobile poll/Bureau itinérant",Results combined with the results of an advance poll/Résultats combinés avec les résultats d'un bureau par anticipation,,,,,,,,,,,121
24030,"Hull--Aylmer/Hull--Aylmer"," 519","Mobile poll/Bureau itinérant",Results combined with the results of an advance poll/Résultats combinés avec les résultats d'un bureau par anticipation,,,,,,,,,,,106
24030,"Hull--Aylmer/Hull--Aylmer"," 520","Mobile poll/Bureau itinérant",Results combined with the results of an advance poll/Résultats combinés avec les résultats d'un bureau par anticipation,,,,,,,,,,,20
24030,"Hull--Aylmer/Hull--Aylmer"," 521","Mobile poll/Bureau itinérant",Results combined with the results of an advance poll/Résultats combinés avec les résultats d'un bureau par anticipation,,,,,,,,,,,26
24030,"Hull--Aylmer/Hull--Aylmer"," 600","Gatineau",0,799,28,122,27,9,7,147,392,13,1544,
24030,"Hull--Aylmer/Hull--Aylmer"," 601","Gatineau",8,579,25,119,19,14,6,94,287,22,1173,
24030,"Hull--Aylmer/Hull--Aylmer"," 602","Gatineau",1,547,25,74,17,13,6,91,233,11,1018,
24030,"Hull--Aylmer/Hull--Aylmer"," 603","Gatineau",4,547,24,66,14,12,2,100,217,13,999,
24030,"Hull--Aylmer/Hull--Aylmer"," 604","Gatineau",3,446,26,86,11,5,2,60,194,9,842,
24030,"Hull--Aylmer/Hull--Aylmer"," 605","Gatineau",1,318,20,77,12,5,3,36,93,7,572,
24030,"Hull--Aylmer/Hull--Aylmer"," 606","Gatineau",2,421,26,94,15,6,5,53,230,23,875,
24030,"Hull--Aylmer/Hull--Aylmer"," 607","Gatineau",0,685,22,122,37,7,4,121,262,8,1268,
24030,"Hull--Aylmer/Hull--Aylmer"," 608","Gatineau",8,967,34,175,38,10,6,176,335,7,1756,
24030,"Hull--Aylmer/Hull--Aylmer"," 609","Gatineau",2,485,23,121,25,12,2,77,198,6,951,
24030,"Hull--Aylmer/Hull--Aylmer"," 610","Gatineau",1,422,29,139,38,6,2,92,151,11,891,
24030,"Hull--Aylmer/Hull--Aylmer"," 611","Gatineau",2,962,50,116,32,7,2,214,225,15,1625,
