Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Mustapha Berri,Martin Champoux,François Choquette,Nathalie Clermont,Josée Joyal,Sylvain Marcoux,Lucas Munger,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24025,"Drummond/Drummond"," 74","Drummondville",18,47,17,24,2,1,2,2,113,326
24025,"Drummond/Drummond"," 75","Drummondville",16,45,20,12,3,1,6,5,108,347
24025,"Drummond/Drummond"," 76","Drummondville",20,73,21,30,5,0,4,3,156,380
24025,"Drummond/Drummond"," 77","Drummondville",28,55,20,17,3,1,3,0,127,329
24025,"Drummond/Drummond"," 78","Drummondville",23,64,15,23,6,0,3,0,134,409
24025,"Drummond/Drummond"," 79","Drummondville",9,30,14,12,8,0,1,2,76,257
24025,"Drummond/Drummond"," 80","Drummondville",23,52,23,20,4,0,1,1,124,355
24025,"Drummond/Drummond"," 81","Drummondville",24,49,27,21,7,0,0,10,138,424
24025,"Drummond/Drummond"," 82","Drummondville",18,24,13,11,6,0,0,0,72,335
24025,"Drummond/Drummond"," 83","Drummondville",28,59,15,12,6,1,4,10,135,392
24025,"Drummond/Drummond"," 84","Drummondville",22,27,8,6,3,2,3,5,76,304
24025,"Drummond/Drummond"," 85","Drummondville",14,17,13,14,5,3,2,3,71,232
24025,"Drummond/Drummond"," 86","Drummondville",20,53,12,17,4,1,4,9,120,390
24025,"Drummond/Drummond"," 87","Drummondville",17,44,22,15,7,0,1,1,107,359
24025,"Drummond/Drummond"," 88","Drummondville",15,18,13,8,6,0,4,4,68,336
24025,"Drummond/Drummond"," 89","Drummondville",24,56,15,15,5,3,2,2,122,342
24025,"Drummond/Drummond"," 90","Drummondville",20,60,13,18,5,1,1,6,124,316
24025,"Drummond/Drummond"," 91","Drummondville",43,53,24,32,10,0,2,4,168,353
24025,"Drummond/Drummond"," 92","Drummondville",25,49,21,17,14,2,1,3,132,357
24025,"Drummond/Drummond"," 93","Drummondville",36,52,11,16,7,2,4,3,131,351
24025,"Drummond/Drummond"," 94","Drummondville",35,108,22,21,7,0,3,1,197,425
24025,"Drummond/Drummond"," 95","Drummondville",44,73,31,35,3,2,2,9,199,556
24025,"Drummond/Drummond"," 96A","Drummondville",16,45,13,17,3,1,0,1,96,272
24025,"Drummond/Drummond"," 96B","Drummondville",10,45,17,19,0,0,1,1,93,259
24025,"Drummond/Drummond"," 97","Drummondville",20,43,12,18,8,1,1,0,103,293
24025,"Drummond/Drummond"," 98","Saint-Lucien",24,81,9,34,5,0,0,5,158,363
24025,"Drummond/Drummond"," 99","Drummondville",22,46,20,16,9,2,3,0,118,411
24025,"Drummond/Drummond"," 100","Drummondville",30,57,17,21,6,0,7,11,149,367
24025,"Drummond/Drummond"," 101","Drummondville",15,29,19,19,2,1,3,5,93,422
24025,"Drummond/Drummond"," 102","Drummondville",15,58,18,32,7,1,5,5,141,334
24025,"Drummond/Drummond"," 103","Drummondville",19,38,15,17,7,0,5,3,104,410
24025,"Drummond/Drummond"," 104","Drummondville",21,69,22,27,3,4,4,3,153,419
24025,"Drummond/Drummond"," 105","Drummondville",21,57,18,19,4,0,0,7,126,372
24025,"Drummond/Drummond"," 106","Drummondville",29,66,19,20,8,2,3,6,153,383
24025,"Drummond/Drummond"," 107","Drummondville",28,79,24,32,6,0,4,9,182,481
24025,"Drummond/Drummond"," 108","Drummondville",24,57,15,26,3,1,4,3,133,319
24025,"Drummond/Drummond"," 109","Drummondville",43,59,18,36,5,0,3,6,170,414
24025,"Drummond/Drummond"," 110","Drummondville",29,69,21,49,3,1,3,3,178,465
24025,"Drummond/Drummond"," 111A","Drummondville",28,62,10,28,0,1,1,2,132,324
24025,"Drummond/Drummond"," 111B","Drummondville",36,67,12,23,4,1,0,2,145,330
24025,"Drummond/Drummond"," 112","Drummondville",37,73,28,42,3,3,2,3,191,476
24025,"Drummond/Drummond"," 113","Drummondville",34,94,30,32,5,0,4,4,203,455
24025,"Drummond/Drummond"," 114","Drummondville",21,54,13,27,1,1,1,2,120,433
24025,"Drummond/Drummond"," 115","Drummondville",Merged with No./Fusionné avec le n°112,,,,,,,,,213
24025,"Drummond/Drummond"," 116","Drummondville",37,94,20,36,5,1,4,1,198,447
24025,"Drummond/Drummond"," 117","Drummondville",22,51,8,17,7,0,2,7,114,367
24025,"Drummond/Drummond"," 118A","Drummondville",17,48,13,26,6,1,1,3,115,360
24025,"Drummond/Drummond"," 118B","Drummondville",28,52,16,20,3,1,0,2,122,339
24025,"Drummond/Drummond"," 118C","Drummondville",19,44,16,17,2,1,1,4,104,311
24025,"Drummond/Drummond"," 119","Drummondville",16,39,18,18,2,0,1,4,98,308
24025,"Drummond/Drummond"," 120","Drummondville",15,59,15,18,5,3,2,5,122,392
24025,"Drummond/Drummond"," 121","Kingsey",25,67,19,39,7,0,2,9,168,312
24025,"Drummond/Drummond"," 122","Kingsey",27,76,19,43,5,0,1,3,174,268
24025,"Drummond/Drummond"," 123","Domaine-Guaybois",33,60,13,25,3,1,3,7,145,287
24025,"Drummond/Drummond"," 124","Saint-Félix-de-Kingsey",34,81,33,41,8,1,1,7,206,344
24025,"Drummond/Drummond"," 125","Drummondville",26,66,28,21,1,1,4,2,149,370
24025,"Drummond/Drummond"," 126","Drummondville",26,54,22,16,6,1,0,2,127,346
24025,"Drummond/Drummond"," 127","Drummondville",35,78,13,33,7,0,6,7,179,421
24025,"Drummond/Drummond"," 128A","Drummondville",13,63,19,21,5,2,1,1,125,302
24025,"Drummond/Drummond"," 128B","Drummondville",16,47,17,21,3,1,2,1,108,267
24025,"Drummond/Drummond"," 129A","Drummondville",22,68,14,18,3,1,1,2,129,258
24025,"Drummond/Drummond"," 129B","Drummondville",17,65,19,20,2,0,1,0,124,276
24025,"Drummond/Drummond"," 130","Drummondville",24,86,15,19,3,1,1,1,150,359
24025,"Drummond/Drummond"," 131","Drummondville",16,69,20,31,12,0,2,8,158,418
24025,"Drummond/Drummond"," 132A","Drummondville",29,76,30,31,7,3,2,3,181,403
24025,"Drummond/Drummond"," 132B","Drummondville",30,70,22,28,2,2,1,3,158,411
24025,"Drummond/Drummond"," 133","Drummondville",32,98,38,50,6,0,0,9,233,502
24025,"Drummond/Drummond"," 134","Drummondville",34,85,29,26,3,1,4,3,185,454
24025,"Drummond/Drummond"," 135","Drummondville",34,22,112,28,11,2,1,6,216,519
24025,"Drummond/Drummond"," 136","Drummondville",35,114,28,52,4,3,1,9,246,545
24025,"Drummond/Drummond"," 137","Drummondville",27,130,24,36,4,2,3,4,230,555
24025,"Drummond/Drummond"," 138","Drummondville",14,77,19,26,3,0,2,3,144,407
24025,"Drummond/Drummond"," 139","Drummondville",17,54,20,16,9,3,3,5,127,363
24025,"Drummond/Drummond"," 140","Drummondville",32,81,27,23,4,0,1,7,175,439
24025,"Drummond/Drummond"," 141A","Drummondville",23,61,31,25,4,3,2,4,153,419
24025,"Drummond/Drummond"," 141B","Drummondville",15,64,29,31,4,0,3,2,148,393
24025,"Drummond/Drummond"," 141C","Drummondville",25,55,29,32,7,1,6,5,160,464
24025,"Drummond/Drummond"," 142","Drummondville",25,73,20,42,7,2,2,4,175,488
24025,"Drummond/Drummond"," 143A","Drummondville",25,78,23,20,8,1,1,4,160,450
24025,"Drummond/Drummond"," 143B","Drummondville",23,87,14,14,4,0,1,5,148,459
24025,"Drummond/Drummond"," 144","Drummondville",26,87,15,24,18,0,1,9,180,489
24025,"Drummond/Drummond"," 145","Drummondville",28,71,15,46,7,2,3,1,173,416
24025,"Drummond/Drummond"," 146","Drummondville",36,85,15,37,7,1,1,0,182,428
24025,"Drummond/Drummond"," 147","Drummondville",16,79,10,28,3,2,2,4,144,351
24025,"Drummond/Drummond"," 148","Drummondville",18,92,21,40,11,1,4,2,189,500
24025,"Drummond/Drummond"," 149","Drummondville",25,66,21,36,8,0,5,8,169,441
24025,"Drummond/Drummond"," 150","Drummondville",27,64,10,11,1,3,2,6,124,380
24025,"Drummond/Drummond"," 151","Drummondville",21,101,32,24,5,2,1,4,190,484
24025,"Drummond/Drummond"," 152","Drummondville",26,71,24,28,5,0,2,4,160,423
24025,"Drummond/Drummond"," 153A","Drummondville",37,76,21,38,5,2,6,0,185,446
24025,"Drummond/Drummond"," 153B","Drummondville",27,72,25,32,5,1,3,3,168,417
24025,"Drummond/Drummond"," 153C","Drummondville",34,72,21,32,3,0,4,3,169,418
24025,"Drummond/Drummond"," 154","Drummondville",21,86,18,29,0,1,3,4,162,421
24025,"Drummond/Drummond"," 155","Saint-Edmond-de-Grantham",25,94,27,33,10,3,1,1,194,303
24025,"Drummond/Drummond"," 156","Saint-Edmond-de-Grantham",37,52,22,31,5,2,3,4,156,280
24025,"Drummond/Drummond"," 157","Drummondville",32,94,21,32,2,1,3,1,186,444
24025,"Drummond/Drummond"," 158","Drummondville",31,85,18,44,6,2,6,0,192,494
24025,"Drummond/Drummond"," 159","Drummondville",23,89,28,29,2,0,6,2,179,489
24025,"Drummond/Drummond"," 160","Drummondville",28,59,14,28,9,1,1,8,148,392
24025,"Drummond/Drummond"," 161","Drummondville",27,88,18,41,5,5,3,3,190,458
24025,"Drummond/Drummond"," 162","Drummondville",6,68,25,40,1,1,2,2,145,387
24025,"Drummond/Drummond"," 163","Drummondville",41,90,22,34,3,1,3,2,196,438
24025,"Drummond/Drummond"," 164","Drummondville",33,88,15,25,4,0,1,4,170,437
24025,"Drummond/Drummond"," 165","Drummondville",36,83,24,34,10,4,3,11,205,417
24025,"Drummond/Drummond"," 166","Drummondville",38,82,21,23,6,4,8,9,191,465
24025,"Drummond/Drummond"," 167","Drummondville",40,94,27,30,3,0,1,2,197,446
24025,"Drummond/Drummond"," 168","Drummondville",29,59,20,16,10,2,1,8,145,396
24025,"Drummond/Drummond"," 169A","Drummondville",20,78,17,25,3,1,0,4,148,378
24025,"Drummond/Drummond"," 169B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°506,,,,,,,,,67
24025,"Drummond/Drummond"," 170A","Drummondville",20,61,19,21,0,0,1,0,122,284
24025,"Drummond/Drummond"," 170B","Drummondville",27,60,17,17,1,1,1,1,125,260
24025,"Drummond/Drummond"," 171","Drummondville",15,87,19,32,6,2,2,8,171,449
24025,"Drummond/Drummond"," 172","Saint-Germain-de-Grantham",37,123,41,53,9,3,5,10,281,478
24025,"Drummond/Drummond"," 173","Saint-Germain-de-Grantham",38,166,24,59,10,2,6,6,311,507
24025,"Drummond/Drummond"," 174","Saint-Germain-de-Grantham",23,101,23,33,9,0,3,4,196,412
24025,"Drummond/Drummond"," 175","Saint-Guillaume",48,133,28,49,10,6,5,1,280,485
24025,"Drummond/Drummond"," 176","Saint-Guillaume",37,85,15,33,14,5,2,4,195,337
24025,"Drummond/Drummond"," 177","Saint-Guillaume",32,93,21,42,8,2,6,8,212,363
24025,"Drummond/Drummond"," 178","Saint-Germain-de-Grantham",31,85,10,36,11,1,0,4,178,377
24025,"Drummond/Drummond"," 179","Saint-Germain-de-Grantham",23,98,17,33,9,1,0,7,188,373
24025,"Drummond/Drummond"," 180","Saint-Germain-de-Grantham",32,91,29,29,6,1,7,3,198,389
24025,"Drummond/Drummond"," 181","Saint-Germain-de-Grantham",31,129,34,48,11,0,5,9,267,474
24025,"Drummond/Drummond"," 182","Saint-Germain-de-Grantham",25,86,14,28,7,2,0,11,173,317
24025,"Drummond/Drummond"," 183","Saint-Germain-de-Grantham",36,129,14,32,7,4,2,1,225,474
24025,"Drummond/Drummond"," 184","L'Avenir",56,156,42,73,12,3,4,23,369,397
24025,"Drummond/Drummond"," 185","L'Avenir",28,102,38,45,7,3,1,0,224,430
24025,"Drummond/Drummond"," 186","L'Avenir",Merged with No./Fusionné avec le n°184,,,,,,,,,287
24025,"Drummond/Drummond"," 187","Wickham",11,51,9,28,7,1,1,5,113,277
24025,"Drummond/Drummond"," 188","Wickham",25,98,16,33,7,3,3,0,185,375
24025,"Drummond/Drummond"," 189","Wickham",26,88,18,27,3,1,3,6,172,338
24025,"Drummond/Drummond"," 190","Wickham",16,70,20,24,9,2,2,2,145,304
24025,"Drummond/Drummond"," 191","Wickham",42,86,18,35,6,0,2,3,192,389
24025,"Drummond/Drummond"," 192","Wickham",23,61,23,24,8,1,1,2,143,283
24025,"Drummond/Drummond"," 193","Saint-Eugène",15,114,32,37,8,1,2,3,212,357
24025,"Drummond/Drummond"," 194","Saint-Eugène",12,87,13,30,4,2,1,5,154,278
24025,"Drummond/Drummond"," 195","Saint-Eugène",20,84,17,25,1,1,1,4,153,297
24025,"Drummond/Drummond"," 196","Lefebvre",33,86,23,47,13,10,4,1,217,362
24025,"Drummond/Drummond"," 197","Lefebvre",33,81,18,42,14,7,4,4,203,385
24025,"Drummond/Drummond"," 198","Durham-Sud",57,81,24,44,16,1,5,2,230,380
24025,"Drummond/Drummond"," 199","Durham-Sud",47,83,28,49,11,6,5,6,235,419
24025,"Drummond/Drummond"," 400A","Drummondville",87,33,6,20,3,1,0,10,160,244
24025,"Drummond/Drummond"," 400B","Drummondville",63,51,5,26,3,0,1,6,155,225
24025,"Drummond/Drummond"," 401A","Drummondville",69,61,6,16,2,0,0,5,159,205
24025,"Drummond/Drummond"," 401B","Drummondville",81,50,3,17,1,0,1,6,159,202
24025,"Drummond/Drummond"," 402","Mobile poll/Bureau itinérant",42,30,3,6,4,1,1,14,101,349
24025,"Drummond/Drummond"," 500","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°402,,,,,,,,,81
24025,"Drummond/Drummond"," 501","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°513,,,,,,,,,49
24025,"Drummond/Drummond"," 502","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°509,,,,,,,,,20
24025,"Drummond/Drummond"," 503","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°509,,,,,,,,,75
24025,"Drummond/Drummond"," 504","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°509,,,,,,,,,51
24025,"Drummond/Drummond"," 505","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°402,,,,,,,,,108
24025,"Drummond/Drummond"," 506","Mobile poll/Bureau itinérant",62,53,11,21,5,2,1,6,161,105
24025,"Drummond/Drummond"," 507","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°506,,,,,,,,,35
24025,"Drummond/Drummond"," 508","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°506,,,,,,,,,99
24025,"Drummond/Drummond"," 509","Mobile poll/Bureau itinérant",46,25,13,14,8,0,0,6,112,74
24025,"Drummond/Drummond"," 510","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°402,,,,,,,,,64
24025,"Drummond/Drummond"," 511","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°513,,,,,,,,,32
24025,"Drummond/Drummond"," 512","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°513,,,,,,,,,60
24025,"Drummond/Drummond"," 513","Mobile poll/Bureau itinérant",53,37,8,13,4,2,2,6,125,145
24025,"Drummond/Drummond"," 514","Drummondville",Merged with No./Fusionné avec le n°90,,,,,,,,,72
24025,"Drummond/Drummond"," 515","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°506,,,,,,,,,67
24025,"Drummond/Drummond"," 600","Notre-Dame-du-Bon-Conseil",87,345,43,196,22,2,7,16,718,
24025,"Drummond/Drummond"," 601","Saint-Cyrille-de-Wendover",80,240,43,114,20,5,6,11,519,
24025,"Drummond/Drummond"," 602","Drummondville",165,510,72,183,35,2,7,28,1002,
24025,"Drummond/Drummond"," 603","Drummondville",154,415,78,184,39,8,6,3,887,
24025,"Drummond/Drummond"," 604","Saint-Germain-de-Grantham",67,201,45,102,23,4,3,6,451,
24025,"Drummond/Drummond"," 605","Drummondville",174,536,86,187,21,4,6,18,1032,
24025,"Drummond/Drummond"," 606","Drummondville",207,519,102,168,27,3,6,22,1054,
24025,"Drummond/Drummond"," 607","Drummondville",269,536,86,202,13,10,8,34,1158,
24025,"Drummond/Drummond"," 608","Drummondville",263,453,83,181,28,7,5,19,1039,
24025,"Drummond/Drummond"," 609","Drummondville",171,285,48,98,15,3,6,14,640,
24025,"Drummond/Drummond"," 610","Drummondville",177,394,79,119,17,3,3,22,814,
24025,"Drummond/Drummond"," 611","Drummondville",152,281,41,97,14,6,6,15,612,
24025,"Drummond/Drummond"," 612","Drummondville",155,359,83,102,31,5,2,11,748,
24025,"Drummond/Drummond"," 613","Drummondville",126,182,40,52,20,5,5,8,438,
24025,"Drummond/Drummond"," 614","Drummondville",169,470,67,168,23,2,4,18,921,
24025,"Drummond/Drummond"," 615","Drummondville",135,367,45,120,18,10,10,10,715,
24025,"Drummond/Drummond"," 616","Drummondville",168,641,104,220,26,4,10,19,1192,
24025,"Drummond/Drummond"," 617","Drummondville",128,423,69,169,22,10,10,12,843,
24025,"Drummond/Drummond"," 618","Wickham",89,216,40,101,27,3,4,8,488,
24025,"Drummond/Drummond",,Group 1/Groupe 1, 45,48,42,27,4,3,3,5,177,50
24025,"Drummond/Drummond",,Group 2/Groupe 2, 324,788,130,252,70,4,21,50,1639,
