Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Alexis Beaudet,Michel Bourgeois,Manon Coutu,Maxime Leclerc,Roger Materne,Érica Poirier,Gabriel Ste-Marie,Yanick Théoret,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24031,"Joliette/Joliette"," 33","Sainte-Béatrix",9,27,4,7,4,3,87,0,2,143,368
24031,"Joliette/Joliette"," 34","Sainte-Mélanie",10,23,0,1,15,1,88,0,1,139,332
24031,"Joliette/Joliette"," 35","Sainte-Mélanie",16,28,3,9,18,4,86,0,1,165,396
24031,"Joliette/Joliette"," 36","Sainte-Mélanie",7,22,1,2,12,2,87,0,4,137,378
24031,"Joliette/Joliette"," 37","Sainte-Mélanie",8,27,3,4,10,2,55,0,6,115,403
24031,"Joliette/Joliette"," 38","Sainte-Mélanie",12,34,1,3,7,2,81,1,5,146,366
24031,"Joliette/Joliette"," 39","Sainte-Mélanie",4,17,0,11,13,2,79,1,6,133,338
24031,"Joliette/Joliette"," 40","Sainte-Mélanie",9,16,2,3,19,3,55,0,4,111,323
24031,"Joliette/Joliette"," 41","Notre-Dame-de-la-Merci",2,26,5,3,12,2,142,0,3,195,361
24031,"Joliette/Joliette"," 42","Notre-Dame-de-la-Merci",5,34,2,3,12,2,75,1,3,137,235
24031,"Joliette/Joliette"," 43","Notre-Dame-de-la-Merci",9,54,1,9,14,2,88,0,4,181,330
24031,"Joliette/Joliette"," 44","Saint-Donat",9,56,3,5,17,3,70,0,0,163,353
24031,"Joliette/Joliette"," 45","Saint-Donat",9,34,3,1,12,3,73,0,4,139,413
24031,"Joliette/Joliette"," 46","Saint-Donat",3,21,0,4,6,6,58,0,3,101,334
24031,"Joliette/Joliette"," 47","Saint-Donat",1,28,3,5,16,4,48,0,0,105,344
24031,"Joliette/Joliette"," 48","Saint-Donat",Merged with No./Fusionné avec le n°44,,,,,,,,,,310
24031,"Joliette/Joliette"," 49","Saint-Alphonse-Rodriguez",7,19,1,10,9,3,59,0,6,114,361
24031,"Joliette/Joliette"," 50","Saint-Alphonse-Rodriguez",4,28,1,4,8,1,77,0,3,126,408
24031,"Joliette/Joliette"," 51","Saint-Alphonse-Rodriguez",6,24,5,3,4,1,56,0,5,104,367
24031,"Joliette/Joliette"," 52","Saint-Alphonse-Rodriguez",8,44,0,4,19,6,69,0,5,155,392
24031,"Joliette/Joliette"," 53","Saint-Alphonse-Rodriguez",10,41,3,4,8,4,105,1,2,178,409
24031,"Joliette/Joliette"," 54","Saint-Alphonse-Rodriguez",9,24,1,8,11,6,77,1,4,141,291
24031,"Joliette/Joliette"," 55","Saint-Alphonse-Rodriguez",13,18,5,8,4,1,63,1,4,117,363
24031,"Joliette/Joliette"," 56","Saint-Alphonse-Rodriguez",14,27,1,12,10,1,65,0,6,136,261
24031,"Joliette/Joliette"," 57","Notre-Dame-de-Lourdes",12,29,3,8,31,4,99,3,6,195,477
24031,"Joliette/Joliette"," 58","Notre-Dame-de-Lourdes",12,37,4,3,15,5,75,1,4,156,377
24031,"Joliette/Joliette"," 59","Notre-Dame-de-Lourdes",10,27,2,7,20,10,89,2,5,172,395
24031,"Joliette/Joliette"," 60","Notre-Dame-de-Lourdes",13,33,4,13,16,9,124,1,5,218,504
24031,"Joliette/Joliette"," 61","Notre-Dame-de-Lourdes",4,20,3,6,16,6,73,2,1,131,359
24031,"Joliette/Joliette"," 62","Notre-Dame-de-Lourdes",11,30,5,9,17,3,85,0,6,166,472
24031,"Joliette/Joliette"," 63","Sainte-Marcelline-de-Kildare",7,44,1,11,8,4,108,0,3,186,379
24031,"Joliette/Joliette"," 64","Sainte-Marcelline-de-Kildare",11,29,3,4,9,2,91,0,9,158,334
24031,"Joliette/Joliette"," 65","Sainte-Marcelline-de-Kildare",7,21,2,6,10,4,101,0,3,154,331
24031,"Joliette/Joliette"," 66","Sainte-Marcelline-de-Kildare",11,34,0,6,12,7,88,3,6,167,404
24031,"Joliette/Joliette"," 67","Chertsey",4,29,9,4,19,2,70,1,1,139,473
24031,"Joliette/Joliette"," 68","Chertsey",6,36,4,2,10,3,49,0,3,113,406
24031,"Joliette/Joliette"," 69","Chertsey",8,15,2,0,4,0,44,0,1,74,290
24031,"Joliette/Joliette"," 70","Chertsey",8,22,3,8,8,2,66,1,2,120,398
24031,"Joliette/Joliette"," 71","Chertsey",2,23,0,10,3,3,41,2,1,85,313
24031,"Joliette/Joliette"," 72","Chertsey",9,28,1,17,14,7,45,1,8,130,421
24031,"Joliette/Joliette"," 73","Notre-Dame-des-Prairies",11,22,0,3,21,1,62,0,4,124,386
24031,"Joliette/Joliette"," 74","Notre-Dame-des-Prairies",21,31,8,5,25,6,131,0,2,229,576
24031,"Joliette/Joliette"," 75","Notre-Dame-des-Prairies",6,21,2,5,14,0,74,1,1,124,366
24031,"Joliette/Joliette"," 76","Notre-Dame-des-Prairies",7,30,0,5,19,4,97,0,4,166,455
24031,"Joliette/Joliette"," 77","Notre-Dame-des-Prairies",16,37,5,9,21,11,127,0,8,234,610
24031,"Joliette/Joliette"," 78","Notre-Dame-des-Prairies",12,23,2,3,12,7,72,0,2,133,317
24031,"Joliette/Joliette"," 79","Notre-Dame-des-Prairies",11,34,4,0,18,4,93,0,4,168,415
24031,"Joliette/Joliette"," 80","Notre-Dame-des-Prairies",12,31,6,4,19,1,90,1,5,169,420
24031,"Joliette/Joliette"," 81","Notre-Dame-des-Prairies",8,31,1,5,9,0,75,1,3,133,398
24031,"Joliette/Joliette"," 82","Saint-Charles-Borromée",15,34,0,7,16,2,83,1,4,162,520
24031,"Joliette/Joliette"," 83","Saint-Charles-Borromée",10,27,3,5,9,3,75,1,0,133,406
24031,"Joliette/Joliette"," 84","Saint-Charles-Borromée",1,36,3,4,24,3,88,2,2,163,473
24031,"Joliette/Joliette"," 85","Saint-Charles-Borromée",18,34,6,1,7,5,103,0,1,175,503
24031,"Joliette/Joliette"," 86","Saint-Charles-Borromée",Void/Supprimé,,,,,,,,,,
24031,"Joliette/Joliette"," 87","Saint-Charles-Borromée",6,33,2,6,11,2,102,1,4,167,444
24031,"Joliette/Joliette"," 88","Saint-Charles-Borromée",7,17,4,6,5,2,68,0,5,114,357
24031,"Joliette/Joliette"," 89","Saint-Ambroise-de-Kildare",14,37,4,21,21,6,140,3,6,252,591
24031,"Joliette/Joliette"," 90","Saint-Ambroise-de-Kildare",3,35,2,4,20,5,95,2,2,168,401
24031,"Joliette/Joliette"," 91","Saint-Ambroise-de-Kildare",8,28,3,6,19,3,98,0,3,168,417
24031,"Joliette/Joliette"," 92","Saint-Ambroise-de-Kildare",11,35,1,4,14,4,90,0,3,162,420
24031,"Joliette/Joliette"," 93","Notre-Dame-des-Prairies",10,35,1,6,16,0,92,0,6,166,534
24031,"Joliette/Joliette"," 94","Notre-Dame-des-Prairies",3,10,2,1,11,2,48,0,3,80,320
24031,"Joliette/Joliette"," 95","Notre-Dame-des-Prairies",13,19,2,13,12,5,80,1,5,150,418
24031,"Joliette/Joliette"," 96","Notre-Dame-des-Prairies",4,23,1,2,10,0,69,1,1,111,375
24031,"Joliette/Joliette"," 97","Notre-Dame-des-Prairies",6,10,2,1,9,2,44,0,2,76,284
24031,"Joliette/Joliette"," 98","Notre-Dame-des-Prairies",5,15,1,4,8,2,81,1,3,120,358
24031,"Joliette/Joliette"," 99","Notre-Dame-des-Prairies",11,31,3,4,11,2,80,1,5,148,413
24031,"Joliette/Joliette"," 100","Notre-Dame-des-Prairies",11,13,5,6,9,2,54,1,2,103,394
24031,"Joliette/Joliette"," 101","Notre-Dame-des-Prairies",8,26,4,9,15,1,85,2,2,152,406
24031,"Joliette/Joliette"," 102","Notre-Dame-des-Prairies",6,20,1,2,6,2,45,0,5,87,381
24031,"Joliette/Joliette"," 103","Saint-Charles-Borromée",11,14,1,4,7,4,46,0,1,88,286
24031,"Joliette/Joliette"," 104","Saint-Charles-Borromée",9,21,5,3,6,2,74,0,4,124,361
24031,"Joliette/Joliette"," 105","Saint-Charles-Borromée",9,13,0,0,7,4,59,0,2,94,325
24031,"Joliette/Joliette"," 106","Saint-Charles-Borromée",8,12,5,1,3,1,27,0,6,63,247
24031,"Joliette/Joliette"," 107","Saint-Charles-Borromée",11,25,0,1,7,7,66,0,1,118,351
24031,"Joliette/Joliette"," 108","Saint-Charles-Borromée",13,22,1,2,9,5,77,0,3,132,361
24031,"Joliette/Joliette"," 109","Saint-Ambroise-de-Kildare",10,31,4,2,16,4,80,1,5,153,402
24031,"Joliette/Joliette"," 110","Saint-Ambroise-de-Kildare",8,23,1,2,10,1,55,0,3,103,293
24031,"Joliette/Joliette"," 111","Saint-Ambroise-de-Kildare",15,25,2,2,15,2,106,0,0,167,399
24031,"Joliette/Joliette"," 112","Saint-Ambroise-de-Kildare",3,23,9,5,13,2,73,0,3,131,373
24031,"Joliette/Joliette"," 113","Saint-Thomas",3,21,4,4,7,1,55,0,0,95,252
24031,"Joliette/Joliette"," 114","Saint-Thomas",16,18,4,8,8,2,84,3,0,143,392
24031,"Joliette/Joliette"," 115","Saint-Thomas",9,11,2,8,10,1,60,0,2,103,242
24031,"Joliette/Joliette"," 116","Saint-Thomas",18,32,6,5,26,5,111,0,2,205,495
24031,"Joliette/Joliette"," 117","Saint-Thomas",7,40,0,7,10,3,64,2,4,137,304
24031,"Joliette/Joliette"," 118","Saint-Thomas",13,41,0,0,11,6,86,1,5,163,366
24031,"Joliette/Joliette"," 119","Saint-Thomas",5,28,0,4,18,3,56,0,1,115,276
24031,"Joliette/Joliette"," 120","Saint-Thomas",9,29,2,2,10,1,53,1,3,110,341
24031,"Joliette/Joliette"," 121","Saint-Charles-Borromée",4,26,3,5,12,0,70,0,6,126,424
24031,"Joliette/Joliette"," 122","Saint-Charles-Borromée",21,21,4,1,9,3,67,0,1,127,341
24031,"Joliette/Joliette"," 123","Saint-Charles-Borromée",11,15,0,1,7,10,68,0,4,116,352
24031,"Joliette/Joliette"," 124","Saint-Charles-Borromée",10,37,5,4,7,2,57,0,2,124,405
24031,"Joliette/Joliette"," 125","Saint-Charles-Borromée",10,29,3,8,12,4,100,0,0,166,401
24031,"Joliette/Joliette"," 126","Saint-Charles-Borromée",6,27,0,9,14,2,90,2,3,153,394
24031,"Joliette/Joliette"," 127","Saint-Charles-Borromée",6,26,1,2,4,1,55,0,1,96,363
24031,"Joliette/Joliette"," 128","Saint-Charles-Borromée",6,19,4,3,16,4,96,1,7,156,422
24031,"Joliette/Joliette"," 129","Saint-Charles-Borromée",2,34,3,5,16,4,74,0,2,140,413
24031,"Joliette/Joliette"," 130","Joliette",12,30,5,3,10,3,75,3,1,142,418
24031,"Joliette/Joliette"," 131","Joliette",14,25,3,7,17,2,55,4,5,132,480
24031,"Joliette/Joliette"," 132","Joliette",22,43,7,7,9,2,97,0,2,189,462
24031,"Joliette/Joliette"," 133","Joliette",20,30,4,7,6,1,77,2,4,151,384
24031,"Joliette/Joliette"," 134","Joliette",5,39,3,6,13,3,67,0,10,146,412
24031,"Joliette/Joliette"," 135","Joliette",4,23,7,4,6,4,39,3,6,96,444
24031,"Joliette/Joliette"," 136","Joliette",10,17,1,3,9,4,46,0,4,94,336
24031,"Joliette/Joliette"," 137","Joliette",Merged with No./Fusionné avec le n°136,,,,,,,,,,114
24031,"Joliette/Joliette"," 138","Joliette",17,20,3,2,6,4,55,0,1,108,410
24031,"Joliette/Joliette"," 139","Joliette",23,39,2,3,10,2,77,0,4,160,402
24031,"Joliette/Joliette"," 140","Joliette",9,26,3,9,7,2,49,1,0,106,384
24031,"Joliette/Joliette"," 141","Joliette",3,20,1,4,9,1,67,3,3,111,363
24031,"Joliette/Joliette"," 142","Joliette",8,21,3,2,2,3,61,2,5,107,392
24031,"Joliette/Joliette"," 143","Joliette",9,25,2,5,12,3,78,0,3,137,428
24031,"Joliette/Joliette"," 144","Joliette",6,33,1,1,6,2,56,0,4,109,376
24031,"Joliette/Joliette"," 145","Joliette",9,38,0,3,8,4,69,0,0,131,371
24031,"Joliette/Joliette"," 146","Joliette",12,32,0,7,7,3,54,1,3,119,434
24031,"Joliette/Joliette"," 147","Joliette",6,18,3,0,5,2,76,0,2,112,390
24031,"Joliette/Joliette"," 148","Joliette",10,12,2,8,7,0,39,2,4,84,503
24031,"Joliette/Joliette"," 149","Saint-Charles-Borromée",Merged with No./Fusionné avec le n°150,,,,,,,,,,161
24031,"Joliette/Joliette"," 150","Saint-Charles-Borromée",1,28,3,4,12,0,60,0,3,111,286
24031,"Joliette/Joliette"," 151","Saint-Charles-Borromée",2,10,2,2,5,3,71,1,2,98,355
24031,"Joliette/Joliette"," 152","Saint-Charles-Borromée",4,30,0,5,6,2,44,1,5,97,306
24031,"Joliette/Joliette"," 153","Saint-Charles-Borromée",9,36,3,7,13,3,108,2,5,186,330
24031,"Joliette/Joliette"," 154","Saint-Charles-Borromée",Merged with No./Fusionné avec le n°153,,,,,,,,,,277
24031,"Joliette/Joliette"," 155","Saint-Charles-Borromée",9,18,4,13,5,2,59,2,3,115,432
24031,"Joliette/Joliette"," 156","Saint-Charles-Borromée",15,44,5,5,14,5,106,0,9,203,600
24031,"Joliette/Joliette"," 157","Rawdon",17,28,0,8,23,4,53,0,4,137,421
24031,"Joliette/Joliette"," 158","Rawdon",10,30,3,5,6,3,59,0,2,118,430
24031,"Joliette/Joliette"," 159","Rawdon",19,47,2,16,14,6,106,0,0,210,594
24031,"Joliette/Joliette"," 160","Rawdon",Void/Supprimé,,,,,,,,,,
24031,"Joliette/Joliette"," 161","Rawdon",9,37,4,6,6,2,46,1,0,111,415
24031,"Joliette/Joliette"," 162","Rawdon",10,23,5,12,15,7,53,1,4,130,499
24031,"Joliette/Joliette"," 163","Rawdon",7,28,0,6,10,6,45,1,2,105,393
24031,"Joliette/Joliette"," 164","Rawdon",4,50,1,9,11,6,48,1,0,130,463
24031,"Joliette/Joliette"," 165","Entrelacs",3,59,1,14,20,3,101,1,1,203,437
24031,"Joliette/Joliette"," 166","Entrelacs",10,48,3,3,21,7,130,1,9,232,461
24031,"Joliette/Joliette"," 167","Joliette",17,19,1,5,17,3,41,1,1,105,420
24031,"Joliette/Joliette"," 168","Joliette",6,32,2,2,10,6,63,0,5,126,478
24031,"Joliette/Joliette"," 169","Joliette",9,27,2,8,9,7,57,0,2,121,432
24031,"Joliette/Joliette"," 170","Joliette",12,26,7,6,14,6,62,2,9,144,397
24031,"Joliette/Joliette"," 171","Joliette",10,15,1,9,11,3,43,2,1,95,425
24031,"Joliette/Joliette"," 172","Joliette",8,35,5,3,17,3,54,4,7,136,442
24031,"Joliette/Joliette"," 173","Joliette",14,12,0,4,10,6,49,1,3,99,342
24031,"Joliette/Joliette"," 174","Joliette",9,17,4,10,16,2,97,2,3,160,513
24031,"Joliette/Joliette"," 175","Joliette",6,32,1,2,17,2,118,1,5,184,512
24031,"Joliette/Joliette"," 176","Joliette",10,26,1,0,13,4,92,1,1,148,422
24031,"Joliette/Joliette"," 177","Joliette",21,37,1,7,28,3,156,3,0,256,793
24031,"Joliette/Joliette"," 178","Joliette",17,53,8,3,16,7,115,2,0,221,664
24031,"Joliette/Joliette"," 179","Joliette",12,31,2,7,15,6,125,1,3,202,551
24031,"Joliette/Joliette"," 180","Joliette",19,28,1,10,15,1,76,0,6,156,462
24031,"Joliette/Joliette"," 181","Joliette",Void/Supprimé,,,,,,,,,,
24031,"Joliette/Joliette"," 182","Joliette",9,24,4,6,6,8,43,1,3,104,380
24031,"Joliette/Joliette"," 183","Joliette",9,34,1,8,12,1,65,0,4,134,417
24031,"Joliette/Joliette"," 184","Joliette",13,25,3,6,8,4,59,1,1,120,398
24031,"Joliette/Joliette"," 185","Joliette",2,40,2,10,16,2,64,0,0,136,389
24031,"Joliette/Joliette"," 186","Joliette",16,25,4,1,12,3,89,0,6,156,462
24031,"Joliette/Joliette"," 187","Joliette",21,40,4,3,10,4,57,0,5,144,464
24031,"Joliette/Joliette"," 188","Saint-Pierre",10,20,9,6,27,2,80,0,4,158,368
24031,"Joliette/Joliette"," 189","Rawdon",14,25,2,1,19,5,79,4,1,150,413
24031,"Joliette/Joliette"," 190","Rawdon",9,28,2,10,12,1,41,2,1,106,364
24031,"Joliette/Joliette"," 191","Rawdon",7,33,1,10,9,6,33,0,1,100,345
24031,"Joliette/Joliette"," 192","Rawdon",12,36,2,12,25,4,98,1,6,196,467
24031,"Joliette/Joliette"," 193","Rawdon",5,18,2,7,18,7,39,0,2,98,354
24031,"Joliette/Joliette"," 194","Rawdon",9,21,1,8,7,4,42,0,1,93,405
24031,"Joliette/Joliette"," 195","Rawdon",7,16,0,20,6,5,34,0,3,91,376
24031,"Joliette/Joliette"," 196","Rawdon",4,10,2,10,12,0,60,0,3,101,363
24031,"Joliette/Joliette"," 197","Rawdon",5,21,3,7,12,4,44,0,2,98,348
24031,"Joliette/Joliette"," 198","Saint-Paul",8,46,2,4,26,4,93,3,1,187,419
24031,"Joliette/Joliette"," 199","Saint-Paul",28,39,5,11,25,4,120,2,6,240,529
24031,"Joliette/Joliette"," 200","Saint-Paul",11,15,2,1,11,2,72,0,3,117,280
24031,"Joliette/Joliette"," 201","Saint-Paul",14,36,2,6,19,4,88,0,7,176,416
24031,"Joliette/Joliette"," 202","Saint-Paul",9,22,4,4,19,0,75,0,4,137,367
24031,"Joliette/Joliette"," 203","Rawdon",7,22,5,5,12,1,45,0,5,102,367
24031,"Joliette/Joliette"," 204","Rawdon",12,31,0,10,14,1,75,3,4,150,437
24031,"Joliette/Joliette"," 205","Rawdon",9,15,1,7,24,4,62,0,2,124,411
24031,"Joliette/Joliette"," 206","Rawdon",10,33,3,7,10,7,71,0,1,142,413
24031,"Joliette/Joliette"," 207","Rawdon",7,22,0,10,17,4,77,1,4,142,430
24031,"Joliette/Joliette"," 208","Rawdon",8,45,6,7,19,4,79,1,0,169,387
24031,"Joliette/Joliette"," 209","Rawdon",10,27,4,5,16,4,67,1,0,134,417
24031,"Joliette/Joliette"," 210","Rawdon",9,27,2,9,10,3,62,0,0,122,401
24031,"Joliette/Joliette"," 211","Crabtree",8,15,0,21,15,6,75,0,5,145,320
24031,"Joliette/Joliette"," 212","Crabtree",13,23,4,8,19,2,83,1,4,157,380
24031,"Joliette/Joliette"," 213","Crabtree",13,23,0,13,12,2,76,0,2,141,361
24031,"Joliette/Joliette"," 214","Crabtree",7,19,1,10,16,5,49,2,4,113,309
24031,"Joliette/Joliette"," 215","Crabtree",18,24,1,10,5,4,53,0,4,119,317
24031,"Joliette/Joliette"," 216","Crabtree",15,38,3,17,15,5,54,1,5,153,405
24031,"Joliette/Joliette"," 217","Crabtree",9,21,1,7,7,3,58,1,8,115,365
24031,"Joliette/Joliette"," 218","Crabtree",7,20,1,11,18,5,77,0,5,144,370
24031,"Joliette/Joliette"," 219","Crabtree",12,10,1,6,12,6,92,1,8,148,371
24031,"Joliette/Joliette"," 220","Saint-Paul",12,44,3,9,23,10,151,0,6,258,549
24031,"Joliette/Joliette"," 221","Saint-Paul",16,26,5,8,9,6,77,0,13,160,506
24031,"Joliette/Joliette"," 222","Saint-Paul",11,59,1,4,39,5,115,1,4,239,546
24031,"Joliette/Joliette"," 223","Saint-Paul",5,17,3,10,15,5,60,3,4,122,375
24031,"Joliette/Joliette"," 224","Saint-Paul",4,21,4,3,20,2,39,0,3,96,244
24031,"Joliette/Joliette"," 225","Saint-Paul",6,27,3,10,6,3,77,2,4,138,343
24031,"Joliette/Joliette"," 226","Saint-Paul",8,15,0,6,24,6,48,0,0,107,305
24031,"Joliette/Joliette"," 227","Chertsey",7,28,3,16,12,5,45,3,3,122,454
24031,"Joliette/Joliette"," 228","Chertsey",4,31,0,11,14,6,52,0,2,120,378
24031,"Joliette/Joliette"," 229","Chertsey",7,36,8,5,13,4,72,2,4,151,415
24031,"Joliette/Joliette"," 230","Chertsey",6,11,7,6,16,0,61,2,8,117,405
24031,"Joliette/Joliette"," 231","Chertsey",4,16,4,6,8,3,52,1,7,101,455
24031,"Joliette/Joliette"," 500","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°159,,,,,,,,,,28
24031,"Joliette/Joliette"," 501","Mobile poll/Bureau itinérant",Results combined with no. 159/Résultats combinés au n° 159,,,,,,,,,,73
24031,"Joliette/Joliette"," 502","Mobile poll/Bureau itinérant",2,49,1,1,8,2,32,0,8,103,69
24031,"Joliette/Joliette"," 503","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,,,,50
24031,"Joliette/Joliette"," 504","Mobile poll/Bureau itinérant",2,51,2,2,6,0,28,0,5,96,142
24031,"Joliette/Joliette"," 505","Mobile poll/Bureau itinérant",0,61,0,1,9,2,37,0,7,117,157
24031,"Joliette/Joliette"," 506","Mobile poll/Bureau itinérant",1,88,2,1,23,0,81,0,8,204,270
24031,"Joliette/Joliette"," 507","Mobile poll/Bureau itinérant",0,45,3,2,7,1,34,0,4,96,105
24031,"Joliette/Joliette"," 508","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°510,,,,,,,,,,43
24031,"Joliette/Joliette"," 509","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°510,,,,,,,,,,42
24031,"Joliette/Joliette"," 510","Mobile poll/Bureau itinérant",0,50,2,1,12,0,18,1,5,89,67
24031,"Joliette/Joliette"," 511","Mobile poll/Bureau itinérant",2,70,0,0,10,0,38,0,4,124,137
24031,"Joliette/Joliette"," 512","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°511,,,,,,,,,,44
24031,"Joliette/Joliette"," 513","Mobile poll/Bureau itinérant",Results combined with no. 153/Résultats combinés au n° 153,,,,,,,,,,148
24031,"Joliette/Joliette"," 514","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°515,,,,,,,,,,39
24031,"Joliette/Joliette"," 515","Mobile poll/Bureau itinérant",2,19,5,3,5,1,22,0,1,58,47
24031,"Joliette/Joliette"," 516","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°515,,,,,,,,,,17
24031,"Joliette/Joliette"," 517","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°518,,,,,,,,,,31
24031,"Joliette/Joliette"," 518","Mobile poll/Bureau itinérant",1,20,0,2,0,0,12,0,3,38,38
24031,"Joliette/Joliette"," 519","Mobile poll/Bureau itinérant",1,24,1,0,5,0,20,0,6,57,84
24031,"Joliette/Joliette"," 520","Mobile poll/Bureau itinérant",1,30,1,0,5,1,18,0,11,67,141
24031,"Joliette/Joliette"," 521","Mobile poll/Bureau itinérant",2,74,6,1,15,2,55,0,10,165,136
24031,"Joliette/Joliette"," 522","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°521,,,,,,,,,,83
24031,"Joliette/Joliette"," 523","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°136,,,,,,,,,,70
24031,"Joliette/Joliette"," 524","Mobile poll/Bureau itinérant",Results combined with no. 138/Résultats combinés au n° 138,,,,,,,,,,47
24031,"Joliette/Joliette"," 525","Mobile poll/Bureau itinérant",Results combined with no. 139/Résultats combinés au n° 139,,,,,,,,,,70
24031,"Joliette/Joliette"," 526","Mobile poll/Bureau itinérant",Results combined with no. 140/Résultats combinés au n° 140,,,,,,,,,,62
24031,"Joliette/Joliette"," 527","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°534,,,,,,,,,,83
24031,"Joliette/Joliette"," 528","Mobile poll/Bureau itinérant",Results combined with no. 8/Résultats combinés au n° 8,,,,,,,,,,19
24031,"Joliette/Joliette"," 529","Mobile poll/Bureau itinérant",Results combined with no. 156/Résultats combinés au n° 156,,,,,,,,,,25
24031,"Joliette/Joliette"," 530","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°521,,,,,,,,,,40
24031,"Joliette/Joliette"," 531","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,,,,13
24031,"Joliette/Joliette"," 532","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,,,,31
