Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,James Bountrogiannis,Kevin Clarke,Opa Day,Aslam Khan,John McKay,Michelle Spencer,Gus Stefanis,Carmen Wilson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 29","Toronto",1,2,0,0,64,18,0,32,2,119,384
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 30","Toronto",3,0,0,3,104,16,0,7,0,133,481
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 31","Toronto",1,1,1,1,68,20,0,97,1,190,448
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 32","Toronto",6,0,1,0,90,15,0,25,0,137,345
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 33","Toronto",4,0,0,0,142,26,0,54,4,230,430
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 34","Toronto",5,0,0,0,82,23,0,34,0,144,426
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 35A","Toronto",1,0,0,0,63,13,0,27,3,107,421
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 35B","Toronto",1,0,0,0,67,11,0,14,0,93,194
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 35C","Toronto",5,0,0,0,49,24,0,16,3,97,152
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 36","Toronto",2,1,0,0,87,24,0,36,2,152,450
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 37","Toronto",0,0,1,0,79,13,0,26,4,123,408
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 38","Toronto",4,1,0,0,92,19,0,33,5,154,473
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 39","Toronto",2,2,0,0,86,21,1,39,4,155,387
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 40","Toronto",3,0,0,0,115,26,0,23,0,167,455
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 41","Toronto",6,0,0,0,87,30,0,24,1,148,327
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 42","Toronto",1,0,0,0,99,24,0,34,2,160,423
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 43","Toronto",8,1,0,0,88,23,0,51,3,174,445
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 44","Toronto",13,1,0,1,102,35,0,45,1,198,472
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 45","Toronto",1,0,0,0,95,32,0,25,2,155,441
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 46","Toronto",3,1,0,0,102,25,0,20,3,154,517
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 47","Toronto",7,1,0,1,107,26,1,11,1,155,557
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 48","Toronto",9,1,1,0,127,21,0,69,1,229,437
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 49","Toronto",8,0,0,3,123,28,0,88,3,253,523
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 50","Toronto",4,1,1,0,137,37,0,49,3,232,453
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 51","Toronto",6,2,0,1,96,18,0,55,0,178,344
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 52","Toronto",13,3,1,0,82,33,1,36,1,170,471
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 53","Toronto",6,4,0,0,93,18,1,45,2,169,402
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 54","Toronto",8,0,0,2,130,19,0,52,6,217,437
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 55","Toronto",4,0,0,0,80,16,0,23,2,125,400
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 56","Toronto",7,1,0,4,112,22,0,27,2,175,433
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 57","Toronto",1,1,2,0,67,19,0,18,6,114,339
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 58","Toronto",1,1,0,0,110,19,0,17,4,152,425
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 59","Toronto",7,0,0,1,113,38,0,20,2,181,510
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 60","Toronto",7,2,1,0,119,35,0,22,0,186,496
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 61","Toronto",3,2,0,0,97,33,0,32,1,168,548
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 62","Toronto",5,0,0,0,67,19,0,32,7,130,343
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 63","Toronto",0,1,0,1,50,21,0,18,0,91,379
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 64","Toronto",2,2,0,0,83,27,1,56,1,172,381
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 65","Toronto",3,1,0,0,147,36,1,64,0,252,443
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 66","Toronto",4,0,0,0,63,17,2,35,3,124,330
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 67","Toronto",1,1,0,0,87,17,0,26,2,134,324
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 68","Toronto",12,1,2,1,144,40,2,68,0,270,544
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 69","Toronto",3,2,1,1,156,44,0,23,9,239,511
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 70","Toronto",8,1,0,1,109,26,2,43,1,191,501
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 71","Toronto",12,1,1,1,123,22,0,26,4,190,598
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 72","Toronto",2,0,0,0,113,19,0,4,3,141,341
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 73","Toronto",3,1,0,2,93,10,0,15,7,131,372
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 74","Toronto",3,4,0,0,164,7,2,6,15,201,400
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 75","Toronto",2,0,0,1,150,14,0,9,1,177,358
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 76","Toronto",1,0,0,0,189,17,0,8,5,220,409
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 77","Toronto",5,0,0,1,148,11,0,17,11,193,381
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 78","Toronto",6,0,1,1,112,24,0,48,0,192,468
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 79","Toronto",5,1,0,0,98,13,0,48,0,165,366
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 80","Toronto",3,1,0,0,84,33,0,42,0,163,417
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 81","Toronto",7,0,0,0,79,18,0,28,2,134,391
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 82","Toronto",3,0,0,0,98,14,0,34,1,150,389
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 83","Toronto",4,0,1,0,97,29,0,40,1,172,452
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 84","Toronto",5,1,1,0,87,20,1,39,1,155,377
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 85","Toronto",4,2,0,0,79,38,0,44,4,171,403
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 86","Toronto",5,2,0,0,72,17,0,34,1,131,393
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 87","Toronto",13,1,0,0,110,29,0,41,1,195,503
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 88","Toronto",9,0,0,0,75,21,1,37,2,145,510
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 89","Toronto",8,2,1,2,152,31,0,20,4,220,604
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 90","Toronto",4,0,0,0,106,26,0,19,2,157,431
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 91","Toronto",4,1,0,0,127,17,0,20,8,177,468
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 92","Toronto",7,0,1,0,70,26,0,43,1,148,362
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 93","Toronto",8,0,0,0,88,17,2,43,4,162,537
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 94","Toronto",7,2,3,0,134,50,1,59,1,257,471
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 95","Toronto",2,0,1,0,66,23,0,30,1,123,407
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 96","Toronto",2,0,4,0,112,17,0,20,0,155,535
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 97","Toronto",4,1,0,0,116,18,0,22,1,162,505
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 98","Toronto",3,0,1,1,153,119,0,11,3,291,487
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 99","Toronto",9,0,1,0,62,24,0,33,1,130,431
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 100","Toronto",3,0,0,0,94,21,0,37,0,155,466
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 101","Toronto",3,0,0,1,100,32,0,26,1,163,435
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 102","Toronto",5,0,0,1,105,31,0,46,0,188,502
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 103","Toronto",1,0,0,0,86,21,0,44,7,159,477
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 104","Toronto",12,1,0,0,190,19,0,24,3,249,657
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 105","Toronto",2,0,1,0,87,21,0,15,4,130,349
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 106","Toronto",5,0,0,1,157,29,1,11,4,208,526
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 107","Toronto",1,2,0,3,86,6,0,18,1,117,337
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 108","Toronto",7,0,0,0,77,29,0,31,3,147,502
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 109","Toronto",5,0,1,0,81,36,0,37,6,166,528
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 110","Toronto",8,0,0,1,78,22,1,47,0,157,427
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 111","Toronto",1,2,0,0,58,29,0,41,0,131,460
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 112","Toronto",9,0,5,1,103,29,1,62,0,210,492
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 113","Toronto",4,0,0,0,79,19,0,41,0,143,381
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 114","Toronto",11,0,0,1,67,32,0,22,1,134,561
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 115","Toronto",7,1,0,0,82,20,0,32,0,142,415
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 116","Toronto",8,1,0,0,74,13,0,35,2,133,387
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 117","Toronto",4,0,0,0,63,13,0,19,2,101,426
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 400","Toronto",2,0,1,0,30,21,1,10,0,65,187
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 401","Toronto",5,0,0,0,40,5,0,4,1,55,175
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 402","Toronto",5,0,1,0,82,14,0,23,2,127,320
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 403","Toronto",2,0,0,0,47,12,2,7,3,73,237
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 404","Toronto",3,1,0,1,40,20,0,9,2,76,263
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 405","Toronto",2,0,0,8,86,22,0,4,0,122,294
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 406","Toronto",3,2,2,0,149,36,0,36,4,232,440
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 407","Toronto",1,1,1,1,62,6,0,18,7,97,155
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 408","Toronto",1,0,0,0,61,16,0,13,7,98,239
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 409","Toronto",6,0,1,0,60,19,0,20,5,111,306
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 410","Toronto",3,0,0,0,57,4,0,15,1,80,1
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 411","Toronto",5,0,0,0,122,26,0,29,1,183,299
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 412","Toronto",1,0,0,2,22,1,1,9,0,36,128
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 413","Toronto",1,0,0,10,81,15,0,16,0,123,296
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 414","Toronto",1,1,1,0,80,6,0,51,1,141,262
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 415","Toronto",4,0,0,0,68,7,0,13,0,92,226
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 416","Toronto",2,2,1,2,105,12,0,13,8,145,318
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 417","Toronto",6,2,1,0,92,28,0,38,4,171,334
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 418","Toronto",3,0,0,1,68,12,0,25,0,109,395
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 419","Toronto",1,1,0,0,54,16,0,29,4,105,412
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 420","Toronto",8,0,0,0,62,22,1,60,0,153,330
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 421","Toronto",4,3,0,0,94,34,0,32,2,169,361
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 422","Toronto",5,1,0,0,105,16,0,33,3,163,329
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 423","Toronto",14,2,0,2,211,49,0,91,7,376,792
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 424","Toronto",12,4,0,1,190,40,1,92,5,345,757
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 425","Toronto",5,0,0,0,31,11,0,13,0,60,187
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 426","Toronto",0,0,0,0,42,38,0,11,0,91,220
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 427","Toronto",2,2,0,0,56,10,0,7,4,81,277
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 428","Toronto",1,0,0,0,19,3,0,3,1,27,63
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 429","Toronto",0,0,0,1,69,8,0,3,1,82,220
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 430","Toronto",1,0,0,1,79,15,0,5,2,103,231
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 431","Toronto",0,0,0,0,8,1,0,2,2,13,37
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 432","Toronto",4,1,0,0,85,19,0,8,1,118,248
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 433","Toronto",0,0,0,1,52,9,0,6,0,68,172
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 434","Toronto",3,0,1,0,70,18,0,42,3,137,250
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 435","Toronto",9,0,0,0,111,21,0,42,1,184,290
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 436","Toronto",5,0,0,0,58,8,1,31,4,107,184
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 437","Toronto",0,0,0,0,31,6,0,1,0,38,177
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 438","Toronto",2,6,2,1,76,8,0,7,3,105,469
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 439","Toronto",1,0,0,1,70,10,0,6,2,90,291
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 440","Toronto",3,0,0,0,34,3,0,6,2,48,139
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 441","Toronto",3,0,0,0,43,15,0,10,2,73,137
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 442","Toronto",3,2,0,0,92,7,0,7,1,112,299
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 443","Toronto",6,1,0,1,66,10,0,10,1,95,253
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 444","Toronto",2,0,0,0,54,12,0,16,1,85,230
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 445","Toronto",3,0,0,0,55,12,0,17,0,87,176
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 446","Toronto",0,0,0,0,97,17,0,47,5,166,265
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 447","Toronto",7,0,0,0,123,8,0,38,2,178,281
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 448","Toronto",8,2,0,1,100,31,0,27,8,177,343
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 449","Toronto",5,0,0,1,83,8,0,5,3,105,353
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 450","Toronto",4,0,0,1,135,25,0,46,0,211,340
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 500","Mobile poll/Bureau itinérant",0,1,1,0,11,7,0,1,1,22,26
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 501","Mobile poll/Bureau itinérant",1,0,0,1,28,5,0,10,1,46,124
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 502","Mobile poll/Bureau itinérant",1,1,0,2,45,5,0,4,5,63,111
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 503","Mobile poll/Bureau itinérant",0,2,0,1,30,5,0,11,2,51,149
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 504","Mobile poll/Bureau itinérant",3,2,1,0,49,2,0,7,8,72,104
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 505","Toronto",Merged with No./Fusionné avec le n°99,,,,,,,,,,7
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 600","Toronto",30,1,3,6,594,98,2,214,11,959,
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 601","Toronto",18,2,3,9,336,65,0,227,0,660,
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 602","Toronto",18,3,0,4,362,87,1,138,6,619,
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 603","Toronto",20,3,3,1,350,56,1,240,8,682,
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 604","Toronto",26,4,5,2,658,124,0,276,11,1106,
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 605","Toronto",25,3,2,4,515,82,0,185,5,821,
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 606","Toronto",17,0,0,0,430,63,3,108,5,626,
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 607","Toronto",28,6,0,2,655,104,1,215,12,1023,
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 608","Toronto",22,5,4,1,806,162,2,253,4,1259,
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 609","Toronto",39,3,3,4,864,195,3,402,7,1520,
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 610","Toronto",27,2,0,2,669,128,1,263,12,1104,
35095,"Scarborough--Guildwood/Scarborough--Guildwood",,Group 1/Groupe 1, 9,1,0,0,162,57,1,51,18,299,136
35095,"Scarborough--Guildwood/Scarborough--Guildwood",,Group 2/Groupe 2, 14,2,0,0,725,174,0,260,38,1213,
