Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Crystelle Bourguignon,Jean-Jacques Desgranges,Daniel Elford,Mona Fortier,Lyse-Pascale Inamuco,Heidi Jensen,Marie-Chantal TaiEl Leriche,Christian Proulx,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35078,"Ottawa--Vanier/Ottawa--Vanier"," 21","Ottawa",0,7,0,62,25,34,0,0,0,128,509
35078,"Ottawa--Vanier/Ottawa--Vanier"," 22A","Ottawa",0,10,2,100,51,36,0,4,1,204,62
35078,"Ottawa--Vanier/Ottawa--Vanier"," 22B","Ottawa",2,9,0,96,52,69,2,7,2,239,71
35078,"Ottawa--Vanier/Ottawa--Vanier"," 23","Ottawa",1,6,1,61,32,36,0,6,4,147,514
35078,"Ottawa--Vanier/Ottawa--Vanier"," 24","Ottawa",Merged with No./Fusionné avec le n°25,,,,,,,,,,303
35078,"Ottawa--Vanier/Ottawa--Vanier"," 25","Ottawa",0,7,0,149,53,63,0,5,3,280,363
35078,"Ottawa--Vanier/Ottawa--Vanier"," 26","Ottawa",0,11,1,86,40,43,1,6,1,189,552
35078,"Ottawa--Vanier/Ottawa--Vanier"," 27","Ottawa",0,4,2,53,33,22,0,2,0,116,384
35078,"Ottawa--Vanier/Ottawa--Vanier"," 28","Ottawa",0,6,3,69,39,41,0,2,3,163,461
35078,"Ottawa--Vanier/Ottawa--Vanier"," 29","Ottawa",0,9,1,68,39,51,1,8,0,177,479
35078,"Ottawa--Vanier/Ottawa--Vanier"," 30","Ottawa",0,7,1,68,50,40,0,6,1,173,472
35078,"Ottawa--Vanier/Ottawa--Vanier"," 31","Ottawa",0,7,0,76,37,29,0,18,1,168,452
35078,"Ottawa--Vanier/Ottawa--Vanier"," 32","Ottawa",2,6,0,50,32,25,0,4,1,120,391
35078,"Ottawa--Vanier/Ottawa--Vanier"," 33","Ottawa",0,8,2,51,16,53,0,9,2,141,396
35078,"Ottawa--Vanier/Ottawa--Vanier"," 34","Ottawa",1,4,0,89,27,41,0,8,1,171,438
35078,"Ottawa--Vanier/Ottawa--Vanier"," 35","Ottawa",0,3,2,76,55,24,2,2,0,164,446
35078,"Ottawa--Vanier/Ottawa--Vanier"," 36","Ottawa",1,9,0,65,44,44,1,11,3,178,577
35078,"Ottawa--Vanier/Ottawa--Vanier"," 37","Ottawa",0,5,0,95,47,72,0,16,0,235,454
35078,"Ottawa--Vanier/Ottawa--Vanier"," 38","Ottawa",0,7,3,77,30,31,1,3,3,155,277
35078,"Ottawa--Vanier/Ottawa--Vanier"," 39","Ottawa",0,9,3,65,18,35,0,5,2,137,423
35078,"Ottawa--Vanier/Ottawa--Vanier"," 40","Ottawa",0,5,1,105,32,40,0,4,0,187,485
35078,"Ottawa--Vanier/Ottawa--Vanier"," 41","Ottawa",0,5,1,71,30,33,0,0,1,141,373
35078,"Ottawa--Vanier/Ottawa--Vanier"," 42","Ottawa",1,15,0,83,34,18,0,2,1,154,435
35078,"Ottawa--Vanier/Ottawa--Vanier"," 43","Ottawa",1,5,0,65,37,44,0,5,0,157,373
35078,"Ottawa--Vanier/Ottawa--Vanier"," 44","Ottawa",1,5,3,179,54,73,0,6,1,322,545
35078,"Ottawa--Vanier/Ottawa--Vanier"," 45A","Ottawa",0,1,3,116,30,29,3,7,2,191,196
35078,"Ottawa--Vanier/Ottawa--Vanier"," 45B","Ottawa",Merged with No./Fusionné avec le n°47B,,,,,,,,,,238
35078,"Ottawa--Vanier/Ottawa--Vanier"," 46","Ottawa",1,7,1,79,32,34,0,1,3,158,468
35078,"Ottawa--Vanier/Ottawa--Vanier"," 47A","Ottawa",Merged with No./Fusionné avec le n°45A,,,,,,,,,,364
35078,"Ottawa--Vanier/Ottawa--Vanier"," 47B","Ottawa",0,12,0,97,39,30,0,10,4,192,353
35078,"Ottawa--Vanier/Ottawa--Vanier"," 48","Ottawa",0,5,0,106,30,32,0,4,3,180,556
35078,"Ottawa--Vanier/Ottawa--Vanier"," 49","Ottawa",0,4,0,69,19,63,0,10,1,166,459
35078,"Ottawa--Vanier/Ottawa--Vanier"," 50","Ottawa",0,0,0,58,12,62,0,9,1,142,438
35078,"Ottawa--Vanier/Ottawa--Vanier"," 51","Ottawa",0,0,0,75,42,22,0,6,1,146,427
35078,"Ottawa--Vanier/Ottawa--Vanier"," 52","Ottawa",0,1,0,60,34,33,0,6,1,135,456
35078,"Ottawa--Vanier/Ottawa--Vanier"," 53","Ottawa",1,4,0,75,35,32,1,10,0,158,460
35078,"Ottawa--Vanier/Ottawa--Vanier"," 54","Ottawa",0,2,1,69,41,32,1,7,3,156,463
35078,"Ottawa--Vanier/Ottawa--Vanier"," 55","Ottawa",0,2,1,85,32,23,1,3,1,148,501
35078,"Ottawa--Vanier/Ottawa--Vanier"," 56","Ottawa",0,11,2,66,41,18,0,3,1,142,340
35078,"Ottawa--Vanier/Ottawa--Vanier"," 57","Ottawa",0,9,2,32,30,20,1,8,2,104,351
35078,"Ottawa--Vanier/Ottawa--Vanier"," 58","Ottawa",0,4,3,66,32,20,1,12,0,138,313
35078,"Ottawa--Vanier/Ottawa--Vanier"," 59","Ottawa",0,4,0,60,39,25,1,7,0,136,427
35078,"Ottawa--Vanier/Ottawa--Vanier"," 60","Ottawa",2,11,0,55,36,18,1,5,0,128,401
35078,"Ottawa--Vanier/Ottawa--Vanier"," 61","Ottawa",1,7,1,44,59,18,1,4,0,135,461
35078,"Ottawa--Vanier/Ottawa--Vanier"," 62","Ottawa",0,8,0,58,59,30,0,4,0,159,558
35078,"Ottawa--Vanier/Ottawa--Vanier"," 63","Ottawa",0,7,1,66,52,14,1,3,1,145,383
35078,"Ottawa--Vanier/Ottawa--Vanier"," 64","Ottawa",1,7,1,44,48,19,1,5,1,127,418
35078,"Ottawa--Vanier/Ottawa--Vanier"," 65","Ottawa",0,11,0,42,27,20,2,7,0,109,333
35078,"Ottawa--Vanier/Ottawa--Vanier"," 66","Ottawa",0,3,0,79,37,40,0,6,3,168,503
35078,"Ottawa--Vanier/Ottawa--Vanier"," 67","Ottawa",0,12,1,115,47,49,0,5,3,232,637
35078,"Ottawa--Vanier/Ottawa--Vanier"," 68","Ottawa",0,5,0,75,31,36,0,1,5,153,438
35078,"Ottawa--Vanier/Ottawa--Vanier"," 69","Ottawa",1,6,0,97,35,27,1,1,2,170,353
35078,"Ottawa--Vanier/Ottawa--Vanier"," 70","Ottawa",0,5,0,76,41,33,1,4,2,162,378
35078,"Ottawa--Vanier/Ottawa--Vanier"," 71","Ottawa",2,15,1,79,22,26,0,2,0,147,393
35078,"Ottawa--Vanier/Ottawa--Vanier"," 72","Ottawa",1,3,0,51,16,31,0,9,2,113,384
35078,"Ottawa--Vanier/Ottawa--Vanier"," 73","Ottawa",0,3,0,64,27,24,0,5,1,124,373
35078,"Ottawa--Vanier/Ottawa--Vanier"," 74","Ottawa",0,1,0,64,47,31,0,6,1,150,535
35078,"Ottawa--Vanier/Ottawa--Vanier"," 75","Ottawa",0,6,0,52,20,14,0,8,2,102,358
35078,"Ottawa--Vanier/Ottawa--Vanier"," 76","Ottawa",1,5,0,112,71,39,0,10,1,239,348
35078,"Ottawa--Vanier/Ottawa--Vanier"," 77","Ottawa",1,3,0,84,50,29,0,6,0,173,494
35078,"Ottawa--Vanier/Ottawa--Vanier"," 78","Ottawa",0,3,0,72,42,17,0,9,2,145,379
35078,"Ottawa--Vanier/Ottawa--Vanier"," 79","Ottawa",Merged with No./Fusionné avec le n°76,,,,,,,,,,337
35078,"Ottawa--Vanier/Ottawa--Vanier"," 80","Ottawa",3,9,2,83,23,20,2,5,1,148,446
35078,"Ottawa--Vanier/Ottawa--Vanier"," 81","Ottawa",0,7,1,44,38,26,0,4,2,122,383
35078,"Ottawa--Vanier/Ottawa--Vanier"," 82","Ottawa",1,7,0,69,36,36,0,4,1,154,388
35078,"Ottawa--Vanier/Ottawa--Vanier"," 83","Ottawa",0,12,2,80,40,34,0,1,4,173,539
35078,"Ottawa--Vanier/Ottawa--Vanier"," 84","Ottawa",11,2,0,49,26,25,0,4,1,118,337
35078,"Ottawa--Vanier/Ottawa--Vanier"," 85","Ottawa",0,15,0,55,61,29,0,9,2,171,506
35078,"Ottawa--Vanier/Ottawa--Vanier"," 86","Ottawa",0,6,0,56,31,27,1,3,0,124,402
35078,"Ottawa--Vanier/Ottawa--Vanier"," 87","Ottawa",0,3,0,75,22,21,1,3,3,128,454
35078,"Ottawa--Vanier/Ottawa--Vanier"," 88","Ottawa",1,2,0,112,37,15,0,0,4,171,633
35078,"Ottawa--Vanier/Ottawa--Vanier"," 89","Ottawa",0,12,1,76,51,24,2,4,2,172,457
35078,"Ottawa--Vanier/Ottawa--Vanier"," 90","Ottawa",0,4,0,72,68,16,1,10,1,172,463
35078,"Ottawa--Vanier/Ottawa--Vanier"," 91","Ottawa",1,9,0,41,42,25,0,2,1,121,413
35078,"Ottawa--Vanier/Ottawa--Vanier"," 92","Ottawa",1,5,0,51,41,15,2,6,2,123,389
35078,"Ottawa--Vanier/Ottawa--Vanier"," 93","Ottawa",1,7,0,80,38,20,0,7,1,154,455
35078,"Ottawa--Vanier/Ottawa--Vanier"," 94","Ottawa",0,5,0,58,25,16,0,6,0,110,403
35078,"Ottawa--Vanier/Ottawa--Vanier"," 95","Ottawa",0,2,1,48,18,24,2,4,0,99,354
35078,"Ottawa--Vanier/Ottawa--Vanier"," 96","Ottawa",2,6,0,65,33,30,0,9,0,145,509
35078,"Ottawa--Vanier/Ottawa--Vanier"," 97","Ottawa",0,7,0,60,22,20,0,6,0,115,409
35078,"Ottawa--Vanier/Ottawa--Vanier"," 98","Ottawa",0,11,1,73,39,34,0,4,5,167,445
35078,"Ottawa--Vanier/Ottawa--Vanier"," 99","Ottawa",0,16,2,64,32,59,0,8,0,181,520
35078,"Ottawa--Vanier/Ottawa--Vanier"," 100","Ottawa",4,6,0,77,26,47,0,4,3,167,472
35078,"Ottawa--Vanier/Ottawa--Vanier"," 101","Ottawa",Merged with No./Fusionné avec le n°102,,,,,,,,,,304
35078,"Ottawa--Vanier/Ottawa--Vanier"," 102","Ottawa",0,13,4,109,50,58,1,5,2,242,355
35078,"Ottawa--Vanier/Ottawa--Vanier"," 103","Ottawa",0,10,0,79,28,21,0,2,1,141,420
35078,"Ottawa--Vanier/Ottawa--Vanier"," 104","Ottawa",3,6,4,57,44,19,3,4,2,142,363
35078,"Ottawa--Vanier/Ottawa--Vanier"," 105","Ottawa",0,4,0,50,47,26,2,2,1,132,451
35078,"Ottawa--Vanier/Ottawa--Vanier"," 106","Ottawa",0,8,0,40,40,17,0,4,1,110,403
35078,"Ottawa--Vanier/Ottawa--Vanier"," 107","Ottawa",1,2,0,46,50,16,0,6,0,121,411
35078,"Ottawa--Vanier/Ottawa--Vanier"," 108","Ottawa",1,6,1,49,37,9,1,3,4,111,441
35078,"Ottawa--Vanier/Ottawa--Vanier"," 109","Ottawa",0,5,0,35,44,17,1,3,0,105,415
35078,"Ottawa--Vanier/Ottawa--Vanier"," 110","Ottawa",3,11,1,70,54,28,0,4,1,172,507
35078,"Ottawa--Vanier/Ottawa--Vanier"," 111","Ottawa",1,5,1,96,30,33,0,3,3,172,425
35078,"Ottawa--Vanier/Ottawa--Vanier"," 112","Ottawa",0,1,0,80,32,32,0,2,1,148,233
35078,"Ottawa--Vanier/Ottawa--Vanier"," 113","Ottawa",1,6,2,107,45,40,0,5,3,209,456
35078,"Ottawa--Vanier/Ottawa--Vanier"," 114","Ottawa",1,4,2,63,35,23,0,8,2,138,404
35078,"Ottawa--Vanier/Ottawa--Vanier"," 115","Ottawa",2,12,3,38,43,19,0,1,3,121,502
35078,"Ottawa--Vanier/Ottawa--Vanier"," 116","Ottawa",0,15,2,38,34,16,0,8,3,116,413
35078,"Ottawa--Vanier/Ottawa--Vanier"," 117","Ottawa",1,8,1,62,57,32,0,7,3,171,453
35078,"Ottawa--Vanier/Ottawa--Vanier"," 118","Ottawa",1,8,1,50,32,18,0,4,3,117,356
35078,"Ottawa--Vanier/Ottawa--Vanier"," 119","Ottawa",0,2,0,55,28,14,0,2,0,101,377
35078,"Ottawa--Vanier/Ottawa--Vanier"," 120","Ottawa",0,5,0,83,41,18,0,3,0,150,496
35078,"Ottawa--Vanier/Ottawa--Vanier"," 121","Ottawa",0,10,0,120,81,20,1,10,3,245,325
35078,"Ottawa--Vanier/Ottawa--Vanier"," 122","Ottawa",0,4,1,74,68,23,1,5,2,178,481
35078,"Ottawa--Vanier/Ottawa--Vanier"," 123","Ottawa",0,9,0,74,46,22,1,9,1,162,524
35078,"Ottawa--Vanier/Ottawa--Vanier"," 124","Ottawa",0,3,2,70,49,27,3,6,3,163,452
35078,"Ottawa--Vanier/Ottawa--Vanier"," 125","Ottawa",2,7,1,82,83,20,3,8,3,209,623
35078,"Ottawa--Vanier/Ottawa--Vanier"," 126","Ottawa",Merged with No./Fusionné avec le n°121,,,,,,,,,,331
35078,"Ottawa--Vanier/Ottawa--Vanier"," 127","Ottawa",0,6,2,71,40,24,1,4,2,150,429
35078,"Ottawa--Vanier/Ottawa--Vanier"," 128","Ottawa",0,5,0,83,28,47,1,6,2,172,428
35078,"Ottawa--Vanier/Ottawa--Vanier"," 129","Ottawa",1,7,0,73,24,30,1,1,0,137,379
35078,"Ottawa--Vanier/Ottawa--Vanier"," 130","Ottawa",0,3,2,94,35,41,0,1,0,176,479
35078,"Ottawa--Vanier/Ottawa--Vanier"," 131","Ottawa",3,5,1,55,22,48,0,5,1,140,379
35078,"Ottawa--Vanier/Ottawa--Vanier"," 132","Ottawa",0,9,1,73,37,41,0,1,1,163,439
35078,"Ottawa--Vanier/Ottawa--Vanier"," 133","Ottawa",3,7,0,72,14,11,0,2,2,111,303
35078,"Ottawa--Vanier/Ottawa--Vanier"," 134","Ottawa",0,2,1,72,56,28,0,8,0,167,457
35078,"Ottawa--Vanier/Ottawa--Vanier"," 135","Ottawa",0,1,0,43,37,13,1,6,1,102,374
35078,"Ottawa--Vanier/Ottawa--Vanier"," 136","Ottawa",0,8,1,70,58,30,0,4,1,172,569
35078,"Ottawa--Vanier/Ottawa--Vanier"," 137","Ottawa",1,7,1,43,85,20,0,8,0,165,462
35078,"Ottawa--Vanier/Ottawa--Vanier"," 138","Ottawa",1,7,0,66,73,16,0,9,1,173,479
35078,"Ottawa--Vanier/Ottawa--Vanier"," 139","Ottawa",0,4,1,40,40,17,0,3,0,105,411
35078,"Ottawa--Vanier/Ottawa--Vanier"," 140","Ottawa",1,5,0,46,36,20,0,0,1,109,426
35078,"Ottawa--Vanier/Ottawa--Vanier"," 141","Ottawa",0,5,0,52,73,30,0,8,1,169,449
35078,"Ottawa--Vanier/Ottawa--Vanier"," 142","Ottawa",1,5,1,60,50,15,1,9,0,142,433
35078,"Ottawa--Vanier/Ottawa--Vanier"," 143","Ottawa",1,3,0,91,83,24,1,6,0,209,500
35078,"Ottawa--Vanier/Ottawa--Vanier"," 144","Ottawa",1,4,0,49,61,27,0,2,2,146,435
35078,"Ottawa--Vanier/Ottawa--Vanier"," 145","Ottawa",0,2,1,57,101,17,0,4,1,183,461
35078,"Ottawa--Vanier/Ottawa--Vanier"," 146","Ottawa",1,4,1,62,24,23,0,7,5,127,398
35078,"Ottawa--Vanier/Ottawa--Vanier"," 147","Ottawa",2,2,0,79,20,15,0,1,1,120,445
35078,"Ottawa--Vanier/Ottawa--Vanier"," 148","Ottawa",0,10,2,90,26,17,0,0,1,146,460
35078,"Ottawa--Vanier/Ottawa--Vanier"," 149","Ottawa",0,3,1,91,38,20,0,1,2,156,445
35078,"Ottawa--Vanier/Ottawa--Vanier"," 150","Ottawa",0,3,1,58,20,23,0,3,0,108,376
35078,"Ottawa--Vanier/Ottawa--Vanier"," 151","Ottawa",0,8,0,59,56,36,0,4,0,163,514
35078,"Ottawa--Vanier/Ottawa--Vanier"," 152","Ottawa",0,8,0,56,48,24,0,2,1,139,448
35078,"Ottawa--Vanier/Ottawa--Vanier"," 153","Ottawa",2,4,1,67,35,17,1,1,0,128,495
35078,"Ottawa--Vanier/Ottawa--Vanier"," 154","Ottawa",1,8,0,65,36,25,1,7,3,146,399
35078,"Ottawa--Vanier/Ottawa--Vanier"," 155","Ottawa",0,6,0,56,34,21,0,8,0,125,470
35078,"Ottawa--Vanier/Ottawa--Vanier"," 156","Ottawa",0,12,0,59,51,21,0,4,3,150,466
35078,"Ottawa--Vanier/Ottawa--Vanier"," 157","Ottawa",0,9,1,53,43,22,1,9,0,138,406
35078,"Ottawa--Vanier/Ottawa--Vanier"," 158","Ottawa",0,11,1,82,77,41,1,11,1,225,569
35078,"Ottawa--Vanier/Ottawa--Vanier"," 159","Ottawa",0,3,1,79,128,29,0,9,0,249,447
35078,"Ottawa--Vanier/Ottawa--Vanier"," 160","Ottawa",1,1,0,65,76,28,1,5,0,177,370
35078,"Ottawa--Vanier/Ottawa--Vanier"," 161","Ottawa",0,1,1,59,44,34,0,4,0,143,516
35078,"Ottawa--Vanier/Ottawa--Vanier"," 162","Ottawa",1,6,1,51,71,21,0,2,1,154,333
35078,"Ottawa--Vanier/Ottawa--Vanier"," 163","Ottawa",1,8,0,123,118,48,0,7,0,305,675
35078,"Ottawa--Vanier/Ottawa--Vanier"," 164","Ottawa",0,3,2,55,46,32,0,7,0,145,535
35078,"Ottawa--Vanier/Ottawa--Vanier"," 165","Ottawa",0,6,2,88,64,30,1,5,1,197,646
35078,"Ottawa--Vanier/Ottawa--Vanier"," 166","Ottawa",0,3,0,92,99,34,1,8,1,238,665
35078,"Ottawa--Vanier/Ottawa--Vanier"," 167","Ottawa",0,3,0,67,100,29,0,5,0,204,457
35078,"Ottawa--Vanier/Ottawa--Vanier"," 168","Ottawa",0,6,1,72,151,37,0,9,2,278,628
35078,"Ottawa--Vanier/Ottawa--Vanier"," 169","Ottawa",0,4,1,77,104,29,1,7,3,226,516
35078,"Ottawa--Vanier/Ottawa--Vanier"," 170","Ottawa",0,7,0,105,155,53,0,13,1,334,659
35078,"Ottawa--Vanier/Ottawa--Vanier"," 171","Ottawa",0,7,3,79,92,25,0,11,0,217,436
35078,"Ottawa--Vanier/Ottawa--Vanier"," 172","Ottawa",1,3,2,77,136,39,0,12,1,271,559
35078,"Ottawa--Vanier/Ottawa--Vanier"," 173","Ottawa",0,3,0,61,104,30,0,4,0,202,287
35078,"Ottawa--Vanier/Ottawa--Vanier"," 174","Ottawa",1,12,1,110,27,9,0,6,1,167,437
35078,"Ottawa--Vanier/Ottawa--Vanier"," 175","Ottawa",1,3,1,101,30,16,1,5,2,160,389
35078,"Ottawa--Vanier/Ottawa--Vanier"," 176","Ottawa",1,3,2,89,53,21,2,9,2,182,384
35078,"Ottawa--Vanier/Ottawa--Vanier"," 400","Ottawa",0,1,3,46,21,35,2,4,3,115,202
35078,"Ottawa--Vanier/Ottawa--Vanier"," 401","Ottawa",3,0,1,21,2,7,1,2,2,39,110
35078,"Ottawa--Vanier/Ottawa--Vanier"," 402","Ottawa",0,4,1,93,17,62,1,2,3,183,292
35078,"Ottawa--Vanier/Ottawa--Vanier"," 403","Ottawa",0,6,1,193,26,105,2,7,0,340,510
35078,"Ottawa--Vanier/Ottawa--Vanier"," 404","Ottawa",0,6,2,122,14,66,0,7,1,218,351
35078,"Ottawa--Vanier/Ottawa--Vanier"," 405","Ottawa",0,15,2,91,22,30,0,1,4,165,343
35078,"Ottawa--Vanier/Ottawa--Vanier"," 406","Ottawa",1,5,1,61,22,28,2,4,0,124,208
35078,"Ottawa--Vanier/Ottawa--Vanier"," 407","Ottawa",1,13,0,101,20,27,1,5,4,172,344
35078,"Ottawa--Vanier/Ottawa--Vanier"," 408","Ottawa",Merged with No./Fusionné avec le n°69,,,,,,,,,,164
35078,"Ottawa--Vanier/Ottawa--Vanier"," 409","Ottawa",Merged with No./Fusionné avec le n°56,,,,,,,,,,134
35078,"Ottawa--Vanier/Ottawa--Vanier"," 410","Ottawa",2,2,0,83,10,22,0,5,5,129,231
35078,"Ottawa--Vanier/Ottawa--Vanier"," 411","Ottawa",0,7,0,97,21,49,0,1,3,178,267
35078,"Ottawa--Vanier/Ottawa--Vanier"," 412","Ottawa",0,3,0,78,13,15,0,1,2,112,168
35078,"Ottawa--Vanier/Ottawa--Vanier"," 413","Ottawa",1,4,1,147,21,43,0,3,1,221,308
35078,"Ottawa--Vanier/Ottawa--Vanier"," 414","Ottawa",0,3,0,80,27,40,2,2,4,158,227
35078,"Ottawa--Vanier/Ottawa--Vanier"," 415","Ottawa",Merged with No./Fusionné avec le n°58,,,,,,,,,,277
35078,"Ottawa--Vanier/Ottawa--Vanier"," 416","Ottawa",2,4,0,73,22,20,0,4,2,127,177
35078,"Ottawa--Vanier/Ottawa--Vanier"," 417","Ottawa",0,6,0,58,42,25,1,4,0,136,226
35078,"Ottawa--Vanier/Ottawa--Vanier"," 418","Ottawa",1,3,1,63,13,16,2,4,12,115,206
35078,"Ottawa--Vanier/Ottawa--Vanier"," 419","Ottawa",0,5,2,57,13,22,2,4,1,106,167
35078,"Ottawa--Vanier/Ottawa--Vanier"," 420","Ottawa",1,5,0,120,27,31,0,5,3,192,284
35078,"Ottawa--Vanier/Ottawa--Vanier"," 421","Ottawa",0,4,0,31,14,20,0,1,0,70,131
35078,"Ottawa--Vanier/Ottawa--Vanier"," 422","Ottawa",0,2,0,52,23,34,0,3,2,116,189
35078,"Ottawa--Vanier/Ottawa--Vanier"," 423","Ottawa",1,4,1,65,28,17,2,6,1,125,194
35078,"Ottawa--Vanier/Ottawa--Vanier"," 424","Ottawa",0,1,0,121,29,20,0,11,0,182,289
35078,"Ottawa--Vanier/Ottawa--Vanier"," 425","Ottawa",1,1,1,63,21,30,1,8,4,130,234
35078,"Ottawa--Vanier/Ottawa--Vanier"," 426","Ottawa",0,9,0,139,39,37,0,5,3,232,365
35078,"Ottawa--Vanier/Ottawa--Vanier"," 427A","Ottawa",0,6,0,91,38,47,1,9,3,195,307
35078,"Ottawa--Vanier/Ottawa--Vanier"," 427B","Ottawa",0,6,2,98,40,33,1,2,0,182,343
35078,"Ottawa--Vanier/Ottawa--Vanier"," 428","Ottawa",Merged with No./Fusionné avec le n°112,,,,,,,,,,168
35078,"Ottawa--Vanier/Ottawa--Vanier"," 429","Ottawa",2,5,1,96,7,15,2,2,3,133,225
35078,"Ottawa--Vanier/Ottawa--Vanier"," 430","Ottawa",2,2,1,61,24,14,0,4,2,110,244
35078,"Ottawa--Vanier/Ottawa--Vanier"," 431","Ottawa",0,2,1,92,24,25,0,6,2,152,233
35078,"Ottawa--Vanier/Ottawa--Vanier"," 432","Ottawa",0,6,3,49,34,15,1,4,3,115,214
35078,"Ottawa--Vanier/Ottawa--Vanier"," 433","Ottawa",0,0,2,45,27,15,0,3,0,92,186
35078,"Ottawa--Vanier/Ottawa--Vanier"," 434","Ottawa",0,2,2,71,16,20,0,3,1,115,181
35078,"Ottawa--Vanier/Ottawa--Vanier"," 435","Ottawa",0,3,1,47,21,14,0,0,0,86,171
35078,"Ottawa--Vanier/Ottawa--Vanier"," 436","Ottawa",2,2,0,43,8,16,0,3,0,74,130
35078,"Ottawa--Vanier/Ottawa--Vanier"," 437","Ottawa",0,8,1,174,36,60,1,3,4,287,435
35078,"Ottawa--Vanier/Ottawa--Vanier"," 438","Ottawa",0,4,0,76,33,28,0,3,1,145,237
35078,"Ottawa--Vanier/Ottawa--Vanier"," 439","Ottawa",0,7,1,56,24,26,0,3,0,117,218
35078,"Ottawa--Vanier/Ottawa--Vanier"," 500","Mobile poll/Bureau itinérant",1,0,1,38,4,21,0,1,1,67,158
35078,"Ottawa--Vanier/Ottawa--Vanier"," 501","Mobile poll/Bureau itinérant",1,0,2,25,6,10,0,0,0,44,151
35078,"Ottawa--Vanier/Ottawa--Vanier"," 502","Mobile poll/Bureau itinérant",0,0,2,17,0,11,0,1,0,31,41
35078,"Ottawa--Vanier/Ottawa--Vanier"," 503","Mobile poll/Bureau itinérant",1,0,1,29,2,4,1,0,1,39,57
35078,"Ottawa--Vanier/Ottawa--Vanier"," 504","Mobile poll/Bureau itinérant",0,1,2,24,0,2,0,0,0,29,53
35078,"Ottawa--Vanier/Ottawa--Vanier"," 505","Mobile poll/Bureau itinérant",1,1,0,9,1,1,0,1,1,15,64
35078,"Ottawa--Vanier/Ottawa--Vanier"," 506","Mobile poll/Bureau itinérant",0,0,0,41,4,7,0,1,0,53,159
35078,"Ottawa--Vanier/Ottawa--Vanier"," 507","Mobile poll/Bureau itinérant",1,1,0,28,1,4,1,2,3,41,74
35078,"Ottawa--Vanier/Ottawa--Vanier"," 508","Mobile poll/Bureau itinérant",0,0,0,60,1,2,0,0,1,64,97
