Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Bill Archer,Stephen Ellis,Jillian Foster,Jody O'Blenis,Daniel Osborne,Lenore Zann,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
12003,"Cumberland--Colchester/Cumberland--Colchester"," 63","Upper Onslow",4,69,3,1,17,35,1,130,361
12003,"Cumberland--Colchester/Cumberland--Colchester"," 64","Westchester Valley",4,57,5,2,16,35,1,120,198
12003,"Cumberland--Colchester/Cumberland--Colchester"," 65","East Mountain",6,108,3,0,19,34,2,172,435
12003,"Cumberland--Colchester/Cumberland--Colchester"," 66","Greenfield",7,83,6,0,29,43,1,169,384
12003,"Cumberland--Colchester/Cumberland--Colchester"," 67","Valley",3,66,3,1,20,45,0,138,383
12003,"Cumberland--Colchester/Cumberland--Colchester"," 68","Valley Cross Roads",4,65,5,0,18,62,0,154,370
12003,"Cumberland--Colchester/Cumberland--Colchester"," 69","Valley",2,92,7,0,25,73,0,199,431
12003,"Cumberland--Colchester/Cumberland--Colchester"," 70","Valley",4,77,0,0,16,78,1,176,397
12003,"Cumberland--Colchester/Cumberland--Colchester"," 71","Valley",9,124,7,1,37,89,0,267,336
12003,"Cumberland--Colchester/Cumberland--Colchester"," 72","River Philip",7,49,5,1,16,50,0,128,269
12003,"Cumberland--Colchester/Cumberland--Colchester"," 73","Millvale",1,68,10,3,11,54,1,148,290
12003,"Cumberland--Colchester/Cumberland--Colchester"," 74","Eastville",6,64,6,1,24,35,0,136,268
12003,"Cumberland--Colchester/Cumberland--Colchester"," 75","Upper Stewiacke",12,77,3,3,16,44,0,155,284
12003,"Cumberland--Colchester/Cumberland--Colchester"," 76","Brookside",5,72,3,1,28,55,0,164,420
12003,"Cumberland--Colchester/Cumberland--Colchester"," 77","Brookside",2,55,4,0,21,31,1,114,385
12003,"Cumberland--Colchester/Cumberland--Colchester"," 78","Bible Hill",6,29,2,0,14,29,0,80,332
12003,"Cumberland--Colchester/Cumberland--Colchester"," 79","Bible Hill",4,50,4,0,20,35,0,113,331
12003,"Cumberland--Colchester/Cumberland--Colchester"," 80","Valley",2,59,2,0,20,35,0,118,352
12003,"Cumberland--Colchester/Cumberland--Colchester"," 81","Bible Hill",2,47,4,0,21,33,0,107,289
12003,"Cumberland--Colchester/Cumberland--Colchester"," 82","Bible Hill",1,52,0,1,11,46,0,111,349
12003,"Cumberland--Colchester/Cumberland--Colchester"," 83","Bible Hill",3,53,4,0,24,27,3,114,333
12003,"Cumberland--Colchester/Cumberland--Colchester"," 84","Bible Hill",3,46,2,0,32,50,0,133,358
12003,"Cumberland--Colchester/Cumberland--Colchester"," 85","Debert",4,117,7,0,31,48,0,207,436
12003,"Cumberland--Colchester/Cumberland--Colchester"," 86","Belmont",5,65,9,0,26,28,0,133,397
12003,"Cumberland--Colchester/Cumberland--Colchester"," 87","Belmont",11,86,4,0,46,32,0,179,417
12003,"Cumberland--Colchester/Cumberland--Colchester"," 88","Belmont",6,61,4,1,17,28,1,118,453
12003,"Cumberland--Colchester/Cumberland--Colchester"," 89","Glenholme",5,77,4,1,20,42,2,151,321
12003,"Cumberland--Colchester/Cumberland--Colchester"," 90","Masstown",1,49,2,0,10,28,0,90,261
12003,"Cumberland--Colchester/Cumberland--Colchester"," 91","Lower Debert--Masstown",6,66,0,1,12,31,0,116,364
12003,"Cumberland--Colchester/Cumberland--Colchester"," 92","Bible Hill",3,71,4,1,9,54,0,142,382
12003,"Cumberland--Colchester/Cumberland--Colchester"," 93","Bible Hill",5,77,2,0,18,66,2,170,446
12003,"Cumberland--Colchester/Cumberland--Colchester"," 94","Bible Hill",Merged with No./Fusionné avec le n°96,,,,,,,,270
12003,"Cumberland--Colchester/Cumberland--Colchester"," 95","Bible Hill",5,60,2,1,18,63,2,151,390
12003,"Cumberland--Colchester/Cumberland--Colchester"," 96","Bible Hill",4,121,5,0,18,78,3,229,373
12003,"Cumberland--Colchester/Cumberland--Colchester"," 97","Londonderry",23,87,4,1,21,59,0,195,381
12003,"Cumberland--Colchester/Cumberland--Colchester"," 98","Bible Hill",7,45,5,4,32,47,1,141,383
12003,"Cumberland--Colchester/Cumberland--Colchester"," 99","Valley",Merged with No./Fusionné avec le n°71,,,,,,,,262
12003,"Cumberland--Colchester/Cumberland--Colchester"," 100","Greenfield",9,66,1,0,15,40,0,131,317
12003,"Cumberland--Colchester/Cumberland--Colchester"," 101","Salmon River",1,73,4,1,20,62,0,161,511
12003,"Cumberland--Colchester/Cumberland--Colchester"," 102","Salmon River",4,59,1,0,20,27,1,112,306
12003,"Cumberland--Colchester/Cumberland--Colchester"," 103","Salmon River",3,64,3,0,18,19,0,107,355
12003,"Cumberland--Colchester/Cumberland--Colchester"," 104","Harmony",8,75,5,0,23,19,0,130,355
12003,"Cumberland--Colchester/Cumberland--Colchester"," 105","Salmon River",7,60,6,0,20,51,1,145,358
12003,"Cumberland--Colchester/Cumberland--Colchester"," 106","Salmon River--Harmony",8,74,9,0,29,44,0,164,367
12003,"Cumberland--Colchester/Cumberland--Colchester"," 107","Athol",14,72,9,0,12,30,1,138,420
12003,"Cumberland--Colchester/Cumberland--Colchester"," 108","Springhill",9,69,5,3,24,51,0,161,281
12003,"Cumberland--Colchester/Cumberland--Colchester"," 109","Springhill",Merged with No./Fusionné avec le n°108,,,,,,,,276
12003,"Cumberland--Colchester/Cumberland--Colchester"," 110","Springhill",8,31,1,3,5,25,1,74,286
12003,"Cumberland--Colchester/Cumberland--Colchester"," 111","Springhill",17,79,6,1,15,78,0,196,303
12003,"Cumberland--Colchester/Cumberland--Colchester"," 112","Springhill",Merged with No./Fusionné avec le n°111,,,,,,,,282
12003,"Cumberland--Colchester/Cumberland--Colchester"," 113","Rodney",8,61,4,0,11,34,0,118,331
12003,"Cumberland--Colchester/Cumberland--Colchester"," 114","Springhill",4,33,2,0,18,35,1,93,324
12003,"Cumberland--Colchester/Cumberland--Colchester"," 115","Springhill",4,37,3,1,3,31,1,80,319
12003,"Cumberland--Colchester/Cumberland--Colchester"," 116","Springhill",7,39,6,0,11,20,2,85,339
12003,"Cumberland--Colchester/Cumberland--Colchester"," 117","Truro",2,40,4,1,23,45,2,117,460
12003,"Cumberland--Colchester/Cumberland--Colchester"," 118","Truro",2,40,1,0,29,53,0,125,454
12003,"Cumberland--Colchester/Cumberland--Colchester"," 119","Truro",2,20,6,0,31,29,0,88,297
12003,"Cumberland--Colchester/Cumberland--Colchester"," 120","Truro",0,29,0,0,13,22,0,64,402
12003,"Cumberland--Colchester/Cumberland--Colchester"," 121","Truro",4,37,2,1,30,36,0,110,320
12003,"Cumberland--Colchester/Cumberland--Colchester"," 122","Truro",5,52,8,0,39,70,0,174,473
12003,"Cumberland--Colchester/Cumberland--Colchester"," 123","Truro",8,51,7,0,33,85,0,184,513
12003,"Cumberland--Colchester/Cumberland--Colchester"," 124","Truro",6,35,10,1,18,61,1,132,435
12003,"Cumberland--Colchester/Cumberland--Colchester"," 125","Truro",4,58,3,0,29,69,1,164,399
12003,"Cumberland--Colchester/Cumberland--Colchester"," 126","Truro",10,37,9,0,27,71,0,154,395
12003,"Cumberland--Colchester/Cumberland--Colchester"," 127","Crowes Mills",Merged with No./Fusionné avec le n°61,,,,,,,,248
12003,"Cumberland--Colchester/Cumberland--Colchester"," 128","Central Onslow",6,57,1,0,17,48,0,129,340
12003,"Cumberland--Colchester/Cumberland--Colchester"," 129","Lower Onslow",8,82,0,1,26,45,2,164,321
12003,"Cumberland--Colchester/Cumberland--Colchester"," 130","Truro",4,31,0,1,27,36,1,100,394
12003,"Cumberland--Colchester/Cumberland--Colchester"," 131","Truro",4,34,3,0,11,43,0,95,440
12003,"Cumberland--Colchester/Cumberland--Colchester"," 132","Truro",0,58,8,0,24,53,1,144,418
12003,"Cumberland--Colchester/Cumberland--Colchester"," 133","Truro",6,36,2,1,13,70,0,128,430
12003,"Cumberland--Colchester/Cumberland--Colchester"," 134","Truro",8,29,2,1,21,52,2,115,403
12003,"Cumberland--Colchester/Cumberland--Colchester"," 135","Truro",3,57,6,1,35,50,1,153,417
12003,"Cumberland--Colchester/Cumberland--Colchester"," 136","Truro",3,44,2,0,29,71,0,149,358
12003,"Cumberland--Colchester/Cumberland--Colchester"," 137","Truro",9,42,7,1,31,31,0,121,386
12003,"Cumberland--Colchester/Cumberland--Colchester"," 138","Truro",4,48,1,0,15,50,0,118,410
12003,"Cumberland--Colchester/Cumberland--Colchester"," 139","Truro",2,38,4,1,19,61,3,128,437
12003,"Cumberland--Colchester/Cumberland--Colchester"," 140","Truro",3,46,3,0,13,76,1,142,327
12003,"Cumberland--Colchester/Cumberland--Colchester"," 141","Truro",4,23,0,0,6,12,0,45,239
12003,"Cumberland--Colchester/Cumberland--Colchester"," 142","Truro",5,45,1,0,11,41,0,103,351
12003,"Cumberland--Colchester/Cumberland--Colchester"," 143","Truro",4,48,1,1,17,72,0,143,523
12003,"Cumberland--Colchester/Cumberland--Colchester"," 144","River Hebert East",11,87,5,4,15,69,4,195,377
12003,"Cumberland--Colchester/Cumberland--Colchester"," 145","River Hebert",6,59,4,2,17,47,0,135,256
12003,"Cumberland--Colchester/Cumberland--Colchester"," 146","Millbrook",1,12,3,1,59,51,0,127,319
12003,"Cumberland--Colchester/Cumberland--Colchester"," 147","Millbrook",3,14,2,0,70,48,0,137,346
12003,"Cumberland--Colchester/Cumberland--Colchester"," 148","Truro Heights",16,50,6,0,10,48,0,130,394
12003,"Cumberland--Colchester/Cumberland--Colchester"," 149","Truro Heights",4,59,4,1,36,48,0,152,376
12003,"Cumberland--Colchester/Cumberland--Colchester"," 150","Truro Heights",10,62,3,2,36,25,1,139,370
12003,"Cumberland--Colchester/Cumberland--Colchester"," 151","Lower Truro",4,64,3,1,32,59,0,163,411
12003,"Cumberland--Colchester/Cumberland--Colchester"," 152","Great Village",8,83,2,0,23,45,1,162,286
12003,"Cumberland--Colchester/Cumberland--Colchester"," 153","Glenholme",8,59,2,0,14,43,1,127,264
12003,"Cumberland--Colchester/Cumberland--Colchester"," 154","Hilden",6,92,3,0,28,60,0,189,358
12003,"Cumberland--Colchester/Cumberland--Colchester"," 155","Hilden",6,64,3,1,19,42,3,138,268
12003,"Cumberland--Colchester/Cumberland--Colchester"," 156","Hilden--Brookfield",8,81,3,0,27,57,1,177,394
12003,"Cumberland--Colchester/Cumberland--Colchester"," 157","Hilden",15,118,2,3,46,66,0,250,279
12003,"Cumberland--Colchester/Cumberland--Colchester"," 158","Hilden",Merged with No./Fusionné avec le n°157,,,,,,,,257
12003,"Cumberland--Colchester/Cumberland--Colchester"," 159","Portapique",6,76,5,2,10,40,0,139,336
12003,"Cumberland--Colchester/Cumberland--Colchester"," 160","Lower Cove--Joggins",21,104,7,2,11,63,4,212,442
12003,"Cumberland--Colchester/Cumberland--Colchester"," 161","Bass River",12,100,5,0,9,49,2,177,443
12003,"Cumberland--Colchester/Cumberland--Colchester"," 162","Southampton",9,109,5,1,10,67,4,205,401
12003,"Cumberland--Colchester/Cumberland--Colchester"," 163","Clifton",6,79,7,2,26,62,0,182,358
12003,"Cumberland--Colchester/Cumberland--Colchester"," 164","Middle Stewiacke",10,84,4,0,17,48,2,165,348
12003,"Cumberland--Colchester/Cumberland--Colchester"," 165","Meadowvale",8,58,2,0,17,17,2,104,221
12003,"Cumberland--Colchester/Cumberland--Colchester"," 166","Upper Brookfield",8,47,5,0,18,28,0,106,264
12003,"Cumberland--Colchester/Cumberland--Colchester"," 167","Brookfield",3,37,4,0,13,26,0,83,245
12003,"Cumberland--Colchester/Cumberland--Colchester"," 168","Brookfield",9,51,3,3,22,38,0,126,347
12003,"Cumberland--Colchester/Cumberland--Colchester"," 169","Brookfield",5,54,1,0,12,42,0,114,316
12003,"Cumberland--Colchester/Cumberland--Colchester"," 170","Shortts Lake",4,82,3,0,13,40,0,142,344
12003,"Cumberland--Colchester/Cumberland--Colchester"," 171","Economy",4,77,12,1,9,62,3,168,382
12003,"Cumberland--Colchester/Cumberland--Colchester"," 172","Halfway River",4,13,3,0,0,6,0,26,65
12003,"Cumberland--Colchester/Cumberland--Colchester"," 173","Five Islands",4,60,4,1,15,50,2,136,282
12003,"Cumberland--Colchester/Cumberland--Colchester"," 174","Stewiacke East",2,41,3,0,17,35,0,98,356
12003,"Cumberland--Colchester/Cumberland--Colchester"," 175","Fort Ellis",9,77,1,1,35,50,0,173,467
12003,"Cumberland--Colchester/Cumberland--Colchester"," 176","Stewiacke",9,80,3,5,37,85,4,223,300
12003,"Cumberland--Colchester/Cumberland--Colchester"," 177","Stewiacke",Merged with No./Fusionné avec le n°176,,,,,,,,276
12003,"Cumberland--Colchester/Cumberland--Colchester"," 178","Stewiacke",9,51,8,3,30,43,2,146,418
12003,"Cumberland--Colchester/Cumberland--Colchester"," 179","Stewiacke",7,45,2,0,21,37,0,112,296
12003,"Cumberland--Colchester/Cumberland--Colchester"," 180","Wittenburg",11,33,2,2,20,29,0,97,330
12003,"Cumberland--Colchester/Cumberland--Colchester"," 181","Shubenacadie East",1,57,2,0,12,48,1,121,293
12003,"Cumberland--Colchester/Cumberland--Colchester"," 182","Shubenacadie East--Gays River",9,46,5,0,18,45,0,123,315
12003,"Cumberland--Colchester/Cumberland--Colchester"," 183","Parrsboro--Lakelands",2,48,5,1,11,31,0,98,280
12003,"Cumberland--Colchester/Cumberland--Colchester"," 184","Parrsboro",2,55,6,1,18,54,0,136,381
12003,"Cumberland--Colchester/Cumberland--Colchester"," 185","Parrsboro",1,74,8,1,22,42,0,148,420
12003,"Cumberland--Colchester/Cumberland--Colchester"," 186","Parrsboro",6,53,8,2,13,51,0,133,366
12003,"Cumberland--Colchester/Cumberland--Colchester"," 187","Diligent River",3,32,1,3,5,31,1,76,200
12003,"Cumberland--Colchester/Cumberland--Colchester"," 188","Port Greville",8,35,6,0,6,38,0,93,184
12003,"Cumberland--Colchester/Cumberland--Colchester"," 189","West Advocate",9,114,11,2,17,73,5,231,372
12003,"Cumberland--Colchester/Cumberland--Colchester"," 500","Mobile poll/Bureau itinérant",1,5,1,0,0,9,1,17,27
12003,"Cumberland--Colchester/Cumberland--Colchester"," 501","Mobile poll/Bureau itinérant",1,12,0,1,1,9,1,25,51
12003,"Cumberland--Colchester/Cumberland--Colchester"," 502","Mobile poll/Bureau itinérant",0,8,2,4,3,12,2,31,90
12003,"Cumberland--Colchester/Cumberland--Colchester"," 503","Mobile poll/Bureau itinérant",1,4,0,1,0,7,0,13,37
12003,"Cumberland--Colchester/Cumberland--Colchester"," 504","Mobile poll/Bureau itinérant",0,2,2,1,1,5,0,11,23
12003,"Cumberland--Colchester/Cumberland--Colchester"," 505","Springhill",Merged with No./Fusionné avec le n°108,,,,,,,,11
12003,"Cumberland--Colchester/Cumberland--Colchester"," 506","Mobile poll/Bureau itinérant",4,5,2,1,3,8,1,24,80
12003,"Cumberland--Colchester/Cumberland--Colchester"," 507","Mobile poll/Bureau itinérant",1,6,3,0,0,5,3,18,72
12003,"Cumberland--Colchester/Cumberland--Colchester"," 508","Mobile poll/Bureau itinérant",0,9,0,0,2,12,0,23,60
12003,"Cumberland--Colchester/Cumberland--Colchester"," 509","Mobile poll/Bureau itinérant",0,2,0,1,0,1,0,4,6
12003,"Cumberland--Colchester/Cumberland--Colchester"," 510","Mobile poll/Bureau itinérant",0,3,0,0,2,5,1,11,35
12003,"Cumberland--Colchester/Cumberland--Colchester"," 511","Mobile poll/Bureau itinérant",2,12,0,0,0,7,1,22,60
12003,"Cumberland--Colchester/Cumberland--Colchester"," 512","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°82,,,,,,,,5
12003,"Cumberland--Colchester/Cumberland--Colchester"," 513","Mobile poll/Bureau itinérant",0,6,1,0,2,6,0,15,62
12003,"Cumberland--Colchester/Cumberland--Colchester"," 514","Mobile poll/Bureau itinérant",1,16,0,0,1,22,3,43,69
12003,"Cumberland--Colchester/Cumberland--Colchester"," 515A","Mobile poll/Bureau itinérant",1,12,0,0,4,7,1,25,137
12003,"Cumberland--Colchester/Cumberland--Colchester"," 515B","Mobile poll/Bureau itinérant",0,11,1,0,0,15,3,30,51
12003,"Cumberland--Colchester/Cumberland--Colchester"," 516","Mobile poll/Bureau itinérant",6,6,2,1,0,6,0,21,84
12003,"Cumberland--Colchester/Cumberland--Colchester"," 517","Mobile poll/Bureau itinérant",1,12,1,0,8,8,0,30,48
12003,"Cumberland--Colchester/Cumberland--Colchester"," 518","Hilden",Merged with No./Fusionné avec le n°157,,,,,,,,2
12003,"Cumberland--Colchester/Cumberland--Colchester"," 519","Mobile poll/Bureau itinérant",0,5,0,0,0,2,0,7,37
12003,"Cumberland--Colchester/Cumberland--Colchester"," 520","Brookfield",Merged with No./Fusionné avec le n°169,,,,,,,,5
12003,"Cumberland--Colchester/Cumberland--Colchester"," 600","East Linden",8,126,11,2,20,86,3,256,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 601","Pugwash",35,288,18,7,48,237,5,638,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 602","Tatamagouche",26,354,11,0,56,280,7,734,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 603","Amherst",39,377,18,12,94,392,10,942,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 604","Amherst",53,393,18,9,123,374,6,976,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 605","Maccan",24,248,10,5,50,129,5,471,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 606","Oxford",9,306,6,6,37,133,9,506,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 607","Springhill",30,461,13,5,67,220,4,800,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 608","Debert",14,441,11,3,63,216,2,750,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 609","Belmont",15,422,6,1,74,198,5,721,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 610","Valley",34,569,11,2,72,310,5,1003,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 611","Truro--Salmon River",26,317,8,2,52,174,0,579,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 612","Bible Hill",33,572,11,4,87,337,3,1047,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 613","Truro",24,434,8,3,118,422,6,1015,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 614","Truro",4,267,6,2,56,228,6,569,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 615","Truro",23,374,11,6,106,374,16,910,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 616","Truro",13,192,2,0,56,129,0,392,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 617","Brookfield",25,255,4,1,40,126,1,452,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 618","Stewiacke",16,305,4,2,79,207,2,615,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 619","Bass River",12,214,5,1,38,122,0,392,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 620","Parrsboro",5,250,10,3,38,167,0,473,
12003,"Cumberland--Colchester/Cumberland--Colchester",,Group 1/Groupe 1, 7,106,7,2,76,114,11,323,83
12003,"Cumberland--Colchester/Cumberland--Colchester",,Group 2/Groupe 2, 31,716,20,7,99,559,23,1455,
