Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Maxime Blanchette-Joncas,Noémi Bureau-Civil,France Gagnon,Megan Hodges,Léonie Lajoie,Sylvain Lajoie,Michel Raymond,Jean Tardy,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 48","Rimouski",53,16,6,1,29,26,0,2,3,136,377
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 49","Rimouski",49,13,7,2,20,24,1,2,3,121,393
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 50","Rimouski",64,12,11,1,34,17,1,6,3,149,412
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 51","Rimouski",53,4,7,1,20,24,2,1,2,114,382
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 52","Rimouski",65,11,5,0,19,11,0,3,1,115,313
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 53","Rimouski",52,10,8,1,25,11,2,4,3,116,339
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 54","Rimouski",92,7,19,0,39,13,0,0,6,176,440
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 55","Rimouski",48,2,4,2,16,13,1,3,3,92,311
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 56","Rimouski",63,4,16,0,36,16,0,2,1,138,475
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 57","Rimouski",76,5,13,0,33,20,3,3,2,155,399
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 58","Rimouski",89,5,9,1,31,10,5,2,6,158,505
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 59","Rimouski",110,3,32,1,50,12,0,1,1,210,584
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 60","Rimouski",42,6,11,0,31,9,3,2,3,107,338
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 61","Rimouski",49,8,8,0,27,9,2,0,2,105,345
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 62","Rimouski",80,17,9,0,39,21,3,0,4,173,417
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 63","Rimouski",66,4,7,0,44,8,0,2,4,135,346
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 64","Rimouski",88,8,21,1,53,14,0,8,1,194,556
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 65","Rimouski",75,10,8,0,51,14,1,2,3,164,413
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 66","Rimouski",67,15,6,4,31,22,0,3,2,150,424
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 67","Rimouski",66,17,14,1,19,16,2,0,6,141,352
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 68","Rimouski",56,13,5,0,33,18,1,2,1,129,366
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 69","Rimouski",64,11,10,2,36,14,0,1,0,138,363
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 70","Rimouski",71,11,12,0,48,26,1,2,2,173,396
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 71","Rimouski",55,3,11,0,31,8,0,2,0,110,359
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 72","Rimouski",56,8,12,0,41,8,1,5,6,137,330
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 73","Rimouski",63,6,8,1,11,4,0,0,1,94,370
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 74","Rimouski",60,4,10,0,26,12,1,3,3,119,353
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 75","Rimouski",54,10,11,0,29,11,0,0,3,118,382
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 76","Rimouski",108,2,14,0,40,13,1,3,4,185,376
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 77","Rimouski",75,2,20,0,57,17,0,1,3,175,426
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 78","Rimouski",82,5,10,2,40,16,2,4,5,166,357
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 79","Rimouski",113,7,22,1,59,13,1,0,2,218,472
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 80","Rimouski",71,5,8,0,39,11,4,0,4,142,353
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 81","Rimouski",94,7,18,0,48,15,2,3,5,192,457
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 82","Rimouski",88,13,23,0,58,19,2,2,3,208,506
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 83","Rimouski",61,6,17,1,39,11,2,1,1,139,341
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 84","Rimouski",63,2,11,0,10,19,0,2,3,110,333
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 85","Saint-Marcellin",74,5,23,0,34,10,1,2,1,150,352
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 86","Rimouski",96,5,16,0,27,10,0,7,5,166,405
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 87","Rimouski",66,10,18,2,26,7,0,4,6,139,432
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 88","Rimouski",85,5,18,2,37,17,3,1,7,175,494
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 89","Rimouski",111,9,28,2,31,13,0,6,6,206,439
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 90","Rimouski",110,5,32,1,25,15,2,6,1,197,496
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 91","Rimouski",103,7,18,0,43,10,0,5,0,186,393
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 92","Rimouski",94,5,24,2,35,11,0,0,2,173,395
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 93","Rimouski",139,6,27,3,60,13,1,0,4,253,527
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 94","Rimouski",77,5,19,2,38,18,0,1,0,160,435
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 95","Rimouski",84,9,16,0,26,11,1,1,0,148,416
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 96","Rimouski",78,13,8,1,25,7,6,5,2,145,393
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 97","Rimouski",93,5,17,0,33,13,2,4,1,168,410
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 98","Rimouski",96,20,19,1,26,8,4,2,1,177,528
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 99","Rimouski",95,13,31,0,48,17,0,8,1,213,492
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 100","Rimouski",108,22,18,1,51,25,1,4,7,237,527
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 101","Rimouski",77,29,8,1,35,15,0,2,1,168,354
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 102","Rimouski",89,22,24,2,28,18,0,1,2,186,459
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 103","Saint-Valérien",83,29,21,0,20,10,1,3,3,170,353
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 104","Saint-Valérien",77,23,16,0,44,9,1,2,2,174,363
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 105","Saint-Fabien",96,4,23,0,39,14,0,5,4,185,380
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 106","Saint-Fabien",98,4,22,1,41,3,0,1,4,174,316
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 107","Saint-Fabien",87,8,32,2,49,8,0,1,4,191,359
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 108","Saint-Fabien",93,3,26,0,48,10,1,1,2,184,378
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 109","Saint-Narcisse-de-Rimouski",103,11,18,0,53,2,5,2,5,199,466
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 110","Saint-Narcisse-de-Rimouski",109,5,24,2,48,10,0,1,2,201,386
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 111","La Trinité-des-Monts",67,3,5,2,27,5,1,2,2,114,206
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 112","Saint-Eugène-de-Ladrière",83,1,40,0,40,5,1,1,5,176,337
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 113","Saint-Simon",103,5,30,1,39,15,1,3,3,200,381
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 114","Saint-Mathieu-de-Rioux",56,16,18,1,25,12,2,2,2,134,252
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 115","Saint-Mathieu-de-Rioux",58,7,26,1,37,8,3,1,2,143,290
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 116","Esprit-Saint",75,2,16,0,44,2,2,5,4,150,307
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 117","Saint-Guy",18,0,3,0,7,0,0,0,0,28,64
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 118","Notre-Dame-des-Neiges",52,14,18,0,37,6,1,1,1,130,364
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 119","Notre-Dame-des-Neiges",65,9,18,0,20,8,0,0,1,121,280
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 120","Notre-Dame-des-Neiges",68,5,19,2,25,8,2,3,4,136,317
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 121","Saint-Médard",49,0,16,1,38,1,3,1,4,113,220
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 122","Trois-Pistoles",23,4,10,0,23,2,1,2,1,66,215
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 123","Trois-Pistoles",31,2,15,1,30,4,2,1,2,88,309
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 124","Trois-Pistoles",42,7,8,0,30,5,2,0,3,97,300
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 125","Trois-Pistoles",32,5,10,0,15,4,3,1,0,70,257
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 126","Trois-Pistoles",27,7,12,1,27,3,0,0,2,79,312
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 127","Trois-Pistoles",40,7,11,1,27,6,0,2,2,96,385
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 128","Trois-Pistoles",38,7,13,1,26,7,0,3,0,95,312
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 129","Trois-Pistoles",50,1,25,0,29,9,0,0,0,114,418
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 130","Lac-des-Aigles",104,7,23,0,35,5,5,4,10,193,415
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 131","Sainte-Françoise",69,8,18,1,41,8,5,5,0,155,312
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 132","Biencourt",94,0,27,0,66,5,2,5,5,204,381
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 133A","Saint-Jean-de-Dieu",45,0,18,0,18,2,2,1,0,86,275
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 133B","Mobile poll/Bureau itinérant",4,0,0,0,4,0,0,0,0,8,10
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 134","Saint-Jean-de-Dieu",49,0,30,0,20,2,6,4,3,114,345
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 135","Saint-Jean-de-Dieu",66,2,25,0,17,3,2,1,0,116,294
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 136","Saint-Jean-de-Dieu",44,2,7,0,19,2,0,1,1,76,266
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 137","Saint-Éloi",50,4,40,1,27,5,3,5,3,138,247
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 138","Sainte-Rita",40,10,11,1,28,1,1,2,0,94,242
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 139","Saint-Michel-du-Squatec",45,1,18,0,31,3,0,2,0,100,277
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 140","Saint-Michel-du-Squatec",36,1,14,0,32,3,0,3,0,89,284
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 141","Saint-Michel-du-Squatec",31,3,15,1,40,5,0,4,2,101,316
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 142","Saint-Clément",123,11,41,0,29,6,4,9,4,227,380
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 143","Lejeune",48,1,21,0,35,4,3,2,7,121,215
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 144","Auclair",107,1,11,0,47,10,4,4,3,187,363
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 145","Saint-Pierre-de-Lamy",29,2,7,0,14,4,3,1,1,61,98
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 146","Saint-Juste-du-Lac",56,2,28,1,19,4,2,6,3,121,207
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 147","Cabano",85,0,26,0,35,6,1,2,2,157,416
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 148","Cabano",67,0,14,0,33,8,1,3,3,129,392
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 149","Cabano",78,0,18,1,29,7,2,2,3,140,449
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 150","Cabano",72,2,25,0,26,8,3,0,1,137,411
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 151","Cabano",43,1,17,1,21,5,1,5,3,97,378
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 152","Cabano",79,1,28,0,37,5,1,8,2,161,421
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 153A","Saint-Juste-du-Lac",51,5,7,3,39,9,4,2,0,120,242
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 153B","Saint-Juste-du-Lac",Merged with No./Fusionné avec le n°146,,,,,,,,,,26
