Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ronald Angus Barron,Jaime Battiste,Nikki Boisvert,Mark Embrett,Eddie Orrell,Jeff Ward,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
12010,"Sydney--Victoria/Sydney--Victoria"," 53","Cape Breton",8,42,1,2,72,25,0,150,410
12010,"Sydney--Victoria/Sydney--Victoria"," 54","Cape Breton",6,53,0,2,114,19,4,198,436
12010,"Sydney--Victoria/Sydney--Victoria"," 55","Millville Boularderie",8,57,0,4,53,27,3,152,362
12010,"Sydney--Victoria/Sydney--Victoria"," 56","Groves Point",1,64,0,2,68,15,1,151,354
12010,"Sydney--Victoria/Sydney--Victoria"," 57","South Bar",8,73,0,1,39,23,4,148,269
12010,"Sydney--Victoria/Sydney--Victoria"," 58","South Bar",6,53,0,1,40,24,2,126,321
12010,"Sydney--Victoria/Sydney--Victoria"," 59","Cape Breton",6,29,1,0,48,23,2,109,289
12010,"Sydney--Victoria/Sydney--Victoria"," 60","Cape Breton",5,24,1,1,71,28,3,133,336
12010,"Sydney--Victoria/Sydney--Victoria"," 61","Cape Breton",4,16,1,3,36,30,1,91,347
12010,"Sydney--Victoria/Sydney--Victoria"," 62","Lingan Road",10,62,1,1,42,36,3,155,370
12010,"Sydney--Victoria/Sydney--Victoria"," 63","Big Bras d'Or",6,78,1,0,86,32,3,206,421
12010,"Sydney--Victoria/Sydney--Victoria"," 64","Cape Breton",4,49,0,1,23,40,1,118,326
12010,"Sydney--Victoria/Sydney--Victoria"," 65","Cape Breton",9,51,1,3,20,26,1,111,373
12010,"Sydney--Victoria/Sydney--Victoria"," 66","Cape Breton",3,21,0,0,24,43,2,93,349
12010,"Sydney--Victoria/Sydney--Victoria"," 67","Cape Breton",2,52,1,3,82,24,3,167,511
12010,"Sydney--Victoria/Sydney--Victoria"," 68","Cape Breton",1,34,0,4,25,27,0,91,350
12010,"Sydney--Victoria/Sydney--Victoria"," 69","Cape Breton",3,55,1,1,20,33,0,113,368
12010,"Sydney--Victoria/Sydney--Victoria"," 70","Cape Breton",4,36,0,1,24,26,0,91,357
12010,"Sydney--Victoria/Sydney--Victoria"," 71","Cape Breton",3,39,0,1,27,43,1,114,338
12010,"Sydney--Victoria/Sydney--Victoria"," 72","Cape Breton",2,37,0,3,26,40,0,108,313
12010,"Sydney--Victoria/Sydney--Victoria"," 73","Cape Breton",2,32,1,1,33,32,3,104,325
12010,"Sydney--Victoria/Sydney--Victoria"," 74","Cape Breton",6,39,0,2,35,48,2,132,354
12010,"Sydney--Victoria/Sydney--Victoria"," 75","Cape Breton",4,40,0,0,32,29,0,105,372
12010,"Sydney--Victoria/Sydney--Victoria"," 76","Cape Breton",5,38,0,0,16,35,2,96,323
12010,"Sydney--Victoria/Sydney--Victoria"," 77","Cape Breton",4,31,0,0,17,19,1,72,317
12010,"Sydney--Victoria/Sydney--Victoria"," 78","Cape Breton",6,30,0,2,33,38,1,110,337
12010,"Sydney--Victoria/Sydney--Victoria"," 79","Cape Breton",4,48,1,1,27,19,1,101,313
12010,"Sydney--Victoria/Sydney--Victoria"," 80","Cape Breton",2,31,0,1,20,23,0,77,324
12010,"Sydney--Victoria/Sydney--Victoria"," 81","Cape Breton",5,53,1,3,30,33,0,125,342
12010,"Sydney--Victoria/Sydney--Victoria"," 82","Cape Breton",5,64,0,1,36,32,0,138,358
12010,"Sydney--Victoria/Sydney--Victoria"," 83","Cape Breton",3,59,1,0,41,22,0,126,357
12010,"Sydney--Victoria/Sydney--Victoria"," 84","Cape Breton",2,58,1,3,35,39,2,140,341
12010,"Sydney--Victoria/Sydney--Victoria"," 85","Cape Breton",4,19,0,2,36,12,0,73,326
12010,"Sydney--Victoria/Sydney--Victoria"," 86","Cape Breton",6,69,0,1,71,26,2,175,457
12010,"Sydney--Victoria/Sydney--Victoria"," 87","Upper North Sydney",9,62,0,3,69,23,2,168,399
12010,"Sydney--Victoria/Sydney--Victoria"," 88","Edwardsville",6,46,2,1,51,44,1,151,289
12010,"Sydney--Victoria/Sydney--Victoria"," 89","Westmount",5,70,0,4,60,37,0,176,409
12010,"Sydney--Victoria/Sydney--Victoria"," 90","Westmount",5,62,1,0,42,38,1,149,376
12010,"Sydney--Victoria/Sydney--Victoria"," 91","Westmount",6,54,1,0,51,42,1,155,381
12010,"Sydney--Victoria/Sydney--Victoria"," 92","Cape Breton",2,74,0,3,54,33,1,167,421
12010,"Sydney--Victoria/Sydney--Victoria"," 93","Cape Breton",4,86,0,3,59,47,0,199,460
12010,"Sydney--Victoria/Sydney--Victoria"," 94","Cape Breton",8,46,0,0,26,39,4,123,357
12010,"Sydney--Victoria/Sydney--Victoria"," 95","Cape Breton",8,50,1,1,28,36,1,125,339
12010,"Sydney--Victoria/Sydney--Victoria"," 96","Cape Breton",5,43,1,4,40,30,1,124,367
12010,"Sydney--Victoria/Sydney--Victoria"," 97","Cape Breton",3,65,0,3,16,37,0,124,291
12010,"Sydney--Victoria/Sydney--Victoria"," 98","Cape Breton",2,72,2,1,26,49,0,152,339
12010,"Sydney--Victoria/Sydney--Victoria"," 99","Cape Breton",3,56,1,4,35,41,0,140,352
12010,"Sydney--Victoria/Sydney--Victoria"," 100","Cape Breton",4,59,2,0,36,52,3,156,365
12010,"Sydney--Victoria/Sydney--Victoria"," 101","Cape Breton",4,40,1,0,20,58,2,125,298
12010,"Sydney--Victoria/Sydney--Victoria"," 102","Cape Breton",6,37,0,1,18,26,1,89,284
12010,"Sydney--Victoria/Sydney--Victoria"," 103","Cape Breton",7,53,1,1,30,28,1,121,403
12010,"Sydney--Victoria/Sydney--Victoria"," 104","Cape Breton",8,48,1,1,20,33,1,112,275
12010,"Sydney--Victoria/Sydney--Victoria"," 105","Cape Breton",8,51,0,1,24,39,3,126,275
12010,"Sydney--Victoria/Sydney--Victoria"," 106","Cape Breton",2,64,0,0,42,26,0,134,343
12010,"Sydney--Victoria/Sydney--Victoria"," 107","Cape Breton",3,73,1,0,34,34,1,146,340
12010,"Sydney--Victoria/Sydney--Victoria"," 108","Cape Breton",7,58,0,0,30,40,1,136,348
12010,"Sydney--Victoria/Sydney--Victoria"," 109","Cape Breton",5,41,0,0,27,39,0,112,311
12010,"Sydney--Victoria/Sydney--Victoria"," 110","Cape Breton",2,37,1,2,42,41,1,126,295
12010,"Sydney--Victoria/Sydney--Victoria"," 111","Hillside Boularderie",5,37,3,0,67,33,0,145,380
12010,"Sydney--Victoria/Sydney--Victoria"," 112","Cape Breton",4,48,0,2,31,39,2,126,282
12010,"Sydney--Victoria/Sydney--Victoria"," 113","Cape Breton",1,66,1,3,30,36,2,139,332
12010,"Sydney--Victoria/Sydney--Victoria"," 114","Cape Breton",2,46,1,2,53,14,1,119,379
12010,"Sydney--Victoria/Sydney--Victoria"," 115","Cape Breton",3,67,1,2,26,41,0,140,399
12010,"Sydney--Victoria/Sydney--Victoria"," 116","Cape Breton",6,38,0,1,29,31,2,107,361
12010,"Sydney--Victoria/Sydney--Victoria"," 117","Cape Breton",7,51,1,0,30,32,3,124,350
12010,"Sydney--Victoria/Sydney--Victoria"," 118","Georges River",5,26,1,2,86,20,1,141,308
12010,"Sydney--Victoria/Sydney--Victoria"," 119","Scotch Lake",6,68,1,2,95,31,0,203,338
12010,"Sydney--Victoria/Sydney--Victoria"," 120","Cape Breton",3,93,2,1,45,36,2,182,658
12010,"Sydney--Victoria/Sydney--Victoria"," 121","Cape Breton",2,44,1,1,28,23,2,101,323
12010,"Sydney--Victoria/Sydney--Victoria"," 122","Membertou 28B",1,48,0,0,1,98,0,148,369
12010,"Sydney--Victoria/Sydney--Victoria"," 123","Cape Breton",2,72,2,0,44,29,2,151,411
12010,"Sydney--Victoria/Sydney--Victoria"," 124","Membertou 28B",3,85,0,1,23,104,0,216,574
12010,"Sydney--Victoria/Sydney--Victoria"," 125","Cape Breton",8,66,0,0,34,24,1,133,369
12010,"Sydney--Victoria/Sydney--Victoria"," 126","Cape Breton",0,48,1,3,40,24,1,117,322
12010,"Sydney--Victoria/Sydney--Victoria"," 127","Cape Breton",5,52,0,0,29,25,0,111,364
12010,"Sydney--Victoria/Sydney--Victoria"," 128","Cape Breton",4,57,0,2,38,29,0,130,351
12010,"Sydney--Victoria/Sydney--Victoria"," 129","Cape Breton",4,86,3,1,56,56,3,209,503
12010,"Sydney--Victoria/Sydney--Victoria"," 130","Cape Breton",6,55,0,1,80,28,0,170,434
12010,"Sydney--Victoria/Sydney--Victoria"," 131","Cape Breton",11,58,0,0,70,39,0,178,478
12010,"Sydney--Victoria/Sydney--Victoria"," 132","Cape Breton",3,22,0,3,52,14,0,94,295
12010,"Sydney--Victoria/Sydney--Victoria"," 133","Cape Breton",8,38,1,1,50,28,2,128,402
12010,"Sydney--Victoria/Sydney--Victoria"," 134","Cape Breton",4,27,2,1,61,16,0,111,370
12010,"Sydney--Victoria/Sydney--Victoria"," 135","Cape Breton",8,34,1,2,76,29,2,152,438
12010,"Sydney--Victoria/Sydney--Victoria"," 136","Cape Breton",5,53,0,2,93,22,2,177,419
12010,"Sydney--Victoria/Sydney--Victoria"," 137","Leitches Creek",3,69,0,0,53,31,2,158,298
12010,"Sydney--Victoria/Sydney--Victoria"," 138","Westmount",5,51,0,1,49,22,1,129,315
12010,"Sydney--Victoria/Sydney--Victoria"," 139","Coxheath",4,31,1,0,31,15,1,83,232
12010,"Sydney--Victoria/Sydney--Victoria"," 140","Coxheath",2,57,0,2,67,43,1,172,373
12010,"Sydney--Victoria/Sydney--Victoria"," 141","Coxheath",6,55,0,5,37,47,0,150,352
12010,"Sydney--Victoria/Sydney--Victoria"," 142","Coxheath",0,62,1,1,42,27,0,133,348
12010,"Sydney--Victoria/Sydney--Victoria"," 143","Coxheath",5,59,0,2,60,28,0,154,446
12010,"Sydney--Victoria/Sydney--Victoria"," 144","Coxheath",6,45,1,1,42,21,1,117,342
12010,"Sydney--Victoria/Sydney--Victoria"," 145","Blacketts Lake",1,40,0,1,30,17,0,89,255
12010,"Sydney--Victoria/Sydney--Victoria"," 146","South Haven",6,73,0,9,50,18,0,156,358
12010,"Sydney--Victoria/Sydney--Victoria"," 147","Balls Creek",7,84,0,0,69,42,4,206,385
12010,"Sydney--Victoria/Sydney--Victoria"," 148","Frenchvale",11,78,0,0,44,28,5,166,378
12010,"Sydney--Victoria/Sydney--Victoria"," 149","Baddeck",2,94,0,3,61,35,0,195,502
12010,"Sydney--Victoria/Sydney--Victoria"," 150","Boularderie",4,72,1,2,102,25,4,210,341
12010,"Sydney--Victoria/Sydney--Victoria"," 151","Boisdale",2,54,2,3,28,9,3,101,244
12010,"Sydney--Victoria/Sydney--Victoria"," 152","Middle River",9,81,1,4,69,37,3,204,378
12010,"Sydney--Victoria/Sydney--Victoria"," 153","Baddeck",4,59,2,4,54,21,2,146,405
12010,"Sydney--Victoria/Sydney--Victoria"," 154","Baddeck",4,51,0,4,31,27,0,117,313
12010,"Sydney--Victoria/Sydney--Victoria"," 155","Northside East Bay",6,131,0,1,79,42,2,261,464
12010,"Sydney--Victoria/Sydney--Victoria"," 156","Eskasoni 3",1,94,0,1,0,39,2,137,479
12010,"Sydney--Victoria/Sydney--Victoria"," 157","Eskasoni 3",2,93,0,2,0,52,2,151,477
12010,"Sydney--Victoria/Sydney--Victoria"," 158","Eskasoni 3",0,91,0,0,2,50,7,150,415
12010,"Sydney--Victoria/Sydney--Victoria"," 159","Eskasoni 3",1,109,0,0,0,54,1,165,569
12010,"Sydney--Victoria/Sydney--Victoria"," 160","Eskasoni 3",1,109,0,0,1,43,2,156,467
12010,"Sydney--Victoria/Sydney--Victoria"," 161","Wagmatcook 1",1,35,0,3,7,44,2,92,416
12010,"Sydney--Victoria/Sydney--Victoria"," 162","Grand Narrows",3,45,3,1,21,9,0,82,235
12010,"Sydney--Victoria/Sydney--Victoria"," 163","Iona",4,52,0,4,66,25,1,152,279
12010,"Sydney--Victoria/Sydney--Victoria"," 164","Little Narrows",0,42,0,2,23,12,2,81,135
12010,"Sydney--Victoria/Sydney--Victoria"," 400","Cape Breton",1,46,2,0,25,16,2,92,138
12010,"Sydney--Victoria/Sydney--Victoria"," 401","Cape Breton",1,39,1,1,26,11,10,89,89
12010,"Sydney--Victoria/Sydney--Victoria"," 402","Cape Breton",3,30,0,0,31,5,1,70,273
12010,"Sydney--Victoria/Sydney--Victoria"," 500","Mobile poll/Bureau itinérant",1,16,0,2,6,0,0,25,11
12010,"Sydney--Victoria/Sydney--Victoria"," 501","Mobile poll/Bureau itinérant",1,9,0,2,9,6,2,29,56
12010,"Sydney--Victoria/Sydney--Victoria"," 502","Mobile poll/Bureau itinérant",Electors voted by special ballot in Group 2./Les électeurs ont voté par bulletin de vote spécial dans le Groupe 2.,,,,,,,,7
12010,"Sydney--Victoria/Sydney--Victoria"," 503","Mobile poll/Bureau itinérant",0,5,1,0,18,4,1,29,51
12010,"Sydney--Victoria/Sydney--Victoria"," 504","Mobile poll/Bureau itinérant",0,5,0,1,3,0,0,9,2
12010,"Sydney--Victoria/Sydney--Victoria"," 505","Mobile poll/Bureau itinérant",0,1,0,0,11,2,0,14,1
12010,"Sydney--Victoria/Sydney--Victoria"," 506","Mobile poll/Bureau itinérant",Electors voted by special ballot in Group 2./Les électeurs ont voté par bulletin de vote spécial dans le Groupe 2.,,,,,,,,3
12010,"Sydney--Victoria/Sydney--Victoria"," 507","Mobile poll/Bureau itinérant",2,23,0,1,16,4,1,47,105
12010,"Sydney--Victoria/Sydney--Victoria"," 508","Mobile poll/Bureau itinérant",0,5,0,0,3,4,0,12,29
12010,"Sydney--Victoria/Sydney--Victoria"," 509","Mobile poll/Bureau itinérant",1,40,0,0,12,8,0,61,97
12010,"Sydney--Victoria/Sydney--Victoria"," 510","Mobile poll/Bureau itinérant",3,7,1,1,5,4,0,21,111
12010,"Sydney--Victoria/Sydney--Victoria"," 511","Mobile poll/Bureau itinérant",2,19,1,0,15,4,1,42,69
12010,"Sydney--Victoria/Sydney--Victoria"," 512","Mobile poll/Bureau itinérant",0,5,0,1,2,3,0,11,12
12010,"Sydney--Victoria/Sydney--Victoria"," 600","Cape North",9,60,0,2,59,22,1,153,
12010,"Sydney--Victoria/Sydney--Victoria"," 601","Pleasant Bay",4,12,0,1,6,4,1,28,
12010,"Sydney--Victoria/Sydney--Victoria"," 602","Ingonish",1,35,1,1,41,9,2,90,
12010,"Sydney--Victoria/Sydney--Victoria"," 603","Englishtown",1,53,2,4,82,10,0,152,
12010,"Sydney--Victoria/Sydney--Victoria"," 604","Cape Breton",17,183,1,5,383,55,10,654,
12010,"Sydney--Victoria/Sydney--Victoria"," 605","Cape Breton",18,256,0,7,392,66,7,746,
12010,"Sydney--Victoria/Sydney--Victoria"," 606","Cape Breton",13,201,2,1,375,76,16,684,
12010,"Sydney--Victoria/Sydney--Victoria"," 607","Cape Breton",19,313,1,6,375,168,22,904,
12010,"Sydney--Victoria/Sydney--Victoria"," 608","Cape Breton",16,264,1,4,302,136,11,734,
12010,"Sydney--Victoria/Sydney--Victoria"," 609","Cape Breton",26,360,7,7,262,209,9,880,
12010,"Sydney--Victoria/Sydney--Victoria"," 610","Cape Breton",22,442,4,6,240,143,17,874,
12010,"Sydney--Victoria/Sydney--Victoria"," 611","Cape Breton",23,432,1,9,257,168,8,898,
12010,"Sydney--Victoria/Sydney--Victoria"," 612","Cape Breton",26,352,1,9,201,160,9,758,
12010,"Sydney--Victoria/Sydney--Victoria"," 613","Cape Breton",9,487,2,7,273,175,6,959,
12010,"Sydney--Victoria/Sydney--Victoria"," 614","Cape Breton",24,599,3,10,523,168,18,1345,
12010,"Sydney--Victoria/Sydney--Victoria"," 615","Cape Breton",30,419,1,9,774,126,6,1365,
12010,"Sydney--Victoria/Sydney--Victoria"," 616","Boisdale",1,84,1,2,72,25,0,185,
12010,"Sydney--Victoria/Sydney--Victoria"," 617","Cape Breton",9,76,0,2,199,26,3,315,
12010,"Sydney--Victoria/Sydney--Victoria"," 618","Boularderie East",6,31,0,2,99,16,2,156,
12010,"Sydney--Victoria/Sydney--Victoria"," 619","Baddeck",4,155,0,6,128,31,4,328,
12010,"Sydney--Victoria/Sydney--Victoria"," 620","Wagmatcook 1",2,47,0,0,19,53,3,124,
12010,"Sydney--Victoria/Sydney--Victoria"," 621","Iona",5,54,0,1,50,13,0,123,
12010,"Sydney--Victoria/Sydney--Victoria"," 622","Eskasoni 3",0,174,0,3,4,105,0,286,
12010,"Sydney--Victoria/Sydney--Victoria",,Group 1/Groupe 1, 20,76,2,0,133,76,32,339,87
12010,"Sydney--Victoria/Sydney--Victoria",,Group 2/Groupe 2, 17,407,2,12,436,172,30,1076,
