Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Darren Fisher,Michelle Lindsay,Kevin Payne,Rana Zaman,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 141","Halifax",65,20,57,3,1,146,486
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 142","Halifax",30,17,87,2,0,136,442
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 143","Halifax",35,17,56,3,1,112,463
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 144","Halifax",41,6,44,2,3,96,424
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 145","Halifax",42,19,68,2,1,132,503
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 146","Halifax",75,12,46,3,1,137,413
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 147","Halifax",60,9,65,4,0,138,409
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 148","Halifax",89,9,49,2,1,150,376
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 149","Halifax",93,15,82,11,1,202,465
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 150","Halifax",47,6,70,2,0,125,277
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 151","Halifax",60,10,83,3,3,159,530
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 152","Halifax",52,17,57,0,2,128,425
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 153","Halifax",56,28,87,7,0,178,443
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 154","Halifax",78,7,60,7,0,152,348
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 155","Halifax",62,14,82,7,0,165,400
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 156","Halifax",77,17,98,1,2,195,455
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 157","Halifax",82,19,69,4,3,177,478
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 158","Halifax",55,16,70,3,1,145,475
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 159","Halifax",64,28,93,11,4,200,552
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 160","Halifax",81,26,81,2,2,192,440
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 161","Halifax",43,18,60,5,0,126,421
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 162","Halifax",40,19,72,5,6,142,445
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 163","Halifax",58,11,70,2,1,142,303
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 164","Halifax",78,9,111,11,0,209,522
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 165","Halifax",63,23,69,8,5,168,461
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 166","Halifax",91,27,103,9,3,233,512
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 167","Halifax",97,15,107,10,3,232,622
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 168","Halifax",110,18,69,5,5,207,616
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 169","Halifax",65,17,86,5,2,175,554
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 170","Halifax",79,39,78,10,6,212,662
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 171","Halifax",67,23,73,6,5,174,481
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 172","Halifax",72,26,41,5,3,147,455
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 173","Halifax",107,20,41,6,2,176,518
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 174","Halifax",39,9,85,3,2,138,486
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 175","Halifax",109,21,107,15,0,252,506
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 176","Halifax",63,12,86,5,0,166,463
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 500","Mobile poll/Bureau itinérant",5,3,3,0,0,11,16
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 501","Halifax",Merged with No./Fusionné avec le n°63,,,,,,15
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 502","Halifax",Merged with No./Fusionné avec le n°63,,,,,,15
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 503","Halifax",Merged with No./Fusionné avec le n°63,,,,,,15
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 504","Halifax",Merged with No./Fusionné avec le n°63,,,,,,21
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 505","Mobile poll/Bureau itinérant",6,2,2,0,0,10,12
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 506","Mobile poll/Bureau itinérant",14,0,6,0,1,21,15
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 507","Mobile poll/Bureau itinérant",25,3,6,2,0,36,60
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 508","Mobile poll/Bureau itinérant",11,1,2,4,1,19,14
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 509","Mobile poll/Bureau itinérant",10,0,2,0,0,12,16
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 510","Mobile poll/Bureau itinérant",46,2,7,4,5,64,106
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 511","Mobile poll/Bureau itinérant",28,0,8,0,1,37,71
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 512","Mobile poll/Bureau itinérant",14,3,12,1,0,30,59
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 513","Mobile poll/Bureau itinérant",23,6,13,2,2,46,137
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 514","Mobile poll/Bureau itinérant",20,6,10,3,4,43,69
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 515","Mobile poll/Bureau itinérant",34,8,13,4,4,63,202
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 516","Mobile poll/Bureau itinérant",29,5,5,0,3,42,14
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 517","Mobile poll/Bureau itinérant",29,3,5,2,1,40,99
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 518","Mobile poll/Bureau itinérant",2,0,1,0,0,3,12
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 519","Mobile poll/Bureau itinérant",43,4,4,9,7,67,114
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 600","Halifax",395,59,169,24,5,652,
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 601","Halifax",734,151,404,36,20,1345,
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 602","Halifax",832,178,344,44,26,1424,
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 603","Halifax",792,127,334,31,24,1308,
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 604","Halifax",422,87,269,17,15,810,
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 605","Halifax",672,105,290,27,17,1111,
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 606","Halifax",296,58,255,19,9,637,
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 607","Halifax",681,74,233,31,21,1040,
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 608","Halifax",862,175,350,33,49,1469,
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 609","Halifax",472,82,376,26,17,973,
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 610","Halifax",736,64,398,37,20,1255,
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 611","Halifax",468,69,355,27,7,926,
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 612","Halifax",505,75,230,23,27,860,
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 613","Halifax",356,92,123,16,13,600,
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour",,Group 1/Groupe 1, 290,95,281,37,71,774,217
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour",,Group 2/Groupe 2, 2299,262,881,91,109,3642,
