Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ann Francis,Jonathan Gray,Milan Kona-Mancini,Afia Lassy,Rémi Lebeuf,Francis Scarpaleggia,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 55","Montréal",19,11,3,7,6,70,1,117,356
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 56","Montréal",20,17,5,5,7,93,1,148,372
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 57","Montréal",27,22,6,4,8,84,0,151,384
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 58","Montréal",24,25,3,8,1,45,1,107,344
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 59","Kirkland",26,20,3,2,3,65,2,121,377
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 60","Kirkland",29,22,9,1,7,56,0,124,348
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 61","Kirkland",24,8,4,4,6,48,0,94,400
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 62","Kirkland",27,13,4,6,5,64,1,120,348
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 63","Kirkland",39,19,6,4,3,75,0,146,426
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 64","Kirkland",22,13,0,3,0,52,0,90,374
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 65","Kirkland",26,11,5,6,1,75,0,124,443
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 66","Pointe-Claire",53,31,11,8,23,159,2,287,786
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 67","Pointe-Claire",25,48,4,14,3,70,1,165,534
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 68","Pointe-Claire",35,33,8,5,6,77,1,165,412
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 69","Pointe-Claire",19,19,6,8,7,76,0,135,421
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 70","Pointe-Claire",17,27,5,9,5,74,1,138,458
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 71","Pointe-Claire",11,14,4,6,6,45,0,86,415
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 72","Pointe-Claire",17,24,8,2,8,64,4,127,331
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 73","Pointe-Claire",28,26,16,6,5,89,0,170,406
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 74","Pointe-Claire",19,19,7,7,8,72,2,134,392
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 75","Montréal",50,34,1,4,6,102,1,198,505
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 76","Montréal",19,15,4,5,9,101,0,153,357
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 77","Montréal",37,19,5,2,21,104,0,188,391
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 78","Montréal",30,14,2,3,13,76,0,138,367
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 79","Montréal",55,17,6,5,5,81,2,171,379
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 80","Montréal",24,15,4,5,11,72,2,133,373
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 81","Montréal",33,33,7,4,20,121,0,218,433
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 82","Kirkland",25,22,4,6,4,100,2,163,461
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 83","Kirkland",22,14,3,5,4,69,1,118,296
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 84","Kirkland",42,24,3,7,4,98,2,180,490
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 85","Kirkland",30,21,8,9,1,70,1,140,326
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 86","Kirkland",35,17,5,1,7,117,1,183,397
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 87","Kirkland",32,15,5,5,4,89,3,153,388
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 88","Kirkland",33,13,1,1,5,72,1,126,292
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 89","Kirkland",43,17,3,3,6,89,1,162,392
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 90","Kirkland",20,25,7,2,1,88,0,143,423
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 91","Kirkland",19,21,1,6,9,74,0,130,282
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 92","Kirkland",24,23,2,1,6,67,2,125,338
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 93","Kirkland",24,19,2,1,8,95,1,150,371
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 94","Kirkland",12,21,4,12,5,90,1,145,373
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 95","Kirkland",17,11,3,2,5,57,0,95,324
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 96","Kirkland",20,14,5,4,0,81,0,124,381
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 97","Kirkland",26,29,1,4,5,58,0,123,364
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 98","Montréal",27,12,1,1,12,64,0,117,360
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 99","Montréal",20,16,1,10,7,50,4,108,401
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 100","Montréal",31,14,4,2,8,46,1,106,349
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 101","Montréal",51,15,4,5,4,84,0,163,475
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 102","Montréal",14,11,8,1,10,67,1,112,369
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 103","Montréal",49,24,4,17,1,77,3,175,543
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 104","Montréal",73,29,0,5,15,109,3,234,737
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 105","Montréal",16,15,2,1,11,37,0,82,342
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 106","Montréal",54,20,4,9,7,91,1,186,587
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 107","Montréal",22,17,5,2,17,67,0,130,390
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 108","Montréal",45,23,3,3,4,90,1,169,429
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 109","Montréal",62,35,3,6,14,131,0,251,578
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 110","Montréal",38,28,12,4,9,120,4,215,493
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 111","Montréal",31,22,3,7,5,100,2,170,398
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 112","Montréal",53,24,2,3,4,83,0,169,395
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 113","Pointe-Claire",13,22,4,1,1,47,0,88,291
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 114","Beaconsfield",44,21,5,3,4,91,1,169,383
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 115","Beaconsfield",58,19,11,4,7,122,2,223,471
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 116","Beaconsfield",37,29,5,3,10,92,0,176,415
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 117","Beaconsfield",30,38,7,8,9,99,1,192,403
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 118","Beaconsfield",35,28,7,10,5,109,0,194,435
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 119","Kirkland",37,19,8,1,8,84,1,158,398
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 120","Kirkland",21,28,1,8,4,94,0,156,404
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 121","Kirkland",18,16,8,8,4,75,2,131,369
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 122","Pointe-Claire",52,26,6,10,10,139,3,246,869
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 123","Pointe-Claire",30,35,15,4,15,105,1,205,604
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 124","Pointe-Claire",21,34,12,3,8,73,0,151,419
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 125","Pointe-Claire",23,29,7,4,9,78,0,150,369
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 126","Pointe-Claire",30,24,17,10,5,90,0,176,401
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 127","Pointe-Claire",19,10,5,5,16,43,4,102,277
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 128","Pointe-Claire",35,19,14,1,14,96,0,179,476
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 129","Kirkland",17,8,4,0,3,51,0,83,324
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 130","Kirkland",33,12,8,5,9,58,1,126,382
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 131","Kirkland",33,17,3,2,1,91,2,149,391
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 132","Kirkland",28,16,9,0,7,101,2,163,401
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 133","Kirkland",48,14,3,3,6,73,0,147,352
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 134","Kirkland",18,10,4,8,0,57,2,99,262
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 135","Beaconsfield",28,22,7,1,8,68,2,136,393
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 136","Beaconsfield",37,31,8,1,4,94,1,176,457
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 137","Beaconsfield",20,23,4,16,2,62,0,127,439
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 138","Beaconsfield",36,26,3,1,11,78,1,156,402
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 139","Beaconsfield",25,27,10,6,9,69,0,146,431
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 140","Beaconsfield",25,30,8,8,4,86,2,163,405
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 141","Beaconsfield",25,25,7,6,3,94,1,161,414
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 142","Kirkland",51,18,10,7,7,96,1,190,454
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 143","Kirkland",51,16,4,5,5,102,2,185,388
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 144","Kirkland",39,26,5,8,8,95,1,182,366
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 145","Kirkland",54,16,4,2,7,90,0,173,410
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 146","Kirkland",32,23,1,9,6,80,1,152,362
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 147","Beaconsfield",52,32,3,5,7,96,2,197,423
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 148","Kirkland",11,20,5,2,6,80,0,124,301
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 149","Kirkland",45,11,3,11,2,66,0,138,349
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 150","Beaconsfield",72,24,11,4,4,114,1,230,497
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 151","Beaconsfield",43,24,4,5,8,137,1,222,452
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 152","Beaconsfield",35,19,3,3,10,114,1,185,355
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 153","Beaconsfield",27,13,4,6,2,62,0,114,325
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 154","Beaconsfield",49,23,15,11,10,108,1,217,474
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 155","Beaconsfield",54,14,4,5,5,72,0,154,401
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 156","Beaconsfield",63,12,5,1,9,73,1,164,404
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 157","Pointe-Claire",31,18,3,2,8,77,0,139,358
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 158","Pointe-Claire",23,20,8,5,17,77,2,152,393
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 159","Pointe-Claire",34,40,12,8,10,74,0,178,410
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 160","Pointe-Claire",25,23,9,2,10,73,2,144,394
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 161","Pointe-Claire",19,37,18,3,12,71,1,161,376
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 162","Pointe-Claire",7,20,4,5,15,52,2,105,318
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 163","Beaconsfield",26,26,13,9,11,72,1,158,392
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 164","Beaconsfield",17,32,9,6,8,68,0,140,335
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 165","Beaconsfield",26,30,10,6,11,104,1,188,343
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 166","Beaconsfield",28,14,11,6,8,70,0,137,362
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 167","Beaconsfield",35,17,5,5,11,69,0,142,366
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 168","Beaconsfield",42,14,1,11,13,86,1,168,428
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 169","Beaconsfield",37,10,6,2,3,57,1,116,330
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 170","Beaconsfield",26,14,4,2,5,65,1,117,340
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 171","Sainte-Anne-de-Bellevue",39,30,4,7,12,107,1,200,390
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 172","Sainte-Anne-de-Bellevue",21,40,4,5,14,105,3,192,372
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 173","Sainte-Anne-de-Bellevue",27,34,7,7,16,77,1,169,355
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 174","Sainte-Anne-de-Bellevue",49,38,8,1,12,120,2,230,507
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 175","Beaconsfield",34,37,6,5,4,84,0,170,405
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 176","Beaconsfield",13,23,8,1,7,53,1,106,342
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 177","Beaconsfield",39,28,8,4,16,72,1,168,372
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 178","Beaconsfield",35,24,7,3,9,79,2,159,370
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 179","Beaconsfield",18,17,4,5,5,69,0,118,368
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 180","Beaconsfield",20,35,4,7,5,92,3,166,352
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 181","Beaconsfield",29,19,7,4,4,72,2,137,356
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 182","Beaconsfield",33,20,4,4,11,79,2,153,381
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 183","Beaconsfield",39,18,16,4,7,78,0,162,436
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 184","Senneville",39,25,10,5,8,73,2,162,430
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 185","Sainte-Anne-de-Bellevue",9,17,14,5,6,38,2,91,344
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 186","Senneville",43,47,10,4,19,65,0,188,429
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 187","Sainte-Anne-de-Bellevue",10,18,7,4,9,33,1,82,338
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 188","Sainte-Anne-de-Bellevue",24,25,8,2,20,59,1,139,427
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 189","Sainte-Anne-de-Bellevue",19,51,15,6,13,45,0,149,428
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 190","Sainte-Anne-de-Bellevue",5,30,7,8,21,40,3,114,328
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 191","Baie-d'Urfé",34,29,3,7,5,65,0,143,369
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 192","Baie-d'Urfé",44,25,6,8,10,62,2,157,373
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 193","Baie-d'Urfé",41,21,5,2,10,63,0,142,323
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 194","Baie-d'Urfé",37,13,3,0,1,49,1,104,271
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 195","Baie-d'Urfé",41,11,15,2,2,64,2,137,288
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 196","Baie-d'Urfé",15,19,4,2,6,57,2,105,321
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 197","Baie-d'Urfé",24,32,4,10,5,62,0,137,300
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 198","Baie-d'Urfé",25,16,3,1,8,57,0,110,314
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 199","Baie-d'Urfé",23,19,3,1,10,43,0,99,317
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 400","Mobile poll/Bureau itinérant",17,6,2,0,0,108,0,133,260
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 401","Pointe-Claire",Merged with No./Fusionné avec le n°113,,,,,,,,146
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 402","Pointe-Claire",22,8,6,1,1,159,4,201,292
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 403","Pointe-Claire",10,12,1,0,10,135,5,173,242
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 404","Kirkland",Merged with No./Fusionné avec le n°88,,,,,,,,153
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 405","Sainte-Anne-de-Bellevue",Merged with No./Fusionné avec le n°190,,,,,,,,313
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 500","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°33,,,,,,,,83
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 501","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°34,,,,,,,,30
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 502","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°35,,,,,,,,14
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 503","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°40,,,,,,,,39
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 504","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°105,,,,,,,,170
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 505","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°102,,,,,,,,32
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 506","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°64,,,,,,,,47
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 507","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°47,,,,,,,,123
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 508","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°44,,,,,,,,139
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 509","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°46,,,,,,,,87
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 510","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°127,,,,,,,,107
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 511","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°157,,,,,,,,9
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 512","Mobile poll/Bureau itinérant",9,8,2,2,2,52,2,77,144
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 513","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°148,,,,,,,,67
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 514","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°195,,,,,,,,97
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 515","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°190,,,,,,,,7
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 516","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°194,,,,,,,,7
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 517","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°194,,,,,,,,2
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 518","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°194,,,,,,,,4
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 519","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°180,,,,,,,,5
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 520","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°179,,,,,,,,6
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 521","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°181,,,,,,,,4
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 522","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°140,,,,,,,,3
