Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,David Anber,Eric Duncan,Trevor Kennedy,Denis Moquin,Jeanie Warnock,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 29","Avonmore",16,57,14,15,3,1,106,311
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 30","Avonmore",12,77,24,20,7,0,140,360
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 31","Crysler",18,61,18,35,5,2,139,369
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 32","Crysler",13,69,26,44,4,0,156,385
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 33","Crysler",11,83,23,46,2,2,167,360
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 34","Cahore",17,90,10,23,2,0,142,347
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 35","Berwick",8,81,10,29,10,1,139,387
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 36","Bonville",21,103,20,29,4,0,177,384
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 37","Sandfield Mills",13,53,9,18,7,0,100,327
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 38","South Stormont",14,49,13,17,3,0,96,279
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 39","Northfield",11,69,9,40,3,0,132,293
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 40","Harrisons Corners",2,66,11,23,2,1,105,300
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 41","Glendale",13,83,12,43,3,0,154,406
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 42","South Glengarry",13,78,16,31,1,2,141,274
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 43","Glendale",9,62,23,24,1,0,119,321
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 44","South Glengarry",10,46,13,40,0,0,109,248
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 45","Cornwall",8,91,21,72,2,0,194,616
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 46","St. Andrews",21,79,21,28,3,0,152,316
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 47","St. Andrews",18,66,14,16,1,1,116,273
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 48","St. Andrews",19,83,10,24,2,0,138,304
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 49","Summerstown",29,109,20,67,8,2,235,517
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 50","South Glengarry",6,77,5,39,4,1,132,316
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 51","Glen Walter",9,86,18,52,5,0,170,358
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 52","Glen Walter",11,98,13,57,1,1,181,405
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 53","South Glengarry",11,108,12,67,6,1,205,475
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 54","Cornwall",8,56,10,15,4,0,93,293
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 55","South Stormont",7,58,16,15,6,0,102,379
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 56","South Stormont",20,53,14,29,3,2,121,414
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 57","Rosedale Terrace",18,61,20,26,5,0,130,414
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 58","Cornwall Centre",9,81,21,29,2,1,143,348
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 59","Finch",14,115,18,19,4,5,175,381
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 60","Finch",20,113,9,22,1,1,166,332
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 61","Goldfield",14,116,12,16,2,3,163,318
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 62","Morewood",17,140,22,20,4,0,203,313
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 63","Morewood",15,80,15,38,4,2,154,284
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 64","Morewood",14,102,13,23,2,2,156,282
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 65","Cornwall",20,69,26,39,4,6,164,482
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 66","Cornwall",19,80,26,40,3,1,169,551
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 67","Cornwall",20,55,17,46,1,11,150,406
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 68","Cornwall",4,54,30,52,0,0,140,436
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 69","Cornwall",13,50,19,43,1,0,126,432
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 70","Cornwall",16,63,19,40,4,2,144,478
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 71","Cornwall",19,89,44,60,4,3,219,646
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 72","Cornwall",8,80,23,33,1,1,146,462
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 73","Cornwall",13,65,29,42,0,1,150,473
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 74","Cornwall",7,67,16,48,1,1,140,457
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 75","Cornwall",16,86,33,55,1,3,194,722
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 76","Cornwall",17,59,22,39,0,0,137,430
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 77","Cornwall",15,44,14,74,4,3,154,490
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 78","Cornwall",13,68,22,60,2,1,166,486
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 79","Cornwall",12,49,14,43,5,2,125,463
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 80","Cornwall",5,59,36,70,1,0,171,496
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 81","Cornwall",6,60,12,35,5,0,118,446
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 82","Cornwall",8,50,24,30,0,0,112,393
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 83","Cornwall",9,42,20,45,1,0,117,407
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 84","Cornwall",11,69,28,41,3,2,154,452
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 85","Cornwall",18,61,21,31,1,1,133,500
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 86","Cornwall",13,48,16,44,6,0,127,421
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 87","Cornwall",5,42,23,40,2,3,115,456
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 88","Cornwall",10,69,24,51,2,0,156,455
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 89","Cornwall",11,55,10,57,3,1,137,435
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 90","Cornwall",10,38,13,18,4,0,83,374
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 91","Cornwall",11,62,21,33,5,2,134,501
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 92","Cornwall",10,50,13,29,1,0,103,565
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 93","Cornwall",14,51,22,33,2,0,122,396
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 94","Cornwall",11,73,23,39,1,2,149,469
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 95","Cornwall",15,80,25,33,1,1,155,474
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 96","Cornwall",10,47,16,21,0,1,95,380
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 97","Cornwall",24,74,21,50,3,1,173,553
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 98","Cornwall",17,69,16,43,0,1,146,450
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 99","Cornwall",23,90,29,46,2,0,190,489
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 100","Cornwall",4,52,19,39,1,0,115,362
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 101","Cornwall",14,44,28,41,2,1,130,521
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 102","Cornwall",18,87,30,33,4,0,172,529
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 103","Cornwall",20,66,25,35,1,4,151,502
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 104","Cornwall",10,62,35,42,2,2,153,440
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 105","Cornwall",15,69,24,52,4,2,166,432
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 106","Cornwall",10,98,18,34,0,0,160,474
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 107","Cornwall",7,76,30,50,3,1,167,482
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 108","Cornwall",8,41,28,26,0,0,103,425
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 109","Cornwall",12,62,21,43,7,4,149,497
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 110","Cornwall",20,66,13,32,2,2,135,455
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 111","Cornwall",17,63,22,31,2,0,135,452
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 112","Cornwall",20,52,28,47,5,2,154,657
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 113","Cornwall",14,40,18,29,3,0,104,399
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 114","Cornwall",19,26,16,29,3,1,94,489
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 115","Cornwall",15,57,17,28,1,1,119,460
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 116","Newington",24,139,22,10,18,0,213,408
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 117","Sandtown",8,107,5,15,4,0,139,319
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 118","Cornwall",14,67,28,62,3,4,178,415
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 119","Cornwall",13,44,48,45,5,0,155,507
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 120","Cornwall",11,40,11,36,3,0,101,458
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 121","Cornwall",11,37,19,28,1,0,96,474
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 122","Cornwall",17,42,29,35,3,4,130,445
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 123","Cornwall",14,45,29,34,5,0,127,500
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 124","Cornwall",14,65,25,21,4,3,132,479
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 125","Cornwall",21,48,27,36,3,0,135,473
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 126","Cornwall",13,55,26,31,4,2,131,379
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 127","Cornwall",10,73,17,41,3,0,144,404
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 128","Cornwall",12,54,23,31,3,0,123,414
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 129","Cornwall",15,36,23,27,5,0,106,465
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 130","Cornwall",9,29,13,27,2,1,81,396
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 131","Cornwall",8,27,21,31,6,0,93,382
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 132","The Ninth",14,101,15,21,4,1,156,399
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 133","Chesterville",4,80,24,26,7,0,141,427
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 134","Chesterville",17,66,11,24,1,0,119,392
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 135","Limerick",7,77,14,24,4,0,126,400
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 136","Forward",5,91,19,14,4,0,133,401
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 137","Cornwall",19,48,20,20,2,1,110,473
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 138","Cornwall",31,63,20,19,0,3,136,577
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 139","Cornwall",22,49,31,15,5,2,124,510
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 140","Cornwall",11,37,11,20,4,1,84,469
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 141","Cornwall Island",7,7,19,3,2,0,38,830
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 142","Cornwall",15,55,15,11,9,0,105,425
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 143","Lunenburg",9,55,8,11,6,0,89,262
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 144","Lakeview Heights",13,60,30,26,4,0,133,392
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 145","North Lunenburg",11,74,9,15,2,0,111,308
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 146","Long Sault",14,70,16,64,6,0,170,445
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 147","Long Sault",17,52,23,34,2,0,128,350
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 148","Lakeview Heights",7,64,27,49,3,1,151,387
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 149","Long Sault",14,70,16,30,2,2,134,441
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 150","Long Sault",12,50,9,14,4,1,90,300
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 151","Long Sault",10,104,19,38,5,0,176,469
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 152","Long Sault",12,92,15,38,0,0,157,395
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 153","Cornwall",11,96,21,64,2,2,196,543
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 154","Cornwall",15,69,24,44,6,0,158,455
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 155","Cornwall",13,61,29,53,2,2,160,464
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 156","Cornwall",8,71,34,36,6,2,157,439
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 157","Cornwall",10,94,8,51,2,0,165,444
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 158","Cornwall",5,55,22,39,9,0,130,415
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 159","Ormond",15,74,9,28,1,0,127,387
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 160","Annable Settlement",12,96,23,36,5,2,174,463
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 161","Harmony",8,104,19,18,1,0,150,395
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 162","Winchester",3,53,8,15,3,0,82,360
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 163","Winchester",4,68,12,10,6,1,101,410
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 164","Annable Settlement--Winchester",10,61,28,29,7,0,135,451
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 165","Mulloys",8,102,6,13,2,1,132,372
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 166","Bunker Hill",10,69,6,3,4,0,92,236
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 167","Ingleside",5,88,23,32,3,2,153,449
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 168","Gallingertown",19,75,15,4,5,0,118,343
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 169","Ingleside",10,60,11,18,2,0,101,296
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 170","Ingleside",3,81,11,39,2,0,136,437
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 171","Ingleside",8,58,14,22,1,0,103,314
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 172","Ingleside",10,56,18,13,4,1,102,299
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 173","Gallingertown",9,111,16,25,7,3,171,467
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 174","Winchester",8,71,14,23,3,0,119,336
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 175","Winchester Springs",9,95,10,12,2,0,128,388
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 176","Winchester",5,86,19,26,10,0,146,403
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 177","Beckstead",6,113,20,13,1,1,154,399
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 178","Elma",10,127,12,24,4,0,177,387
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 179","Hoasic",14,111,11,22,1,2,161,337
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 180","Boucks Hill",11,100,21,17,5,0,154,391
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 181","Williamsburg--Glen Becker",17,142,20,24,8,0,211,372
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 182","Reids Mills",2,92,12,32,0,0,138,381
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 183","Reids Mills--Hallville",1,108,25,22,10,0,166,381
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 184","Mountain",13,93,12,21,3,1,143,345
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 185","Inkerman",9,76,18,16,8,0,127,308
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 186","Hulbert",5,63,7,8,1,0,84,282
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 187","North Dundas",10,74,9,17,5,2,117,321
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 188","South Mountain",5,97,23,16,11,1,153,432
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 189","Pleasant Valley",7,127,8,25,1,3,171,416
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 190","Nudell Bush",7,73,15,6,1,1,103,295
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 191","Riverside Heights",5,57,9,14,1,0,86,256
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 192","Muttonville",7,72,12,23,1,1,116,330
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 193","Morrisburg",3,60,6,9,1,1,80,301
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 194","Morrisburg",4,30,9,9,3,1,56,244
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 195","Dundela",9,138,16,15,6,0,184,382
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 196","Hainsville",10,138,22,18,5,0,193,403
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 197","Rowena",12,109,6,12,1,1,141,339
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 198","Morrisburg",12,63,12,8,7,0,102,313
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 199","Morrisburg",7,50,3,14,4,0,78,266
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 200","Morrisburg",2,44,5,22,0,1,74,300
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 201","Morrisburg",8,71,5,21,0,3,108,306
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 202","Morrisburg--Mariatown",3,73,3,19,0,0,98,320
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 203","Mariatown",6,83,13,12,4,1,119,349
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 204","Stampville",11,123,6,19,1,0,160,445
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 205","South Dundas",10,57,12,24,3,0,106,318
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 206","Iroquois",9,58,23,9,1,0,100,374
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 207","Iroquois",4,61,21,15,3,1,105,397
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 208","Iroquois",5,69,17,10,0,1,102,390
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 209","South Dundas",14,80,18,21,4,1,138,384
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 400","Cornwall",6,40,5,35,1,4,91,166
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 401","Cornwall",6,20,11,21,0,0,58,142
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 402","Mobile poll/Bureau itinérant",2,25,5,38,0,5,75,110
