Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Bhavni Bhakoo,Sabrina Brenot,Andrew Brown,Jamie Buhler,Leah Gazan,Paul Ong,Debra Wall,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
46011,"Winnipeg Centre/Winnipeg-Centre"," 30","Winnipeg",15,33,3,4,62,41,1,1,160,378
46011,"Winnipeg Centre/Winnipeg-Centre"," 31","Winnipeg",13,43,3,1,50,26,0,1,137,421
46011,"Winnipeg Centre/Winnipeg-Centre"," 32","Winnipeg",17,35,5,2,51,55,0,0,165,419
46011,"Winnipeg Centre/Winnipeg-Centre"," 33","Winnipeg",10,43,4,2,41,46,1,0,147,430
46011,"Winnipeg Centre/Winnipeg-Centre"," 34","Winnipeg",7,8,3,1,53,43,1,1,117,528
46011,"Winnipeg Centre/Winnipeg-Centre"," 35","Winnipeg",5,12,2,1,48,20,0,1,89,370
46011,"Winnipeg Centre/Winnipeg-Centre"," 36","Winnipeg",7,10,2,2,30,18,0,2,71,309
46011,"Winnipeg Centre/Winnipeg-Centre"," 37","Winnipeg",3,6,2,6,18,39,0,0,74,345
46011,"Winnipeg Centre/Winnipeg-Centre"," 38","Winnipeg",4,4,0,4,31,22,0,1,66,329
46011,"Winnipeg Centre/Winnipeg-Centre"," 39","Winnipeg",0,7,2,0,43,32,0,2,86,357
46011,"Winnipeg Centre/Winnipeg-Centre"," 40","Winnipeg",4,14,2,4,54,28,0,4,110,437
46011,"Winnipeg Centre/Winnipeg-Centre"," 41","Winnipeg",2,6,1,1,39,36,1,3,89,354
46011,"Winnipeg Centre/Winnipeg-Centre"," 42","Winnipeg",1,11,2,2,42,47,0,3,108,347
46011,"Winnipeg Centre/Winnipeg-Centre"," 43","Winnipeg",3,6,1,2,31,31,0,0,74,290
46011,"Winnipeg Centre/Winnipeg-Centre"," 44","Winnipeg",12,10,1,2,35,18,0,2,80,353
46011,"Winnipeg Centre/Winnipeg-Centre"," 45","Winnipeg",5,12,1,0,29,36,2,0,85,354
46011,"Winnipeg Centre/Winnipeg-Centre"," 46","Winnipeg",9,15,1,1,52,59,0,0,137,459
46011,"Winnipeg Centre/Winnipeg-Centre"," 47","Winnipeg",2,19,0,0,41,32,0,1,95,317
46011,"Winnipeg Centre/Winnipeg-Centre"," 48","Winnipeg",1,15,1,0,113,68,1,2,201,492
46011,"Winnipeg Centre/Winnipeg-Centre"," 49","Winnipeg",9,26,4,1,71,74,0,2,187,458
46011,"Winnipeg Centre/Winnipeg-Centre"," 50","Winnipeg",10,36,8,1,91,26,1,0,173,517
46011,"Winnipeg Centre/Winnipeg-Centre"," 51","Winnipeg",2,18,3,1,34,21,1,0,80,212
46011,"Winnipeg Centre/Winnipeg-Centre"," 52","Winnipeg",8,17,1,3,41,53,0,0,123,380
46011,"Winnipeg Centre/Winnipeg-Centre"," 53","Winnipeg",3,25,2,0,58,59,0,3,150,415
46011,"Winnipeg Centre/Winnipeg-Centre"," 54","Winnipeg",12,23,4,0,87,75,0,2,203,470
46011,"Winnipeg Centre/Winnipeg-Centre"," 55","Winnipeg",6,13,5,1,57,45,3,0,130,392
46011,"Winnipeg Centre/Winnipeg-Centre"," 56","Winnipeg",2,12,1,1,34,26,0,1,77,367
46011,"Winnipeg Centre/Winnipeg-Centre"," 57","Winnipeg",2,5,2,7,27,42,0,1,86,337
46011,"Winnipeg Centre/Winnipeg-Centre"," 58","Winnipeg",6,12,1,5,44,21,1,2,92,366
46011,"Winnipeg Centre/Winnipeg-Centre"," 59","Winnipeg",5,14,1,4,24,89,1,3,141,448
46011,"Winnipeg Centre/Winnipeg-Centre"," 60","Winnipeg",0,10,2,1,30,26,1,2,72,371
46011,"Winnipeg Centre/Winnipeg-Centre"," 61","Winnipeg",5,7,2,2,37,26,1,2,82,296
46011,"Winnipeg Centre/Winnipeg-Centre"," 62","Winnipeg",5,12,3,1,42,53,0,6,122,299
46011,"Winnipeg Centre/Winnipeg-Centre"," 63","Winnipeg",10,13,2,4,48,47,2,3,129,411
46011,"Winnipeg Centre/Winnipeg-Centre"," 64","Winnipeg",4,7,1,3,26,35,1,0,77,356
46011,"Winnipeg Centre/Winnipeg-Centre"," 65","Winnipeg",2,15,2,1,50,30,0,1,101,344
46011,"Winnipeg Centre/Winnipeg-Centre"," 66","Winnipeg",8,9,1,2,59,17,1,0,97,428
46011,"Winnipeg Centre/Winnipeg-Centre"," 67","Winnipeg",3,12,3,1,65,42,1,2,129,489
46011,"Winnipeg Centre/Winnipeg-Centre"," 68","Winnipeg",3,11,2,0,44,16,2,3,81,311
46011,"Winnipeg Centre/Winnipeg-Centre"," 69","Winnipeg",2,8,4,2,34,26,1,0,77,378
46011,"Winnipeg Centre/Winnipeg-Centre"," 70","Winnipeg",5,8,2,4,21,27,0,4,71,322
46011,"Winnipeg Centre/Winnipeg-Centre"," 71","Winnipeg",6,10,4,2,45,16,0,1,84,301
46011,"Winnipeg Centre/Winnipeg-Centre"," 72","Winnipeg",3,5,0,3,14,24,1,0,50,299
46011,"Winnipeg Centre/Winnipeg-Centre"," 73","Winnipeg",5,3,2,1,32,26,1,1,71,262
46011,"Winnipeg Centre/Winnipeg-Centre"," 74","Winnipeg",8,9,2,1,88,31,1,0,140,452
46011,"Winnipeg Centre/Winnipeg-Centre"," 75","Winnipeg",3,9,0,2,35,29,1,0,79,310
46011,"Winnipeg Centre/Winnipeg-Centre"," 76","Winnipeg",4,15,2,0,79,32,0,1,133,367
46011,"Winnipeg Centre/Winnipeg-Centre"," 77","Winnipeg",6,13,8,0,57,27,1,1,113,364
46011,"Winnipeg Centre/Winnipeg-Centre"," 78","Winnipeg",12,7,3,0,60,45,1,0,128,509
46011,"Winnipeg Centre/Winnipeg-Centre"," 79","Winnipeg",4,7,4,3,38,14,0,3,73,328
46011,"Winnipeg Centre/Winnipeg-Centre"," 80","Winnipeg",5,6,0,3,32,26,1,0,73,381
46011,"Winnipeg Centre/Winnipeg-Centre"," 81","Winnipeg",7,8,2,3,65,31,1,1,118,384
46011,"Winnipeg Centre/Winnipeg-Centre"," 82","Winnipeg",12,18,2,1,64,36,2,2,137,337
46011,"Winnipeg Centre/Winnipeg-Centre"," 83","Winnipeg",4,21,7,3,80,22,0,1,138,391
46011,"Winnipeg Centre/Winnipeg-Centre"," 84","Winnipeg",2,22,2,1,85,24,1,2,139,404
46011,"Winnipeg Centre/Winnipeg-Centre"," 85","Winnipeg",7,13,1,1,52,31,0,1,106,398
46011,"Winnipeg Centre/Winnipeg-Centre"," 86","Winnipeg",3,13,5,1,50,31,0,0,103,303
46011,"Winnipeg Centre/Winnipeg-Centre"," 87","Winnipeg",3,12,4,0,51,20,0,0,90,393
46011,"Winnipeg Centre/Winnipeg-Centre"," 88","Winnipeg",7,23,1,2,58,57,2,2,152,339
46011,"Winnipeg Centre/Winnipeg-Centre"," 89","Winnipeg",7,17,5,6,99,41,1,3,179,418
46011,"Winnipeg Centre/Winnipeg-Centre"," 90","Winnipeg",3,11,7,5,64,30,0,2,122,434
46011,"Winnipeg Centre/Winnipeg-Centre"," 91","Winnipeg",7,19,7,1,88,35,0,0,157,442
46011,"Winnipeg Centre/Winnipeg-Centre"," 92","Winnipeg",8,17,0,0,76,42,2,2,147,416
46011,"Winnipeg Centre/Winnipeg-Centre"," 93","Winnipeg",8,18,4,1,84,12,0,1,128,416
46011,"Winnipeg Centre/Winnipeg-Centre"," 94","Winnipeg",3,13,4,1,62,21,0,3,107,431
46011,"Winnipeg Centre/Winnipeg-Centre"," 95","Winnipeg",6,5,3,1,64,28,1,4,112,378
46011,"Winnipeg Centre/Winnipeg-Centre"," 96","Winnipeg",3,31,2,3,77,27,3,0,146,501
46011,"Winnipeg Centre/Winnipeg-Centre"," 97","Winnipeg",1,8,2,1,73,26,1,3,115,523
46011,"Winnipeg Centre/Winnipeg-Centre"," 98","Winnipeg",7,14,4,2,64,37,0,1,129,298
46011,"Winnipeg Centre/Winnipeg-Centre"," 99","Winnipeg",4,16,7,0,93,34,1,2,157,430
46011,"Winnipeg Centre/Winnipeg-Centre"," 100","Winnipeg",6,17,5,0,107,13,0,0,148,413
46011,"Winnipeg Centre/Winnipeg-Centre"," 101","Winnipeg",8,15,4,1,67,38,0,2,135,477
46011,"Winnipeg Centre/Winnipeg-Centre"," 102","Winnipeg",2,10,2,2,58,14,0,3,91,389
46011,"Winnipeg Centre/Winnipeg-Centre"," 103","Winnipeg",6,11,2,2,63,23,1,0,108,506
46011,"Winnipeg Centre/Winnipeg-Centre"," 104","Winnipeg",8,11,3,0,71,23,3,0,119,428
46011,"Winnipeg Centre/Winnipeg-Centre"," 105","Winnipeg",3,5,2,1,18,9,1,0,39,168
46011,"Winnipeg Centre/Winnipeg-Centre"," 106","Winnipeg",5,13,7,0,121,24,1,1,172,421
46011,"Winnipeg Centre/Winnipeg-Centre"," 107","Winnipeg",10,7,2,1,117,8,1,0,146,393
46011,"Winnipeg Centre/Winnipeg-Centre"," 108","Winnipeg",7,12,2,2,64,37,1,0,125,400
46011,"Winnipeg Centre/Winnipeg-Centre"," 109","Winnipeg",4,8,3,2,64,11,1,1,94,323
46011,"Winnipeg Centre/Winnipeg-Centre"," 110","Winnipeg",13,41,3,0,59,20,0,2,138,433
46011,"Winnipeg Centre/Winnipeg-Centre"," 111","Winnipeg",7,41,1,0,57,41,3,1,151,415
46011,"Winnipeg Centre/Winnipeg-Centre"," 112","Winnipeg",7,26,6,0,63,38,0,1,141,391
46011,"Winnipeg Centre/Winnipeg-Centre"," 113","Winnipeg",3,13,8,2,103,20,1,1,151,420
46011,"Winnipeg Centre/Winnipeg-Centre"," 114","Winnipeg",5,18,4,2,106,43,0,1,179,370
46011,"Winnipeg Centre/Winnipeg-Centre"," 115","Winnipeg",11,11,10,1,119,26,2,1,181,421
46011,"Winnipeg Centre/Winnipeg-Centre"," 116","Winnipeg",4,12,2,2,95,10,2,0,127,366
46011,"Winnipeg Centre/Winnipeg-Centre"," 117","Winnipeg",3,5,6,0,86,19,1,1,121,351
46011,"Winnipeg Centre/Winnipeg-Centre"," 118","Winnipeg",6,12,4,1,92,34,2,4,155,337
46011,"Winnipeg Centre/Winnipeg-Centre"," 119","Winnipeg",8,18,3,0,121,41,2,0,193,425
46011,"Winnipeg Centre/Winnipeg-Centre"," 120","Winnipeg",3,13,4,0,110,49,0,0,179,409
46011,"Winnipeg Centre/Winnipeg-Centre"," 121","Winnipeg",3,28,4,2,33,37,0,0,107,224
46011,"Winnipeg Centre/Winnipeg-Centre"," 122","Winnipeg",6,28,3,1,57,54,2,1,152,442
46011,"Winnipeg Centre/Winnipeg-Centre"," 123","Winnipeg",4,20,1,0,62,39,0,0,126,323
46011,"Winnipeg Centre/Winnipeg-Centre"," 124","Winnipeg",14,30,2,1,105,47,0,2,201,393
46011,"Winnipeg Centre/Winnipeg-Centre"," 125","Winnipeg",4,21,5,0,66,37,1,0,134,310
46011,"Winnipeg Centre/Winnipeg-Centre"," 126","Winnipeg",4,14,6,5,81,20,1,0,131,403
46011,"Winnipeg Centre/Winnipeg-Centre"," 127","Winnipeg",5,16,8,0,118,27,0,0,174,445
46011,"Winnipeg Centre/Winnipeg-Centre"," 128","Winnipeg",1,10,4,0,100,25,3,1,144,363
46011,"Winnipeg Centre/Winnipeg-Centre"," 129","Winnipeg",4,11,10,0,88,34,1,0,148,365
46011,"Winnipeg Centre/Winnipeg-Centre"," 130","Winnipeg",6,8,3,2,83,14,0,0,116,328
46011,"Winnipeg Centre/Winnipeg-Centre"," 131","Winnipeg",9,19,9,0,107,11,1,0,156,425
46011,"Winnipeg Centre/Winnipeg-Centre"," 132","Winnipeg",1,8,7,0,78,20,2,1,117,405
46011,"Winnipeg Centre/Winnipeg-Centre"," 133","Winnipeg",4,6,7,1,67,13,0,0,98,347
46011,"Winnipeg Centre/Winnipeg-Centre"," 134","Winnipeg",1,18,2,2,61,21,1,0,106,307
46011,"Winnipeg Centre/Winnipeg-Centre"," 135","Winnipeg",1,7,4,0,122,23,1,0,158,397
46011,"Winnipeg Centre/Winnipeg-Centre"," 136","Winnipeg",7,10,10,0,79,20,0,1,127,343
46011,"Winnipeg Centre/Winnipeg-Centre"," 400","Winnipeg",0,11,1,1,28,15,0,0,56,100
46011,"Winnipeg Centre/Winnipeg-Centre"," 401","Winnipeg",0,14,1,1,50,31,0,0,97,181
46011,"Winnipeg Centre/Winnipeg-Centre"," 402","Winnipeg",Merged with No./Fusionné avec le n°73,,,,,,,,,96
46011,"Winnipeg Centre/Winnipeg-Centre"," 403","Winnipeg",1,22,2,1,34,31,0,0,91,148
46011,"Winnipeg Centre/Winnipeg-Centre"," 404","Winnipeg",0,2,2,1,8,10,1,1,25,53
46011,"Winnipeg Centre/Winnipeg-Centre"," 405","Winnipeg",0,8,1,0,34,14,0,1,58,182
46011,"Winnipeg Centre/Winnipeg-Centre"," 406","Winnipeg",1,8,0,0,28,16,0,0,53,141
46011,"Winnipeg Centre/Winnipeg-Centre"," 407","Winnipeg",3,21,1,2,54,55,0,4,140,233
46011,"Winnipeg Centre/Winnipeg-Centre"," 408","Winnipeg",3,23,5,5,38,41,3,1,119,201
46011,"Winnipeg Centre/Winnipeg-Centre"," 409","Winnipeg",7,27,3,0,43,49,0,1,130,229
46011,"Winnipeg Centre/Winnipeg-Centre"," 410","Winnipeg",7,30,4,4,57,71,1,0,174,328
46011,"Winnipeg Centre/Winnipeg-Centre"," 411","Winnipeg",6,28,3,1,42,35,0,0,115,289
46011,"Winnipeg Centre/Winnipeg-Centre"," 412","Winnipeg",6,16,4,0,31,22,0,1,80,172
46011,"Winnipeg Centre/Winnipeg-Centre"," 413","Winnipeg",4,17,2,0,27,23,0,3,76,147
46011,"Winnipeg Centre/Winnipeg-Centre"," 414","Winnipeg",4,6,2,0,25,8,0,0,45,164
46011,"Winnipeg Centre/Winnipeg-Centre"," 415","Winnipeg",6,18,3,1,33,32,0,0,93,145
46011,"Winnipeg Centre/Winnipeg-Centre"," 416","Winnipeg",1,11,0,2,30,26,0,0,70,44
46011,"Winnipeg Centre/Winnipeg-Centre"," 417","Winnipeg",Merged with No./Fusionné avec le n°418,,,,,,,,,125
46011,"Winnipeg Centre/Winnipeg-Centre"," 418","Winnipeg",0,47,6,7,38,71,0,0,169,137
46011,"Winnipeg Centre/Winnipeg-Centre"," 500","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,
46011,"Winnipeg Centre/Winnipeg-Centre"," 501","Mobile poll/Bureau itinérant",1,4,1,1,9,7,2,3,28,90
46011,"Winnipeg Centre/Winnipeg-Centre"," 502","Winnipeg",Merged with No./Fusionné avec le n°37,,,,,,,,,98
46011,"Winnipeg Centre/Winnipeg-Centre"," 503","Mobile poll/Bureau itinérant",0,0,0,0,2,5,0,0,7,94
46011,"Winnipeg Centre/Winnipeg-Centre"," 504","Mobile poll/Bureau itinérant",0,6,0,1,13,18,0,2,40,69
46011,"Winnipeg Centre/Winnipeg-Centre"," 505","Mobile poll/Bureau itinérant",0,4,0,0,3,2,0,0,9,20
46011,"Winnipeg Centre/Winnipeg-Centre"," 506","Mobile poll/Bureau itinérant",3,11,1,1,16,23,0,1,56,106
46011,"Winnipeg Centre/Winnipeg-Centre"," 507","Mobile poll/Bureau itinérant",0,6,2,2,6,6,2,0,24,145
46011,"Winnipeg Centre/Winnipeg-Centre"," 508","Mobile poll/Bureau itinérant",0,11,0,4,10,47,0,3,75,136
46011,"Winnipeg Centre/Winnipeg-Centre"," 509","Mobile poll/Bureau itinérant",0,9,2,2,4,11,0,0,28,68
46011,"Winnipeg Centre/Winnipeg-Centre"," 510","Mobile poll/Bureau itinérant",0,3,1,0,19,8,0,1,32,79
46011,"Winnipeg Centre/Winnipeg-Centre"," 511","Mobile poll/Bureau itinérant",2,4,1,0,13,10,0,0,30,80
46011,"Winnipeg Centre/Winnipeg-Centre"," 512","Mobile poll/Bureau itinérant",3,10,2,0,8,16,6,7,52,63
46011,"Winnipeg Centre/Winnipeg-Centre"," 513","Mobile poll/Bureau itinérant",3,1,0,0,16,11,0,0,31,84
46011,"Winnipeg Centre/Winnipeg-Centre"," 600","Winnipeg",15,92,14,11,201,216,0,1,550,
46011,"Winnipeg Centre/Winnipeg-Centre"," 601","Winnipeg",38,74,8,8,285,187,4,11,615,
46011,"Winnipeg Centre/Winnipeg-Centre"," 602","Winnipeg",31,131,13,4,474,309,5,4,971,
46011,"Winnipeg Centre/Winnipeg-Centre"," 603","Winnipeg",54,262,14,8,373,292,7,7,1017,
46011,"Winnipeg Centre/Winnipeg-Centre"," 604","Winnipeg",32,103,21,10,525,198,5,5,899,
46011,"Winnipeg Centre/Winnipeg-Centre"," 605","Winnipeg",41,50,8,10,433,233,8,0,783,
46011,"Winnipeg Centre/Winnipeg-Centre"," 606","Winnipeg",17,34,3,7,163,105,0,6,335,
46011,"Winnipeg Centre/Winnipeg-Centre"," 607","Winnipeg",10,42,9,10,138,118,1,2,330,
46011,"Winnipeg Centre/Winnipeg-Centre"," 608","Winnipeg",27,106,9,5,301,172,2,1,623,
46011,"Winnipeg Centre/Winnipeg-Centre"," 609","Winnipeg",17,41,5,5,168,69,2,3,310,
46011,"Winnipeg Centre/Winnipeg-Centre"," 610","Winnipeg",20,67,11,9,201,175,6,18,507,
46011,"Winnipeg Centre/Winnipeg-Centre"," 611","Winnipeg",11,39,25,4,406,90,7,3,585,
46011,"Winnipeg Centre/Winnipeg-Centre"," 612","Winnipeg",31,44,13,4,484,98,12,3,689,
46011,"Winnipeg Centre/Winnipeg-Centre"," 613","Winnipeg",21,53,28,2,913,191,11,1,1220,
46011,"Winnipeg Centre/Winnipeg-Centre",,Group 1/Groupe 1, 19,59,27,18,220,164,11,32,550,331
46011,"Winnipeg Centre/Winnipeg-Centre",,Group 2/Groupe 2, 31,137,27,4,745,278,15,62,1299,
