Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Marie-Josée Béliveau,Yves-François Blanchet,Michel Blondin,Danila Ejov,Fabrice Gélinas Larrain,Mario Grimard,Marie-Chantal Hamel,Stéphane Robichaud,Thomas Thibault-Vincent,Benjamin Vachon,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24011,"Beloeil--Chambly/Beloeil--Chambly"," 14","Beloeil",12,135,1,2,6,2,48,12,0,0,1,219,517
24011,"Beloeil--Chambly/Beloeil--Chambly"," 15","Beloeil",11,91,0,5,4,0,44,9,1,0,2,167,341
24011,"Beloeil--Chambly/Beloeil--Chambly"," 16A","Beloeil",27,105,0,5,3,1,62,27,0,1,4,235,496
24011,"Beloeil--Chambly/Beloeil--Chambly"," 16B","Beloeil",17,91,0,4,1,4,60,23,2,0,3,205,493
24011,"Beloeil--Chambly/Beloeil--Chambly"," 17","Beloeil",15,109,0,4,2,6,31,16,3,3,1,190,420
24011,"Beloeil--Chambly/Beloeil--Chambly"," 18","Mont-Saint-Hilaire",25,77,0,7,1,2,37,17,1,1,1,169,433
24011,"Beloeil--Chambly/Beloeil--Chambly"," 19","Mont-Saint-Hilaire",22,101,1,2,6,2,45,7,0,0,4,190,465
24011,"Beloeil--Chambly/Beloeil--Chambly"," 20","Mont-Saint-Hilaire",25,104,0,3,7,4,57,12,0,2,6,220,532
24011,"Beloeil--Chambly/Beloeil--Chambly"," 21","Mont-Saint-Hilaire",16,68,0,8,4,1,25,13,1,0,2,138,385
24011,"Beloeil--Chambly/Beloeil--Chambly"," 22","Mont-Saint-Hilaire",26,69,0,5,5,1,48,10,0,0,3,167,421
24011,"Beloeil--Chambly/Beloeil--Chambly"," 23","Mont-Saint-Hilaire",9,60,0,6,1,4,21,15,0,0,3,119,322
24011,"Beloeil--Chambly/Beloeil--Chambly"," 24","Mont-Saint-Hilaire",10,65,0,1,2,1,31,5,0,1,1,117,265
24011,"Beloeil--Chambly/Beloeil--Chambly"," 25A","Mont-Saint-Hilaire",15,81,0,2,4,2,36,10,0,0,1,151,355
24011,"Beloeil--Chambly/Beloeil--Chambly"," 25B","Mont-Saint-Hilaire",14,54,0,2,6,1,34,12,0,0,1,124,318
24011,"Beloeil--Chambly/Beloeil--Chambly"," 26","Mont-Saint-Hilaire",18,64,1,12,1,2,23,12,1,1,2,137,347
24011,"Beloeil--Chambly/Beloeil--Chambly"," 27","Mont-Saint-Hilaire",8,92,0,6,6,3,20,16,1,0,4,156,426
24011,"Beloeil--Chambly/Beloeil--Chambly"," 28","Mont-Saint-Hilaire",23,74,0,2,9,0,31,8,0,0,1,148,395
24011,"Beloeil--Chambly/Beloeil--Chambly"," 29","Mont-Saint-Hilaire",10,52,1,3,0,2,16,4,0,0,3,91,386
24011,"Beloeil--Chambly/Beloeil--Chambly"," 30","Mont-Saint-Hilaire",17,70,0,1,1,2,28,18,0,0,1,138,370
24011,"Beloeil--Chambly/Beloeil--Chambly"," 31","Mont-Saint-Hilaire",18,87,0,1,4,1,26,13,0,0,0,150,417
24011,"Beloeil--Chambly/Beloeil--Chambly"," 32","Mont-Saint-Hilaire",18,89,0,3,3,1,49,23,0,0,3,189,513
24011,"Beloeil--Chambly/Beloeil--Chambly"," 33","Mont-Saint-Hilaire",17,55,1,5,2,2,35,16,0,1,2,136,439
24011,"Beloeil--Chambly/Beloeil--Chambly"," 34","Mont-Saint-Hilaire",4,55,0,1,2,1,27,13,1,0,1,105,322
24011,"Beloeil--Chambly/Beloeil--Chambly"," 35","Mont-Saint-Hilaire",16,40,1,1,0,0,24,5,1,0,2,90,373
24011,"Beloeil--Chambly/Beloeil--Chambly"," 36","Mont-Saint-Hilaire",17,81,0,6,0,4,22,6,2,0,4,142,358
24011,"Beloeil--Chambly/Beloeil--Chambly"," 37","Mont-Saint-Hilaire",21,89,0,5,2,1,37,7,1,0,3,166,462
24011,"Beloeil--Chambly/Beloeil--Chambly"," 38","Mont-Saint-Hilaire",19,82,0,0,5,0,29,22,0,0,2,159,377
24011,"Beloeil--Chambly/Beloeil--Chambly"," 39","Beloeil",15,85,0,1,3,0,29,14,0,1,2,150,384
24011,"Beloeil--Chambly/Beloeil--Chambly"," 40","Beloeil",19,94,0,9,2,1,23,13,0,1,2,164,379
24011,"Beloeil--Chambly/Beloeil--Chambly"," 41","Beloeil",15,114,0,3,4,0,23,5,0,0,2,166,395
24011,"Beloeil--Chambly/Beloeil--Chambly"," 42","Beloeil",16,88,0,5,3,2,32,10,1,0,2,159,394
24011,"Beloeil--Chambly/Beloeil--Chambly"," 43","Beloeil",13,92,1,1,4,1,28,23,0,0,4,167,414
24011,"Beloeil--Chambly/Beloeil--Chambly"," 44","Beloeil",15,97,0,0,2,0,24,13,0,2,1,154,412
24011,"Beloeil--Chambly/Beloeil--Chambly"," 45","Beloeil",15,73,0,1,9,5,36,10,1,0,2,152,408
24011,"Beloeil--Chambly/Beloeil--Chambly"," 46","Beloeil",11,68,1,0,3,1,27,16,1,0,3,131,365
24011,"Beloeil--Chambly/Beloeil--Chambly"," 47","Beloeil",12,68,0,4,5,3,27,14,0,0,2,135,383
24011,"Beloeil--Chambly/Beloeil--Chambly"," 48","Beloeil",19,50,1,2,6,3,19,5,0,1,2,108,332
24011,"Beloeil--Chambly/Beloeil--Chambly"," 49","Beloeil",23,84,0,2,3,1,28,16,0,0,2,159,412
24011,"Beloeil--Chambly/Beloeil--Chambly"," 50","Beloeil",11,48,0,2,4,4,41,3,0,0,0,113,303
24011,"Beloeil--Chambly/Beloeil--Chambly"," 51","Beloeil",7,106,0,4,1,2,35,15,1,1,5,177,416
24011,"Beloeil--Chambly/Beloeil--Chambly"," 52A","Beloeil",11,74,0,6,2,1,23,10,0,2,1,130,293
24011,"Beloeil--Chambly/Beloeil--Chambly"," 52B","Beloeil",15,60,1,0,5,0,25,10,0,0,1,117,306
24011,"Beloeil--Chambly/Beloeil--Chambly"," 53","Beloeil",15,54,1,2,3,2,35,9,0,2,6,129,384
24011,"Beloeil--Chambly/Beloeil--Chambly"," 54","Beloeil",7,55,0,4,2,2,28,10,0,0,6,114,320
24011,"Beloeil--Chambly/Beloeil--Chambly"," 55","Beloeil",17,93,1,2,5,5,24,13,0,0,1,161,416
24011,"Beloeil--Chambly/Beloeil--Chambly"," 56","Beloeil",18,67,1,4,1,0,28,11,1,0,5,136,360
24011,"Beloeil--Chambly/Beloeil--Chambly"," 57","Beloeil",14,89,1,3,5,1,30,10,1,0,4,158,368
24011,"Beloeil--Chambly/Beloeil--Chambly"," 58","Beloeil",4,60,1,1,1,5,34,17,3,0,4,130,407
24011,"Beloeil--Chambly/Beloeil--Chambly"," 59","Beloeil",16,88,0,1,7,2,39,9,0,1,4,167,397
24011,"Beloeil--Chambly/Beloeil--Chambly"," 60","Beloeil",11,81,0,5,1,1,28,17,0,0,4,148,356
24011,"Beloeil--Chambly/Beloeil--Chambly"," 61","Beloeil",13,74,0,0,7,5,30,8,2,1,1,141,367
24011,"Beloeil--Chambly/Beloeil--Chambly"," 62","Beloeil",19,74,2,4,5,2,35,1,1,0,2,145,337
24011,"Beloeil--Chambly/Beloeil--Chambly"," 63A","Beloeil",11,47,0,4,2,1,22,8,1,4,3,103,356
24011,"Beloeil--Chambly/Beloeil--Chambly"," 63B","Beloeil",0,30,0,0,1,0,18,6,0,0,0,55,276
24011,"Beloeil--Chambly/Beloeil--Chambly"," 64","Beloeil",5,67,0,2,3,0,14,5,0,0,5,101,319
24011,"Beloeil--Chambly/Beloeil--Chambly"," 65","Beloeil",17,92,1,0,5,5,38,6,0,1,0,165,385
24011,"Beloeil--Chambly/Beloeil--Chambly"," 66","Beloeil",24,90,0,3,5,2,26,10,0,0,0,160,360
24011,"Beloeil--Chambly/Beloeil--Chambly"," 67","Beloeil",19,57,0,7,4,2,19,14,0,0,1,123,374
24011,"Beloeil--Chambly/Beloeil--Chambly"," 68","Beloeil",13,86,0,1,5,2,28,3,1,2,3,144,355
24011,"Beloeil--Chambly/Beloeil--Chambly"," 69","Beloeil",24,50,0,4,5,5,41,10,0,2,2,143,397
24011,"Beloeil--Chambly/Beloeil--Chambly"," 70","Beloeil",20,77,1,4,4,3,25,10,1,1,1,147,409
24011,"Beloeil--Chambly/Beloeil--Chambly"," 71","Mont-Saint-Hilaire",8,50,0,0,9,2,43,15,1,1,3,132,356
24011,"Beloeil--Chambly/Beloeil--Chambly"," 72","Mont-Saint-Hilaire",13,79,0,2,5,1,51,8,0,0,1,160,347
24011,"Beloeil--Chambly/Beloeil--Chambly"," 73","Mont-Saint-Hilaire",7,60,0,6,6,0,36,15,0,0,0,130,320
24011,"Beloeil--Chambly/Beloeil--Chambly"," 74","Mont-Saint-Hilaire",26,106,2,2,9,4,51,17,0,0,3,220,484
24011,"Beloeil--Chambly/Beloeil--Chambly"," 75","Otterburn Park",15,80,0,8,5,0,34,10,0,0,2,154,428
24011,"Beloeil--Chambly/Beloeil--Chambly"," 76","Mont-Saint-Hilaire",19,57,0,6,3,0,35,17,0,0,1,138,331
24011,"Beloeil--Chambly/Beloeil--Chambly"," 77","Otterburn Park",21,71,1,8,1,2,38,14,0,0,1,157,408
24011,"Beloeil--Chambly/Beloeil--Chambly"," 78","Otterburn Park",33,125,0,5,2,5,49,15,1,0,1,236,536
24011,"Beloeil--Chambly/Beloeil--Chambly"," 79","Otterburn Park",25,76,2,1,10,3,37,6,3,2,2,167,422
24011,"Beloeil--Chambly/Beloeil--Chambly"," 80","Otterburn Park",23,61,2,7,5,0,22,9,0,0,1,130,382
24011,"Beloeil--Chambly/Beloeil--Chambly"," 81","Otterburn Park",17,90,0,0,4,7,29,9,3,2,0,161,373
24011,"Beloeil--Chambly/Beloeil--Chambly"," 82","Mont-Saint-Hilaire",17,88,0,2,7,3,46,13,0,0,4,180,431
24011,"Beloeil--Chambly/Beloeil--Chambly"," 83","Mont-Saint-Hilaire",16,71,0,5,4,4,37,9,0,0,3,149,372
24011,"Beloeil--Chambly/Beloeil--Chambly"," 84","Mont-Saint-Hilaire",26,85,0,1,9,2,40,11,1,1,0,176,438
24011,"Beloeil--Chambly/Beloeil--Chambly"," 85","Mont-Saint-Hilaire",22,62,0,2,3,1,37,5,0,0,4,136,381
24011,"Beloeil--Chambly/Beloeil--Chambly"," 86","Mont-Saint-Hilaire",15,81,1,6,6,0,33,6,1,0,1,150,422
24011,"Beloeil--Chambly/Beloeil--Chambly"," 87","McMasterville",6,77,0,4,2,2,30,9,1,0,0,131,305
24011,"Beloeil--Chambly/Beloeil--Chambly"," 88","McMasterville",9,58,0,1,2,3,29,11,1,1,1,116,277
24011,"Beloeil--Chambly/Beloeil--Chambly"," 89","McMasterville",12,56,2,2,4,2,23,4,0,0,1,106,287
24011,"Beloeil--Chambly/Beloeil--Chambly"," 90","McMasterville",15,49,1,1,2,2,25,7,1,1,2,106,290
24011,"Beloeil--Chambly/Beloeil--Chambly"," 91","McMasterville",11,66,1,6,1,5,42,18,0,0,2,152,344
24011,"Beloeil--Chambly/Beloeil--Chambly"," 92","McMasterville",5,51,0,0,0,0,17,8,1,0,3,85,233
24011,"Beloeil--Chambly/Beloeil--Chambly"," 93","McMasterville",11,43,1,3,4,1,22,6,0,2,1,94,220
24011,"Beloeil--Chambly/Beloeil--Chambly"," 94","McMasterville",18,58,0,3,6,3,22,9,0,2,0,121,294
24011,"Beloeil--Chambly/Beloeil--Chambly"," 95","McMasterville",21,91,2,4,3,2,35,13,1,0,5,177,397
24011,"Beloeil--Chambly/Beloeil--Chambly"," 96","McMasterville",11,51,1,5,4,4,24,5,0,0,3,108,335
24011,"Beloeil--Chambly/Beloeil--Chambly"," 97","McMasterville",4,57,0,6,7,1,29,8,2,1,7,122,274
24011,"Beloeil--Chambly/Beloeil--Chambly"," 98","McMasterville",14,67,0,2,1,0,16,16,2,1,3,122,318
24011,"Beloeil--Chambly/Beloeil--Chambly"," 99","McMasterville",11,46,1,0,6,5,21,7,0,1,5,103,301
24011,"Beloeil--Chambly/Beloeil--Chambly"," 100","McMasterville",8,88,2,7,8,4,38,6,0,1,8,170,460
24011,"Beloeil--Chambly/Beloeil--Chambly"," 101","Otterburn Park",11,81,2,3,6,0,39,12,1,1,6,162,425
24011,"Beloeil--Chambly/Beloeil--Chambly"," 102","Otterburn Park",18,101,0,11,6,2,29,20,0,1,6,194,503
24011,"Beloeil--Chambly/Beloeil--Chambly"," 103","Otterburn Park",24,95,2,2,3,1,46,14,1,0,3,191,442
24011,"Beloeil--Chambly/Beloeil--Chambly"," 104","Otterburn Park",14,81,0,5,1,2,34,17,0,1,1,156,440
24011,"Beloeil--Chambly/Beloeil--Chambly"," 105","Otterburn Park",16,104,1,3,7,1,19,12,2,1,1,167,423
24011,"Beloeil--Chambly/Beloeil--Chambly"," 106","Otterburn Park",14,98,0,1,6,3,61,12,0,0,3,198,458
24011,"Beloeil--Chambly/Beloeil--Chambly"," 107","Otterburn Park",24,88,1,7,9,2,46,12,1,0,0,190,425
24011,"Beloeil--Chambly/Beloeil--Chambly"," 108","Otterburn Park",29,97,1,0,4,7,24,19,0,0,2,183,471
24011,"Beloeil--Chambly/Beloeil--Chambly"," 109","Otterburn Park",13,81,0,1,5,1,41,19,0,0,1,162,450
24011,"Beloeil--Chambly/Beloeil--Chambly"," 110","Saint-Jean-Baptiste",12,69,0,5,5,0,20,14,1,0,0,126,304
24011,"Beloeil--Chambly/Beloeil--Chambly"," 111","Saint-Jean-Baptiste",13,67,0,9,1,4,36,17,0,0,5,152,371
24011,"Beloeil--Chambly/Beloeil--Chambly"," 112","Saint-Jean-Baptiste",8,67,2,8,1,0,15,14,2,1,3,121,343
24011,"Beloeil--Chambly/Beloeil--Chambly"," 113","Saint-Jean-Baptiste",8,60,0,3,4,1,18,10,1,0,4,109,217
24011,"Beloeil--Chambly/Beloeil--Chambly"," 114","Saint-Jean-Baptiste",15,109,1,3,4,2,37,22,0,0,4,197,302
24011,"Beloeil--Chambly/Beloeil--Chambly"," 115","Saint-Jean-Baptiste",13,76,1,7,5,6,36,27,1,1,6,179,390
24011,"Beloeil--Chambly/Beloeil--Chambly"," 116","Saint-Jean-Baptiste",4,58,0,6,2,0,18,14,0,2,2,106,308
24011,"Beloeil--Chambly/Beloeil--Chambly"," 117","Saint-Jean-Baptiste",6,61,2,7,2,0,14,8,0,0,5,105,251
24011,"Beloeil--Chambly/Beloeil--Chambly"," 118","Saint-Mathias-sur-Richelieu",22,86,0,2,1,1,29,10,0,1,5,157,339
24011,"Beloeil--Chambly/Beloeil--Chambly"," 119","Saint-Mathias-sur-Richelieu",9,71,2,5,2,1,32,15,0,1,2,140,314
24011,"Beloeil--Chambly/Beloeil--Chambly"," 120","Saint-Mathias-sur-Richelieu",12,58,1,2,5,1,22,6,0,2,2,111,303
24011,"Beloeil--Chambly/Beloeil--Chambly"," 121","Saint-Mathias-sur-Richelieu",7,52,0,6,4,1,22,22,0,1,5,120,285
24011,"Beloeil--Chambly/Beloeil--Chambly"," 122","Saint-Mathias-sur-Richelieu",7,89,0,5,5,3,35,11,1,1,1,158,365
24011,"Beloeil--Chambly/Beloeil--Chambly"," 123","Saint-Mathias-sur-Richelieu",8,67,0,1,6,3,28,11,2,0,3,129,294
24011,"Beloeil--Chambly/Beloeil--Chambly"," 124","Saint-Mathias-sur-Richelieu",17,90,1,1,3,0,25,14,0,1,1,153,404
24011,"Beloeil--Chambly/Beloeil--Chambly"," 125","Saint-Mathias-sur-Richelieu",18,73,2,3,8,1,19,10,0,0,2,136,347
24011,"Beloeil--Chambly/Beloeil--Chambly"," 126","Saint-Mathias-sur-Richelieu",9,81,0,6,5,1,14,12,1,0,6,135,407
24011,"Beloeil--Chambly/Beloeil--Chambly"," 127","Saint-Mathias-sur-Richelieu",6,64,1,0,2,1,28,12,2,0,7,123,371
24011,"Beloeil--Chambly/Beloeil--Chambly"," 128","Saint-Mathias-sur-Richelieu",11,46,0,5,4,2,17,16,0,1,4,106,289
24011,"Beloeil--Chambly/Beloeil--Chambly"," 129A","Carignan",11,51,0,2,0,2,53,22,0,0,1,142,397
24011,"Beloeil--Chambly/Beloeil--Chambly"," 129B","Carignan",5,44,0,0,3,2,42,21,0,0,1,118,280
24011,"Beloeil--Chambly/Beloeil--Chambly"," 130","Carignan",17,71,0,4,5,0,34,16,1,1,1,150,418
24011,"Beloeil--Chambly/Beloeil--Chambly"," 131","Carignan",20,135,0,2,10,2,42,21,2,3,5,242,552
24011,"Beloeil--Chambly/Beloeil--Chambly"," 132","Carignan",8,104,0,3,4,2,40,19,2,1,2,185,436
24011,"Beloeil--Chambly/Beloeil--Chambly"," 133","Marieville",11,68,0,6,3,2,27,27,1,1,6,152,411
24011,"Beloeil--Chambly/Beloeil--Chambly"," 134","Marieville",8,73,0,7,4,0,25,9,0,1,4,131,441
24011,"Beloeil--Chambly/Beloeil--Chambly"," 135","Marieville",28,141,1,8,3,2,58,30,1,2,4,278,568
24011,"Beloeil--Chambly/Beloeil--Chambly"," 136","Marieville",5,34,1,6,1,2,17,14,0,0,6,86,270
24011,"Beloeil--Chambly/Beloeil--Chambly"," 137","Marieville",4,53,0,2,0,2,12,10,0,0,3,86,326
24011,"Beloeil--Chambly/Beloeil--Chambly"," 138","Marieville",19,74,0,3,0,3,24,12,1,2,6,144,522
24011,"Beloeil--Chambly/Beloeil--Chambly"," 139","Marieville",18,79,0,4,4,0,26,13,1,1,1,147,436
24011,"Beloeil--Chambly/Beloeil--Chambly"," 140","Marieville",33,120,0,8,5,2,34,14,1,1,5,223,588
24011,"Beloeil--Chambly/Beloeil--Chambly"," 141","Marieville",10,66,3,3,2,3,24,12,0,2,1,126,395
24011,"Beloeil--Chambly/Beloeil--Chambly"," 142","Marieville",6,48,1,3,4,1,16,19,0,1,5,104,348
24011,"Beloeil--Chambly/Beloeil--Chambly"," 143","Marieville",11,40,0,6,2,0,23,5,0,0,3,90,300
24011,"Beloeil--Chambly/Beloeil--Chambly"," 144","Marieville",10,69,0,2,2,2,31,13,0,2,2,133,368
24011,"Beloeil--Chambly/Beloeil--Chambly"," 145","Marieville",4,51,0,3,2,3,11,7,1,1,4,87,331
24011,"Beloeil--Chambly/Beloeil--Chambly"," 146","Marieville",24,130,1,8,3,2,44,25,1,0,6,244,576
24011,"Beloeil--Chambly/Beloeil--Chambly"," 147","Marieville",14,87,2,4,5,1,43,11,1,2,6,176,385
24011,"Beloeil--Chambly/Beloeil--Chambly"," 148A","Chambly",19,43,0,6,1,1,20,11,0,0,2,103,274
24011,"Beloeil--Chambly/Beloeil--Chambly"," 148B","Chambly",19,69,0,3,5,1,59,21,0,0,5,182,440
24011,"Beloeil--Chambly/Beloeil--Chambly"," 149","Chambly",16,57,0,4,5,6,68,24,0,0,1,181,447
24011,"Beloeil--Chambly/Beloeil--Chambly"," 150","Chambly",13,58,0,4,2,3,24,7,0,1,1,113,311
24011,"Beloeil--Chambly/Beloeil--Chambly"," 151","Chambly",21,80,0,0,0,1,39,13,1,0,0,155,378
24011,"Beloeil--Chambly/Beloeil--Chambly"," 152","Chambly",18,75,0,7,2,1,42,10,0,0,0,155,359
24011,"Beloeil--Chambly/Beloeil--Chambly"," 153","Chambly",18,89,0,9,1,1,13,16,2,0,4,153,440
24011,"Beloeil--Chambly/Beloeil--Chambly"," 154","Chambly",22,82,0,10,2,1,33,15,1,2,5,173,424
24011,"Beloeil--Chambly/Beloeil--Chambly"," 155","Chambly",27,93,2,6,7,2,37,8,1,0,6,189,447
24011,"Beloeil--Chambly/Beloeil--Chambly"," 156","Chambly",22,97,3,4,3,1,35,9,2,1,2,179,457
24011,"Beloeil--Chambly/Beloeil--Chambly"," 157","Chambly",7,69,0,6,2,8,28,11,1,1,1,134,379
24011,"Beloeil--Chambly/Beloeil--Chambly"," 158","Chambly",23,83,1,7,5,1,35,14,1,0,0,170,334
24011,"Beloeil--Chambly/Beloeil--Chambly"," 159","Chambly",18,57,0,7,5,1,29,10,0,2,5,134,341
24011,"Beloeil--Chambly/Beloeil--Chambly"," 160","Chambly",13,54,0,2,2,2,24,13,1,0,1,112,290
24011,"Beloeil--Chambly/Beloeil--Chambly"," 161","Chambly",12,72,3,12,5,2,15,2,0,1,1,125,388
24011,"Beloeil--Chambly/Beloeil--Chambly"," 162","Chambly",16,73,0,4,7,1,25,15,0,1,5,147,392
24011,"Beloeil--Chambly/Beloeil--Chambly"," 163","Chambly",16,54,0,9,7,2,29,14,0,3,4,138,445
24011,"Beloeil--Chambly/Beloeil--Chambly"," 164","Chambly",25,75,1,2,4,0,43,9,0,0,4,163,378
24011,"Beloeil--Chambly/Beloeil--Chambly"," 165","Chambly",10,83,0,4,3,0,22,8,1,0,1,132,332
24011,"Beloeil--Chambly/Beloeil--Chambly"," 166","Chambly",13,40,0,1,2,0,20,4,0,0,1,81,269
24011,"Beloeil--Chambly/Beloeil--Chambly"," 167","Chambly",14,79,0,3,2,1,30,10,0,0,1,140,334
24011,"Beloeil--Chambly/Beloeil--Chambly"," 168","Chambly",18,99,0,2,2,2,34,12,0,0,1,170,408
24011,"Beloeil--Chambly/Beloeil--Chambly"," 169","Chambly",10,74,0,5,0,4,44,5,0,2,1,145,370
24011,"Beloeil--Chambly/Beloeil--Chambly"," 170","Chambly",8,60,0,4,2,1,27,9,0,1,7,119,313
24011,"Beloeil--Chambly/Beloeil--Chambly"," 171","Chambly",24,112,0,1,7,5,49,23,0,0,1,222,477
24011,"Beloeil--Chambly/Beloeil--Chambly"," 172","Chambly",27,91,1,3,3,1,43,27,1,0,1,198,452
24011,"Beloeil--Chambly/Beloeil--Chambly"," 173","Chambly",17,117,2,6,5,2,55,40,0,1,3,248,503
24011,"Beloeil--Chambly/Beloeil--Chambly"," 174","Marieville",12,63,1,1,2,3,22,11,1,0,3,119,395
24011,"Beloeil--Chambly/Beloeil--Chambly"," 175","Marieville",13,58,1,6,0,5,30,10,1,1,4,129,430
24011,"Beloeil--Chambly/Beloeil--Chambly"," 176","Marieville",14,100,0,6,3,2,43,26,1,0,6,201,550
24011,"Beloeil--Chambly/Beloeil--Chambly"," 177","Marieville",10,58,0,3,2,3,18,19,0,0,3,116,318
24011,"Beloeil--Chambly/Beloeil--Chambly"," 178","Marieville",13,55,1,4,4,4,16,20,0,0,0,117,359
24011,"Beloeil--Chambly/Beloeil--Chambly"," 179","Chambly",25,103,0,5,10,1,40,17,2,2,5,210,449
24011,"Beloeil--Chambly/Beloeil--Chambly"," 180","Chambly",26,99,1,12,3,2,49,15,0,0,6,213,520
24011,"Beloeil--Chambly/Beloeil--Chambly"," 181","Chambly",21,82,1,7,1,2,40,18,1,1,5,179,394
24011,"Beloeil--Chambly/Beloeil--Chambly"," 182","Chambly",16,66,0,8,6,4,23,10,0,1,4,138,323
24011,"Beloeil--Chambly/Beloeil--Chambly"," 183","Chambly",40,94,1,4,6,5,40,8,0,2,4,204,440
24011,"Beloeil--Chambly/Beloeil--Chambly"," 184","Chambly",13,68,0,5,3,1,34,6,0,1,3,134,329
24011,"Beloeil--Chambly/Beloeil--Chambly"," 185","Chambly",10,93,0,3,6,0,30,19,0,0,2,163,405
24011,"Beloeil--Chambly/Beloeil--Chambly"," 186","Chambly",24,96,0,1,7,1,47,14,1,0,1,192,451
24011,"Beloeil--Chambly/Beloeil--Chambly"," 187","Chambly",15,119,0,1,5,1,45,22,2,0,6,216,510
24011,"Beloeil--Chambly/Beloeil--Chambly"," 188","Chambly",24,129,0,3,4,4,37,28,0,0,0,229,507
24011,"Beloeil--Chambly/Beloeil--Chambly"," 189","Chambly",18,91,1,14,1,2,52,7,1,1,1,189,510
24011,"Beloeil--Chambly/Beloeil--Chambly"," 190","Richelieu",13,60,0,5,1,0,28,12,1,0,3,123,320
24011,"Beloeil--Chambly/Beloeil--Chambly"," 191","Richelieu",17,63,1,5,5,1,34,5,0,0,3,134,463
24011,"Beloeil--Chambly/Beloeil--Chambly"," 192","Richelieu",10,66,1,3,4,1,23,14,1,2,2,127,402
24011,"Beloeil--Chambly/Beloeil--Chambly"," 193","Richelieu",14,75,1,2,6,0,24,15,0,1,4,142,394
24011,"Beloeil--Chambly/Beloeil--Chambly"," 194","Richelieu",15,80,1,3,6,4,21,11,0,0,0,141,400
24011,"Beloeil--Chambly/Beloeil--Chambly"," 195","Richelieu",14,71,0,10,4,2,41,9,0,4,0,155,388
24011,"Beloeil--Chambly/Beloeil--Chambly"," 196","Richelieu",22,109,1,6,4,2,64,24,0,1,4,237,554
24011,"Beloeil--Chambly/Beloeil--Chambly"," 197","Richelieu",11,68,1,10,5,1,15,6,0,1,2,120,341
24011,"Beloeil--Chambly/Beloeil--Chambly"," 198A","Richelieu",21,53,0,6,5,1,24,11,0,2,4,127,351
24011,"Beloeil--Chambly/Beloeil--Chambly"," 198B","Richelieu",16,42,1,4,0,2,24,16,1,0,3,109,350
24011,"Beloeil--Chambly/Beloeil--Chambly"," 199","Richelieu",15,70,0,6,6,4,28,10,0,0,2,141,404
24011,"Beloeil--Chambly/Beloeil--Chambly"," 200","Chambly",16,74,0,4,4,3,36,12,1,1,9,160,401
24011,"Beloeil--Chambly/Beloeil--Chambly"," 201A","Chambly",11,61,0,2,3,0,39,10,0,0,1,127,308
24011,"Beloeil--Chambly/Beloeil--Chambly"," 201B","Chambly",19,47,1,3,1,1,23,15,0,1,2,113,314
