Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Marcos Alves,Marc Audet,Marie-Laurence Desgagné,Engineer-Ingénieur Hu,Alexandra Mendès,Brenda Ross,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 32","Brossard",11,11,27,4,75,6,10,144,339
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 33","Brossard",15,10,33,4,127,7,4,200,478
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 34","Brossard",28,21,24,2,89,5,2,171,426
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 35","Brossard",16,11,24,2,75,8,0,136,408
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 36","Brossard",15,10,24,1,80,3,6,139,366
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 37","Brossard",25,24,17,1,82,6,3,158,446
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 38","Brossard",11,25,21,1,84,3,0,145,429
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 39","Brossard",17,11,21,0,76,9,4,138,482
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 40","Brossard",19,30,29,4,74,7,4,167,480
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 41","Brossard",23,13,31,1,63,11,4,146,329
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 42","Brossard",12,14,11,8,75,12,1,133,336
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 43","Brossard",18,13,17,3,62,5,1,119,436
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 44","Brossard",7,21,25,3,82,7,2,147,535
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 45","Brossard",9,18,19,1,64,1,2,114,370
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 46","Brossard",21,25,25,0,72,3,5,151,370
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 47","Brossard",10,11,14,1,42,2,1,81,322
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 48","Brossard",16,20,41,0,77,8,2,164,502
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 49","Brossard",6,10,22,0,46,4,0,88,441
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 50","Saint-Lambert",4,13,22,0,28,2,1,70,243
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 51","Saint-Lambert",18,17,41,0,75,0,0,151,367
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 52","Saint-Lambert",20,12,31,0,63,0,3,129,378
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 53","Saint-Lambert",20,17,26,0,59,2,1,125,399
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 54","Saint-Lambert",22,20,28,1,52,2,1,126,367
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 55","Saint-Lambert",12,12,40,2,92,1,2,161,412
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 56","Saint-Lambert",24,37,43,1,94,1,1,201,459
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 57","Saint-Lambert",8,32,49,1,82,0,3,175,515
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 58","Saint-Lambert",18,12,18,2,56,7,3,116,387
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 59","Saint-Lambert",23,21,31,0,91,2,2,170,448
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 60","Saint-Lambert",11,15,20,0,78,5,1,130,397
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 61","Saint-Lambert",17,6,32,2,72,0,1,130,490
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 62","Brossard",10,12,13,4,73,7,1,120,297
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 63","Brossard",13,17,32,3,84,8,2,159,416
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 64","Brossard",16,13,36,1,66,7,4,143,295
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 65","Brossard",8,28,13,2,72,0,0,123,315
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 66","Brossard",15,21,44,1,59,2,7,149,339
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 67","Brossard",19,17,6,2,71,4,0,119,375
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 68","Brossard",16,20,16,3,78,3,1,137,396
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 69","Brossard",12,13,20,0,55,7,4,111,325
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 70","Brossard",14,12,31,1,53,0,1,112,308
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 71","Brossard",8,21,32,0,87,7,2,157,393
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 72","Brossard",20,14,10,1,86,7,0,138,352
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 73","Brossard",8,16,11,0,69,3,1,108,353
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 74","Brossard",12,17,20,6,44,5,3,107,416
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 75","Brossard",7,16,18,1,49,4,1,96,273
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 76","Brossard",43,13,10,11,130,3,4,214,535
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 77","Brossard",17,13,30,3,63,5,3,134,416
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 78","Brossard",24,10,11,1,57,1,0,104,316
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 79","Brossard",14,31,22,5,101,4,3,180,469
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 80","Brossard",14,24,33,4,112,4,4,195,440
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 81","Brossard",15,21,13,1,63,4,0,117,324
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 82","Brossard",13,16,20,2,84,11,3,149,469
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 83","Brossard",10,12,24,3,64,5,1,119,420
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 84","Brossard",32,22,26,0,93,12,1,186,442
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 85","Brossard",11,25,17,6,103,8,3,173,366
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 86","Brossard",13,7,11,5,67,2,1,106,374
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 87","Brossard",7,20,43,0,73,7,2,152,394
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 88","Brossard",12,12,26,3,87,9,5,154,496
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 89","Brossard",13,19,18,1,77,9,0,137,421
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 90","Brossard",24,24,30,4,81,10,2,175,423
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 91","Brossard",23,12,20,2,58,3,0,118,373
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 92","Brossard",10,13,25,1,79,2,3,133,405
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 93","Brossard",7,14,15,1,66,3,0,106,386
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 94","Brossard",9,13,15,2,77,5,2,123,351
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 95","Brossard",18,19,26,3,89,16,1,172,515
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 96","Brossard",19,23,16,4,79,3,0,144,385
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 97","Brossard",22,30,13,1,86,1,1,154,398
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 98","Brossard",17,8,20,2,90,6,3,146,488
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 99","Brossard",22,15,30,1,67,5,2,142,341
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 100","Brossard",20,16,33,1,78,7,1,156,418
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 101","Brossard",12,20,19,3,59,2,2,117,352
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 102","Brossard",19,22,31,1,103,6,4,186,518
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 103","Brossard",9,7,18,0,50,5,1,90,331
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 104","Brossard",21,20,18,1,56,0,4,120,321
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 105","Brossard",13,10,12,2,66,2,2,107,344
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 106","Brossard",10,24,18,2,47,5,5,111,304
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 107","Brossard",10,13,5,2,35,8,1,74,266
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 108","Brossard",13,12,9,1,87,4,1,127,381
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 109","Brossard",17,22,15,0,76,1,0,131,311
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 110","Brossard",15,19,21,0,73,8,5,141,386
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 111","Brossard",27,27,36,2,81,7,5,185,455
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 112","Brossard",23,18,24,0,82,4,2,153,354
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 113","Brossard",24,15,29,2,89,4,4,167,399
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 114","Brossard",9,25,15,5,106,2,0,162,418
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 115","Brossard",6,17,29,4,84,7,2,149,363
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 116","Brossard",10,28,21,3,81,7,0,150,336
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 117","Brossard",16,17,10,2,70,3,2,120,372
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 118","Brossard",27,29,7,3,99,9,5,179,463
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 119","Brossard",23,14,7,0,59,6,0,109,297
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 120","Brossard",9,14,20,2,94,7,1,147,426
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 121","Brossard",10,8,11,2,59,4,0,94,225
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 122","Brossard",22,15,16,2,74,7,0,136,389
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 123","Brossard",14,14,19,4,129,5,7,192,498
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 124","Brossard",11,23,11,4,53,4,1,107,335
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 125","Brossard",19,12,25,4,69,6,1,136,376
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 126","Brossard",12,21,34,1,95,4,2,169,408
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 127","Brossard",16,17,26,2,85,7,1,154,443
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 128","Brossard",20,19,32,2,85,6,1,165,383
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 129","Brossard",6,8,17,0,61,4,0,96,323
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 130","Brossard",15,18,15,1,92,1,3,145,383
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 131","Brossard",12,16,17,4,83,4,1,137,393
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 132","Brossard",11,13,24,1,49,4,0,102,289
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 133","Brossard",14,25,40,2,87,6,1,175,487
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 134","Brossard",16,18,17,2,92,0,2,147,437
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 135","Brossard",16,14,34,1,74,3,0,142,419
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 136","Brossard",9,9,13,1,83,0,0,115,323
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 137","Brossard",4,4,8,0,53,0,1,70,259
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 138","Brossard",18,23,14,2,77,2,0,136,414
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 139","Brossard",16,17,23,1,62,3,1,123,436
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 140","Brossard",35,20,21,2,106,4,3,191,464
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 141","Brossard",20,10,12,0,106,7,0,155,438
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 142","Brossard",14,20,19,3,83,4,0,143,441
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 143","Brossard",8,14,5,1,100,6,1,135,377
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 144A","Brossard",26,14,26,2,104,6,1,179,427
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 144B","Brossard",26,21,29,2,97,3,2,180,460
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 145","Brossard",19,14,33,5,84,2,1,158,438
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 146","Brossard",26,13,28,0,75,4,2,148,481
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 147","Brossard",16,18,12,0,89,0,2,137,393
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 148A","Brossard",28,19,23,0,73,3,0,146,501
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 148B","Brossard",17,16,25,2,81,1,4,146,508
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 149","Brossard",11,14,25,3,60,1,2,116,402
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 150A","Brossard",14,11,10,1,55,2,1,94,317
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 150B","Brossard",16,13,18,1,64,2,0,114,384
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 151","Brossard",13,31,21,2,93,1,3,164,461
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 152","Brossard",46,13,17,1,78,3,0,158,400
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 153","Brossard",43,13,7,0,83,0,3,149,413
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 154","Brossard",30,9,26,1,103,4,6,179,566
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 155A","Brossard",16,8,18,0,36,4,0,82,344
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 155B","Brossard",9,3,12,1,21,0,1,47,323
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 156","Brossard",8,1,25,0,39,0,2,75,386
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 157A","Brossard",11,6,16,0,42,7,2,84,433
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 157B","Brossard",9,7,21,1,41,1,1,81,442
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 158","Brossard",25,14,30,2,104,5,2,182,484
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 159","Brossard",21,20,25,4,90,4,2,166,455
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 160","Brossard",13,13,7,1,63,3,0,100,387
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 161","Brossard",10,4,15,0,19,0,2,50,493
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 162","Brossard",32,16,20,0,102,2,6,178,488
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 163","Brossard",18,18,19,3,87,5,1,151,456
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 164","Brossard",7,6,10,3,56,1,0,83,319
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 165","Brossard",26,16,21,1,100,2,0,166,406
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 166","Brossard",18,17,7,2,60,6,0,110,422
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 167","Brossard",19,8,4,0,69,2,0,102,316
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 168","Brossard",27,22,7,1,68,5,1,131,493
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 169","Brossard",16,12,18,3,44,4,0,97,339
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 170A","Brossard",24,11,8,0,47,2,2,94,365
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 170B","Brossard",20,14,8,1,94,5,1,143,444
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 171","Brossard",16,10,14,4,62,4,2,112,419
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 172","Brossard",4,6,12,4,62,1,1,90,335
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 173","Brossard",11,13,10,1,58,2,1,96,340
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 174","Brossard",12,6,14,2,39,2,0,75,380
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 175","Brossard",14,10,13,1,55,3,0,96,377
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 176","Brossard",18,18,18,1,61,4,1,121,408
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 177","Brossard",31,16,16,1,69,11,1,145,390
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 178","Brossard",21,19,21,2,97,9,3,172,513
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 179","Brossard",12,19,6,3,50,3,1,94,385
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 180","Brossard",20,24,21,1,83,6,3,158,459
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 181","Brossard",9,14,9,1,87,0,4,124,362
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 182","Brossard",15,21,9,4,65,7,1,122,352
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 183","Brossard",18,30,14,0,94,4,1,161,431
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 184A","Brossard",19,23,24,0,51,6,0,123,413
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 184B","Brossard",25,20,27,0,63,5,0,140,448
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 184C","Brossard",18,9,18,1,65,7,1,119,405
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 185","Brossard",13,11,18,0,44,3,0,89,298
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 186","Brossard",17,8,7,1,59,2,2,96,432
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 187","Brossard",23,20,18,2,85,5,2,155,478
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 188","Brossard",14,13,12,5,42,3,1,90,366
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 189","Brossard",6,11,3,1,46,1,0,68,373
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 190","Brossard",26,17,22,4,113,5,0,187,561
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 191","Brossard",10,10,16,1,37,7,1,82,487
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 400","Brossard",14,6,65,2,183,1,13,284,423
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 401","Brossard",27,1,78,4,166,0,6,282,435
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 402","Brossard",21,3,57,2,135,1,9,228,375
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 403","Brossard",17,3,53,4,134,2,10,223,294
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 500","Mobile poll/Bureau itinérant",3,0,4,2,13,2,1,25,69
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 501","Mobile poll/Bureau itinérant",2,0,4,0,10,0,2,18,21
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 502","Mobile poll/Bureau itinérant",1,2,7,1,25,1,0,37,105
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 503","Mobile poll/Bureau itinérant",8,0,9,1,27,0,0,45,79
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 504","Mobile poll/Bureau itinérant",7,3,5,4,51,1,4,75,96
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 505","Mobile poll/Bureau itinérant",1,0,6,0,13,0,2,22,65
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 506","Mobile poll/Bureau itinérant",1,1,1,2,8,0,1,14,43
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 507","Mobile poll/Bureau itinérant",4,5,16,3,38,0,3,69,122
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 508","Mobile poll/Bureau itinérant",3,0,10,1,24,0,4,42,124
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 509","Mobile poll/Bureau itinérant",2,1,0,11,1,4,1,20,67
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 510","Mobile poll/Bureau itinérant",1,2,4,1,9,0,2,19,136
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 600","Saint-Lambert",99,126,391,12,639,7,13,1287,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 601","Saint-Lambert",115,154,471,14,676,24,33,1487,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 602","Saint-Lambert",106,98,277,6,535,11,9,1042,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 603","Saint-Lambert",146,81,308,13,688,11,9,1256,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 604","Brossard",97,82,171,4,481,24,11,870,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 605","Brossard",100,71,221,10,472,38,10,922,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 606","Brossard",62,69,229,12,432,34,22,860,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 607","Brossard",178,115,273,13,745,30,10,1364,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 608","Brossard",142,103,204,15,529,34,12,1039,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 609","Brossard",157,93,305,11,615,21,10,1212,
