Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Doug Bebb,Terry Grimwood,Gordon Jeffrey,Avi Lewis,Chris MacGregor,Mike Simpson,Patrick Weiler,John Weston,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 199","West Vancouver",8,0,0,18,0,2,52,46,2,128,441
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 200","West Vancouver",4,0,0,10,0,7,46,35,2,104,354
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 201","West Vancouver",0,0,0,9,0,4,25,12,0,50,211
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 202","West Vancouver",2,0,1,12,0,7,57,46,0,125,411
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 203","West Vancouver",1,0,0,15,0,2,53,30,1,102,370
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 204","West Vancouver",4,0,0,24,1,4,60,25,0,118,393
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 205","West Vancouver",8,0,0,20,0,5,57,44,0,134,512
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 206","West Vancouver",2,0,0,15,0,3,30,47,2,99,404
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 207","West Vancouver",4,0,0,13,0,10,73,54,1,155,500
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 208","West Vancouver",1,0,0,17,0,4,66,56,2,146,446
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 209","West Vancouver",6,0,0,31,0,9,87,78,0,211,490
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 210","West Vancouver",4,0,0,14,0,12,61,72,0,163,444
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 211","West Vancouver",0,0,0,27,0,7,56,79,0,169,476
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 212","West Vancouver",3,0,0,13,0,7,31,51,0,105,410
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 213","West Vancouver",8,0,0,18,0,3,53,64,0,146,446
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 214","West Vancouver",2,0,0,16,0,15,46,52,0,131,449
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 215","West Vancouver",4,0,0,9,0,1,38,42,0,94,299
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 216","West Vancouver",8,0,0,20,1,10,63,54,2,158,450
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 217","West Vancouver",9,0,0,30,0,7,73,87,1,207,607
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 218","West Vancouver",5,0,0,30,0,3,56,27,1,122,444
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 219","West Vancouver",4,1,0,25,0,7,64,75,2,178,481
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 220","West Vancouver",6,0,0,10,0,5,76,36,1,134,505
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 221","West Vancouver",2,0,0,11,0,6,57,27,0,103,430
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 222","West Vancouver",11,0,0,21,0,14,80,52,1,179,433
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 223","West Vancouver",9,0,0,26,0,7,69,72,0,183,568
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 224","Capilano 5",0,1,0,13,0,4,46,23,0,87,259
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 225","West Vancouver",2,0,0,16,0,4,71,33,0,126,663
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 226","Capilano 5",2,0,0,7,0,1,51,25,0,86,329
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 227","Capilano 5",4,0,0,88,1,4,13,9,1,120,397
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 228","Capilano 5",3,0,0,37,0,5,27,18,0,90,349
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 229","Capilano 5",9,0,1,25,0,6,61,20,0,122,451
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 230","Capilano 5",2,0,0,63,0,2,18,5,1,91,378
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 500","Mobile poll/Bureau itinérant",1,0,0,3,0,2,4,6,0,16,20
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 501","Sechelt ",Merged with No./Fusionné avec le n°101,,,,,,,,,,62
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 502","Mobile poll/Bureau itinérant",1,1,0,4,1,0,3,5,0,15,23
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 503","Mobile poll/Bureau itinérant",2,1,2,11,0,8,14,10,1,49,75
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 504","Mobile poll/Bureau itinérant",0,1,0,16,1,5,20,10,0,53,76
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 505","Squamish ",Merged with No./Fusionné avec le n°65,,,,,,,,,,44
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 506","Mobile poll/Bureau itinérant",2,0,0,8,0,3,7,9,1,30,32
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 507","West Vancouver ",Merged with No./Fusionné avec le n°196,,,,,,,,,,7
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 508","Mobile poll/Bureau itinérant",0,0,0,6,2,3,18,22,1,52,68
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 509","Mobile poll/Bureau itinérant",0,0,0,2,0,2,14,10,1,29,36
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 510","Mobile poll/Bureau itinérant",0,0,0,1,0,0,11,27,0,39,94
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 511","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°510,,,,,,,,,,37
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 512","Mobile poll/Bureau itinérant",0,0,1,2,0,2,7,7,1,20,81
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 513","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 514","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°215,,,,,,,,,,89
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 515","Sechelt ",Merged with No./Fusionné avec le n°51,,,,,,,,,,21
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 600","Squamish-Lillooet",50,0,0,170,0,70,149,168,0,607,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 601","Sunshine Coast A",45,1,2,205,1,25,188,271,0,738,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 602","Squamish",30,1,0,150,0,36,160,145,0,522,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 603","Whistler",17,0,1,87,0,40,165,94,1,405,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 604","Whistler",18,0,0,121,1,69,315,200,2,726,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 605","Whistler",25,1,1,120,0,52,239,186,0,624,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 606","Sechelt",47,0,0,293,2,29,298,269,1,939,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 607","Halfmoon Bay",29,1,1,165,0,17,127,157,2,499,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 608","Sechelt",38,1,2,273,2,40,246,217,3,822,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 609","Sechelt",36,0,1,244,0,35,214,197,4,731,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 610","Roberts Creek",50,0,0,412,3,45,175,148,0,833,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 611","Gibsons",55,2,3,285,2,53,271,239,4,914,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 612","Gibsons",41,0,3,298,0,54,238,155,2,791,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 613","Gibsons",32,1,1,316,0,32,249,179,1,811,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 614","Squamish",25,1,1,145,0,52,147,117,0,488,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 615","Squamish",37,1,2,216,0,75,244,163,4,742,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 616","Squamish",53,0,2,188,0,51,294,261,0,849,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 617","Squamish",25,0,0,162,0,42,185,160,1,575,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 618","Lions Bay",26,0,1,138,0,78,385,598,2,1228,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 619","Bowen Island",35,0,2,327,1,76,392,200,0,1033,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 620","West Vancouver",26,0,1,50,0,25,299,638,0,1039,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 621","West Vancouver",14,1,0,43,0,15,363,590,3,1029,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 622","West Vancouver",28,0,0,56,1,24,351,539,3,1002,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 623","West Vancouver",20,0,2,118,0,39,539,725,9,1452,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 624","West Vancouver",45,0,1,172,2,42,548,533,7,1350,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 625","West Vancouver",12,0,0,100,0,25,396,402,3,938,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 626","Capilano 5",9,1,1,48,0,11,113,128,1,312,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 627","Squamish",29,0,1,202,2,49,211,136,1,631,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country",,Group 1/Groupe 1, 30,0,0,272,0,81,344,299,35,1061,426
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country",,Group 2/Groupe 2, 122,4,4,1366,7,248,1976,1763,50,5540,
