Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ben Henderson,Nigel Logan,Paul Edward McCormack,Naomi Rankin,Tim Uppal,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 32","Edmonton",65,56,10,0,73,3,207,457
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 33","Edmonton",43,34,12,0,66,0,155,366
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 34","Edmonton",41,32,7,0,51,0,131,330
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 35","Edmonton",42,46,23,0,77,0,188,389
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 36","Edmonton",26,31,20,1,51,0,129,326
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 37","Edmonton",48,51,12,0,44,0,155,382
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 38","Edmonton",93,30,6,0,49,1,179,406
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 39","Edmonton",74,45,5,1,64,1,190,546
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 40","Edmonton",49,24,9,2,77,3,164,492
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 41","Edmonton",71,66,9,3,68,1,218,543
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 42","Edmonton",61,47,12,0,78,0,198,450
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 43","Edmonton",57,44,10,2,70,3,186,445
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 44","Edmonton",55,27,7,0,72,1,162,487
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 45","Edmonton",41,50,10,1,62,2,166,464
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 46","Edmonton",37,42,11,0,71,1,162,377
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 47","Edmonton",37,42,8,2,85,1,175,420
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 48","Edmonton",51,38,11,1,67,1,169,372
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 49","Edmonton",66,58,18,0,71,1,214,455
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 50","Edmonton",74,50,11,0,71,2,208,445
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 51","Edmonton",56,40,16,0,108,0,220,397
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 52","Edmonton",50,53,19,0,62,0,184,387
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 53","Edmonton",54,47,6,0,85,1,193,426
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 54","Edmonton",64,57,13,1,99,2,236,461
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 55","Edmonton",62,36,18,0,67,0,183,379
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 56","Edmonton",52,47,12,2,33,0,146,452
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 57","Edmonton",60,60,20,1,88,1,230,431
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 58","Edmonton",58,42,14,1,63,0,178,383
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 59","Edmonton",61,39,13,0,81,2,196,452
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 60","Edmonton",56,36,16,0,42,0,150,350
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 61","Edmonton",69,31,7,0,72,4,183,396
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 62","Edmonton",55,51,11,0,68,4,189,405
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 63","Edmonton",45,30,10,0,73,4,162,319
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 64","Edmonton",40,30,18,1,73,4,166,349
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 65","Edmonton",47,40,19,1,40,1,148,383
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 66","Edmonton",54,46,7,1,60,3,171,316
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 67","Edmonton",29,44,10,0,52,1,136,332
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 68","Edmonton",64,31,4,0,79,2,180,399
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 69","Edmonton",63,36,14,0,48,1,162,304
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 70","Edmonton",47,44,12,0,86,1,190,397
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 71","Edmonton",49,50,11,0,53,2,165,412
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 72","Edmonton",47,46,4,3,49,2,151,359
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 73","Edmonton",64,36,8,0,68,1,177,482
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 74","Edmonton",48,26,9,0,54,2,139,347
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 75","Edmonton",32,19,5,1,57,1,115,459
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 76","Edmonton",53,34,13,0,54,0,154,334
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 77","Edmonton",59,58,19,2,75,0,213,455
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 78","Edmonton",55,41,11,1,64,2,174,394
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 79","Edmonton",43,40,10,1,51,1,146,362
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 80","Edmonton",58,41,16,1,82,1,199,459
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 81","Edmonton",Void/Supprimé,,,,,,,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 82","Edmonton",58,51,15,0,60,1,185,409
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 83","Edmonton",65,55,11,1,90,3,225,476
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 84","Edmonton",79,57,6,0,70,3,215,463
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 85","Edmonton",96,46,10,1,96,2,251,553
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 86","Edmonton",84,47,7,0,85,0,223,453
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 87","Edmonton",73,39,9,0,50,13,184,393
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 88","Edmonton",88,24,5,0,38,0,155,448
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 89","Edmonton",82,47,10,1,77,4,221,548
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 90","Edmonton",165,65,3,0,75,4,312,651
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 91","Edmonton",91,74,21,0,55,1,242,469
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 92","Edmonton",52,53,18,2,69,0,194,464
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 93","Edmonton",79,46,9,1,70,2,207,466
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 94","Edmonton",108,73,12,1,99,5,298,379
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 95","Edmonton",52,48,9,0,62,2,173,392
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 96A","Edmonton",Merged with No./Fusionné avec le n°94,,,,,,,155
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 96B","Mobile poll/Bureau itinérant",18,7,3,0,11,1,40,63
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 97","Edmonton",Merged with No./Fusionné avec le n°94,,,,,,,311
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 98","Edmonton",85,71,17,1,87,0,261,596
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 99","Edmonton",136,95,13,0,139,5,388,915
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 100","Edmonton",57,51,16,0,59,1,184,434
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 101","Edmonton",39,32,6,0,43,0,120,303
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 102","Edmonton",96,40,6,0,76,2,220,489
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 103","Edmonton",56,29,10,0,54,1,150,435
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 104","Edmonton",122,70,6,0,104,3,305,605
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 105","Edmonton",97,69,9,0,56,2,233,585
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 106","Edmonton",87,53,8,0,58,2,208,525
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 107","Edmonton",37,51,17,0,78,1,184,431
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 108","Edmonton",48,49,11,1,112,2,223,475
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 109","Edmonton",68,65,23,1,102,2,261,474
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 110","Edmonton",63,63,12,2,111,3,254,571
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 111","Edmonton",41,63,17,1,98,3,223,448
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 112","Edmonton",78,33,13,1,57,2,184,394
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 113","Edmonton",47,39,7,2,94,4,193,368
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 114","Edmonton",62,45,13,1,56,0,177,436
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 115","Edmonton",48,36,5,1,89,5,184,373
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 116","Edmonton",45,27,9,1,32,1,115,366
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 117","Edmonton",59,58,11,1,54,2,185,442
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 118","Edmonton",53,40,9,0,106,3,211,441
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 119","Edmonton",57,47,17,2,108,0,231,445
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 120","Edmonton",58,42,14,1,65,1,181,424
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 121","Edmonton",73,47,16,0,69,0,205,409
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 122","Edmonton",91,49,15,3,74,1,233,572
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 123","Edmonton",80,43,5,0,83,0,211,510
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 124","Edmonton",44,45,10,0,75,3,177,453
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 125","Edmonton",88,44,4,0,66,4,206,557
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 126","Edmonton",72,42,9,0,50,1,174,426
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 127","Edmonton",67,45,9,1,62,0,184,460
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 128","Edmonton",99,26,2,0,35,2,164,465
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 129","Edmonton",77,22,2,0,43,1,145,398
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 130","Edmonton",63,35,10,0,53,1,162,418
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 131","Edmonton",55,42,7,1,38,3,146,380
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 132","Edmonton",41,31,8,1,79,2,162,367
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 133","Edmonton",47,38,9,0,78,0,172,407
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 134","Edmonton",65,28,16,0,60,0,169,412
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 135","Edmonton",43,38,8,0,45,0,134,340
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 136","Edmonton",47,34,8,0,46,0,135,361
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 137","Edmonton",44,45,48,1,14,1,153,350
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 138","Edmonton",81,57,29,0,83,0,250,472
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 139","Edmonton",60,22,11,1,40,1,135,304
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 140","Edmonton",61,60,9,0,69,1,200,416
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 141","Edmonton",34,36,5,1,37,1,114,356
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 142","Edmonton",59,50,19,2,73,2,205,412
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 143","Edmonton",48,35,19,1,101,0,204,412
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 144","Edmonton",37,40,18,0,74,0,169,395
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 145","Edmonton",51,56,13,2,94,0,216,433
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 146","Edmonton",75,46,11,0,104,1,237,402
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 147","Edmonton",73,30,12,1,58,7,181,421
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 148","Edmonton",53,48,10,3,56,0,170,433
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 149","Edmonton",46,39,16,1,71,0,173,382
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 150","Edmonton",42,45,7,2,56,1,153,406
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 151","Edmonton",41,37,17,0,54,0,149,390
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 152","Edmonton",43,44,10,0,69,4,170,358
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 153","Edmonton",67,60,15,0,94,1,237,533
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 154","Edmonton",54,44,11,0,54,0,163,407
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 155","Edmonton",67,39,16,3,77,1,203,485
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 156","Edmonton",69,48,15,0,91,2,225,471
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 157","Edmonton",48,31,18,0,81,1,179,433
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 158","Edmonton",78,69,17,1,101,2,268,507
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 159","Edmonton",84,53,7,0,80,1,225,549
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 160","Edmonton",52,44,11,0,54,2,163,452
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 161","Edmonton",131,61,15,1,93,0,301,742
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 162","Edmonton",54,46,9,0,71,0,180,369
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 163","Edmonton",49,33,12,1,57,0,152,338
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 164","Edmonton",70,62,27,1,78,2,240,507
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 165","Edmonton",72,47,4,0,86,0,209,457
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 166","Edmonton",53,45,24,1,92,2,217,445
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 167","Edmonton",57,72,19,1,96,2,247,464
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 168","Edmonton",43,41,13,0,110,1,208,422
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 169","Edmonton",51,28,14,1,54,0,148,385
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 170","Edmonton",115,27,4,0,115,2,263,652
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 171","Edmonton",177,59,5,0,80,1,322,822
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 172","Edmonton",64,34,4,1,69,1,173,404
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 173","Edmonton",80,40,8,0,57,2,187,578
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 174A","Edmonton",81,52,3,0,76,9,221,554
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 174B","Edmonton",85,26,12,0,50,3,176,528
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 175","Edmonton",90,43,4,0,65,0,202,524
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 176","Edmonton",198,92,8,0,116,0,414,1102
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 500","Mobile poll/Bureau itinérant",4,11,3,0,8,0,26,40
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 501","Mobile poll/Bureau itinérant",22,10,3,0,23,0,58,107
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 502","Mobile poll/Bureau itinérant",36,15,4,5,46,1,107,152
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 503","Mobile poll/Bureau itinérant",30,7,4,0,33,0,74,106
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 504","Mobile poll/Bureau itinérant",27,7,3,0,38,0,75,148
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 505","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°508,,,,,,,20
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 506","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°508,,,,,,,27
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 507","Edmonton",Merged with No./Fusionné avec le n°508,,,,,,,50
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 508","Edmonton",16,14,8,10,104,1,153,136
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 509","Mobile poll/Bureau itinérant",13,4,2,0,31,0,50,85
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 600","Edmonton",185,132,42,3,248,1,611,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 601","Edmonton",189,97,34,2,206,0,528,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 602","Edmonton",175,112,57,1,346,1,692,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 603","Edmonton",239,162,53,3,319,2,778,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 604","Edmonton",478,258,62,3,534,2,1337,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 605","Edmonton",351,250,62,4,382,2,1051,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 606","Edmonton",346,161,31,2,386,0,926,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 607","Edmonton",181,131,44,3,208,0,567,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 608","Edmonton",241,162,64,3,347,1,818,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 609","Edmonton",157,122,66,2,353,6,706,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 610","Edmonton",164,181,39,1,305,5,695,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 611","Edmonton",185,120,39,1,229,2,576,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 612","Edmonton",533,210,48,2,449,2,1244,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 613","Edmonton",417,195,36,2,427,1,1078,
48017,"Edmonton Mill Woods/Edmonton Mill Woods",,Group 1/Groupe 1, 114,74,17,4,148,24,381,165
48017,"Edmonton Mill Woods/Edmonton Mill Woods",,Group 2/Groupe 2, 1070,464,121,16,1051,80,2802,
