Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Steven Guilbeault,Cyril Julien,Serge Lachapelle,Kimberly Lamontagne,Jean-Michel Lavarenne,Nimâ Machouf,Marie-Eve-Lyne Michel,Julie Morin,Ronan Reich,Daniel Tanguay,Adrien Welsh,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 26","Montréal",70,0,0,1,5,102,30,0,5,1,0,3,217,611
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 27","Montréal",68,0,0,3,7,73,26,2,5,1,0,3,188,521
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 28","Montréal",83,0,0,2,3,98,52,1,7,4,0,4,254,608
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 29","Montréal",58,1,0,3,3,88,42,1,6,4,1,6,213,486
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 30","Montréal",86,0,1,2,8,81,50,2,8,6,2,5,251,560
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 31","Montréal",97,0,0,0,7,79,44,1,3,0,0,2,233,545
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 32","Montréal",54,0,0,0,9,99,39,1,0,10,0,2,214,445
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 33","Montréal",60,0,0,0,5,76,39,2,6,3,0,0,191,499
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 34","Montréal",102,0,0,0,9,121,52,0,6,5,0,2,297,534
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 35","Montréal",72,0,0,0,7,94,44,0,4,3,0,0,224,534
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 36","Montréal",59,0,1,1,6,81,41,0,6,4,0,0,199,527
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 37","Montréal",59,0,1,0,6,89,36,0,7,3,0,2,203,487
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 38","Montréal",47,0,0,1,5,57,19,1,11,2,0,1,144,360
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 39","Montréal",71,2,1,0,2,91,18,3,8,5,1,2,204,464
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 40","Montréal",73,0,1,2,9,86,33,0,0,9,0,0,213,518
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 41","Montréal",40,0,0,2,1,74,24,0,9,3,0,3,156,426
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 42","Montréal",65,0,0,0,9,96,50,0,1,6,1,5,233,565
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 43","Montréal",74,0,0,1,7,93,45,1,2,3,1,4,231,533
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 44","Montréal",102,0,1,1,10,76,58,0,10,6,0,2,266,558
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 45","Montréal",87,2,0,1,7,67,47,0,6,7,2,2,228,577
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 46","Montréal",78,0,0,1,5,99,50,2,5,4,1,2,247,560
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 47","Montréal",74,0,1,1,2,59,34,2,6,7,0,2,188,480
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 48","Montréal",68,1,0,1,7,59,44,2,5,2,2,0,191,561
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 49","Montréal",67,1,0,4,4,81,30,0,8,7,0,2,204,670
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 50","Montréal",31,0,0,0,3,38,22,0,2,2,1,2,101,296
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 51","Montréal",76,1,0,5,7,130,55,0,9,5,0,7,295,658
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 52","Montréal",67,1,0,2,3,136,37,1,7,6,2,0,262,600
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 53","Montréal",107,0,1,1,6,110,72,1,9,7,0,1,315,695
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 54","Montréal",119,0,0,3,12,66,54,0,12,2,0,2,270,554
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 55","Montréal",71,3,0,0,8,98,37,4,2,7,3,2,235,630
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 56","Montréal",45,0,0,3,2,122,39,0,5,0,0,3,219,564
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 57","Montréal",57,0,0,1,3,91,36,1,4,4,1,3,201,530
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 58","Montréal",83,0,0,0,9,98,41,0,9,7,0,2,249,610
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 59","Montréal",98,1,0,0,11,121,60,0,7,2,0,2,302,573
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 60","Montréal",42,0,0,0,5,58,25,0,5,4,0,1,140,485
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 61","Montréal",55,1,1,2,4,71,44,0,6,4,0,1,189,654
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 62","Montréal",64,0,0,0,7,80,33,0,7,2,1,4,198,539
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 63","Montréal",61,0,0,1,4,65,32,0,3,3,0,1,170,479
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 64","Montréal",73,1,0,0,7,80,38,0,7,1,0,0,207,608
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 65","Montréal",87,0,1,1,8,64,30,2,5,4,1,1,204,523
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 66","Montréal",74,0,0,2,8,77,25,1,16,2,0,2,207,460
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 67","Montréal",92,0,0,1,8,84,35,0,3,5,0,1,229,552
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 68","Montréal",65,0,0,0,0,46,29,2,3,2,0,0,147,468
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 69","Montréal",81,2,1,0,7,66,22,0,1,5,1,1,187,563
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 70","Montréal",88,0,0,2,4,73,43,0,7,0,0,0,217,629
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 71","Montréal",53,1,0,0,6,57,33,0,1,5,0,3,159,454
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 72","Montréal",90,0,0,0,4,65,34,1,13,1,1,4,213,527
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 73","Montréal",55,0,0,2,5,100,25,0,5,4,0,1,197,580
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 74","Montréal",70,0,0,0,1,98,26,1,4,6,0,1,207,528
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 75","Montréal",77,0,0,1,6,69,45,0,3,1,2,0,204,518
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 76","Montréal",87,1,0,2,5,121,35,0,9,6,0,4,270,614
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 77","Montréal",92,1,0,1,4,110,38,0,3,0,1,0,250,588
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 78","Montréal",78,0,0,0,1,69,30,0,5,1,1,1,186,557
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 79","Montréal",80,0,1,0,6,113,37,0,4,6,0,0,247,577
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 80","Montréal",71,0,0,1,12,96,24,1,9,8,0,3,225,579
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 81","Montréal",88,0,0,4,4,100,38,0,7,3,0,1,245,621
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 82","Montréal",51,1,0,0,1,71,24,0,7,5,0,1,161,536
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 83","Montréal",34,0,1,2,3,67,21,0,3,3,0,1,135,556
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 84","Montréal",110,1,1,1,1,108,46,3,6,7,0,3,287,705
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 85","Montréal",131,1,0,4,11,139,55,1,14,3,3,2,364,780
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 86","Montréal",111,1,1,0,10,54,37,2,6,4,0,1,227,641
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 87","Montréal",146,1,0,3,13,107,49,1,10,9,0,3,342,918
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 88","Montréal",45,0,0,0,3,44,24,1,2,1,0,2,122,377
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 89","Montréal",55,0,0,5,8,80,27,0,3,3,1,0,182,550
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 90","Montréal",54,0,0,0,10,56,18,1,5,5,2,1,152,489
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 91","Montréal",59,0,0,2,9,46,29,1,5,1,0,2,154,532
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 92","Montréal",66,0,0,1,5,87,48,1,9,3,0,0,220,645
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 93","Montréal",75,0,1,1,6,55,33,2,8,4,0,2,187,708
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 94","Montréal",71,0,1,0,5,80,31,0,3,3,0,2,196,523
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 95","Montréal",79,0,1,1,8,65,43,1,3,7,0,1,209,703
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 96","Montréal",84,0,0,0,6,71,34,0,17,1,2,0,215,674
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 97","Montréal",90,0,0,1,10,89,44,0,1,0,1,1,237,652
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 98","Montréal",73,0,0,0,7,55,23,5,8,3,1,2,177,717
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 99","Montréal",53,1,0,3,2,44,32,0,6,1,1,0,143,507
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 100","Montréal",64,0,0,0,5,75,42,1,2,8,0,1,198,627
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 101","Montréal",69,0,0,2,8,99,47,0,4,2,0,2,233,632
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 102","Montréal",74,0,0,2,5,93,35,0,4,4,0,0,217,614
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 103","Montréal",55,0,0,0,3,39,15,0,11,4,0,1,128,619
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 104","Montréal",110,0,0,3,7,90,42,2,3,7,0,0,264,703
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 105","Montréal",32,0,0,0,4,17,19,1,1,3,0,0,77,309
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 106","Montréal",68,0,0,0,2,72,34,1,5,2,1,0,185,549
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 107","Montréal",86,0,0,0,9,71,27,0,8,6,1,0,208,577
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 108","Montréal",95,0,0,1,2,56,34,1,9,2,0,1,201,540
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 109","Montréal",84,0,0,0,8,85,24,0,10,4,0,4,219,541
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 110","Montréal",80,0,1,0,7,128,14,1,9,5,1,4,250,613
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 111","Montréal",81,0,0,2,4,79,18,1,9,6,0,1,201,590
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 112","Montréal",74,0,1,0,6,50,58,1,13,7,1,4,215,513
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 113","Montréal",23,0,0,1,1,17,7,0,1,2,0,0,52,154
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 114","Montréal",90,1,0,3,8,64,28,2,6,2,0,6,210,604
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 115","Montréal",29,1,0,0,0,26,13,2,3,4,1,1,80,405
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 116","Montréal",68,0,0,1,4,73,45,0,7,7,0,1,206,615
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 117","Montréal",79,0,0,2,3,93,27,3,4,2,0,4,217,664
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 118","Montréal",31,0,0,1,2,12,6,1,0,4,0,0,57,368
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 119","Montréal",89,0,0,1,5,34,26,1,15,3,0,2,176,611
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 120","Montréal",85,0,2,1,3,31,12,4,11,1,0,1,151,613
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 121","Montréal",48,1,2,1,8,20,5,0,8,4,1,1,99,521
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 122","Montréal",180,1,0,0,3,35,29,1,13,4,0,8,274,670
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 123","Montréal",145,1,2,0,3,42,21,8,11,4,0,4,241,500
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 124","Montréal",77,0,1,0,3,98,14,1,5,3,1,0,203,611
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 125","Montréal",92,0,0,1,4,103,35,0,9,6,0,0,250,772
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 126","Montréal",72,0,0,0,6,119,14,1,7,4,1,3,227,607
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 127","Montréal",72,0,0,1,5,83,21,0,10,1,0,1,194,614
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 128","Montréal",49,1,0,3,2,36,8,0,5,6,0,1,111,350
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 129","Montréal",44,0,0,0,5,48,11,0,9,2,0,1,120,406
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 130","Montréal",66,0,0,0,4,67,18,0,6,3,2,1,167,497
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 131","Montréal",Merged with No./Fusionné avec le n°129,,,,,,,,,,,,,388
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 132","Montréal",68,0,0,0,1,49,15,1,9,5,0,0,148,529
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 133","Montréal",62,0,1,0,1,26,19,0,21,3,0,4,137,609
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 134","Montréal",72,0,2,0,4,67,21,1,9,3,1,3,183,544
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 135","Montréal",46,0,0,0,1,34,13,0,10,0,0,1,105,446
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 136","Montréal",49,0,0,0,3,38,8,0,12,10,1,4,125,604
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 137","Montréal",Merged with No./Fusionné avec le n°133,,,,,,,,,,,,,554
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 400","Montréal",78,1,0,2,1,11,51,1,3,4,1,7,160,325
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 401","Montréal",60,0,1,2,2,18,62,2,8,2,0,7,164,330
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 402","Montréal",69,2,1,1,0,16,65,2,6,1,0,2,165,301
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 403","Montréal",43,1,3,1,2,4,11,3,3,0,0,2,73,219
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 404","Montréal",125,0,0,0,8,63,68,0,11,7,0,4,286,490
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 405","Montréal",25,0,0,1,3,18,5,2,2,0,0,0,56,180
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 406","Montréal",29,0,0,1,0,4,8,2,2,0,0,0,46,159
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 407","Montréal",49,0,2,1,2,8,62,0,7,0,0,2,133,203
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 408","Montréal",Electors voted by special ballot in Group 2./Les électeurs ont voté par bulletin de vote spécial dans le Groupe 2.,,,,,,,,,,,,,231
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 409","Montréal",73,0,0,0,4,19,77,1,7,1,0,5,187,316
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 410","Montréal",6,0,0,0,0,1,7,0,1,0,0,0,15,484
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 411","Montréal",32,1,1,0,0,6,4,2,0,0,0,6,52,209
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 412","Montréal",59,0,1,1,0,7,18,3,4,0,0,4,97,150
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 500","Mobile poll/Bureau itinérant",17,0,0,0,0,0,9,0,1,0,0,0,27,78
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 501","Mobile poll/Bureau itinérant",22,1,2,1,3,2,9,3,0,1,0,5,49,130
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 502","Mobile poll/Bureau itinérant",Electors voted by special ballot in Group 2./Les électeurs ont voté par bulletin de vote spécial dans le Groupe 2.,,,,,,,,,,,,,134
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 503","Mobile poll/Bureau itinérant",13,0,0,0,1,5,12,1,2,0,0,2,36,98
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 504","Mobile poll/Bureau itinérant",15,1,0,1,1,1,9,2,2,0,1,2,35,202
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 505","Mobile poll/Bureau itinérant",15,1,0,0,0,1,11,1,2,0,0,2,33,172
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 506","Mobile poll/Bureau itinérant",Electors voted by special ballot in Group 2./Les électeurs ont voté par bulletin de vote spécial dans le Groupe 2.,,,,,,,,,,,,,136
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 507","Mobile poll/Bureau itinérant",47,0,0,0,0,7,2,0,5,0,0,1,62,77
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 600","Montréal",182,0,1,0,10,190,142,0,4,0,1,3,533,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 601","Montréal",192,0,0,1,10,207,169,2,26,3,1,3,614,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 602","Montréal",352,0,1,2,20,216,322,5,51,29,0,14,1012,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 603","Montréal",188,0,1,6,5,140,138,2,15,10,1,5,511,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 604","Montréal",288,2,3,5,10,124,202,5,21,9,1,8,678,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 605","Montréal",178,0,0,3,13,193,136,1,22,14,2,2,564,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 606","Montréal",175,1,2,0,8,168,143,3,14,8,2,4,528,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 607","Montréal",173,0,1,2,7,142,134,2,6,6,0,3,476,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 608","Montréal",450,1,1,1,12,335,292,3,28,8,1,10,1142,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 609","Montréal",451,1,0,4,29,273,256,5,12,8,1,5,1045,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 610","Montréal",458,3,3,0,15,263,350,10,34,20,3,6,1165,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 611","Montréal",386,1,2,1,11,219,252,5,49,23,1,8,958,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 612","Montréal",324,4,0,1,14,208,228,2,21,11,3,1,817,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 613","Montréal",290,2,1,2,15,238,236,6,27,11,3,2,833,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 614","Montréal",219,0,1,3,8,234,180,1,20,5,0,6,677,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 615","Montréal",251,1,0,1,7,147,114,2,31,6,4,5,569,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 616","Montréal",353,0,1,7,6,143,180,5,38,21,1,17,772,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 617","Montréal",418,4,2,3,12,113,133,10,28,10,1,6,740,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie",,Group 1/Groupe 1, 391,0,0,1,17,263,131,6,47,7,1,31,895,702
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie",,Group 2/Groupe 2, 889,7,0,6,27,577,443,7,76,18,4,104,2158,
