Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Corneliu Chisu,Eileen Higdon,Jacob Mantle,Jennifer O'Connell,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 85","Pickering",5,25,37,58,0,125,481
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 86","Pickering",11,49,76,165,2,303,484
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 87","Pickering",17,57,73,133,0,280,462
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 88","Pickering",Merged with No./Fusionné avec le n°111,,,,,,325
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 89","Pickering",Merged with No./Fusionné avec le n°67,,,,,,410
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 90","Pickering",8,46,128,167,0,349,190
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 91","Pickering",9,29,52,196,4,290,476
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 92","Pickering",9,64,82,132,0,287,492
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 93","Pickering",Merged with No./Fusionné avec le n°62,,,,,,381
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 94","Pickering",1,24,28,63,0,116,393
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 95","Pickering",Merged with No./Fusionné avec le n°83,,,,,,324
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 96","Pickering",Merged with No./Fusionné avec le n°78,,,,,,414
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 97","Pickering",19,55,69,126,0,269,474
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 98","Pickering",Merged with No./Fusionné avec le n°87,,,,,,403
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 99","Pickering",Merged with No./Fusionné avec le n°90,,,,,,349
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 100","Pickering",Merged with No./Fusionné avec le n°84,,,,,,325
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 101","Pickering",Merged with No./Fusionné avec le n°115,,,,,,398
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 102","Pickering",Merged with No./Fusionné avec le n°123,,,,,,428
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 103","Pickering",21,43,97,158,0,319,484
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 104","Pickering",Merged with No./Fusionné avec le n°80,,,,,,341
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 105","Pickering",Merged with No./Fusionné avec le n°121,,,,,,420
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 106","Pickering",Merged with No./Fusionné avec le n°103,,,,,,355
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 107","Pickering",4,25,51,96,1,177,449
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 108","Pickering",19,62,67,144,3,295,529
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 109","Pickering",Merged with No./Fusionné avec le n°108,,,,,,338
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 110","Pickering",Merged with No./Fusionné avec le n°125,,,,,,317
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 111","Pickering",18,73,117,184,3,395,442
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 112","Pickering",8,54,65,162,0,289,475
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 113","Pickering",Merged with No./Fusionné avec le n°92,,,,,,385
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 114","Pickering",Merged with No./Fusionné avec le n°97,,,,,,399
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 115","Pickering",6,58,96,157,3,320,465
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 116","Pickering",5,15,33,73,0,126,300
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 117","Pickering",12,48,29,114,1,204,573
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 118","Pickering",17,70,108,129,1,325,406
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 119","Pickering",9,64,101,122,2,298,406
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 120","Pickering",Merged with No./Fusionné avec le n°118,,,,,,333
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 121","Pickering",11,64,113,154,0,342,448
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 122","Pickering",6,15,64,73,0,158,365
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 123","Pickering",14,42,142,153,0,351,426
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 124","Pickering",12,30,81,101,0,224,574
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 125","Pickering",15,60,137,167,1,380,581
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 126","Pickering",7,24,43,75,0,149,382
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 127","Pickering",4,17,67,85,1,174,389
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 128","Pickering",Merged with No./Fusionné avec le n°90,,,,,,514
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 129","Pickering",Merged with No./Fusionné avec le n°112,,,,,,389
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 130","Pickering",Merged with No./Fusionné avec le n°147,,,,,,379
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 131","Pickering",Merged with No./Fusionné avec le n°194,,,,,,356
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 132","Pickering",Merged with No./Fusionné avec le n°63,,,,,,354
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 133","Pickering",Merged with No./Fusionné avec le n°66,,,,,,413
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 134","Pickering",3,29,48,63,0,143,379
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 135","Pickering",6,29,52,119,2,208,469
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 136","Pickering",10,21,38,68,0,137,330
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 137","Pickering",3,28,63,92,0,186,439
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 138","Pickering",Merged with No./Fusionné avec le n°66,,,,,,289
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 139","Pickering",10,45,70,62,2,189,446
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 140","Pickering",Merged with No./Fusionné avec le n°119,,,,,,324
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 141","Pickering",Merged with No./Fusionné avec le n°153,,,,,,390
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 142","Pickering",19,78,130,129,0,356,461
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 143","Pickering",3,33,37,87,1,161,367
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 144","Pickering",6,31,48,81,0,166,415
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 145","Pickering",13,58,93,131,5,300,540
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 146","Pickering",Merged with No./Fusionné avec le n°145,,,,,,365
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 147","Pickering",10,54,71,112,0,247,492
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 148","Pickering",Merged with No./Fusionné avec le n°150,,,,,,334
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 149","Pickering",11,42,91,118,5,267,643
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 150","Pickering",6,42,86,175,4,313,597
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 151","Pickering",Merged with No./Fusionné avec le n°152,,,,,,362
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 152","Pickering",21,82,101,168,3,375,545
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 153","Pickering",19,67,102,120,0,308,399
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 154","Pickering",23,82,140,212,5,462,702
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 155","Pickering",Merged with No./Fusionné avec le n°112,,,,,,196
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 156","Pickering",Merged with No./Fusionné avec le n°142,,,,,,388
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 157","Pickering",Merged with No./Fusionné avec le n°154,,,,,,336
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 158","Pickering",Merged with No./Fusionné avec le n°149,,,,,,321
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 159","Pickering",7,8,28,76,1,120,423
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 160","Pickering",12,38,103,159,3,315,493
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 161","Pickering",18,36,75,151,3,283,410
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 162","Pickering",Merged with No./Fusionné avec le n°161,,,,,,403
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 163","Pickering",Merged with No./Fusionné avec le n°160,,,,,,332
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 164","Pickering",10,45,81,134,1,271,421
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 165","Pickering",16,33,99,151,2,301,398
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 166","Pickering",Merged with No./Fusionné avec le n°165,,,,,,405
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 167","Pickering",16,42,84,126,2,270,422
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 168","Pickering",Merged with No./Fusionné avec le n°170,,,,,,352
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 169","Pickering",9,42,87,151,12,301,606
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 170","Pickering",13,33,82,112,2,242,419
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 171","Pickering",Merged with No./Fusionné avec le n°164,,,,,,347
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 172","Pickering",Merged with No./Fusionné avec le n°167,,,,,,363
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 173","Pickering",Merged with No./Fusionné avec le n°169,,,,,,287
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 174","Pickering",11,65,109,182,0,367,482
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 175","Pickering",Merged with No./Fusionné avec le n°182,,,,,,393
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 176","Pickering",15,62,91,173,0,341,643
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 177","Pickering",Merged with No./Fusionné avec le n°174,,,,,,320
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 178","Pickering",Merged with No./Fusionné avec le n°181,,,,,,399
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 179","Pickering",Merged with No./Fusionné avec le n°183,,,,,,446
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 180","Pickering",Merged with No./Fusionné avec le n°176,,,,,,379
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 181","Pickering",13,49,106,132,0,300,481
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 182","Pickering",11,53,140,158,2,364,526
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 183","Pickering",17,46,125,185,0,373,444
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 184","Pickering",Merged with No./Fusionné avec le n°204,,,,,,389
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 185","Pickering",20,44,138,213,3,418,482
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 186","Pickering",Merged with No./Fusionné avec le n°193,,,,,,408
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 187","Pickering",Merged with No./Fusionné avec le n°192,,,,,,386
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 188","Pickering",15,43,131,184,0,373,451
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 189","Pickering",Merged with No./Fusionné avec le n°185,,,,,,407
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 190","Pickering",Merged with No./Fusionné avec le n°174,,,,,,436
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 191","Pickering",Merged with No./Fusionné avec le n°183,,,,,,358
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 192","Pickering",25,77,139,187,2,430,486
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 193","Pickering",21,61,113,201,3,399,488
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 194","Pickering",5,36,101,126,3,271,356
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 195","Pickering",Merged with No./Fusionné avec le n°210,,,,,,383
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 196","Pickering",20,69,150,189,2,430,426
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 197","Pickering",Merged with No./Fusionné avec le n°196,,,,,,360
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 198","Pickering",20,51,150,242,0,463,447
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 199","Pickering",Merged with No./Fusionné avec le n°196,,,,,,403
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 200","Pickering",13,45,141,167,0,366,573
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 201","Pickering",Merged with No./Fusionné avec le n°188,,,,,,321
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 202","Pickering",Merged with No./Fusionné avec le n°185,,,,,,373
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 203","Pickering",Merged with No./Fusionné avec le n°188,,,,,,396
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 204","Pickering",16,47,94,222,0,379,488
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 205","Pickering",Merged with No./Fusionné avec le n°204,,,,,,446
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 206","Pickering",Merged with No./Fusionné avec le n°193,,,,,,383
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 207","Pickering",Merged with No./Fusionné avec le n°192,,,,,,441
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 208","Pickering",Merged with No./Fusionné avec le n°200,,,,,,358
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 209","Pickering",Merged with No./Fusionné avec le n°198,,,,,,356
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 210","Pickering",10,31,83,122,1,247,480
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 211","Pickering",11,44,142,138,2,337,476
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 212","Pickering",Merged with No./Fusionné avec le n°211,,,,,,382
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 213A","Pickering",Merged with No./Fusionné avec le n°198,,,,,,391
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 213B","Pickering",Merged with No./Fusionné avec le n°211,,,,,,42
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 400","Pickering",3,6,18,21,3,51,184
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 401","Pickering",3,24,19,51,1,98,171
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 402","Pickering",6,14,26,70,1,117,180
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 403","Pickering",3,21,75,134,5,238,337
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 404","Pickering",4,27,62,135,5,233,379
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 405","Pickering",4,22,36,105,0,167,275
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 406","Pickering",9,17,62,108,0,196,327
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 407","Pickering",9,41,43,108,0,201,313
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 408","Pickering",8,34,41,82,0,165,281
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 409","Pickering",Electors voted by special ballot in Group 2./Les électeurs ont voté par bulletin de vote spécial dans le Groupe 2.,,,,,,112
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 500","Mobile poll/Bureau itinérant",0,4,3,9,1,17,69
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 501","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°111,,,,,,31
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 502","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°154,,,,,,49
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 503","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°90,,,,,,96
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 504","Mobile poll/Bureau itinérant",2,11,50,47,0,110,141
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 505","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°77,,,,,,20
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 506","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°33,,,,,,44
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 600","Uxbridge",51,59,444,134,5,693,
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 601","Uxbridge",38,48,455,258,2,801,
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 602","Uxbridge",47,65,434,368,2,916,
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 603","Uxbridge",42,48,396,291,2,779,
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 604","Uxbridge",42,68,596,386,3,1095,
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 605","Uxbridge",37,55,513,284,0,889,
