Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Niklas Brake,Karen Cox,Ginette Destrempes,Peter Schiefke,Cameron Stiff,Thierry Vadnais-Lapierre,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 22","Vaudreuil-Dorion",20,24,2,63,9,36,5,159,458
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 23","Vaudreuil-Dorion",22,16,3,75,2,32,4,154,366
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 24","Vaudreuil-Dorion",16,9,3,75,3,39,2,147,390
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 25","Vaudreuil-Dorion",23,33,5,98,4,19,2,184,501
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 26","Vaudreuil-Dorion",24,22,6,84,3,27,0,166,471
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 27","Vaudreuil-Dorion",17,19,2,67,1,19,1,126,365
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 28","Vaudreuil-Dorion",17,34,2,129,1,13,2,198,432
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 29","Vaudreuil-Dorion",20,17,6,83,0,11,0,137,412
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 30","Vaudreuil-Dorion",28,31,5,79,1,22,0,166,459
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 31","Vaudreuil-Dorion",25,22,5,44,3,24,1,124,389
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 32","Vaudreuil-Dorion",22,28,5,111,6,48,7,227,454
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 33","Vaudreuil-Dorion",13,23,1,90,9,50,2,188,404
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 34","Vaudreuil-Dorion",20,26,1,80,2,47,6,182,373
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 35","Vaudreuil-Dorion",25,18,3,62,2,51,5,166,441
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 36","Vaudreuil-Dorion",20,19,3,57,11,33,6,149,428
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 37","Hudson",19,38,5,82,7,3,3,157,371
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 38","Hudson",15,40,1,101,1,3,3,164,553
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 39","Hudson",25,18,1,87,11,11,0,153,446
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 40","Hudson",19,42,1,60,4,29,2,157,372
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 41","Hudson",22,27,0,97,7,7,1,161,454
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 42","Saint-Lazare",23,39,2,119,2,25,1,211,416
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 43","Saint-Lazare",29,56,10,99,6,49,2,251,574
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 44","Notre-Dame-de-l'Île-Perrot",14,20,5,59,5,35,0,138,408
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 45","Notre-Dame-de-l'Île-Perrot",20,17,3,69,7,42,2,160,458
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 46","Notre-Dame-de-l'Île-Perrot",31,14,3,50,4,28,2,132,459
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 47","Notre-Dame-de-l'Île-Perrot",19,21,1,47,7,40,2,137,429
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 48","Notre-Dame-de-l'Île-Perrot",23,36,4,60,5,24,1,153,404
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 49","Notre-Dame-de-l'Île-Perrot",19,12,5,89,4,33,3,165,462
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 50","Notre-Dame-de-l'Île-Perrot",29,36,4,98,5,41,1,214,548
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 51","L'Île-Perrot",18,21,2,82,6,39,5,173,406
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 52","L'Île-Perrot",7,19,1,46,3,21,1,98,284
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 53","L'Île-Perrot",24,33,1,75,7,35,1,176,662
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 54","L'Île-Perrot",20,21,10,75,2,44,6,178,465
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 55","L'Île-Perrot",33,16,7,56,10,40,2,164,465
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 56","L'Île-Perrot",20,36,6,42,8,26,2,140,426
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 57","L'Île-Perrot",27,19,4,37,5,38,1,131,407
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 58","L'Île-Perrot",31,46,6,68,0,45,3,199,450
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 59","Notre-Dame-de-l'Île-Perrot",17,33,5,56,2,36,2,151,478
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 60","Notre-Dame-de-l'Île-Perrot",20,14,1,73,7,30,3,148,366
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 61","Notre-Dame-de-l'Île-Perrot",25,25,7,66,5,28,1,157,430
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 62","Notre-Dame-de-l'Île-Perrot",21,26,0,63,3,36,1,150,371
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 63","Notre-Dame-de-l'Île-Perrot",15,32,3,76,4,22,1,153,451
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 64","L'Île-Perrot",29,27,5,83,6,33,4,187,495
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 65","Hudson",14,40,4,84,8,11,1,162,446
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 66","Vaudreuil-Dorion",13,25,6,56,15,27,3,145,416
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 67","Vaudreuil-Dorion",17,23,9,68,9,17,1,144,434
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 68","L'Île-Perrot",25,26,1,70,3,54,4,183,458
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 69","L'Île-Perrot",28,25,5,85,4,49,2,198,531
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 70","L'Île-Perrot",22,21,3,51,8,45,6,156,465
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 71","L'Île-Perrot",25,30,4,106,6,34,4,209,538
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 72","L'Île-Perrot",19,34,7,84,5,27,8,184,497
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 73","L'Île-Perrot",20,23,2,74,4,36,2,161,434
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 74","L'Île-Perrot",30,17,7,61,7,21,5,148,444
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 75","L'Île-Perrot",20,21,4,106,8,40,6,205,483
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 76","L'Île-Perrot",12,31,6,60,3,19,3,134,361
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 77A","L'Île-Perrot",14,18,3,55,5,30,3,128,362
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 77B","L'Île-Perrot",19,22,7,58,5,26,2,139,376
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 78","Terrasse-Vaudreuil",21,14,2,50,4,23,2,116,302
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 79","Terrasse-Vaudreuil",18,19,7,62,6,30,1,143,305
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 80","Terrasse-Vaudreuil",18,13,3,42,1,34,1,112,245
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 81","Terrasse-Vaudreuil",16,21,3,74,9,52,6,181,444
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 82","Terrasse-Vaudreuil",18,22,1,42,3,25,4,115,299
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 83","Rigaud",7,15,2,40,3,43,2,112,371
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 84","Rigaud",22,15,5,52,3,30,4,131,366
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 85","Rigaud",20,30,1,58,13,37,2,161,401
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 86","Rigaud",26,28,5,59,10,51,4,183,410
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 87","Vaudreuil-Dorion",23,28,4,56,4,30,2,147,379
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 88","Rigaud",14,27,0,53,9,56,4,163,470
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 89","Rigaud",20,34,0,34,1,50,5,144,413
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 90","Rigaud",13,32,3,37,6,42,4,137,373
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 91","Vaudreuil-Dorion",15,9,0,47,2,51,2,126,334
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 92","Vaudreuil-Dorion",20,17,1,54,2,27,3,124,337
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 93","Vaudreuil-Dorion",13,14,0,41,4,35,3,110,353
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 94","Vaudreuil-Dorion",17,6,3,52,4,50,3,135,408
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 95A","Vaudreuil-Dorion",20,14,4,42,0,32,5,117,373
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 95B","Vaudreuil-Dorion",Merged with No./Fusionné avec le n°406,,,,,,,,86
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 96","Vaudreuil-Dorion",15,23,5,48,10,78,4,183,439
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 97","Saint-Lazare",16,38,6,84,2,8,2,156,382
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 98","Saint-Lazare",22,37,3,90,2,5,1,160,384
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 99","Saint-Lazare",25,52,6,99,5,17,1,205,434
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 100","Saint-Lazare",22,52,1,90,4,18,0,187,429
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 101","Saint-Lazare",28,23,3,90,3,8,3,158,435
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 102","Saint-Lazare",21,38,1,88,1,9,0,158,401
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 103","Saint-Lazare",13,9,0,55,2,15,1,95,239
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 104","Saint-Lazare",6,21,3,44,2,28,3,107,320
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 105","Pincourt",15,25,2,59,11,19,3,134,355
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 106","Pincourt",25,49,5,92,6,19,1,197,539
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 107","Pincourt",22,36,4,96,6,27,2,193,482
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 108","Pincourt",23,19,11,53,2,18,1,127,384
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 109","Pincourt",30,53,8,81,7,23,1,203,527
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 110","Pincourt",27,31,2,76,4,19,3,162,347
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 111","Pincourt",21,34,5,77,9,29,5,180,440
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 112","Pincourt",30,12,2,64,8,8,4,128,333
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 113","Vaudreuil-Dorion",19,17,3,50,3,27,0,119,422
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 114","Vaudreuil-Dorion",20,16,4,48,6,40,6,140,389
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 115","Vaudreuil-Dorion",20,24,4,65,5,22,3,143,489
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 116","Vaudreuil-Dorion",33,23,11,58,7,37,1,170,416
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 117","Vaudreuil-Dorion",9,24,2,78,3,32,2,150,355
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 118","Vaudreuil-Dorion",16,22,1,95,2,24,0,160,474
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 119","Vaudreuil-Dorion",14,39,2,90,5,31,1,182,449
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 120","Vaudreuil-Dorion",15,42,1,116,4,21,4,203,512
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 121","Vaudreuil-Dorion",35,16,7,103,2,22,4,189,581
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 122","Notre-Dame-de-l'Île-Perrot",13,41,5,68,2,46,2,177,498
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 123","Notre-Dame-de-l'Île-Perrot",13,11,2,58,1,34,2,121,354
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 124","Notre-Dame-de-l'Île-Perrot",14,33,1,98,4,28,2,180,516
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 125","Notre-Dame-de-l'Île-Perrot",10,13,3,46,1,21,2,96,323
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 126","Notre-Dame-de-l'Île-Perrot",14,15,4,41,3,32,2,111,320
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 127","Notre-Dame-de-l'Île-Perrot",26,24,8,89,3,42,3,195,542
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 128","Notre-Dame-de-l'Île-Perrot",20,21,1,61,6,47,4,160,425
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 129","Notre-Dame-de-l'Île-Perrot",12,12,4,44,0,24,1,97,273
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 130","Pincourt",11,19,6,72,2,33,6,149,426
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 131","Pincourt",15,22,2,43,3,36,2,123,324
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 132","Pincourt",29,21,4,87,8,33,3,185,393
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 133","Pincourt",25,26,9,58,2,39,1,160,374
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 134","Pincourt",17,23,7,91,2,21,0,161,385
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 135","Pincourt",25,23,3,77,4,18,2,152,463
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 136","Saint-Lazare",15,34,1,85,1,21,1,158,414
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 137","Saint-Lazare",12,27,1,77,1,26,1,145,420
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 138","Saint-Lazare",25,54,2,97,12,21,2,213,572
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 139","Saint-Lazare",35,37,4,98,7,28,3,212,493
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 140","Saint-Lazare",21,31,2,75,4,15,0,148,444
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 141","Saint-Lazare",21,22,7,80,3,28,4,165,435
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 142A","Saint-Lazare",14,27,2,60,6,30,4,143,305
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 142B","Saint-Lazare",15,23,1,56,2,21,3,121,315
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 143","Vaudreuil-Dorion",14,15,1,51,2,34,6,123,417
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 144","Vaudreuil-Dorion",24,20,3,72,7,49,2,177,506
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 145","Vaudreuil-Dorion",19,26,7,28,4,52,3,139,450
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 146","Vaudreuil-Dorion",27,19,1,65,5,41,4,162,537
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 147","Vaudreuil-Dorion",11,7,4,30,3,44,3,102,418
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 148","Vaudreuil-Dorion",17,16,5,57,6,51,6,158,452
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 149","Vaudreuil-Dorion",14,11,3,49,2,37,1,117,357
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 150","Vaudreuil-Dorion",31,31,8,84,3,33,2,192,632
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 151","Vaudreuil-Dorion",28,21,2,54,4,36,4,149,523
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 152","Vaudreuil-Dorion",16,20,0,65,6,42,1,150,451
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 153","Vaudreuil-Dorion",22,19,3,40,2,43,3,132,406
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 154","Vaudreuil-Dorion",21,25,4,77,7,30,4,168,593
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 155A","Vaudreuil-Dorion",17,18,0,53,4,18,4,114,345
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 155B","Vaudreuil-Dorion",18,22,4,54,2,24,0,124,366
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 156","Vaudreuil-Dorion",19,33,3,79,5,26,1,166,454
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 157","Vaudreuil-Dorion",20,15,5,80,1,11,6,138,449
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 158A","Vaudreuil-Dorion",30,26,3,140,3,29,2,233,792
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 158B","Vaudreuil-Dorion",11,22,0,81,2,36,0,152,242
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 158C","Vaudreuil-Dorion",Merged with No./Fusionné avec le n°405,,,,,,,,65
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 159","Vaudreuil-Dorion",10,14,2,95,1,13,1,136,364
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 160","Vaudreuil-Dorion",15,23,0,82,5,32,0,157,506
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 161A","Saint-Lazare",15,14,0,52,2,26,2,111,300
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 161B","Saint-Lazare",11,15,4,48,2,33,3,116,341
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 162","Saint-Lazare",27,31,0,74,7,23,4,166,407
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 163","Saint-Lazare",18,15,2,42,4,28,0,109,309
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 164","Saint-Lazare",26,38,0,56,4,17,3,144,441
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 165","Pincourt",26,31,1,64,2,16,0,140,429
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 166","Pincourt",38,19,4,98,5,19,4,187,462
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 167","Pincourt",20,16,7,74,3,28,1,149,412
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 168","Pincourt",11,26,2,77,1,9,0,126,362
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 169","Pincourt",20,26,1,77,6,32,3,165,431
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 170","Pincourt",18,49,3,104,5,14,0,193,553
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 171","Pincourt",18,31,3,63,1,41,0,157,465
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 172","Pincourt",22,17,2,41,1,21,0,104,371
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 173","Pincourt",28,20,10,49,4,13,5,129,404
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 174","Pincourt",18,33,2,73,2,32,1,161,436
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 175","Pincourt",14,24,2,51,4,36,2,133,448
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 176","Pincourt",21,18,2,52,3,45,6,147,486
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 177","Saint-Lazare",27,49,2,87,11,41,9,226,577
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 178","Saint-Lazare",28,23,3,68,4,35,0,161,349
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 179","Saint-Lazare",35,48,5,77,5,47,5,222,530
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 180","Saint-Lazare",24,29,2,65,7,38,1,166,390
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 181","Saint-Lazare",22,19,2,90,5,29,6,173,436
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 182","Saint-Lazare",20,30,6,56,9,29,5,155,453
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 183","Saint-Lazare",14,15,1,62,3,45,3,143,363
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 184","Saint-Lazare",14,28,4,74,8,31,1,160,448
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 185","Saint-Lazare",23,23,7,77,6,42,4,182,434
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 186A","Saint-Lazare",15,33,1,67,5,23,2,146,412
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 186B","Saint-Lazare",31,42,5,77,5,23,2,185,487
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 186C","Saint-Lazare",15,32,4,81,9,17,1,159,428
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 187","Saint-Lazare",26,48,7,90,9,54,5,239,588
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 188","Saint-Lazare",10,26,4,72,3,42,2,159,388
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 189","Saint-Lazare",7,10,3,25,2,29,4,80,236
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 190","Saint-Lazare",20,32,4,65,11,53,6,191,498
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 191","Vaudreuil-Dorion",26,49,4,132,3,20,7,241,606
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 192A","Vaudreuil-Dorion",17,20,2,103,3,17,1,163,472
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 192B","Vaudreuil-Dorion",26,15,1,107,5,11,5,170,424
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 193","Vaudreuil-Dorion",35,41,9,107,5,48,7,252,648
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 194A","Vaudreuil-Dorion",21,22,2,75,2,15,1,138,347
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 194B","Vaudreuil-Dorion",16,9,2,37,1,13,0,78,316
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 195","Vaudreuil-Dorion",17,24,2,70,5,31,3,152,393
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 196","Vaudreuil-Dorion",18,22,5,50,2,24,2,123,372
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 197","Vaudreuil-Dorion",10,16,4,94,0,16,2,142,415
24074,"Vaudreuil--Soulanges/Vaudreuil--Soulanges"," 198A","Vaudreuil-Dorion",36,27,5,85,1,17,0,171,541
