Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ghada Chaabi,Manon Chevalier,Steven Duarte,Luc Joli-Coeur,Mélanie Joly,Anna Simonyan,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 25","Montréal",27,2,6,1,44,66,2,148,304
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 26","Montréal",27,4,3,6,91,33,1,165,351
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 27","Montréal",21,3,6,3,66,27,1,127,336
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 28","Montréal",26,3,9,5,63,31,2,139,404
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 29","Montréal",18,4,14,8,58,35,0,137,349
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 30","Montréal",21,1,7,9,64,42,2,146,342
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 31","Montréal",23,2,8,5,67,43,1,149,342
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 32","Montréal",34,1,8,11,75,76,3,208,443
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 33","Montréal",17,4,17,13,67,60,3,181,569
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 34","Montréal",46,4,8,12,100,76,6,252,489
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 35","Montréal",33,5,4,6,61,62,2,173,374
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 36","Montréal",26,10,11,6,64,52,5,174,369
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 37","Montréal",37,4,8,11,61,54,1,176,345
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 38","Montréal",47,2,5,9,67,63,4,197,395
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 39","Montréal",29,0,11,5,57,36,5,143,337
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 40","Montréal",16,1,3,1,42,32,1,96,300
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 41","Montréal",25,3,6,1,56,28,0,119,388
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 42","Montréal",14,4,6,4,78,19,0,125,390
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 43","Montréal",29,4,22,7,74,18,0,154,435
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 44","Montréal",35,2,9,7,60,33,1,147,391
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 45","Montréal",31,3,5,13,69,35,3,159,350
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 46","Montréal",20,0,8,8,68,49,1,154,367
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 47","Montréal",22,6,15,5,84,31,3,166,396
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 48","Montréal",36,2,9,8,91,70,4,220,484
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 49","Montréal",36,4,11,7,69,48,9,184,399
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 50","Montréal",19,1,10,0,20,20,0,70,263
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 51","Montréal",45,4,13,7,61,32,2,164,431
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 52","Montréal",33,2,12,4,59,27,2,139,336
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 53","Montréal",58,5,3,5,60,40,6,177,413
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 54","Montréal",51,5,13,9,80,52,4,214,419
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 55","Montréal",49,5,5,5,71,62,4,201,389
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 56","Montréal",49,10,8,6,81,82,3,239,423
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 57","Montréal",41,7,11,11,98,46,5,219,461
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 58","Montréal",37,5,10,9,92,63,2,218,406
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 59","Montréal",20,4,9,2,91,35,2,163,434
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 60","Montréal",37,7,6,7,71,17,2,147,396
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 61","Montréal",47,4,6,13,87,48,2,207,419
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 62","Montréal",41,6,4,9,93,47,8,208,398
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 63","Montréal",18,1,6,6,69,31,5,136,319
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 64","Montréal",31,2,12,7,60,63,2,177,299
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 65","Montréal",35,3,12,9,144,88,3,294,536
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 66","Montréal",48,2,5,5,71,21,4,156,386
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 67","Montréal",35,3,6,8,52,25,4,133,350
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 68","Montréal",34,7,8,7,101,27,0,184,393
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 69","Montréal",25,5,8,7,52,33,4,134,276
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 70","Montréal",22,2,5,5,78,56,1,169,374
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 71","Montréal",29,3,12,7,102,85,0,238,419
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 72","Montréal",38,7,13,7,87,83,6,241,501
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 73","Montréal",26,2,15,4,63,32,2,144,365
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 74","Montréal",38,6,18,5,108,49,5,229,480
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 75","Montréal",35,6,5,9,96,48,2,201,359
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 76","Montréal",38,3,13,8,91,46,2,201,454
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 77","Montréal",39,7,8,7,110,50,8,229,402
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 78","Montréal",43,10,10,10,60,35,4,172,414
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 79","Montréal",28,2,12,10,109,54,0,215,400
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 80","Montréal",29,2,5,8,124,92,4,264,489
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 81","Montréal",32,2,19,12,93,76,0,234,397
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 82","Montréal",36,0,6,10,89,38,2,181,357
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 83","Montréal",32,5,7,9,96,59,4,212,469
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 84","Montréal",43,5,10,9,97,69,2,235,430
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 85","Montréal",18,5,8,6,79,18,1,135,377
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 86","Montréal",17,9,19,3,103,19,1,171,339
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 87","Montréal",29,3,17,6,91,18,2,166,347
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 88","Montréal",17,6,18,1,116,12,2,172,344
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 89","Montréal",8,5,11,2,133,11,0,170,349
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 90","Montréal",31,2,9,10,91,37,5,185,324
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 91","Montréal",35,1,15,13,104,73,5,246,394
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 92","Montréal",29,4,19,5,104,37,5,203,430
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 93","Montréal",38,8,10,22,118,78,3,277,479
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 94","Montréal",24,5,14,2,103,27,1,176,349
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 95","Montréal",31,4,13,7,100,27,2,184,511
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 96","Montréal",13,9,12,3,139,12,2,190,402
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 97","Montréal",28,9,12,4,146,8,2,209,406
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 98","Montréal",11,2,12,4,137,9,4,179,446
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 99","Montréal",15,12,17,10,129,11,1,195,406
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 100","Montréal",29,3,12,8,68,45,5,170,309
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 101","Montréal",39,3,11,8,97,64,4,226,457
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 102","Montréal",29,5,9,14,58,67,2,184,361
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 103","Montréal",14,0,4,1,65,34,0,118,284
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 104","Montréal",26,6,19,3,120,55,1,230,516
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 105","Montréal",24,6,15,8,74,52,1,180,427
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 106","Montréal",23,7,13,7,102,30,1,183,355
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 107","Montréal",29,5,28,5,107,66,4,244,472
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 108","Montréal",8,4,29,4,80,29,7,161,342
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 109","Montréal",14,15,30,8,66,18,3,154,390
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 110","Montréal",19,2,7,5,89,59,8,189,428
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 111","Montréal",33,9,15,13,88,35,0,193,405
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 112","Montréal",26,3,13,5,110,56,2,215,394
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 113","Montréal",16,3,16,5,142,21,3,206,356
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 114","Montréal",21,3,14,6,105,13,5,167,387
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 115","Montréal",17,2,11,1,145,11,6,193,386
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 116A","Montréal",8,8,15,4,89,3,0,127,376
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 116B","Montréal",19,9,15,5,69,19,25,161,202
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 117","Montréal",6,3,33,9,121,42,8,222,396
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 118","Montréal",23,6,25,4,118,16,3,195,377
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 119","Montréal",8,2,15,2,69,4,3,103,300
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 120","Montréal",27,8,20,7,129,20,7,218,524
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 121","Montréal",6,6,14,2,84,17,3,132,295
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 122","Montréal",17,5,27,3,77,11,0,140,318
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 123","Montréal",6,6,13,7,79,6,1,118,289
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 124","Montréal",20,9,12,3,87,17,3,151,392
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 125","Montréal",9,4,22,0,97,7,3,142,399
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 126","Montréal",15,6,21,4,84,33,1,164,379
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 127","Montréal",11,2,19,2,109,23,4,170,391
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 128","Montréal",17,6,32,3,105,5,2,170,400
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 129","Montréal",7,12,17,1,81,10,2,130,317
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 130","Montréal",16,5,31,4,126,5,2,189,405
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 131","Montréal",8,8,22,3,122,2,3,168,393
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 132","Montréal",14,3,27,3,98,12,4,161,426
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 133","Montréal",10,14,19,5,88,10,2,148,407
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 134","Montréal",22,6,25,3,79,14,6,155,351
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 135","Montréal",18,6,14,2,63,16,0,119,421
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 136","Montréal",8,6,18,4,57,13,1,107,334
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 137","Montréal",9,2,17,1,81,3,1,114,353
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 138","Montréal",12,1,18,5,67,16,0,119,353
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 139","Montréal",22,9,37,7,127,13,1,216,586
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 140","Montréal",9,3,29,3,99,4,6,153,428
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 141","Montréal",18,3,19,6,99,5,1,151,442
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 142","Montréal",7,1,5,0,39,3,2,57,174
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 143","Montréal",16,7,29,3,169,29,5,258,527
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 144","Montréal",12,5,22,5,93,8,6,151,410
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 145","Montréal",11,6,28,3,100,13,2,163,397
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 146","Montréal",16,8,19,5,69,13,3,133,337
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 147","Montréal",7,3,2,7,85,14,3,121,343
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 148","Montréal",13,4,15,3,101,6,3,145,389
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 149","Montréal",18,14,34,0,69,9,0,144,330
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 150","Montréal",18,8,18,7,101,15,1,168,409
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 151","Montréal",17,8,29,5,112,20,2,193,416
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 152","Montréal",20,4,16,3,92,10,2,147,342
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 153","Montréal",13,7,21,2,61,15,2,121,369
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 154","Montréal",11,6,13,2,74,2,3,111,382
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 155","Montréal",11,11,22,4,68,1,2,119,404
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 156","Montréal",5,13,23,1,65,2,1,110,371
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 157","Montréal",10,6,22,8,103,13,2,164,349
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 158","Montréal",8,7,20,4,78,7,5,129,337
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 159","Montréal",25,1,11,12,69,61,6,185,345
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 160","Montréal",19,3,19,7,113,21,2,184,408
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 161","Montréal",35,2,11,6,75,49,4,182,373
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 162","Montréal",17,8,16,7,76,29,3,156,389
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 163","Montréal",17,2,15,0,81,13,1,129,331
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 164","Montréal",30,18,34,5,145,14,3,249,516
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 165","Montréal",22,4,24,6,139,39,5,239,540
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 166","Montréal",16,3,18,3,118,39,7,204,467
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 167","Montréal",7,3,3,1,116,8,5,143,433
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 168","Montréal",12,7,5,3,30,39,1,97,313
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 169","Montréal",18,5,9,6,62,32,1,133,337
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 170","Montréal",10,2,6,4,47,17,0,86,267
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 171","Montréal",25,6,12,5,47,39,0,134,339
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 172","Montréal",14,3,17,2,82,32,2,152,422
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 173","Montréal",0,0,1,0,19,3,1,24,280
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 174","Montréal",17,1,9,2,91,17,4,141,424
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 175","Montréal",15,2,8,4,67,7,4,107,325
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 176","Montréal",16,4,18,1,78,14,2,133,369
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 177","Montréal",8,2,20,4,76,19,4,133,398
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 178","Montréal",17,3,13,3,140,1,4,181,480
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 179","Montréal",15,7,16,1,143,3,3,188,437
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 180","Montréal",3,5,4,2,86,7,2,109,341
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 181","Montréal",17,2,8,3,103,2,4,139,341
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 182","Montréal",4,2,2,1,83,1,1,94,306
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 183","Montréal",5,7,2,1,111,2,0,128,341
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 184","Montréal",17,6,8,3,92,12,5,143,452
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 185","Montréal",2,7,4,1,93,7,2,116,315
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 186","Montréal",24,3,12,4,125,10,3,181,537
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 187","Montréal",9,0,8,2,82,10,2,113,415
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 188","Montréal",13,8,29,7,99,28,0,184,484
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 189","Montréal",16,8,18,10,108,31,2,193,473
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 190","Montréal",6,22,24,2,109,5,1,169,422
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 191","Montréal",12,8,45,6,128,35,4,238,423
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 192","Montréal",18,7,22,6,133,17,2,205,462
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 193","Montréal",18,6,50,5,103,22,2,206,444
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 194","Montréal",6,5,67,4,44,11,1,138,325
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 195","Montréal",16,5,53,3,92,13,2,184,310
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 196","Montréal",Merged with No./Fusionné avec le n°195,,,,,,,,84
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 197","Montréal",11,10,40,4,72,40,4,181,327
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 400","Montréal",0,1,3,0,28,5,2,39,130
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 401","Montréal",8,8,12,5,199,121,5,358,439
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 402","Montréal",9,1,18,8,224,130,14,404,509
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 403","Montréal",1,2,7,1,61,39,7,118,155
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 404","Montréal",Merged with No./Fusionné avec le n°104,,,,,,,,107
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 405","Montréal",Void/Supprimé,,,,,,,,
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 406","Montréal",Merged with No./Fusionné avec le n°409,,,,,,,,182
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 407","Montréal",25,2,30,4,113,17,3,194,319
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 408","Montréal",Merged with No./Fusionné avec le n°407,,,,,,,,170
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 409","Montréal",13,6,27,1,99,8,2,156,194
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 410","Montréal",2,0,11,3,101,45,11,173,210
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 500","Mobile poll/Bureau itinérant",2,2,3,1,14,7,3,32,66
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 501","Mobile poll/Bureau itinérant",3,0,1,1,26,12,2,45,145
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 502","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 503","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 504","Mobile poll/Bureau itinérant",0,0,1,1,4,0,0,6,70
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 505","Mobile poll/Bureau itinérant",0,0,0,0,28,2,0,30,34
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 506","Mobile poll/Bureau itinérant",0,0,1,0,15,6,1,23,61
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 507","Mobile poll/Bureau itinérant",3,2,3,1,31,11,5,56,87
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 508","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°148,,,,,,,,22
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 509","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°148,,,,,,,,13
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 510","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°148,,,,,,,,14
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 511","Mobile poll/Bureau itinérant",0,1,0,4,10,2,1,18,35
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 512","Mobile poll/Bureau itinérant",0,0,0,1,9,2,3,15,29
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 513","Mobile poll/Bureau itinérant",0,0,0,0,17,1,1,19,138
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 514","Mobile poll/Bureau itinérant",0,4,3,1,48,3,3,62,55
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 600","Montréal",69,14,56,22,338,309,11,819,
24003,"Ahuntsic-Cartierville/Ahuntsic-Cartierville"," 601","Montréal",94,10,55,24,378,346,13,920,
