Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Naval Bajaj,Gail Bannister-Clarke,Maninder Sidhu,Manjeet Singh,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35009,"Brampton East/Brampton-Est"," 55","Brampton",25,19,91,3,0,138,373
35009,"Brampton East/Brampton-Est"," 56","Brampton",55,35,120,3,1,214,520
35009,"Brampton East/Brampton-Est"," 57","Brampton",25,14,69,1,1,110,349
35009,"Brampton East/Brampton-Est"," 58","Brampton",88,38,118,6,2,252,445
35009,"Brampton East/Brampton-Est"," 59","Brampton",86,41,174,9,7,317,594
35009,"Brampton East/Brampton-Est"," 60","Brampton",65,37,98,6,1,207,503
35009,"Brampton East/Brampton-Est"," 61","Brampton",54,49,112,3,0,218,368
35009,"Brampton East/Brampton-Est"," 62","Brampton",49,45,158,5,0,257,481
35009,"Brampton East/Brampton-Est"," 63","Brampton",63,41,114,6,2,226,417
35009,"Brampton East/Brampton-Est"," 64","Brampton",46,42,113,2,0,203,491
35009,"Brampton East/Brampton-Est"," 65","Brampton",36,31,100,3,2,172,505
35009,"Brampton East/Brampton-Est"," 66","Brampton",42,35,92,4,3,176,442
35009,"Brampton East/Brampton-Est"," 67","Brampton",43,28,132,12,5,220,561
35009,"Brampton East/Brampton-Est"," 68","Brampton",27,26,83,2,2,140,433
35009,"Brampton East/Brampton-Est"," 69","Brampton",34,30,99,3,0,166,485
35009,"Brampton East/Brampton-Est"," 70","Brampton",32,28,108,0,0,168,482
35009,"Brampton East/Brampton-Est"," 71","Brampton",57,18,89,6,3,173,500
35009,"Brampton East/Brampton-Est"," 72","Brampton",61,46,120,8,1,236,468
35009,"Brampton East/Brampton-Est"," 73","Brampton",64,44,148,2,3,261,505
35009,"Brampton East/Brampton-Est"," 74","Brampton",57,49,124,4,1,235,451
35009,"Brampton East/Brampton-Est"," 75","Brampton",51,43,126,3,0,223,461
35009,"Brampton East/Brampton-Est"," 76","Brampton",58,34,164,1,0,257,521
35009,"Brampton East/Brampton-Est"," 77","Brampton",41,15,76,3,2,137,426
35009,"Brampton East/Brampton-Est"," 78","Brampton",60,46,114,2,5,227,524
35009,"Brampton East/Brampton-Est"," 79","Brampton",41,29,103,9,4,186,485
35009,"Brampton East/Brampton-Est"," 80","Brampton",73,22,74,5,1,175,425
35009,"Brampton East/Brampton-Est"," 81A","Brampton",30,17,79,6,0,132,315
35009,"Brampton East/Brampton-Est"," 81B","Brampton",19,23,72,4,1,119,310
35009,"Brampton East/Brampton-Est"," 82","Brampton",80,23,72,2,3,180,400
35009,"Brampton East/Brampton-Est"," 83","Brampton",45,20,115,3,0,183,387
35009,"Brampton East/Brampton-Est"," 84","Brampton",40,15,76,7,2,140,454
35009,"Brampton East/Brampton-Est"," 85","Brampton",34,26,95,4,1,160,470
35009,"Brampton East/Brampton-Est"," 86","Brampton",30,17,92,2,1,142,384
35009,"Brampton East/Brampton-Est"," 87","Brampton",33,14,71,2,1,121,377
35009,"Brampton East/Brampton-Est"," 88","Brampton",34,27,102,1,4,168,462
35009,"Brampton East/Brampton-Est"," 89","Brampton",33,24,83,2,2,144,456
35009,"Brampton East/Brampton-Est"," 90","Brampton",38,16,80,3,1,138,374
35009,"Brampton East/Brampton-Est"," 91","Brampton",30,23,92,2,4,151,455
35009,"Brampton East/Brampton-Est"," 92","Brampton",41,34,149,3,5,232,565
35009,"Brampton East/Brampton-Est"," 93","Brampton",37,25,73,7,1,143,381
35009,"Brampton East/Brampton-Est"," 94","Brampton",54,37,110,3,2,206,552
35009,"Brampton East/Brampton-Est"," 95","Brampton",40,23,76,5,1,145,437
35009,"Brampton East/Brampton-Est"," 96","Brampton",40,40,114,3,3,200,452
35009,"Brampton East/Brampton-Est"," 97","Brampton",47,43,91,2,0,183,471
35009,"Brampton East/Brampton-Est"," 98","Brampton",32,12,95,3,2,144,371
35009,"Brampton East/Brampton-Est"," 99","Brampton",37,17,87,3,1,145,446
35009,"Brampton East/Brampton-Est"," 100","Brampton",60,31,108,0,0,199,504
35009,"Brampton East/Brampton-Est"," 101","Brampton",43,31,147,5,2,228,500
35009,"Brampton East/Brampton-Est"," 102","Brampton",51,32,117,6,4,210,510
35009,"Brampton East/Brampton-Est"," 103","Brampton",54,21,117,6,5,203,526
35009,"Brampton East/Brampton-Est"," 104","Brampton",56,46,108,9,2,221,565
35009,"Brampton East/Brampton-Est"," 105","Brampton",33,20,86,2,0,141,472
35009,"Brampton East/Brampton-Est"," 106","Brampton",49,23,97,7,0,176,416
35009,"Brampton East/Brampton-Est"," 107","Brampton",29,22,113,8,3,175,451
35009,"Brampton East/Brampton-Est"," 108","Brampton",15,24,105,4,0,148,322
35009,"Brampton East/Brampton-Est"," 109","Brampton",23,24,85,2,1,135,435
35009,"Brampton East/Brampton-Est"," 110","Brampton",13,24,77,2,1,117,294
35009,"Brampton East/Brampton-Est"," 111","Brampton",34,24,86,3,1,148,408
35009,"Brampton East/Brampton-Est"," 112","Brampton",21,43,91,11,7,173,402
35009,"Brampton East/Brampton-Est"," 113","Brampton",40,33,107,5,3,188,466
35009,"Brampton East/Brampton-Est"," 114","Brampton",25,15,84,2,2,128,347
35009,"Brampton East/Brampton-Est"," 115","Brampton",21,32,97,3,0,153,418
35009,"Brampton East/Brampton-Est"," 116","Brampton",29,28,75,1,1,134,364
35009,"Brampton East/Brampton-Est"," 117","Brampton",34,24,92,5,2,157,450
35009,"Brampton East/Brampton-Est"," 118","Brampton",66,21,89,3,0,179,509
35009,"Brampton East/Brampton-Est"," 119","Brampton",48,26,114,9,2,199,513
35009,"Brampton East/Brampton-Est"," 120","Brampton",30,43,120,5,2,200,487
35009,"Brampton East/Brampton-Est"," 121","Brampton",36,19,83,3,1,142,375
35009,"Brampton East/Brampton-Est"," 122","Brampton",54,33,114,5,0,206,538
35009,"Brampton East/Brampton-Est"," 123","Brampton",26,21,99,6,3,155,461
35009,"Brampton East/Brampton-Est"," 124","Brampton",53,22,115,4,5,199,470
35009,"Brampton East/Brampton-Est"," 125","Brampton",34,32,98,1,3,168,466
35009,"Brampton East/Brampton-Est"," 126","Brampton",33,12,78,2,5,130,406
35009,"Brampton East/Brampton-Est"," 127","Brampton",16,28,98,5,1,148,498
35009,"Brampton East/Brampton-Est"," 128","Brampton",33,36,77,1,5,152,458
35009,"Brampton East/Brampton-Est"," 129","Brampton",44,28,114,0,2,188,533
35009,"Brampton East/Brampton-Est"," 130","Brampton",43,17,78,5,0,143,440
35009,"Brampton East/Brampton-Est"," 131A","Brampton",35,34,100,11,3,183,383
35009,"Brampton East/Brampton-Est"," 131B","Brampton",39,23,90,3,4,159,351
35009,"Brampton East/Brampton-Est"," 132","Brampton",37,29,54,4,4,128,191
35009,"Brampton East/Brampton-Est"," 133","Brampton",16,8,63,2,0,89,290
35009,"Brampton East/Brampton-Est"," 134","Brampton",36,22,105,2,2,167,427
35009,"Brampton East/Brampton-Est"," 135","Brampton",35,33,74,1,2,145,348
35009,"Brampton East/Brampton-Est"," 136","Brampton",25,28,82,2,0,137,367
35009,"Brampton East/Brampton-Est"," 137","Brampton",28,21,80,2,0,131,309
35009,"Brampton East/Brampton-Est"," 138","Brampton",30,22,89,0,0,141,416
35009,"Brampton East/Brampton-Est"," 139","Brampton",32,33,127,6,2,200,504
35009,"Brampton East/Brampton-Est"," 140","Brampton",48,30,121,7,1,207,510
35009,"Brampton East/Brampton-Est"," 141","Brampton",58,32,104,10,2,206,536
35009,"Brampton East/Brampton-Est"," 142","Brampton",48,19,57,2,0,126,310
35009,"Brampton East/Brampton-Est"," 143","Brampton",38,20,71,0,1,130,414
35009,"Brampton East/Brampton-Est"," 144","Brampton",39,34,120,8,4,205,543
35009,"Brampton East/Brampton-Est"," 145","Brampton",42,47,132,7,2,230,516
35009,"Brampton East/Brampton-Est"," 146","Brampton",47,34,138,4,1,224,567
35009,"Brampton East/Brampton-Est"," 147","Brampton",39,33,110,2,0,184,465
35009,"Brampton East/Brampton-Est"," 148","Brampton",58,32,138,4,1,233,521
35009,"Brampton East/Brampton-Est"," 149","Brampton",28,34,117,3,2,184,410
35009,"Brampton East/Brampton-Est"," 150A","Brampton",37,58,26,4,0,125,358
35009,"Brampton East/Brampton-Est"," 150B","Brampton",31,10,85,9,2,137,334
35009,"Brampton East/Brampton-Est"," 151","Brampton",59,47,141,7,0,254,523
35009,"Brampton East/Brampton-Est"," 152","Brampton",36,32,117,10,1,196,401
35009,"Brampton East/Brampton-Est"," 153","Brampton",27,19,96,2,2,146,322
35009,"Brampton East/Brampton-Est"," 154","Brampton",50,30,145,6,2,233,462
35009,"Brampton East/Brampton-Est"," 155","Brampton",52,33,98,6,6,195,472
35009,"Brampton East/Brampton-Est"," 156","Brampton",27,14,103,6,3,153,375
35009,"Brampton East/Brampton-Est"," 157","Brampton",54,28,112,2,0,196,489
35009,"Brampton East/Brampton-Est"," 158","Brampton",72,25,120,5,0,222,530
35009,"Brampton East/Brampton-Est"," 159","Brampton",59,38,115,4,6,222,556
35009,"Brampton East/Brampton-Est"," 160","Brampton",52,54,132,7,1,246,545
35009,"Brampton East/Brampton-Est"," 161","Brampton",87,28,108,6,2,231,569
35009,"Brampton East/Brampton-Est"," 162","Brampton",73,21,139,3,3,239,415
35009,"Brampton East/Brampton-Est"," 163","Brampton",85,24,117,3,1,230,520
35009,"Brampton East/Brampton-Est"," 500","Mobile poll/Bureau itinérant",15,9,32,6,0,62,93
35009,"Brampton East/Brampton-Est"," 501","Mobile poll/Bureau itinérant",10,5,16,1,0,32,103
35009,"Brampton East/Brampton-Est"," 600","Brampton",380,33,181,9,13,616,
35009,"Brampton East/Brampton-Est"," 601","Brampton",253,78,289,7,1,628,
35009,"Brampton East/Brampton-Est"," 602","Brampton",229,82,362,10,2,685,
35009,"Brampton East/Brampton-Est"," 603","Brampton",427,74,320,12,9,842,
35009,"Brampton East/Brampton-Est"," 604","Brampton",243,73,264,18,6,604,
35009,"Brampton East/Brampton-Est"," 605","Brampton",91,51,189,10,5,346,
35009,"Brampton East/Brampton-Est"," 606","Brampton",195,66,266,12,4,543,
35009,"Brampton East/Brampton-Est"," 607","Brampton",95,53,219,13,3,383,
35009,"Brampton East/Brampton-Est"," 608","Brampton",172,89,351,11,2,625,
35009,"Brampton East/Brampton-Est"," 609","Brampton",52,21,130,3,2,208,
35009,"Brampton East/Brampton-Est"," 610","Brampton",97,31,189,3,2,322,
35009,"Brampton East/Brampton-Est"," 611","Brampton",45,37,99,4,1,186,
35009,"Brampton East/Brampton-Est"," 612","Brampton",87,37,151,6,1,282,
35009,"Brampton East/Brampton-Est"," 613","Brampton",119,22,110,1,2,254,
35009,"Brampton East/Brampton-Est"," 614","Brampton",149,48,240,11,0,448,
35009,"Brampton East/Brampton-Est"," 615","Brampton",145,35,184,6,3,373,
35009,"Brampton East/Brampton-Est"," 616","Brampton",94,30,231,5,2,362,
35009,"Brampton East/Brampton-Est"," 617","Brampton",52,33,120,5,3,213,
35009,"Brampton East/Brampton-Est"," 618","Brampton",97,59,258,9,5,428,
35009,"Brampton East/Brampton-Est"," 619","Brampton",56,26,147,8,2,239,
35009,"Brampton East/Brampton-Est"," 620","Brampton",100,34,115,9,4,262,
35009,"Brampton East/Brampton-Est",,Group 1/Groupe 1, 95,85,185,12,20,397,90
35009,"Brampton East/Brampton-Est",,Group 2/Groupe 2, 605,600,27,167,48,1447,
