Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,James Bezan,Wayne James,Ian Kathwaroon,Detlev Regelsky,Margaret Smith,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 60","Grand Beach",124,8,19,52,60,1,264,456
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 61","St. Clements--Beaconia",76,4,15,29,19,0,143,322
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 62","St-Georges",126,6,13,32,34,1,212,407
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 63","Powerview-Pine Falls",33,3,11,8,32,1,88,284
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 64","Pine Falls",48,2,9,14,22,1,96,287
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 65","Powerview-Pine Falls",59,9,13,15,21,0,117,475
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 66","Alexander",48,5,12,6,21,0,92,281
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 67","Dunnottar",65,8,13,38,37,1,162,323
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 68","Matlock",73,2,16,27,41,0,159,333
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 69","Teulon",110,1,14,13,21,1,160,334
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 70","Erinview",107,5,14,12,25,2,165,394
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 71","Teulon",53,2,5,5,15,1,81,253
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 72","Teulon",68,2,10,8,30,1,119,273
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 73","Teulon",104,1,8,13,21,0,147,362
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 74","Teulon",70,5,8,10,14,2,109,226
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 75","Great Falls",77,7,7,15,29,0,135,278
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 76","Thalberg",115,10,16,21,30,2,194,374
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 77","Greenwald",106,3,10,2,8,1,130,234
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 78","Netley",119,3,17,24,26,0,189,382
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 79","Petersfield",81,1,10,21,27,0,140,330
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 80","Petersfield",88,5,6,16,24,0,139,352
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 81","Petersfield",87,1,5,12,31,1,137,318
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 82","Brokenhead 4",4,1,6,13,65,0,89,411
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 83","Gunton",148,6,21,26,46,0,247,438
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 84","Libau",117,3,13,20,27,0,180,352
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 85","Balmoral",87,4,19,15,35,1,161,330
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 86","Balmoral",166,6,19,17,45,3,256,397
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 87","Bird River",121,0,19,30,47,0,217,375
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 88","Lake Francis",104,4,5,9,9,2,133,253
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 89","Oswald",125,3,11,27,29,0,195,436
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 90","Woodlands",126,4,13,6,22,2,173,455
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 91","Lee River Falls",78,3,6,34,20,1,142,463
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 92","Crescent Bay",59,6,7,20,15,0,107,339
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 93","Riverland",88,4,12,25,23,1,153,381
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 94","Lac du Bonnet",98,6,32,20,20,2,178,394
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 95","Lac du Bonnet",96,0,18,20,35,1,170,433
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 96","Lac du Bonnet",73,7,6,15,27,0,128,373
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 97","Lac du Bonnet",82,2,6,17,26,2,135,365
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 98","Riverland",87,11,6,27,21,1,153,448
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 99","Clandeboye",72,6,9,11,37,2,137,338
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 100","Clandeboye",85,5,15,24,14,0,143,318
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 101","Argyle",155,5,30,23,33,3,249,445
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 102","Dynevor",63,4,14,18,33,3,135,268
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 103","Selkirk",52,10,11,26,40,2,141,381
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 104","Selkirk",34,3,9,18,30,4,98,333
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 105","Lait",63,1,6,6,10,0,86,237
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 106","Stonewall",62,0,1,3,15,0,81,171
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 107","Stonewall",119,4,2,22,39,3,189,523
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 108","Stonewall",56,3,4,17,23,0,103,326
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 109","Stonewall",51,5,9,22,25,1,113,287
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 110","Stonewall",69,5,13,16,26,1,130,303
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 111","Cloverdale",88,3,7,8,49,0,155,387
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 112","Selkirk",50,4,10,12,31,0,107,364
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 113","Selkirk",77,3,11,15,48,1,155,462
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 114","Selkirk",58,7,12,5,43,0,125,347
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 115","Walkleyburg",69,4,34,18,33,1,159,381
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 116","East Selkirk",80,6,13,22,54,1,176,421
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 117","East Selkirk",82,1,20,18,49,0,170,394
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 118","East Selkirk",73,2,6,9,39,0,129,343
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 119","East Selkirk",54,7,13,8,29,1,112,318
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 120","East Selkirk",110,6,7,29,39,1,192,460
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 121","Highland Glen",95,4,23,23,31,0,176,467
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 122","Marquette",144,4,11,12,17,0,188,319
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 123","Woodlands",80,4,22,22,28,1,157,448
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 124","Warren",72,2,11,17,30,0,132,370
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 125","Warren",104,3,8,8,10,0,133,322
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 126","Selkirk",Void/Supprimé,,,,,,,
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 127","Selkirk",47,2,15,13,64,2,143,399
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 128","Selkirk",51,3,16,11,50,0,131,393
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 129","Selkirk",69,2,12,21,42,4,150,411
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 130","Selkirk",43,1,13,19,33,2,111,346
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 131","Stonewall",75,4,9,19,19,0,126,349
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 132","Stonewall",89,3,7,23,47,1,170,349
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 133","Stonewall",76,5,3,20,23,1,128,373
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 134","Stonewall",72,3,6,18,40,1,140,362
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 135","Stonewall",96,3,19,19,44,0,181,498
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 136","Stonewall",76,4,8,17,21,0,126,354
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 137","Stonewall",105,11,13,23,27,1,180,408
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 138","Stonewall",128,6,11,27,45,2,219,548
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 139","Selkirk",64,1,15,20,61,2,163,382
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 140","Selkirk",46,0,8,22,43,2,121,330
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 141","Selkirk",50,2,8,21,56,0,137,391
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 142","Selkirk",55,6,11,22,46,3,143,384
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 143","Selkirk",58,5,9,17,51,1,141,362
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 144","Selkirk",74,3,11,28,43,0,159,391
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 145","Selkirk",76,3,4,30,43,1,157,334
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 146","Selkirk",84,6,16,16,31,2,155,423
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 147","St. Andrews",72,2,16,15,50,1,156,444
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 148","Selkirk",68,3,6,18,31,0,126,328
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 149","Selkirk",84,3,3,37,40,0,167,406
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 150","Selkirk",75,3,6,32,37,1,154,463
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 151","St. Andrews",108,9,18,14,50,0,199,428
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 152","St. Andrews",87,3,14,20,38,1,163,429
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 153","St. Andrews",90,4,8,20,38,1,161,314
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 154","St. Andrews",61,2,8,27,29,0,127,279
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 155","Pinawa",82,8,3,33,26,0,152,362
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 156","Pinawa",50,9,8,40,42,2,151,335
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 157","Pinawa",43,10,3,37,29,0,122,237
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 158A","Pinawa",71,6,4,31,40,0,152,357
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 158B","Mobile poll/Bureau itinérant",13,0,0,2,1,0,16,41
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 159","Tyndall",113,6,30,25,42,2,218,514
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 160","Tyndall",71,5,26,9,31,0,142,330
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 161","Tyndall",71,5,6,20,26,0,128,308
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 162","Brokenhead",87,8,23,9,21,0,148,376
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 163","Ladywood",116,7,32,14,23,0,192,444
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 164","Cromwell",107,10,18,9,21,0,165,416
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 165","Beausejour",80,5,18,12,14,2,131,396
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 166","Beausejour",67,3,15,11,30,2,128,384
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 167","Beausejour",83,7,14,9,37,1,151,410
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 168","Beausejour",81,0,15,20,37,1,154,481
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 169","Beausejour",68,6,6,13,32,2,127,375
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 170","Beausejour",84,5,15,31,33,1,169,373
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 171","Beausejour",67,2,9,25,38,1,142,346
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 172","Cloverleaf",106,12,37,25,37,1,218,444
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 173","St. Ouens",112,19,14,16,54,1,216,494
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 174","Stony Mountain",117,4,13,24,37,0,195,406
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 175","Stony Mountain",154,6,10,30,50,2,252,377
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 176","Stony Mountain",144,1,11,30,40,1,227,523
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 177","Stony Mountain",130,3,12,34,34,2,215,387
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 178","Garson",100,14,20,31,43,0,208,470
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 179","Garson",165,8,25,35,52,3,288,600
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 180","St. Andrews",71,2,13,17,38,0,141,371
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 181","St. Andrews",66,4,12,17,43,0,142,352
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 182","St. Andrews",57,4,15,18,32,1,127,351
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 183","St. Andrews",77,2,17,28,29,0,153,399
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 184","St. Andrews",66,3,14,21,28,0,132,355
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 185","St. Andrews",67,4,4,17,21,1,114,305
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 186","St. Andrews",68,4,8,23,41,0,144,371
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 187","St. Andrews",72,4,4,27,31,2,140,347
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 188","St. Andrews",61,1,7,23,38,0,130,326
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 189","St. Andrews",78,3,9,19,31,1,141,373
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 190","St. Andrews",50,2,4,23,33,2,114,278
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 191","St. Andrews",51,1,9,27,22,1,111,295
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 192","St. Andrews",72,1,16,43,11,1,144,353
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 193","Grosse Isle",124,3,8,23,33,1,192,290
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 194","Little Britain",88,3,24,12,27,0,154,378
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 195","Gonor",54,1,6,17,15,0,93,243
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 196","Gonor",77,8,20,23,26,1,155,418
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 197","Gonor Station",80,8,10,30,38,0,166,413
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 198","St. Clements",57,5,14,28,23,0,127,456
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 199","St. Clements",48,6,14,12,31,1,112,334
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 200","Narol",83,3,2,19,27,2,136,342
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 201","St. Clements",81,4,13,29,39,3,169,403
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 202","Narol",79,7,7,32,27,1,153,392
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 203","St. Clements",100,5,5,26,35,1,172,366
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 204","St. Clements",64,3,14,13,28,1,123,298
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 205","St. Clements",79,1,5,21,16,0,122,278
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 206","Rosser",77,1,7,5,12,2,104,207
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 207","Rosser",50,1,6,16,7,0,80,272
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 208","Lilyfield",120,3,16,34,32,3,208,348
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 400","Stonewall",112,2,2,35,17,8,176,253
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 401","Mobile poll/Bureau itinérant",17,4,4,23,16,6,70,206
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 500","Mobile poll/Bureau itinérant",2,0,1,2,2,1,8,7
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 501","Mobile poll/Bureau itinérant",Results combined with no. 7/Résultats combinés au n° 7,,,,,,,11
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 502","Mobile poll/Bureau itinérant",9,0,0,1,1,2,13,22
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 503","Mobile poll/Bureau itinérant",4,0,2,0,0,0,6,9
46010,"Selkirk--Interlake--Eastman/Selkirk--Interlake--Eastman"," 504","Mobile poll/Bureau itinérant",Results combined with no. 7/Résultats combinés au n° 7,,,,,,,9
