Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Gulshan Akter,Edward Gao,Kevan Hunter,Natalie Odd,Murray Sigler,Len Webber,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48005,"Calgary Confederation/Calgary Confederation"," 47","Calgary",22,9,0,4,45,68,0,148,428
48005,"Calgary Confederation/Calgary Confederation"," 48","Calgary",27,3,1,10,40,107,0,188,457
48005,"Calgary Confederation/Calgary Confederation"," 49","Calgary",17,3,0,3,16,18,1,58,195
48005,"Calgary Confederation/Calgary Confederation"," 50","Calgary",34,11,0,11,40,67,0,163,435
48005,"Calgary Confederation/Calgary Confederation"," 51","Calgary",21,11,2,10,46,97,1,188,415
48005,"Calgary Confederation/Calgary Confederation"," 52","Calgary",37,7,0,9,52,68,0,173,454
48005,"Calgary Confederation/Calgary Confederation"," 53","Calgary",22,14,0,12,34,65,0,147,445
48005,"Calgary Confederation/Calgary Confederation"," 54","Calgary",23,10,1,9,55,32,0,130,454
48005,"Calgary Confederation/Calgary Confederation"," 55","Calgary",43,5,0,10,37,50,0,145,426
48005,"Calgary Confederation/Calgary Confederation"," 56","Calgary",36,11,1,10,57,80,0,195,477
48005,"Calgary Confederation/Calgary Confederation"," 57","Calgary",28,7,1,7,40,95,1,179,386
48005,"Calgary Confederation/Calgary Confederation"," 58","Calgary",34,10,0,17,56,93,1,211,491
48005,"Calgary Confederation/Calgary Confederation"," 59","Calgary",15,8,0,8,27,109,0,167,320
48005,"Calgary Confederation/Calgary Confederation"," 60","Calgary",25,7,0,7,46,91,0,176,393
48005,"Calgary Confederation/Calgary Confederation"," 61","Calgary",32,4,0,10,61,117,0,224,410
48005,"Calgary Confederation/Calgary Confederation"," 62","Calgary",38,7,2,5,35,88,0,175,388
48005,"Calgary Confederation/Calgary Confederation"," 63","Calgary",24,16,0,9,48,86,1,184,426
48005,"Calgary Confederation/Calgary Confederation"," 64","Calgary",46,13,0,7,51,119,3,239,430
48005,"Calgary Confederation/Calgary Confederation"," 65","Calgary",47,4,2,11,54,109,0,227,451
48005,"Calgary Confederation/Calgary Confederation"," 66","Calgary",22,15,1,10,28,97,3,176,376
48005,"Calgary Confederation/Calgary Confederation"," 67","Calgary",30,13,1,3,35,88,2,172,372
48005,"Calgary Confederation/Calgary Confederation"," 68","Calgary",44,15,0,7,45,81,3,195,539
48005,"Calgary Confederation/Calgary Confederation"," 69","Calgary",Void/Supprimé,,,,,,,,
48005,"Calgary Confederation/Calgary Confederation"," 70A","Calgary",114,5,0,10,105,112,0,346,708
48005,"Calgary Confederation/Calgary Confederation"," 70B","Mobile poll/Bureau itinérant",11,3,0,2,13,37,0,66,195
48005,"Calgary Confederation/Calgary Confederation"," 71","Calgary",58,8,0,7,71,115,0,259,493
48005,"Calgary Confederation/Calgary Confederation"," 72","Calgary",35,2,2,5,60,102,0,206,417
48005,"Calgary Confederation/Calgary Confederation"," 73","Calgary",37,7,0,5,52,70,1,172,414
48005,"Calgary Confederation/Calgary Confederation"," 74","Calgary",54,13,0,6,32,34,0,139,453
48005,"Calgary Confederation/Calgary Confederation"," 75","Calgary",28,10,1,14,62,77,1,193,438
48005,"Calgary Confederation/Calgary Confederation"," 76","Calgary",27,8,0,8,44,71,0,158,406
48005,"Calgary Confederation/Calgary Confederation"," 77","Calgary",49,8,0,7,34,52,3,153,446
48005,"Calgary Confederation/Calgary Confederation"," 78","Calgary",28,6,1,3,50,80,2,170,415
48005,"Calgary Confederation/Calgary Confederation"," 79","Calgary",40,6,0,5,47,64,0,162,433
48005,"Calgary Confederation/Calgary Confederation"," 80","Calgary",44,13,2,11,63,83,1,217,454
48005,"Calgary Confederation/Calgary Confederation"," 81","Calgary",39,10,0,11,63,118,0,241,443
48005,"Calgary Confederation/Calgary Confederation"," 82","Calgary",42,16,0,6,40,76,0,180,378
48005,"Calgary Confederation/Calgary Confederation"," 83","Calgary",30,21,0,9,45,116,2,223,436
48005,"Calgary Confederation/Calgary Confederation"," 84","Calgary",42,6,0,5,46,67,0,166,387
48005,"Calgary Confederation/Calgary Confederation"," 85","Calgary",19,14,0,5,30,65,2,135,330
48005,"Calgary Confederation/Calgary Confederation"," 86","Calgary",24,9,1,1,31,95,0,161,416
48005,"Calgary Confederation/Calgary Confederation"," 87","Calgary",41,7,1,6,38,75,0,168,489
48005,"Calgary Confederation/Calgary Confederation"," 88","Calgary",23,19,1,8,40,90,1,182,419
48005,"Calgary Confederation/Calgary Confederation"," 89","Calgary",45,5,0,3,24,50,2,129,502
48005,"Calgary Confederation/Calgary Confederation"," 90","Calgary",21,4,2,3,31,91,2,154,395
48005,"Calgary Confederation/Calgary Confederation"," 91","Calgary",21,23,0,3,33,71,2,153,428
48005,"Calgary Confederation/Calgary Confederation"," 92","Calgary",30,16,0,6,58,83,1,194,458
48005,"Calgary Confederation/Calgary Confederation"," 93","Calgary",54,5,2,10,28,49,0,148,506
48005,"Calgary Confederation/Calgary Confederation"," 94","Calgary",41,12,0,5,34,59,0,151,472
48005,"Calgary Confederation/Calgary Confederation"," 95","Calgary",45,13,0,6,37,71,0,172,483
48005,"Calgary Confederation/Calgary Confederation"," 96","Calgary",37,10,0,5,41,43,1,137,343
48005,"Calgary Confederation/Calgary Confederation"," 97","Calgary",40,8,0,6,30,61,1,146,372
48005,"Calgary Confederation/Calgary Confederation"," 98","Calgary",39,9,0,10,61,97,0,216,434
48005,"Calgary Confederation/Calgary Confederation"," 99","Calgary",43,7,1,5,34,61,0,151,343
48005,"Calgary Confederation/Calgary Confederation"," 100","Calgary",47,12,0,11,58,82,0,210,385
48005,"Calgary Confederation/Calgary Confederation"," 101","Calgary",37,11,0,7,52,70,0,177,391
48005,"Calgary Confederation/Calgary Confederation"," 102","Calgary",38,2,0,3,59,59,1,162,336
48005,"Calgary Confederation/Calgary Confederation"," 103","Calgary",28,3,0,7,52,38,2,130,350
48005,"Calgary Confederation/Calgary Confederation"," 104","Calgary",17,2,0,3,33,69,2,126,344
48005,"Calgary Confederation/Calgary Confederation"," 105","Calgary",19,0,0,1,41,60,0,121,356
48005,"Calgary Confederation/Calgary Confederation"," 106","Calgary",32,10,0,10,67,101,0,220,451
48005,"Calgary Confederation/Calgary Confederation"," 107","Calgary",27,9,0,14,62,110,0,222,456
48005,"Calgary Confederation/Calgary Confederation"," 108","Calgary",32,21,1,5,56,77,1,193,459
48005,"Calgary Confederation/Calgary Confederation"," 109","Calgary",38,16,2,5,56,76,1,194,482
48005,"Calgary Confederation/Calgary Confederation"," 110","Calgary",36,8,0,6,69,79,2,200,433
48005,"Calgary Confederation/Calgary Confederation"," 111","Calgary",48,10,0,5,55,62,0,180,476
48005,"Calgary Confederation/Calgary Confederation"," 112","Calgary",38,8,1,9,76,67,0,199,462
48005,"Calgary Confederation/Calgary Confederation"," 113","Calgary",53,6,1,11,60,66,0,197,489
48005,"Calgary Confederation/Calgary Confederation"," 114","Calgary",37,11,0,7,67,98,0,220,368
48005,"Calgary Confederation/Calgary Confederation"," 115","Calgary",42,6,0,12,55,109,0,224,468
48005,"Calgary Confederation/Calgary Confederation"," 116","Calgary",40,16,2,10,53,62,0,183,443
48005,"Calgary Confederation/Calgary Confederation"," 117","Calgary",39,3,1,10,59,84,0,196,420
48005,"Calgary Confederation/Calgary Confederation"," 118","Calgary",50,12,1,9,63,65,1,201,467
48005,"Calgary Confederation/Calgary Confederation"," 119","Calgary",49,13,0,9,63,69,0,203,482
48005,"Calgary Confederation/Calgary Confederation"," 120","Calgary",34,8,1,8,68,84,0,203,471
48005,"Calgary Confederation/Calgary Confederation"," 121","Calgary",13,4,0,1,34,66,0,118,418
48005,"Calgary Confederation/Calgary Confederation"," 122","Calgary",25,9,0,4,45,81,0,164,378
48005,"Calgary Confederation/Calgary Confederation"," 123","Calgary",18,14,1,10,55,63,0,161,418
48005,"Calgary Confederation/Calgary Confederation"," 124","Calgary",22,7,0,4,36,56,2,127,357
48005,"Calgary Confederation/Calgary Confederation"," 125","Calgary",36,10,1,11,62,86,0,206,426
48005,"Calgary Confederation/Calgary Confederation"," 126","Calgary",40,4,0,7,62,63,3,179,455
48005,"Calgary Confederation/Calgary Confederation"," 127","Calgary",36,7,1,9,66,94,0,213,464
48005,"Calgary Confederation/Calgary Confederation"," 128","Calgary",23,8,0,2,31,85,0,149,369
48005,"Calgary Confederation/Calgary Confederation"," 129","Calgary",25,8,0,5,42,59,0,139,383
48005,"Calgary Confederation/Calgary Confederation"," 130","Calgary",30,4,0,3,26,72,0,135,322
48005,"Calgary Confederation/Calgary Confederation"," 131","Calgary",36,16,0,5,47,85,1,190,481
48005,"Calgary Confederation/Calgary Confederation"," 132","Calgary",32,18,1,9,47,72,0,179,480
48005,"Calgary Confederation/Calgary Confederation"," 133","Calgary",39,17,0,9,66,99,1,231,480
48005,"Calgary Confederation/Calgary Confederation"," 134","Calgary",30,13,1,8,37,101,1,191,502
48005,"Calgary Confederation/Calgary Confederation"," 135","Calgary",27,13,1,9,49,111,0,210,460
48005,"Calgary Confederation/Calgary Confederation"," 136","Calgary",29,10,1,8,54,100,1,203,407
48005,"Calgary Confederation/Calgary Confederation"," 137","Calgary",22,9,0,1,37,66,1,136,348
48005,"Calgary Confederation/Calgary Confederation"," 138","Calgary",20,6,1,3,45,115,0,190,381
48005,"Calgary Confederation/Calgary Confederation"," 139","Calgary",29,9,0,6,62,98,2,206,382
48005,"Calgary Confederation/Calgary Confederation"," 140","Calgary",23,0,0,1,3,19,0,46,68
48005,"Calgary Confederation/Calgary Confederation"," 141","Calgary",18,7,0,7,47,111,1,191,378
48005,"Calgary Confederation/Calgary Confederation"," 142","Calgary",18,6,0,7,49,104,0,184,431
48005,"Calgary Confederation/Calgary Confederation"," 143","Calgary",14,9,0,10,55,128,0,216,428
48005,"Calgary Confederation/Calgary Confederation"," 144","Calgary",39,10,0,7,67,81,0,204,423
48005,"Calgary Confederation/Calgary Confederation"," 145","Calgary",36,7,0,3,58,80,0,184,408
48005,"Calgary Confederation/Calgary Confederation"," 146","Calgary",23,10,0,3,56,76,3,171,424
48005,"Calgary Confederation/Calgary Confederation"," 147","Calgary",61,4,0,13,69,63,0,210,447
48005,"Calgary Confederation/Calgary Confederation"," 148","Calgary",38,1,1,11,63,66,0,180,389
48005,"Calgary Confederation/Calgary Confederation"," 149","Calgary",24,3,0,8,82,82,1,200,415
48005,"Calgary Confederation/Calgary Confederation"," 150","Calgary",28,3,1,4,62,112,0,210,397
48005,"Calgary Confederation/Calgary Confederation"," 151","Calgary",31,12,0,3,63,70,0,179,417
48005,"Calgary Confederation/Calgary Confederation"," 152","Calgary",35,7,0,6,59,68,0,175,350
48005,"Calgary Confederation/Calgary Confederation"," 153","Calgary",32,4,1,5,43,53,0,138,465
48005,"Calgary Confederation/Calgary Confederation"," 154","Calgary",31,13,1,6,54,122,0,227,494
48005,"Calgary Confederation/Calgary Confederation"," 155","Calgary",42,7,1,3,44,68,0,165,468
48005,"Calgary Confederation/Calgary Confederation"," 156","Calgary",36,5,0,4,60,63,1,169,410
48005,"Calgary Confederation/Calgary Confederation"," 157","Calgary",36,8,0,13,37,102,1,197,451
48005,"Calgary Confederation/Calgary Confederation"," 158","Calgary",38,15,0,10,55,79,0,197,374
48005,"Calgary Confederation/Calgary Confederation"," 159","Calgary",Void/Supprimé,,,,,,,,
48005,"Calgary Confederation/Calgary Confederation"," 160","Calgary",35,4,0,6,47,90,0,182,352
48005,"Calgary Confederation/Calgary Confederation"," 161","Calgary",40,3,3,4,68,91,0,209,393
48005,"Calgary Confederation/Calgary Confederation"," 162","Calgary",26,12,0,8,55,72,0,173,389
48005,"Calgary Confederation/Calgary Confederation"," 163","Calgary",23,4,0,8,68,101,0,204,442
48005,"Calgary Confederation/Calgary Confederation"," 164","Calgary",34,3,1,6,62,81,0,187,384
48005,"Calgary Confederation/Calgary Confederation"," 165","Calgary",25,12,0,4,61,76,1,179,410
48005,"Calgary Confederation/Calgary Confederation"," 166","Calgary",58,5,3,7,49,55,0,177,428
48005,"Calgary Confederation/Calgary Confederation"," 167","Calgary",29,4,0,8,31,49,0,121,342
48005,"Calgary Confederation/Calgary Confederation"," 168","Calgary",31,4,1,11,75,95,0,217,405
48005,"Calgary Confederation/Calgary Confederation"," 169","Calgary",48,9,2,6,75,73,2,215,515
48005,"Calgary Confederation/Calgary Confederation"," 170","Calgary",46,7,0,8,69,74,2,206,493
48005,"Calgary Confederation/Calgary Confederation"," 171","Calgary",42,4,0,3,59,59,0,167,356
48005,"Calgary Confederation/Calgary Confederation"," 172","Calgary",56,9,0,10,65,52,0,192,496
48005,"Calgary Confederation/Calgary Confederation"," 173","Calgary",24,4,1,9,60,54,0,152,365
48005,"Calgary Confederation/Calgary Confederation"," 174","Calgary",59,7,2,11,73,49,1,202,339
48005,"Calgary Confederation/Calgary Confederation"," 175","Calgary",69,10,2,7,66,60,0,214,417
48005,"Calgary Confederation/Calgary Confederation"," 176","Calgary",47,15,0,5,79,40,0,186,356
48005,"Calgary Confederation/Calgary Confederation"," 177","Calgary",35,7,0,15,66,55,0,178,414
48005,"Calgary Confederation/Calgary Confederation"," 178","Calgary",79,11,0,19,90,75,0,274,552
48005,"Calgary Confederation/Calgary Confederation"," 179","Calgary",21,3,0,5,18,26,0,73,194
48005,"Calgary Confederation/Calgary Confederation"," 180","Calgary",29,11,0,9,67,49,1,166,389
48005,"Calgary Confederation/Calgary Confederation"," 181","Calgary",35,6,0,7,50,58,0,156,513
48005,"Calgary Confederation/Calgary Confederation"," 182","Calgary",57,9,0,6,37,56,0,165,462
48005,"Calgary Confederation/Calgary Confederation"," 183","Calgary",31,7,0,4,40,67,0,149,398
48005,"Calgary Confederation/Calgary Confederation"," 184","Calgary",28,5,0,12,72,65,3,185,454
48005,"Calgary Confederation/Calgary Confederation"," 185","Calgary",27,3,0,6,54,47,2,139,433
48005,"Calgary Confederation/Calgary Confederation"," 186","Calgary",37,11,0,6,45,57,0,156,469
48005,"Calgary Confederation/Calgary Confederation"," 187","Calgary",25,3,0,10,66,61,0,165,414
48005,"Calgary Confederation/Calgary Confederation"," 188","Calgary",50,10,1,9,45,69,4,188,528
48005,"Calgary Confederation/Calgary Confederation"," 189","Calgary",27,9,0,1,48,51,2,138,453
48005,"Calgary Confederation/Calgary Confederation"," 190","Calgary",27,6,0,4,47,61,0,145,415
48005,"Calgary Confederation/Calgary Confederation"," 191","Calgary",27,5,0,6,57,83,2,180,455
48005,"Calgary Confederation/Calgary Confederation"," 192","Calgary",16,3,1,7,42,75,0,144,394
48005,"Calgary Confederation/Calgary Confederation"," 193","Calgary",26,3,0,5,35,54,1,124,345
48005,"Calgary Confederation/Calgary Confederation"," 194","Calgary",27,9,0,10,43,63,0,152,375
48005,"Calgary Confederation/Calgary Confederation"," 195","Calgary",26,18,2,7,39,98,0,190,395
48005,"Calgary Confederation/Calgary Confederation"," 196","Calgary",44,6,0,4,39,48,0,141,392
48005,"Calgary Confederation/Calgary Confederation"," 197","Calgary",39,10,0,9,30,71,2,161,394
48005,"Calgary Confederation/Calgary Confederation"," 198","Calgary",13,13,2,2,28,45,2,105,267
48005,"Calgary Confederation/Calgary Confederation"," 199","Calgary",59,11,0,9,62,41,0,182,444
48005,"Calgary Confederation/Calgary Confederation"," 200","Calgary",54,19,1,6,74,60,1,215,603
48005,"Calgary Confederation/Calgary Confederation"," 201","Calgary",59,4,2,8,58,89,1,221,506
48005,"Calgary Confederation/Calgary Confederation"," 202","Calgary",47,8,0,11,72,69,1,208,418
48005,"Calgary Confederation/Calgary Confederation"," 203","Calgary",47,12,0,7,68,102,1,237,454
48005,"Calgary Confederation/Calgary Confederation"," 204","Calgary",45,8,0,10,56,55,2,176,432
48005,"Calgary Confederation/Calgary Confederation"," 205","Calgary",51,6,0,6,50,72,0,185,417
48005,"Calgary Confederation/Calgary Confederation"," 206","Calgary",27,5,0,4,66,59,1,162,397
48005,"Calgary Confederation/Calgary Confederation"," 207","Calgary",39,7,0,2,42,57,2,149,387
48005,"Calgary Confederation/Calgary Confederation"," 208","Calgary",40,12,0,8,40,61,0,161,424
48005,"Calgary Confederation/Calgary Confederation"," 209","Calgary",41,15,0,6,56,58,0,176,349
48005,"Calgary Confederation/Calgary Confederation"," 210","Calgary",21,1,0,2,21,20,1,66,141
48005,"Calgary Confederation/Calgary Confederation"," 211","Calgary",18,2,0,2,31,32,3,88,326
48005,"Calgary Confederation/Calgary Confederation"," 212","Calgary",13,6,0,0,33,31,0,83,208
48005,"Calgary Confederation/Calgary Confederation"," 213","Calgary",28,7,0,4,60,68,1,168,388
48005,"Calgary Confederation/Calgary Confederation"," 214","Calgary",34,9,1,6,65,94,2,211,473
48005,"Calgary Confederation/Calgary Confederation"," 400","Calgary",Merged with No./Fusionné avec le n°21,,,,,,,,169
48005,"Calgary Confederation/Calgary Confederation"," 401","Calgary",Merged with No./Fusionné avec le n°21,,,,,,,,181
48005,"Calgary Confederation/Calgary Confederation"," 402","Mobile poll/Bureau itinérant",5,0,0,1,18,23,2,49,134
48005,"Calgary Confederation/Calgary Confederation"," 403","Mobile poll/Bureau itinérant",11,4,1,4,20,50,0,90,109
48005,"Calgary Confederation/Calgary Confederation"," 404","Mobile poll/Bureau itinérant",17,2,1,5,15,37,0,77,148
48005,"Calgary Confederation/Calgary Confederation"," 405","Mobile poll/Bureau itinérant",13,0,3,4,27,65,0,112,217
48005,"Calgary Confederation/Calgary Confederation"," 500","Mobile poll/Bureau itinérant",3,3,0,0,17,31,1,55,117
48005,"Calgary Confederation/Calgary Confederation"," 501","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°22,,,,,,,,88
48005,"Calgary Confederation/Calgary Confederation"," 502","Mobile poll/Bureau itinérant",1,0,0,0,2,10,0,13,24
48005,"Calgary Confederation/Calgary Confederation"," 503","Mobile poll/Bureau itinérant",1,2,1,1,6,19,0,30,43
48005,"Calgary Confederation/Calgary Confederation"," 504","Mobile poll/Bureau itinérant",3,0,0,4,2,14,0,23,39
48005,"Calgary Confederation/Calgary Confederation"," 505","Mobile poll/Bureau itinérant",7,3,4,5,12,28,5,64,54
48005,"Calgary Confederation/Calgary Confederation"," 506","Mobile poll/Bureau itinérant",2,1,6,2,14,28,2,55,69
48005,"Calgary Confederation/Calgary Confederation"," 507","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°125,,,,,,,,31
48005,"Calgary Confederation/Calgary Confederation"," 508","Mobile poll/Bureau itinérant",5,5,1,3,21,34,0,69,95
48005,"Calgary Confederation/Calgary Confederation"," 509","Mobile poll/Bureau itinérant",2,3,0,2,9,21,0,37,54
48005,"Calgary Confederation/Calgary Confederation"," 510","Mobile poll/Bureau itinérant",2,0,0,2,8,14,1,27,59
48005,"Calgary Confederation/Calgary Confederation"," 511","Mobile poll/Bureau itinérant",4,1,0,1,5,15,0,26,39
48005,"Calgary Confederation/Calgary Confederation"," 512","Mobile poll/Bureau itinérant",4,5,1,5,7,37,2,61,91
48005,"Calgary Confederation/Calgary Confederation"," 513","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°182,,,,,,,,60
48005,"Calgary Confederation/Calgary Confederation"," 514","Mobile poll/Bureau itinérant",7,3,2,2,12,24,4,54,70
48005,"Calgary Confederation/Calgary Confederation"," 515","Mobile poll/Bureau itinérant",5,0,2,0,10,43,0,60,112
48005,"Calgary Confederation/Calgary Confederation"," 516","Mobile poll/Bureau itinérant",4,0,1,1,5,19,0,30,49
48005,"Calgary Confederation/Calgary Confederation"," 517","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°166,,,,,,,,1
48005,"Calgary Confederation/Calgary Confederation"," 518","Mobile poll/Bureau itinérant",8,2,2,0,10,56,1,79,123
48005,"Calgary Confederation/Calgary Confederation"," 519","Mobile poll/Bureau itinérant",0,0,0,0,2,7,0,9,9
48005,"Calgary Confederation/Calgary Confederation"," 520","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°161,,,,,,,,22
48005,"Calgary Confederation/Calgary Confederation"," 521","Mobile poll/Bureau itinérant",9,2,0,2,14,33,0,60,99
48005,"Calgary Confederation/Calgary Confederation"," 522A","Mobile poll/Bureau itinérant",4,0,0,0,19,43,0,66,80
48005,"Calgary Confederation/Calgary Confederation"," 522B","Mobile poll/Bureau itinérant",1,1,0,1,7,34,0,44,43
48005,"Calgary Confederation/Calgary Confederation"," 523","Mobile poll/Bureau itinérant",3,3,0,2,10,35,0,53,94
48005,"Calgary Confederation/Calgary Confederation"," 524","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°161,,,,,,,,42
48005,"Calgary Confederation/Calgary Confederation"," 525","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°114,,,,,,,,93
48005,"Calgary Confederation/Calgary Confederation"," 526","Mobile poll/Bureau itinérant",2,0,1,1,11,3,0,18,30
48005,"Calgary Confederation/Calgary Confederation"," 527A","Mobile poll/Bureau itinérant",6,1,0,3,13,44,0,67,122
48005,"Calgary Confederation/Calgary Confederation"," 527B","Mobile poll/Bureau itinérant",6,0,0,0,6,36,0,48,51
48005,"Calgary Confederation/Calgary Confederation"," 528","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°93,,,,,,,,58
48005,"Calgary Confederation/Calgary Confederation"," 600","Calgary",126,28,1,41,218,596,7,1017,
48005,"Calgary Confederation/Calgary Confederation"," 601","Calgary",139,47,0,31,232,603,1,1053,
48005,"Calgary Confederation/Calgary Confederation"," 602","Calgary",139,36,4,51,276,567,3,1076,
48005,"Calgary Confederation/Calgary Confederation"," 603","Calgary",123,27,6,44,251,575,4,1030,
48005,"Calgary Confederation/Calgary Confederation"," 604","Calgary",157,41,0,32,221,391,2,844,
48005,"Calgary Confederation/Calgary Confederation"," 605","Calgary",124,42,2,30,165,466,4,833,
48005,"Calgary Confederation/Calgary Confederation"," 606","Calgary",101,29,2,22,308,401,4,867,
48005,"Calgary Confederation/Calgary Confederation"," 607","Calgary",143,41,1,33,256,503,7,984,
48005,"Calgary Confederation/Calgary Confederation"," 608","Calgary",135,49,6,31,208,477,8,914,
48005,"Calgary Confederation/Calgary Confederation"," 609","Calgary",170,54,2,35,302,489,2,1054,
48005,"Calgary Confederation/Calgary Confederation"," 610","Calgary",163,41,1,31,420,508,1,1165,
48005,"Calgary Confederation/Calgary Confederation"," 611","Calgary",139,31,3,47,278,353,1,852,
48005,"Calgary Confederation/Calgary Confederation"," 612","Calgary",134,28,3,29,264,418,2,878,
48005,"Calgary Confederation/Calgary Confederation"," 613","Calgary",107,29,4,17,318,479,4,958,
48005,"Calgary Confederation/Calgary Confederation"," 614","Calgary",117,39,0,23,337,475,4,995,
48005,"Calgary Confederation/Calgary Confederation"," 615","Calgary",124,47,2,37,337,652,3,1202,
48005,"Calgary Confederation/Calgary Confederation"," 616","Calgary",177,44,3,42,341,609,8,1224,
