Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jenna Chisholm,Angela Conrad,Anthony Edmonds,Earl Gosse,Darrell Samson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 56","Halifax",50,80,7,6,73,0,216,515
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 57","Halifax",80,42,1,12,71,0,206,580
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 58","Halifax",77,34,5,6,73,0,195,506
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 59","Fall River West",36,41,2,7,67,0,153,393
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 60","Windsor Junction",27,49,10,9,59,0,154,385
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 61","Windsor Junction",40,40,6,7,60,1,154,414
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 62","Windsor Junction",45,42,2,7,77,0,173,432
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 63","Halifax",40,27,2,10,59,1,139,393
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 64","Lewis Lake",34,28,4,9,55,0,130,378
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 65","Springfield Lake",23,18,2,2,38,0,83,248
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 66","Upper Sackville--Middle Sackville",42,59,0,3,60,2,166,475
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 67","Middle Sackville",33,18,2,6,27,1,87,238
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 68","Waverley",53,27,2,4,87,1,174,389
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 69","Waverley",32,48,2,7,82,0,171,418
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 70","Waverley",39,36,4,3,75,0,157,409
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 71","Waverley",48,38,5,4,67,1,163,360
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 72","Halifax",34,48,4,2,99,2,189,459
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 73","Halifax",46,55,1,5,73,0,180,469
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 74","Halifax",89,40,0,10,67,2,208,582
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 75","Halifax",63,36,5,5,67,0,176,434
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 76","Halifax",61,34,8,7,94,0,204,517
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 77","Halifax",29,18,0,4,31,0,82,194
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 78","Halifax",48,38,4,11,65,1,167,391
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 79","Halifax",51,55,1,5,67,0,179,401
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 80","Middle Sackville",64,48,0,9,53,0,174,441
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 81","Halifax",40,44,2,5,55,0,146,331
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 82","Halifax",19,16,2,1,39,0,77,170
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 83","Halifax",51,57,5,15,68,0,196,475
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 84","Halifax",38,38,3,15,66,0,160,458
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 85","Halifax",93,72,5,8,92,0,270,632
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 86","Halifax",42,37,0,6,47,1,133,370
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 87A","Halifax",39,35,0,8,60,1,143,368
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 87B","Halifax",43,35,0,7,60,1,146,354
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 88","Halifax",73,66,4,11,90,0,244,618
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 89","Halifax",77,42,1,1,81,0,202,417
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 90","Halifax",75,36,2,5,85,0,203,412
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 91","Halifax",66,23,2,6,48,0,145,420
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 92","Halifax",50,36,3,3,66,0,158,380
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 93","Halifax",86,47,3,7,57,0,200,473
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 94","Halifax",38,24,3,5,42,0,112,338
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 95","Halifax",78,34,3,10,74,1,200,511
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 96","Halifax",44,27,2,3,49,0,125,341
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 97","Seaforth",86,67,15,16,112,0,296,543
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 98","Halifax",45,35,2,9,44,0,135,380
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 99","Halifax",56,29,3,4,65,1,158,419
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 100","Halifax",58,27,6,9,44,1,145,398
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 101","Halifax",41,25,3,5,59,0,133,336
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 102","Lakeview",52,46,4,1,88,0,191,394
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 103","Halifax",28,49,5,4,61,0,147,327
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 104","Halifax",34,33,5,11,57,0,140,360
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 105","Halifax",40,36,5,7,69,0,157,414
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 106","Halifax",53,22,3,9,52,0,139,374
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 107","Halifax",56,21,2,7,32,1,119,359
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 108","Halifax",72,46,4,2,81,0,205,444
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 109A","Halifax",51,28,2,4,61,0,146,402
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 109B","Halifax",58,36,2,3,53,0,152,405
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 110","Halifax",31,38,6,14,90,0,179,490
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 111","Cherry Brook",20,28,0,1,26,1,76,344
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 112","Halifax",42,35,6,4,87,0,174,440
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 113","Halifax",34,33,3,12,73,0,155,376
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 114","Halifax",34,31,3,8,48,0,124,358
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 115","Halifax",44,28,1,9,60,0,142,365
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 116","Halifax",45,19,2,6,42,2,116,327
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 117","Halifax",32,22,3,6,63,0,126,331
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 118","Lawrencetown",56,31,4,2,89,1,183,435
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 119","Lawrencetown",44,61,6,12,73,0,196,472
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 120","Upper Lawrencetown",53,51,1,6,65,0,176,409
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 121","Lawrencetown",39,31,7,6,45,0,128,320
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 122","Upper Lawrencetown",21,18,2,3,33,0,77,227
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 123","Halifax",32,34,0,6,64,1,137,366
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 124","Halifax",40,33,0,5,50,0,128,333
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 125","Halifax",45,28,3,7,52,0,135,335
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 126","Lake Major",20,24,4,3,27,2,80,279
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 127","Halifax",34,55,2,20,67,0,178,467
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 128","Halifax",29,39,2,6,54,0,130,408
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 129","Halifax",41,20,2,9,24,0,96,301
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 130","Halifax",48,46,3,6,81,2,186,475
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 131","Halifax",53,32,1,10,38,0,134,380
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 132","Halifax",53,29,4,3,58,0,147,544
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 133","Halifax",45,32,7,3,42,0,129,367
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 134","Halifax",47,26,4,5,75,0,157,416
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 135","Halifax",34,29,3,4,35,0,105,341
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 136","Halifax",64,48,0,6,64,0,182,450
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 137","Halifax",52,32,1,5,49,1,140,370
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 138","Halifax",51,23,2,6,66,0,148,415
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 139","Halifax",34,32,2,4,39,1,112,345
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 140","Halifax",68,41,1,5,74,1,190,556
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 141","Halifax",38,18,0,2,43,5,106,325
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 142","Halifax",48,19,0,11,44,0,122,542
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 143","Halifax",40,14,0,5,36,1,96,383
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 144","Halifax",95,34,8,8,64,0,209,578
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 145","Halifax",65,36,1,13,86,3,204,506
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 146","Halifax",49,39,2,4,65,1,160,400
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 147","Halifax",69,50,4,10,38,0,171,561
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 148","Halifax",46,23,4,3,33,0,109,344
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 149","Halifax",35,35,3,5,41,0,119,337
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 150","East Lawrencetown",42,50,5,8,53,0,158,502
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 151","Minesville",33,41,8,14,66,2,164,390
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 152","West Lawrencetown",35,46,6,1,48,1,137,379
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 153","East Lawrencetown",38,19,10,13,56,0,136,447
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 154","Halifax",36,35,5,9,73,0,158,437
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 155","Halifax",49,51,8,4,52,0,164,476
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 156","Halifax",51,58,8,13,60,1,191,459
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 157A","Halifax",31,36,1,9,55,1,133,329
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 157B","Halifax",42,30,1,4,39,0,116,313
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 158","Halifax",86,53,3,12,66,0,220,566
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 159","Halifax",73,48,3,5,51,1,181,467
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 160","Halifax",53,54,3,4,63,0,177,495
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 161","Halifax",54,26,8,13,50,1,152,437
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 162","Halifax",50,34,2,10,62,0,158,584
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 163","Halifax",35,23,3,4,50,0,115,353
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 164","Halifax",78,53,4,9,72,0,216,620
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 165","Halifax",51,24,3,5,54,0,137,461
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 166","Halifax",42,37,1,8,61,0,149,509
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 167","Halifax",41,25,6,4,34,0,110,383
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 168","Halifax",63,25,0,6,48,1,143,469
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 169","Halifax",57,47,7,7,49,1,168,481
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 170","Halifax",43,26,2,4,55,0,130,352
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 171","Halifax",43,22,1,10,56,0,132,382
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 172","Halifax",33,33,0,5,51,0,122,369
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 400","Halifax",7,10,1,5,15,5,43,150
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 500","Mobile poll/Bureau itinérant",2,3,1,0,3,0,9,10
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 501","Mobile poll/Bureau itinérant",3,3,0,1,7,3,17,39
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 502","Mobile poll/Bureau itinérant",0,1,0,1,1,0,3,20
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 600","Fletchers Lake",141,265,27,28,339,4,804,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 601","Halifax",242,344,27,59,497,4,1173,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 602","Halifax",335,358,32,44,513,9,1291,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 603","Halifax",329,343,12,40,561,3,1288,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 604","Halifax",291,224,16,32,462,6,1031,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 605","Halifax",283,241,18,51,518,5,1116,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 606","Halifax",298,322,15,38,621,0,1294,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 607","Halifax",150,230,17,17,383,1,798,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 608","Halifax",127,368,24,28,422,5,974,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 609","Halifax",134,244,20,19,378,4,799,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 610","Halifax",119,133,5,18,266,2,543,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 611","Halifax",149,221,15,24,296,1,706,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 612","Halifax",129,256,20,24,327,3,759,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 613","Halifax",155,254,25,34,405,3,876,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 614","Halifax",141,196,12,30,307,4,690,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 615","Halifax",294,306,17,30,443,8,1098,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 616","Halifax",226,263,22,38,420,4,973,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook",,Group 1/Groupe 1, 179,250,13,29,210,37,718,112
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook",,Group 2/Groupe 2, 315,435,21,36,708,56,1571,
