Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Eric Frydman,Timothy Gleeson,Marco Mendicino,Geoff Pollock,Caleb Senneker,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 61","Toronto",5,6,48,35,8,0,102,463
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 62","Toronto",3,3,71,53,20,0,150,470
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 63","Toronto",5,3,37,48,8,0,101,469
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 64","Toronto",Merged with No./Fusionné avec le n°411,,,,,,,370
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 65","Toronto",Merged with No./Fusionné avec le n°66,,,,,,,461
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 66","Toronto",8,8,71,32,19,1,139,346
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 67","Toronto",Merged with No./Fusionné avec le n°25,,,,,,,426
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 68","Toronto",Merged with No./Fusionné avec le n°41,,,,,,,376
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 69","Toronto",Merged with No./Fusionné avec le n°41,,,,,,,391
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 70","Toronto",Merged with No./Fusionné avec le n°41,,,,,,,618
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 71","Toronto",1,4,102,31,13,2,153,170
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 72","Toronto",2,2,122,13,18,6,163,471
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 73","Toronto",Merged with No./Fusionné avec le n°71,,,,,,,398
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 74","Toronto",4,2,148,13,24,3,194,588
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 75","Toronto",2,3,102,20,24,5,156,535
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 76","Toronto",Merged with No./Fusionné avec le n°24,,,,,,,365
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 77","Toronto",Merged with No./Fusionné avec le n°24,,,,,,,388
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 78","Toronto",Merged with No./Fusionné avec le n°24,,,,,,,323
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 79","Toronto",Merged with No./Fusionné avec le n°24,,,,,,,364
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 80","Toronto",Merged with No./Fusionné avec le n°24,,,,,,,397
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 81","Toronto",Merged with No./Fusionné avec le n°24,,,,,,,382
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 82","Toronto",Merged with No./Fusionné avec le n°24,,,,,,,352
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 83","Toronto",8,3,143,92,28,1,275,344
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 84","Toronto",Merged with No./Fusionné avec le n°83,,,,,,,423
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 85","Toronto",3,5,62,37,30,0,137,498
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 86","Toronto",Merged with No./Fusionné avec le n°87,,,,,,,435
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 87","Toronto",6,13,132,72,44,3,270,411
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 88","Toronto",Merged with No./Fusionné avec le n°24,,,,,,,579
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 89","Toronto",Merged with No./Fusionné avec le n°24,,,,,,,383
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 90","Toronto",Merged with No./Fusionné avec le n°25,,,,,,,523
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 91","Toronto",Merged with No./Fusionné avec le n°92,,,,,,,399
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 92","Toronto",3,6,77,77,5,4,172,401
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 93","Toronto",Merged with No./Fusionné avec le n°25,,,,,,,375
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 94","Toronto",Merged with No./Fusionné avec le n°24,,,,,,,438
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 95","Toronto",2,5,67,108,17,0,199,386
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 96","Toronto",Merged with No./Fusionné avec le n°95,,,,,,,348
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 97","Toronto",Merged with No./Fusionné avec le n°41,,,,,,,527
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 98","Toronto",9,19,97,41,60,2,228,687
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 99","Toronto",9,10,154,105,31,0,309,514
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 100","Toronto",Results combined with no. 99/Résultats combinés au n° 99,,,,,,,438
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 101","Toronto",Merged with No./Fusionné avec le n°102,,,,,,,482
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 102","Toronto",12,8,132,64,40,1,257,434
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 103","Toronto",Merged with No./Fusionné avec le n°104,,,,,,,379
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 104","Toronto",6,7,115,70,46,1,245,351
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 105","Toronto",Merged with No./Fusionné avec le n°106,,,,,,,363
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 106","Toronto",10,3,118,86,20,0,237,419
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 107","Toronto",Merged with No./Fusionné avec le n°109,,,,,,,384
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 108","Toronto",Merged with No./Fusionné avec le n°120,,,,,,,516
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 109","Toronto",5,2,89,67,25,0,188,298
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 110","Toronto",Merged with No./Fusionné avec le n°25,,,,,,,493
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 111","Toronto",Merged with No./Fusionné avec le n°25,,,,,,,432
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 112","Toronto",11,13,143,252,32,6,457,400
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 113","Toronto",Merged with No./Fusionné avec le n°112,,,,,,,447
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 114","Toronto",Merged with No./Fusionné avec le n°112,,,,,,,464
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 115","Toronto",Merged with No./Fusionné avec le n°41,,,,,,,400
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 116","Toronto",Merged with No./Fusionné avec le n°41,,,,,,,456
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 117","Toronto",Merged with No./Fusionné avec le n°41,,,,,,,387
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 118","Toronto",Merged with No./Fusionné avec le n°41,,,,,,,362
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 119","Toronto",Merged with No./Fusionné avec le n°41,,,,,,,389
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 120","Toronto",1,2,141,108,9,1,262,412
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 121","Toronto",Merged with No./Fusionné avec le n°122,,,,,,,398
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 122","Toronto",11,6,111,78,23,3,232,447
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 123","Toronto",Merged with No./Fusionné avec le n°124,,,,,,,449
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 124","Toronto",11,15,121,84,35,0,266,508
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 125A","Toronto",Merged with No./Fusionné avec le n°24,,,,,,,261
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 125B","Toronto",1,1,43,17,3,13,78,89
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 126","Toronto",Merged with No./Fusionné avec le n°41,,,,,,,533
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 127","Toronto",Merged with No./Fusionné avec le n°41,,,,,,,376
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 128","Toronto",Merged with No./Fusionné avec le n°24,,,,,,,420
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 129","Toronto",Merged with No./Fusionné avec le n°24,,,,,,,419
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 130","Toronto",Merged with No./Fusionné avec le n°24,,,,,,,426
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 131","Toronto",Merged with No./Fusionné avec le n°132,,,,,,,482
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 132","Toronto",5,4,96,117,22,7,251,461
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 133","Toronto",5,2,75,85,13,4,184,456
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 134","Toronto",Merged with No./Fusionné avec le n°135,,,,,,,406
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 135","Toronto",1,3,94,92,24,11,225,369
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 136","Toronto",Merged with No./Fusionné avec le n°137,,,,,,,431
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 137","Toronto",10,5,100,114,16,1,246,344
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 138","Toronto",Merged with No./Fusionné avec le n°25,,,,,,,381
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 139","Toronto",Merged with No./Fusionné avec le n°24,,,,,,,363
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 140","Toronto",Merged with No./Fusionné avec le n°24,,,,,,,445
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 141","Toronto",Merged with No./Fusionné avec le n°24,,,,,,,492
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 142","Toronto",Merged with No./Fusionné avec le n°24,,,,,,,415
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 143","Toronto",10,1,100,49,24,1,185,456
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 144","Toronto",2,7,119,70,38,1,237,436
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 145","Toronto",7,0,93,60,32,4,196,623
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 146","Toronto",Merged with No./Fusionné avec le n°41,,,,,,,313
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 147","Toronto",Merged with No./Fusionné avec le n°41,,,,,,,435
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 148","Toronto",Merged with No./Fusionné avec le n°144,,,,,,,448
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 149","Toronto",Merged with No./Fusionné avec le n°25,,,,,,,556
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 150","Toronto",Merged with No./Fusionné avec le n°25,,,,,,,492
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 151","Toronto",6,11,136,75,49,0,277,479
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 152","Toronto",Merged with No./Fusionné avec le n°434,,,,,,,454
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 153","Toronto",Merged with No./Fusionné avec le n°25,,,,,,,453
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 154","Toronto",0,2,84,22,19,1,128,511
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 155","Toronto",3,2,118,15,11,3,152,593
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 156","Toronto",Merged with No./Fusionné avec le n°25,,,,,,,617
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 157","Toronto",Merged with No./Fusionné avec le n°25,,,,,,,437
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 158","Toronto",Merged with No./Fusionné avec le n°25,,,,,,,448
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 159","Toronto",Merged with No./Fusionné avec le n°25,,,,,,,381
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 160","Toronto",Merged with No./Fusionné avec le n°25,,,,,,,453
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 161","Toronto",2,9,138,78,33,4,264,462
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 162","Toronto",2,5,65,30,23,3,128,505
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 163","Toronto",4,4,123,81,40,3,255,433
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 164","Toronto",Results combined with no. 163/Résultats combinés au n° 163,,,,,,,423
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 165","Toronto",Results combined with no. 161/Résultats combinés au n° 161,,,,,,,400
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 400","Toronto",6,10,134,57,34,1,242,381
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 401","Toronto",1,0,47,67,2,0,117,201
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 402","Toronto",Merged with No./Fusionné avec le n°403,,,,,,,203
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 403","Toronto",2,1,97,127,5,0,232,209
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 404","Toronto",1,0,44,39,7,0,91,201
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 405","Toronto",1,6,34,29,4,0,74,148
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 406","Mobile poll/Bureau itinérant",1,2,14,6,1,1,25,32
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 407","Mobile poll/Bureau itinérant",2,2,36,37,5,1,83,118
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 408","Toronto",Merged with No./Fusionné avec le n°40,,,,,,,275
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 409","Toronto",8,1,41,27,4,5,86,173
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 410","Toronto",2,3,66,12,4,0,87,168
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 411","Toronto",3,4,87,44,22,3,163,184
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 412","Toronto",8,10,140,42,36,3,239,401
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 413","Toronto",4,7,40,35,4,13,103,173
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 414","Toronto",8,6,75,60,10,5,164,169
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 415","Toronto",Merged with No./Fusionné avec le n°414,,,,,,,209
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 416","Toronto",0,1,40,7,24,0,72,171
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 417","Toronto",4,2,67,34,12,2,121,195
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 418","Toronto",3,5,52,45,3,0,108,166
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 419","Toronto",8,9,119,85,40,2,263,470
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 420","Toronto",1,9,63,31,33,0,137,260
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 421","Toronto",4,11,56,32,24,3,130,256
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 422","Toronto",8,19,137,51,67,4,286,537
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 423","Toronto",3,6,104,31,12,7,163,266
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 424","Toronto",1,1,13,24,2,0,41,53
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 425","Toronto",1,4,119,16,8,0,148,218
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 426","Toronto",0,13,96,38,47,4,198,348
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 427","Mobile poll/Bureau itinérant",1,1,29,6,0,0,37,79
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 428","Toronto",11,13,138,71,29,7,269,497
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 429","Toronto",4,11,93,51,29,0,188,347
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 430","Toronto",8,11,52,38,22,0,131,286
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 431","Toronto",5,20,156,93,29,0,303,503
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 432","Toronto",0,3,29,15,17,1,65,171
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 433","Toronto",7,16,125,59,46,2,255,479
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 434","Toronto",1,3,106,34,26,0,170,272
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 435","Toronto",3,7,72,16,18,5,121,252
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 600","Toronto",29,21,864,986,101,12,2013,
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 601","Toronto",37,31,999,1059,110,9,2245,
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 602","Toronto ",457,179,69,13,23,9,750,
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 603","Toronto",33,33,814,935,107,18,1940,
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 604","Toronto",48,28,1022,689,148,4,1939,
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 605","Toronto",45,35,1068,701,173,6,2028,
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 606","Toronto",7,10,158,245,20,0,440,
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 607","Toronto",19,52,676,376,112,7,1242,
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 608","Toronto",11,36,511,242,77,13,890,
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 609","Toronto",23,45,887,303,135,9,1402,
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 610","Toronto",41,26,641,778,105,13,1604,
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 611","Toronto",25,37,1030,587,149,14,1842,
35024,"Eglinton--Lawrence/Eglinton--Lawrence",,Group 1/Groupe 1, 24,11,505,278,116,34,968,590
35024,"Eglinton--Lawrence/Eglinton--Lawrence",,Group 2/Groupe 2, 84,72,2430,2313,349,96,5344,
