Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ken Gilpin,Leslyn Lewis,Charles Lugosi,Karen Matthews,George McMorrow,Meghan Piironen,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 107","Norfolk County",5,120,6,55,0,19,1,206,491
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 108","Haldimand County",30,102,2,52,0,34,4,224,543
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 109","Haldimand County",38,82,2,37,0,21,0,180,431
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 110","Haldimand County",14,70,2,43,0,29,0,158,430
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 111","Haldimand County",20,62,1,48,1,23,2,157,419
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 112","Norfolk County",19,64,1,30,0,14,0,128,299
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 113","Norfolk County",17,41,1,22,0,14,0,95,298
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 114","Norfolk County",14,72,0,74,1,26,1,188,441
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 115","Norfolk County",19,84,0,78,0,23,1,205,429
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 116","Norfolk County",18,70,0,69,2,23,2,184,495
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 117","Norfolk County",8,86,1,94,1,17,1,208,576
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 118","Norfolk County",11,67,0,55,0,14,0,147,400
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 119","Norfolk County",7,58,0,42,3,24,1,135,419
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 120","Norfolk County",26,60,1,49,4,37,1,178,599
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 121","Norfolk County",24,39,0,40,3,25,0,131,411
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 122","Norfolk County",23,36,0,18,1,28,0,106,443
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 123","Norfolk County",8,73,1,49,0,32,0,163,529
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 124","Norfolk County",27,91,0,74,1,35,2,230,707
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 125","Norfolk County",17,64,1,48,0,29,3,162,615
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 126","Norfolk County",21,82,1,33,1,32,0,170,449
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 127","Norfolk County",27,72,0,44,0,20,1,164,437
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 128","Norfolk County",19,52,0,41,2,24,0,138,419
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 129","Norfolk County",30,103,1,38,2,12,0,186,452
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 130","Norfolk County",12,75,0,18,1,15,0,121,326
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 131","Norfolk County",10,85,0,35,1,28,4,163,418
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 132","Norfolk County",25,90,2,49,2,37,4,209,564
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 133","Norfolk County",9,66,0,30,1,22,4,132,428
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 134","Norfolk County",15,96,1,59,1,17,0,189,541
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 135","Norfolk County",18,70,0,31,0,16,2,137,365
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 136","Norfolk County",28,71,2,30,0,39,0,170,507
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 137","Norfolk County",36,60,0,24,2,35,2,159,477
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 138","Norfolk County",30,24,0,30,3,33,1,121,374
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 139","Norfolk County",8,43,1,25,0,18,1,96,375
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 140","Norfolk County",15,56,0,49,0,20,0,140,386
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 141","Norfolk County",14,30,2,19,2,18,0,85,350
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 142","Norfolk County",12,31,1,37,1,35,3,120,420
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 143","Norfolk County",6,52,2,47,0,24,1,132,417
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 144","Norfolk County",24,47,1,48,0,31,1,152,429
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 145","Norfolk County",14,73,1,21,2,18,1,130,363
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 146","Norfolk County",16,87,0,22,0,8,0,133,353
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 147","Norfolk County",6,66,0,55,0,14,2,143,481
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 148","Norfolk County",8,50,0,69,1,13,2,143,404
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 149","Norfolk County",13,58,1,50,1,9,0,132,444
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 150","Norfolk County",12,40,1,36,2,20,0,111,379
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 151","Norfolk County",17,110,0,53,1,31,2,214,554
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 152","Norfolk County",8,80,0,44,1,27,0,160,531
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 153","Norfolk County",19,84,1,82,0,35,0,221,689
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 154","Norfolk County",13,33,0,47,0,20,3,116,425
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 155","Norfolk County",16,38,3,36,2,27,3,125,461
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 156","Norfolk County",10,66,2,65,0,18,2,163,466
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 157","Norfolk County",14,96,0,34,1,16,1,162,391
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 158","Norfolk County",10,85,1,59,4,13,1,173,508
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 159","Norfolk County",6,39,0,37,0,8,0,90,348
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 160","Norfolk County",14,59,2,70,1,36,0,182,494
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 161","Norfolk County",18,47,0,63,0,14,0,142,374
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 162","Norfolk County",14,53,0,43,1,22,0,133,302
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 163","Norfolk County",6,46,3,42,2,28,2,129,407
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 164","Norfolk County",14,50,1,41,0,20,4,130,415
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 165","Norfolk County",12,63,2,64,0,25,1,167,472
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 166","Haldimand County",22,72,0,44,1,21,0,160,369
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 167","Norfolk County",13,53,2,41,0,30,0,139,448
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 168","Norfolk County",19,47,2,37,0,18,2,125,415
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 169","Norfolk County",11,63,3,32,1,26,0,136,389
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 170","Norfolk County",14,68,2,30,2,12,2,130,345
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 171","Norfolk County",31,98,0,36,0,35,0,200,446
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 172","Norfolk County",29,74,0,39,0,31,1,174,440
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 173","Norfolk County",26,82,0,31,2,19,2,162,437
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 174","Norfolk County",32,105,3,23,1,22,1,187,460
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 175","Norfolk County",21,124,5,43,1,35,0,229,532
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 176","Norfolk County",7,44,1,24,2,19,1,98,339
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 177","Norfolk County",11,52,1,36,0,3,1,104,329
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 178","Norfolk County",18,50,0,52,0,27,0,147,427
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 179","Norfolk County",8,54,0,54,1,26,2,145,451
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 180","Norfolk County",9,38,3,48,0,19,0,117,410
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 181","Norfolk County",12,72,3,71,1,12,1,172,620
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 182","Norfolk County",19,80,1,73,1,42,2,218,551
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 183","Norfolk County",18,80,1,40,0,22,3,164,384
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 184","Norfolk County",16,57,0,46,1,19,0,139,396
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 185","Norfolk County",14,84,4,54,2,20,2,180,424
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 186","Norfolk County",19,67,2,58,3,28,4,181,504
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 187","Norfolk County",15,65,0,22,3,14,0,119,421
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 188","Norfolk County",22,87,0,35,0,21,0,165,410
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 189","Norfolk County",13,76,0,35,0,20,1,145,375
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 190","Norfolk County",34,85,0,28,0,18,0,165,455
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 191","Norfolk County",27,81,3,43,2,18,2,176,474
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 192","Norfolk County",21,67,0,24,0,13,0,125,412
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 193","Norfolk County",29,70,5,23,1,8,1,137,406
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 194","Norfolk County",48,53,0,22,1,21,3,148,465
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 195","Norfolk County",30,63,0,37,0,13,3,146,467
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 196","Norfolk County",38,115,4,49,0,24,6,236,461
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 197","Norfolk County",13,79,2,51,0,20,1,166,482
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 198","Norfolk County",40,118,1,73,1,36,2,271,553
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 199","Norfolk County",18,93,0,34,0,10,0,155,379
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 200","Norfolk County",36,100,0,26,1,14,1,178,447
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 201","Norfolk County",15,85,0,41,0,24,0,165,370
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 202","Norfolk County",18,93,7,46,2,35,1,202,460
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 203","Norfolk County",20,81,1,17,0,15,1,135,339
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 204","Norfolk County",1,59,0,56,4,13,0,133,463
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 205","Norfolk County",12,102,0,53,4,15,0,186,441
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 206","Norfolk County",22,93,4,46,1,20,2,188,440
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 207","Norfolk County",44,92,4,33,0,15,0,188,562
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 208","Norfolk County",58,92,5,30,0,18,1,204,638
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 400","Haldimand County",2,15,2,19,0,5,1,44,95
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 401","Norfolk County",3,17,1,27,2,5,3,58,117
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 402","Haldimand County",2,45,5,12,0,3,0,67,40
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 500","Mobile poll/Bureau itinérant",1,9,0,11,0,1,0,22,39
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 501","Mobile poll/Bureau itinérant",0,4,0,7,0,2,0,13,50
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 502","Mobile poll/Bureau itinérant",0,0,0,2,0,1,0,3,14
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 503","Mobile poll/Bureau itinérant",1,14,1,9,0,2,0,27,51
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 504","Mobile poll/Bureau itinérant",0,21,1,22,0,7,0,51,66
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 505","Mobile poll/Bureau itinérant",3,34,4,23,0,5,0,69,120
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 506","Mobile poll/Bureau itinérant",1,3,0,4,0,0,0,8,19
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 507","Mobile poll/Bureau itinérant",1,1,0,5,0,0,0,7,44
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 508","Mobile poll/Bureau itinérant",2,6,1,11,0,0,0,20,35
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 509","Mobile poll/Bureau itinérant",0,1,0,4,1,3,0,9,43
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 510","Mobile poll/Bureau itinérant",3,25,1,26,0,9,0,64,80
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 511","Mobile poll/Bureau itinérant",0,11,1,24,0,0,0,36,63
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 512","Mobile poll/Bureau itinérant",2,4,0,6,0,7,1,20,35
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 513","Mobile poll/Bureau itinérant",0,12,0,17,0,2,0,31,61
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 514","Mobile poll/Bureau itinérant",0,12,1,14,0,0,0,27,55
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 515","Mobile poll/Bureau itinérant",1,10,1,4,0,1,0,17,25
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 516","Mobile poll/Bureau itinérant",1,3,1,7,0,3,0,15,45
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 600","Haldimand County",51,236,4,193,0,82,2,568,
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 601","Haldimand County",67,414,3,290,1,99,5,879,
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 602","Haldimand County",52,503,2,288,2,92,5,944,
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 603","Haldimand County",76,554,10,216,4,116,1,977,
35033,"Haldimand--Norfolk/Haldimand--Norfolk"," 604","Haldimand County",74,333,7,138,4,63,3,622,
