Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Victoria Galea,Roberto Henriquez,Bert Laranjo,Spencer Rocchi,Filomena Tassi,Dean Woods,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 123","Hamilton",3,45,50,1,62,9,1,171,397
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 124","Hamilton",8,33,47,0,81,6,0,175,432
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 125","Hamilton",3,38,44,0,64,7,0,156,412
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 126","Hamilton",8,49,37,0,85,16,0,195,541
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 127","Hamilton",2,25,62,0,73,8,1,171,476
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 128","Hamilton",8,28,44,0,50,3,0,133,420
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 129","Hamilton",5,39,46,1,66,12,1,170,392
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 130","Hamilton",7,42,45,0,68,15,0,177,511
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 131","Hamilton",4,27,52,0,94,13,1,191,433
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 132","Hamilton",6,16,38,0,57,5,1,123,354
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 133","Hamilton",4,24,94,0,95,11,3,231,475
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 134","Hamilton",5,20,57,0,65,10,0,157,419
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 135","Hamilton",2,35,45,0,90,6,0,178,484
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 136","Hamilton",2,5,44,0,66,6,0,123,346
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 137","Hamilton",2,18,40,0,87,4,2,153,454
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 138","Hamilton",4,37,37,0,75,13,5,171,383
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 139","Hamilton",5,39,45,0,73,13,0,175,483
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 140","Hamilton",8,37,48,2,73,9,0,177,345
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 141","Hamilton",4,55,49,0,65,14,1,188,414
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 142","Hamilton",2,50,43,0,42,11,1,149,389
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 143","Hamilton",3,45,34,0,49,8,1,140,355
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 144","Hamilton",6,38,68,0,85,9,3,209,503
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 145","Hamilton",6,28,55,0,89,5,3,186,454
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 146","Hamilton",3,37,64,1,87,6,0,198,478
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 147","Hamilton",6,32,75,0,97,8,0,218,491
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 148","Hamilton",4,39,74,0,72,13,3,205,542
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 149","Hamilton",1,34,39,0,85,6,0,165,452
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 150","Hamilton",8,51,41,0,62,12,1,175,528
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 151","Hamilton",3,47,45,0,58,11,1,165,501
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 152","Hamilton",4,29,53,7,101,11,1,206,513
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 153","Hamilton",2,30,39,0,85,5,2,163,461
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 154","Hamilton",0,24,56,1,65,8,2,156,392
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 155","Hamilton",2,24,60,0,67,9,0,162,463
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 156","Hamilton",4,20,46,1,78,9,1,159,401
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 157A","Hamilton",4,29,103,0,138,12,1,287,652
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 157B","Hamilton",0,27,86,0,73,4,2,192,471
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 158","Hamilton",4,38,87,0,104,6,0,239,579
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 159","Hamilton",4,19,110,1,78,8,0,220,568
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 160A","Hamilton",5,33,69,0,82,9,2,200,434
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 160B","Hamilton",0,24,56,0,70,7,2,159,393
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 161","Hamilton",3,11,35,0,49,2,0,100,347
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 162","Hamilton",5,13,59,0,49,6,1,133,388
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 163","Hamilton",3,15,55,1,70,6,1,151,389
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 164","Hamilton",1,22,74,0,73,2,0,172,444
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 165","Hamilton",2,40,36,0,75,6,0,159,418
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 166","Hamilton",4,20,59,0,79,3,0,165,420
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 167","Hamilton",3,19,70,0,76,7,0,175,430
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 168","Hamilton",6,25,55,0,90,10,0,186,412
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 169","Hamilton",4,25,61,1,65,6,0,162,404
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 170","Hamilton",4,9,74,0,90,7,1,185,431
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 171","Hamilton",4,18,46,0,59,5,0,132,375
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 172","Hamilton",3,22,66,0,77,6,0,174,372
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 173","Hamilton",3,32,64,0,65,14,0,178,406
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 174","Hamilton",2,15,33,2,44,7,0,103,321
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 175","Hamilton",1,30,60,0,84,12,0,187,388
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 176","Hamilton",6,31,78,0,77,7,0,199,438
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 177","Hamilton",2,17,64,0,80,11,0,174,549
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 178","Hamilton",0,30,81,0,77,10,2,200,493
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 179","Hamilton",4,19,56,0,58,5,0,142,397
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 180","Hamilton",2,25,49,1,58,5,1,141,393
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 181A","Hamilton",3,24,61,0,73,6,2,169,420
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 181B","Hamilton",0,11,49,1,44,11,0,116,283
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 182","Hamilton",6,23,112,1,103,12,0,257,691
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 183","Hamilton",5,23,57,0,91,14,0,190,450
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 184","Hamilton",2,30,80,0,80,10,0,202,421
