Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Maureen Curran,Martin Kendell,Likky Lavji,Brea Huang Sami,Jagmeet Singh,Marcella Williams,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59003,"Burnaby South/Burnaby-Sud"," 70","Burnaby",0,0,33,53,53,1,3,143,487
59003,"Burnaby South/Burnaby-Sud"," 71","Burnaby",3,2,42,84,50,7,1,189,713
59003,"Burnaby South/Burnaby-Sud"," 72","Burnaby",3,0,24,36,39,6,2,110,414
59003,"Burnaby South/Burnaby-Sud"," 73","Burnaby",3,0,23,34,30,3,1,94,474
59003,"Burnaby South/Burnaby-Sud"," 74","Burnaby",3,3,18,18,31,6,0,79,473
59003,"Burnaby South/Burnaby-Sud"," 75","Burnaby",1,0,21,52,37,9,0,120,689
59003,"Burnaby South/Burnaby-Sud"," 76","Burnaby",2,1,24,50,33,4,1,115,388
59003,"Burnaby South/Burnaby-Sud"," 77","Burnaby",5,1,16,56,45,6,0,129,672
59003,"Burnaby South/Burnaby-Sud"," 78","Burnaby",3,3,21,40,34,3,0,104,332
59003,"Burnaby South/Burnaby-Sud"," 79","Burnaby",1,1,43,71,65,8,0,189,501
59003,"Burnaby South/Burnaby-Sud"," 80","Burnaby",7,1,52,70,59,1,0,190,542
59003,"Burnaby South/Burnaby-Sud"," 81","Burnaby",2,0,23,29,43,3,0,100,330
59003,"Burnaby South/Burnaby-Sud"," 82","Burnaby",5,0,18,45,36,1,0,105,376
59003,"Burnaby South/Burnaby-Sud"," 83","Burnaby",5,0,34,51,51,5,0,146,519
59003,"Burnaby South/Burnaby-Sud"," 84","Burnaby",1,0,54,34,59,3,1,152,458
59003,"Burnaby South/Burnaby-Sud"," 85","Burnaby",7,1,25,48,71,5,0,157,480
59003,"Burnaby South/Burnaby-Sud"," 86","Burnaby",4,0,17,19,54,4,0,98,384
59003,"Burnaby South/Burnaby-Sud"," 87","Burnaby",0,0,9,14,17,1,2,43,360
59003,"Burnaby South/Burnaby-Sud"," 88","Burnaby",7,1,23,25,57,3,2,118,485
59003,"Burnaby South/Burnaby-Sud"," 89","Burnaby",3,1,22,18,45,9,0,98,422
59003,"Burnaby South/Burnaby-Sud"," 90","Burnaby",5,0,28,35,31,4,1,104,325
59003,"Burnaby South/Burnaby-Sud"," 91","Burnaby",5,0,15,34,54,3,0,111,396
59003,"Burnaby South/Burnaby-Sud"," 92","Burnaby",4,3,25,33,26,4,3,98,417
59003,"Burnaby South/Burnaby-Sud"," 93","Burnaby",1,0,14,35,43,6,0,99,346
59003,"Burnaby South/Burnaby-Sud"," 94","Burnaby",4,0,14,35,37,7,1,98,356
59003,"Burnaby South/Burnaby-Sud"," 95","Burnaby",3,0,52,68,80,0,2,205,546
59003,"Burnaby South/Burnaby-Sud"," 96","Burnaby",4,0,31,52,45,1,0,133,602
59003,"Burnaby South/Burnaby-Sud"," 97","Burnaby",2,3,29,42,29,2,0,107,499
59003,"Burnaby South/Burnaby-Sud"," 98","Burnaby",2,3,11,25,41,3,2,87,395
59003,"Burnaby South/Burnaby-Sud"," 99","Burnaby",2,0,11,22,36,6,1,78,402
59003,"Burnaby South/Burnaby-Sud"," 100","Burnaby",3,2,23,30,30,0,0,88,436
59003,"Burnaby South/Burnaby-Sud"," 101","Burnaby",7,1,36,39,62,10,2,157,425
59003,"Burnaby South/Burnaby-Sud"," 102","Burnaby",2,0,23,30,29,4,0,88,326
59003,"Burnaby South/Burnaby-Sud"," 103","Burnaby",7,2,22,38,39,1,1,110,469
59003,"Burnaby South/Burnaby-Sud"," 104","Burnaby",1,0,27,47,45,5,1,126,477
59003,"Burnaby South/Burnaby-Sud"," 105","Burnaby",4,1,32,39,63,4,0,143,407
59003,"Burnaby South/Burnaby-Sud"," 106","Burnaby",7,0,72,42,39,6,1,167,402
59003,"Burnaby South/Burnaby-Sud"," 107","Burnaby",5,2,57,47,65,7,1,184,497
59003,"Burnaby South/Burnaby-Sud"," 108","Burnaby",2,2,30,55,48,4,0,141,620
59003,"Burnaby South/Burnaby-Sud"," 109","Burnaby",4,0,23,38,27,4,0,96,416
59003,"Burnaby South/Burnaby-Sud"," 110","Burnaby",1,0,20,40,24,3,2,90,397
59003,"Burnaby South/Burnaby-Sud"," 111","Burnaby",5,0,26,35,25,1,0,92,351
59003,"Burnaby South/Burnaby-Sud"," 112","Burnaby",5,1,31,53,54,12,0,156,392
59003,"Burnaby South/Burnaby-Sud"," 113","Burnaby",4,2,37,56,95,6,0,200,377
59003,"Burnaby South/Burnaby-Sud"," 114","Burnaby",7,1,23,36,39,7,0,113,371
59003,"Burnaby South/Burnaby-Sud"," 115","Burnaby",5,2,39,66,87,4,0,203,449
59003,"Burnaby South/Burnaby-Sud"," 116","Burnaby",11,0,34,41,84,2,6,178,442
59003,"Burnaby South/Burnaby-Sud"," 117","Burnaby",5,0,29,52,29,7,1,123,482
59003,"Burnaby South/Burnaby-Sud"," 118","Burnaby",7,1,43,37,80,9,2,179,577
59003,"Burnaby South/Burnaby-Sud"," 119","Burnaby",3,0,35,52,58,4,2,154,447
59003,"Burnaby South/Burnaby-Sud"," 120","Burnaby",5,2,32,33,67,4,0,143,360
59003,"Burnaby South/Burnaby-Sud"," 121","Burnaby",4,1,42,44,110,3,1,205,467
59003,"Burnaby South/Burnaby-Sud"," 122","Burnaby",1,0,32,36,45,2,3,119,363
59003,"Burnaby South/Burnaby-Sud"," 123","Burnaby",4,1,31,52,83,11,2,184,547
59003,"Burnaby South/Burnaby-Sud"," 124","Burnaby",4,0,35,50,34,6,0,129,410
59003,"Burnaby South/Burnaby-Sud"," 125","Burnaby",2,2,23,31,41,5,3,107,274
59003,"Burnaby South/Burnaby-Sud"," 126","Burnaby",1,4,25,44,31,2,1,108,487
59003,"Burnaby South/Burnaby-Sud"," 127","Burnaby",5,0,10,30,69,5,1,120,347
59003,"Burnaby South/Burnaby-Sud"," 128","Burnaby",7,1,19,43,81,6,1,158,463
59003,"Burnaby South/Burnaby-Sud"," 129","Burnaby",4,0,51,34,59,8,0,156,402
59003,"Burnaby South/Burnaby-Sud"," 130","Burnaby",3,0,30,44,53,5,0,135,390
59003,"Burnaby South/Burnaby-Sud"," 131","Burnaby",4,1,34,50,41,4,1,135,340
59003,"Burnaby South/Burnaby-Sud"," 132","Burnaby",4,2,47,55,57,3,2,170,463
59003,"Burnaby South/Burnaby-Sud"," 133","Burnaby",3,1,24,38,38,0,1,105,409
59003,"Burnaby South/Burnaby-Sud"," 134","Burnaby",13,0,34,30,58,3,3,141,503
59003,"Burnaby South/Burnaby-Sud"," 135","Burnaby",3,0,30,25,38,6,2,104,416
59003,"Burnaby South/Burnaby-Sud"," 136","Burnaby",6,3,36,44,49,8,0,146,456
59003,"Burnaby South/Burnaby-Sud"," 137","Burnaby",1,0,20,19,59,4,0,103,292
59003,"Burnaby South/Burnaby-Sud"," 138","Burnaby",6,2,32,58,51,5,0,154,522
59003,"Burnaby South/Burnaby-Sud"," 139","Burnaby",8,3,20,42,53,3,1,130,555
59003,"Burnaby South/Burnaby-Sud"," 140","Burnaby",7,0,26,56,65,2,2,158,450
59003,"Burnaby South/Burnaby-Sud"," 141","Burnaby",8,1,34,58,69,4,2,176,658
59003,"Burnaby South/Burnaby-Sud"," 142","Burnaby",5,2,32,49,41,6,0,135,543
59003,"Burnaby South/Burnaby-Sud"," 143","Burnaby",2,0,22,46,67,6,0,143,552
59003,"Burnaby South/Burnaby-Sud"," 144","Burnaby",3,1,16,30,40,2,0,92,411
59003,"Burnaby South/Burnaby-Sud"," 145","Burnaby",4,1,21,34,35,7,1,103,363
59003,"Burnaby South/Burnaby-Sud"," 146","Burnaby",1,1,23,29,58,8,0,120,489
59003,"Burnaby South/Burnaby-Sud"," 147","Burnaby",3,0,35,55,66,4,1,164,511
59003,"Burnaby South/Burnaby-Sud"," 148","Burnaby",1,0,39,43,68,4,0,155,489
59003,"Burnaby South/Burnaby-Sud"," 149","Burnaby",5,0,42,47,67,13,2,176,384
59003,"Burnaby South/Burnaby-Sud"," 150","Burnaby",3,0,33,29,57,4,0,126,424
59003,"Burnaby South/Burnaby-Sud"," 151","Burnaby",4,1,16,33,53,4,0,111,339
59003,"Burnaby South/Burnaby-Sud"," 152","Burnaby",5,1,50,58,75,10,2,201,448
59003,"Burnaby South/Burnaby-Sud"," 153","Burnaby",3,3,49,68,80,6,0,209,489
59003,"Burnaby South/Burnaby-Sud"," 154","Burnaby",1,1,18,55,49,2,2,128,357
59003,"Burnaby South/Burnaby-Sud"," 155","Burnaby",4,0,16,40,37,0,2,99,335
59003,"Burnaby South/Burnaby-Sud"," 156","Burnaby",1,0,14,42,39,3,1,100,349
59003,"Burnaby South/Burnaby-Sud"," 157","Burnaby",2,0,38,45,43,1,0,129,351
59003,"Burnaby South/Burnaby-Sud"," 158","Burnaby",8,0,42,55,62,3,0,170,440
59003,"Burnaby South/Burnaby-Sud"," 159","Burnaby",3,0,27,30,71,6,1,138,395
59003,"Burnaby South/Burnaby-Sud"," 160","Burnaby",7,2,40,42,91,5,1,188,565
59003,"Burnaby South/Burnaby-Sud"," 161","Burnaby",1,0,35,39,56,3,1,135,442
59003,"Burnaby South/Burnaby-Sud"," 162","Burnaby",4,0,14,35,35,2,0,90,378
59003,"Burnaby South/Burnaby-Sud"," 163","Burnaby",9,0,15,19,51,4,0,98,341
59003,"Burnaby South/Burnaby-Sud"," 164","Burnaby",5,4,55,67,58,5,2,196,581
59003,"Burnaby South/Burnaby-Sud"," 165","Burnaby",4,2,32,45,49,2,1,135,456
59003,"Burnaby South/Burnaby-Sud"," 166","Burnaby",5,2,27,54,121,4,0,213,511
59003,"Burnaby South/Burnaby-Sud"," 167","Burnaby",8,0,22,45,65,2,1,143,357
59003,"Burnaby South/Burnaby-Sud"," 168","Burnaby",5,1,44,56,33,1,0,140,374
59003,"Burnaby South/Burnaby-Sud"," 169","Burnaby",6,1,35,73,97,7,0,219,605
59003,"Burnaby South/Burnaby-Sud"," 170","Burnaby",3,0,28,33,64,1,0,129,433
59003,"Burnaby South/Burnaby-Sud"," 171","Burnaby",5,2,32,50,90,11,2,192,579
59003,"Burnaby South/Burnaby-Sud"," 172","Burnaby",7,1,42,45,67,8,1,171,504
59003,"Burnaby South/Burnaby-Sud"," 500","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°3,,,,,,,,71
59003,"Burnaby South/Burnaby-Sud"," 501","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°8,,,,,,,,58
59003,"Burnaby South/Burnaby-Sud"," 502","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°8,,,,,,,,27
59003,"Burnaby South/Burnaby-Sud"," 503","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°50,,,,,,,,35
59003,"Burnaby South/Burnaby-Sud"," 504","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°59,,,,,,,,49
59003,"Burnaby South/Burnaby-Sud"," 505","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°59,,,,,,,,41
59003,"Burnaby South/Burnaby-Sud"," 506","Mobile poll/Bureau itinérant",3,0,4,10,10,3,1,31,0
59003,"Burnaby South/Burnaby-Sud"," 507","Mobile poll/Bureau itinérant",Electors voted by special ballot in Group 2./Les électeurs ont voté par bulletin de vote spécial dans le Groupe 2.,,,,,,,,21
59003,"Burnaby South/Burnaby-Sud"," 508","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°118,,,,,,,,61
59003,"Burnaby South/Burnaby-Sud"," 509","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°118,,,,,,,,75
59003,"Burnaby South/Burnaby-Sud"," 510","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°153,,,,,,,,44
59003,"Burnaby South/Burnaby-Sud"," 600","Burnaby",20,11,290,423,504,38,2,1288,
59003,"Burnaby South/Burnaby-Sud"," 601","Burnaby",10,3,206,201,248,31,3,702,
59003,"Burnaby South/Burnaby-Sud"," 602","Burnaby",11,5,100,107,207,18,0,448,
59003,"Burnaby South/Burnaby-Sud"," 603","Burnaby",18,4,218,247,413,36,4,940,
59003,"Burnaby South/Burnaby-Sud"," 604","Burnaby",34,6,202,317,413,27,0,999,
59003,"Burnaby South/Burnaby-Sud"," 605","Burnaby",24,5,256,279,425,30,4,1023,
59003,"Burnaby South/Burnaby-Sud"," 606","Burnaby",42,9,303,425,535,48,6,1368,
59003,"Burnaby South/Burnaby-Sud"," 607","Burnaby",21,7,190,232,267,35,5,757,
59003,"Burnaby South/Burnaby-Sud"," 608","Burnaby",20,4,188,254,337,27,4,834,
59003,"Burnaby South/Burnaby-Sud"," 609","Burnaby",20,6,240,213,306,50,0,835,
59003,"Burnaby South/Burnaby-Sud"," 610","Burnaby",21,7,193,317,340,31,3,912,
59003,"Burnaby South/Burnaby-Sud"," 611","Burnaby",16,4,207,165,353,31,3,779,
59003,"Burnaby South/Burnaby-Sud"," 612","Burnaby",25,8,183,329,407,33,1,986,
59003,"Burnaby South/Burnaby-Sud"," 613","Burnaby",25,15,213,277,423,32,2,987,
59003,"Burnaby South/Burnaby-Sud"," 614","Burnaby",24,12,202,190,386,31,0,845,
59003,"Burnaby South/Burnaby-Sud",,Group 1/Groupe 1, 13,3,89,83,177,8,9,382,254
59003,"Burnaby South/Burnaby-Sud",,Group 2/Groupe 2, 85,32,504,776,1304,29,99,2829,
