Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,David Busch,Dock Currie,David Hilderman,Elizabeth May,Sherri Moore-Arbour,Sabina Singh,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 74","Sidney",37,1,3,41,33,34,0,149,426
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 75","Sidney",33,0,2,28,17,18,0,98,435
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 76","North Saanich",85,0,6,65,57,34,0,247,623
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 77","Sidney",19,0,5,51,18,19,0,112,409
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 78","Sidney",14,0,6,32,12,21,1,86,509
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 79","Sidney",31,0,1,41,30,45,1,149,432
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 80","Sidney",29,0,7,41,32,31,1,141,606
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 81","Sidney",32,1,9,54,24,19,1,140,600
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 82","Sidney",31,0,3,34,30,29,2,129,462
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 83","Sidney",43,0,5,42,33,23,0,146,552
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 84","Central Saanich",57,2,8,40,14,33,0,154,494
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 85","South Saanich 1",16,0,2,27,15,50,0,110,498
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 86","South Saanich 1",17,1,8,29,15,36,3,109,505
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 87","South Saanich 1",35,0,6,53,24,45,0,163,596
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 88","Central Saanich",33,0,5,42,14,46,0,140,438
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 89","Central Saanich",47,0,1,62,15,18,1,144,468
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 90","Central Saanich",37,0,9,69,23,28,1,167,472
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 91","Central Saanich",35,0,6,40,31,20,0,132,404
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 92","Central Saanich",32,1,6,42,29,34,0,144,484
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 93","Central Saanich",25,0,3,47,22,17,0,114,379
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 94","Central Saanich",22,1,8,51,24,24,2,132,497
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 95","Central Saanich",48,0,4,52,32,44,1,181,467
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 96","Central Saanich",30,0,7,38,25,22,0,122,480
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 97","East Saanich 2",24,1,6,31,30,31,0,123,372
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 98","Central Saanich",20,0,2,29,27,12,0,90,486
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 99","East Saanich 2",30,0,4,25,24,62,1,146,450
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 100","East Saanich 2",11,1,2,19,12,25,0,70,435
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 101","East Saanich 2",28,0,3,24,20,29,2,106,406
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 102","Central Saanich",26,1,7,63,32,31,0,160,500
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 103","Central Saanich",34,0,8,43,25,14,0,124,434
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 104","Central Saanich",30,1,8,69,43,44,2,197,496
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 105","Central Saanich",51,0,7,90,34,43,0,225,477
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 106","Central Saanich",48,0,6,57,28,18,0,157,426
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 107","Central Saanich",32,1,8,57,24,54,0,176,529
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 108","Central Saanich",40,0,7,69,28,42,0,186,583
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 109","Central Saanich",23,0,5,61,19,20,0,128,410
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 110","Central Saanich",34,0,5,71,13,36,0,159,401
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 111","Central Saanich",61,1,9,59,49,43,0,222,570
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 112","Central Saanich",62,1,4,85,21,50,0,223,534
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 113","Central Saanich",48,1,12,63,38,45,1,208,473
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 114","Central Saanich",44,1,12,54,31,36,0,178,458
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 115","Central Saanich",66,0,6,39,45,30,0,186,481
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 116","Central Saanich",51,0,6,53,34,31,0,175,472
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 117","Central Saanich",53,1,8,40,29,48,2,181,502
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 118","Central Saanich",60,0,10,45,21,23,1,160,487
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 119","Saanich",57,1,0,52,39,28,1,178,528
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 120","Saanich",43,0,4,46,32,16,0,141,393
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 121","Saanich",65,0,2,36,34,14,2,153,534
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 122","Saanich",40,1,3,56,49,22,0,171,442
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 123","Saanich",56,0,6,74,53,24,0,213,539
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 124","Saanich",45,0,6,42,26,23,2,144,486
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 125","Saanich",39,0,5,63,29,35,2,173,511
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 126","Saanich",36,0,4,38,36,26,1,141,505
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 127","Saanich",40,0,8,41,41,32,0,162,538
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 128","Saanich",25,1,4,54,35,21,1,141,449
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 129","Saanich",56,0,7,61,44,24,0,192,523
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 130","Saanich",26,1,2,22,29,12,0,92,416
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 131","Saanich",45,0,2,43,44,25,0,159,511
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 132","Saanich",38,1,7,33,37,24,0,140,437
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 133","Saanich",45,1,5,56,42,36,0,185,460
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 134","Saanich",48,0,0,47,37,22,0,154,493
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 135","Saanich",40,0,5,27,32,20,0,124,365
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 136","Saanich",43,1,0,29,24,18,3,118,428
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 137","Saanich",32,0,4,58,48,26,0,168,455
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 138","Saanich",46,2,4,35,37,11,0,135,341
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 139","Saanich",33,0,3,36,41,27,0,140,422
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 140","Saanich",22,0,1,37,44,16,0,120,347
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 141","Saanich",13,0,2,61,27,55,0,158,461
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 142","Saanich",46,0,3,68,56,32,0,205,521
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 143","Saanich",39,1,1,45,36,20,0,142,386
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 144","Saanich",55,0,1,40,55,30,0,181,510
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 145","Saanich",53,1,1,52,62,58,0,227,528
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 146","Saanich",18,2,6,47,31,30,0,134,400
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 147","Saanich",31,0,11,34,32,34,0,142,455
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 148","Saanich",21,1,6,50,39,57,0,174,512
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 149","Saanich",23,0,4,48,36,33,0,144,419
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 150","Saanich",27,1,2,50,24,27,0,131,421
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 151","Saanich",17,0,6,63,37,47,0,170,452
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 152","Saanich",31,1,0,42,33,48,2,157,472
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 153","Saanich",28,0,1,54,29,38,2,152,479
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 154","Saanich",34,1,4,38,36,43,0,156,499
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 155","Saanich",33,1,2,54,52,44,0,186,442
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 156","Saanich",44,0,10,68,36,41,1,200,428
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 157","Saanich",24,1,2,24,20,28,0,99,324
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 158","Saanich",25,0,10,53,29,47,0,164,431
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 159","Saanich",24,1,3,41,46,24,0,139,370
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 160","Saanich",17,0,9,24,28,55,0,133,367
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 161","Saanich",32,0,4,46,33,21,0,136,388
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 162","Saanich",33,1,1,60,35,17,1,148,448
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 163","Saanich",28,0,1,47,45,37,0,158,475
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 164","Saanich",24,0,4,42,48,36,0,154,380
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 165","Saanich",43,0,0,60,30,23,0,156,390
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 166","Saanich",36,0,7,47,41,19,1,151,360
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 167","Saanich",36,0,0,50,43,33,0,162,438
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 168","Saanich",36,2,2,59,41,31,1,172,432
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 169","Saanich",28,0,1,47,22,46,0,144,440
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 170","Saanich",48,0,4,44,34,35,0,165,498
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 171","Saanich",41,1,3,40,26,35,0,146,412
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 172","Saanich",37,0,10,55,29,40,0,171,493
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 173","Saanich",25,2,4,31,27,32,2,123,353
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 174","Saanich",37,0,1,48,26,34,0,146,430
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 175","Saanich",22,1,8,49,19,32,2,133,396
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 176","Saanich",13,0,4,52,40,28,1,138,545
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 177","Saanich",14,0,1,49,36,31,3,134,459
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 178","Saanich",18,0,8,60,33,41,3,163,408
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 179","Saanich",34,0,4,55,35,49,0,177,399
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 180","Saanich",27,0,10,62,27,81,0,207,494
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 181","Saanich",18,0,8,45,27,34,0,132,439
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 182","Saanich",23,0,2,47,41,51,1,165,512
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 183","Saanich",17,0,6,56,29,50,0,158,473
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 184","Saanich",30,0,1,60,38,45,1,175,526
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 185","Saanich",18,0,6,48,33,28,0,133,405
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 186","Saanich",13,0,9,68,32,84,0,206,515
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 187","Saanich",20,1,2,63,22,25,0,133,477
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 188","Saanich",11,0,9,54,23,58,1,156,505
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 189","Saanich",21,1,1,66,31,69,0,189,501
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 190","Saanich",30,0,5,47,31,53,0,166,430
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 191","Saanich",31,0,5,56,34,57,0,183,483
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 192","Saanich",48,0,2,62,34,38,0,184,418
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 193","Saanich",14,2,1,49,20,50,0,136,436
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 194","Saanich",27,1,4,23,21,34,0,110,401
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 195","Saanich",23,0,2,29,27,49,0,130,351
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 196","Saanich",31,1,2,34,26,72,0,166,500
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 197","Saanich",31,2,7,49,29,60,0,178,492
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 198","Saanich",26,2,2,50,51,49,0,180,450
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 199","Saanich",25,1,4,49,46,47,0,172,455
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 200","Saanich",22,1,1,61,31,43,0,159,476
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 201A","Saanich",21,0,5,44,44,56,0,170,366
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 201B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°515,,,,,,,,49
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 201C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°515,,,,,,,,25
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 202","Saanich",30,1,10,68,32,64,0,205,520
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 203","Saanich",31,2,4,61,29,50,0,177,501
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 204","Saanich",34,1,5,89,37,69,1,236,497
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 205","Saanich",27,3,1,81,59,62,0,233,565
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 206","Saanich",23,1,6,33,40,60,0,163,490
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 500","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°16,,,,,,,,43
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 501","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°16,,,,,,,,42
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 502","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°13,,,,,,,,25
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 503","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°17,,,,,,,,14
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 504","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°57,,,,,,,,65
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 505","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°57,,,,,,,,38
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 506","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°57,,,,,,,,66
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 507","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°57,,,,,,,,74
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 508","Mobile poll/Bureau itinérant",0,0,0,0,0,0,54,54,36
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 509","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°95,,,,,,,,132
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 510","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°133,,,,,,,,225
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 511","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°177,,,,,,,,110
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 512","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°177,,,,,,,,39
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 513","Mobile poll/Bureau itinérant",18,0,1,19,21,9,1,69,99
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 514","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°195,,,,,,,,70
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 515","Mobile poll/Bureau itinérant",16,0,4,27,21,13,0,81,56
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 516","Mobile poll/Bureau itinérant",9,0,0,13,15,10,0,47,90
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 517","Mobile poll/Bureau itinérant",10,1,1,10,10,6,0,38,45
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 600","Saltspring Island",174,1,87,523,81,144,4,1014,
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 601","Ganges",130,2,51,565,99,156,0,1003,
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 602","North Galiano",25,0,8,251,38,34,0,356,
59027,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 603","North Saanich",435,2,23,559,202,124,1,1346,
