Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Luc Berthold,Gloriane Blais,Mathieu Boisvert,Jonathan Gagnon,Emilie Hamel,Éric Labonté,Adam Lukofsky,Real Pepin,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 19","Laurierville",142,2,8,5,1,24,18,4,4,208,335
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 20","Inverness",131,1,9,10,12,35,21,3,5,227,339
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 21","Inverness",148,0,6,5,4,44,23,0,2,232,387
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 22","Notre-Dame-de-Lourdes",113,4,3,3,1,27,20,5,2,178,296
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 23","Notre-Dame-de-Lourdes",112,5,2,7,2,24,16,4,3,175,287
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 24","Kinnear's Mills",114,0,9,9,2,49,21,4,0,208,330
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 25","Thetford Mines",95,1,8,3,2,29,13,3,3,157,263
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 26","Sainte-Clotilde-de-Beauce",85,0,6,19,2,23,10,4,3,152,234
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 27","Sainte-Clotilde-de-Beauce",82,1,1,13,2,10,5,5,0,119,206
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 28","Thetford Mines",76,0,4,3,4,23,8,2,1,121,378
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 29","Thetford Mines",108,0,2,3,0,15,3,0,0,131,372
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 30","Thetford Mines",83,0,0,3,1,17,11,0,3,118,380
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 31","Thetford Mines",75,2,3,6,3,19,14,3,4,129,362
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 32","Saint-Jean-de-Brébeuf",117,0,4,7,1,18,16,1,0,164,269
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 33","Saint-Pierre-Baptiste",160,4,5,15,1,44,11,3,0,243,442
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 34","Adstock",72,1,3,5,0,15,7,2,0,105,193
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 35","Adstock",115,1,5,6,0,25,25,0,1,178,368
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 36","Adstock",66,0,2,3,5,47,30,2,1,156,343
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 37","Plessisville",104,3,5,3,5,24,29,6,1,180,462
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 38","Plessisville",144,1,7,5,5,25,20,2,2,211,459
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 39","Plessisville",107,1,5,2,3,35,18,0,5,176,453
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 40","Plessisville",104,1,3,8,3,34,21,5,4,183,435
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 41","Plessisville",Void/Supprimé,,,,,,,,,,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 42","Plessisville",112,2,5,3,3,33,19,1,3,181,436
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 43","Plessisville",85,2,4,5,3,29,29,4,4,165,439
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 44","Plessisville",97,2,4,9,3,21,20,1,3,160,459
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 45","Plessisville",88,1,13,7,0,21,25,1,3,159,473
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 46","Plessisville",84,2,8,8,2,27,26,1,4,162,429
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 47","Plessisville",47,1,7,6,1,43,20,4,4,133,425
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 48","Plessisville",Void/Supprimé,,,,,,,,,,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 49","Plessisville",65,3,13,3,1,25,14,0,4,128,466
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 50","Plessisville",87,2,5,2,2,25,18,0,4,145,460
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 51","Plessisville",97,3,6,4,3,30,17,0,6,166,443
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 52","Thetford Mines",85,0,3,2,0,20,23,1,0,134,348
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 53","Thetford Mines",91,0,4,2,2,18,15,2,5,139,435
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 54A","Thetford Mines",55,0,4,3,1,21,21,1,3,109,297
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 54B","Thetford Mines",Merged with No./Fusionné avec le n°400,,,,,,,,,,105
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 55","Thetford Mines",46,3,5,1,0,14,14,0,1,84,342
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 56","Thetford Mines",75,0,1,5,1,22,11,2,2,119,339
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 57","Thetford Mines",76,0,5,0,1,27,17,2,3,131,355
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 58","Thetford Mines",37,0,3,7,1,23,21,0,2,94,353
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 59","Thetford Mines",81,0,2,2,1,22,9,0,1,118,397
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 60","Thetford Mines",63,0,3,4,1,22,13,2,1,109,385
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 61","Thetford Mines",87,0,10,7,3,20,20,2,1,150,409
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 62","Thetford Mines",83,1,4,3,0,29,23,1,4,148,404
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 63","Thetford Mines",53,0,1,0,2,24,16,0,2,98,352
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 64","Thetford Mines",65,0,4,0,0,32,22,0,4,127,342
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 65","Thetford Mines",102,2,1,6,2,28,12,4,1,158,421
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 66","Thetford Mines",91,0,6,1,1,19,25,0,2,145,378
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 67","Thetford Mines",80,0,4,8,2,24,14,0,1,133,361
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 68","Thetford Mines",63,0,6,5,2,13,19,0,6,114,374
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 69","Thetford Mines",79,1,1,4,4,27,10,1,0,127,410
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 70","Thetford Mines",88,0,3,3,1,31,19,0,0,145,388
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 71","Thetford Mines",73,1,6,6,4,24,19,3,2,138,334
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 72","Thetford Mines",64,0,6,6,1,30,14,3,5,129,423
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 73","Thetford Mines",71,0,5,6,2,13,14,0,4,115,328
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 74","Thetford Mines",80,0,7,5,2,29,21,2,1,147,338
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 75","Thetford Mines",85,0,4,1,0,20,13,0,4,127,365
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 76","Thetford Mines",66,2,2,4,0,21,17,3,0,115,353
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 77","Adstock",80,0,4,8,1,15,10,1,1,120,271
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 78","Adstock",69,1,3,6,2,17,9,0,1,108,223
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 79","Adstock",94,1,6,1,0,18,18,1,0,139,285
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 80","Thetford Mines",56,0,6,6,1,32,13,2,5,121,408
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 81","Thetford Mines",63,0,5,3,2,12,14,1,3,103,337
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 82","Thetford Mines",61,0,7,5,6,13,8,0,2,102,331
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 83","Thetford Mines",60,0,2,6,1,12,11,2,0,94,314
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 84","Thetford Mines",85,1,11,4,5,31,18,2,2,159,430
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 85","Thetford Mines",58,1,3,4,1,14,17,5,1,104,333
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 86","Thetford Mines",45,0,8,11,5,26,11,0,2,108,362
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 87","Thetford Mines",48,1,2,10,5,17,13,0,6,102,334
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 88","Thetford Mines",44,0,3,7,2,16,12,1,2,87,308
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 89","Plessisville",88,2,6,3,1,32,24,4,7,167,417
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 90","Plessisville",86,4,2,3,2,30,16,1,3,147,400
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 91","Plessisville",127,3,0,1,2,31,14,3,1,182,445
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 92","Plessisville",Void/Supprimé,,,,,,,,,,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 93","Saint-Adrien-d'Irlande",108,1,7,3,1,31,11,4,1,167,307
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 94","Thetford Mines",97,1,5,2,3,18,30,0,2,158,316
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 95","Thetford Mines",70,0,6,5,3,28,9,1,2,124,350
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 96A","Thetford Mines",96,0,3,6,0,23,15,0,6,149,296
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 96B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°518,,,,,,,,,,28
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 96C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°518,,,,,,,,,,22
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 97","Thetford Mines",87,0,5,6,2,33,32,1,1,167,334
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 98","Thetford Mines",69,0,1,13,4,18,11,0,0,116,249
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 99","Thetford Mines",143,1,13,16,2,51,26,1,4,257,501
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 100","Sainte-Sophie",170,0,10,3,6,59,25,4,3,280,467
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 101","Princeville",113,1,3,13,3,25,16,4,5,183,522
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 102","Princeville",102,3,4,8,3,27,10,2,3,162,444
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 103","Princeville",54,2,6,14,0,17,13,2,3,111,379
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 104","Princeville",86,1,6,16,3,31,26,5,7,181,511
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 105","Princeville",72,0,11,6,3,24,15,2,1,134,410
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 106","Princeville",76,0,3,3,7,15,7,3,3,117,412
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 107","Princeville",95,0,3,4,4,28,15,0,3,152,429
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 108","Princeville",129,2,4,9,2,43,19,5,5,218,567
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 109","Princeville",128,1,11,18,7,41,14,6,6,232,800
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 110","Princeville",78,1,6,9,0,23,13,0,3,133,453
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 111","Thetford Mines",106,1,3,5,2,28,17,0,4,166,344
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 112","Thetford Mines",61,0,4,8,1,20,14,2,6,116,336
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 113","Thetford Mines",62,0,0,2,0,16,3,1,1,85,243
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 114","Thetford Mines",78,1,5,2,1,25,16,0,5,133,364
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 115","Thetford Mines",74,0,7,3,0,41,8,0,1,134,380
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 116","Thetford Mines",74,1,2,4,2,28,18,3,0,132,359
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 117","Thetford Mines",55,0,5,7,2,22,13,2,1,107,373
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 118","Thetford Mines",86,1,4,9,6,20,13,1,1,141,395
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 119","Saint-Ferdinand",119,0,2,1,1,32,22,1,1,179,464
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 120","Saint-Ferdinand",113,2,0,10,1,23,16,1,1,167,403
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 121","Saint-Ferdinand",102,2,6,3,1,28,22,1,4,169,427
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 122","Saint-Ferdinand",85,1,11,6,1,25,19,1,3,152,411
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 123","Saint-Ferdinand",Void/Supprimé,,,,,,,,,,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 124","Adstock",91,0,2,8,0,26,21,2,2,152,261
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 125","Irlande",79,5,3,2,2,31,16,4,1,143,355
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 126","Irlande",102,1,5,2,1,40,6,7,2,166,376
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 127","Saint-Joseph-de-Coleraine",88,0,1,3,4,50,19,1,3,169,440
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 128","Saint-Joseph-de-Coleraine",36,1,5,9,0,14,10,0,1,76,311
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 129","Saint-Joseph-de-Coleraine",49,0,1,9,0,26,6,2,0,93,301
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 130","Saint-Joseph-de-Coleraine",78,0,7,6,2,20,10,2,1,126,413
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 131","Courcelles",66,1,3,12,1,21,26,1,0,131,272
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 132","Courcelles",126,2,7,10,4,32,35,7,4,227,397
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 133","Saint-Julien",94,2,4,10,2,54,12,3,6,187,327
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 134","Saint-Robert-Bellarmin",165,1,14,26,1,18,30,5,0,260,463
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 135","Saint-Robert-Bellarmin",Void/Supprimé,,,,,,,,,,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 136","Lambton",79,3,6,10,1,25,31,2,3,160,480
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 137","Lambton",82,1,2,11,2,18,18,3,3,140,443
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 138","Lambton",70,0,1,4,1,25,23,3,2,129,307
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 139","Sainte-Praxède",82,0,4,11,2,25,18,1,3,146,291
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 140","Disraeli",69,0,5,11,2,19,18,4,3,131,381
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 141","Disraeli",71,0,3,14,4,23,18,1,0,134,415
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 142","Disraeli",74,0,0,9,1,25,15,0,4,128,382
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 143","Saint-Fortunat",73,0,3,1,2,44,18,1,2,144,221
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 144","Saint-Jacques-le-Majeur-de-Wolfestown",37,0,6,0,1,24,15,5,4,92,154
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 145","Disraeli",60,1,1,13,2,51,10,3,0,141,358
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 146","Disraeli",46,0,2,5,3,30,12,2,0,100,287
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 147","Disraeli",47,1,3,6,1,23,12,4,2,99,364
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 148","Disraeli",43,0,3,7,2,30,5,0,3,93,375
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 149","Disraeli",46,0,0,1,2,33,23,4,2,111,334
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 150","Saint-Sébastien",94,1,3,6,3,24,23,3,0,157,280
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 151","Saint-Sébastien",99,0,4,9,1,25,16,0,1,155,255
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 152","Saint-Ludger",75,1,2,13,1,27,14,1,0,134,310
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 153","Saint-Ludger",49,0,3,8,0,13,6,6,3,88,253
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 154","Saint-Ludger",54,1,4,7,2,17,19,3,4,111,295
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 155","Lac-Drolet",138,1,5,6,4,49,35,11,2,251,429
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 156","Lac-Drolet",93,4,1,20,4,54,45,6,5,232,414
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 157","Lac-Drolet",Void/Supprimé,,,,,,,,,,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 158","Beaulac-Garthby",70,1,7,7,3,44,32,4,0,168,445
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 159","Beaulac-Garthby",76,1,2,4,1,41,33,1,1,160,392
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 160","Saint-Romain",76,4,9,7,0,41,28,4,6,175,338
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 161","Saint-Romain",96,1,10,8,1,28,20,1,0,165,321
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 162","Stratford",70,0,4,4,4,30,22,1,1,136,279
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 163","Stratford",38,0,0,5,2,70,29,1,2,147,331
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 164","Stratford",49,1,3,1,3,34,26,1,1,119,258
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 165","Audet",168,4,9,19,0,60,46,4,2,312,517
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 166","Audet",Void/Supprimé,,,,,,,,,,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 167","Sainte-Cécile-de-Whitton",96,2,8,6,4,40,30,3,2,191,359
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 168","Sainte-Cécile-de-Whitton",63,2,10,13,7,27,14,5,4,145,302
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 169","Stornoway",120,7,13,15,3,32,50,6,3,249,415
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 170","Nantes",73,6,4,7,4,35,18,3,3,153,330
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 171","Lac-Mégantic",60,5,8,4,3,43,23,7,2,155,451
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 172","Lac-Mégantic",74,1,9,5,2,27,14,6,1,139,453
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 173","Lac-Mégantic",52,3,6,14,7,28,23,0,3,136,393
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 174","Lac-Mégantic",58,7,3,5,2,33,12,2,0,122,362
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 175","Lac-Mégantic",49,3,3,2,0,28,10,3,3,101,352
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 176","Lac-Mégantic",44,5,1,8,0,23,19,4,2,106,347
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 177","Lac-Mégantic",63,1,3,2,2,34,23,1,0,129,376
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 178","Lac-Mégantic",73,0,7,3,6,38,34,4,1,166,478
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 179","Lac-Mégantic",49,5,6,2,2,43,18,0,1,126,383
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 180","Lac-Mégantic",50,5,4,7,4,26,16,8,3,123,423
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 181","Lac-Mégantic",43,5,6,2,1,39,23,4,0,123,430
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 182","Lac-Mégantic",68,2,5,13,2,24,17,0,0,131,402
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 183","Lac-Mégantic",70,4,9,4,3,46,38,0,2,176,470
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 184","Frontenac",128,3,12,9,9,63,27,2,5,258,461
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 185","Frontenac",110,3,10,7,1,49,25,3,3,211,453
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 186","Frontenac",91,6,6,11,5,54,29,4,1,207,487
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 187","Frontenac",Void/Supprimé,,,,,,,,,,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 188","Marston",139,6,8,16,5,64,45,10,12,305,630
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 189","Marston",Void/Supprimé,,,,,,,,,,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 190","Milan",64,1,6,4,4,40,13,4,4,140,245
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 191","Piopolis",76,0,8,6,2,66,45,1,1,205,340
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 192","Val-Racine",24,1,7,6,3,27,17,0,1,86,160
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 193","Saint-Augustin-de-Woburn",80,0,4,4,5,29,28,2,2,154,266
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 194","Saint-Augustin-de-Woburn",50,0,0,6,2,45,23,2,1,129,271
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 195","Notre-Dame-des-Bois",49,5,6,16,2,68,28,5,5,184,388
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 196","Notre-Dame-des-Bois",96,5,3,22,8,71,31,4,4,244,433
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 197","Thetford Mines",83,0,6,3,2,29,15,8,5,151,244
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 198","Thetford Mines",79,2,5,5,1,20,14,1,0,127,296
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 199","Thetford Mines",73,1,3,1,1,15,11,0,1,106,227
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 200","Adstock",89,0,3,2,0,46,21,1,1,163,251
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 201","Thetford Mines",100,0,4,1,2,28,18,0,1,154,379
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 400","Thetford Mines",85,0,0,0,2,13,42,1,6,149,163
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 401","Thetford Mines",69,0,0,0,0,12,30,0,10,121,150
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 402","Plessisville",59,0,2,1,1,14,39,2,4,122,163
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 403","Thetford Mines",97,0,1,2,0,28,36,0,3,167,215
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 404","Lac-Mégantic",58,2,1,0,1,10,42,1,4,119,161
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 500","Lyster",Merged with No./Fusionné avec le n°1,,,,,,,,,,10
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 501","Mobile poll/Bureau itinérant",7,0,0,0,0,0,4,0,3,14,21
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 502","Mobile poll/Bureau itinérant",18,1,0,0,1,3,4,2,2,31,39
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 503","Plessisville",Merged with No./Fusionné avec le n°42,,,,,,,,,,17
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 504","Plessisville",Merged with No./Fusionné avec le n°42,,,,,,,,,,28
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 505","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°104,,,,,,,,,,14
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 506","Mobile poll/Bureau itinérant",15,0,1,0,1,3,6,1,0,27,40
