Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Garnett Genuis,Tanya Holm,Todd Newberry,Sheldon Jonah Perris,Charles Simpson,Aidan Bradley Theroux,John Wetterstrand,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 31","Fort Saskatchewan",43,5,2,0,1,25,10,1,87,283
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 32","Fort Saskatchewan",143,12,2,4,0,51,29,0,241,549
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 33","Fort Saskatchewan",54,11,1,0,1,36,15,3,121,379
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 34","Fort Saskatchewan",147,28,3,4,0,56,26,0,264,692
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 35","Fort Saskatchewan",169,22,1,1,3,48,27,0,271,562
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 36","Fort Saskatchewan",94,13,1,2,0,44,15,0,169,420
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 37","Fort Saskatchewan",84,9,5,1,0,24,14,0,137,351
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 38","Fort Saskatchewan",135,18,2,1,1,58,21,0,236,522
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 39","Fort Saskatchewan",169,18,0,2,0,47,22,0,258,600
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 40","Fort Saskatchewan",183,19,6,0,1,70,21,0,300,618
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 41","Josephburg",106,7,0,1,0,23,7,2,146,336
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 42","Josephburg",82,11,3,1,0,15,9,0,121,316
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 43A","Fort Saskatchewan",78,9,2,2,0,47,18,0,156,382
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 43B","Fort Saskatchewan",61,5,2,0,1,27,24,1,121,363
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 44","Fort Saskatchewan",181,23,3,4,2,77,24,0,314,707
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 45A","Fort Saskatchewan",107,5,3,1,0,24,19,0,159,385
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 45B","Fort Saskatchewan",108,8,3,0,0,25,10,1,155,379
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 46","Fort Saskatchewan",55,12,1,0,0,11,12,0,91,287
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 47","Sherwood Park",109,24,2,4,1,33,7,3,183,395
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 48A","Sherwood Park",84,25,1,1,0,22,10,0,143,349
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 48B","Mobile poll/Bureau itinérant",28,11,0,1,1,5,0,1,47,66
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 49","Sherwood Park",89,15,3,2,0,43,5,0,157,347
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 50","Sherwood Park",78,24,1,2,0,47,14,0,166,329
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 51","Sherwood Park",107,38,2,3,1,52,16,2,221,467
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 52","Sherwood Park",90,39,2,3,2,54,18,0,208,488
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 53","Sherwood Park",144,38,3,6,2,64,10,2,269,590
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 54","Sherwood Park",56,8,1,2,0,39,16,0,122,389
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 55A","Sherwood Park",125,34,2,0,2,53,9,0,225,660
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 55B","Mobile poll/Bureau itinérant",30,5,1,0,0,1,1,2,40,70
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 56","Sherwood Park",71,10,4,2,1,35,15,0,138,405
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 57A","Sherwood Park",76,34,0,2,0,52,14,1,179,418
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 57B","Sherwood Park",91,25,1,1,0,51,11,0,180,440
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 58A","Sherwood Park",129,50,1,1,0,51,6,0,238,463
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 58B","Sherwood Park",117,17,1,1,2,57,9,1,205,451
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 59","Sherwood Park",158,37,0,1,1,81,13,2,293,609
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 60","Sherwood Park",92,20,1,4,0,64,27,0,208,543
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 61","Sherwood Park",139,25,0,1,0,85,16,1,267,537
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 62","Ardrossan",95,9,3,1,1,24,11,2,146,321
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 63","Ardrossan",94,9,2,2,2,26,21,0,156,353
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 64","Ardrossan",68,9,0,3,0,20,20,0,120,281
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 65","Strathcona County",66,9,4,2,0,24,20,1,126,344
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 66","Sherwood Park",71,11,1,0,0,23,4,0,110,380
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 67A","Sherwood Park",100,21,0,1,0,45,3,0,170,388
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 67B","Sherwood Park",94,21,1,2,1,41,8,0,168,388
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 68","Sherwood Park",138,32,0,1,1,85,12,0,269,638
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 69","Sherwood Park",98,26,3,3,0,66,13,0,209,461
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 70","Sherwood Park",159,34,2,2,2,50,10,3,262,565
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 71","Sherwood Park",133,36,0,6,0,51,19,0,245,577
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 72","Ardrossan",93,17,2,1,2,16,6,0,137,308
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 73","Sherwood Park",132,32,3,5,2,43,12,2,231,515
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 74","Sherwood Park",131,30,1,1,1,59,20,0,243,555
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 75","Sherwood Park",161,28,1,2,0,72,12,0,276,554
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 76","Sherwood Park",105,37,1,1,1,58,16,0,219,484
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 77","Sherwood Park",120,34,3,1,1,62,8,1,230,502
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 78","Sherwood Park",104,23,6,1,2,58,12,3,209,439
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 79","Sherwood Park",77,16,4,0,0,46,10,0,153,355
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 80","Sherwood Park",137,26,1,3,0,48,8,0,223,528
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 81","Sherwood Park",100,31,3,0,1,36,10,0,181,473
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 82","Sherwood Park",66,17,0,1,2,18,5,0,109,402
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 83","Sherwood Park",131,35,2,5,5,90,19,2,289,549
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 84","Sherwood Park",99,19,3,0,0,40,12,1,174,350
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 85","Sherwood Park",133,38,2,1,0,67,14,1,256,501
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 86","Sherwood Park",96,22,2,2,0,49,8,0,179,419
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 87","Sherwood Park",73,25,2,1,1,46,13,0,161,401
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 88","Sherwood Park",109,48,1,3,1,70,18,1,251,450
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 89","Sherwood Park",95,34,2,0,2,67,15,0,215,394
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 90","Sherwood Park",100,16,0,1,0,43,21,4,185,353
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 91","Sherwood Park",109,33,0,6,0,66,18,0,232,436
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 92","Sherwood Park",91,28,4,4,2,58,26,0,213,465
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 93","Sherwood Park",110,53,2,1,1,67,10,1,245,426
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 94","Sherwood Park",119,33,2,6,3,65,20,0,248,446
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 95","Sherwood Park",109,31,4,4,3,66,17,1,235,431
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 96","Sherwood Park",140,42,4,2,5,62,14,0,269,465
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 97","Sherwood Park",125,38,0,1,0,48,7,0,219,435
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 98","Sherwood Park",111,26,3,2,1,60,16,1,220,394
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 99","Sherwood Park",124,30,2,1,2,52,12,0,223,495
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 100","Sherwood Park",69,30,3,2,1,49,11,2,167,335
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 101A","Sherwood Park",96,31,2,4,2,64,17,4,220,536
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 101B","Mobile poll/Bureau itinérant",36,1,1,0,0,6,2,0,46,53
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 102","Sherwood Park",100,31,0,2,1,34,15,0,183,391
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 103","Sherwood Park",134,33,3,6,2,48,12,0,238,525
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 104","Sherwood Park",153,33,1,2,4,51,15,0,259,490
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 105","Sherwood Park",125,34,1,0,1,48,19,0,228,424
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 106","Sherwood Park",114,25,2,0,1,51,17,0,210,383
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 107","Sherwood Park",81,22,0,0,1,48,10,0,162,352
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 108","Sherwood Park",80,40,3,1,1,51,9,1,186,428
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 109","Sherwood Park",101,21,1,4,0,42,11,1,181,400
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 110","Sherwood Park",107,25,1,1,2,51,9,0,196,369
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 111","Sherwood Park",126,20,2,3,1,63,22,2,239,430
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 112","Sherwood Park",83,17,1,1,0,27,9,0,138,311
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 113","Sherwood Park",115,33,5,2,1,72,24,0,252,427
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 114","Sherwood Park",94,37,6,1,1,59,9,1,208,396
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 115","Sherwood Park",93,19,3,5,0,56,11,0,187,391
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 116","Sherwood Park",106,32,3,2,3,87,16,0,249,456
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 117","Sherwood Park",80,49,1,10,0,45,11,2,198,456
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 118","Sherwood Park",129,33,8,0,2,54,13,0,239,449
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 119","Sherwood Park",107,42,2,1,0,48,19,0,219,447
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 120","Sherwood Park",54,27,1,1,1,41,10,0,135,300
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 121","Sherwood Park",62,20,2,4,2,46,16,0,152,355
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 122","Sherwood Park",70,19,0,2,0,29,11,0,131,369
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 123","Sherwood Park",114,36,5,6,3,55,12,1,232,619
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 124","Sherwood Park",63,17,2,2,1,49,18,1,153,321
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 125","Sherwood Park",84,25,0,1,1,45,12,0,168,321
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 126","Sherwood Park",105,39,1,1,0,52,13,0,211,480
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 127","Sherwood Park",69,20,1,2,0,28,4,0,124,303
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 128","Sherwood Park",140,39,1,0,1,56,6,0,243,473
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 129","Sherwood Park",155,44,2,2,2,79,10,0,294,514
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 130","Sherwood Park",100,52,1,3,0,33,12,0,201,441
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 131","Sherwood Park",89,28,0,4,1,39,3,0,164,454
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 132","Sherwood Park",107,23,3,2,0,45,8,1,189,405
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 133","Ardrossan",115,23,2,6,1,32,17,0,196,424
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 134","Ardrossan",96,6,2,0,0,11,23,0,138,340
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 135","Ardrossan",96,8,3,0,0,37,10,1,155,339
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 136","Sherwood Park",109,34,2,0,2,64,16,2,229,482
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 137","Sherwood Park",90,22,3,2,1,60,13,0,191,400
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 138","Sherwood Park",90,18,0,2,1,64,12,0,187,377
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 139","Sherwood Park",124,30,5,1,2,70,9,1,242,447
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 140A","Sherwood Park",95,20,1,2,1,43,20,0,182,367
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 140B","Mobile poll/Bureau itinérant",5,1,1,0,0,1,0,0,8,19
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 141","Sherwood Park",108,34,1,6,0,69,18,0,236,437
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 142","Sherwood Park",90,23,2,5,0,49,8,1,178,299
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 143","Sherwood Park",99,38,1,0,1,45,7,0,191,378
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 144","Sherwood Park",79,29,4,1,1,29,4,0,147,307
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 145","Sherwood Park",85,25,2,1,0,37,3,0,153,355
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 146","Sherwood Park",100,31,2,3,1,59,5,1,202,501
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 147","Sherwood Park",84,24,1,5,0,56,14,0,184,429
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 148","Sherwood Park",128,20,2,1,1,47,12,2,213,401
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 149","Wyeclif",161,27,3,1,2,37,21,0,252,518
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 150","Sherwood Park",95,28,3,5,1,64,25,1,222,448
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 151","Sherwood Park",97,39,4,2,0,58,18,0,218,428
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 152","Sherwood Park",138,42,0,6,2,44,22,1,255,413
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 153","Sherwood Park",133,21,0,2,0,46,14,0,216,401
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 154","Sherwood Park",126,28,2,2,0,54,22,0,234,499
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 155","Sherwood Park",119,34,2,1,0,38,6,0,200,462
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 156","Sherwood Park",83,15,1,1,2,46,9,0,157,362
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 157","Sherwood Park",106,30,2,2,0,56,4,0,200,461
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 158","Sherwood Park",77,16,2,5,1,38,7,1,147,310
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 159","Sherwood Park",133,30,2,1,3,62,9,1,241,502
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 160","Sherwood Park",90,24,1,1,1,42,24,1,184,430
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 161","Sherwood Park",109,14,1,4,1,41,10,1,181,413
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 162","Sherwood Park",137,40,1,0,0,61,10,0,249,478
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 163","Sherwood Park",121,27,4,2,2,39,13,1,209,488
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 164","Sherwood Park",83,40,4,1,0,32,6,0,166,414
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 165A","Whitecroft",Merged with No./Fusionné avec le n°166A,,,,,,,,,57
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 165B","Whitecroft",Merged with No./Fusionné avec le n°166B,,,,,,,,,60
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 166A","Whitecroft",142,31,0,0,1,35,7,0,216,447
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 166B","Whitecroft",156,35,1,0,0,34,13,0,239,524
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 167","Sherwood Park",120,27,2,1,1,14,6,0,171,404
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 168","Sherwood Park",103,19,3,1,0,28,14,0,168,345
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 169","Sherwood Park",128,29,1,0,3,41,11,1,214,462
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 170","Sherwood Park",150,49,2,0,2,68,15,1,287,597
