Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Chad Collins,Ned Kuruc,Nick Milanovic,Larry Pattison,Mario Ricci,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 21B","Hamilton",90,42,30,4,4,2,172,255
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 21C","Hamilton",108,70,43,8,13,2,244,414
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 22","Hamilton",83,70,36,8,15,2,214,510
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 23","Hamilton",Merged with No./Fusionné avec le n°24,,,,,,,142
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 24","Hamilton",58,58,18,0,6,0,140,360
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 25","Hamilton",70,99,52,6,11,2,240,632
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 26","Hamilton",47,60,22,3,8,1,141,408
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 27","Hamilton",80,85,33,0,4,0,202,582
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 28","Hamilton",53,67,22,2,6,1,151,405
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 29","Hamilton",80,96,23,4,8,4,215,504
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 30","Hamilton",59,59,33,0,4,0,155,401
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 31","Hamilton",80,66,32,4,4,0,186,469
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 32","Hamilton",82,35,28,4,3,3,155,392
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 33","Hamilton",76,79,39,7,11,0,212,521
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 34","Hamilton",58,67,28,3,5,0,161,450
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 35","Hamilton",96,90,40,5,11,0,242,508
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 36","Hamilton",90,101,30,6,12,0,239,573
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 37","Hamilton",Merged with No./Fusionné avec le n°38,,,,,,,377
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 38","Hamilton",85,96,85,4,14,1,285,388
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 39","Hamilton",67,16,33,3,10,2,131,397
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 40","Hamilton",51,15,45,5,11,0,127,500
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 41","Hamilton",74,32,33,4,8,0,151,474
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 42","Hamilton",49,30,53,4,13,0,149,521
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 43","Hamilton",62,36,24,5,8,2,137,451
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 44","Hamilton",Merged with No./Fusionné avec le n°406,,,,,,,81
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 45","Hamilton",56,44,61,5,12,0,178,470
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 46","Hamilton",30,38,55,11,15,1,150,443
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 47","Hamilton",45,38,81,2,14,0,180,424
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 48","Hamilton",38,41,78,6,18,0,181,477
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 49","Hamilton",37,40,95,6,18,1,197,478
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 50","Hamilton",40,33,83,2,4,2,164,446
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 51","Hamilton",28,47,78,4,11,1,169,434
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 52","Hamilton",82,55,30,3,16,4,190,471
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 53","Hamilton",56,73,31,4,15,0,179,508
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 54","Hamilton",111,87,60,5,16,3,282,419
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 55","Hamilton",Merged with No./Fusionné avec le n°54,,,,,,,314
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 56","Hamilton",63,48,31,1,10,0,153,462
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 57","Hamilton",40,56,17,3,14,1,131,404
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 58","Hamilton",52,58,21,3,19,0,153,485
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 59","Hamilton",39,43,68,2,17,0,169,522
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 60","Hamilton",41,46,88,3,17,4,199,465
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 61","Hamilton",38,38,52,4,14,3,149,428
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 62","Hamilton",23,30,48,0,9,2,112,414
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 63","Hamilton",36,27,43,1,12,0,119,403
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 64","Hamilton",41,51,122,8,21,4,247,432
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 65","Hamilton",Merged with No./Fusionné avec le n°64,,,,,,,363
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 66","Hamilton",32,33,65,2,16,0,148,402
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 67","Hamilton",36,37,76,5,7,0,161,442
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 68","Hamilton",27,24,33,2,5,1,92,397
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 69","Hamilton",44,27,49,8,14,1,143,390
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 70","Hamilton",30,44,50,4,15,4,147,454
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 71","Hamilton",34,20,30,0,13,2,99,500
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 72","Hamilton",94,36,41,3,19,3,196,667
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 73","Hamilton",44,17,33,1,5,1,101,351
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 74","Hamilton",82,24,32,1,9,4,152,446
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 75","Hamilton",47,37,85,3,13,0,185,487
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 76","Hamilton",53,48,81,6,16,0,204,511
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 77","Hamilton",54,41,80,2,9,2,188,548
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 78","Hamilton",108,39,50,3,12,1,213,523
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 79","Hamilton",57,33,53,3,14,0,160,497
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 80","Hamilton",64,42,48,5,13,0,172,421
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 81","Hamilton",81,51,32,4,14,1,183,423
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 82","Hamilton",73,87,47,2,19,0,228,524
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 83","Hamilton",85,57,44,3,13,1,203,429
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 84","Hamilton",78,36,36,3,16,1,170,488
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 85","Hamilton",71,45,50,11,15,0,192,564
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 86","Hamilton",62,76,46,7,17,2,210,466
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 87","Hamilton",69,43,39,2,17,2,172,408
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 88","Hamilton",75,58,41,2,21,1,198,408
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 89","Hamilton",59,39,26,1,2,0,127,379
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 90","Hamilton",39,43,39,4,12,0,137,400
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 91","Hamilton",41,33,40,4,23,2,143,422
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 92","Hamilton",74,76,59,1,10,3,223,390
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 93","Hamilton",Merged with No./Fusionné avec le n°92,,,,,,,365
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 94","Hamilton",52,35,40,4,7,0,138,460
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 95","Hamilton",55,57,51,3,12,1,179,564
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 96","Hamilton",56,76,34,1,18,1,186,490
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 97","Hamilton",71,75,50,5,26,3,230,597
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 98","Hamilton",79,84,31,2,18,0,214,506
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 99","Hamilton",63,47,25,4,25,2,166,409
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 100","Hamilton",103,94,24,1,18,2,242,550
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 101","Hamilton",55,44,40,8,14,5,166,414
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 102","Hamilton",52,50,81,8,8,4,203,500
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 103","Hamilton",61,36,65,8,14,4,188,467
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 104","Hamilton",60,44,57,7,16,0,184,432
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 105","Hamilton",37,29,52,6,7,2,133,366
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 106","Hamilton",69,56,89,5,20,1,240,592
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 107","Hamilton",63,78,44,6,8,1,200,538
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 108","Hamilton",97,101,47,5,21,1,272,727
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 109","Hamilton",61,71,22,6,12,0,172,413
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 110","Hamilton",97,127,36,4,20,2,286,624
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 111","Hamilton",82,104,31,3,23,0,243,576
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 112","Hamilton",62,35,41,3,11,2,154,442
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 113","Hamilton",66,45,46,7,21,3,188,423
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 114","Hamilton",61,25,61,5,18,3,173,496
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 115","Hamilton",46,29,26,3,12,4,120,434
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 116","Hamilton",61,54,59,7,16,3,200,429
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 117","Hamilton",37,34,35,5,8,1,120,431
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 118","Hamilton",63,56,69,9,20,0,217,496
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 119","Hamilton",61,43,92,1,26,2,225,350
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 120","Hamilton",Merged with No./Fusionné avec le n°119,,,,,,,356
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 121","Hamilton",55,14,39,4,10,0,122,528
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 122","Hamilton",20,23,49,4,7,0,103,319
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 123","Hamilton",48,46,63,3,7,1,168,476
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 124","Hamilton",36,16,43,1,8,2,106,458
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 125","Hamilton",56,41,41,3,14,2,157,438
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 126","Hamilton",72,39,43,3,14,0,171,448
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 127","Hamilton",51,56,47,2,16,2,174,475
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 128","Hamilton",58,65,57,8,8,4,200,575
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 129","Hamilton",78,44,39,3,13,2,179,391
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 130","Hamilton",91,69,30,6,12,2,210,579
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 131","Hamilton",53,53,66,8,16,1,197,613
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 132","Hamilton",62,43,50,1,10,4,170,515
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 133","Hamilton",Merged with No./Fusionné avec le n°135,,,,,,,351
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 134","Hamilton",42,60,41,1,9,1,154,433
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 135","Hamilton",122,86,54,4,31,0,297,376
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 136","Hamilton",66,57,44,2,19,4,192,476
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 137","Hamilton",120,97,65,3,18,1,304,423
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 138","Hamilton",Merged with No./Fusionné avec le n°137,,,,,,,332
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 139","Hamilton",30,30,38,0,7,0,105,438
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 140","Hamilton",70,66,22,5,8,1,172,387
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 141","Hamilton",52,76,37,4,8,3,180,452
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 142","Hamilton",88,61,48,5,16,4,222,495
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 143","Hamilton",82,81,24,3,24,1,215,414
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 144","Hamilton",54,71,14,4,26,0,169,402
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 145","Hamilton",79,47,21,1,4,0,152,380
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 146","Hamilton",50,50,27,4,8,0,139,396
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 147","Hamilton",32,35,30,1,6,0,104,328
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 148","Hamilton",56,46,63,6,16,1,188,472
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 149","Hamilton",33,45,48,1,22,3,152,447
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 150","Hamilton",Merged with No./Fusionné avec le n°151,,,,,,,335
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 151","Hamilton",84,51,89,4,13,1,242,415
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 152","Hamilton",42,40,37,6,10,1,136,425
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 153","Hamilton",112,75,73,6,17,1,284,430
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 154","Hamilton",Merged with No./Fusionné avec le n°153,,,,,,,400
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 155","Hamilton",130,80,45,0,21,0,276,657
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 156","Hamilton",106,72,26,14,3,3,224,540
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 157","Hamilton",63,32,23,2,8,6,134,319
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 158","Hamilton",51,41,87,13,13,3,208,532
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 159","Hamilton",80,59,72,5,14,0,230,591
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 160","Hamilton",61,93,79,8,4,2,247,562
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 161","Hamilton",38,50,44,6,12,0,150,342
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 162","Hamilton",Merged with No./Fusionné avec le n°169,,,,,,,73
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 163","Hamilton",82,70,68,4,18,5,247,664
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 164","Hamilton",89,62,56,4,17,9,237,659
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 165","Hamilton",39,34,33,2,9,2,119,410
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 166","Hamilton",53,32,59,1,19,2,166,542
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 167","Hamilton",70,53,73,5,17,2,220,615
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 168","Hamilton",55,29,41,3,19,2,149,461
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 169","Hamilton",68,24,39,7,12,4,154,317
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 170","Hamilton",56,44,35,1,14,0,150,374
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 171","Hamilton",72,66,46,4,11,2,201,440
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 172","Hamilton",60,28,30,8,16,5,147,402
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 173","Hamilton",Merged with No./Fusionné avec le n°172,,,,,,,330
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 174","Hamilton",Merged with No./Fusionné avec le n°175,,,,,,,289
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 175","Hamilton",35,21,28,2,14,0,100,360
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 176","Hamilton ",Void/Supprimé,,,,,,,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 177","Hamilton",53,67,39,2,14,0,175,791
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 178","Hamilton",39,35,27,2,8,1,112,386
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 179","Hamilton",82,41,31,4,20,0,178,408
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 180","Hamilton",Merged with No./Fusionné avec le n°179,,,,,,,340
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 400","Hamilton",67,36,47,7,22,2,181,381
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 401","Hamilton ",Void/Supprimé,,,,,,,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 402","Hamilton",53,45,61,4,14,3,180,319
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 403","Hamilton",57,31,45,3,13,6,155,301
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 404","Hamilton",52,44,42,5,17,1,161,267
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 405","Hamilton",Merged with No./Fusionné avec le n°400,,,,,,,369
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 406","Hamilton",54,43,44,2,14,7,164,199
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 407","Hamilton",71,33,41,5,9,1,160,311
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 408","Hamilton",43,23,57,5,12,0,140,424
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 500","Mobile poll/Bureau itinérant",18,2,11,1,0,0,32,74
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 501","Mobile poll/Bureau itinérant",15,6,5,2,2,0,30,83
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 502","Mobile poll/Bureau itinérant",30,20,8,3,0,0,61,103
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 503","Mobile poll/Bureau itinérant",18,8,8,0,0,0,34,60
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 504","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,,50
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 505","Mobile poll/Bureau itinérant",4,2,4,0,0,0,10,46
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 506","Mobile poll/Bureau itinérant",11,9,6,1,1,0,28,44
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 507","Mobile poll/Bureau itinérant",57,23,11,3,1,0,95,110
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 600","Hamilton ",230,191,288,13,80,7,809,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 601","Hamilton ",435,194,278,20,87,21,1035,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 602","Hamilton ",393,145,136,12,51,18,755,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 603","Hamilton ",255,219,351,9,83,13,930,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 604","Hamilton ",305,193,414,16,76,7,1011,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 605","Hamilton ",337,290,357,25,96,8,1113,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 606","Hamilton ",366,229,217,9,113,10,944,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 607","Hamilton ",673,307,285,23,61,14,1363,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 608","Hamilton ",472,204,165,15,82,12,950,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 609","Hamilton",596,480,364,45,117,13,1615,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 610","Hamilton",468,320,213,20,107,4,1132,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 611","Hamilton",435,345,188,20,101,5,1094,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 612","Hamilton",469,305,169,11,83,5,1042,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 613","Hamilton",491,401,157,12,71,12,1144,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 614","Hamilton",524,552,228,14,103,5,1426,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek",,Group 1/Groupe 1, 140,92,105,7,18,28,390,108
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek",,Group 2/Groupe 2, 962,577,578,43,109,77,2346,
