Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Marie-Clarisse Berger,Maxime Boivin,Élisabeth Brière,Ensaf Haidar,Marika Lalime,Marcela Niculescu,Andrea Winters,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24073,"Sherbrooke/Sherbrooke"," 60","Sherbrooke",3,0,42,38,13,0,15,1,112,395
24073,"Sherbrooke/Sherbrooke"," 61","Sherbrooke",4,3,30,30,29,7,11,1,115,387
24073,"Sherbrooke/Sherbrooke"," 62","Sherbrooke",3,0,25,39,35,3,9,4,118,393
24073,"Sherbrooke/Sherbrooke"," 63","Sherbrooke",7,2,37,37,43,7,15,4,152,484
24073,"Sherbrooke/Sherbrooke"," 64","Sherbrooke",3,0,17,10,26,6,10,3,75,426
24073,"Sherbrooke/Sherbrooke"," 65","Sherbrooke",1,3,30,49,20,9,30,4,146,451
24073,"Sherbrooke/Sherbrooke"," 66","Sherbrooke",4,1,50,55,20,7,24,3,164,459
24073,"Sherbrooke/Sherbrooke"," 67","Sherbrooke",1,5,34,32,13,5,7,3,100,443
24073,"Sherbrooke/Sherbrooke"," 68","Sherbrooke",2,5,32,30,17,2,13,2,103,409
24073,"Sherbrooke/Sherbrooke"," 69","Sherbrooke",6,3,49,41,16,6,16,2,139,372
24073,"Sherbrooke/Sherbrooke"," 70","Sherbrooke",9,2,57,31,32,2,18,4,155,366
24073,"Sherbrooke/Sherbrooke"," 71","Sherbrooke",7,2,62,50,38,9,20,4,192,430
24073,"Sherbrooke/Sherbrooke"," 72","Sherbrooke",2,3,39,31,18,13,13,2,121,363
24073,"Sherbrooke/Sherbrooke"," 73A","Sherbrooke",3,0,113,50,25,5,41,5,242,560
24073,"Sherbrooke/Sherbrooke"," 73B","Sherbrooke",4,0,81,70,26,1,28,0,210,575
24073,"Sherbrooke/Sherbrooke"," 74A","Sherbrooke",3,1,61,20,10,2,23,4,124,386
24073,"Sherbrooke/Sherbrooke"," 74B","Sherbrooke",0,1,55,38,6,1,14,0,115,392
24073,"Sherbrooke/Sherbrooke"," 75","Sherbrooke",4,2,56,47,32,7,16,5,169,419
24073,"Sherbrooke/Sherbrooke"," 76","Sherbrooke",8,2,56,42,38,3,17,5,171,487
24073,"Sherbrooke/Sherbrooke"," 77","Sherbrooke",5,6,82,54,12,2,20,2,183,497
24073,"Sherbrooke/Sherbrooke"," 78","Sherbrooke",4,0,79,47,27,4,15,3,179,513
24073,"Sherbrooke/Sherbrooke"," 79","Sherbrooke",7,0,51,39,23,3,27,1,151,466
24073,"Sherbrooke/Sherbrooke"," 80","Sherbrooke",0,2,88,44,23,6,18,6,187,486
24073,"Sherbrooke/Sherbrooke"," 81","Sherbrooke",0,3,56,41,24,1,18,0,143,468
24073,"Sherbrooke/Sherbrooke"," 82","Sherbrooke",2,3,41,34,17,4,13,1,115,441
24073,"Sherbrooke/Sherbrooke"," 83","Sherbrooke",8,0,70,39,20,3,13,2,155,387
24073,"Sherbrooke/Sherbrooke"," 84A","Sherbrooke",8,2,61,46,22,3,9,4,155,473
24073,"Sherbrooke/Sherbrooke"," 84B","Sherbrooke",Merged with No./Fusionné avec le n°403,,,,,,,,,41
24073,"Sherbrooke/Sherbrooke"," 85","Sherbrooke",4,2,43,36,26,4,13,4,132,367
24073,"Sherbrooke/Sherbrooke"," 86","Sherbrooke",3,0,79,37,15,5,16,2,157,400
24073,"Sherbrooke/Sherbrooke"," 87","Sherbrooke",6,2,33,33,21,6,11,5,117,332
24073,"Sherbrooke/Sherbrooke"," 88","Sherbrooke",1,0,71,33,13,2,15,3,138,339
24073,"Sherbrooke/Sherbrooke"," 89","Sherbrooke",3,1,33,50,32,4,20,1,144,421
24073,"Sherbrooke/Sherbrooke"," 90","Sherbrooke",3,2,46,50,25,10,21,5,162,440
24073,"Sherbrooke/Sherbrooke"," 91","Sherbrooke",6,1,69,48,30,12,13,0,179,397
24073,"Sherbrooke/Sherbrooke"," 92","Sherbrooke",7,5,37,45,25,2,20,4,145,377
24073,"Sherbrooke/Sherbrooke"," 93","Sherbrooke",7,4,48,38,31,14,22,4,168,450
24073,"Sherbrooke/Sherbrooke"," 94","Sherbrooke",7,4,35,29,16,8,16,7,122,473
24073,"Sherbrooke/Sherbrooke"," 95","Sherbrooke",5,4,28,20,22,7,7,7,100,396
24073,"Sherbrooke/Sherbrooke"," 96A","Sherbrooke",3,2,36,39,23,6,5,4,118,466
24073,"Sherbrooke/Sherbrooke"," 96B","Sherbrooke",4,3,106,23,1,2,12,7,158,202
24073,"Sherbrooke/Sherbrooke"," 97","Sherbrooke",10,4,23,37,31,5,9,3,122,405
24073,"Sherbrooke/Sherbrooke"," 98","Sherbrooke",16,3,45,38,53,0,10,5,170,381
24073,"Sherbrooke/Sherbrooke"," 99","Sherbrooke",21,2,52,43,73,4,9,3,207,555
24073,"Sherbrooke/Sherbrooke"," 100","Sherbrooke",6,3,14,30,36,1,7,2,99,317
24073,"Sherbrooke/Sherbrooke"," 101","Sherbrooke",14,1,21,32,36,0,0,3,107,372
24073,"Sherbrooke/Sherbrooke"," 102","Sherbrooke",9,4,45,42,29,4,7,3,143,426
24073,"Sherbrooke/Sherbrooke"," 103","Sherbrooke",7,6,21,30,26,3,7,2,102,381
24073,"Sherbrooke/Sherbrooke"," 104","Sherbrooke",9,2,23,30,32,7,5,7,115,404
24073,"Sherbrooke/Sherbrooke"," 105","Sherbrooke",9,2,63,35,32,0,8,2,151,411
24073,"Sherbrooke/Sherbrooke"," 106","Sherbrooke",7,3,53,30,43,2,7,2,147,404
24073,"Sherbrooke/Sherbrooke"," 107","Sherbrooke",8,1,50,38,44,2,4,2,149,440
24073,"Sherbrooke/Sherbrooke"," 108","Sherbrooke",10,1,61,44,38,1,8,1,164,397
24073,"Sherbrooke/Sherbrooke"," 109","Sherbrooke",6,1,57,47,22,2,10,3,148,355
24073,"Sherbrooke/Sherbrooke"," 110","Sherbrooke",17,1,45,52,76,3,11,5,210,414
24073,"Sherbrooke/Sherbrooke"," 111","Sherbrooke",7,2,51,46,19,1,14,1,141,388
24073,"Sherbrooke/Sherbrooke"," 112","Sherbrooke",4,3,76,43,37,2,3,4,172,421
24073,"Sherbrooke/Sherbrooke"," 113","Sherbrooke",4,3,61,42,33,2,16,4,165,426
24073,"Sherbrooke/Sherbrooke"," 114","Sherbrooke",3,0,29,25,16,2,7,4,86,361
24073,"Sherbrooke/Sherbrooke"," 115","Sherbrooke",7,2,48,40,21,3,15,3,139,457
24073,"Sherbrooke/Sherbrooke"," 116","Sherbrooke",3,3,56,45,40,5,13,0,165,410
24073,"Sherbrooke/Sherbrooke"," 117","Sherbrooke",4,5,42,39,32,11,19,4,156,430
24073,"Sherbrooke/Sherbrooke"," 118","Sherbrooke",8,2,38,47,20,12,27,4,158,397
24073,"Sherbrooke/Sherbrooke"," 119","Sherbrooke",4,4,39,40,38,8,24,5,162,450
24073,"Sherbrooke/Sherbrooke"," 120","Sherbrooke",5,0,67,42,30,5,19,4,172,573
24073,"Sherbrooke/Sherbrooke"," 121","Sherbrooke",2,2,63,42,26,4,16,3,158,393
24073,"Sherbrooke/Sherbrooke"," 122","Sherbrooke",0,2,50,44,26,2,25,1,150,397
24073,"Sherbrooke/Sherbrooke"," 123","Sherbrooke",4,0,68,53,22,1,13,0,161,387
24073,"Sherbrooke/Sherbrooke"," 124","Sherbrooke",9,0,59,37,20,7,17,1,150,423
24073,"Sherbrooke/Sherbrooke"," 125","Sherbrooke",2,0,62,50,25,3,5,2,149,408
24073,"Sherbrooke/Sherbrooke"," 126","Sherbrooke",6,1,63,44,34,4,12,0,164,434
24073,"Sherbrooke/Sherbrooke"," 127","Sherbrooke",6,4,54,30,29,1,16,9,149,426
24073,"Sherbrooke/Sherbrooke"," 128A","Sherbrooke",7,1,46,49,27,4,13,3,150,415
24073,"Sherbrooke/Sherbrooke"," 128B","Sherbrooke",1,2,62,26,8,1,14,2,116,224
24073,"Sherbrooke/Sherbrooke"," 129","Sherbrooke",5,4,34,30,33,7,17,1,131,428
24073,"Sherbrooke/Sherbrooke"," 130","Sherbrooke",8,1,26,25,16,5,10,4,95,385
24073,"Sherbrooke/Sherbrooke"," 131","Sherbrooke",4,1,27,35,16,6,11,1,101,372
24073,"Sherbrooke/Sherbrooke"," 132","Sherbrooke",7,12,54,20,23,2,10,8,136,402
24073,"Sherbrooke/Sherbrooke"," 133","Sherbrooke",8,1,43,53,57,10,21,9,202,555
24073,"Sherbrooke/Sherbrooke"," 134","Sherbrooke",7,1,30,23,32,3,14,1,111,459
24073,"Sherbrooke/Sherbrooke"," 135","Sherbrooke",9,1,42,44,24,2,14,0,136,386
24073,"Sherbrooke/Sherbrooke"," 136","Sherbrooke",6,3,43,25,41,7,8,0,133,309
24073,"Sherbrooke/Sherbrooke"," 137","Sherbrooke",10,2,25,37,47,4,6,2,133,416
24073,"Sherbrooke/Sherbrooke"," 138","Sherbrooke",7,2,31,34,26,4,5,3,112,327
24073,"Sherbrooke/Sherbrooke"," 139","Sherbrooke",9,0,48,40,43,8,17,3,168,424
24073,"Sherbrooke/Sherbrooke"," 140","Sherbrooke",11,3,53,38,53,9,16,3,186,420
24073,"Sherbrooke/Sherbrooke"," 141","Sherbrooke",11,3,37,28,22,4,14,7,126,389
24073,"Sherbrooke/Sherbrooke"," 142","Sherbrooke",8,0,50,42,31,9,11,2,153,371
24073,"Sherbrooke/Sherbrooke"," 143","Sherbrooke",15,0,46,37,50,3,14,3,168,391
24073,"Sherbrooke/Sherbrooke"," 144","Sherbrooke",5,1,32,26,27,2,12,3,108,361
24073,"Sherbrooke/Sherbrooke"," 145","Sherbrooke",4,5,44,45,37,10,10,3,158,400
24073,"Sherbrooke/Sherbrooke"," 146","Sherbrooke",9,2,63,27,33,5,11,3,153,439
24073,"Sherbrooke/Sherbrooke"," 147","Sherbrooke",3,3,43,57,22,14,18,5,165,452
24073,"Sherbrooke/Sherbrooke"," 148","Sherbrooke",12,5,54,46,29,5,20,2,173,500
24073,"Sherbrooke/Sherbrooke"," 149","Sherbrooke",1,2,58,36,34,1,21,2,155,416
24073,"Sherbrooke/Sherbrooke"," 150","Sherbrooke",3,6,59,36,21,2,15,3,145,401
24073,"Sherbrooke/Sherbrooke"," 151","Sherbrooke",3,2,69,37,10,2,12,3,138,450
24073,"Sherbrooke/Sherbrooke"," 152","Sherbrooke",3,2,58,32,20,5,23,2,145,381
24073,"Sherbrooke/Sherbrooke"," 153","Sherbrooke",3,3,75,35,14,3,13,5,151,390
24073,"Sherbrooke/Sherbrooke"," 154","Sherbrooke",2,1,45,50,18,6,20,6,148,350
24073,"Sherbrooke/Sherbrooke"," 155","Sherbrooke",4,1,76,35,15,1,21,2,155,423
24073,"Sherbrooke/Sherbrooke"," 156","Sherbrooke",8,1,39,38,24,6,12,5,133,390
24073,"Sherbrooke/Sherbrooke"," 157","Sherbrooke",4,2,38,36,26,8,13,4,131,398
24073,"Sherbrooke/Sherbrooke"," 158","Sherbrooke",9,5,37,27,36,8,21,7,150,426
24073,"Sherbrooke/Sherbrooke"," 159","Sherbrooke",4,3,46,30,29,7,25,5,149,389
24073,"Sherbrooke/Sherbrooke"," 160","Sherbrooke",5,1,52,48,46,2,12,9,175,427
24073,"Sherbrooke/Sherbrooke"," 161","Sherbrooke",2,1,52,27,27,9,20,1,139,387
24073,"Sherbrooke/Sherbrooke"," 162","Sherbrooke",8,1,57,69,28,12,40,6,221,498
24073,"Sherbrooke/Sherbrooke"," 163","Sherbrooke",6,4,81,68,32,4,30,0,225,510
24073,"Sherbrooke/Sherbrooke"," 164","Sherbrooke",4,0,53,43,24,0,9,1,134,446
24073,"Sherbrooke/Sherbrooke"," 165","Sherbrooke",5,3,75,69,28,4,28,2,214,468
24073,"Sherbrooke/Sherbrooke"," 166","Sherbrooke",2,1,48,60,19,8,19,3,160,437
24073,"Sherbrooke/Sherbrooke"," 167","Sherbrooke",4,3,42,41,15,4,28,1,138,391
24073,"Sherbrooke/Sherbrooke"," 168","Sherbrooke",10,4,50,28,51,7,18,5,173,438
24073,"Sherbrooke/Sherbrooke"," 169","Sherbrooke",8,3,50,44,50,7,8,4,174,425
24073,"Sherbrooke/Sherbrooke"," 170","Sherbrooke",3,2,25,14,29,2,10,2,87,393
24073,"Sherbrooke/Sherbrooke"," 171","Sherbrooke",4,2,27,30,50,6,13,5,137,414
24073,"Sherbrooke/Sherbrooke"," 172","Sherbrooke",5,2,66,38,44,12,28,6,201,528
24073,"Sherbrooke/Sherbrooke"," 173","Sherbrooke",10,1,47,46,55,4,14,3,180,429
24073,"Sherbrooke/Sherbrooke"," 174","Sherbrooke",8,0,38,35,35,6,10,1,133,382
24073,"Sherbrooke/Sherbrooke"," 175","Sherbrooke",9,1,39,36,58,7,17,2,169,436
24073,"Sherbrooke/Sherbrooke"," 176","Sherbrooke",12,2,43,45,47,0,15,3,167,437
24073,"Sherbrooke/Sherbrooke"," 177","Sherbrooke",6,2,63,54,33,3,28,5,194,446
24073,"Sherbrooke/Sherbrooke"," 178","Sherbrooke",9,1,38,52,43,2,11,2,158,441
24073,"Sherbrooke/Sherbrooke"," 179","Sherbrooke",9,0,23,28,46,0,12,2,120,265
24073,"Sherbrooke/Sherbrooke"," 180","Sherbrooke",4,3,56,40,60,5,19,4,191,444
24073,"Sherbrooke/Sherbrooke"," 181","Sherbrooke",9,4,49,33,24,5,14,6,144,370
24073,"Sherbrooke/Sherbrooke"," 182","Sherbrooke",9,0,41,70,19,8,21,2,170,409
24073,"Sherbrooke/Sherbrooke"," 183","Sherbrooke",3,4,83,42,44,9,31,0,216,541
24073,"Sherbrooke/Sherbrooke"," 184","Sherbrooke",9,1,59,41,21,3,22,2,158,410
24073,"Sherbrooke/Sherbrooke"," 185","Sherbrooke",2,0,68,32,45,5,22,4,178,518
24073,"Sherbrooke/Sherbrooke"," 186","Sherbrooke",6,2,69,38,23,12,21,7,178,500
24073,"Sherbrooke/Sherbrooke"," 187","Sherbrooke",4,1,58,58,21,8,37,3,190,556
24073,"Sherbrooke/Sherbrooke"," 188","Sherbrooke",5,2,44,42,57,5,10,0,165,448
24073,"Sherbrooke/Sherbrooke"," 189","Sherbrooke",7,1,58,49,42,3,32,4,196,484
24073,"Sherbrooke/Sherbrooke"," 190A","Sherbrooke",7,4,47,40,39,4,20,6,167,371
24073,"Sherbrooke/Sherbrooke"," 190B","Sherbrooke",3,0,58,40,45,2,11,1,160,415
24073,"Sherbrooke/Sherbrooke"," 191","Sherbrooke",4,0,42,35,21,4,7,3,116,331
24073,"Sherbrooke/Sherbrooke"," 192A","Sherbrooke",5,0,51,41,22,1,21,3,144,329
24073,"Sherbrooke/Sherbrooke"," 192B","Sherbrooke",4,1,66,40,23,4,20,1,159,324
24073,"Sherbrooke/Sherbrooke"," 193","Sherbrooke",7,0,55,71,38,2,42,3,218,497
24073,"Sherbrooke/Sherbrooke"," 194","Sherbrooke",11,3,72,51,28,2,34,4,205,473
24073,"Sherbrooke/Sherbrooke"," 195","Sherbrooke",6,2,65,51,42,4,31,2,203,511
24073,"Sherbrooke/Sherbrooke"," 196","Sherbrooke",4,2,61,48,25,4,32,4,180,445
24073,"Sherbrooke/Sherbrooke"," 197","Sherbrooke",9,1,78,60,25,2,40,0,215,484
24073,"Sherbrooke/Sherbrooke"," 400","Sherbrooke",Merged with No./Fusionné avec le n°2,,,,,,,,,85
24073,"Sherbrooke/Sherbrooke"," 401","Sherbrooke",3,5,94,21,2,0,14,6,145,279
24073,"Sherbrooke/Sherbrooke"," 402","Sherbrooke",Merged with No./Fusionné avec le n°61,,,,,,,,,157
24073,"Sherbrooke/Sherbrooke"," 403","Sherbrooke",2,1,46,9,0,1,0,2,61,80
24073,"Sherbrooke/Sherbrooke"," 404","Sherbrooke",1,1,33,15,0,0,3,2,55,95
24073,"Sherbrooke/Sherbrooke"," 405","Sherbrooke",1,0,67,28,4,0,5,8,113,178
24073,"Sherbrooke/Sherbrooke"," 406","Sherbrooke",Merged with No./Fusionné avec le n°97,,,,,,,,,116
24073,"Sherbrooke/Sherbrooke"," 407","Sherbrooke",0,0,23,11,2,0,7,0,43,72
24073,"Sherbrooke/Sherbrooke"," 408","Sherbrooke",0,0,31,7,0,0,5,0,43,58
24073,"Sherbrooke/Sherbrooke"," 409","Sherbrooke",0,0,22,11,0,0,5,0,38,71
24073,"Sherbrooke/Sherbrooke"," 410","Sherbrooke",0,0,29,17,0,0,4,0,50,72
24073,"Sherbrooke/Sherbrooke"," 411","Sherbrooke",Merged with No./Fusionné avec le n°88,,,,,,,,,114
24073,"Sherbrooke/Sherbrooke"," 412","Sherbrooke",Merged with No./Fusionné avec le n°109,,,,,,,,,142
24073,"Sherbrooke/Sherbrooke"," 413","Sherbrooke",2,3,129,60,5,0,12,7,218,276
24073,"Sherbrooke/Sherbrooke"," 414","Sherbrooke",1,1,46,23,6,1,10,8,96,122
24073,"Sherbrooke/Sherbrooke"," 415","Sherbrooke",1,4,72,24,2,0,12,4,119,164
24073,"Sherbrooke/Sherbrooke"," 416","Sherbrooke",1,3,187,81,6,1,25,8,312,379
24073,"Sherbrooke/Sherbrooke"," 417","Sherbrooke",3,1,36,23,1,2,9,3,78,111
24073,"Sherbrooke/Sherbrooke"," 418","Sherbrooke",Merged with No./Fusionné avec le n°128B,,,,,,,,,192
24073,"Sherbrooke/Sherbrooke"," 419","Sherbrooke",Merged with No./Fusionné avec le n°132,,,,,,,,,116
24073,"Sherbrooke/Sherbrooke"," 420","Sherbrooke",1,0,66,24,4,0,8,1,104,141
24073,"Sherbrooke/Sherbrooke"," 421","Sherbrooke",1,0,72,27,6,1,16,1,124,183
24073,"Sherbrooke/Sherbrooke"," 422","Sherbrooke",0,1,34,23,4,4,5,0,71,110
24073,"Sherbrooke/Sherbrooke"," 423","Sherbrooke",0,0,36,19,3,1,8,3,70,102
24073,"Sherbrooke/Sherbrooke"," 424","Sherbrooke",0,1,51,10,0,0,9,5,76,113
24073,"Sherbrooke/Sherbrooke"," 425","Sherbrooke",1,0,69,16,1,0,6,1,94,121
24073,"Sherbrooke/Sherbrooke"," 426","Sherbrooke",0,1,27,21,8,0,10,2,69,101
24073,"Sherbrooke/Sherbrooke"," 427","Sherbrooke",2,0,29,19,8,3,6,5,72,103
24073,"Sherbrooke/Sherbrooke"," 500","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°1,,,,,,,,,19
24073,"Sherbrooke/Sherbrooke"," 501","Sherbrooke",Merged with No./Fusionné avec le n°25,,,,,,,,,14
24073,"Sherbrooke/Sherbrooke"," 502","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°19B,,,,,,,,,40
24073,"Sherbrooke/Sherbrooke"," 503","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°19B,,,,,,,,,110
24073,"Sherbrooke/Sherbrooke"," 504","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°65,,,,,,,,,52
24073,"Sherbrooke/Sherbrooke"," 505","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°66,,,,,,,,,20
24073,"Sherbrooke/Sherbrooke"," 506","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°90,,,,,,,,,18
24073,"Sherbrooke/Sherbrooke"," 507","Sherbrooke",Merged with No./Fusionné avec le n°91,,,,,,,,,22
24073,"Sherbrooke/Sherbrooke"," 508","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°64,,,,,,,,,72
24073,"Sherbrooke/Sherbrooke"," 509","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°46,,,,,,,,,9
24073,"Sherbrooke/Sherbrooke"," 510","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°84A,,,,,,,,,46
24073,"Sherbrooke/Sherbrooke"," 511","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°110,,,,,,,,,18
24073,"Sherbrooke/Sherbrooke"," 512","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°100,,,,,,,,,33
24073,"Sherbrooke/Sherbrooke"," 513","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°100,,,,,,,,,37
24073,"Sherbrooke/Sherbrooke"," 514","Sherbrooke",Merged with No./Fusionné avec le n°100,,,,,,,,,42
24073,"Sherbrooke/Sherbrooke"," 515","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,
24073,"Sherbrooke/Sherbrooke"," 516","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°96A,,,,,,,,,68
24073,"Sherbrooke/Sherbrooke"," 517","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,
