Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Rachel Blaney,Shelley Downey,Stacey Gastis,Jennifer Grenz,Paul Macknight,Carla Neal,Jessica Wegg,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59037,"North Island--Powell River/North Island--Powell River"," 66","Tsa Xana 18",33,0,0,1,1,0,0,0,35,100
59037,"North Island--Powell River/North Island--Powell River"," 67","Gold River",48,66,0,22,12,1,5,0,154,406
59037,"North Island--Powell River/North Island--Powell River"," 68","Gold River",20,41,0,13,4,0,6,0,84,302
59037,"North Island--Powell River/North Island--Powell River"," 69","Gold River",39,43,1,8,7,0,2,0,100,329
59037,"North Island--Powell River/North Island--Powell River"," 70","Campbell River",53,38,2,17,7,0,1,0,118,420
59037,"North Island--Powell River/North Island--Powell River"," 71A","Campbell River",Merged with No./Fusionné avec le n°53,,,,,,,,,177
59037,"North Island--Powell River/North Island--Powell River"," 71B","Campbell River",50,69,0,24,1,0,5,0,149,460
59037,"North Island--Powell River/North Island--Powell River"," 72","Quinsam 12",63,56,1,14,9,1,9,0,153,470
59037,"North Island--Powell River/North Island--Powell River"," 73","Campbell River",56,71,0,19,3,0,4,0,153,567
59037,"North Island--Powell River/North Island--Powell River"," 74A","Campbell River ",Merged with No./Fusionné avec le n°53,,,,,,,,,62
59037,"North Island--Powell River/North Island--Powell River"," 74B","Campbell River",38,56,1,26,7,0,0,2,130,507
59037,"North Island--Powell River/North Island--Powell River"," 75A","Campbell River",35,44,1,22,6,0,8,0,116,544
59037,"North Island--Powell River/North Island--Powell River"," 75B","Campbell River",Merged with No./Fusionné avec le n°54,,,,,,,,,189
59037,"North Island--Powell River/North Island--Powell River"," 76","Campbell River",52,87,1,30,16,0,5,0,191,609
59037,"North Island--Powell River/North Island--Powell River"," 77","Strathcona D (Oyster Bay - Buttle Lake)",36,50,0,16,8,0,7,0,117,369
59037,"North Island--Powell River/North Island--Powell River"," 78","Campbell River",45,44,0,20,9,0,9,0,127,423
59037,"North Island--Powell River/North Island--Powell River"," 79","Campbell River",39,58,0,10,5,0,6,3,121,473
59037,"North Island--Powell River/North Island--Powell River"," 80","Campbell River",44,31,0,17,5,0,10,0,107,482
59037,"North Island--Powell River/North Island--Powell River"," 81A","Campbell River",85,66,0,23,15,0,6,2,197,609
59037,"North Island--Powell River/North Island--Powell River"," 81B","Campbell River",Merged with No./Fusionné avec le n°79,,,,,,,,,64
59037,"North Island--Powell River/North Island--Powell River"," 82","Campbell River",53,52,0,21,7,0,3,0,136,455
59037,"North Island--Powell River/North Island--Powell River"," 83","Campbell River",49,40,0,15,5,0,10,0,119,385
59037,"North Island--Powell River/North Island--Powell River"," 84","Campbell River",49,54,0,32,7,0,2,0,144,485
59037,"North Island--Powell River/North Island--Powell River"," 85","Campbell River",66,84,0,17,8,0,6,0,181,557
59037,"North Island--Powell River/North Island--Powell River"," 86","Campbell River",46,38,1,10,3,0,6,0,104,520
59037,"North Island--Powell River/North Island--Powell River"," 87A","Campbell River",42,35,0,28,2,0,5,0,112,527
59037,"North Island--Powell River/North Island--Powell River"," 87B","Campbell River",Merged with No./Fusionné avec le n°84,,,,,,,,,171
59037,"North Island--Powell River/North Island--Powell River"," 88","Campbell River",49,70,0,24,7,0,4,0,154,427
59037,"North Island--Powell River/North Island--Powell River"," 89","Campbell River",68,63,1,31,6,0,4,0,173,498
59037,"North Island--Powell River/North Island--Powell River"," 90","Campbell River",65,87,1,21,7,0,13,1,195,563
59037,"North Island--Powell River/North Island--Powell River"," 91","Campbell River",53,81,0,24,2,0,7,0,167,420
59037,"North Island--Powell River/North Island--Powell River"," 92","Campbell River",46,54,0,20,7,0,6,1,134,486
59037,"North Island--Powell River/North Island--Powell River"," 93","Campbell River",49,68,0,24,6,0,15,2,164,577
59037,"North Island--Powell River/North Island--Powell River"," 94","Lang Bay",76,61,1,27,11,1,22,0,199,390
59037,"North Island--Powell River/North Island--Powell River"," 95","Brew Bay",66,56,3,27,15,0,15,0,182,403
59037,"North Island--Powell River/North Island--Powell River"," 96","Saltery Bay",117,63,2,39,14,1,30,0,266,671
59037,"North Island--Powell River/North Island--Powell River"," 97","Brew Bay",62,30,1,26,3,0,4,0,126,345
59037,"North Island--Powell River/North Island--Powell River"," 98","Campbell River",31,18,0,7,0,0,1,1,58,182
59037,"North Island--Powell River/North Island--Powell River"," 99","Campbell River",82,58,0,33,9,1,5,2,190,509
59037,"North Island--Powell River/North Island--Powell River"," 100","Campbell River",61,78,1,33,5,1,9,0,188,429
59037,"North Island--Powell River/North Island--Powell River"," 101","Campbell River",70,69,0,19,13,0,6,1,178,453
59037,"North Island--Powell River/North Island--Powell River"," 102","Campbell River",64,71,1,12,14,0,3,0,165,406
59037,"North Island--Powell River/North Island--Powell River"," 103","Campbell River",75,86,0,17,2,0,6,0,186,541
59037,"North Island--Powell River/North Island--Powell River"," 104","Campbell River",64,64,1,23,4,0,4,0,160,391
59037,"North Island--Powell River/North Island--Powell River"," 105","Campbell River",70,126,0,36,12,0,13,1,258,744
59037,"North Island--Powell River/North Island--Powell River"," 106","Campbell River",62,72,0,27,10,0,14,0,185,509
59037,"North Island--Powell River/North Island--Powell River"," 107","Campbell River",89,77,1,41,8,1,5,0,222,616
59037,"North Island--Powell River/North Island--Powell River"," 108","Campbell River",51,74,1,29,3,1,5,0,164,390
59037,"North Island--Powell River/North Island--Powell River"," 109","Campbell River",54,80,2,42,7,0,4,0,189,555
59037,"North Island--Powell River/North Island--Powell River"," 110","Campbell River",46,85,1,17,4,0,3,0,156,495
59037,"North Island--Powell River/North Island--Powell River"," 111","Campbell River",81,77,1,17,13,0,8,0,197,503
59037,"North Island--Powell River/North Island--Powell River"," 112","Campbell River",78,62,0,20,17,0,4,0,181,581
59037,"North Island--Powell River/North Island--Powell River"," 113","Campbell River",57,88,1,25,4,1,3,0,179,520
59037,"North Island--Powell River/North Island--Powell River"," 114","Campbell River",52,66,1,28,4,0,9,1,161,507
59037,"North Island--Powell River/North Island--Powell River"," 115","Campbell River",52,47,0,16,3,0,7,0,125,448
59037,"North Island--Powell River/North Island--Powell River"," 116","Campbell River",50,55,0,10,5,0,5,1,126,400
59037,"North Island--Powell River/North Island--Powell River"," 117","Campbell River",51,90,0,29,6,0,14,0,190,496
59037,"North Island--Powell River/North Island--Powell River"," 118","Campbell River",42,66,0,28,5,0,4,1,146,487
59037,"North Island--Powell River/North Island--Powell River"," 119","Campbell River",75,58,0,20,2,0,10,2,167,462
59037,"North Island--Powell River/North Island--Powell River"," 120","Campbell River",80,100,1,22,4,0,4,1,212,607
59037,"North Island--Powell River/North Island--Powell River"," 121","Shelter Point",42,53,0,22,3,0,4,0,124,308
59037,"North Island--Powell River/North Island--Powell River"," 122","Campbell River",35,55,0,16,1,0,3,0,110,309
59037,"North Island--Powell River/North Island--Powell River"," 123","Shelter Point",41,35,1,10,7,1,8,0,103,321
59037,"North Island--Powell River/North Island--Powell River"," 124","Shelter Point",49,43,0,21,7,0,10,0,130,355
59037,"North Island--Powell River/North Island--Powell River"," 125","Stories Beach",46,85,0,20,9,0,5,0,165,522
59037,"North Island--Powell River/North Island--Powell River"," 126","Stories Beach",34,36,1,19,5,0,10,0,105,355
59037,"North Island--Powell River/North Island--Powell River"," 127","Stories Beach",30,43,2,14,1,0,3,0,93,324
59037,"North Island--Powell River/North Island--Powell River"," 128","Black Creek",76,64,1,15,6,0,8,1,171,402
59037,"North Island--Powell River/North Island--Powell River"," 129","Oyster River",53,48,1,11,7,0,14,2,136,391
59037,"North Island--Powell River/North Island--Powell River"," 130","Oyster River",51,68,1,13,4,0,8,2,147,379
59037,"North Island--Powell River/North Island--Powell River"," 131","Black Creek",52,57,0,14,12,0,18,0,153,389
59037,"North Island--Powell River/North Island--Powell River"," 132","Saratoga Beach",50,59,1,28,8,0,14,0,160,419
59037,"North Island--Powell River/North Island--Powell River"," 133","Saratoga Beach",66,43,0,27,7,0,16,1,160,511
59037,"North Island--Powell River/North Island--Powell River"," 134","Black Creek",50,71,0,20,8,0,8,1,158,474
59037,"North Island--Powell River/North Island--Powell River"," 135","Oyster River",68,78,3,30,11,0,11,0,201,417
59037,"North Island--Powell River/North Island--Powell River"," 136","Oyster River",68,63,3,25,12,0,13,0,184,435
59037,"North Island--Powell River/North Island--Powell River"," 137","Lund",117,44,1,30,14,2,37,0,245,538
59037,"North Island--Powell River/North Island--Powell River"," 138","Lund",20,6,0,2,1,0,3,1,33,123
59037,"North Island--Powell River/North Island--Powell River"," 139","Headquarters",55,50,0,15,15,0,11,0,146,472
59037,"North Island--Powell River/North Island--Powell River"," 140","Merville",62,57,0,9,9,0,16,0,153,450
59037,"North Island--Powell River/North Island--Powell River"," 141","Mount Washington",39,37,0,12,11,0,15,0,114,315
59037,"North Island--Powell River/North Island--Powell River"," 142","Merville",32,35,8,10,7,0,17,1,110,339
59037,"North Island--Powell River/North Island--Powell River"," 143","Merville",53,47,1,10,1,0,18,0,130,403
59037,"North Island--Powell River/North Island--Powell River"," 144","Merville",61,52,0,8,6,0,14,1,142,406
59037,"North Island--Powell River/North Island--Powell River"," 145","Courtenay",56,49,1,16,13,0,13,2,150,487
59037,"North Island--Powell River/North Island--Powell River"," 146","Comox Valley C (Puntledge - Black Creek)",39,66,0,18,9,0,13,2,147,461
59037,"North Island--Powell River/North Island--Powell River"," 147","Bevan",58,54,0,16,3,1,14,0,146,560
59037,"North Island--Powell River/North Island--Powell River"," 148","Larsons Landing",135,24,0,19,10,1,20,3,212,525
59037,"North Island--Powell River/North Island--Powell River"," 149","Sliammon 1",136,17,1,11,2,0,4,0,171,473
59037,"North Island--Powell River/North Island--Powell River"," 150","Merville",33,50,0,15,7,2,9,0,116,463
59037,"North Island--Powell River/North Island--Powell River"," 151","Grantham",28,37,1,21,7,0,24,0,118,473
59037,"North Island--Powell River/North Island--Powell River"," 152","Courtenay",53,61,0,22,9,0,7,0,152,571
59037,"North Island--Powell River/North Island--Powell River"," 153","Courtenay",19,25,2,15,5,1,8,0,75,259
59037,"North Island--Powell River/North Island--Powell River"," 154","Little River",72,71,1,22,6,0,8,0,180,597
59037,"North Island--Powell River/North Island--Powell River"," 155","Courtenay",67,52,1,23,7,0,12,0,162,500
59037,"North Island--Powell River/North Island--Powell River"," 156","Courtenay",50,33,0,20,2,1,13,0,119,383
59037,"North Island--Powell River/North Island--Powell River"," 157","Courtenay",68,58,0,19,16,0,19,0,180,372
59037,"North Island--Powell River/North Island--Powell River"," 158","Courtenay",75,66,2,11,7,1,18,0,180,361
59037,"North Island--Powell River/North Island--Powell River"," 159","Powell River",76,34,0,26,14,0,24,0,174,483
59037,"North Island--Powell River/North Island--Powell River"," 160","Powell River",81,20,0,20,14,1,13,0,149,510
59037,"North Island--Powell River/North Island--Powell River"," 161","Powell River",92,44,1,16,8,0,13,1,175,449
59037,"North Island--Powell River/North Island--Powell River"," 162","Powell River",71,16,0,17,9,0,7,0,120,414
59037,"North Island--Powell River/North Island--Powell River"," 163","Powell River",73,17,0,21,4,2,15,1,133,384
59037,"North Island--Powell River/North Island--Powell River"," 164","Powell River",103,27,0,13,16,0,15,1,175,480
59037,"North Island--Powell River/North Island--Powell River"," 165","Powell River",100,53,2,14,19,0,14,1,203,513
59037,"North Island--Powell River/North Island--Powell River"," 166","Powell River",55,42,1,15,9,0,16,0,138,445
59037,"North Island--Powell River/North Island--Powell River"," 167","Little River",43,57,3,12,7,0,12,0,134,429
59037,"North Island--Powell River/North Island--Powell River"," 168","Little River",58,69,2,13,8,0,6,1,157,512
59037,"North Island--Powell River/North Island--Powell River"," 169","Comox",47,40,0,21,6,0,18,0,132,427
59037,"North Island--Powell River/North Island--Powell River"," 170","Comox",43,58,2,21,3,0,5,0,132,496
59037,"North Island--Powell River/North Island--Powell River"," 171","Comox",41,29,1,24,0,0,14,0,109,373
59037,"North Island--Powell River/North Island--Powell River"," 172","Comox",49,25,0,23,5,0,4,0,106,367
59037,"North Island--Powell River/North Island--Powell River"," 173","Comox",41,35,2,14,3,0,5,0,100,414
59037,"North Island--Powell River/North Island--Powell River"," 174","Comox",65,30,0,25,5,0,11,1,137,483
59037,"North Island--Powell River/North Island--Powell River"," 175","Comox",42,67,1,22,5,0,12,1,150,457
59037,"North Island--Powell River/North Island--Powell River"," 176","Comox",58,93,0,12,9,0,6,1,179,545
59037,"North Island--Powell River/North Island--Powell River"," 177","Comox",47,66,2,21,15,0,6,0,157,483
59037,"North Island--Powell River/North Island--Powell River"," 178","Comox",48,47,2,37,5,0,10,0,149,519
59037,"North Island--Powell River/North Island--Powell River"," 179","Comox",50,52,0,27,2,0,5,1,137,585
59037,"North Island--Powell River/North Island--Powell River"," 180","Comox",24,30,1,15,0,0,3,0,73,495
59037,"North Island--Powell River/North Island--Powell River"," 181","Comox",41,37,0,20,2,0,7,0,107,446
59037,"North Island--Powell River/North Island--Powell River"," 182","Comox",43,33,1,24,2,0,6,0,109,457
59037,"North Island--Powell River/North Island--Powell River"," 183","Comox 1",53,22,0,8,4,0,11,1,99,390
59037,"North Island--Powell River/North Island--Powell River"," 184","Comox",79,41,0,17,5,0,16,0,158,567
59037,"North Island--Powell River/North Island--Powell River"," 185","Comox",63,43,2,20,5,0,12,0,145,446
59037,"North Island--Powell River/North Island--Powell River"," 186","Comox",67,56,1,19,11,0,16,0,170,436
59037,"North Island--Powell River/North Island--Powell River"," 187","Comox",43,38,0,18,3,0,10,0,112,365
59037,"North Island--Powell River/North Island--Powell River"," 188","Comox",61,30,0,13,3,0,12,0,119,377
59037,"North Island--Powell River/North Island--Powell River"," 189","Comox",51,33,3,24,7,0,8,1,127,600
59037,"North Island--Powell River/North Island--Powell River"," 190","Comox",64,40,0,16,2,0,12,0,134,433
59037,"North Island--Powell River/North Island--Powell River"," 191","Comox",58,19,0,23,5,1,12,0,118,439
59037,"North Island--Powell River/North Island--Powell River"," 192","Comox",49,30,1,16,5,1,7,0,109,388
59037,"North Island--Powell River/North Island--Powell River"," 193A","Powell River",77,38,0,12,6,0,8,0,141,492
59037,"North Island--Powell River/North Island--Powell River"," 193B","Mobile poll/Bureau itinérant",17,8,0,12,2,0,0,0,39,63
59037,"North Island--Powell River/North Island--Powell River"," 194","Powell River",47,32,0,14,11,0,8,0,112,448
59037,"North Island--Powell River/North Island--Powell River"," 195","Powell River",58,24,1,16,8,0,13,0,120,397
59037,"North Island--Powell River/North Island--Powell River"," 196","Powell River",51,51,0,12,6,0,10,0,130,405
59037,"North Island--Powell River/North Island--Powell River"," 197","Powell River",44,20,3,13,14,1,11,0,106,421
59037,"North Island--Powell River/North Island--Powell River"," 198","Powell River",49,22,0,23,6,0,10,0,110,493
59037,"North Island--Powell River/North Island--Powell River"," 199","Powell River",59,41,0,20,6,0,13,0,139,446
59037,"North Island--Powell River/North Island--Powell River"," 200","Powell River",33,21,0,12,0,0,2,0,68,354
59037,"North Island--Powell River/North Island--Powell River"," 201","Powell River",53,42,0,23,3,0,4,0,125,448
59037,"North Island--Powell River/North Island--Powell River"," 202","Powell River",44,54,0,25,6,0,7,0,136,505
59037,"North Island--Powell River/North Island--Powell River"," 203","Powell River",49,25,0,25,1,0,6,0,106,427
59037,"North Island--Powell River/North Island--Powell River"," 204","Powell River",53,31,0,19,4,1,4,0,112,350
59037,"North Island--Powell River/North Island--Powell River"," 205","Powell River",58,56,2,8,1,0,8,0,133,394
59037,"North Island--Powell River/North Island--Powell River"," 206","Powell River",72,43,1,25,13,0,5,0,159,421
59037,"North Island--Powell River/North Island--Powell River"," 207","Powell River",80,50,0,25,9,0,7,0,171,438
59037,"North Island--Powell River/North Island--Powell River"," 208","Powell River",76,44,0,34,9,0,8,1,172,407
59037,"North Island--Powell River/North Island--Powell River"," 209","Myrtle Point",44,53,0,19,15,0,7,1,139,438
59037,"North Island--Powell River/North Island--Powell River"," 210","Powell River",60,66,0,25,10,0,9,1,171,442
59037,"North Island--Powell River/North Island--Powell River"," 211","Powell River",68,33,2,15,5,2,4,0,129,403
59037,"North Island--Powell River/North Island--Powell River"," 212","Myrtle Point",82,63,0,26,19,0,10,0,200,628
59037,"North Island--Powell River/North Island--Powell River"," 213","Myrtle Point",52,22,0,27,2,0,7,0,110,338
59037,"North Island--Powell River/North Island--Powell River"," 214","Comox",61,38,0,10,4,0,14,0,127,405
59037,"North Island--Powell River/North Island--Powell River"," 215","Comox",59,29,0,24,3,0,8,0,123,493
59037,"North Island--Powell River/North Island--Powell River"," 216","Comox",62,22,0,18,1,1,5,1,110,409
59037,"North Island--Powell River/North Island--Powell River"," 217","Comox",55,33,1,21,3,0,21,0,134,440
59037,"North Island--Powell River/North Island--Powell River"," 218","Comox",45,27,0,26,8,0,5,0,111,396
59037,"North Island--Powell River/North Island--Powell River"," 219","Comox",60,44,2,40,0,0,3,0,149,465
59037,"North Island--Powell River/North Island--Powell River"," 220","Comox",39,20,0,20,1,0,16,0,96,394
59037,"North Island--Powell River/North Island--Powell River"," 221","Balmoral Beach",39,36,2,26,12,0,17,0,132,362
59037,"North Island--Powell River/North Island--Powell River"," 222","Comox",39,30,0,16,1,0,14,0,100,414
59037,"North Island--Powell River/North Island--Powell River"," 223","Van Anda",90,43,1,30,15,0,24,1,204,428
59037,"North Island--Powell River/North Island--Powell River"," 224","Gillies Bay",139,56,0,49,25,1,50,3,323,555
59037,"North Island--Powell River/North Island--Powell River"," 500","Mobile poll/Bureau itinérant",12,12,0,12,0,1,1,0,38,48
59037,"North Island--Powell River/North Island--Powell River"," 501","Mobile poll/Bureau itinérant",21,13,1,4,0,0,3,0,42,59
59037,"North Island--Powell River/North Island--Powell River"," 502","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°55,,,,,,,,,127
59037,"North Island--Powell River/North Island--Powell River"," 503","Mobile poll/Bureau itinérant",11,3,0,5,0,1,2,0,22,33
59037,"North Island--Powell River/North Island--Powell River"," 504","Mobile poll/Bureau itinérant",8,3,1,11,1,0,1,1,26,36
59037,"North Island--Powell River/North Island--Powell River"," 505","Mobile poll/Bureau itinérant",10,10,0,4,2,0,3,1,30,57
59037,"North Island--Powell River/North Island--Powell River"," 506","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°220,,,,,,,,,32
59037,"North Island--Powell River/North Island--Powell River"," 507","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°220,,,,,,,,,200
59037,"North Island--Powell River/North Island--Powell River"," 508","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°193A,,,,,,,,,25
59037,"North Island--Powell River/North Island--Powell River"," 509","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°193A,,,,,,,,,56
59037,"North Island--Powell River/North Island--Powell River"," 510","Mobile poll/Bureau itinérant",8,9,1,10,1,0,1,0,30,44
59037,"North Island--Powell River/North Island--Powell River"," 511","Powell River",Merged with No./Fusionné avec le n°198,,,,,,,,,67
59037,"North Island--Powell River/North Island--Powell River"," 512","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°190,,,,,,,,,58
59037,"North Island--Powell River/North Island--Powell River"," 600","Port Hardy",292,367,5,88,34,1,30,4,821,
59037,"North Island--Powell River/North Island--Powell River"," 601","Port McNeill",205,403,3,64,27,1,30,0,733,
59037,"North Island--Powell River/North Island--Powell River"," 602","Blind Channel--Stuart Island",82,55,1,16,19,0,24,0,197,
59037,"North Island--Powell River/North Island--Powell River"," 603","Gold River",132,149,4,43,15,0,10,0,353,
59037,"North Island--Powell River/North Island--Powell River"," 604","Campbell River",396,578,4,136,61,0,41,5,1221,
59037,"North Island--Powell River/North Island--Powell River"," 605","Campbell River",451,653,6,176,100,1,51,0,1438,
59037,"North Island--Powell River/North Island--Powell River"," 606","Campbell River",565,529,4,213,77,4,56,4,1452,
59037,"North Island--Powell River/North Island--Powell River"," 607","Campbell River",437,554,9,170,76,2,39,2,1289,
59037,"North Island--Powell River/North Island--Powell River"," 608","Campbell River",431,641,3,181,60,1,28,1,1346,
59037,"North Island--Powell River/North Island--Powell River"," 609","Campbell River--Oyster River",322,537,6,146,50,0,44,0,1105,
59037,"North Island--Powell River/North Island--Powell River"," 610","Black Creek",371,498,9,80,58,0,70,1,1087,
