Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Geneva Allen,Marie-Claude Bibeau,Yves Bourassa,Nathalie Bresse,Sylvain Dodier,Déitane Gendron,Sylvain Longpré,Pierre Tremblay,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24023,"Compton--Stanstead/Compton--Stanstead"," 51B","Sherbrooke",10,33,4,53,7,0,0,34,2,143,305
24023,"Compton--Stanstead/Compton--Stanstead"," 52","Sherbrooke",17,21,6,51,7,25,1,1,3,132,386
24023,"Compton--Stanstead/Compton--Stanstead"," 53","Sherbrooke",22,49,11,55,8,1,0,28,4,178,418
24023,"Compton--Stanstead/Compton--Stanstead"," 54","Sherbrooke",14,19,8,43,5,4,1,19,0,113,393
24023,"Compton--Stanstead/Compton--Stanstead"," 55","Sherbrooke",18,43,8,50,4,2,2,15,2,144,432
24023,"Compton--Stanstead/Compton--Stanstead"," 56","Sherbrooke",13,54,6,67,4,0,1,36,4,185,398
24023,"Compton--Stanstead/Compton--Stanstead"," 57","Sherbrooke",18,65,4,73,4,0,0,31,4,199,381
24023,"Compton--Stanstead/Compton--Stanstead"," 58","Sherbrooke",29,62,5,84,2,5,1,26,1,215,421
24023,"Compton--Stanstead/Compton--Stanstead"," 59","Sherbrooke",17,66,13,76,4,2,1,39,3,221,469
24023,"Compton--Stanstead/Compton--Stanstead"," 60","Sherbrooke",17,78,6,75,8,3,1,18,0,206,429
24023,"Compton--Stanstead/Compton--Stanstead"," 61","Sherbrooke",13,63,8,70,8,2,0,36,4,204,381
24023,"Compton--Stanstead/Compton--Stanstead"," 62","Chartierville",9,35,8,56,4,2,0,32,2,148,265
24023,"Compton--Stanstead/Compton--Stanstead"," 63","Cookshire-Eaton",9,65,9,17,10,3,1,39,0,153,359
24023,"Compton--Stanstead/Compton--Stanstead"," 64","Cookshire-Eaton",21,88,14,27,8,4,0,32,5,199,375
24023,"Compton--Stanstead/Compton--Stanstead"," 65","Cookshire-Eaton",17,50,15,25,6,3,0,40,1,157,350
24023,"Compton--Stanstead/Compton--Stanstead"," 66A","Sherbrooke",42,53,11,27,3,0,0,35,0,171,328
24023,"Compton--Stanstead/Compton--Stanstead"," 66B","Sherbrooke",30,50,5,18,1,0,0,22,1,127,344
24023,"Compton--Stanstead/Compton--Stanstead"," 67","Sherbrooke",23,66,4,32,3,0,0,16,1,145,361
24023,"Compton--Stanstead/Compton--Stanstead"," 68","Sherbrooke",43,24,3,1,2,0,0,21,0,94,145
24023,"Compton--Stanstead/Compton--Stanstead"," 69","Sherbrooke",17,65,9,16,5,5,1,19,5,142,351
24023,"Compton--Stanstead/Compton--Stanstead"," 70","Sherbrooke",99,66,12,10,14,0,0,34,2,237,461
24023,"Compton--Stanstead/Compton--Stanstead"," 71","Sherbrooke",19,56,5,16,3,2,1,16,1,119,328
24023,"Compton--Stanstead/Compton--Stanstead"," 72","Sherbrooke",24,38,2,25,1,1,1,10,2,104,316
24023,"Compton--Stanstead/Compton--Stanstead"," 73","Saint-Isidore-d'Auckland",1,43,16,35,14,2,0,38,1,150,292
24023,"Compton--Stanstead/Compton--Stanstead"," 74","East Clifton",7,36,4,18,20,1,0,45,0,131,267
24023,"Compton--Stanstead/Compton--Stanstead"," 75","Cookshire-Eaton",12,61,9,72,10,1,0,37,2,204,447
24023,"Compton--Stanstead/Compton--Stanstead"," 76","Cookshire-Eaton",22,36,3,63,6,1,2,23,6,162,418
24023,"Compton--Stanstead/Compton--Stanstead"," 77","Cookshire-Eaton",22,77,7,50,14,5,0,44,5,224,465
24023,"Compton--Stanstead/Compton--Stanstead"," 78","Martinville",14,41,9,47,13,1,0,42,6,173,397
24023,"Compton--Stanstead/Compton--Stanstead"," 79","Sherbrooke",28,47,8,14,1,1,4,10,0,113,372
24023,"Compton--Stanstead/Compton--Stanstead"," 80","Sherbrooke",26,58,5,11,1,4,2,22,4,133,480
24023,"Compton--Stanstead/Compton--Stanstead"," 81","Sherbrooke",35,65,10,21,15,3,0,30,2,181,398
24023,"Compton--Stanstead/Compton--Stanstead"," 82","Sherbrooke",21,71,17,38,3,1,0,11,1,163,351
24023,"Compton--Stanstead/Compton--Stanstead"," 83","Sherbrooke",17,71,2,25,5,3,0,34,1,158,308
24023,"Compton--Stanstead/Compton--Stanstead"," 84A","Sherbrooke",14,58,5,50,1,4,0,20,0,152,359
24023,"Compton--Stanstead/Compton--Stanstead"," 84B","Sherbrooke",21,45,2,39,1,1,1,28,3,141,351
24023,"Compton--Stanstead/Compton--Stanstead"," 85","Sherbrooke",18,97,4,63,3,0,0,31,4,220,480
24023,"Compton--Stanstead/Compton--Stanstead"," 86","Sherbrooke",19,65,8,61,4,1,1,34,4,197,417
24023,"Compton--Stanstead/Compton--Stanstead"," 87A","Sherbrooke",21,45,4,40,2,0,0,24,2,138,271
24023,"Compton--Stanstead/Compton--Stanstead"," 87B","Sherbrooke",9,44,1,29,5,0,0,17,2,107,247
24023,"Compton--Stanstead/Compton--Stanstead"," 88","Sherbrooke",28,44,9,42,6,1,0,26,4,160,447
24023,"Compton--Stanstead/Compton--Stanstead"," 89","Sherbrooke",13,69,5,48,9,0,1,22,3,170,467
24023,"Compton--Stanstead/Compton--Stanstead"," 90","Sherbrooke",15,54,2,68,9,1,2,33,1,185,407
24023,"Compton--Stanstead/Compton--Stanstead"," 91","Sherbrooke",14,57,5,76,3,1,1,23,1,181,430
24023,"Compton--Stanstead/Compton--Stanstead"," 92","Sherbrooke",13,50,8,51,5,2,0,23,2,154,471
24023,"Compton--Stanstead/Compton--Stanstead"," 93","Sherbrooke",23,42,6,40,2,1,0,30,1,145,414
24023,"Compton--Stanstead/Compton--Stanstead"," 94","Sherbrooke",24,49,2,55,9,1,0,32,0,172,410
24023,"Compton--Stanstead/Compton--Stanstead"," 95A","Sherbrooke",21,64,1,50,1,0,0,26,3,166,366
24023,"Compton--Stanstead/Compton--Stanstead"," 95B","Sherbrooke",13,69,3,44,7,1,0,22,3,162,393
24023,"Compton--Stanstead/Compton--Stanstead"," 96","Sherbrooke",24,58,4,45,6,0,0,33,5,175,496
24023,"Compton--Stanstead/Compton--Stanstead"," 97","Sherbrooke",12,58,6,52,5,2,1,27,4,167,374
24023,"Compton--Stanstead/Compton--Stanstead"," 98","Sherbrooke",14,31,1,32,7,3,0,11,0,99,211
24023,"Compton--Stanstead/Compton--Stanstead"," 99","Sherbrooke",13,43,23,79,11,3,0,37,7,216,543
24023,"Compton--Stanstead/Compton--Stanstead"," 100A","Sherbrooke",6,34,5,53,9,0,0,18,3,128,278
24023,"Compton--Stanstead/Compton--Stanstead"," 100B","Sherbrooke",10,38,6,45,7,0,1,21,4,132,286
24023,"Compton--Stanstead/Compton--Stanstead"," 101A","Sherbrooke",11,22,6,47,2,1,1,16,5,111,369
24023,"Compton--Stanstead/Compton--Stanstead"," 101B","Sherbrooke",14,26,3,32,1,0,0,18,2,96,343
24023,"Compton--Stanstead/Compton--Stanstead"," 102","Sherbrooke",28,53,4,73,5,2,1,42,3,211,518
24023,"Compton--Stanstead/Compton--Stanstead"," 103","Sherbrooke",18,70,5,64,3,3,1,36,7,207,491
24023,"Compton--Stanstead/Compton--Stanstead"," 104A","Sherbrooke",10,42,1,40,4,2,1,16,2,118,264
24023,"Compton--Stanstead/Compton--Stanstead"," 104B","Sherbrooke",7,42,5,40,1,2,0,24,3,124,255
24023,"Compton--Stanstead/Compton--Stanstead"," 105","Sherbrooke",22,67,2,56,3,1,0,23,2,176,505
24023,"Compton--Stanstead/Compton--Stanstead"," 106A","Sherbrooke",7,40,6,47,4,3,1,20,0,128,320
24023,"Compton--Stanstead/Compton--Stanstead"," 106B","Sherbrooke",10,41,6,54,3,6,2,27,2,151,326
24023,"Compton--Stanstead/Compton--Stanstead"," 107","Sherbrooke",13,50,11,80,6,5,1,42,5,213,512
24023,"Compton--Stanstead/Compton--Stanstead"," 108A","Sherbrooke",18,35,6,39,1,0,0,21,2,122,292
24023,"Compton--Stanstead/Compton--Stanstead"," 108B","Sherbrooke",13,28,3,41,5,0,0,21,2,113,272
24023,"Compton--Stanstead/Compton--Stanstead"," 109","Sherbrooke",23,56,9,94,4,1,0,48,4,239,494
24023,"Compton--Stanstead/Compton--Stanstead"," 110","Sherbrooke",13,44,5,65,5,0,1,23,3,159,450
24023,"Compton--Stanstead/Compton--Stanstead"," 111","Sherbrooke",11,32,6,34,4,0,0,17,1,105,244
24023,"Compton--Stanstead/Compton--Stanstead"," 112","Sherbrooke",19,50,12,75,11,4,1,31,6,209,528
24023,"Compton--Stanstead/Compton--Stanstead"," 113A","Sherbrooke",17,37,8,50,2,0,0,27,4,145,318
24023,"Compton--Stanstead/Compton--Stanstead"," 113B","Sherbrooke",5,48,3,56,6,2,0,29,3,152,335
24023,"Compton--Stanstead/Compton--Stanstead"," 114","Sherbrooke",21,67,3,86,4,2,1,41,0,225,452
24023,"Compton--Stanstead/Compton--Stanstead"," 115","Sherbrooke",15,54,2,70,6,0,2,20,6,175,345
24023,"Compton--Stanstead/Compton--Stanstead"," 116","Sherbrooke",28,44,8,63,6,2,1,32,5,189,456
24023,"Compton--Stanstead/Compton--Stanstead"," 117","Sherbrooke",23,85,8,47,9,0,0,30,0,202,488
24023,"Compton--Stanstead/Compton--Stanstead"," 118","Sherbrooke",19,85,2,82,7,1,0,39,4,239,522
24023,"Compton--Stanstead/Compton--Stanstead"," 119A","Sherbrooke",10,55,3,29,2,0,0,18,3,120,249
24023,"Compton--Stanstead/Compton--Stanstead"," 119B","Sherbrooke",19,57,2,25,3,1,0,18,0,125,256
24023,"Compton--Stanstead/Compton--Stanstead"," 120","Sherbrooke",15,59,5,46,4,1,1,18,1,150,437
24023,"Compton--Stanstead/Compton--Stanstead"," 121A","Sherbrooke",17,32,6,26,1,2,0,16,4,104,262
24023,"Compton--Stanstead/Compton--Stanstead"," 121B","Sherbrooke",17,38,2,28,5,1,1,22,3,117,274
24023,"Compton--Stanstead/Compton--Stanstead"," 122A","Sherbrooke",8,46,10,48,4,0,0,15,2,133,304
24023,"Compton--Stanstead/Compton--Stanstead"," 122B","Sherbrooke",7,41,4,41,4,0,0,18,5,120,290
24023,"Compton--Stanstead/Compton--Stanstead"," 123","Sherbrooke",24,63,7,67,6,1,1,41,2,212,508
24023,"Compton--Stanstead/Compton--Stanstead"," 124","Sherbrooke",34,53,6,83,9,1,2,28,4,220,503
24023,"Compton--Stanstead/Compton--Stanstead"," 125","Sherbrooke",15,57,11,56,9,1,0,30,1,180,535
24023,"Compton--Stanstead/Compton--Stanstead"," 126","Sherbrooke",27,71,10,70,4,4,1,40,7,234,560
24023,"Compton--Stanstead/Compton--Stanstead"," 127A","Sherbrooke",22,48,4,38,8,0,1,17,2,140,337
24023,"Compton--Stanstead/Compton--Stanstead"," 127B","Sherbrooke",21,32,3,34,1,2,1,17,2,113,319
24023,"Compton--Stanstead/Compton--Stanstead"," 128A","Sherbrooke",11,39,7,43,1,0,0,25,3,129,319
24023,"Compton--Stanstead/Compton--Stanstead"," 128B","Sherbrooke",19,35,8,37,1,0,0,26,3,129,303
24023,"Compton--Stanstead/Compton--Stanstead"," 129","Sherbrooke",9,41,4,36,2,1,2,21,3,119,363
24023,"Compton--Stanstead/Compton--Stanstead"," 130","Sherbrooke",16,57,12,56,5,1,1,45,5,198,517
24023,"Compton--Stanstead/Compton--Stanstead"," 131","Sherbrooke",10,56,3,40,7,2,1,21,6,146,356
24023,"Compton--Stanstead/Compton--Stanstead"," 132","Sherbrooke",27,80,3,84,4,7,0,32,6,243,502
24023,"Compton--Stanstead/Compton--Stanstead"," 133A","Sherbrooke",13,37,5,48,3,2,0,29,8,145,353
24023,"Compton--Stanstead/Compton--Stanstead"," 133B","Sherbrooke",14,55,3,48,3,4,0,27,0,154,361
24023,"Compton--Stanstead/Compton--Stanstead"," 134","Hatley",14,57,7,46,5,0,0,19,1,149,363
24023,"Compton--Stanstead/Compton--Stanstead"," 135","Hatley",13,38,6,39,6,2,0,12,3,119,299
24023,"Compton--Stanstead/Compton--Stanstead"," 136","Hatley",36,69,8,68,11,6,0,33,4,235,512
24023,"Compton--Stanstead/Compton--Stanstead"," 137","Sherbrooke",17,45,3,42,4,2,0,16,2,131,351
24023,"Compton--Stanstead/Compton--Stanstead"," 138","Sherbrooke",15,66,6,46,3,1,0,25,2,164,460
24023,"Compton--Stanstead/Compton--Stanstead"," 139","Sherbrooke",11,60,4,57,3,0,0,23,0,158,353
24023,"Compton--Stanstead/Compton--Stanstead"," 140","Sherbrooke",16,50,5,34,3,3,1,24,5,141,336
24023,"Compton--Stanstead/Compton--Stanstead"," 141","Sherbrooke",18,87,10,70,6,1,0,30,3,225,486
24023,"Compton--Stanstead/Compton--Stanstead"," 142","Sherbrooke",8,59,3,71,2,1,0,25,5,174,428
24023,"Compton--Stanstead/Compton--Stanstead"," 143","Sherbrooke",16,42,5,59,7,3,1,33,5,171,410
24023,"Compton--Stanstead/Compton--Stanstead"," 144","Sherbrooke",22,96,4,65,9,1,0,32,4,233,555
24023,"Compton--Stanstead/Compton--Stanstead"," 145","Sherbrooke",25,74,14,79,4,1,1,41,4,243,531
24023,"Compton--Stanstead/Compton--Stanstead"," 146","Sherbrooke",21,75,2,63,7,3,0,36,3,210,536
24023,"Compton--Stanstead/Compton--Stanstead"," 147","Saint-Malo",7,78,10,49,13,2,1,51,1,212,373
24023,"Compton--Stanstead/Compton--Stanstead"," 148","Waterville",13,39,3,22,4,0,0,29,1,111,304
24023,"Compton--Stanstead/Compton--Stanstead"," 149","Waterville",16,44,5,26,5,3,1,24,2,126,294
24023,"Compton--Stanstead/Compton--Stanstead"," 150","Waterville",6,37,6,9,9,4,0,14,0,85,225
24023,"Compton--Stanstead/Compton--Stanstead"," 151","Waterville",24,64,10,42,24,9,0,15,1,189,384
24023,"Compton--Stanstead/Compton--Stanstead"," 152","Waterville",15,28,3,16,7,4,0,16,3,92,264
24023,"Compton--Stanstead/Compton--Stanstead"," 153","Compton",17,46,9,23,5,1,0,17,2,120,295
24023,"Compton--Stanstead/Compton--Stanstead"," 154A","Sherbrooke",20,35,5,42,5,3,0,29,1,140,329
24023,"Compton--Stanstead/Compton--Stanstead"," 154B","Sherbrooke",13,34,5,39,2,3,1,21,1,119,338
24023,"Compton--Stanstead/Compton--Stanstead"," 155A","Sherbrooke",6,57,3,36,2,0,1,19,3,127,296
24023,"Compton--Stanstead/Compton--Stanstead"," 155B","Sherbrooke",12,39,3,38,3,1,0,23,2,121,301
24023,"Compton--Stanstead/Compton--Stanstead"," 156","Sainte-Edwidge-de-Clifton",7,77,11,64,7,3,0,47,0,216,386
24023,"Compton--Stanstead/Compton--Stanstead"," 157","Hatley",25,61,5,33,7,3,1,25,2,162,352
24023,"Compton--Stanstead/Compton--Stanstead"," 158","North Hatley",10,51,3,15,9,1,1,10,1,101,258
24023,"Compton--Stanstead/Compton--Stanstead"," 159","North Hatley",10,61,6,23,7,1,0,9,2,119,290
24023,"Compton--Stanstead/Compton--Stanstead"," 160","Hatley",12,79,10,16,5,5,0,16,2,145,330
24023,"Compton--Stanstead/Compton--Stanstead"," 161","Compton",9,53,3,40,10,1,0,14,3,133,301
24023,"Compton--Stanstead/Compton--Stanstead"," 162","Compton",11,55,2,53,8,1,0,42,6,178,404
24023,"Compton--Stanstead/Compton--Stanstead"," 163","Compton",9,46,11,44,11,0,0,24,2,147,350
24023,"Compton--Stanstead/Compton--Stanstead"," 164","Compton",7,52,3,31,2,2,0,24,3,124,377
24023,"Compton--Stanstead/Compton--Stanstead"," 165","Compton",17,64,7,36,2,4,1,39,5,175,353
24023,"Compton--Stanstead/Compton--Stanstead"," 166","Compton",8,53,13,29,3,0,0,32,3,141,299
24023,"Compton--Stanstead/Compton--Stanstead"," 167","Compton",8,60,1,22,3,1,0,23,1,119,255
24023,"Compton--Stanstead/Compton--Stanstead"," 168","Sainte-Catherine-de-Hatley",7,46,0,38,12,2,0,40,1,146,376
24023,"Compton--Stanstead/Compton--Stanstead"," 169","Sainte-Catherine-de-Hatley",11,34,7,60,5,0,0,17,1,135,325
24023,"Compton--Stanstead/Compton--Stanstead"," 170","Sainte-Catherine-de-Hatley",14,30,3,39,7,1,2,21,2,119,292
24023,"Compton--Stanstead/Compton--Stanstead"," 171","Sainte-Catherine-de-Hatley",9,42,4,52,4,0,2,20,3,136,319
24023,"Compton--Stanstead/Compton--Stanstead"," 172","Sainte-Catherine-de-Hatley",10,36,11,44,3,4,0,20,3,131,315
24023,"Compton--Stanstead/Compton--Stanstead"," 173","Sainte-Catherine-de-Hatley",5,28,3,40,5,2,1,28,2,114,263
24023,"Compton--Stanstead/Compton--Stanstead"," 174","Sainte-Catherine-de-Hatley",9,41,5,42,5,3,0,28,1,134,311
24023,"Compton--Stanstead/Compton--Stanstead"," 175","East Hereford",10,50,10,38,5,0,1,28,0,142,294
24023,"Compton--Stanstead/Compton--Stanstead"," 176","Hatley",10,44,1,30,3,0,0,21,2,111,237
24023,"Compton--Stanstead/Compton--Stanstead"," 177","Hatley",4,61,4,19,3,0,1,24,0,116,200
24023,"Compton--Stanstead/Compton--Stanstead"," 178","Coaticook",5,43,9,40,3,2,1,21,4,128,388
24023,"Compton--Stanstead/Compton--Stanstead"," 179","Coaticook",10,45,16,31,4,1,0,21,4,132,357
24023,"Compton--Stanstead/Compton--Stanstead"," 180","Coaticook",9,43,2,41,5,0,0,36,4,140,395
24023,"Compton--Stanstead/Compton--Stanstead"," 181","Coaticook",6,54,5,39,6,2,0,21,0,133,382
24023,"Compton--Stanstead/Compton--Stanstead"," 182","Coaticook",8,41,4,25,8,1,0,7,0,94,365
24023,"Compton--Stanstead/Compton--Stanstead"," 183","Coaticook",4,68,4,38,3,0,0,33,3,153,394
24023,"Compton--Stanstead/Compton--Stanstead"," 184","Saint-Herménégilde",6,40,7,37,3,0,0,18,2,113,275
24023,"Compton--Stanstead/Compton--Stanstead"," 185","Saint-Herménégilde",2,50,0,17,4,1,0,20,1,95,262
24023,"Compton--Stanstead/Compton--Stanstead"," 186","Coaticook",8,47,4,39,7,0,1,19,6,131,384
24023,"Compton--Stanstead/Compton--Stanstead"," 187","Coaticook",10,51,6,23,6,2,0,28,2,128,340
24023,"Compton--Stanstead/Compton--Stanstead"," 188","Coaticook",6,56,3,33,3,0,0,15,3,119,379
24023,"Compton--Stanstead/Compton--Stanstead"," 189","Coaticook",6,66,1,33,3,1,2,15,3,130,374
24023,"Compton--Stanstead/Compton--Stanstead"," 190","Coaticook",5,53,9,30,5,3,1,21,4,131,401
24023,"Compton--Stanstead/Compton--Stanstead"," 191","Coaticook",6,46,4,48,8,0,1,21,2,136,366
24023,"Compton--Stanstead/Compton--Stanstead"," 192","Coaticook",5,44,2,23,2,1,0,19,6,102,364
24023,"Compton--Stanstead/Compton--Stanstead"," 193","Coaticook",4,61,7,34,2,2,0,19,2,131,359
24023,"Compton--Stanstead/Compton--Stanstead"," 194","Coaticook",4,59,4,53,2,0,0,29,2,153,358
24023,"Compton--Stanstead/Compton--Stanstead"," 195","Coaticook",9,60,4,41,5,0,0,27,3,149,383
24023,"Compton--Stanstead/Compton--Stanstead"," 196","Coaticook",10,36,1,28,3,0,0,30,2,110,301
24023,"Compton--Stanstead/Compton--Stanstead"," 197","Hatley",5,50,3,30,1,0,0,12,4,105,254
24023,"Compton--Stanstead/Compton--Stanstead"," 198","Ayer's Cliff",11,57,9,33,1,2,0,26,1,140,327
24023,"Compton--Stanstead/Compton--Stanstead"," 199","Ayer's Cliff",10,46,3,12,5,1,0,18,2,97,285
24023,"Compton--Stanstead/Compton--Stanstead"," 200","Ayer's Cliff",6,45,1,26,3,0,0,16,1,98,300
24023,"Compton--Stanstead/Compton--Stanstead"," 201","Stanstead-Est",11,30,3,19,9,2,0,17,3,94,218
24023,"Compton--Stanstead/Compton--Stanstead"," 202","Coaticook",5,49,7,25,2,0,0,24,4,116,264
24023,"Compton--Stanstead/Compton--Stanstead"," 203","Barnston-Ouest",4,61,5,14,3,1,1,29,3,121,251
24023,"Compton--Stanstead/Compton--Stanstead"," 204","Dixville",7,51,8,49,12,0,1,27,6,161,311
24023,"Compton--Stanstead/Compton--Stanstead"," 205","Dixville",9,55,11,34,5,4,0,13,4,135,295
24023,"Compton--Stanstead/Compton--Stanstead"," 206","Stanstead",4,73,2,44,5,3,0,26,3,160,304
24023,"Compton--Stanstead/Compton--Stanstead"," 207","Stanstead",11,66,8,50,3,0,1,25,3,167,345
24023,"Compton--Stanstead/Compton--Stanstead"," 208","Stanstead",11,61,9,22,4,1,0,24,1,133,306
24023,"Compton--Stanstead/Compton--Stanstead"," 209","Coaticook",5,40,4,16,2,1,0,20,1,89,195
24023,"Compton--Stanstead/Compton--Stanstead"," 210","Coaticook",18,78,9,46,8,0,0,29,3,191,328
24023,"Compton--Stanstead/Compton--Stanstead"," 211","Stanstead-Est",3,42,2,19,3,0,0,17,2,88,242
24023,"Compton--Stanstead/Compton--Stanstead"," 212","Stanstead",14,42,6,13,4,4,1,22,0,106,274
24023,"Compton--Stanstead/Compton--Stanstead"," 213","Stanstead",11,46,5,11,2,0,0,15,3,93,268
24023,"Compton--Stanstead/Compton--Stanstead"," 214","Ogden",Merged with No./Fusionné avec le n°215,,,,,,,,,,277
24023,"Compton--Stanstead/Compton--Stanstead"," 215","Ogden",22,106,19,26,10,1,0,61,1,246,330
24023,"Compton--Stanstead/Compton--Stanstead"," 216","Stanstead-Est",4,50,8,15,0,1,1,16,0,95,336
