Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ray Critch,Steve Hodder,Seamus O'Regan,Georgia Faith Stewart,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 29","St. John's",40,6,36,1,0,83,395
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 30","St. John's",60,14,52,6,0,132,436
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 31","St. John's",31,22,53,3,2,111,354
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 32","St. John's",40,17,28,2,0,87,408
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 33","St. John's",46,24,53,7,3,133,424
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 34","St. John's",11,3,47,6,0,67,233
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 35","St. John's",32,18,112,5,0,167,411
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 36","St. John's",30,28,109,13,1,181,467
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 37","St. John's",16,23,75,1,1,116,326
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 38","St. John's",44,18,87,2,1,152,384
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 39","St. John's",17,13,39,1,1,71,294
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 40","St. John's",48,18,49,0,1,116,399
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 41","St. John's",39,13,73,4,0,129,407
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 42","St. John's",37,9,47,1,1,95,394
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 43","St. John's",37,14,47,1,0,99,285
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 44","St. John's",32,33,64,0,0,129,350
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 45","St. John's",38,23,84,2,4,151,422
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 46","St. John's",45,30,106,0,2,183,480
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 47","St. John's",55,31,106,3,0,195,473
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 48","St. John's",41,15,55,2,2,115,316
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 49","St. John's",24,26,42,2,2,96,353
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 50","St. John's",51,31,90,4,2,178,491
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 51","St. John's",32,34,74,1,0,141,386
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 52","St. John's",53,24,112,5,2,196,577
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 53","St. John's",24,27,38,1,0,90,256
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 54","St. John's",44,30,93,4,1,172,476
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 55","St. John's",22,31,51,1,1,106,481
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 56","St. John's",26,21,57,0,0,104,304
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 57","St. John's",32,47,129,3,2,213,535
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 58","St. John's",62,37,122,2,1,224,491
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 59","St. John's",46,21,116,5,2,190,413
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 60","St. John's",46,28,96,1,3,174,416
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 61","St. John's",40,9,51,3,4,107,391
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 62","St. John's",33,24,64,6,0,127,414
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 63","St. John's",33,18,73,7,2,133,473
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 64","St. John's",36,16,82,3,0,137,416
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 65","St. John's",45,47,99,8,0,199,527
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 66","St. John's",45,37,83,0,6,171,521
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 67","St. John's",39,12,43,0,1,95,269
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 68","St. John's",32,33,83,2,4,154,386
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 69","St. John's",35,18,97,2,0,152,394
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 70","St. John's",41,28,90,1,1,161,371
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 71","St. John's",49,25,73,2,1,150,424
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 72","St. John's",22,23,55,3,0,103,299
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 73","St. John's",38,19,46,3,2,108,347
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 74","St. John's",54,20,68,4,0,146,362
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 75","St. John's",28,18,64,1,5,116,285
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 76","Mount Pearl",15,36,94,5,2,152,378
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 77","Mount Pearl",30,39,87,3,3,162,657
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 78","Mount Pearl",53,48,74,3,1,179,569
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 79","Mount Pearl",53,45,100,5,0,203,588
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 80","Mount Pearl",28,25,86,2,1,142,413
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 81","Mount Pearl",43,39,79,1,3,165,494
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 82","Mount Pearl",58,55,83,4,1,201,575
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 83","Mount Pearl",48,24,58,3,1,134,386
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 84","Mount Pearl",21,24,71,6,0,122,395
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 85","Mount Pearl",21,30,56,1,3,111,333
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 86","Mount Pearl",24,32,54,4,0,114,329
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 87","Mount Pearl",29,22,48,5,3,107,360
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 88","Mount Pearl",17,17,31,4,1,70,290
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 89","Mount Pearl",37,21,66,3,4,131,438
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 90","Mount Pearl",28,22,77,5,1,133,391
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 91","St. John's",13,24,69,2,0,108,352
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 92","St. John's",25,54,95,4,0,178,460
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 93","St. John's",28,11,34,6,1,80,364
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 94","St. John's",32,25,39,3,0,99,319
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 95","St. John's",38,20,85,0,0,143,472
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 96","St. John's",44,16,61,5,1,127,355
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 97","St. John's",37,14,46,1,1,99,441
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 98","St. John's",51,50,107,1,3,212,671
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 99","St. John's",39,45,72,4,3,163,567
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 100","St. John's",37,33,67,2,2,141,503
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 101","St. John's",44,44,88,3,0,179,494
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 102","Petty Harbour-Maddox Cove",42,32,101,4,0,179,403
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 103","Petty Harbour-Maddox Cove",29,28,85,3,3,148,338
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 104","Mount Pearl",32,26,60,5,2,125,426
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 105","Mount Pearl",38,23,64,6,3,134,458
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 106","Mount Pearl",20,14,55,3,0,92,328
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 107","Mount Pearl",22,24,66,1,0,113,314
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 108","Mount Pearl",38,25,79,4,0,146,372
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 109","Mount Pearl",35,24,57,1,0,117,373
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 110","Mount Pearl",25,18,74,1,1,119,307
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 111","Mount Pearl",52,34,121,5,0,212,439
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 112","Mount Pearl",40,40,103,1,0,184,449
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 113","Mount Pearl",20,49,112,7,0,188,427
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 114","Mount Pearl",64,29,94,6,1,194,539
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 115","Mount Pearl",48,38,108,3,0,197,462
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 116","Mount Pearl",28,27,60,2,1,118,332
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 117","Mount Pearl",41,29,108,0,0,178,429
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 118","Mount Pearl",21,42,114,4,0,181,426
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 119","Mount Pearl",38,25,89,4,0,156,407
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 120","St. John's",28,38,92,4,2,164,539
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 121","St. John's",40,25,69,2,1,137,376
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 122","St. John's",31,40,121,3,0,195,495
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 123","St. John's",52,71,142,3,2,270,626
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 124","St. John's",48,60,151,4,0,263,626
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 125","St. John's",36,64,135,3,0,238,526
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 126","St. John's",58,97,165,4,0,324,799
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 127","St. John's",27,38,101,7,0,173,446
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 128","St. John's",27,49,78,2,1,157,396
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 129","St. John's",24,37,94,1,2,158,325
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 130","St. John's",32,38,79,1,2,152,389
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 131","St. John's",35,36,64,1,3,139,363
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 132","St. John's",29,38,72,5,1,145,432
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 133","St. John's",29,36,67,2,0,134,340
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 134","St. John's",23,25,62,0,4,114,319
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 135","St. John's",22,38,83,2,1,146,369
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 136","St. John's",26,29,73,4,1,133,368
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 137","St. John's",21,41,56,2,0,120,324
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 138","St. John's",34,36,80,5,0,155,355
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 139","St. John's",43,50,71,2,2,168,438
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 140","St. John's",32,48,85,5,2,172,384
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 141","Mount Pearl",37,38,59,3,1,138,440
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 142","Mount Pearl",33,10,74,1,0,118,428
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 143","Mount Pearl",29,34,63,3,0,129,411
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 144","Mount Pearl",28,19,71,2,0,120,374
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 145","Mount Pearl",43,16,54,6,0,119,357
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 146","Mount Pearl",55,28,79,2,1,165,472
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 147","Mount Pearl",40,13,59,4,3,119,389
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 148","Mount Pearl",27,14,55,2,2,100,299
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 149","Mount Pearl",24,21,73,3,0,121,389
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 150","Mount Pearl",36,20,70,3,0,129,389
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 151","Mount Pearl",27,17,60,3,2,109,327
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 152","Mount Pearl",45,32,109,7,2,195,508
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 153","Mount Pearl",39,14,58,1,1,113,308
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 154","Mount Pearl",40,25,72,0,1,138,408
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 155","St. John's",35,25,92,2,0,154,405
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 156","Bay Bulls",29,94,79,11,0,213,536
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 157","Bay Bulls",23,67,68,2,2,162,357
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 158","Bay Bulls",24,34,44,1,2,105,290
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 159","Witless Bay",27,62,96,2,1,188,371
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 160","Witless Bay",16,46,43,3,0,108,288
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 161","Witless Bay",40,116,89,7,4,256,562
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 400","St. John's",10,11,58,0,8,87,151
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 500","Mobile poll/Bureau itinérant",1,1,7,0,3,12,17
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 501","Mobile poll/Bureau itinérant",3,3,9,0,0,15,23
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 502","Mobile poll/Bureau itinérant",2,4,15,2,0,23,57
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 503","Mobile poll/Bureau itinérant",3,5,8,1,0,17,73
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 504","St. John's",Merged with No./Fusionné avec le n°46,,,,,,0
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 505","Mobile poll/Bureau itinérant",2,4,11,1,1,19,39
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 506","Mobile poll/Bureau itinérant",1,8,39,2,10,60,80
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 507","Mobile poll/Bureau itinérant",1,2,8,0,1,12,19
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 508","Mobile poll/Bureau itinérant",0,4,16,0,7,27,53
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 509","Mobile poll/Bureau itinérant",1,2,5,0,0,8,12
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 510","Mobile poll/Bureau itinérant",2,2,2,0,0,6,7
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 511","Mobile poll/Bureau itinérant",2,14,25,0,5,46,54
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 512","Mobile poll/Bureau itinérant",1,10,40,0,0,51,60
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 513","Mobile poll/Bureau itinérant",6,7,22,0,2,37,64
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 600","St. John's",63,29,152,10,3,257,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 601","St. John's",52,16,96,0,0,164,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 602","St. John's",69,31,218,2,5,325,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 603","St. John's",102,25,98,5,1,231,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 604","St. John's",42,39,217,1,4,303,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 605","St. John's",73,29,195,4,1,302,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 606","St. John's",95,166,488,10,21,780,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 607","Mount Pearl",56,54,201,6,6,323,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 608","St. John's",33,65,221,6,2,327,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 609","St. John's",34,21,139,4,0,198,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 610","Petty Harbour-Maddox Cove",11,15,67,2,0,95,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 611","Mount Pearl",40,62,189,1,2,294,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 612","Mount Pearl",104,140,598,14,11,867,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 613","St. John's",34,60,192,1,2,289,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 614","Mount Pearl",40,47,173,2,4,266,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 615","St. John's",34,50,117,1,0,202,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 616","Bay Bulls",27,123,132,3,1,286,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 617","St. John's",25,22,49,1,2,99,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 618","St. John's",32,35,123,8,3,201,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 619","St. John's",29,16,151,3,2,201,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 620","St. John's",8,5,23,3,1,40,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 621","St. John's",55,51,206,5,4,321,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 622","St. John's",34,42,174,2,2,254,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 623","Mount Pearl",37,59,195,9,6,306,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 624","St. John's",27,44,121,4,0,196,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 625","Mount Pearl",41,33,183,3,6,266,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 626","St. John's",25,43,145,3,2,218,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 627","Mount Pearl",25,27,153,1,6,212,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 628","St. John's",20,29,108,3,0,160,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl",,Group 1/Groupe 1, 66,94,155,3,15,333,85
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl",,Group 2/Groupe 2, 710,406,2139,11,69,3335,
