Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Whitney Dykeman,Josh Floyd,Rob Moore,Tim Thompson,Wayne Wheeler,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
13004,"Fundy Royal/Fundy Royal"," 49","Lower Coverdale",76,48,111,14,11,0,260,618
13004,"Fundy Royal/Fundy Royal"," 50","Riverview",71,36,75,5,5,0,192,652
13004,"Fundy Royal/Fundy Royal"," 51","Riverview",72,42,56,3,13,4,190,696
13004,"Fundy Royal/Fundy Royal"," 52","Pine Glen",35,49,65,12,23,3,187,544
13004,"Fundy Royal/Fundy Royal"," 53","Riverview",70,56,127,12,27,1,293,523
13004,"Fundy Royal/Fundy Royal"," 54","Pine Glen",Merged with No./Fusionné avec le n°53,,,,,,,132
13004,"Fundy Royal/Fundy Royal"," 55","Colpitts Settlement",33,25,90,5,24,2,179,409
13004,"Fundy Royal/Fundy Royal"," 56","Lower Turtle Creek",22,27,87,13,24,0,173,328
13004,"Fundy Royal/Fundy Royal"," 57","Dawson",38,19,66,12,33,1,169,416
13004,"Fundy Royal/Fundy Royal"," 58","Hillsborough",30,29,43,4,18,0,124,399
13004,"Fundy Royal/Fundy Royal"," 59","Hillsborough",28,24,55,9,29,0,145,436
13004,"Fundy Royal/Fundy Royal"," 60","Hillsborough",16,19,109,14,9,2,169,454
13004,"Fundy Royal/Fundy Royal"," 61","Albert Mines",18,17,72,11,29,1,148,427
13004,"Fundy Royal/Fundy Royal"," 62","Hopewell Cape",32,17,56,9,22,1,137,295
13004,"Fundy Royal/Fundy Royal"," 63","Hopewell Hill",22,12,35,8,12,0,89,228
13004,"Fundy Royal/Fundy Royal"," 64","Riverside-Albert",14,9,32,7,12,0,74,272
13004,"Fundy Royal/Fundy Royal"," 65","Harvey",14,8,41,5,17,1,86,258
13004,"Fundy Royal/Fundy Royal"," 66","Alma",48,17,93,15,17,0,190,335
13004,"Fundy Royal/Fundy Royal"," 67","Parkindale",32,19,93,11,29,0,184,342
13004,"Fundy Royal/Fundy Royal"," 68","Elgin",52,30,148,17,45,0,292,490
13004,"Fundy Royal/Fundy Royal"," 69","Anagance",45,15,99,8,23,1,191,443
13004,"Fundy Royal/Fundy Royal"," 70","Penobsquis",33,24,74,15,20,3,169,352
13004,"Fundy Royal/Fundy Royal"," 71","South Branch",30,20,59,9,11,3,132,278
13004,"Fundy Royal/Fundy Royal"," 72","Waterford",34,32,100,10,21,0,197,412
13004,"Fundy Royal/Fundy Royal"," 73","Picadilly",22,10,65,9,15,2,123,298
13004,"Fundy Royal/Fundy Royal"," 74","Sussex Corner",18,18,52,8,10,1,107,314
13004,"Fundy Royal/Fundy Royal"," 75","Sussex Corner",13,16,35,8,3,0,75,279
13004,"Fundy Royal/Fundy Royal"," 76","Sussex",26,19,59,5,10,0,119,373
13004,"Fundy Royal/Fundy Royal"," 77","Sussex",14,12,70,12,11,0,119,376
13004,"Fundy Royal/Fundy Royal"," 78","Sussex",31,12,39,8,9,0,99,402
13004,"Fundy Royal/Fundy Royal"," 79","Sussex",28,26,60,7,19,1,141,464
13004,"Fundy Royal/Fundy Royal"," 80","Sussex Corner",29,16,68,14,19,0,146,419
13004,"Fundy Royal/Fundy Royal"," 81","Sussex Corner",22,12,29,3,10,1,77,255
13004,"Fundy Royal/Fundy Royal"," 82","Dutch Valley",33,15,76,6,7,2,139,477
13004,"Fundy Royal/Fundy Royal"," 83","Sussex",20,29,55,11,18,3,136,402
13004,"Fundy Royal/Fundy Royal"," 84","Sussex",22,17,45,9,10,1,104,423
13004,"Fundy Royal/Fundy Royal"," 85","Sussex",28,12,42,11,13,1,107,347
13004,"Fundy Royal/Fundy Royal"," 86","Sussex",21,20,51,9,6,1,108,421
13004,"Fundy Royal/Fundy Royal"," 87","Sussex",26,15,61,7,5,0,114,313
13004,"Fundy Royal/Fundy Royal"," 88","Wards Creek",18,19,62,5,8,3,115,356
13004,"Fundy Royal/Fundy Royal"," 89","Apohaqui",17,25,60,11,9,0,122,276
13004,"Fundy Royal/Fundy Royal"," 90","Erb Settlement",19,14,30,8,9,0,80,257
13004,"Fundy Royal/Fundy Royal"," 91","Southfield",27,26,68,12,23,0,156,392
13004,"Fundy Royal/Fundy Royal"," 92","Hammond",30,21,78,6,21,0,156,363
13004,"Fundy Royal/Fundy Royal"," 93","St. Martins",33,17,70,15,10,0,145,343
13004,"Fundy Royal/Fundy Royal"," 94","Orange Hill",33,20,74,12,15,0,154,408
13004,"Fundy Royal/Fundy Royal"," 95","Upham",23,21,45,5,16,0,110,339
13004,"Fundy Royal/Fundy Royal"," 96","Titusville",26,24,43,2,18,2,115,299
13004,"Fundy Royal/Fundy Royal"," 97","Titusville",13,23,45,7,19,1,108,291
13004,"Fundy Royal/Fundy Royal"," 98","Mercer Settlement",19,28,77,4,22,1,151,414
13004,"Fundy Royal/Fundy Royal"," 99","Norton",24,24,77,13,27,1,166,442
13004,"Fundy Royal/Fundy Royal"," 100","Midland--Central Norton",26,13,41,6,4,0,90,306
13004,"Fundy Royal/Fundy Royal"," 101","Norton--Bloomfield",33,21,69,7,4,1,135,314
13004,"Fundy Royal/Fundy Royal"," 102","Bloomfield",Merged with No./Fusionné avec le n°103,,,,,,,227
13004,"Fundy Royal/Fundy Royal"," 103","Passekeag",41,34,107,11,35,1,229,261
13004,"Fundy Royal/Fundy Royal"," 104","Lower Norton",32,35,72,12,17,1,169,319
13004,"Fundy Royal/Fundy Royal"," 105","Lower Norton--Kingston Corner",25,21,47,11,9,0,113,279
13004,"Fundy Royal/Fundy Royal"," 106","Hampton",27,28,66,9,10,0,140,429
13004,"Fundy Royal/Fundy Royal"," 107","Hampton",40,25,55,5,6,1,132,342
13004,"Fundy Royal/Fundy Royal"," 108","Hampton",45,27,45,7,6,2,132,360
13004,"Fundy Royal/Fundy Royal"," 109","Hampton",33,25,42,6,8,0,114,308
13004,"Fundy Royal/Fundy Royal"," 110","Woodpecker Hall",34,25,48,9,11,1,128,394
13004,"Fundy Royal/Fundy Royal"," 111","Woodpecker Hall",31,27,54,3,14,0,129,373
13004,"Fundy Royal/Fundy Royal"," 112","Hampton",38,18,35,10,9,0,110,338
13004,"Fundy Royal/Fundy Royal"," 113","Hampton",35,36,56,9,14,0,150,475
13004,"Fundy Royal/Fundy Royal"," 114","Bonney Road",20,16,31,4,7,2,80,239
13004,"Fundy Royal/Fundy Royal"," 115","Hampton",28,22,69,4,4,2,129,324
13004,"Fundy Royal/Fundy Royal"," 116","Woodpecker Hall",45,28,65,5,10,0,153,407
13004,"Fundy Royal/Fundy Royal"," 117","Darlings Island",24,15,48,5,10,0,102,255
13004,"Fundy Royal/Fundy Royal"," 118","Darlings Island",42,18,50,3,16,0,129,300
13004,"Fundy Royal/Fundy Royal"," 119","Nauwigewauk",54,38,67,17,11,1,188,515
13004,"Fundy Royal/Fundy Royal"," 120","French Village",32,27,68,7,22,0,156,446
13004,"Fundy Royal/Fundy Royal"," 121","Upper Golden Grove",54,24,91,7,18,4,198,401
13004,"Fundy Royal/Fundy Royal"," 122","Grove Hill",31,33,106,4,39,0,213,462
13004,"Fundy Royal/Fundy Royal"," 123","Baxters Corner",27,30,85,7,34,1,184,466
13004,"Fundy Royal/Fundy Royal"," 124","Loch Lomond",25,23,55,6,16,1,126,340
13004,"Fundy Royal/Fundy Royal"," 125","Bains Corner",16,15,45,6,4,0,86,392
13004,"Fundy Royal/Fundy Royal"," 126","Fairfield",9,14,39,3,14,0,79,303
13004,"Fundy Royal/Fundy Royal"," 127","Gardner Creek",22,14,45,3,9,0,93,216
13004,"Fundy Royal/Fundy Royal"," 128","Simonds",30,45,73,7,29,0,184,591
13004,"Fundy Royal/Fundy Royal"," 129","Simonds",25,6,52,5,11,0,99,266
13004,"Fundy Royal/Fundy Royal"," 130","Willow Grove",42,46,77,5,32,0,202,435
13004,"Fundy Royal/Fundy Royal"," 131","Garnett Settlement",Merged with No./Fusionné avec le n°130,,,,,,,222
13004,"Fundy Royal/Fundy Royal"," 132","Quispamsis",56,33,66,9,14,1,179,550
13004,"Fundy Royal/Fundy Royal"," 133","Quispamsis",45,28,83,9,11,0,176,534
13004,"Fundy Royal/Fundy Royal"," 134","Quispamsis",31,31,55,5,6,0,128,407
13004,"Fundy Royal/Fundy Royal"," 135","Quispamsis",41,25,57,9,11,1,144,441
13004,"Fundy Royal/Fundy Royal"," 136","Quispamsis",35,28,53,3,5,0,124,397
13004,"Fundy Royal/Fundy Royal"," 137","Quispamsis",50,39,70,13,17,0,189,505
13004,"Fundy Royal/Fundy Royal"," 138","Quispamsis",28,29,54,8,11,0,130,417
13004,"Fundy Royal/Fundy Royal"," 139","Quispamsis",40,41,92,5,17,0,195,555
13004,"Fundy Royal/Fundy Royal"," 140","Quispamsis",46,15,43,3,8,1,116,421
13004,"Fundy Royal/Fundy Royal"," 141","Quispamsis",57,15,83,14,3,1,173,432
13004,"Fundy Royal/Fundy Royal"," 142","Quispamsis",53,31,60,5,4,0,153,437
13004,"Fundy Royal/Fundy Royal"," 143","Quispamsis",46,27,45,1,4,0,123,378
13004,"Fundy Royal/Fundy Royal"," 144","Quispamsis",31,19,49,5,5,0,109,352
13004,"Fundy Royal/Fundy Royal"," 145","Quispamsis",83,39,96,7,4,2,231,630
13004,"Fundy Royal/Fundy Royal"," 146","Quispamsis",52,29,83,5,8,0,177,502
13004,"Fundy Royal/Fundy Royal"," 147","Quispamsis",69,34,72,9,9,0,193,472
13004,"Fundy Royal/Fundy Royal"," 148","Quispamsis",96,33,95,8,3,0,235,599
13004,"Fundy Royal/Fundy Royal"," 149","Quispamsis",82,28,79,3,15,1,208,594
13004,"Fundy Royal/Fundy Royal"," 150","Quispamsis",65,31,72,6,9,4,187,539
13004,"Fundy Royal/Fundy Royal"," 151","Quispamsis",60,19,46,7,11,0,143,438
13004,"Fundy Royal/Fundy Royal"," 152","Quispamsis",64,29,78,16,4,0,191,525
13004,"Fundy Royal/Fundy Royal"," 153","Quispamsis",52,21,61,6,3,1,144,512
13004,"Fundy Royal/Fundy Royal"," 154","Quispamsis",62,35,36,9,14,1,157,477
13004,"Fundy Royal/Fundy Royal"," 155","Quispamsis",37,36,44,6,4,0,127,409
13004,"Fundy Royal/Fundy Royal"," 156","Quispamsis",41,18,41,6,2,1,109,388
13004,"Fundy Royal/Fundy Royal"," 157","Quispamsis",56,26,94,7,5,0,188,442
13004,"Fundy Royal/Fundy Royal"," 158","Quispamsis",62,32,66,4,5,0,169,450
13004,"Fundy Royal/Fundy Royal"," 159","Quispamsis",48,26,63,6,3,2,148,465
13004,"Fundy Royal/Fundy Royal"," 160","Quispamsis",48,30,39,12,4,0,133,427
13004,"Fundy Royal/Fundy Royal"," 161","Quispamsis",54,28,66,7,11,0,166,527
13004,"Fundy Royal/Fundy Royal"," 162","Erbs Cove",26,16,68,14,16,0,140,327
13004,"Fundy Royal/Fundy Royal"," 163","Kingston",39,28,53,9,7,1,137,383
13004,"Fundy Royal/Fundy Royal"," 164","Kingston",48,32,74,15,16,0,185,553
13004,"Fundy Royal/Fundy Royal"," 165","Grays Mills",52,27,73,8,7,0,167,375
13004,"Fundy Royal/Fundy Royal"," 166","Long Reach",31,15,39,8,10,0,103,240
13004,"Fundy Royal/Fundy Royal"," 167","Whitehead",29,28,54,5,10,0,126,266
13004,"Fundy Royal/Fundy Royal"," 168","Summerville",60,30,74,8,15,1,188,372
13004,"Fundy Royal/Fundy Royal"," 169","Bayswater",48,23,70,8,20,1,170,300
13004,"Fundy Royal/Fundy Royal"," 500","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°14,,,,,,,9
13004,"Fundy Royal/Fundy Royal"," 501","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°10,,,,,,,7
13004,"Fundy Royal/Fundy Royal"," 502","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°19,,,,,,,29
13004,"Fundy Royal/Fundy Royal"," 503","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°21,,,,,,,19
13004,"Fundy Royal/Fundy Royal"," 504","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°22,,,,,,,4
13004,"Fundy Royal/Fundy Royal"," 505","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°38,,,,,,,7
13004,"Fundy Royal/Fundy Royal"," 506","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°37,,,,,,,10
13004,"Fundy Royal/Fundy Royal"," 507","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°59,,,,,,,21
13004,"Fundy Royal/Fundy Royal"," 508","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°48,,,,,,,27
13004,"Fundy Royal/Fundy Royal"," 509","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°64,,,,,,,24
13004,"Fundy Royal/Fundy Royal"," 510","Mobile poll/Bureau itinérant",16,4,24,0,2,1,47,83
13004,"Fundy Royal/Fundy Royal"," 511","Mobile poll/Bureau itinérant",3,3,1,0,1,0,8,9
13004,"Fundy Royal/Fundy Royal"," 512","Midland--Central Norton",Merged with No./Fusionné avec le n°100,,,,,,,1
13004,"Fundy Royal/Fundy Royal"," 513","Norton",Merged with No./Fusionné avec le n°99,,,,,,,4
13004,"Fundy Royal/Fundy Royal"," 514","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°162,,,,,,,7
13004,"Fundy Royal/Fundy Royal"," 515","Mobile poll/Bureau itinérant",Results combined with no. 116/Résultats combinés au n° 116,,,,,,,7
13004,"Fundy Royal/Fundy Royal"," 516","Mobile poll/Bureau itinérant",9,1,11,2,0,1,24,71
13004,"Fundy Royal/Fundy Royal"," 517","Mobile poll/Bureau itinérant",2,2,0,1,0,0,5,16
13004,"Fundy Royal/Fundy Royal"," 518","Mobile poll/Bureau itinérant",2,0,2,0,1,0,5,13
13004,"Fundy Royal/Fundy Royal"," 519","Mobile poll/Bureau itinérant",5,1,7,0,0,0,13,10
13004,"Fundy Royal/Fundy Royal"," 520","Mobile poll/Bureau itinérant",5,1,13,0,2,3,24,36
13004,"Fundy Royal/Fundy Royal"," 521","Mobile poll/Bureau itinérant",3,4,9,1,1,0,18,33
13004,"Fundy Royal/Fundy Royal"," 522","Mobile poll/Bureau itinérant",12,2,22,1,0,3,40,52
13004,"Fundy Royal/Fundy Royal"," 523","Mobile poll/Bureau itinérant",1,0,3,0,0,0,4,8
13004,"Fundy Royal/Fundy Royal"," 600","Salisbury",236,115,574,39,71,2,1037,
13004,"Fundy Royal/Fundy Royal"," 601","Riverview",336,147,530,50,88,5,1156,
13004,"Fundy Royal/Fundy Royal"," 602","Riverview",571,229,731,50,93,11,1685,
13004,"Fundy Royal/Fundy Royal"," 603","Salisbury",123,40,409,30,60,0,662,
13004,"Fundy Royal/Fundy Royal"," 604","Salisbury",130,90,428,30,65,2,745,
13004,"Fundy Royal/Fundy Royal"," 605","Brunswick--Havelock",83,32,327,19,49,2,512,
13004,"Fundy Royal/Fundy Royal"," 606","Cumberland Bay",49,27,123,8,9,3,219,
13004,"Fundy Royal/Fundy Royal"," 607","Petitcodiac",101,52,426,43,50,1,673,
13004,"Fundy Royal/Fundy Royal"," 608","Hillsborough",116,63,358,20,72,3,632,
13004,"Fundy Royal/Fundy Royal"," 609","Riverside-Albert",97,42,141,20,25,1,326,
13004,"Fundy Royal/Fundy Royal"," 610","Sussex Corner",162,56,584,36,75,5,918,
13004,"Fundy Royal/Fundy Royal"," 611","Sussex",311,95,744,77,64,4,1295,
13004,"Fundy Royal/Fundy Royal"," 612","Norton",111,65,304,31,36,4,551,
13004,"Fundy Royal/Fundy Royal"," 613","St. Martins",77,47,270,17,28,3,442,
13004,"Fundy Royal/Fundy Royal"," 614","Hampton",63,44,264,22,43,5,441,
13004,"Fundy Royal/Fundy Royal"," 615","Hampton",296,119,515,46,31,3,1010,
13004,"Fundy Royal/Fundy Royal"," 616","Kingston",154,85,383,52,31,5,710,
13004,"Fundy Royal/Fundy Royal"," 617","Quispamsis",508,197,806,69,45,3,1628,
13004,"Fundy Royal/Fundy Royal"," 618","Quispamsis",124,47,281,29,27,2,510,
13004,"Fundy Royal/Fundy Royal"," 619","Quispamsis",400,160,658,55,54,3,1330,
13004,"Fundy Royal/Fundy Royal"," 620","Quispamsis",490,133,860,49,41,3,1576,
13004,"Fundy Royal/Fundy Royal"," 621","Simonds",79,71,275,16,58,1,500,
13004,"Fundy Royal/Fundy Royal",,Group 1/Groupe 1, 87,84,125,23,22,18,359,79
13004,"Fundy Royal/Fundy Royal",,Group 2/Groupe 2, 495,139,881,53,50,13,1631,
