Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Simon Bérubé,Sean English,Bernard Généreux,François Lapointe,Thibaud Mony,Nancy Rochon,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 19","Saint-François-Xavier-de-Viger",13,6,34,7,2,4,1,67,187
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 20","Rivière-du-Loup",54,5,57,30,2,4,3,155,394
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 21","Rivière-du-Loup",67,13,73,26,0,3,1,183,510
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 22","Rivière-du-Loup",56,8,52,35,0,1,3,155,453
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 23","Rivière-du-Loup",69,6,91,36,0,5,11,218,545
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 24","Saint-Hubert-de-Rivière-du-Loup",40,5,70,34,3,6,3,161,346
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 25","Saint-Hubert-de-Rivière-du-Loup",49,2,77,27,1,2,3,161,325
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 26","Saint-Hubert-de-Rivière-du-Loup",51,2,84,35,0,7,2,181,412
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 27","Saint-Modeste",24,7,62,15,1,4,3,116,232
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 28","Saint-Modeste",33,8,73,23,2,4,7,150,298
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 29","Saint-Modeste",43,4,82,21,0,9,0,159,317
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 30","Rivière-du-Loup",59,9,88,37,0,5,5,203,526
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 31","Rivière-du-Loup",43,5,84,27,0,2,4,165,412
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 32","Rivière-du-Loup",29,12,71,23,0,3,2,140,443
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 33","Rivière-du-Loup",48,6,74,22,1,0,3,154,412
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 34","Rivière-du-Loup",37,5,44,28,2,2,3,121,377
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 35","Rivière-du-Loup",40,5,22,35,4,2,1,109,330
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 36","Rivière-du-Loup",41,11,40,32,0,1,4,129,432
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 37","Rivière-du-Loup",27,4,20,23,1,2,1,78,286
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 38","Rivière-du-Loup",47,10,45,18,0,3,2,125,403
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 39","Rivière-du-Loup",33,13,51,26,1,5,2,131,412
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 40","Rivière-du-Loup",39,3,52,29,1,4,1,129,455
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 41","Rivière-du-Loup",62,5,73,22,2,2,2,168,420
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 42","Rivière-du-Loup",72,7,80,12,1,2,5,179,491
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 43","Rivière-du-Loup",38,11,45,32,1,5,3,135,385
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 44","Rivière-du-Loup",61,10,72,41,0,1,4,189,515
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 45","Rivière-du-Loup",51,11,39,34,0,1,6,142,459
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 46","Rivière-du-Loup",47,15,51,31,0,5,4,153,428
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 47","Rivière-du-Loup",32,2,35,19,0,2,1,91,352
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 48","Rivière-du-Loup",49,0,47,15,0,4,2,117,359
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 49","Rivière-du-Loup",48,18,52,24,3,3,2,150,423
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 50","Rivière-du-Loup",64,16,50,24,1,6,0,161,383
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 51","Rivière-du-Loup",48,9,51,25,2,4,4,143,394
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 52","Rivière-du-Loup",46,8,39,24,0,3,1,121,317
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 53","Rivière-du-Loup",44,5,38,28,0,2,3,120,371
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 54","Rivière-du-Loup",41,8,32,32,1,0,3,117,359
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 55","Rivière-du-Loup",56,14,70,43,1,1,0,185,487
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 56","Saint-Antonin",34,4,78,20,0,6,8,150,360
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 57","Saint-Antonin",52,5,71,23,1,1,6,159,405
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 58","Rivière-du-Loup",38,8,50,34,0,2,2,134,472
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 59","Rivière-du-Loup",69,5,79,22,1,5,2,183,534
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 60","Rivière-du-Loup",39,5,58,28,0,1,1,132,443
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 61","Rivière-du-Loup",29,6,98,38,2,3,0,176,531
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 62","Rivière-du-Loup",56,4,74,24,0,4,1,163,408
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 63","Rivière-du-Loup",58,5,62,25,0,3,1,154,437
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 64","Notre-Dame-du-Portage",61,7,58,40,1,4,3,174,357
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 65","Notre-Dame-du-Portage",91,15,44,58,0,1,2,211,374
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 66","Notre-Dame-du-Portage",41,9,67,42,0,2,3,164,339
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 67","Saint-Antonin",37,3,45,19,3,1,2,110,361
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 68","Saint-Antonin",49,5,60,23,0,3,2,142,464
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 69","Saint-Antonin",31,7,73,12,2,4,2,131,389
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 70","Saint-Antonin",41,12,59,27,1,8,2,150,306
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 71","Saint-Antonin",30,1,62,12,0,4,1,110,272
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 72","Saint-Antonin",33,8,54,22,1,3,3,124,364
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 73","Saint-Antonin",47,8,52,15,0,2,2,126,360
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 74","Saint-Alexandre-de-Kamouraska",36,5,77,25,1,2,1,147,358
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 75","Saint-Alexandre-de-Kamouraska",56,0,64,19,3,4,2,148,381
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 76","Saint-Alexandre-de-Kamouraska",41,11,97,28,2,7,2,188,455
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 77","Saint-Alexandre-de-Kamouraska",43,2,74,23,1,5,0,148,361
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 78","Saint-André-de-Kamouraska",66,9,59,16,3,2,0,155,301
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 79","Saint-André-de-Kamouraska",27,5,23,18,1,1,1,76,188
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 80","Saint-Germain",55,10,53,22,5,8,3,156,236
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 81","Saint-Joseph-de-Kamouraska",34,8,80,19,2,6,4,153,303
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 82","Sainte-Hélène",44,9,119,30,4,2,3,211,385
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 83","Sainte-Hélène-de-Kamouraska",42,8,73,33,1,1,3,161,335
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 84","Kamouraska",37,8,59,17,0,1,2,124,244
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 85","Kamouraska",36,3,63,20,0,0,1,123,248
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 86","Saint-Pascal",33,1,68,21,0,3,5,131,375
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 87","Saint-Pascal",38,6,49,24,1,3,0,121,367
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 88","Saint-Pascal",45,6,51,20,0,1,3,126,358
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 89","Saint-Pascal",29,1,32,17,0,0,1,80,260
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 90","Saint-Pascal",35,5,59,18,0,0,6,123,355
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 91","Saint-Pascal",40,4,72,19,0,1,1,137,374
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 92","Saint-Pascal",31,5,62,13,0,1,2,114,313
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 93","Saint-Pascal",39,1,55,23,0,0,0,118,311
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 94","Saint-Denis",60,9,94,15,0,1,3,182,419
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 95","Saint-Philippe-de-Néri",27,4,95,11,1,3,5,146,347
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 96","Saint-Philippe-de-Néri",39,5,78,14,0,1,8,145,322
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 97","Saint-Bruno-de-Kamouraska",59,10,97,33,1,4,5,209,464
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 98","Rivière-Ouelle",66,10,105,32,1,1,7,222,440
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 99","Rivière-Ouelle",37,8,102,23,2,1,4,177,322
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 100","Saint-Pacôme",40,5,54,15,0,1,6,121,287
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 101","Saint-Pacôme",35,7,67,15,0,4,4,132,341
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 102","Saint-Pacôme",37,10,56,24,0,2,5,134,317
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 103","Saint-Pacôme",36,3,68,13,1,2,3,126,305
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 104","Saint-Gabriel-Lalemant",21,1,80,15,2,6,6,131,303
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 105","Saint-Gabriel-Lalemant",27,3,59,15,2,1,3,110,270
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 106","La Pocatière",32,12,76,23,0,1,3,147,398
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 107","La Pocatière",29,3,72,20,0,1,3,128,370
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 108","La Pocatière",27,7,48,14,0,3,2,101,371
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 109","La Pocatière",38,15,52,12,0,1,6,124,355
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 110","Sainte-Anne-de-la-Pocatière",38,5,62,24,1,2,8,140,363
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 111","Sainte-Anne-de-la-Pocatière",35,4,72,15,1,0,3,130,347
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 112","La Pocatière",45,7,60,23,0,3,0,138,385
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 113","La Pocatière",30,6,48,11,0,1,1,97,278
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 114","La Pocatière",45,7,88,25,1,1,1,168,408
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 115","La Pocatière",33,9,34,12,0,0,0,88,219
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 116","La Pocatière",37,13,51,14,1,4,3,123,381
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 117","Sainte-Anne-de-la-Pocatière",24,4,63,15,3,3,1,113,258
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 118","Sainte-Anne-de-la-Pocatière",24,1,92,13,0,2,2,134,346
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 119","Mont-Carmel",41,3,54,13,0,3,2,116,250
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 120","Mont-Carmel",29,0,61,14,1,1,3,109,221
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 121","Mont-Carmel",64,1,105,26,3,1,4,204,434
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 122","Saint-Onésime-d'Ixworth",21,2,74,14,1,2,0,114,215
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 123","Saint-Onésime-d'Ixworth",27,0,57,15,1,3,4,107,228
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 124","Saint-Roch-des-Aulnaies",67,8,115,37,1,1,1,230,413
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 125","Saint-Roch-des-Aulnaies",61,11,85,23,8,3,4,195,393
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 126","Sainte-Louise",48,4,82,20,4,3,5,166,276
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 127","Sainte-Louise",47,6,67,16,6,4,0,146,263
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 128","Saint-Damase-de-L'Islet",6,2,67,11,0,1,0,87,169
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 129","Saint-Damase-de-L'Islet",19,3,94,25,1,3,3,148,314
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 130","Saint-Jean-Port-Joli",44,8,79,24,1,3,3,162,386
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 131","Saint-Jean-Port-Joli",28,4,46,11,0,3,0,92,260
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 132","Saint-Jean-Port-Joli",33,3,83,28,0,2,4,153,365
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 133","Saint-Jean-Port-Joli",35,4,74,27,2,7,1,150,375
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 134","Saint-Jean-Port-Joli",41,9,82,27,3,0,5,167,428
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 135","Saint-Jean-Port-Joli",30,6,55,14,0,2,2,109,274
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 136","Saint-Jean-Port-Joli",38,5,60,25,1,6,1,136,324
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 137","Saint-Jean-Port-Joli",41,3,51,24,1,0,0,120,286
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 138","Saint-Omer",21,0,71,22,0,9,2,125,250
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 139","Tourville",15,2,57,5,1,4,0,84,254
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 140","Tourville",22,2,61,15,0,3,3,106,237
