Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Brigitte Cecelia,Michael Cooper,Kathleen Mpulubusi,Greg Springate,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 15","St. Albert",12,78,56,32,2,180,382
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 16","St. Albert",10,89,66,20,0,185,415
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 17","St. Albert",8,83,52,31,0,174,393
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 18","St. Albert",10,49,56,21,2,138,380
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 19","St. Albert",10,64,46,20,0,140,369
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 20","St. Albert",7,57,41,11,1,117,338
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 21","St. Albert",2,46,35,20,1,104,367
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 22","St. Albert",9,117,66,35,2,229,470
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 23","St. Albert",7,100,55,33,1,196,426
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 24","St. Albert",10,91,71,38,1,211,486
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 25","St. Albert",11,116,71,35,0,233,509
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 26","St. Albert",7,92,39,27,0,165,388
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 27","St. Albert",10,59,49,19,1,138,477
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 28","St. Albert",4,75,29,19,1,128,360
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 29","St. Albert",9,75,39,21,1,145,328
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 30","St. Albert",10,64,43,19,0,136,340
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 31","St. Albert",13,80,45,17,1,156,411
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 32","St. Albert",17,89,47,23,0,176,356
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 33","St. Albert",11,79,51,32,1,174,398
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 34","St. Albert",7,90,49,35,1,182,459
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 35","St. Albert",7,91,70,36,0,204,407
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 36","St. Albert",11,85,65,39,0,200,366
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 37","St. Albert",10,81,38,25,1,155,485
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 38","St. Albert",6,69,43,19,1,138,369
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 39","St. Albert",9,37,17,8,1,72,275
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 40","St. Albert",13,56,28,18,0,115,329
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 41","St. Albert",11,99,62,37,0,209,509
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 42","St. Albert",6,83,44,22,0,155,352
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 43","St. Albert",8,54,47,28,0,137,365
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 44","St. Albert",9,83,31,36,0,159,426
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 45","St. Albert",15,103,54,60,0,232,670
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 46","St. Albert",6,135,47,28,0,216,515
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 47","St. Albert",9,124,62,18,0,213,458
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 48","St. Albert",12,76,30,25,1,144,344
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 49","St. Albert",11,65,52,28,0,156,418
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 50","St. Albert",14,74,76,38,1,203,456
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 51","St. Albert",7,90,21,34,0,152,253
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 52","St. Albert",7,88,43,35,0,173,350
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 53","St. Albert",11,71,53,21,2,158,349
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 54","St. Albert",13,88,64,15,0,180,353
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 55","St. Albert",8,67,58,27,0,160,353
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 56","St. Albert",12,91,76,40,1,220,402
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 57","St. Albert",16,91,93,55,0,255,458
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 58","St. Albert",5,87,60,39,0,191,354
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 59","St. Albert",8,81,47,23,1,160,338
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 60","St. Albert",11,164,77,46,2,300,722
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 61","St. Albert",9,81,72,32,0,194,443
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 62","St. Albert",16,66,49,20,0,151,358
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 63","St. Albert",9,100,68,42,1,220,459
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 64","St. Albert",15,61,50,22,0,148,336
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 65A","St. Albert",11,124,111,35,0,281,677
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 65B","St. Albert",19,126,79,35,0,259,617
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 66","St. Albert",6,73,40,22,1,142,399
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 67","St. Albert",11,43,43,16,1,114,359
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 68","St. Albert",9,58,51,21,1,140,403
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 69","St. Albert",23,72,44,16,0,155,418
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 70","St. Albert",9,122,48,32,2,213,505
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 71","St. Albert",12,142,55,26,0,235,542
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 72","St. Albert",10,111,60,31,0,212,437
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 73","St. Albert",12,96,44,35,1,188,430
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 74","St. Albert",17,88,69,34,0,208,481
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 75","St. Albert",11,77,71,27,1,187,448
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 76","St. Albert",15,95,103,30,0,243,503
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 77","St. Albert",23,79,52,27,1,182,425
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 78","St. Albert",9,79,59,26,0,173,359
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 79","St. Albert",7,80,74,41,1,203,397
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 80","St. Albert",22,54,50,14,0,140,301
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 81","St. Albert",14,80,47,20,0,161,377
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 82","St. Albert",6,82,54,17,0,159,318
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 83","St. Albert",18,51,43,18,0,130,291
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 84","St. Albert",7,88,88,34,1,218,458
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 85","St. Albert",8,41,57,21,1,128,417
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 86","St. Albert",14,57,45,15,1,132,364
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 87","St. Albert",7,61,38,27,0,133,368
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 88","St. Albert",23,75,66,31,1,196,399
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 89","St. Albert",17,76,52,31,2,178,362
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 90","St. Albert",13,75,59,19,0,166,379
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 91","St. Albert",9,96,81,39,1,226,549
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 92","St. Albert",11,80,54,39,0,184,423
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 93","St. Albert",9,70,71,28,1,179,384
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 94","St. Albert",18,83,61,30,1,193,400
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 95","St. Albert",18,95,84,32,2,231,641
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 96","St. Albert",11,54,62,22,0,149,417
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 97","St. Albert",15,81,62,33,1,192,440
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 98","St. Albert",14,66,72,21,1,174,422
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 99","St. Albert",9,73,39,24,0,145,449
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 100","St. Albert",12,58,78,17,0,165,408
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 101","St. Albert",20,92,63,15,1,191,453
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 102","Edmonton",5,51,33,36,1,126,383
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 103","Edmonton",5,79,54,37,0,175,424
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 104","Edmonton",12,45,29,32,4,122,360
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 105","Edmonton",10,59,58,57,0,184,555
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 106A","Edmonton",8,69,68,34,2,181,388
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 106B","Edmonton",9,52,39,27,1,128,327
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 107","Edmonton",10,69,63,59,3,204,545
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 108","Edmonton",22,111,73,76,1,283,761
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 109","Edmonton",7,77,73,48,0,205,527
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 110","Edmonton",14,59,63,45,3,184,541
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 111","Edmonton",15,74,58,41,1,189,563
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 112","St. Albert",21,69,56,31,0,177,416
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 113","St. Albert",7,74,56,17,0,154,350
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 114","St. Albert",7,87,53,20,1,168,405
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 115","St. Albert",15,66,51,11,0,143,364
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 116","St. Albert",5,36,26,8,0,75,231
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 117","Edmonton",15,93,62,48,1,219,467
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 118","Edmonton",13,109,64,45,4,235,552
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 119A","Edmonton",17,77,52,44,0,190,398
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 119B","Edmonton",8,78,71,28,2,187,426
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 120","Edmonton",8,135,83,68,0,294,670
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 121","Edmonton",13,63,39,30,0,145,393
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 122","Edmonton",19,134,87,59,1,300,786
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 123","Edmonton",8,47,38,44,0,137,403
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 124","St. Albert",26,104,102,31,0,263,555
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 125","St. Albert",19,78,68,16,2,183,402
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 126","St. Albert",17,70,68,21,2,178,368
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 127","St. Albert",17,137,89,51,0,294,639
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 128","St. Albert",9,115,81,31,0,236,477
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 129","St. Albert",10,120,73,37,0,240,528
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 130","St. Albert",17,128,70,25,1,241,545
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 131","St. Albert",14,60,65,18,0,157,402
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 132","St. Albert",10,84,52,34,0,180,469
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 133","Edmonton",8,118,82,52,0,260,610
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 134","Edmonton",7,67,73,39,0,186,479
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 135","Edmonton",14,72,58,33,0,177,484
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 136","Edmonton",14,71,38,42,0,165,486
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 137","Edmonton",12,55,54,37,0,158,430
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 138","Edmonton",4,47,35,29,0,115,270
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 139","Edmonton",16,109,56,39,0,220,457
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 140","Edmonton",18,64,47,22,2,153,315
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 141","Edmonton",9,96,72,38,1,216,582
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 142","Edmonton",21,103,58,50,0,232,501
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 143","Edmonton",6,59,47,40,3,155,457
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 144","Edmonton",16,74,82,91,1,264,642
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 145","Edmonton",6,58,62,30,2,158,457
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 146","Edmonton",15,82,35,59,3,194,518
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 147","Edmonton",5,74,41,38,0,158,312
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 148","Edmonton",10,62,67,38,0,177,459
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 149","Edmonton",12,54,48,28,0,142,454
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 150","Edmonton",11,58,31,57,2,159,327
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 151","Edmonton",10,80,55,24,0,169,382
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 152","Edmonton",9,54,76,33,0,172,365
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 153","Edmonton",19,84,65,28,0,196,413
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 154","Edmonton",17,91,53,49,0,210,410
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 155","Edmonton",9,61,58,39,2,169,507
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 156","Edmonton",9,64,45,30,1,149,480
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 157","Edmonton",7,59,32,42,0,140,446
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 158A","Edmonton",10,41,30,38,1,120,338
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 158B","Edmonton",4,38,27,13,0,82,313
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 159","Edmonton",4,50,18,12,0,84,371
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 160","Edmonton",14,42,44,42,1,143,408
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 161","Edmonton",11,56,38,31,1,137,465
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 162","Edmonton",7,53,35,35,2,132,413
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 163","Edmonton",6,34,47,21,0,108,340
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 164","Edmonton",13,38,44,33,0,128,352
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 165","Edmonton",6,62,36,35,2,141,513
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 166","Edmonton",7,64,45,19,0,135,442
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 167","Edmonton",10,44,50,29,0,133,377
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 168","Edmonton",4,52,43,20,0,119,379
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 169","Edmonton",13,32,33,27,0,105,359
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 170","Edmonton",6,47,34,43,0,130,376
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 171","Edmonton",26,142,106,43,1,318,741
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 172","Edmonton",16,94,40,29,0,179,393
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 173A","Edmonton",12,89,50,27,1,179,406
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 173B","Edmonton",7,76,37,32,1,153,378
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 174A","Edmonton",10,122,73,33,1,239,528
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 174B","Edmonton",8,112,69,30,2,221,546
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 175","Edmonton",12,170,95,56,1,334,712
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 176","Edmonton",13,65,60,42,2,182,452
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 177","Edmonton",8,63,59,45,0,175,505
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 178","Edmonton",9,59,55,40,1,164,407
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 179","Edmonton",5,73,76,61,0,215,480
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 180","Edmonton",6,97,61,85,0,249,508
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 181","Edmonton",15,42,43,41,1,142,456
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 182","St. Albert",4,36,30,12,0,82,298
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 183","St. Albert",19,63,61,17,0,160,376
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 184","St. Albert",11,46,16,18,1,92,392
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 185","St. Albert",15,58,59,17,2,151,386
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 186","St. Albert",5,38,32,13,1,89,324
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 187","Edmonton",9,63,61,47,3,183,573
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 188","Edmonton",14,67,48,57,4,190,496
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 189","Edmonton",8,44,35,28,1,116,476
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 190","Edmonton",10,57,53,50,0,170,433
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 191","Edmonton",15,88,83,62,1,249,674
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 192","Edmonton",11,25,37,30,2,105,350
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 193","Edmonton",16,66,66,45,0,193,591
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 194","Edmonton",8,43,56,47,0,154,542
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 195","Edmonton",5,33,35,46,0,119,438
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 196","Edmonton",12,34,40,33,0,119,341
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 197","Edmonton",17,52,51,45,0,165,467
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 198","Edmonton",4,50,27,40,1,122,367
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 199","Edmonton",12,77,46,47,3,185,451
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 200","Edmonton",6,39,37,30,0,112,384
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 201","Edmonton",7,47,31,38,3,126,372
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 202","Edmonton",14,30,48,22,0,114,369
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 203","Edmonton",12,32,38,37,2,121,368
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 204","Edmonton",10,48,34,40,1,133,297
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 205","Edmonton",5,51,45,40,0,141,389
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 206","Edmonton",6,31,48,28,2,115,392
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 207","Edmonton",10,40,38,27,1,116,345
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 500","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°511,,,,,,21
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 501","Mobile poll/Bureau itinérant",0,16,4,5,0,25,127
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 502","Mobile poll/Bureau itinérant",2,18,2,3,0,25,45
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 503","Mobile poll/Bureau itinérant",3,25,11,17,1,57,229
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 504","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 505","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°506,,,,,,15
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 506","Mobile poll/Bureau itinérant",0,6,0,4,0,10,3
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 507","Mobile poll/Bureau itinérant",3,29,7,20,1,60,94
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 508","Mobile poll/Bureau itinérant",1,40,9,15,1,66,145
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 509","Mobile poll/Bureau itinérant",0,34,7,10,0,51,80
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 510","Mobile poll/Bureau itinérant",3,10,2,15,2,32,93
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 511","Mobile poll/Bureau itinérant",1,57,8,5,1,72,106
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 512","Mobile poll/Bureau itinérant",3,24,12,8,2,49,97
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 513","Mobile poll/Bureau itinérant",3,32,3,11,0,49,126
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 514","Mobile poll/Bureau itinérant",2,26,8,15,1,52,91
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 515","Mobile poll/Bureau itinérant",2,37,8,19,1,67,99
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 600","St. Albert",58,700,279,171,5,1213,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 601","St. Albert",83,698,327,165,4,1277,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 602","St. Albert",64,735,309,162,5,1275,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 603","St. Albert",48,808,283,218,5,1362,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 604","St. Albert",64,894,334,205,1,1498,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 605","St. Albert",99,848,356,228,1,1532,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 606","St. Albert",50,656,276,199,3,1184,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 607","St. Albert",62,533,269,169,4,1037,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 608","St. Albert",79,527,299,113,2,1020,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 609","St. Albert",72,647,256,144,6,1125,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 610","Edmonton",75,837,342,209,5,1468,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 611","Edmonton",63,407,225,219,1,915,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 612","Edmonton",56,584,263,250,2,1155,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 613","Edmonton",42,338,181,94,1,656,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 614","Edmonton",61,467,277,185,2,992,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 615","Edmonton",49,585,266,230,1,1131,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 616","Edmonton",49,392,302,180,4,927,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 617","Edmonton",49,446,223,192,7,917,
48031,"St. Albert--Edmonton/St. Albert--Edmonton",,Group 1/Groupe 1, 59,447,156,124,46,832,198
48031,"St. Albert--Edmonton/St. Albert--Edmonton",,Group 2/Groupe 2, 101,1294,721,621,71,2808,
