Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Chrystia Freeland,Drew Garvie,Tim Grant,David Kent,Nicole Robicheau,Steven Taylor,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35110,"University--Rosedale/University--Rosedale"," 19","Toronto",Merged with No./Fusionné avec le n°23,,,,,,,,402
35110,"University--Rosedale/University--Rosedale"," 20","Toronto",Merged with No./Fusionné avec le n°23,,,,,,,,339
35110,"University--Rosedale/University--Rosedale"," 21","Toronto",Merged with No./Fusionné avec le n°23,,,,,,,,450
35110,"University--Rosedale/University--Rosedale"," 22","Toronto",Merged with No./Fusionné avec le n°23,,,,,,,,453
35110,"University--Rosedale/University--Rosedale"," 23","Toronto",651,0,56,35,92,553,5,1392,537
35110,"University--Rosedale/University--Rosedale"," 24","Toronto",Merged with No./Fusionné avec le n°23,,,,,,,,461
35110,"University--Rosedale/University--Rosedale"," 25","Toronto",91,4,10,7,22,61,0,195,438
35110,"University--Rosedale/University--Rosedale"," 26","Toronto",76,0,5,3,18,42,2,146,341
35110,"University--Rosedale/University--Rosedale"," 27","Toronto",Merged with No./Fusionné avec le n°16,,,,,,,,532
35110,"University--Rosedale/University--Rosedale"," 28","Toronto",Merged with No./Fusionné avec le n°47,,,,,,,,392
35110,"University--Rosedale/University--Rosedale"," 29","Toronto",Merged with No./Fusionné avec le n°23,,,,,,,,319
35110,"University--Rosedale/University--Rosedale"," 30","Toronto",Merged with No./Fusionné avec le n°41,,,,,,,,336
35110,"University--Rosedale/University--Rosedale"," 31","Toronto",Merged with No./Fusionné avec le n°35,,,,,,,,480
35110,"University--Rosedale/University--Rosedale"," 32","Toronto",102,2,9,4,26,58,1,202,375
35110,"University--Rosedale/University--Rosedale"," 33","Toronto",101,0,16,8,24,74,2,225,465
35110,"University--Rosedale/University--Rosedale"," 34","Toronto",Merged with No./Fusionné avec le n°41,,,,,,,,589
35110,"University--Rosedale/University--Rosedale"," 35","Toronto",461,3,42,33,122,249,7,917,569
35110,"University--Rosedale/University--Rosedale"," 36","Toronto",Merged with No./Fusionné avec le n°35,,,,,,,,472
35110,"University--Rosedale/University--Rosedale"," 37","Toronto",Merged with No./Fusionné avec le n°35,,,,,,,,363
35110,"University--Rosedale/University--Rosedale"," 38","Toronto",471,2,23,29,217,198,8,948,490
35110,"University--Rosedale/University--Rosedale"," 39","Toronto",Merged with No./Fusionné avec le n°38,,,,,,,,352
35110,"University--Rosedale/University--Rosedale"," 40","Toronto",Void/Supprimé,,,,,,,,
35110,"University--Rosedale/University--Rosedale"," 41","Toronto",203,3,8,6,56,197,3,476,602
35110,"University--Rosedale/University--Rosedale"," 42","Toronto",Merged with No./Fusionné avec le n°16,,,,,,,,396
35110,"University--Rosedale/University--Rosedale"," 43","Toronto",Merged with No./Fusionné avec le n°46,,,,,,,,439
35110,"University--Rosedale/University--Rosedale"," 44","Toronto",Merged with No./Fusionné avec le n°16,,,,,,,,426
35110,"University--Rosedale/University--Rosedale"," 45","Toronto",Merged with No./Fusionné avec le n°46,,,,,,,,426
35110,"University--Rosedale/University--Rosedale"," 46","Toronto",315,2,29,31,207,199,5,788,442
35110,"University--Rosedale/University--Rosedale"," 47","Toronto",89,3,5,8,26,110,0,241,667
35110,"University--Rosedale/University--Rosedale"," 48","Toronto",109,1,7,2,41,89,1,250,492
35110,"University--Rosedale/University--Rosedale"," 49","Toronto",136,1,6,11,15,104,10,283,705
35110,"University--Rosedale/University--Rosedale"," 50","Toronto",Merged with No./Fusionné avec le n°16,,,,,,,,380
35110,"University--Rosedale/University--Rosedale"," 51","Toronto",91,1,12,6,72,37,0,219,520
35110,"University--Rosedale/University--Rosedale"," 52","Toronto",Merged with No./Fusionné avec le n°46,,,,,,,,447
35110,"University--Rosedale/University--Rosedale"," 53","Toronto",Merged with No./Fusionné avec le n°16,,,,,,,,483
35110,"University--Rosedale/University--Rosedale"," 54","Toronto",Merged with No./Fusionné avec le n°46,,,,,,,,343
35110,"University--Rosedale/University--Rosedale"," 55","Toronto",124,3,10,12,128,32,0,309,392
35110,"University--Rosedale/University--Rosedale"," 56","Toronto",99,7,18,10,57,26,0,217,418
35110,"University--Rosedale/University--Rosedale"," 57","Toronto",34,2,9,4,29,9,0,87,218
35110,"University--Rosedale/University--Rosedale"," 58A","Toronto",Merged with No./Fusionné avec le n°55,,,,,,,,301
35110,"University--Rosedale/University--Rosedale"," 58B","Mobile poll/Bureau itinérant",15,0,0,2,11,1,0,29,99
35110,"University--Rosedale/University--Rosedale"," 59","Toronto",Merged with No./Fusionné avec le n°16,,,,,,,,414
35110,"University--Rosedale/University--Rosedale"," 60","Toronto",132,1,21,9,144,38,1,346,363
35110,"University--Rosedale/University--Rosedale"," 61","Toronto",Merged with No./Fusionné avec le n°68,,,,,,,,463
35110,"University--Rosedale/University--Rosedale"," 62","Toronto",121,3,16,9,143,51,0,343,492
35110,"University--Rosedale/University--Rosedale"," 63","Toronto",Merged with No./Fusionné avec le n°56,,,,,,,,336
35110,"University--Rosedale/University--Rosedale"," 64","Toronto",Merged with No./Fusionné avec le n°62,,,,,,,,403
35110,"University--Rosedale/University--Rosedale"," 65","Toronto",137,2,17,6,141,32,2,337,498
35110,"University--Rosedale/University--Rosedale"," 66","Toronto",Merged with No./Fusionné avec le n°65,,,,,,,,382
35110,"University--Rosedale/University--Rosedale"," 67","Toronto",Merged with No./Fusionné avec le n°76,,,,,,,,489
35110,"University--Rosedale/University--Rosedale"," 68","Toronto",138,3,21,15,118,49,2,346,506
35110,"University--Rosedale/University--Rosedale"," 69","Toronto",Merged with No./Fusionné avec le n°78,,,,,,,,402
35110,"University--Rosedale/University--Rosedale"," 70","Toronto",Merged with No./Fusionné avec le n°99,,,,,,,,439
35110,"University--Rosedale/University--Rosedale"," 71","Toronto",149,2,16,10,47,41,1,266,524
35110,"University--Rosedale/University--Rosedale"," 72","Toronto",92,1,11,8,65,59,3,239,449
35110,"University--Rosedale/University--Rosedale"," 73","Toronto",55,1,4,1,84,22,0,167,351
35110,"University--Rosedale/University--Rosedale"," 74","Toronto",137,2,12,11,93,44,1,300,479
35110,"University--Rosedale/University--Rosedale"," 75","Toronto",Merged with No./Fusionné avec le n°87,,,,,,,,465
35110,"University--Rosedale/University--Rosedale"," 76","Toronto",134,0,7,14,107,39,4,305,512
35110,"University--Rosedale/University--Rosedale"," 77","Toronto",Merged with No./Fusionné avec le n°74,,,,,,,,409
35110,"University--Rosedale/University--Rosedale"," 78","Toronto",121,1,18,10,90,23,1,264,428
35110,"University--Rosedale/University--Rosedale"," 79","Toronto",Merged with No./Fusionné avec le n°84,,,,,,,,406
35110,"University--Rosedale/University--Rosedale"," 80","Toronto",Merged with No./Fusionné avec le n°60,,,,,,,,318
35110,"University--Rosedale/University--Rosedale"," 81","Toronto",111,2,31,7,133,57,0,341,505
35110,"University--Rosedale/University--Rosedale"," 82","Toronto",Merged with No./Fusionné avec le n°86,,,,,,,,464
35110,"University--Rosedale/University--Rosedale"," 83","Toronto",Merged with No./Fusionné avec le n°60,,,,,,,,310
35110,"University--Rosedale/University--Rosedale"," 84","Toronto",160,6,22,22,132,40,2,384,484
35110,"University--Rosedale/University--Rosedale"," 85","Toronto",Merged with No./Fusionné avec le n°84,,,,,,,,427
35110,"University--Rosedale/University--Rosedale"," 86","Toronto",167,5,24,10,119,41,1,367,535
35110,"University--Rosedale/University--Rosedale"," 87","Toronto",105,1,23,9,86,30,0,254,480
35110,"University--Rosedale/University--Rosedale"," 88","Toronto",96,1,11,11,95,31,1,246,461
35110,"University--Rosedale/University--Rosedale"," 89","Toronto",Merged with No./Fusionné avec le n°113,,,,,,,,355
35110,"University--Rosedale/University--Rosedale"," 90","Toronto",Merged with No./Fusionné avec le n°113,,,,,,,,460
35110,"University--Rosedale/University--Rosedale"," 91","Toronto",Merged with No./Fusionné avec le n°113,,,,,,,,438
35110,"University--Rosedale/University--Rosedale"," 92","Toronto",Merged with No./Fusionné avec le n°94,,,,,,,,377
35110,"University--Rosedale/University--Rosedale"," 93","Toronto",104,3,15,8,103,19,0,252,510
35110,"University--Rosedale/University--Rosedale"," 94","Toronto",135,2,56,13,150,37,0,393,549
35110,"University--Rosedale/University--Rosedale"," 95","Toronto",Merged with No./Fusionné avec le n°81,,,,,,,,441
35110,"University--Rosedale/University--Rosedale"," 96","Toronto",Merged with No./Fusionné avec le n°124,,,,,,,,417
35110,"University--Rosedale/University--Rosedale"," 97","Toronto",138,1,22,14,123,33,1,332,397
35110,"University--Rosedale/University--Rosedale"," 98","Toronto",Merged with No./Fusionné avec le n°97,,,,,,,,372
35110,"University--Rosedale/University--Rosedale"," 99","Toronto",844,12,60,48,631,357,8,1960,612
35110,"University--Rosedale/University--Rosedale"," 100","Toronto",Merged with No./Fusionné avec le n°113,,,,,,,,437
35110,"University--Rosedale/University--Rosedale"," 101","Toronto",Merged with No./Fusionné avec le n°113,,,,,,,,435
35110,"University--Rosedale/University--Rosedale"," 102","Toronto",Merged with No./Fusionné avec le n°113,,,,,,,,449
35110,"University--Rosedale/University--Rosedale"," 103","Toronto",86,5,14,4,108,23,2,242,447
35110,"University--Rosedale/University--Rosedale"," 104","Toronto",Merged with No./Fusionné avec le n°99,,,,,,,,447
35110,"University--Rosedale/University--Rosedale"," 105","Toronto",Merged with No./Fusionné avec le n°99,,,,,,,,372
35110,"University--Rosedale/University--Rosedale"," 106","Toronto",Merged with No./Fusionné avec le n°108,,,,,,,,295
35110,"University--Rosedale/University--Rosedale"," 107","Toronto",Merged with No./Fusionné avec le n°111,,,,,,,,327
35110,"University--Rosedale/University--Rosedale"," 108","Toronto",115,1,23,9,103,27,0,278,380
35110,"University--Rosedale/University--Rosedale"," 109","Toronto",Merged with No./Fusionné avec le n°88,,,,,,,,358
35110,"University--Rosedale/University--Rosedale"," 110","Toronto",Merged with No./Fusionné avec le n°108,,,,,,,,339
35110,"University--Rosedale/University--Rosedale"," 111","Toronto",120,0,11,5,55,17,1,209,430
35110,"University--Rosedale/University--Rosedale"," 112","Toronto",160,1,22,7,129,35,0,354,623
35110,"University--Rosedale/University--Rosedale"," 113","Toronto",463,14,89,30,441,122,4,1163,452
35110,"University--Rosedale/University--Rosedale"," 114","Toronto",Merged with No./Fusionné avec le n°112,,,,,,,,421
35110,"University--Rosedale/University--Rosedale"," 115","Toronto",Void/Supprimé,,,,,,,,
35110,"University--Rosedale/University--Rosedale"," 116","Toronto",116,5,4,7,86,27,7,252,506
35110,"University--Rosedale/University--Rosedale"," 117","Toronto",Merged with No./Fusionné avec le n°99,,,,,,,,494
35110,"University--Rosedale/University--Rosedale"," 118","Toronto",Merged with No./Fusionné avec le n°99,,,,,,,,349
35110,"University--Rosedale/University--Rosedale"," 119","Toronto",Merged with No./Fusionné avec le n°127,,,,,,,,377
35110,"University--Rosedale/University--Rosedale"," 120","Toronto",44,1,7,9,91,15,0,167,431
35110,"University--Rosedale/University--Rosedale"," 121","Toronto",Merged with No./Fusionné avec le n°103,,,,,,,,395
35110,"University--Rosedale/University--Rosedale"," 122","Toronto",Merged with No./Fusionné avec le n°128,,,,,,,,326
35110,"University--Rosedale/University--Rosedale"," 123","Toronto",Merged with No./Fusionné avec le n°93,,,,,,,,435
35110,"University--Rosedale/University--Rosedale"," 124","Toronto",115,2,14,10,123,24,0,288,425
35110,"University--Rosedale/University--Rosedale"," 125","Toronto",Merged with No./Fusionné avec le n°97,,,,,,,,362
35110,"University--Rosedale/University--Rosedale"," 126","Toronto",Merged with No./Fusionné avec le n°132,,,,,,,,440
35110,"University--Rosedale/University--Rosedale"," 127","Toronto",83,2,10,15,100,15,0,225,440
35110,"University--Rosedale/University--Rosedale"," 128","Toronto",93,2,15,6,74,25,0,215,505
35110,"University--Rosedale/University--Rosedale"," 129","Toronto",Merged with No./Fusionné avec le n°132,,,,,,,,347
35110,"University--Rosedale/University--Rosedale"," 130","Toronto",Merged with No./Fusionné avec le n°116,,,,,,,,398
35110,"University--Rosedale/University--Rosedale"," 131","Toronto",Merged with No./Fusionné avec le n°132,,,,,,,,481
35110,"University--Rosedale/University--Rosedale"," 132","Toronto",509,11,46,33,432,187,9,1227,415
35110,"University--Rosedale/University--Rosedale"," 133","Toronto",Merged with No./Fusionné avec le n°141,,,,,,,,310
35110,"University--Rosedale/University--Rosedale"," 134","Toronto",Merged with No./Fusionné avec le n°135,,,,,,,,359
35110,"University--Rosedale/University--Rosedale"," 135","Toronto",246,9,27,18,256,62,6,624,523
35110,"University--Rosedale/University--Rosedale"," 136","Toronto",Merged with No./Fusionné avec le n°135,,,,,,,,397
35110,"University--Rosedale/University--Rosedale"," 137","Toronto",Merged with No./Fusionné avec le n°132,,,,,,,,502
35110,"University--Rosedale/University--Rosedale"," 138","Toronto",Merged with No./Fusionné avec le n°132,,,,,,,,501
35110,"University--Rosedale/University--Rosedale"," 139","Toronto",Merged with No./Fusionné avec le n°132,,,,,,,,420
35110,"University--Rosedale/University--Rosedale"," 140","Toronto",Void/Supprimé,,,,,,,,
35110,"University--Rosedale/University--Rosedale"," 141","Toronto",115,1,17,7,106,38,1,285,500
35110,"University--Rosedale/University--Rosedale"," 142","Toronto",Merged with No./Fusionné avec le n°135,,,,,,,,446
35110,"University--Rosedale/University--Rosedale"," 143","Toronto",Merged with No./Fusionné avec le n°135,,,,,,,,432
35110,"University--Rosedale/University--Rosedale"," 144","Toronto",Merged with No./Fusionné avec le n°132,,,,,,,,471
35110,"University--Rosedale/University--Rosedale"," 145","Toronto",Merged with No./Fusionné avec le n°132,,,,,,,,424
35110,"University--Rosedale/University--Rosedale"," 400","Toronto",Void/Supprimé,,,,,,,,
35110,"University--Rosedale/University--Rosedale"," 401","Toronto",Merged with No./Fusionné avec le n°46,,,,,,,,191
35110,"University--Rosedale/University--Rosedale"," 402","Toronto",Merged with No./Fusionné avec le n°23,,,,,,,,285
35110,"University--Rosedale/University--Rosedale"," 403","Toronto",Merged with No./Fusionné avec le n°38,,,,,,,,7
35110,"University--Rosedale/University--Rosedale"," 404","Toronto",Merged with No./Fusionné avec le n°35,,,,,,,,275
35110,"University--Rosedale/University--Rosedale"," 405","Toronto",Merged with No./Fusionné avec le n°38,,,,,,,,354
35110,"University--Rosedale/University--Rosedale"," 406","Toronto",Merged with No./Fusionné avec le n°32,,,,,,,,305
35110,"University--Rosedale/University--Rosedale"," 407","Toronto",122,0,6,2,13,39,5,187,276
35110,"University--Rosedale/University--Rosedale"," 408","Toronto",Merged with No./Fusionné avec le n°35,,,,,,,,427
35110,"University--Rosedale/University--Rosedale"," 409","Toronto",Merged with No./Fusionné avec le n°35,,,,,,,,386
35110,"University--Rosedale/University--Rosedale"," 410","Toronto",Merged with No./Fusionné avec le n°32,,,,,,,,145
35110,"University--Rosedale/University--Rosedale"," 411","Toronto",Merged with No./Fusionné avec le n°25,,,,,,,,176
35110,"University--Rosedale/University--Rosedale"," 412","Toronto",Merged with No./Fusionné avec le n°25,,,,,,,,86
35110,"University--Rosedale/University--Rosedale"," 413","Toronto",Merged with No./Fusionné avec le n°38,,,,,,,,380
35110,"University--Rosedale/University--Rosedale"," 414","Toronto",Merged with No./Fusionné avec le n°38,,,,,,,,262
35110,"University--Rosedale/University--Rosedale"," 415","Toronto",Merged with No./Fusionné avec le n°99,,,,,,,,92
35110,"University--Rosedale/University--Rosedale"," 416","Toronto",Merged with No./Fusionné avec le n°38,,,,,,,,176
35110,"University--Rosedale/University--Rosedale"," 417","Toronto",Merged with No./Fusionné avec le n°38,,,,,,,,189
35110,"University--Rosedale/University--Rosedale"," 418","Toronto",Merged with No./Fusionné avec le n°38,,,,,,,,270
35110,"University--Rosedale/University--Rosedale"," 419","Toronto",69,0,3,2,17,42,0,133,375
35110,"University--Rosedale/University--Rosedale"," 420","Toronto",Merged with No./Fusionné avec le n°38,,,,,,,,126
35110,"University--Rosedale/University--Rosedale"," 421","Toronto",Merged with No./Fusionné avec le n°35,,,,,,,,434
35110,"University--Rosedale/University--Rosedale"," 422","Toronto",Merged with No./Fusionné avec le n°38,,,,,,,,283
35110,"University--Rosedale/University--Rosedale"," 423","Toronto",Merged with No./Fusionné avec le n°38,,,,,,,,225
35110,"University--Rosedale/University--Rosedale"," 424","Toronto",Merged with No./Fusionné avec le n°26,,,,,,,,243
35110,"University--Rosedale/University--Rosedale"," 425","Toronto",Merged with No./Fusionné avec le n°38,,,,,,,,152
35110,"University--Rosedale/University--Rosedale"," 426","Toronto",Merged with No./Fusionné avec le n°49,,,,,,,,198
35110,"University--Rosedale/University--Rosedale"," 427","Toronto",Merged with No./Fusionné avec le n°419,,,,,,,,143
35110,"University--Rosedale/University--Rosedale"," 428","Toronto",Merged with No./Fusionné avec le n°72,,,,,,,,218
35110,"University--Rosedale/University--Rosedale"," 429","Toronto",Merged with No./Fusionné avec le n°41,,,,,,,,84
35110,"University--Rosedale/University--Rosedale"," 430","Toronto",Merged with No./Fusionné avec le n°99,,,,,,,,173
35110,"University--Rosedale/University--Rosedale"," 431","Toronto",Merged with No./Fusionné avec le n°99,,,,,,,,239
35110,"University--Rosedale/University--Rosedale"," 432","Toronto",Merged with No./Fusionné avec le n°99,,,,,,,,189
35110,"University--Rosedale/University--Rosedale"," 433","Toronto",274,2,13,13,36,69,5,412,803
35110,"University--Rosedale/University--Rosedale"," 434","Toronto",Merged with No./Fusionné avec le n°51,,,,,,,,103
35110,"University--Rosedale/University--Rosedale"," 435","Toronto",Merged with No./Fusionné avec le n°99,,,,,,,,256
35110,"University--Rosedale/University--Rosedale"," 436","Toronto",Merged with No./Fusionné avec le n°99,,,,,,,,257
35110,"University--Rosedale/University--Rosedale"," 437","Toronto",Merged with No./Fusionné avec le n°48,,,,,,,,281
35110,"University--Rosedale/University--Rosedale"," 438","Toronto",Merged with No./Fusionné avec le n°99,,,,,,,,155
35110,"University--Rosedale/University--Rosedale"," 439","Toronto",Merged with No./Fusionné avec le n°71,,,,,,,,316
35110,"University--Rosedale/University--Rosedale"," 440","Toronto",Void/Supprimé,,,,,,,,
35110,"University--Rosedale/University--Rosedale"," 441","Toronto",Merged with No./Fusionné avec le n°113,,,,,,,,232
35110,"University--Rosedale/University--Rosedale"," 442","Toronto",Merged with No./Fusionné avec le n°99,,,,,,,,198
35110,"University--Rosedale/University--Rosedale"," 443","Toronto",Merged with No./Fusionné avec le n°99,,,,,,,,255
35110,"University--Rosedale/University--Rosedale"," 444","Toronto",Merged with No./Fusionné avec le n°99,,,,,,,,122
35110,"University--Rosedale/University--Rosedale"," 445","Toronto",Merged with No./Fusionné avec le n°99,,,,,,,,460
35110,"University--Rosedale/University--Rosedale"," 446","Toronto",Merged with No./Fusionné avec le n°99,,,,,,,,218
35110,"University--Rosedale/University--Rosedale"," 447","Toronto",136,1,6,3,55,44,3,248,481
35110,"University--Rosedale/University--Rosedale"," 448","Toronto",136,1,8,1,51,51,0,248,477
35110,"University--Rosedale/University--Rosedale"," 449","Toronto",Merged with No./Fusionné avec le n°99,,,,,,,,148
35110,"University--Rosedale/University--Rosedale"," 450","Toronto",Merged with No./Fusionné avec le n°455,,,,,,,,197
35110,"University--Rosedale/University--Rosedale"," 451","Toronto",Merged with No./Fusionné avec le n°455,,,,,,,,201
35110,"University--Rosedale/University--Rosedale"," 452","Toronto",Merged with No./Fusionné avec le n°455,,,,,,,,174
35110,"University--Rosedale/University--Rosedale"," 453","Toronto",Merged with No./Fusionné avec le n°99,,,,,,,,323
35110,"University--Rosedale/University--Rosedale"," 454","Toronto",Merged with No./Fusionné avec le n°99,,,,,,,,185
35110,"University--Rosedale/University--Rosedale"," 455","Toronto",161,3,8,9,84,66,0,331,341
35110,"University--Rosedale/University--Rosedale"," 456","Toronto",Merged with No./Fusionné avec le n°447,,,,,,,,428
35110,"University--Rosedale/University--Rosedale"," 457","Toronto",Merged with No./Fusionné avec le n°99,,,,,,,,331
35110,"University--Rosedale/University--Rosedale"," 458","Toronto",Merged with No./Fusionné avec le n°99,,,,,,,,240
35110,"University--Rosedale/University--Rosedale"," 459","Toronto",Merged with No./Fusionné avec le n°448,,,,,,,,217
35110,"University--Rosedale/University--Rosedale"," 460","Toronto",Merged with No./Fusionné avec le n°448,,,,,,,,187
35110,"University--Rosedale/University--Rosedale"," 461","Toronto",Merged with No./Fusionné avec le n°448,,,,,,,,132
35110,"University--Rosedale/University--Rosedale"," 500","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°35,,,,,,,,66
35110,"University--Rosedale/University--Rosedale"," 501","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°35,,,,,,,,140
35110,"University--Rosedale/University--Rosedale"," 502","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°46,,,,,,,,138
35110,"University--Rosedale/University--Rosedale"," 503","Mobile poll/Bureau itinérant",25,0,0,2,8,10,3,48,73
35110,"University--Rosedale/University--Rosedale"," 504","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°60,,,,,,,,27
35110,"University--Rosedale/University--Rosedale"," 505","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
35110,"University--Rosedale/University--Rosedale"," 506","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°86,,,,,,,,94
35110,"University--Rosedale/University--Rosedale"," 507","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°93,,,,,,,,68
35110,"University--Rosedale/University--Rosedale"," 508","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°93,,,,,,,,89
35110,"University--Rosedale/University--Rosedale"," 509","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°99,,,,,,,,41
35110,"University--Rosedale/University--Rosedale"," 510","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°132,,,,,,,,25
35110,"University--Rosedale/University--Rosedale"," 511","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°132,,,,,,,,15
35110,"University--Rosedale/University--Rosedale"," 600","Toronto",655,2,46,23,104,462,1,1293,
35110,"University--Rosedale/University--Rosedale"," 601","Toronto",940,2,43,48,110,763,6,1912,
35110,"University--Rosedale/University--Rosedale"," 602","Toronto",586,4,21,27,172,226,8,1044,
35110,"University--Rosedale/University--Rosedale"," 603","Toronto",900,3,28,42,165,635,12,1785,
35110,"University--Rosedale/University--Rosedale"," 604","Toronto",345,2,14,21,102,212,3,699,
35110,"University--Rosedale/University--Rosedale"," 605","Toronto",140,1,9,4,49,89,0,292,
35110,"University--Rosedale/University--Rosedale"," 606","Toronto",384,1,16,24,199,149,0,773,
35110,"University--Rosedale/University--Rosedale"," 607","Toronto",276,4,14,18,194,93,0,599,
35110,"University--Rosedale/University--Rosedale"," 608","Toronto",585,6,52,19,421,114,3,1200,
35110,"University--Rosedale/University--Rosedale"," 609","Toronto",355,3,67,15,195,56,1,692,
35110,"University--Rosedale/University--Rosedale"," 610","Toronto",582,5,47,30,262,232,60,1218,
35110,"University--Rosedale/University--Rosedale"," 611","Toronto",554,8,67,21,410,107,2,1169,
35110,"University--Rosedale/University--Rosedale"," 612","Toronto",818,14,75,36,499,122,5,1569,
35110,"University--Rosedale/University--Rosedale"," 613","Toronto",761,10,63,37,605,130,10,1616,
35110,"University--Rosedale/University--Rosedale"," 614","Toronto",743,10,67,46,516,164,10,1556,
35110,"University--Rosedale/University--Rosedale",,Group 1/Groupe 1, 754,1,52,21,342,232,54,1456,1142
35110,"University--Rosedale/University--Rosedale",,Group 2/Groupe 2, 2361,14,150,34,1023,776,121,4479,
