Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Rob Bogunovic,Arthur Green,DJ Pohl,Mark Strahl,Kelly Velonis,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59006,"Chilliwack--Hope/Chilliwack--Hope"," 25","Chilliwack",20,1,42,52,29,1,145,491
59006,"Chilliwack--Hope/Chilliwack--Hope"," 26","Chilliwack",9,0,53,85,18,1,166,502
59006,"Chilliwack--Hope/Chilliwack--Hope"," 27","Chilliwack",6,5,58,35,13,0,117,380
59006,"Chilliwack--Hope/Chilliwack--Hope"," 28","Skwahla 2",8,2,42,67,19,0,138,423
59006,"Chilliwack--Hope/Chilliwack--Hope"," 29","Chilliwack",8,2,38,52,15,1,116,426
59006,"Chilliwack--Hope/Chilliwack--Hope"," 30","Chilliwack",6,2,29,59,25,0,121,419
59006,"Chilliwack--Hope/Chilliwack--Hope"," 31","Chilliwack",24,3,54,83,26,0,190,523
59006,"Chilliwack--Hope/Chilliwack--Hope"," 32","Chilliwack",9,7,40,47,17,0,120,480
59006,"Chilliwack--Hope/Chilliwack--Hope"," 33","Chilliwack",11,7,59,103,27,1,208,579
59006,"Chilliwack--Hope/Chilliwack--Hope"," 34","Chilliwack",6,3,38,44,16,0,107,522
59006,"Chilliwack--Hope/Chilliwack--Hope"," 35","Chilliwack",12,3,44,32,18,0,109,389
59006,"Chilliwack--Hope/Chilliwack--Hope"," 36","Chilliwack",13,4,40,52,30,0,139,467
59006,"Chilliwack--Hope/Chilliwack--Hope"," 37","Chilliwack",12,2,46,33,38,1,132,428
59006,"Chilliwack--Hope/Chilliwack--Hope"," 38","Chilliwack",13,12,71,42,33,2,173,541
59006,"Chilliwack--Hope/Chilliwack--Hope"," 39","Chilliwack",7,6,48,65,28,0,154,518
59006,"Chilliwack--Hope/Chilliwack--Hope"," 40","Chilliwack",14,8,69,42,23,0,156,541
59006,"Chilliwack--Hope/Chilliwack--Hope"," 41","Chilliwack",11,8,61,48,23,0,151,481
59006,"Chilliwack--Hope/Chilliwack--Hope"," 42","Chilliwack",18,1,58,56,16,0,149,480
59006,"Chilliwack--Hope/Chilliwack--Hope"," 43","Chilliwack",12,9,35,28,23,0,107,469
59006,"Chilliwack--Hope/Chilliwack--Hope"," 44","Chilliwack",12,1,42,33,17,0,105,504
59006,"Chilliwack--Hope/Chilliwack--Hope"," 45","Chilliwack",5,3,38,34,17,0,97,542
59006,"Chilliwack--Hope/Chilliwack--Hope"," 46","Chilliwack",7,2,36,32,30,1,108,450
59006,"Chilliwack--Hope/Chilliwack--Hope"," 47","Chilliwack",9,2,38,30,31,1,111,488
59006,"Chilliwack--Hope/Chilliwack--Hope"," 48","Chilliwack",12,5,46,27,21,0,111,643
59006,"Chilliwack--Hope/Chilliwack--Hope"," 49","Chilliwack",22,8,40,43,18,0,131,556
59006,"Chilliwack--Hope/Chilliwack--Hope"," 50","Chilliwack",6,5,34,53,22,2,122,515
59006,"Chilliwack--Hope/Chilliwack--Hope"," 51","Chilliwack",10,5,47,39,17,0,118,474
59006,"Chilliwack--Hope/Chilliwack--Hope"," 52","Chilliwack",12,1,34,66,32,2,147,501
59006,"Chilliwack--Hope/Chilliwack--Hope"," 53","Chilliwack",7,4,49,49,15,1,125,460
59006,"Chilliwack--Hope/Chilliwack--Hope"," 54","Chilliwack",13,8,50,65,36,1,173,540
59006,"Chilliwack--Hope/Chilliwack--Hope"," 55","Chilliwack",21,1,70,58,34,0,184,550
59006,"Chilliwack--Hope/Chilliwack--Hope"," 56","Chilliwack",5,2,63,78,36,0,184,546
59006,"Chilliwack--Hope/Chilliwack--Hope"," 57","Chilliwack",24,6,46,94,29,0,199,563
59006,"Chilliwack--Hope/Chilliwack--Hope"," 58","Chilliwack",11,6,50,58,27,0,152,514
59006,"Chilliwack--Hope/Chilliwack--Hope"," 59","Chilliwack",11,2,19,93,13,1,139,444
59006,"Chilliwack--Hope/Chilliwack--Hope"," 60","Chilliwack",9,2,14,89,12,0,126,396
59006,"Chilliwack--Hope/Chilliwack--Hope"," 61","Chilliwack",9,0,11,82,9,0,111,407
59006,"Chilliwack--Hope/Chilliwack--Hope"," 62","Cheam 1",10,1,25,65,16,1,118,342
59006,"Chilliwack--Hope/Chilliwack--Hope"," 63","Chilliwack",9,2,43,96,17,1,168,547
59006,"Chilliwack--Hope/Chilliwack--Hope"," 64","Popkum 1",13,5,38,94,25,0,175,615
59006,"Chilliwack--Hope/Chilliwack--Hope"," 65","Chilliwack",10,1,19,75,13,0,118,396
59006,"Chilliwack--Hope/Chilliwack--Hope"," 66","Chilliwack",18,3,47,54,25,0,147,428
59006,"Chilliwack--Hope/Chilliwack--Hope"," 67","Skowkale",7,1,68,81,23,0,180,512
59006,"Chilliwack--Hope/Chilliwack--Hope"," 68","Chilliwack",9,10,77,106,38,0,240,527
59006,"Chilliwack--Hope/Chilliwack--Hope"," 69","Chilliwack",3,3,53,51,49,1,160,456
59006,"Chilliwack--Hope/Chilliwack--Hope"," 70","Chilliwack",16,7,52,94,42,1,212,543
59006,"Chilliwack--Hope/Chilliwack--Hope"," 71","Chilliwack",12,2,53,61,24,0,152,424
59006,"Chilliwack--Hope/Chilliwack--Hope"," 72","Chilliwack",6,3,41,65,12,0,127,356
59006,"Chilliwack--Hope/Chilliwack--Hope"," 73","Chilliwack",3,2,41,61,23,1,131,459
59006,"Chilliwack--Hope/Chilliwack--Hope"," 74","Chilliwack",15,9,77,92,27,0,220,685
59006,"Chilliwack--Hope/Chilliwack--Hope"," 75","Chilliwack",6,5,43,60,32,0,146,464
59006,"Chilliwack--Hope/Chilliwack--Hope"," 76","Chilliwack",5,5,49,62,22,0,143,422
59006,"Chilliwack--Hope/Chilliwack--Hope"," 77","Chilliwack",12,7,59,74,23,0,175,521
59006,"Chilliwack--Hope/Chilliwack--Hope"," 78","Chilliwack",12,8,41,65,36,0,162,442
59006,"Chilliwack--Hope/Chilliwack--Hope"," 79","Chilliwack",4,6,65,79,31,0,185,559
59006,"Chilliwack--Hope/Chilliwack--Hope"," 80","Chilliwack",9,10,34,63,27,0,143,463
59006,"Chilliwack--Hope/Chilliwack--Hope"," 81","Chilliwack",5,3,19,61,34,3,125,573
59006,"Chilliwack--Hope/Chilliwack--Hope"," 82","Chilliwack",6,1,18,36,22,0,83,403
59006,"Chilliwack--Hope/Chilliwack--Hope"," 83","Chilliwack",4,1,29,38,19,0,91,450
59006,"Chilliwack--Hope/Chilliwack--Hope"," 84","Chilliwack",8,1,46,71,15,0,141,404
59006,"Chilliwack--Hope/Chilliwack--Hope"," 85","Chilliwack",14,6,42,53,30,1,146,425
59006,"Chilliwack--Hope/Chilliwack--Hope"," 86","Chilliwack",10,0,15,49,32,0,106,393
59006,"Chilliwack--Hope/Chilliwack--Hope"," 87","Chilliwack",9,0,45,47,35,0,136,390
59006,"Chilliwack--Hope/Chilliwack--Hope"," 88","Chilliwack",15,3,28,124,21,1,192,505
59006,"Chilliwack--Hope/Chilliwack--Hope"," 89","Chilliwack",7,1,40,55,22,0,125,387
59006,"Chilliwack--Hope/Chilliwack--Hope"," 90A","Chilliwack",11,1,44,89,26,0,171,412
59006,"Chilliwack--Hope/Chilliwack--Hope"," 90B","Chilliwack",14,6,55,74,21,1,171,399
59006,"Chilliwack--Hope/Chilliwack--Hope"," 91","Chilliwack",4,5,48,54,27,0,138,407
59006,"Chilliwack--Hope/Chilliwack--Hope"," 92","Chilliwack",13,3,64,84,37,0,201,609
59006,"Chilliwack--Hope/Chilliwack--Hope"," 93","Chilliwack",13,8,71,72,41,0,205,600
59006,"Chilliwack--Hope/Chilliwack--Hope"," 94","Chilliwack",5,5,56,85,45,1,197,525
59006,"Chilliwack--Hope/Chilliwack--Hope"," 95","Chilliwack",4,3,36,59,13,0,115,395
59006,"Chilliwack--Hope/Chilliwack--Hope"," 96","Chilliwack",7,9,62,74,33,0,185,558
59006,"Chilliwack--Hope/Chilliwack--Hope"," 97","Chilliwack",13,6,40,72,31,0,162,593
59006,"Chilliwack--Hope/Chilliwack--Hope"," 98","Chilliwack",12,7,69,80,27,0,195,563
59006,"Chilliwack--Hope/Chilliwack--Hope"," 99","Chilliwack",5,9,53,71,27,0,165,581
59006,"Chilliwack--Hope/Chilliwack--Hope"," 100","Chilliwack",9,8,58,62,26,0,163,552
59006,"Chilliwack--Hope/Chilliwack--Hope"," 101A","Chilliwack",9,3,25,51,24,0,112,370
59006,"Chilliwack--Hope/Chilliwack--Hope"," 101B","Chilliwack",17,2,40,62,17,0,138,398
59006,"Chilliwack--Hope/Chilliwack--Hope"," 102","Chilliwack",26,5,31,135,24,2,223,506
59006,"Chilliwack--Hope/Chilliwack--Hope"," 103","Chilliwack",37,8,29,137,18,0,229,579
59006,"Chilliwack--Hope/Chilliwack--Hope"," 104","Chilliwack",11,1,50,182,17,0,261,572
59006,"Chilliwack--Hope/Chilliwack--Hope"," 105","Chilliwack",16,4,50,75,26,0,171,320
59006,"Chilliwack--Hope/Chilliwack--Hope"," 106","Cultus Lake",6,6,31,48,26,0,117,374
59006,"Chilliwack--Hope/Chilliwack--Hope"," 107","Chilliwack",10,1,58,26,21,0,116,475
59006,"Chilliwack--Hope/Chilliwack--Hope"," 108","Chilliwack",10,7,63,72,26,0,178,540
59006,"Chilliwack--Hope/Chilliwack--Hope"," 109","Chilliwack",6,0,46,49,21,0,122,406
59006,"Chilliwack--Hope/Chilliwack--Hope"," 110","Chilliwack",4,0,33,29,21,0,87,318
59006,"Chilliwack--Hope/Chilliwack--Hope"," 111","Chilliwack",7,4,42,44,27,3,127,501
59006,"Chilliwack--Hope/Chilliwack--Hope"," 112","Chilliwack",11,4,68,47,16,1,147,466
59006,"Chilliwack--Hope/Chilliwack--Hope"," 113","Chilliwack",7,5,34,79,33,0,158,581
59006,"Chilliwack--Hope/Chilliwack--Hope"," 114A","Chilliwack",5,5,44,52,14,0,120,386
59006,"Chilliwack--Hope/Chilliwack--Hope"," 114B","Chilliwack",8,5,40,46,23,0,122,380
59006,"Chilliwack--Hope/Chilliwack--Hope"," 115","Chilliwack",7,4,41,58,36,0,146,481
59006,"Chilliwack--Hope/Chilliwack--Hope"," 116","Chilliwack",10,2,32,59,20,0,123,337
59006,"Chilliwack--Hope/Chilliwack--Hope"," 117","Chilliwack",30,7,87,149,33,1,307,593
59006,"Chilliwack--Hope/Chilliwack--Hope"," 118","Chilliwack",21,2,44,119,31,1,218,440
59006,"Chilliwack--Hope/Chilliwack--Hope"," 119","Chilliwack",23,6,66,137,33,0,265,504
59006,"Chilliwack--Hope/Chilliwack--Hope"," 120","Chilliwack",2,11,59,56,22,0,150,557
59006,"Chilliwack--Hope/Chilliwack--Hope"," 121","Chilliwack",18,4,37,152,29,2,242,504
59006,"Chilliwack--Hope/Chilliwack--Hope"," 122","Chilliwack",12,2,19,122,9,0,164,478
59006,"Chilliwack--Hope/Chilliwack--Hope"," 123","Chilliwack",17,2,21,91,11,1,143,427
59006,"Chilliwack--Hope/Chilliwack--Hope"," 124","Chilliwack",4,3,25,93,32,0,157,468
59006,"Chilliwack--Hope/Chilliwack--Hope"," 125A","Chilliwack",19,2,50,124,48,0,243,527
59006,"Chilliwack--Hope/Chilliwack--Hope"," 125B","Chilliwack",9,5,36,141,40,0,231,528
59006,"Chilliwack--Hope/Chilliwack--Hope"," 126","Popkum 1",11,5,47,70,17,1,151,597
59006,"Chilliwack--Hope/Chilliwack--Hope"," 127A","Chilliwack",9,5,33,74,23,0,144,393
59006,"Chilliwack--Hope/Chilliwack--Hope"," 127B","Chilliwack",6,2,42,82,16,0,148,401
59006,"Chilliwack--Hope/Chilliwack--Hope"," 128","Chilliwack",13,3,50,108,43,1,218,588
59006,"Chilliwack--Hope/Chilliwack--Hope"," 129","Chilliwack",18,4,71,110,36,1,240,593
59006,"Chilliwack--Hope/Chilliwack--Hope"," 130","Chilliwack",11,5,78,97,51,0,242,505
59006,"Chilliwack--Hope/Chilliwack--Hope"," 131","Chilliwack",15,6,52,83,37,0,193,538
59006,"Chilliwack--Hope/Chilliwack--Hope"," 132","Chilliwack",13,2,72,107,34,1,229,566
59006,"Chilliwack--Hope/Chilliwack--Hope"," 133","Chilliwack",11,6,49,74,26,0,166,453
59006,"Chilliwack--Hope/Chilliwack--Hope"," 134","Chilliwack",7,1,52,72,26,1,159,467
59006,"Chilliwack--Hope/Chilliwack--Hope"," 135","Chilliwack",13,6,63,99,33,1,215,601
59006,"Chilliwack--Hope/Chilliwack--Hope"," 136","Chilliwack",18,3,53,80,29,0,183,579
59006,"Chilliwack--Hope/Chilliwack--Hope"," 137A","Tzeachten 13",6,1,49,42,38,0,136,426
59006,"Chilliwack--Hope/Chilliwack--Hope"," 137B","Tzeachten 13",4,1,29,58,40,0,132,423
59006,"Chilliwack--Hope/Chilliwack--Hope"," 138A","Chilliwack",9,1,40,58,29,0,137,402
59006,"Chilliwack--Hope/Chilliwack--Hope"," 138B","Chilliwack",9,6,32,69,36,0,152,418
59006,"Chilliwack--Hope/Chilliwack--Hope"," 139","Tzeachten 13",2,8,70,41,42,0,163,574
59006,"Chilliwack--Hope/Chilliwack--Hope"," 140","Tzeachten 13",6,4,37,63,33,1,144,398
59006,"Chilliwack--Hope/Chilliwack--Hope"," 141","Chilliwack",15,6,71,112,61,0,265,580
59006,"Chilliwack--Hope/Chilliwack--Hope"," 142","Chilliwack",20,4,69,88,39,1,221,560
59006,"Chilliwack--Hope/Chilliwack--Hope"," 143","Chilliwack",9,4,65,97,28,1,204,617
59006,"Chilliwack--Hope/Chilliwack--Hope"," 144","Chilliwack",16,8,62,92,33,1,212,599
59006,"Chilliwack--Hope/Chilliwack--Hope"," 145","Chilliwack",25,10,83,150,33,1,302,737
59006,"Chilliwack--Hope/Chilliwack--Hope"," 146","Chilliwack",16,3,60,78,32,1,190,511
59006,"Chilliwack--Hope/Chilliwack--Hope"," 147","Haig",10,7,23,42,10,1,93,349
59006,"Chilliwack--Hope/Chilliwack--Hope"," 148","Hope",9,3,49,36,32,0,129,404
59006,"Chilliwack--Hope/Chilliwack--Hope"," 149","Hope",8,7,24,41,25,0,105,364
59006,"Chilliwack--Hope/Chilliwack--Hope"," 150","Hope",7,11,34,43,16,0,111,369
59006,"Chilliwack--Hope/Chilliwack--Hope"," 151","Hope",20,7,54,71,31,0,183,571
59006,"Chilliwack--Hope/Chilliwack--Hope"," 152","Hope",9,5,26,35,29,0,104,481
59006,"Chilliwack--Hope/Chilliwack--Hope"," 153","Hope",8,10,32,76,31,1,158,577
59006,"Chilliwack--Hope/Chilliwack--Hope"," 154","Hope",11,7,32,34,18,0,102,486
59006,"Chilliwack--Hope/Chilliwack--Hope"," 155","Hope",10,5,35,49,13,0,112,418
59006,"Chilliwack--Hope/Chilliwack--Hope"," 156","Hope",18,5,48,64,36,0,171,504
59006,"Chilliwack--Hope/Chilliwack--Hope"," 157","Soowahlie 14",6,6,36,35,12,0,95,245
59006,"Chilliwack--Hope/Chilliwack--Hope"," 158","Lindell Beach",18,4,62,107,72,0,263,654
59006,"Chilliwack--Hope/Chilliwack--Hope"," 159","Cultus Lake",15,14,79,75,45,0,228,554
59006,"Chilliwack--Hope/Chilliwack--Hope"," 160","Lindell Beach",18,3,23,48,29,1,122,301
59006,"Chilliwack--Hope/Chilliwack--Hope"," 161","Soowahlie 14",7,3,43,61,35,1,150,327
59006,"Chilliwack--Hope/Chilliwack--Hope"," 162","Chilliwack",21,18,70,106,38,0,253,469
59006,"Chilliwack--Hope/Chilliwack--Hope"," 163","Slesse Park",10,6,43,83,35,2,179,439
59006,"Chilliwack--Hope/Chilliwack--Hope"," 164","Hope",12,4,31,77,23,0,147,458
59006,"Chilliwack--Hope/Chilliwack--Hope"," 165","Floods",13,6,25,47,28,0,119,444
59006,"Chilliwack--Hope/Chilliwack--Hope"," 166","Laidlaw",11,7,42,63,26,0,149,507
59006,"Chilliwack--Hope/Chilliwack--Hope"," 167","Silver Creek",20,2,30,55,23,2,132,386
59006,"Chilliwack--Hope/Chilliwack--Hope"," 400","Skowkale",1,2,9,16,9,1,38,181
59006,"Chilliwack--Hope/Chilliwack--Hope"," 500","Mobile poll/Bureau itinérant",0,0,1,6,2,0,9,13
59006,"Chilliwack--Hope/Chilliwack--Hope"," 501","Mobile poll/Bureau itinérant",1,3,5,7,4,0,20,25
59006,"Chilliwack--Hope/Chilliwack--Hope"," 502","Mobile poll/Bureau itinérant",0,0,9,8,5,0,22,32
59006,"Chilliwack--Hope/Chilliwack--Hope"," 503","Mobile poll/Bureau itinérant",1,5,12,36,28,0,82,105
59006,"Chilliwack--Hope/Chilliwack--Hope"," 504","Mobile poll/Bureau itinérant",0,5,8,25,11,1,50,60
59006,"Chilliwack--Hope/Chilliwack--Hope"," 505","Mobile poll/Bureau itinérant",2,4,19,18,14,0,57,91
59006,"Chilliwack--Hope/Chilliwack--Hope"," 506","Mobile poll/Bureau itinérant",0,1,0,9,6,0,16,23
59006,"Chilliwack--Hope/Chilliwack--Hope"," 507","Mobile poll/Bureau itinérant",2,5,27,26,20,2,82,74
59006,"Chilliwack--Hope/Chilliwack--Hope"," 508","Mobile poll/Bureau itinérant",2,4,15,22,15,1,59,93
59006,"Chilliwack--Hope/Chilliwack--Hope"," 509","Mobile poll/Bureau itinérant",0,1,0,7,5,0,13,18
59006,"Chilliwack--Hope/Chilliwack--Hope"," 510","Mobile poll/Bureau itinérant",1,2,3,8,10,1,25,51
59006,"Chilliwack--Hope/Chilliwack--Hope"," 511","Mobile poll/Bureau itinérant",1,1,3,8,9,0,22,36
59006,"Chilliwack--Hope/Chilliwack--Hope"," 512","Mobile poll/Bureau itinérant",2,1,4,16,5,0,28,45
59006,"Chilliwack--Hope/Chilliwack--Hope"," 513","Mobile poll/Bureau itinérant",0,0,2,4,3,0,9,24
59006,"Chilliwack--Hope/Chilliwack--Hope"," 514","Mobile poll/Bureau itinérant",1,0,9,19,13,1,43,68
59006,"Chilliwack--Hope/Chilliwack--Hope"," 515","Mobile poll/Bureau itinérant",3,2,6,9,8,0,28,56
59006,"Chilliwack--Hope/Chilliwack--Hope"," 516","Mobile poll/Bureau itinérant",0,0,4,3,2,0,9,13
59006,"Chilliwack--Hope/Chilliwack--Hope"," 517","Mobile poll/Bureau itinérant",0,2,7,10,13,0,32,47
59006,"Chilliwack--Hope/Chilliwack--Hope"," 518","Mobile poll/Bureau itinérant",0,0,1,0,2,0,3,4
59006,"Chilliwack--Hope/Chilliwack--Hope"," 600","Chilliwack",154,35,332,695,274,8,1498,
59006,"Chilliwack--Hope/Chilliwack--Hope"," 601","Chilliwack",150,25,334,846,196,2,1553,
59006,"Chilliwack--Hope/Chilliwack--Hope"," 602","Chilliwack",189,28,222,1166,182,2,1789,
59006,"Chilliwack--Hope/Chilliwack--Hope"," 603","Chilliwack",130,33,300,499,174,7,1143,
59006,"Chilliwack--Hope/Chilliwack--Hope"," 604","Chilliwack",116,16,361,444,238,7,1182,
59006,"Chilliwack--Hope/Chilliwack--Hope"," 605","Chilliwack",156,30,248,578,167,4,1183,
59006,"Chilliwack--Hope/Chilliwack--Hope"," 606","Chilliwack",98,16,324,639,253,1,1331,
59006,"Chilliwack--Hope/Chilliwack--Hope"," 607","Chilliwack",83,23,282,630,217,1,1236,
59006,"Chilliwack--Hope/Chilliwack--Hope"," 608","Chilliwack",118,35,335,753,229,7,1477,
59006,"Chilliwack--Hope/Chilliwack--Hope"," 609","Chilliwack",88,25,416,577,230,3,1339,
59006,"Chilliwack--Hope/Chilliwack--Hope"," 610","Chilliwack",103,37,321,884,265,14,1624,
59006,"Chilliwack--Hope/Chilliwack--Hope"," 611","Chilliwack",111,18,264,551,155,3,1102,
59006,"Chilliwack--Hope/Chilliwack--Hope"," 612","Chilliwack",97,20,106,597,87,0,907,
59006,"Chilliwack--Hope/Chilliwack--Hope"," 613","Chilliwack",50,18,145,236,94,1,544,
59006,"Chilliwack--Hope/Chilliwack--Hope"," 614","Hope",90,46,214,385,164,2,901,
59006,"Chilliwack--Hope/Chilliwack--Hope"," 615","Hope",74,51,183,385,163,0,856,
59006,"Chilliwack--Hope/Chilliwack--Hope",,Group 1/Groupe 1, 32,12,98,176,67,20,405,136
59006,"Chilliwack--Hope/Chilliwack--Hope",,Group 2/Groupe 2, 187,99,1257,1744,888,92,4267,
