Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jermaine Chambers,Gurprit Gill,Kamal Khera,Sivakumar Ramasamy,Rahul Samuel Zia,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35012,"Brampton West/Brampton-Ouest"," 28","Brampton",37,12,81,1,7,0,138,446
35012,"Brampton West/Brampton-Ouest"," 29","Brampton",54,19,102,1,5,0,181,486
35012,"Brampton West/Brampton-Ouest"," 30","Brampton",48,15,58,0,6,1,128,434
35012,"Brampton West/Brampton-Ouest"," 31","Brampton",32,21,75,2,7,1,138,482
35012,"Brampton West/Brampton-Ouest"," 32","Brampton",24,24,58,1,10,2,119,404
35012,"Brampton West/Brampton-Ouest"," 33","Brampton",40,19,50,1,3,1,114,385
35012,"Brampton West/Brampton-Ouest"," 34","Brampton",52,19,51,2,5,1,130,433
35012,"Brampton West/Brampton-Ouest"," 35","Brampton",70,23,94,3,4,2,196,422
35012,"Brampton West/Brampton-Ouest"," 36","Brampton",23,15,85,2,7,3,135,422
35012,"Brampton West/Brampton-Ouest"," 37","Brampton",39,15,77,0,4,1,136,438
35012,"Brampton West/Brampton-Ouest"," 38","Brampton",32,15,70,5,6,0,128,447
35012,"Brampton West/Brampton-Ouest"," 39","Brampton",25,18,77,0,4,1,125,397
35012,"Brampton West/Brampton-Ouest"," 40","Brampton",59,22,109,2,5,0,197,474
35012,"Brampton West/Brampton-Ouest"," 41","Brampton",67,40,107,1,4,0,219,447
35012,"Brampton West/Brampton-Ouest"," 42A","Brampton",60,32,125,2,3,2,224,637
35012,"Brampton West/Brampton-Ouest"," 42B","Brampton",81,26,140,1,4,1,253,691
35012,"Brampton West/Brampton-Ouest"," 42C","Brampton",60,36,116,0,2,0,214,582
35012,"Brampton West/Brampton-Ouest"," 43","Brampton",37,30,76,2,3,0,148,478
35012,"Brampton West/Brampton-Ouest"," 44A","Brampton",30,23,106,2,2,1,164,418
35012,"Brampton West/Brampton-Ouest"," 44B","Brampton",53,33,87,1,3,2,179,414
35012,"Brampton West/Brampton-Ouest"," 45","Brampton",39,21,72,2,2,1,137,400
35012,"Brampton West/Brampton-Ouest"," 46A","Brampton",46,19,82,3,3,2,155,386
35012,"Brampton West/Brampton-Ouest"," 46B","Brampton",44,12,113,3,2,0,174,423
35012,"Brampton West/Brampton-Ouest"," 47A","Brampton",49,5,71,0,6,2,133,354
35012,"Brampton West/Brampton-Ouest"," 47B","Brampton",40,13,78,0,3,0,134,341
35012,"Brampton West/Brampton-Ouest"," 48","Brampton",42,27,134,4,4,2,213,556
35012,"Brampton West/Brampton-Ouest"," 49","Brampton",61,37,141,1,2,0,242,608
35012,"Brampton West/Brampton-Ouest"," 50","Brampton",44,35,103,1,3,0,186,404
35012,"Brampton West/Brampton-Ouest"," 51","Brampton",61,31,104,0,6,6,208,462
35012,"Brampton West/Brampton-Ouest"," 52","Brampton",51,28,95,1,7,3,185,449
35012,"Brampton West/Brampton-Ouest"," 53","Brampton",65,33,116,0,5,0,219,442
35012,"Brampton West/Brampton-Ouest"," 54","Brampton",43,34,80,1,7,2,167,408
35012,"Brampton West/Brampton-Ouest"," 55","Brampton",55,29,85,0,7,0,176,402
35012,"Brampton West/Brampton-Ouest"," 56","Brampton",46,20,81,0,1,3,151,422
35012,"Brampton West/Brampton-Ouest"," 57","Brampton",55,18,79,0,6,2,160,434
35012,"Brampton West/Brampton-Ouest"," 58","Brampton",31,29,101,1,4,1,167,474
35012,"Brampton West/Brampton-Ouest"," 59","Brampton",47,12,82,0,2,0,143,435
35012,"Brampton West/Brampton-Ouest"," 60","Brampton",48,24,94,0,2,1,169,444
35012,"Brampton West/Brampton-Ouest"," 61","Brampton",72,36,109,1,15,0,233,450
35012,"Brampton West/Brampton-Ouest"," 62","Brampton",43,15,56,1,1,0,116,426
35012,"Brampton West/Brampton-Ouest"," 63","Brampton",61,10,70,1,3,0,145,479
35012,"Brampton West/Brampton-Ouest"," 64","Brampton",43,24,78,3,3,1,152,490
35012,"Brampton West/Brampton-Ouest"," 65","Brampton",35,19,86,0,4,0,144,467
35012,"Brampton West/Brampton-Ouest"," 66","Brampton",29,16,67,2,1,1,116,397
35012,"Brampton West/Brampton-Ouest"," 67","Brampton",58,23,79,4,10,1,175,468
35012,"Brampton West/Brampton-Ouest"," 68","Brampton",51,22,94,1,10,2,180,502
35012,"Brampton West/Brampton-Ouest"," 69","Brampton",49,16,91,4,4,2,166,481
35012,"Brampton West/Brampton-Ouest"," 70","Brampton",45,27,126,0,4,4,206,511
35012,"Brampton West/Brampton-Ouest"," 71","Brampton",42,19,102,0,6,0,169,483
35012,"Brampton West/Brampton-Ouest"," 72","Brampton",54,17,111,1,4,1,188,460
35012,"Brampton West/Brampton-Ouest"," 73","Brampton",61,19,81,0,9,1,171,475
35012,"Brampton West/Brampton-Ouest"," 74A","Brampton",39,25,124,4,4,0,196,511
35012,"Brampton West/Brampton-Ouest"," 74B","Brampton",56,15,125,0,1,1,198,518
35012,"Brampton West/Brampton-Ouest"," 75","Brampton",61,33,132,1,5,2,234,605
35012,"Brampton West/Brampton-Ouest"," 76","Brampton",41,24,56,3,9,4,137,344
35012,"Brampton West/Brampton-Ouest"," 77","Brampton",39,29,111,4,9,0,192,440
35012,"Brampton West/Brampton-Ouest"," 78","Brampton",62,24,145,2,8,2,243,508
35012,"Brampton West/Brampton-Ouest"," 79","Brampton",44,18,83,0,3,4,152,460
35012,"Brampton West/Brampton-Ouest"," 80","Brampton",40,12,73,1,5,4,135,432
35012,"Brampton West/Brampton-Ouest"," 81","Brampton",45,30,60,0,4,0,139,436
35012,"Brampton West/Brampton-Ouest"," 82","Brampton",40,49,135,0,6,0,230,503
35012,"Brampton West/Brampton-Ouest"," 83","Brampton",49,34,75,0,8,3,169,450
35012,"Brampton West/Brampton-Ouest"," 84","Brampton",53,27,98,0,5,4,187,480
35012,"Brampton West/Brampton-Ouest"," 85","Brampton",45,32,127,2,4,0,210,491
35012,"Brampton West/Brampton-Ouest"," 86","Brampton",40,19,110,0,2,6,177,463
35012,"Brampton West/Brampton-Ouest"," 87","Brampton",49,27,96,1,1,1,175,453
35012,"Brampton West/Brampton-Ouest"," 88","Brampton",40,14,81,0,2,0,137,449
35012,"Brampton West/Brampton-Ouest"," 89","Brampton",40,28,82,2,2,3,157,446
35012,"Brampton West/Brampton-Ouest"," 90","Brampton",33,34,75,1,5,1,149,425
35012,"Brampton West/Brampton-Ouest"," 91","Brampton",49,36,97,0,6,1,189,404
35012,"Brampton West/Brampton-Ouest"," 92","Brampton",25,24,92,2,1,3,147,507
35012,"Brampton West/Brampton-Ouest"," 93","Brampton",42,15,111,0,4,0,172,514
35012,"Brampton West/Brampton-Ouest"," 94","Brampton",37,31,94,4,3,0,169,484
35012,"Brampton West/Brampton-Ouest"," 95","Brampton",42,35,94,0,1,0,172,472
35012,"Brampton West/Brampton-Ouest"," 96","Brampton",73,23,86,0,4,0,186,500
35012,"Brampton West/Brampton-Ouest"," 97","Brampton",33,16,111,0,1,1,162,472
35012,"Brampton West/Brampton-Ouest"," 98","Brampton",54,23,88,2,5,3,175,489
35012,"Brampton West/Brampton-Ouest"," 99","Brampton",31,16,95,7,3,3,155,387
35012,"Brampton West/Brampton-Ouest"," 100","Brampton",34,19,124,1,3,4,185,449
35012,"Brampton West/Brampton-Ouest"," 101","Brampton",40,29,80,1,8,1,159,415
35012,"Brampton West/Brampton-Ouest"," 102","Brampton",64,16,98,2,1,0,181,462
35012,"Brampton West/Brampton-Ouest"," 103","Brampton",50,20,65,0,7,1,143,422
35012,"Brampton West/Brampton-Ouest"," 104","Brampton",38,40,80,2,2,0,162,440
35012,"Brampton West/Brampton-Ouest"," 105","Brampton",63,35,58,0,7,1,164,455
35012,"Brampton West/Brampton-Ouest"," 106","Brampton",77,31,60,1,8,0,177,427
35012,"Brampton West/Brampton-Ouest"," 107","Brampton",68,19,79,1,12,0,179,492
35012,"Brampton West/Brampton-Ouest"," 108","Brampton",36,28,105,5,5,0,179,446
35012,"Brampton West/Brampton-Ouest"," 109","Brampton",53,27,62,0,8,1,151,383
35012,"Brampton West/Brampton-Ouest"," 110","Brampton",57,38,78,2,8,2,185,409
35012,"Brampton West/Brampton-Ouest"," 111","Brampton",69,27,85,4,4,1,190,449
35012,"Brampton West/Brampton-Ouest"," 112","Brampton",38,16,90,1,2,3,150,475
35012,"Brampton West/Brampton-Ouest"," 113","Brampton",51,14,104,2,2,4,177,480
35012,"Brampton West/Brampton-Ouest"," 114","Brampton",60,20,116,0,6,4,206,549
35012,"Brampton West/Brampton-Ouest"," 115","Brampton",79,21,93,4,11,3,211,596
35012,"Brampton West/Brampton-Ouest"," 116","Brampton",46,20,91,1,5,0,163,501
35012,"Brampton West/Brampton-Ouest"," 117A","Brampton",33,22,118,0,9,0,182,547
35012,"Brampton West/Brampton-Ouest"," 117B","Brampton",48,30,123,3,3,2,209,542
35012,"Brampton West/Brampton-Ouest"," 118","Brampton",63,54,146,3,3,2,271,661
35012,"Brampton West/Brampton-Ouest"," 119","Brampton",53,29,84,2,2,1,171,563
35012,"Brampton West/Brampton-Ouest"," 120","Brampton",46,31,101,1,8,2,189,476
35012,"Brampton West/Brampton-Ouest"," 121","Brampton",55,20,107,1,6,0,189,431
35012,"Brampton West/Brampton-Ouest"," 122","Brampton",44,26,78,4,8,1,161,421
35012,"Brampton West/Brampton-Ouest"," 123","Brampton",64,33,79,0,16,0,192,449
35012,"Brampton West/Brampton-Ouest"," 124","Brampton",62,19,127,3,6,1,218,444
35012,"Brampton West/Brampton-Ouest"," 125","Brampton",50,31,106,1,4,1,193,500
35012,"Brampton West/Brampton-Ouest"," 126","Brampton",61,14,93,2,10,1,181,442
35012,"Brampton West/Brampton-Ouest"," 127","Brampton",55,20,79,0,3,1,158,460
35012,"Brampton West/Brampton-Ouest"," 128","Brampton",63,28,109,0,2,4,206,506
35012,"Brampton West/Brampton-Ouest"," 129","Brampton",54,28,120,2,6,0,210,496
35012,"Brampton West/Brampton-Ouest"," 130","Brampton",63,29,118,2,1,1,214,543
35012,"Brampton West/Brampton-Ouest"," 131","Brampton",33,41,66,1,5,1,147,471
35012,"Brampton West/Brampton-Ouest"," 132","Brampton",40,35,94,0,2,0,171,502
35012,"Brampton West/Brampton-Ouest"," 133","Brampton",58,36,98,1,11,2,206,508
35012,"Brampton West/Brampton-Ouest"," 134","Brampton",47,27,90,1,4,0,169,442
35012,"Brampton West/Brampton-Ouest"," 135","Brampton",32,18,94,1,2,0,147,428
35012,"Brampton West/Brampton-Ouest"," 136","Brampton",63,35,124,1,6,2,231,524
35012,"Brampton West/Brampton-Ouest"," 137","Brampton",36,22,151,1,5,2,217,434
35012,"Brampton West/Brampton-Ouest"," 138","Brampton",44,21,117,1,1,1,185,419
35012,"Brampton West/Brampton-Ouest"," 139","Brampton",51,40,158,1,4,1,255,579
35012,"Brampton West/Brampton-Ouest"," 140","Brampton",49,17,87,0,2,1,156,386
35012,"Brampton West/Brampton-Ouest"," 141A","Brampton",38,24,109,1,6,2,180,399
35012,"Brampton West/Brampton-Ouest"," 141B","Brampton",48,35,61,0,1,9,154,354
35012,"Brampton West/Brampton-Ouest"," 142","Brampton",89,38,155,0,2,0,284,623
35012,"Brampton West/Brampton-Ouest"," 143","Brampton",98,31,125,1,3,0,258,515
35012,"Brampton West/Brampton-Ouest"," 144","Brampton",34,12,101,2,4,2,155,497
35012,"Brampton West/Brampton-Ouest"," 145","Brampton",77,36,117,2,4,5,241,548
35012,"Brampton West/Brampton-Ouest"," 146","Brampton",87,31,127,2,5,4,256,515
35012,"Brampton West/Brampton-Ouest"," 147","Brampton",66,26,141,2,3,4,242,477
35012,"Brampton West/Brampton-Ouest"," 148","Brampton",32,24,79,1,7,1,144,433
35012,"Brampton West/Brampton-Ouest"," 149","Brampton",48,25,64,1,2,0,140,456
35012,"Brampton West/Brampton-Ouest"," 150","Brampton",52,20,62,3,5,2,144,427
35012,"Brampton West/Brampton-Ouest"," 151","Brampton",34,20,55,3,4,3,119,425
35012,"Brampton West/Brampton-Ouest"," 152","Brampton",26,29,60,0,3,0,118,458
35012,"Brampton West/Brampton-Ouest"," 153","Brampton",68,21,134,0,4,11,238,635
35012,"Brampton West/Brampton-Ouest"," 154A","Brampton",71,29,178,7,5,4,294,759
35012,"Brampton West/Brampton-Ouest"," 154B","Brampton",72,27,172,14,1,1,287,699
35012,"Brampton West/Brampton-Ouest"," 155","Brampton",75,17,79,1,2,0,174,502
35012,"Brampton West/Brampton-Ouest"," 156","Brampton",49,22,85,0,7,0,163,489
35012,"Brampton West/Brampton-Ouest"," 157","Brampton",52,38,127,1,6,1,225,573
35012,"Brampton West/Brampton-Ouest"," 158","Brampton",75,44,138,0,5,4,266,677
35012,"Brampton West/Brampton-Ouest"," 159","Brampton",68,26,145,2,2,5,248,723
35012,"Brampton West/Brampton-Ouest"," 160","Brampton",65,13,148,2,3,1,232,646
35012,"Brampton West/Brampton-Ouest"," 161","Brampton",33,13,74,1,3,2,126,400
35012,"Brampton West/Brampton-Ouest"," 162","Brampton",80,17,140,2,3,2,244,708
35012,"Brampton West/Brampton-Ouest"," 163","Brampton",43,12,113,1,2,0,171,486
35012,"Brampton West/Brampton-Ouest"," 164","Brampton",75,46,129,0,5,5,260,493
35012,"Brampton West/Brampton-Ouest"," 165","Brampton",60,21,116,0,5,0,202,519
35012,"Brampton West/Brampton-Ouest"," 166","Brampton",48,25,97,0,3,2,175,500
35012,"Brampton West/Brampton-Ouest"," 167","Brampton",55,54,159,1,1,2,272,530
35012,"Brampton West/Brampton-Ouest"," 168","Brampton",73,26,127,1,3,2,232,477
35012,"Brampton West/Brampton-Ouest"," 169","Brampton",81,29,97,0,5,0,212,524
35012,"Brampton West/Brampton-Ouest"," 170A","Brampton",75,41,136,0,5,6,263,588
35012,"Brampton West/Brampton-Ouest"," 170B","Brampton",83,24,80,1,5,4,197,498
35012,"Brampton West/Brampton-Ouest"," 500","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°31,,,,,,,25
35012,"Brampton West/Brampton-Ouest"," 501","Mobile poll/Bureau itinérant",13,9,25,4,2,2,55,155
35012,"Brampton West/Brampton-Ouest"," 600","Brampton",216,84,474,5,24,5,808,
35012,"Brampton West/Brampton-Ouest"," 601","Brampton",222,64,425,2,35,3,751,
35012,"Brampton West/Brampton-Ouest"," 602","Brampton",201,80,384,9,25,10,709,
35012,"Brampton West/Brampton-Ouest"," 603","Brampton",170,56,355,4,15,0,600,
35012,"Brampton West/Brampton-Ouest"," 604","Brampton",171,62,267,2,26,5,533,
35012,"Brampton West/Brampton-Ouest"," 605","Brampton",200,71,268,4,19,4,566,
35012,"Brampton West/Brampton-Ouest"," 606","Brampton",204,68,339,3,16,4,634,
35012,"Brampton West/Brampton-Ouest"," 607","Brampton",253,88,519,5,27,1,893,
35012,"Brampton West/Brampton-Ouest"," 608","Brampton",300,123,616,6,28,7,1080,
35012,"Brampton West/Brampton-Ouest"," 609","Brampton",236,87,556,4,35,2,920,
35012,"Brampton West/Brampton-Ouest"," 610","Brampton",197,107,522,5,18,3,852,
35012,"Brampton West/Brampton-Ouest"," 611","Brampton",257,120,455,3,16,3,854,
35012,"Brampton West/Brampton-Ouest"," 612","Brampton",285,110,518,6,30,8,957,
35012,"Brampton West/Brampton-Ouest"," 613","Brampton",139,28,342,4,12,0,525,
35012,"Brampton West/Brampton-Ouest"," 614","Brampton",260,76,537,2,27,1,903,
35012,"Brampton West/Brampton-Ouest"," 615","Brampton",170,53,311,8,12,4,558,
35012,"Brampton West/Brampton-Ouest",,Group 1/Groupe 1, 66,58,144,1,7,25,301,99
35012,"Brampton West/Brampton-Ouest",,Group 2/Groupe 2, 438,192,763,9,30,38,1470,
