Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Krystal Brooks,Adam Chambers,Janet-Lynne Durnford,Russ Emo,Stephen Makk,Cynthia Wesley-Esquimaux,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35100,"Simcoe North/Simcoe-Nord"," 23","Tiny",9,35,21,0,18,61,1,145,446
35100,"Simcoe North/Simcoe-Nord"," 24","Tiny",6,43,15,0,10,37,0,111,376
35100,"Simcoe North/Simcoe-Nord"," 25","Penetanguishene",3,40,16,0,8,33,1,101,297
35100,"Simcoe North/Simcoe-Nord"," 26","Penetanguishene",3,41,25,0,8,48,0,125,417
35100,"Simcoe North/Simcoe-Nord"," 27","Penetanguishene",6,38,28,0,14,36,0,122,429
35100,"Simcoe North/Simcoe-Nord"," 28","Penetanguishene",3,50,16,0,6,42,0,117,456
35100,"Simcoe North/Simcoe-Nord"," 29","Penetanguishene",4,41,35,0,16,31,0,127,421
35100,"Simcoe North/Simcoe-Nord"," 30","Penetanguishene",6,34,39,0,21,31,0,131,472
35100,"Simcoe North/Simcoe-Nord"," 31","Penetanguishene",5,45,23,0,12,47,0,132,396
35100,"Simcoe North/Simcoe-Nord"," 32","Penetanguishene",2,65,21,0,6,47,1,142,513
35100,"Simcoe North/Simcoe-Nord"," 33","Penetanguishene",4,23,23,0,12,32,0,94,352
35100,"Simcoe North/Simcoe-Nord"," 34","Tay",0,69,29,0,11,55,0,164,359
35100,"Simcoe North/Simcoe-Nord"," 35","Tay",3,43,24,0,11,33,0,114,310
35100,"Simcoe North/Simcoe-Nord"," 36","Tay",4,78,36,0,17,42,1,178,531
35100,"Simcoe North/Simcoe-Nord"," 37","Tay",4,64,23,2,13,35,0,141,419
35100,"Simcoe North/Simcoe-Nord"," 38","Tay",5,59,38,0,15,29,1,147,384
35100,"Simcoe North/Simcoe-Nord"," 39","Tay",9,68,26,0,7,42,0,152,413
35100,"Simcoe North/Simcoe-Nord"," 40","Tay",6,107,42,0,31,57,0,243,614
35100,"Simcoe North/Simcoe-Nord"," 41","Penetanguishene",5,40,29,0,17,50,0,141,476
35100,"Simcoe North/Simcoe-Nord"," 42","Penetanguishene",4,36,27,0,12,48,0,127,414
35100,"Simcoe North/Simcoe-Nord"," 43","Penetanguishene",3,41,23,0,21,55,2,145,404
35100,"Simcoe North/Simcoe-Nord"," 44","Penetanguishene",8,48,24,0,9,54,2,145,394
35100,"Simcoe North/Simcoe-Nord"," 45","Christian Island 30",6,18,101,2,2,89,3,221,473
35100,"Simcoe North/Simcoe-Nord"," 46","Tay",11,83,19,0,16,46,3,178,446
35100,"Simcoe North/Simcoe-Nord"," 47","Tay",10,81,49,1,16,58,0,215,426
35100,"Simcoe North/Simcoe-Nord"," 48","Tay",4,79,33,1,10,55,0,182,421
35100,"Simcoe North/Simcoe-Nord"," 49","Tay",13,125,41,3,30,51,0,263,662
35100,"Simcoe North/Simcoe-Nord"," 50","Tay",6,86,44,0,13,41,1,191,404
35100,"Simcoe North/Simcoe-Nord"," 51","Tay",3,55,25,1,18,40,0,142,312
35100,"Simcoe North/Simcoe-Nord"," 52","Tay",5,57,32,1,24,36,2,157,383
35100,"Simcoe North/Simcoe-Nord"," 53","Tay",3,68,8,1,6,60,3,149,317
35100,"Simcoe North/Simcoe-Nord"," 54","Tay",3,86,52,0,31,50,1,223,458
35100,"Simcoe North/Simcoe-Nord"," 55","Tay",2,57,33,0,16,38,0,146,372
35100,"Simcoe North/Simcoe-Nord"," 56","Tay",7,37,27,0,8,49,1,129,358
35100,"Simcoe North/Simcoe-Nord"," 57","Tay",6,66,26,0,22,38,0,158,482
35100,"Simcoe North/Simcoe-Nord"," 58A","Ramara",12,23,38,0,7,43,1,124,247
35100,"Simcoe North/Simcoe-Nord"," 58B","Ramara",3,27,89,0,14,62,1,196,395
35100,"Simcoe North/Simcoe-Nord"," 59","Midland",0,39,24,0,18,33,0,114,511
35100,"Simcoe North/Simcoe-Nord"," 60","Midland",1,37,16,0,15,16,0,85,462
35100,"Simcoe North/Simcoe-Nord"," 61","Ramara",3,72,11,0,7,20,1,114,301
35100,"Simcoe North/Simcoe-Nord"," 62","Ramara",2,111,26,1,9,33,0,182,456
35100,"Simcoe North/Simcoe-Nord"," 63","Midland",5,64,31,0,14,42,2,158,462
35100,"Simcoe North/Simcoe-Nord"," 64","Midland",5,58,19,0,6,49,0,137,442
35100,"Simcoe North/Simcoe-Nord"," 65","Midland",11,25,44,0,6,28,0,114,356
35100,"Simcoe North/Simcoe-Nord"," 66","Midland",2,27,13,1,16,21,0,80,271
35100,"Simcoe North/Simcoe-Nord"," 67","Midland",2,53,30,0,6,27,0,118,485
35100,"Simcoe North/Simcoe-Nord"," 68","Midland",4,27,28,1,13,58,1,132,393
35100,"Simcoe North/Simcoe-Nord"," 69","Midland",1,55,28,1,16,42,1,144,479
35100,"Simcoe North/Simcoe-Nord"," 70","Midland",2,22,18,0,9,31,0,82,371
35100,"Simcoe North/Simcoe-Nord"," 71","Midland",1,27,18,0,4,38,0,88,389
35100,"Simcoe North/Simcoe-Nord"," 72","Midland",9,90,34,0,10,75,0,218,657
35100,"Simcoe North/Simcoe-Nord"," 73","Midland",6,58,33,2,10,53,0,162,631
35100,"Simcoe North/Simcoe-Nord"," 74","Midland",4,22,21,0,10,40,0,97,363
35100,"Simcoe North/Simcoe-Nord"," 75","Midland",2,32,14,1,13,24,0,86,437
35100,"Simcoe North/Simcoe-Nord"," 76","Midland",13,21,25,0,14,32,1,106,483
35100,"Simcoe North/Simcoe-Nord"," 77","Severn",5,69,38,2,17,35,1,167,399
35100,"Simcoe North/Simcoe-Nord"," 78","Severn",5,80,32,1,17,52,0,187,395
35100,"Simcoe North/Simcoe-Nord"," 79","Severn",3,118,32,2,20,52,0,227,562
35100,"Simcoe North/Simcoe-Nord"," 80","Severn",3,76,35,1,13,52,0,180,472
35100,"Simcoe North/Simcoe-Nord"," 81","Severn",2,58,17,2,9,29,1,118,508
35100,"Simcoe North/Simcoe-Nord"," 82","Severn",5,26,15,0,5,37,0,88,446
35100,"Simcoe North/Simcoe-Nord"," 83","Ramara",23,115,56,1,20,58,0,273,567
35100,"Simcoe North/Simcoe-Nord"," 84","Ramara",9,69,26,1,8,51,1,165,436
35100,"Simcoe North/Simcoe-Nord"," 85","Tiny",4,48,21,0,15,58,0,146,355
35100,"Simcoe North/Simcoe-Nord"," 86","Tiny",8,47,18,0,16,39,0,128,394
35100,"Simcoe North/Simcoe-Nord"," 87","Tiny",2,58,26,0,17,60,0,163,333
35100,"Simcoe North/Simcoe-Nord"," 88","Tiny",7,63,24,0,13,72,0,179,380
35100,"Simcoe North/Simcoe-Nord"," 89","Tiny",9,78,27,1,12,46,0,173,389
35100,"Simcoe North/Simcoe-Nord"," 90","Tiny",4,63,17,2,14,41,1,142,348
35100,"Simcoe North/Simcoe-Nord"," 91","Tiny",8,50,27,0,17,52,0,154,337
35100,"Simcoe North/Simcoe-Nord"," 92","Severn",2,80,9,0,9,27,0,127,376
35100,"Simcoe North/Simcoe-Nord"," 93","Severn",9,81,23,0,13,43,0,169,403
35100,"Simcoe North/Simcoe-Nord"," 94","Severn",4,67,22,0,11,40,0,144,358
35100,"Simcoe North/Simcoe-Nord"," 95","Severn",5,117,35,0,12,48,1,218,403
35100,"Simcoe North/Simcoe-Nord"," 96","Severn",6,88,20,1,10,47,0,172,329
35100,"Simcoe North/Simcoe-Nord"," 97","Severn",4,106,26,1,14,63,0,214,448
35100,"Simcoe North/Simcoe-Nord"," 98","Severn",5,72,18,1,9,48,1,154,296
35100,"Simcoe North/Simcoe-Nord"," 99","Midland",5,36,20,1,15,33,0,110,445
35100,"Simcoe North/Simcoe-Nord"," 100","Midland",5,40,25,2,13,31,0,116,394
35100,"Simcoe North/Simcoe-Nord"," 101","Midland",6,55,23,0,9,29,0,122,376
35100,"Simcoe North/Simcoe-Nord"," 102","Midland",3,33,28,0,8,33,0,105,369
35100,"Simcoe North/Simcoe-Nord"," 103","Midland",3,40,25,0,14,26,0,108,374
35100,"Simcoe North/Simcoe-Nord"," 104","Midland",7,10,9,0,5,16,0,47,258
35100,"Simcoe North/Simcoe-Nord"," 105","Midland",5,57,31,0,21,42,0,156,498
35100,"Simcoe North/Simcoe-Nord"," 106","Midland",3,33,22,0,15,37,1,111,423
35100,"Simcoe North/Simcoe-Nord"," 107","Midland",6,38,21,0,15,36,0,116,402
35100,"Simcoe North/Simcoe-Nord"," 108","Midland",6,53,44,0,6,39,0,148,520
35100,"Simcoe North/Simcoe-Nord"," 109","Midland",8,52,34,2,22,32,1,151,556
35100,"Simcoe North/Simcoe-Nord"," 110","Midland",4,65,31,1,13,57,2,173,560
35100,"Simcoe North/Simcoe-Nord"," 111","Midland",3,37,20,0,5,29,1,95,336
35100,"Simcoe North/Simcoe-Nord"," 112","Midland",6,77,30,0,14,48,0,175,538
35100,"Simcoe North/Simcoe-Nord"," 113","Midland",3,46,19,0,14,46,0,128,500
35100,"Simcoe North/Simcoe-Nord"," 114","Midland",4,50,30,0,11,59,1,155,666
35100,"Simcoe North/Simcoe-Nord"," 115","Tay",5,46,15,0,7,47,1,121,398
35100,"Simcoe North/Simcoe-Nord"," 116","Tay",2,83,15,0,13,41,0,154,384
35100,"Simcoe North/Simcoe-Nord"," 117","Severn",8,63,31,0,13,38,0,153,386
35100,"Simcoe North/Simcoe-Nord"," 118","Severn",1,62,37,0,6,46,0,152,367
35100,"Simcoe North/Simcoe-Nord"," 119","Severn",6,67,33,0,9,53,0,168,481
35100,"Simcoe North/Simcoe-Nord"," 120","Severn",11,80,23,0,8,31,0,153,457
35100,"Simcoe North/Simcoe-Nord"," 121","Oro-Medonte",13,68,26,0,12,42,0,161,408
35100,"Simcoe North/Simcoe-Nord"," 122","Tay",10,94,24,1,17,51,0,197,425
35100,"Simcoe North/Simcoe-Nord"," 123","Tay",6,65,14,0,16,39,1,141,313
35100,"Simcoe North/Simcoe-Nord"," 124","Tay",4,43,15,0,17,22,1,102,303
35100,"Simcoe North/Simcoe-Nord"," 125","Orillia",4,91,38,0,7,104,1,245,752
35100,"Simcoe North/Simcoe-Nord"," 126","Orillia",4,55,44,2,3,36,2,146,365
35100,"Simcoe North/Simcoe-Nord"," 127","Orillia",4,42,36,0,15,33,1,131,404
35100,"Simcoe North/Simcoe-Nord"," 128","Orillia",2,41,23,0,14,43,0,123,431
35100,"Simcoe North/Simcoe-Nord"," 129","Orillia",3,42,28,0,5,41,0,119,479
35100,"Simcoe North/Simcoe-Nord"," 130","Orillia",7,38,31,0,5,24,0,105,340
35100,"Simcoe North/Simcoe-Nord"," 131","Orillia",3,39,21,0,4,28,0,95,236
35100,"Simcoe North/Simcoe-Nord"," 132","Orillia",6,84,23,1,4,78,0,196,414
35100,"Simcoe North/Simcoe-Nord"," 133","Orillia",2,41,37,0,13,38,1,132,377
35100,"Simcoe North/Simcoe-Nord"," 134","Orillia",7,50,34,0,7,50,0,148,370
35100,"Simcoe North/Simcoe-Nord"," 135","Orillia",13,46,36,1,11,76,0,183,431
35100,"Simcoe North/Simcoe-Nord"," 136","Ramara",6,107,37,1,16,59,0,226,461
35100,"Simcoe North/Simcoe-Nord"," 137","Ramara",2,70,38,1,10,49,0,170,375
35100,"Simcoe North/Simcoe-Nord"," 138","Ramara",2,55,24,0,11,54,0,146,345
35100,"Simcoe North/Simcoe-Nord"," 139","Ramara",11,74,11,1,4,70,0,171,383
35100,"Simcoe North/Simcoe-Nord"," 140","Orillia",4,30,7,0,3,34,0,78,236
35100,"Simcoe North/Simcoe-Nord"," 141","Orillia",3,47,39,0,11,31,0,131,507
35100,"Simcoe North/Simcoe-Nord"," 142","Orillia",1,56,37,0,10,43,0,147,367
35100,"Simcoe North/Simcoe-Nord"," 143","Orillia",6,58,32,0,4,35,0,135,286
35100,"Simcoe North/Simcoe-Nord"," 144","Orillia",6,23,16,1,11,12,2,71,340
35100,"Simcoe North/Simcoe-Nord"," 145","Orillia",6,43,20,2,13,30,2,116,272
35100,"Simcoe North/Simcoe-Nord"," 146","Orillia",4,56,14,0,7,37,0,118,380
35100,"Simcoe North/Simcoe-Nord"," 147","Orillia",7,60,30,0,14,53,1,165,513
35100,"Simcoe North/Simcoe-Nord"," 148","Orillia",3,27,18,1,1,45,0,95,345
35100,"Simcoe North/Simcoe-Nord"," 149","Orillia",8,46,29,1,11,40,1,136,410
35100,"Simcoe North/Simcoe-Nord"," 150","Orillia",3,37,18,0,9,39,0,106,335
35100,"Simcoe North/Simcoe-Nord"," 151","Severn",5,51,14,2,8,23,2,105,285
35100,"Simcoe North/Simcoe-Nord"," 152","Orillia",7,108,20,0,11,57,0,203,398
35100,"Simcoe North/Simcoe-Nord"," 153","Orillia",1,34,25,0,5,43,0,108,246
35100,"Simcoe North/Simcoe-Nord"," 154","Orillia",6,70,43,1,7,51,0,178,450
35100,"Simcoe North/Simcoe-Nord"," 155","Oro-Medonte",0,75,28,0,18,57,3,181,524
35100,"Simcoe North/Simcoe-Nord"," 156","Oro-Medonte",2,36,10,0,3,10,0,61,270
35100,"Simcoe North/Simcoe-Nord"," 157","Orillia",3,32,14,0,5,40,1,95,310
35100,"Simcoe North/Simcoe-Nord"," 158","Orillia",2,35,22,0,7,42,1,109,309
35100,"Simcoe North/Simcoe-Nord"," 159","Orillia",4,35,31,0,2,38,0,110,476
35100,"Simcoe North/Simcoe-Nord"," 160","Tiny",5,57,23,0,9,47,0,141,374
35100,"Simcoe North/Simcoe-Nord"," 161","Tiny",5,42,13,0,10,12,0,82,187
35100,"Simcoe North/Simcoe-Nord"," 162","Orillia",1,33,12,0,3,43,0,92,249
35100,"Simcoe North/Simcoe-Nord"," 163","Oro-Medonte",5,105,24,0,9,49,0,192,495
35100,"Simcoe North/Simcoe-Nord"," 164","Oro-Medonte",2,47,26,0,32,41,2,150,383
35100,"Simcoe North/Simcoe-Nord"," 165","Oro-Medonte",6,100,44,1,9,55,0,215,525
35100,"Simcoe North/Simcoe-Nord"," 166","Oro-Medonte",5,87,20,0,17,36,1,166,437
35100,"Simcoe North/Simcoe-Nord"," 167","Oro-Medonte",9,91,23,3,8,52,0,186,541
35100,"Simcoe North/Simcoe-Nord"," 168","Orillia",10,50,27,1,10,36,0,134,453
35100,"Simcoe North/Simcoe-Nord"," 169","Orillia",3,55,32,1,15,29,0,135,505
35100,"Simcoe North/Simcoe-Nord"," 170","Orillia",9,47,46,1,14,75,0,192,509
35100,"Simcoe North/Simcoe-Nord"," 171","Orillia",12,40,47,0,12,41,0,152,511
35100,"Simcoe North/Simcoe-Nord"," 172","Orillia",6,65,40,1,16,46,0,174,497
35100,"Simcoe North/Simcoe-Nord"," 173","Orillia",3,74,61,1,23,51,1,214,565
35100,"Simcoe North/Simcoe-Nord"," 174","Orillia",6,83,53,0,22,63,1,228,571
35100,"Simcoe North/Simcoe-Nord"," 175","Orillia",5,42,38,1,25,48,1,160,682
35100,"Simcoe North/Simcoe-Nord"," 176","Orillia",12,38,40,1,4,65,0,160,522
35100,"Simcoe North/Simcoe-Nord"," 177","Orillia",4,42,57,1,18,44,0,166,571
35100,"Simcoe North/Simcoe-Nord"," 178","Orillia",6,24,36,1,16,18,0,101,478
35100,"Simcoe North/Simcoe-Nord"," 179","Orillia",5,67,36,5,24,35,0,172,599
35100,"Simcoe North/Simcoe-Nord"," 180","Orillia",2,27,29,0,2,23,0,83,298
35100,"Simcoe North/Simcoe-Nord"," 181","Orillia",12,53,49,1,12,33,2,162,448
35100,"Simcoe North/Simcoe-Nord"," 182","Orillia",6,50,36,0,12,36,0,140,467
35100,"Simcoe North/Simcoe-Nord"," 183","Orillia",7,42,40,2,11,34,1,137,500
35100,"Simcoe North/Simcoe-Nord"," 184","Orillia",7,46,31,1,10,36,0,131,479
35100,"Simcoe North/Simcoe-Nord"," 185","Orillia",6,52,50,0,14,40,0,162,526
35100,"Simcoe North/Simcoe-Nord"," 186","Orillia",7,63,70,2,11,60,0,213,539
35100,"Simcoe North/Simcoe-Nord"," 187","Orillia",2,45,37,0,7,44,1,136,497
35100,"Simcoe North/Simcoe-Nord"," 188","Orillia",5,93,26,2,10,71,0,207,762
35100,"Simcoe North/Simcoe-Nord"," 189","Ramara",10,132,55,4,19,60,1,281,654
35100,"Simcoe North/Simcoe-Nord"," 190","Ramara",4,128,32,1,9,81,0,255,491
35100,"Simcoe North/Simcoe-Nord"," 191","Tiny",5,73,21,0,7,56,0,162,485
35100,"Simcoe North/Simcoe-Nord"," 192","Tiny",2,63,22,0,21,52,0,160,410
35100,"Simcoe North/Simcoe-Nord"," 193","Tiny",3,47,25,0,12,63,0,150,372
35100,"Simcoe North/Simcoe-Nord"," 194","Tiny",6,57,26,1,14,48,1,153,374
35100,"Simcoe North/Simcoe-Nord"," 195","Tiny",10,78,20,0,15,70,1,194,394
35100,"Simcoe North/Simcoe-Nord"," 196","Tiny",2,64,21,0,18,39,0,144,402
35100,"Simcoe North/Simcoe-Nord"," 197","Tiny",7,44,13,0,16,60,1,141,421
35100,"Simcoe North/Simcoe-Nord"," 198","Tiny",6,64,12,0,10,48,0,140,367
35100,"Simcoe North/Simcoe-Nord"," 199","Orillia",4,59,35,0,9,31,1,139,416
35100,"Simcoe North/Simcoe-Nord"," 200","Orillia",10,62,41,2,6,48,0,169,398
35100,"Simcoe North/Simcoe-Nord"," 201","Orillia",3,53,39,0,16,60,0,171,473
35100,"Simcoe North/Simcoe-Nord"," 202","Orillia",2,47,50,0,13,42,1,155,387
35100,"Simcoe North/Simcoe-Nord"," 203","Orillia",2,53,26,1,5,37,0,124,411
35100,"Simcoe North/Simcoe-Nord"," 204","Orillia",5,58,24,1,8,55,1,152,508
35100,"Simcoe North/Simcoe-Nord"," 205","Orillia",12,253,106,4,62,148,4,589,1590
35100,"Simcoe North/Simcoe-Nord"," 206","Orillia",1,36,32,0,14,31,0,114,500
35100,"Simcoe North/Simcoe-Nord"," 207","Orillia",5,88,58,2,22,53,1,229,607
35100,"Simcoe North/Simcoe-Nord"," 208","Oro-Medonte",2,108,23,0,3,52,0,188,414
35100,"Simcoe North/Simcoe-Nord"," 209","Ramara",1,70,11,0,10,50,0,142,303
35100,"Simcoe North/Simcoe-Nord"," 210","Ramara",6,89,11,2,22,53,0,183,374
35100,"Simcoe North/Simcoe-Nord"," 211","Ramara",3,104,14,1,5,73,2,202,382
35100,"Simcoe North/Simcoe-Nord"," 212","Ramara",3,50,8,0,12,26,0,99,428
35100,"Simcoe North/Simcoe-Nord"," 213","Ramara",6,46,12,0,10,19,1,94,364
35100,"Simcoe North/Simcoe-Nord"," 214","Ramara",1,64,16,0,7,33,1,122,385
35100,"Simcoe North/Simcoe-Nord"," 215","Ramara",2,59,19,0,5,23,1,109,459
35100,"Simcoe North/Simcoe-Nord"," 216","Ramara",1,95,17,0,12,59,0,184,305
35100,"Simcoe North/Simcoe-Nord"," 217","Ramara",7,93,17,0,3,53,0,173,293
35100,"Simcoe North/Simcoe-Nord"," 218","Oro-Medonte",2,61,36,2,9,25,1,136,414
35100,"Simcoe North/Simcoe-Nord"," 219","Oro-Medonte",3,56,11,0,12,39,0,121,346
35100,"Simcoe North/Simcoe-Nord"," 220","Tiny",5,67,22,0,6,42,0,142,318
35100,"Simcoe North/Simcoe-Nord"," 221","Tiny",3,80,21,0,11,60,0,175,311
35100,"Simcoe North/Simcoe-Nord"," 222","Tiny",4,99,31,0,16,29,1,180,353
35100,"Simcoe North/Simcoe-Nord"," 223","Tiny",8,94,38,0,20,80,2,242,533
35100,"Simcoe North/Simcoe-Nord"," 224","Tiny",5,75,23,1,18,58,0,180,510
35100,"Simcoe North/Simcoe-Nord"," 225","Tiny",2,57,29,1,17,63,0,169,474
35100,"Simcoe North/Simcoe-Nord"," 226","Oro-Medonte",3,164,11,3,11,24,0,216,311
35100,"Simcoe North/Simcoe-Nord"," 227","Oro-Medonte",1,54,18,2,5,35,0,115,411
35100,"Simcoe North/Simcoe-Nord"," 228","Oro-Medonte",4,78,22,0,7,53,1,165,410
35100,"Simcoe North/Simcoe-Nord"," 229","Oro-Medonte",4,93,22,0,18,37,1,175,330
35100,"Simcoe North/Simcoe-Nord"," 230","Oro-Medonte",2,72,17,0,1,42,0,134,325
35100,"Simcoe North/Simcoe-Nord"," 231","Oro-Medonte",9,84,34,0,4,50,0,181,374
35100,"Simcoe North/Simcoe-Nord"," 232","Oro-Medonte",6,91,22,0,12,62,0,193,393
35100,"Simcoe North/Simcoe-Nord"," 400","Penetanguishene",23,24,17,6,8,32,12,122,104
35100,"Simcoe North/Simcoe-Nord"," 500","Mobile poll/Bureau itinérant",3,12,4,1,3,16,0,39,67
35100,"Simcoe North/Simcoe-Nord"," 501","Mobile poll/Bureau itinérant",3,6,6,1,0,13,4,33,5
35100,"Simcoe North/Simcoe-Nord"," 502","Mobile poll/Bureau itinérant",1,21,7,0,0,26,2,57,113
35100,"Simcoe North/Simcoe-Nord"," 503","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°30,,,,,,,,0
35100,"Simcoe North/Simcoe-Nord"," 504","Mobile poll/Bureau itinérant",0,29,4,0,2,15,1,51,98
35100,"Simcoe North/Simcoe-Nord"," 505","Mobile poll/Bureau itinérant",0,9,0,0,0,12,0,21,29
35100,"Simcoe North/Simcoe-Nord"," 506","Mobile poll/Bureau itinérant",3,5,2,0,2,9,5,26,49
35100,"Simcoe North/Simcoe-Nord"," 507","Mobile poll/Bureau itinérant",2,10,2,1,1,6,0,22,42
35100,"Simcoe North/Simcoe-Nord"," 508","Mobile poll/Bureau itinérant",6,30,5,0,1,31,0,73,94
35100,"Simcoe North/Simcoe-Nord"," 509","Mobile poll/Bureau itinérant",1,3,8,0,1,5,3,21,25
35100,"Simcoe North/Simcoe-Nord"," 510","Mobile poll/Bureau itinérant",1,28,5,1,3,25,2,65,157
35100,"Simcoe North/Simcoe-Nord"," 511","Mobile poll/Bureau itinérant",0,15,4,0,2,16,1,38,88
35100,"Simcoe North/Simcoe-Nord"," 512","Mobile poll/Bureau itinérant",0,7,1,0,1,8,1,18,33
35100,"Simcoe North/Simcoe-Nord"," 513","Mobile poll/Bureau itinérant",0,14,1,0,0,10,0,25,149
35100,"Simcoe North/Simcoe-Nord"," 514","Mobile poll/Bureau itinérant",0,22,4,1,1,32,0,60,121
35100,"Simcoe North/Simcoe-Nord"," 515","Mobile poll/Bureau itinérant",3,25,6,1,2,42,1,80,10
35100,"Simcoe North/Simcoe-Nord"," 516","Mobile poll/Bureau itinérant",0,13,5,1,1,5,2,27,35
35100,"Simcoe North/Simcoe-Nord"," 517","Mobile poll/Bureau itinérant",3,14,4,1,1,8,2,33,131
35100,"Simcoe North/Simcoe-Nord"," 518","Mobile poll/Bureau itinérant",0,8,9,1,4,15,0,37,122
35100,"Simcoe North/Simcoe-Nord"," 519","Mobile poll/Bureau itinérant",1,26,4,0,1,24,0,56,43
35100,"Simcoe North/Simcoe-Nord"," 520","Mobile poll/Bureau itinérant",3,17,1,3,4,16,0,44,59
35100,"Simcoe North/Simcoe-Nord"," 521","Mobile poll/Bureau itinérant",4,20,4,0,0,26,2,56,105
35100,"Simcoe North/Simcoe-Nord"," 522","Mobile poll/Bureau itinérant",3,8,1,1,2,14,2,31,263
35100,"Simcoe North/Simcoe-Nord"," 523","Mobile poll/Bureau itinérant",2,10,3,0,0,18,0,33,158
35100,"Simcoe North/Simcoe-Nord"," 600","Tiny",21,247,58,0,56,206,1,589,
35100,"Simcoe North/Simcoe-Nord"," 601","Penetanguishene",28,611,147,1,85,548,9,1429,
35100,"Simcoe North/Simcoe-Nord"," 602","Penetanguishene",26,417,161,3,91,546,12,1256,
35100,"Simcoe North/Simcoe-Nord"," 603","Midland",39,560,154,3,82,500,4,1342,
35100,"Simcoe North/Simcoe-Nord"," 604","Tay",27,476,124,0,104,268,1,1000,
35100,"Simcoe North/Simcoe-Nord"," 605","Midland",25,516,188,1,81,440,7,1258,
35100,"Simcoe North/Simcoe-Nord"," 606","Midland",27,431,188,5,91,370,6,1118,
35100,"Simcoe North/Simcoe-Nord"," 607","Tiny",16,284,69,1,72,286,7,735,
35100,"Simcoe North/Simcoe-Nord"," 608","Tiny",20,428,80,1,57,269,1,856,
35100,"Simcoe North/Simcoe-Nord"," 609","Tay",19,418,100,2,93,207,1,840,
35100,"Simcoe North/Simcoe-Nord"," 610","Severn",37,420,94,4,83,197,1,836,
35100,"Simcoe North/Simcoe-Nord"," 611","Warminster",17,569,107,2,86,242,0,1023,
35100,"Simcoe North/Simcoe-Nord"," 612","Severn",22,571,108,2,75,276,4,1058,
35100,"Simcoe North/Simcoe-Nord"," 613","Severn",26,518,116,4,67,232,6,969,
35100,"Simcoe North/Simcoe-Nord"," 614","Ramara",23,395,54,1,51,172,5,701,
35100,"Simcoe North/Simcoe-Nord"," 615","Orillia",30,604,193,9,68,506,3,1413,
35100,"Simcoe North/Simcoe-Nord"," 616","Orillia",29,466,158,6,55,308,3,1025,
35100,"Simcoe North/Simcoe-Nord"," 617","Orillia",31,424,201,5,107,283,1,1052,
35100,"Simcoe North/Simcoe-Nord"," 618","Orillia",28,444,156,5,65,418,2,1118,
