Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jesse Halmo,Raj Jessel,Tom Kmiec,Andrea Lee,Cam Macdonald,Konstantine Muirhead,Evelyn Tanaka,Ron Vaillant,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48011,"Calgary Shepard/Calgary Shepard"," 43","Calgary",0,37,101,0,16,0,7,14,0,175,384
48011,"Calgary Shepard/Calgary Shepard"," 44","Calgary",1,37,90,1,8,1,2,19,1,160,426
48011,"Calgary Shepard/Calgary Shepard"," 45","Calgary",0,41,103,0,18,1,5,10,1,179,368
48011,"Calgary Shepard/Calgary Shepard"," 46","Calgary",0,32,91,2,18,0,2,7,2,154,350
48011,"Calgary Shepard/Calgary Shepard"," 47","Calgary",0,24,85,4,14,1,0,7,0,135,366
48011,"Calgary Shepard/Calgary Shepard"," 48","Calgary",0,44,93,1,19,2,4,16,2,181,427
48011,"Calgary Shepard/Calgary Shepard"," 49","Calgary",0,21,86,3,33,1,2,9,0,155,410
48011,"Calgary Shepard/Calgary Shepard"," 50","Calgary",0,42,106,1,36,1,3,12,1,202,488
48011,"Calgary Shepard/Calgary Shepard"," 51","Calgary",0,28,71,2,24,1,3,2,0,131,351
48011,"Calgary Shepard/Calgary Shepard"," 52","Calgary",0,31,78,4,25,1,1,10,0,150,382
48011,"Calgary Shepard/Calgary Shepard"," 53","Calgary",0,56,106,1,28,2,5,14,3,215,467
48011,"Calgary Shepard/Calgary Shepard"," 54","Calgary",0,23,82,3,36,0,1,9,1,155,397
48011,"Calgary Shepard/Calgary Shepard"," 55","Calgary",1,45,90,0,23,1,7,12,2,181,454
48011,"Calgary Shepard/Calgary Shepard"," 56","Calgary",0,55,110,2,18,1,9,8,1,204,459
48011,"Calgary Shepard/Calgary Shepard"," 57","Calgary",0,28,76,0,31,2,2,8,1,148,356
48011,"Calgary Shepard/Calgary Shepard"," 58","Calgary",0,26,107,0,25,2,1,11,0,172,461
48011,"Calgary Shepard/Calgary Shepard"," 59","Calgary",0,31,84,1,22,2,2,8,2,152,426
48011,"Calgary Shepard/Calgary Shepard"," 60","Calgary",0,21,90,2,25,0,3,8,1,150,427
48011,"Calgary Shepard/Calgary Shepard"," 61","Calgary",0,49,143,1,28,1,4,19,0,245,565
48011,"Calgary Shepard/Calgary Shepard"," 62","Calgary",0,33,94,1,35,1,5,6,1,176,498
48011,"Calgary Shepard/Calgary Shepard"," 63","Calgary",0,33,128,3,27,1,3,5,0,200,490
48011,"Calgary Shepard/Calgary Shepard"," 64","Calgary",0,19,100,1,11,1,1,9,1,143,388
48011,"Calgary Shepard/Calgary Shepard"," 65","Calgary",0,20,115,5,17,1,1,6,1,166,451
48011,"Calgary Shepard/Calgary Shepard"," 66","Calgary",0,28,104,5,36,0,1,2,2,178,468
48011,"Calgary Shepard/Calgary Shepard"," 67","Calgary",0,10,97,1,21,0,5,10,0,144,410
48011,"Calgary Shepard/Calgary Shepard"," 68","Calgary",0,25,113,5,14,3,4,14,3,181,415
48011,"Calgary Shepard/Calgary Shepard"," 69","Calgary",0,29,111,1,23,0,5,2,1,172,396
48011,"Calgary Shepard/Calgary Shepard"," 70","Calgary",0,32,144,1,28,0,4,5,0,214,446
48011,"Calgary Shepard/Calgary Shepard"," 71","Calgary",0,24,116,1,31,2,2,7,0,183,495
48011,"Calgary Shepard/Calgary Shepard"," 72","Calgary",0,24,141,1,22,0,2,8,0,198,408
48011,"Calgary Shepard/Calgary Shepard"," 73","Calgary",0,36,115,1,33,1,4,19,0,209,464
48011,"Calgary Shepard/Calgary Shepard"," 74","Calgary",0,28,116,2,20,0,3,2,0,171,407
48011,"Calgary Shepard/Calgary Shepard"," 75A","Calgary",0,51,134,1,34,1,7,9,0,237,663
48011,"Calgary Shepard/Calgary Shepard"," 75B","Calgary",0,0,8,0,1,0,0,16,0,25,0
48011,"Calgary Shepard/Calgary Shepard"," 76","Calgary",Merged with No./Fusionné avec le n°74,,,,,,,,,,184
48011,"Calgary Shepard/Calgary Shepard"," 77","Calgary",0,33,94,0,26,1,4,2,0,160,425
48011,"Calgary Shepard/Calgary Shepard"," 78","Calgary",0,21,108,3,30,1,3,17,0,183,447
48011,"Calgary Shepard/Calgary Shepard"," 79","Calgary",0,8,38,1,2,0,1,6,0,56,190
48011,"Calgary Shepard/Calgary Shepard"," 80","Calgary",0,22,89,0,12,0,1,15,0,139,376
48011,"Calgary Shepard/Calgary Shepard"," 81","Calgary",0,25,109,1,18,0,4,7,0,164,395
48011,"Calgary Shepard/Calgary Shepard"," 82","Calgary",0,31,101,4,20,1,6,8,0,171,355
48011,"Calgary Shepard/Calgary Shepard"," 83","Calgary",0,31,159,4,29,1,2,7,0,233,482
48011,"Calgary Shepard/Calgary Shepard"," 84","Calgary",0,21,102,3,18,0,1,4,0,149,347
48011,"Calgary Shepard/Calgary Shepard"," 85","Calgary",0,35,102,2,39,0,0,12,0,190,416
48011,"Calgary Shepard/Calgary Shepard"," 86","Calgary",0,39,69,4,20,2,4,11,0,149,394
48011,"Calgary Shepard/Calgary Shepard"," 87","Calgary",0,14,85,2,21,0,0,8,0,130,389
48011,"Calgary Shepard/Calgary Shepard"," 88","Calgary",0,57,87,1,15,1,8,11,0,180,430
48011,"Calgary Shepard/Calgary Shepard"," 89","Calgary",0,34,115,1,30,1,4,3,0,188,448
48011,"Calgary Shepard/Calgary Shepard"," 90","Calgary",1,49,91,3,21,0,7,16,0,188,389
48011,"Calgary Shepard/Calgary Shepard"," 91","Calgary",0,25,120,3,18,1,1,6,0,174,347
48011,"Calgary Shepard/Calgary Shepard"," 92","Calgary",0,41,89,0,26,2,6,18,1,183,398
48011,"Calgary Shepard/Calgary Shepard"," 93","Calgary",0,46,113,2,29,2,7,16,3,218,518
48011,"Calgary Shepard/Calgary Shepard"," 94","Calgary",1,55,98,2,33,0,6,6,0,201,393
48011,"Calgary Shepard/Calgary Shepard"," 95","Calgary",0,21,76,2,34,1,1,11,1,147,476
48011,"Calgary Shepard/Calgary Shepard"," 96","Calgary",0,50,104,0,15,0,2,15,0,186,445
48011,"Calgary Shepard/Calgary Shepard"," 97","Calgary",0,42,131,2,25,3,7,14,0,224,469
48011,"Calgary Shepard/Calgary Shepard"," 98","Calgary",0,22,84,2,30,0,4,14,0,156,441
48011,"Calgary Shepard/Calgary Shepard"," 99","Calgary",1,42,103,2,19,0,4,12,0,183,436
48011,"Calgary Shepard/Calgary Shepard"," 100","Calgary",0,38,89,0,23,0,2,5,2,159,406
48011,"Calgary Shepard/Calgary Shepard"," 101","Calgary",0,21,50,0,12,0,2,7,1,93,356
48011,"Calgary Shepard/Calgary Shepard"," 102","Calgary",0,39,74,1,18,0,6,10,0,148,459
48011,"Calgary Shepard/Calgary Shepard"," 103","Calgary",0,23,57,0,15,1,6,17,0,119,376
48011,"Calgary Shepard/Calgary Shepard"," 104","Calgary",0,33,108,4,20,0,5,13,0,183,477
48011,"Calgary Shepard/Calgary Shepard"," 105","Calgary",0,38,61,2,21,0,3,5,2,132,364
48011,"Calgary Shepard/Calgary Shepard"," 106","Calgary",1,22,75,4,25,1,0,10,0,138,432
48011,"Calgary Shepard/Calgary Shepard"," 107","Calgary",0,41,57,1,22,1,1,7,0,130,345
48011,"Calgary Shepard/Calgary Shepard"," 108","Calgary",0,37,107,2,46,2,5,9,3,211,584
48011,"Calgary Shepard/Calgary Shepard"," 109A","Calgary",0,26,88,1,47,0,1,6,0,169,375
48011,"Calgary Shepard/Calgary Shepard"," 109B","Calgary",0,16,75,3,26,1,3,10,2,136,336
48011,"Calgary Shepard/Calgary Shepard"," 110","Calgary",0,30,113,2,28,1,2,8,2,186,521
48011,"Calgary Shepard/Calgary Shepard"," 111","Calgary",0,20,86,4,9,1,2,8,2,132,471
48011,"Calgary Shepard/Calgary Shepard"," 112","Calgary",0,35,128,1,33,1,2,16,1,217,586
48011,"Calgary Shepard/Calgary Shepard"," 113","Calgary",0,34,110,1,49,0,0,13,1,208,539
48011,"Calgary Shepard/Calgary Shepard"," 114","Calgary",0,34,100,0,20,0,3,8,4,169,422
48011,"Calgary Shepard/Calgary Shepard"," 115","Calgary",0,28,121,3,39,2,2,9,0,204,447
48011,"Calgary Shepard/Calgary Shepard"," 116","Calgary",0,43,135,1,27,0,3,10,0,219,518
48011,"Calgary Shepard/Calgary Shepard"," 117","Calgary",0,31,87,0,21,0,3,8,0,150,466
48011,"Calgary Shepard/Calgary Shepard"," 118","Calgary",0,20,119,5,20,0,8,15,0,187,489
48011,"Calgary Shepard/Calgary Shepard"," 119","Calgary",0,23,113,0,16,0,1,8,3,164,372
48011,"Calgary Shepard/Calgary Shepard"," 120","Calgary",0,34,71,8,23,1,0,6,1,144,340
48011,"Calgary Shepard/Calgary Shepard"," 121","Calgary",0,33,111,1,15,0,2,7,0,169,347
48011,"Calgary Shepard/Calgary Shepard"," 122","Calgary",0,37,167,8,27,1,5,3,0,248,533
48011,"Calgary Shepard/Calgary Shepard"," 123","Calgary",0,24,100,2,33,1,4,7,1,172,408
48011,"Calgary Shepard/Calgary Shepard"," 124","Calgary",0,23,88,5,13,0,1,6,0,136,347
48011,"Calgary Shepard/Calgary Shepard"," 125","Calgary",0,36,122,3,23,1,3,10,1,199,450
48011,"Calgary Shepard/Calgary Shepard"," 126","Calgary",0,31,93,1,26,0,1,8,1,161,440
48011,"Calgary Shepard/Calgary Shepard"," 127","Calgary",0,49,160,0,36,2,4,8,0,259,524
48011,"Calgary Shepard/Calgary Shepard"," 128","Calgary",0,41,99,3,38,0,1,12,3,197,461
48011,"Calgary Shepard/Calgary Shepard"," 129","Calgary",1,28,89,2,29,0,4,11,0,164,437
48011,"Calgary Shepard/Calgary Shepard"," 130","Calgary",1,38,117,2,32,0,4,18,0,212,453
48011,"Calgary Shepard/Calgary Shepard"," 131","Calgary",0,20,82,2,38,0,2,4,0,148,380
48011,"Calgary Shepard/Calgary Shepard"," 132","Calgary",0,38,65,0,29,0,8,7,0,147,429
48011,"Calgary Shepard/Calgary Shepard"," 133","Calgary",0,15,55,2,7,0,1,5,0,85,234
48011,"Calgary Shepard/Calgary Shepard"," 134","Calgary",0,38,91,2,29,1,2,10,0,173,429
48011,"Calgary Shepard/Calgary Shepard"," 135","Calgary",1,33,124,1,20,3,3,8,0,193,471
48011,"Calgary Shepard/Calgary Shepard"," 136","Calgary",0,26,138,4,17,1,1,3,1,191,465
48011,"Calgary Shepard/Calgary Shepard"," 137","Calgary",2,40,88,3,12,1,7,7,0,160,343
48011,"Calgary Shepard/Calgary Shepard"," 138","Calgary",0,23,111,1,25,3,5,14,0,182,369
48011,"Calgary Shepard/Calgary Shepard"," 139","Calgary",0,49,101,8,17,0,13,30,0,218,430
48011,"Calgary Shepard/Calgary Shepard"," 140","Calgary",0,42,98,3,18,0,3,10,1,175,347
48011,"Calgary Shepard/Calgary Shepard"," 141","Calgary",0,29,88,4,22,0,2,13,1,159,405
48011,"Calgary Shepard/Calgary Shepard"," 142","Calgary",0,33,94,1,18,0,7,5,1,159,427
48011,"Calgary Shepard/Calgary Shepard"," 143","Calgary",0,45,85,2,28,1,8,20,2,191,393
48011,"Calgary Shepard/Calgary Shepard"," 144","Calgary",0,35,103,2,37,0,13,4,1,195,411
48011,"Calgary Shepard/Calgary Shepard"," 145","Calgary",0,41,105,1,34,2,11,23,0,217,428
48011,"Calgary Shepard/Calgary Shepard"," 146","Calgary",0,48,96,5,30,1,6,12,0,198,450
48011,"Calgary Shepard/Calgary Shepard"," 147","Calgary",0,23,119,2,28,2,3,16,0,193,461
48011,"Calgary Shepard/Calgary Shepard"," 148","Calgary",0,36,114,3,17,0,3,13,0,186,443
48011,"Calgary Shepard/Calgary Shepard"," 149","Calgary",0,32,67,1,30,0,3,12,1,146,363
48011,"Calgary Shepard/Calgary Shepard"," 150","Calgary",1,27,106,2,21,0,4,2,0,163,334
48011,"Calgary Shepard/Calgary Shepard"," 151","Calgary",0,57,106,1,28,1,4,9,1,207,577
48011,"Calgary Shepard/Calgary Shepard"," 152","Calgary",0,20,79,1,14,1,0,6,0,121,373
48011,"Calgary Shepard/Calgary Shepard"," 153","Calgary",0,21,145,2,28,0,2,10,1,209,468
48011,"Calgary Shepard/Calgary Shepard"," 154","Calgary",0,32,80,1,28,0,2,11,1,155,410
48011,"Calgary Shepard/Calgary Shepard"," 155","Calgary",0,39,116,3,29,0,9,18,2,216,490
48011,"Calgary Shepard/Calgary Shepard"," 156","Calgary",0,40,110,3,18,1,8,14,3,197,425
48011,"Calgary Shepard/Calgary Shepard"," 157","Calgary",0,39,80,0,21,0,5,20,1,166,414
48011,"Calgary Shepard/Calgary Shepard"," 158","Calgary",0,34,89,3,16,0,0,12,1,155,422
48011,"Calgary Shepard/Calgary Shepard"," 159","Calgary",0,31,110,2,22,1,0,13,1,180,424
48011,"Calgary Shepard/Calgary Shepard"," 160","Calgary",0,30,108,6,36,0,3,8,2,193,445
48011,"Calgary Shepard/Calgary Shepard"," 161","Calgary",1,41,142,8,40,0,8,16,2,258,527
48011,"Calgary Shepard/Calgary Shepard"," 162","Calgary",0,44,92,3,23,1,2,17,1,183,466
48011,"Calgary Shepard/Calgary Shepard"," 163","Calgary",0,39,128,1,39,0,4,9,3,223,648
48011,"Calgary Shepard/Calgary Shepard"," 164","Calgary",1,59,130,1,33,0,3,17,1,245,565
48011,"Calgary Shepard/Calgary Shepard"," 165","Calgary",0,45,118,5,35,0,8,13,2,226,503
48011,"Calgary Shepard/Calgary Shepard"," 166A","Calgary",0,23,64,0,27,0,4,12,2,132,388
48011,"Calgary Shepard/Calgary Shepard"," 166B","Calgary",0,33,60,0,21,0,3,16,0,133,360
48011,"Calgary Shepard/Calgary Shepard"," 167","Calgary",0,42,110,3,25,0,4,14,0,198,421
48011,"Calgary Shepard/Calgary Shepard"," 168","Calgary",0,38,111,0,25,0,5,17,1,197,501
48011,"Calgary Shepard/Calgary Shepard"," 169","Calgary",0,63,112,1,36,1,2,10,1,226,633
48011,"Calgary Shepard/Calgary Shepard"," 170","Calgary",Void/Supprimé,,,,,,,,,,
48011,"Calgary Shepard/Calgary Shepard"," 171","Calgary",0,24,137,0,35,0,1,9,0,206,537
48011,"Calgary Shepard/Calgary Shepard"," 172","Calgary",0,32,131,2,30,0,2,6,1,204,456
48011,"Calgary Shepard/Calgary Shepard"," 173","Calgary",1,26,80,1,18,0,4,10,0,140,439
48011,"Calgary Shepard/Calgary Shepard"," 174","Calgary",0,35,113,0,33,0,2,17,3,203,475
48011,"Calgary Shepard/Calgary Shepard"," 175","Calgary",0,39,76,1,13,1,1,6,1,138,361
48011,"Calgary Shepard/Calgary Shepard"," 176","Calgary",0,31,76,1,23,0,1,14,0,146,411
48011,"Calgary Shepard/Calgary Shepard"," 177","Calgary",0,10,61,0,13,0,1,6,1,92,334
48011,"Calgary Shepard/Calgary Shepard"," 178","Calgary",0,30,105,5,15,1,2,11,1,170,407
48011,"Calgary Shepard/Calgary Shepard"," 179","Calgary",0,22,104,1,25,0,5,16,0,173,411
48011,"Calgary Shepard/Calgary Shepard"," 180","Calgary",0,27,133,2,35,0,2,16,0,215,511
48011,"Calgary Shepard/Calgary Shepard"," 181","Calgary",0,23,95,0,21,1,6,8,4,158,423
48011,"Calgary Shepard/Calgary Shepard"," 182","Calgary",0,36,127,3,37,3,1,10,3,220,485
48011,"Calgary Shepard/Calgary Shepard"," 183","Calgary",0,40,147,6,32,1,4,15,0,245,628
48011,"Calgary Shepard/Calgary Shepard"," 184","Calgary",0,22,86,3,11,0,0,6,0,128,388
48011,"Calgary Shepard/Calgary Shepard"," 185","Calgary",0,30,83,1,27,0,1,7,0,149,499
48011,"Calgary Shepard/Calgary Shepard"," 186","Calgary",0,40,120,1,25,1,2,5,0,194,544
48011,"Calgary Shepard/Calgary Shepard"," 187","Calgary",0,17,100,0,12,1,2,7,1,140,416
48011,"Calgary Shepard/Calgary Shepard"," 188","Calgary",0,22,108,1,17,0,3,8,1,160,522
48011,"Calgary Shepard/Calgary Shepard"," 189","Calgary",0,52,143,0,41,0,0,21,0,257,572
48011,"Calgary Shepard/Calgary Shepard"," 190","Calgary",0,29,120,0,29,0,4,9,0,191,484
48011,"Calgary Shepard/Calgary Shepard"," 191","Calgary",0,57,94,4,29,0,5,19,0,208,492
48011,"Calgary Shepard/Calgary Shepard"," 192","Calgary",0,29,184,0,35,0,2,20,1,271,658
48011,"Calgary Shepard/Calgary Shepard"," 193","Calgary",0,41,140,1,38,1,5,13,1,240,593
48011,"Calgary Shepard/Calgary Shepard"," 194","Calgary",0,13,94,2,28,0,0,16,0,153,453
48011,"Calgary Shepard/Calgary Shepard"," 195","Calgary",0,44,126,1,26,0,4,23,1,225,573
48011,"Calgary Shepard/Calgary Shepard"," 196","Calgary",0,34,103,0,23,0,3,11,1,175,451
48011,"Calgary Shepard/Calgary Shepard"," 197A","Calgary",0,11,116,0,15,0,1,4,0,147,381
48011,"Calgary Shepard/Calgary Shepard"," 197B","Calgary",0,9,90,0,15,0,2,9,3,128,368
48011,"Calgary Shepard/Calgary Shepard"," 198","Calgary",0,14,80,2,19,0,3,3,0,121,409
48011,"Calgary Shepard/Calgary Shepard"," 199","Calgary",0,35,52,2,22,0,3,12,0,126,330
48011,"Calgary Shepard/Calgary Shepard"," 200","Calgary",0,25,100,2,24,1,0,13,0,165,426
48011,"Calgary Shepard/Calgary Shepard"," 201","Calgary",1,44,149,3,32,0,3,18,1,251,576
48011,"Calgary Shepard/Calgary Shepard"," 202","Calgary",0,32,127,0,36,0,3,12,0,210,403
48011,"Calgary Shepard/Calgary Shepard"," 203","Calgary",0,9,100,0,12,0,3,0,0,124,388
48011,"Calgary Shepard/Calgary Shepard"," 204","Calgary",0,21,67,0,23,0,1,1,0,113,270
48011,"Calgary Shepard/Calgary Shepard"," 205","Calgary",0,19,106,1,23,0,6,13,0,168,398
48011,"Calgary Shepard/Calgary Shepard"," 206","Calgary",0,37,209,2,45,1,2,14,0,310,691
48011,"Calgary Shepard/Calgary Shepard"," 207A","Calgary",0,29,79,0,36,0,1,4,0,149,361
48011,"Calgary Shepard/Calgary Shepard"," 207B","Calgary",0,22,112,2,18,0,0,9,0,163,418
48011,"Calgary Shepard/Calgary Shepard"," 208A","Calgary",0,50,101,4,40,0,6,4,1,206,434
48011,"Calgary Shepard/Calgary Shepard"," 208B","Calgary",0,23,123,1,35,0,1,7,1,191,417
48011,"Calgary Shepard/Calgary Shepard"," 209A","Calgary",0,34,119,1,42,0,0,8,0,204,436
48011,"Calgary Shepard/Calgary Shepard"," 209B","Calgary",2,30,84,0,28,0,1,10,0,155,420
48011,"Calgary Shepard/Calgary Shepard"," 209C","Calgary",0,24,98,1,31,1,4,13,0,172,406
48011,"Calgary Shepard/Calgary Shepard"," 210","Calgary",0,32,138,5,34,2,3,14,0,228,585
48011,"Calgary Shepard/Calgary Shepard"," 211","Calgary",0,29,135,2,30,0,6,10,0,212,570
48011,"Calgary Shepard/Calgary Shepard"," 212","Calgary",0,40,144,1,39,0,2,11,0,237,573
48011,"Calgary Shepard/Calgary Shepard"," 213A","Calgary",0,32,120,0,33,0,1,10,2,198,460
48011,"Calgary Shepard/Calgary Shepard"," 213B","Calgary",0,26,89,1,30,0,4,8,0,158,415
48011,"Calgary Shepard/Calgary Shepard"," 214A","Calgary",0,28,110,2,36,0,1,5,1,183,467
48011,"Calgary Shepard/Calgary Shepard"," 214B","Calgary",0,15,103,0,24,0,2,3,0,147,438
48011,"Calgary Shepard/Calgary Shepard"," 214C","Calgary",0,12,83,2,21,0,2,7,0,127,441
48011,"Calgary Shepard/Calgary Shepard"," 214D","Mobile poll/Bureau itinérant",0,2,53,0,8,0,0,1,0,64,109
48011,"Calgary Shepard/Calgary Shepard"," 215","Calgary",0,52,149,1,32,0,3,21,0,258,666
48011,"Calgary Shepard/Calgary Shepard"," 216A","Calgary",0,34,103,0,35,0,3,18,1,194,508
48011,"Calgary Shepard/Calgary Shepard"," 216B","Calgary",1,31,100,1,25,0,3,13,0,174,476
48011,"Calgary Shepard/Calgary Shepard"," 216C","Calgary",0,33,102,0,27,1,3,7,0,173,461
48011,"Calgary Shepard/Calgary Shepard"," 217","Calgary",0,28,117,0,21,0,4,22,0,192,612
48011,"Calgary Shepard/Calgary Shepard"," 218","Calgary",0,37,104,0,24,0,5,15,1,186,449
48011,"Calgary Shepard/Calgary Shepard"," 219","Calgary",0,40,98,1,24,1,4,10,0,178,439
48011,"Calgary Shepard/Calgary Shepard"," 220","Calgary",0,21,139,0,17,0,3,4,0,184,565
48011,"Calgary Shepard/Calgary Shepard"," 221","Calgary",0,16,96,3,14,0,10,4,0,143,563
48011,"Calgary Shepard/Calgary Shepard"," 222","Calgary",0,21,83,2,23,1,3,18,1,152,478
48011,"Calgary Shepard/Calgary Shepard"," 223","Calgary",0,30,92,2,15,0,1,11,0,151,420
48011,"Calgary Shepard/Calgary Shepard"," 224","Calgary",0,44,214,2,57,0,6,17,0,340,927
48011,"Calgary Shepard/Calgary Shepard"," 225","Calgary",0,38,106,0,33,0,2,8,1,188,562
48011,"Calgary Shepard/Calgary Shepard"," 226","Calgary",0,21,95,2,16,0,1,7,1,143,481
48011,"Calgary Shepard/Calgary Shepard"," 227A","Calgary",0,23,79,0,18,0,1,6,1,128,346
48011,"Calgary Shepard/Calgary Shepard"," 227B","Calgary",0,20,60,1,23,0,5,0,0,109,386
48011,"Calgary Shepard/Calgary Shepard"," 228","Calgary",0,36,116,0,28,0,1,9,0,190,545
48011,"Calgary Shepard/Calgary Shepard"," 229","Calgary",0,43,119,1,36,0,3,15,2,219,532
48011,"Calgary Shepard/Calgary Shepard"," 230","Calgary",1,24,82,2,29,0,2,4,1,145,381
48011,"Calgary Shepard/Calgary Shepard"," 231","Calgary",0,37,138,3,39,0,4,18,0,239,538
48011,"Calgary Shepard/Calgary Shepard"," 232","Calgary",0,24,106,1,25,0,3,14,0,173,413
48011,"Calgary Shepard/Calgary Shepard"," 233","Calgary",1,45,93,0,36,1,6,4,1,187,510
48011,"Calgary Shepard/Calgary Shepard"," 234","Calgary",1,38,172,1,36,1,2,17,1,269,643
48011,"Calgary Shepard/Calgary Shepard"," 235","Calgary",1,48,99,0,25,1,6,22,2,204,552
48011,"Calgary Shepard/Calgary Shepard"," 236","Calgary",0,22,79,0,25,0,2,8,0,136,375
48011,"Calgary Shepard/Calgary Shepard"," 237A","Calgary",0,38,110,0,27,0,3,14,0,192,538
48011,"Calgary Shepard/Calgary Shepard"," 237B","Calgary",0,41,86,1,23,0,0,11,0,162,529
48011,"Calgary Shepard/Calgary Shepard"," 237C","Mobile poll/Bureau itinérant",1,6,55,0,13,2,0,0,1,78,106
